Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
sn1999ac,0.01006,33.326159,0.174566,33.40086,-0.074701167,33.541934,-0.21577532
sn2004s,0.010291,33.372062,0.173593,33.450509,-0.078446806,33.59148,-0.21941827
sn1997do,0.01055,33.493014,0.17309,33.504876,-0.011862043,33.645732,-0.15271844
sn2002dp,0.010888,33.645204,0.169021,33.573867,0.071336769,33.714573,-0.069369582
sn2006bh,0.011184,33.669922,0.166533,33.632561,0.03736176,33.773136,-0.1032133
sn2005al,0.012317,34.294158,0.16145,33.843815,0.45034295,33.983888,0.31026948
sn2001ep,0.013324,33.906604,0.158624,34.015985,-0.10938066,34.155614,-0.24900958
sn1999dq,0.013533,33.720058,0.158393,34.050098,-0.33003964,34.189634,-0.46957644
sn2002ha,0.013652,34.091038,0.157774,34.069288,0.021749858,34.208773,-0.11773451
sn2001bt,0.014151,33.956815,0.157186,34.147995,-0.19117987,34.28726,-0.33044458
sn1997e,0.014256,34.107223,0.1564,34.164206,-0.05698377,34.303425,-0.1962023
sn1992al,0.014411,34.087975,0.156643,34.187922,-0.099947079,34.327073,-0.23909745
sn1999dk,0.01444,33.987297,0.157099,34.192331,-0.20503387,34.331469,-0.34417149
sn2005bo,0.014467,34.138903,0.154784,34.196428,-0.057525264,34.335554,-0.19665102
sn2001fe,0.014575,34.270406,0.155333,34.212742,0.057664758,34.35182,-0.081413533
sn2006n,0.0147,34.33758,0.155008,34.231474,0.10610645,34.370497,-0.032916925
sn2005kc,0.01496,34.231351,0.153548,34.269937,-0.038585223,34.408846,-0.17749442
sn2005el,0.015154,34.357711,0.153758,34.298207,0.059503739,34.437031,-0.079320321
sn2004eo,0.015469,34.072352,0.153515,34.343356,-0.27100421,34.482042,-0.40969012
sn2001en,0.015482,34.246778,0.154168,34.3452,-0.098421509,34.48388,-0.23710172
sn2001cn,0.015487,34.107353,0.153742,34.345909,-0.23855583,34.484587,-0.37723385
sn2001bf,0.015504,34.190252,0.153374,34.348316,-0.1580643,34.486987,-0.29673487
sn2001cz,0.015554,34.244148,0.153417,34.355383,-0.11123533,34.494032,-0.24988398
sn1999aa,0.015573,34.45074,0.153276,34.358063,0.09267702,34.496703,-0.045963306
sn1994s,0.015664,34.311808,0.154751,34.370852,-0.059043723,34.509452,-0.19764417
sn2004ey,0.015678,34.409554,0.151905,34.372813,0.036741588,34.511407,-0.10185273
sn2001v,0.015791,34.104592,0.152742,34.388578,-0.28398604,34.527122,-0.42253085
sn2006td,0.015999,34.554597,0.153171,34.417306,0.13729046,34.55576,-0.0011632673
sn1996bv,0.016966,34.25655,0.153258,34.546192,-0.28964199,34.684223,-0.42767294
sn2006ax,0.017387,34.645289,0.148936,34.60005,0.045238904,34.737897,-0.092608315
sn1998v,0.01745,34.396806,0.150702,34.607999,-0.21119304,34.745818,-0.34901278
sn2000dk,0.017483,34.451815,0.150122,34.612151,-0.16033547,34.749956,-0.29814082
sn1998ef,0.017672,34.225012,0.150611,34.635783,-0.41077118,34.773506,-0.54849414
sn2007ci,0.018599,34.728819,0.149282,34.748191,-0.019372357,34.885511,-0.15669179
sn1992bo,0.018902,34.934901,0.149087,34.783736,0.15116524,34.920924,0.013977487
sn2002kf,0.019581,34.993089,0.147459,34.861387,0.13170153,34.99828,-0.0051915165
sn2006ej,0.02039,34.999875,0.147727,34.950508,0.049367744,35.08705,-0.087174858
sn2005ki,0.020396,34.947831,0.145393,34.951156,-0.0033242421,35.087696,-0.13986425
sn1992bc,0.020792,34.860895,0.14683,34.993503,-0.13260754,35.129872,-0.26897629
sn2003w,0.020997,34.869301,0.145587,35.015114,-0.14581255,35.151394,-0.28209271
sn2002jy,0.021541,35.292985,0.145405,35.071468,0.22151713,35.207513,0.085471819
sn2007bc,0.021706,35.074451,0.146331,35.088284,-0.013832534,35.224258,-0.14980668
sn2006bq,0.021956,35.14196,0.145024,35.113523,0.028436785,35.249389,-0.1074296
sn2008bf,0.022068,35.197767,0.144685,35.124739,0.073028472,35.260557,-0.062789653
sn1995ak,0.022399,34.937705,0.149213,35.15756,-0.2198547,35.293235,-0.3555303
sn2006et,0.022466,35.024709,0.145994,35.164145,-0.13943645,35.299792,-0.27508321
sn2006mp,0.022629,35.41183,0.145184,35.180086,0.23174393,35.315662,0.096167302
sn2006ar,0.02298,35.353004,0.145076,35.214031,0.13897276,35.349457,0.0035470365
sn2006cp,0.023321,35.074581,0.144025,35.246524,-0.17194258,35.381803,-0.30722183
sn2000ca,0.02336,35.249377,0.144317,35.25021,-0.00083349456,35.385473,-0.13609599
sn2006ac,0.023471,35.263038,0.143695,35.260669,0.0023695383,35.395884,-0.13284531
sn2000cn,0.023552,35.232154,0.144309,35.26827,-0.03611617,35.40345,-0.17129626
sn2007f,0.02381,35.453902,0.144315,35.292311,0.16159089,35.427381,0.026521475
sn2007qe,0.023867,35.312976,0.14435,35.297588,0.015387817,35.432633,-0.11965716
sn1993h,0.023909,35.350353,0.145547,35.301469,0.048884315,35.436496,-0.086142659
sn2006sr,0.024159,35.27495,0.14338,35.324427,-0.049477625,35.459347,-0.18439746
sn2005bg,0.024586,35.322909,0.142334,35.363106,-0.040196551,35.497843,-0.17493356
sn2002he,0.024725,35.445406,0.145176,35.375554,0.069852416,35.510231,-0.064825125
sn2002bf,0.024746,35.070075,0.147523,35.377429,-0.30735389,35.512097,-0.44202245
sn1994m,0.024951,35.222116,0.145319,35.395647,-0.17353168,35.530228,-0.30811258
sn1992ag,0.025198,35.242843,0.148276,35.417404,-0.17456063,35.551879,-0.30903597
sn2007cq,0.025468,35.194232,0.143429,35.440948,-0.24671604,35.575308,-0.38107607
sn2005ms,0.026567,35.627234,0.142099,35.534313,0.092920877,35.668204,-0.040970652
sn1999gp,0.026677,35.602201,0.142999,35.543448,0.05875335,35.677292,-0.075091362
sn2005na,0.026881,35.524407,0.141195,35.560291,-0.035884583,35.694049,-0.16964251
sn2007co,0.027064,35.45832,0.141685,35.575295,-0.11697427,35.708975,-0.25065438
sn2004gs,0.027499,35.806141,0.140928,35.610562,0.19557908,35.744057,0.06208379
sn1992p,0.027637,35.761539,0.144083,35.621635,0.13990334,35.755072,0.0064666318
sn1998ab,0.027688,35.240115,0.143171,35.625714,-0.38559936,35.759129,-0.51901442
sn2002de,0.027748,35.731784,0.141846,35.630503,0.10128066,35.763893,-0.03210894
sn2003u,0.028561,35.591369,0.14269,35.694411,-0.10304221,35.827456,-0.2360872
sn2005eq,0.029086,35.858819,0.141059,35.734738,0.12408158,35.86756,-0.0087412672
sn2006qo,0.029526,35.686443,0.142005,35.767988,-0.081545825,35.900625,-0.21418273
sn1990o,0.030325,35.747254,0.143169,35.827145,-0.079891038,35.959444,-0.21219086
sn2001ba,0.030381,35.918942,0.142175,35.831233,0.087708591,35.963509,-0.044567634
sn2003ch,0.030416,35.941299,0.140939,35.833785,0.10751435,35.966046,-0.024747123
sn1997dg,0.030482,36.197901,0.1417,35.838589,0.35931254,35.970822,0.22707887
sn1996c,0.030721,35.839872,0.142617,35.855899,-0.016027458,35.988032,-0.14816048
sn2006bt,0.031484,36.053917,0.140272,35.910292,0.14362493,36.042104,0.011812794
sn2006az,0.031485,35.938196,0.140346,35.910363,0.027832892,36.042174,-0.10397882
sn2007bd,0.031638,35.835702,0.14121,35.921114,-0.085412157,36.052861,-0.2171596
sn1999cc,0.031764,35.884859,0.140686,35.929929,-0.045069961,36.061624,-0.1767645
sn2004as,0.032538,36.129874,0.14043,35.983342,0.14653217,36.114712,0.015162232
sn2004l,0.033173,35.996675,0.143111,36.026241,-0.029566808,36.157346,-0.16067093
sn2006s,0.033255,36.21217,0.139885,36.031722,0.18044748,36.162792,0.049377651
sn2006gr,0.033614,36.162256,0.139809,36.055564,0.10669176,36.186484,-0.024228028
sn2005iq,0.034074,36.263162,0.138969,36.085751,0.17741086,36.216479,0.046683126
sn2005eu,0.034781,36.150741,0.141596,36.131378,0.019363145,36.261811,-0.11106988
sn1996bl,0.034854,35.992803,0.141007,36.136038,-0.14323424,36.26644,-0.27363687
sn2003iv,0.034971,36.260244,0.140126,36.143485,0.11675899,36.273839,-0.013594935
sn1992bg,0.035218,36.134253,0.14465,36.159129,-0.024875976,36.28938,-0.15512712
sn2002hd,0.035755,35.942565,0.142258,36.192772,-0.25020782,36.3228,-0.38023575
SDSS17784,0.03652,36.331548,0.115396,36.239857,0.091691695,36.369567,-0.038018802
sn2000cf,0.036934,36.375857,0.140956,36.264937,0.11091991,36.394476,-0.018619067
sn2006nz,0.03695,36.320147,0.114021,36.265901,0.054245888,36.395433,-0.075286468
sn2006mo,0.036969,36.387901,0.141722,36.267045,0.12085617,36.396569,-0.0086683239
sn2001eh,0.037075,36.277857,0.139296,36.273416,0.0044410755,36.402897,-0.12503953
sn2002hu,0.038086,36.296658,0.138952,36.333307,-0.036648872,36.462369,-0.16571159
sn1999aw,0.039083,36.509804,0.139901,36.390866,0.11893765,36.519518,-0.0097140632
sn2003fa,0.039219,36.406044,0.138984,36.398606,0.0074381295,36.527202,-0.12115761
sn2001az,0.040259,36.605765,0.142119,36.456945,0.1488197,36.585113,0.020651361
sn2005lz,0.040689,36.527676,0.139014,36.480637,0.047038804,36.608629,-0.080953164
sn1992bh,0.041657,36.777361,0.141016,36.533091,0.24427012,36.660687,0.11667444
sn1992bl,0.0424,36.547697,0.142756,36.572553,-0.024855277,36.699845,-0.15214748
SDSS10805,0.04413,36.522649,0.11486,36.661885,-0.1392358,36.788473,-0.26582373
SDSS14279,0.04428,36.542955,0.113705,36.669469,-0.12651424,36.795996,-0.25304126
sn2005hc,0.04492,36.813793,0.111373,36.70155,0.11224273,36.827817,-0.014024683
sn2004gu,0.046856,36.696633,0.137271,36.795954,-0.099321002,36.921439,-0.22480581
sn1995ac,0.048984,36.599681,0.139079,36.895443,-0.29576221,37.020072,-0.42039151
sn1993ag,0.049325,36.840252,0.140167,36.910994,-0.070742137,37.035486,-0.19523479
sn1990af,0.049519,36.896049,0.139446,36.919794,-0.023745815,37.044209,-0.14816079
sn1993o,0.053126,37.097132,0.139575,37.077601,0.019530992,37.20058,-0.10344709
sn1998dx,0.05386,37.0011,0.140685,37.108438,-0.10733837,37.231126,-0.23002577
sn1999ao,0.054931,37.291241,0.143919,37.15271,0.13853054,37.274975,0.016266255
SDSS19968,0.05499,37.155275,0.112893,37.155125,0.00014997087,37.277366,-0.12209104
SDSS6558,0.05634,37.255335,0.112867,37.209698,0.045637542,37.331407,-0.076071952
SDSS14318,0.05654,37.11319,0.122398,37.217675,-0.10448459,37.339306,-0.22611551
SDSS17745,0.05874,37.467552,0.114585,37.303664,0.16388802,37.424434,0.043118653
sn2006ob,0.059289,37.302212,0.111086,37.324637,-0.022425449,37.445192,-0.14298062
sn2006oa,0.060959,37.39072,0.11093,37.387299,0.0034211951,37.507204,-0.11648436
SDSS3901,0.062818,37.378504,0.112357,37.455132,-0.07662716,37.574318,-0.19581305
sn2007ae,0.062961,37.387267,0.140212,37.460269,-0.073001958,37.5794,-0.19213264
sn1992bs,0.063345,37.666991,0.141293,37.474009,0.19298232,37.592991,0.073999792
SDSS10028,0.064229,37.448507,0.112975,37.505336,-0.056829278,37.623978,-0.17547135
sn2006an,0.065193,37.623736,0.139912,37.539029,0.084706948,37.6573,-0.033564784
SDSS6057,0.06651,37.545335,0.112612,37.58429,-0.038955454,37.702058,-0.1567228
sn2006al,0.069122,37.86837,0.145157,37.671559,0.19681149,37.788331,0.080039143
sn2006on,0.069751,37.544255,0.111409,37.692099,-0.14784402,37.808633,-0.26437781
sn1993b,0.070153,37.633652,0.146379,37.705134,-0.071482508,37.821516,-0.18786405
SDSS17240,0.07153,37.643365,0.157968,37.749244,-0.10587974,37.865106,-0.22174105
SDSS17880,0.07195,37.593299,0.112772,37.762536,-0.16923699,37.878239,-0.28494001
sn1992ae,0.074579,37.735149,0.141947,37.84408,-0.10893068,37.958796,-0.22364701
sn2005ir,0.07487,37.849941,0.110074,37.852935,-0.0029945599,37.967543,-0.1176021
SDSS19155,0.07592,38.018827,0.112389,37.884616,0.13421115,37.998832,0.019995388
sn1999bp,0.078317,37.975452,0.138307,37.955392,0.020060344,38.068718,-0.093265236
SDSS17186,0.07849,38.285205,0.113854,37.960419,0.32478593,38.073681,0.21152437
sn1992bp,0.07884,37.792706,0.138584,37.970558,-0.17785242,38.08369,-0.29098455
SDSS12779,0.07891,38.072741,0.117766,37.972581,0.10016013,38.085687,-0.012946125
SDSS12898,0.07997,38.092961,0.112109,38.003,0.089961554,38.115715,-0.022753549
sn2005ag,0.080103,37.91689,0.136253,38.006789,-0.089899558,38.119455,-0.20256566
SDSS12950,0.08133,38.185733,0.111814,38.041467,0.1442659,38.153682,0.03205099
SDSS12781,0.08304,38.317541,0.115125,38.088969,0.22857161,38.200558,0.11698298
SDSS722,0.08522,38.220612,0.128423,38.148188,0.072424222,38.258983,-0.038370269
SDSS3592,0.08528,38.178483,0.111932,38.149797,0.028685534,38.26057,-0.082087167
SDSS21502,0.08784,38.239802,0.112907,38.217472,0.022330015,38.327318,-0.087516335
SDSS1241,0.08889,38.186699,0.11251,38.244686,-0.057986583,38.354154,-0.16745487
SDSS19899,0.09007,38.270945,0.111899,38.274905,-0.0039599983,38.383949,-0.11300473
SDSS17258,0.0901,38.078707,0.124187,38.275668,-0.1969613,38.384702,-0.30599528
SDSS774,0.09243,38.409607,0.122156,38.334226,0.075381875,38.442427,-0.032819866
SDSS18241,0.09391,38.584293,0.11374,38.370694,0.21359897,38.47837,0.10592308
SDSS2102,0.09401,38.461071,0.112725,38.373138,0.087932794,38.480779,-0.019707642
SDSS16185,0.09582,38.533308,0.112716,38.416957,0.11635132,38.523957,0.0093508831
SDSS13038,0.10264,38.777015,0.113322,38.575272,0.20174352,38.679889,0.097125876
SDSS10434,0.10289,38.727198,0.114221,38.580883,0.1463152,38.685414,0.04178405
SDSS13135,0.10337,38.651728,0.111598,38.59162,0.0601074,38.695986,-0.04425786
SDSS20064,0.10391,38.506897,0.112416,38.603643,-0.096746635,38.707822,-0.20092553
SDSS14816,0.10589,38.51032,0.112285,38.647226,-0.13690516,38.750724,-0.24040313
SDSS18697,0.10602,38.638175,0.111682,38.65006,-0.011885055,38.753513,-0.11533845
SDSS20625,0.10667,38.779541,0.112607,38.664182,0.11535898,38.767413,0.012128229
SDSS18375,0.10725,38.455458,0.111743,38.676715,-0.22125721,38.779747,-0.32428965
SDSS21034,0.10751,38.794085,0.112402,38.682312,0.11177328,38.785256,0.008829643
SDSS7147,0.10924,38.800044,0.112096,38.719231,0.080812696,38.821585,-0.021541733
SDSS18650,0.11271,38.964234,0.112009,38.79164,0.17259409,38.892821,0.071412912
SDSS11067,0.11304,38.881139,0.112246,38.798415,0.0827234,38.899486,-0.018346799
SDSS18612,0.11368,38.685221,0.111953,38.811503,-0.12628182,38.912358,-0.22713707
