ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,1145.34,-48.3267,1.98664,-0.474406,0.0280536,0.0363021,1145.34,-48.3267,1.98664,-0.474406,0.0280536,0.0363021
37,1180.26,3.11711,0.0649424,1239.95,-59.685,1.92999,1.18712,0.0462054,0.018737,1239.95,-59.685,1.92999,1.18712,0.0462054,0.018737
42,1426.97,0.820244,0.0699042,1340.79,86.1768,1.61252,-0.792278,0.0707159,-0.000811693,1340.79,86.1768,1.61252,-0.792278,0.0707159,-0.000811693
47,1364.66,1.07013,0.141281,1446.37,-81.7147,0.995,0.0751289,0.102498,0.0387822,1446.37,-81.7147,0.995,0.0751289,0.102498,0.0387822
52,1329.06,1.08312,0.146964,1557.38,-228.321,0.0310948,1.05202,0.141899,0.00506495,1557.38,-228.321,0.0310948,1.05202,0.141899,0.00506495
57,1607.2,-3.82399,0.193005,1673.45,-66.2542,-1.26791,-2.55609,0.189216,0.00378867,1673.45,-66.2542,-1.26791,-2.55609,0.189216,0.00378867
62,1663.41,-4.29778,0.296409,1795.75,-132.337,-2.94064,-1.35714,0.244293,0.0521158,1795.75,-132.337,-2.94064,-1.35714,0.244293,0.0521158
67,1838.4,-2.04066,0.331388,1923.95,-85.5475,-4.96489,2.92422,0.306791,0.0245974,1923.95,-85.5475,-4.96489,2.92422,0.306791,0.0245974
72,1974.24,-8.54866,0.356963,2058.03,-83.7909,-7.33114,-1.21753,0.376042,-0.0190786,2058.03,-83.7909,-7.33114,-1.21753,0.376042,-0.0190786
77,1765.67,-7.23417,0.448396,2199.47,-433.799,-10.0288,2.79464,0.451127,-0.00273096,2199.47,-433.799,-10.0288,2.79464,0.451127,-0.00273096
82,2168.04,-9.89267,0.522364,2347.63,-179.594,-13.0123,3.11963,0.530738,-0.00837422,2347.63,-179.594,-13.0123,3.11963,0.530738,-0.00837422
87,2330.99,-12.7208,0.489592,2502.73,-171.731,-16.2419,3.52104,0.613463,-0.123871,2502.73,-171.731,-16.2419,3.52104,0.613463,-0.123871
92,2446.65,-19.2047,0.789127,2663.49,-216.844,-19.6621,0.457384,0.697702,0.0914245,2663.49,-216.844,-19.6621,0.457384,0.697702,0.0914245
97,2484.46,-19.0476,0.57472,2830.26,-345.808,-23.2204,4.17284,0.781643,-0.206923,2830.26,-345.808,-23.2204,4.17284,0.781643,-0.206923
104,2951.15,-28.1287,0.830793,3073.87,-122.713,-28.3244,0.19575,0.895073,-0.0642791,3073.87,-122.713,-28.3244,0.19575,0.895073,-0.0642791
113,3221.96,-31.7919,0.924375,3401.72,-179.755,-34.8218,3.02988,1.02639,-0.102015,3401.72,-179.755,-34.8218,3.02988,1.02639,-0.102015
122,3382.73,-35.701,1.11192,3741.24,-358.511,-40.8506,5.14962,1.13181,-0.0198907,3741.24,-358.511,-40.8506,5.14962,1.13181,-0.0198907
131,3592.1,-41.5613,1.10666,4086.67,-494.566,-45.9835,4.42222,1.20244,-0.0957869,4086.67,-494.566,-45.9835,4.42222,1.20244,-0.0957869
140,4229.84,-43.6625,1.09668,4431.45,-201.614,-49.8152,6.15261,1.23222,-0.135537,4431.45,-201.614,-49.8152,6.15261,1.23222,-0.135537
149,4251.39,-45.0365,1.00578,4768.61,-517.22,-51.9847,6.94816,1.21889,-0.213107,4768.61,-517.22,-51.9847,6.94816,1.21889,-0.213107
158,4778.71,-49.241,1.07943,5089.23,-310.519,-52.1783,2.93735,1.1646,-0.0851694,5089.23,-310.519,-52.1783,2.93735,1.1646,-0.0851694
167,4844.8,-45.9645,0.855441,5386.4,-541.604,-50.1715,4.20697,1.07628,-0.220841,5386.4,-541.604,-50.1715,4.20697,1.07628,-0.220841
176,5120.63,-43.3901,0.96559,5652.32,-531.69,-45.8247,2.43464,0.965703,-0.000113865,5652.32,-531.69,-45.8247,2.43464,0.965703,-0.000113865
185,5373.97,-30.3906,0.835251,5880.17,-506.197,-39.0987,8.70809,0.849256,-0.0140047,5880.17,-506.197,-39.0987,8.70809,0.849256,-0.0140047
194,5542.7,-18.1436,0.793541,6063.9,-521.201,-30.0568,11.9132,0.747231,0.04631,6063.9,-521.201,-30.0568,11.9132,0.747231,0.04631
203,5446.22,-7.21464,0.694054,6198.5,-752.279,-18.8638,11.6491,0.682883,0.0111714,6198.5,-752.279,-18.8638,11.6491,0.682883,0.0111714
212,5636.34,2.53847,0.877642,6279.25,-642.908,-5.78584,8.32431,0.681698,0.195944,6279.25,-642.908,-5.78584,8.32431,0.681698,0.195944
221,5816.48,17.9047,0.874199,6305.04,-488.564,8.80629,9.09839,0.770187,0.104012,6305.04,-488.564,8.80629,9.09839,0.770187,0.104012
230,5684.66,26.6053,1.23818,6275.09,-590.432,24.4724,2.13288,0.973618,0.264565,6275.09,-590.432,24.4724,2.13288,0.973618,0.264565
239,5776.16,46.2991,1.78071,6189.95,-413.794,40.7207,5.57839,1.31424,0.466476,6189.95,-413.794,40.7207,5.57839,1.31424,0.466476
248,5435.47,50.6637,2.10983,6051.57,-616.106,57.0223,-6.35853,1.80982,0.300016,6051.57,-616.106,57.0223,-6.35853,1.80982,0.300016
257,5228,71.5358,3.13386,5863.3,-635.303,72.8317,-1.29595,2.4723,0.661564,5863.3,-635.303,72.8317,-1.29595,2.4723,0.661564
266,5090.29,86.4306,3.86066,5629.9,-539.604,87.5901,-1.15951,3.30786,0.552803,5629.9,-539.604,87.5901,-1.15951,3.30786,0.552803
275,5096.49,106.963,5.31265,5358.25,-261.759,100.775,6.18812,4.31553,0.997116,5358.25,-261.759,100.775,6.18812,4.31553,0.997116
284,4546.18,102.707,5.82483,5055.26,-509.079,111.903,-9.19649,5.48563,0.3392,5055.26,-509.079,111.903,-9.19649,5.48563,0.3392
293,4371.25,117.073,8.21385,4728.87,-357.62,120.569,-3.4959,6.79976,1.41409,4728.87,-357.62,120.569,-3.4959,6.79976,1.41409
302,3935.72,117.089,9.31107,4386.9,-451.186,126.432,-9.34205,8.23034,1.08073,4386.9,-451.186,126.432,-9.34205,8.23034,1.08073
311,3649.99,119.046,10.9594,4037.67,-387.687,129.271,-10.2245,9.7435,1.21592,4037.67,-387.687,129.271,-10.2245,9.7435,1.21592
320,3411.94,112.762,12.6384,3689.57,-277.63,128.968,-16.2054,11.2994,1.339,3689.57,-277.63,128.968,-16.2054,11.2994,1.339
329,3173.93,117.149,15.1816,3350.56,-176.626,125.509,-8.35968,12.853,2.32858,3350.56,-176.626,125.509,-8.35968,12.853,2.32858
338,2842.13,105.901,16.0657,3028,-185.862,118.99,-13.0897,14.3556,1.71003,3028,-185.862,118.99,-13.0897,14.3556,1.71003
347,2498.24,86.2064,16.2208,2728.47,-230.23,109.627,-23.4209,15.7586,0.462165,2728.47,-230.23,109.627,-23.4209,15.7586,0.462165
356,2358.31,79.8487,18.6902,2457.23,-98.922,97.6977,-17.849,17.0122,1.67802,2457.23,-98.922,97.6977,-17.849,17.0122,1.67802
365,2186.33,61.0311,18.5056,2219.09,-32.7612,83.637,-22.6059,18.0739,0.43168,2219.09,-32.7612,83.637,-22.6059,18.0739,0.43168
374,2038.68,46.4875,21.0827,2017.16,21.5216,67.9214,-21.4339,18.9014,2.18134,2017.16,21.5216,67.9214,-21.4339,18.9014,2.18134
383,1891.76,31.557,21.4257,1853.42,38.3338,51.0953,-19.5383,19.4625,1.96321,1853.42,38.3338,51.0953,-19.5383,19.4625,1.96321
392,1787.59,19.7448,22.3593,1728.77,58.8201,33.7163,-13.9716,19.7339,2.62537,1728.77,58.8201,33.7163,-13.9716,19.7339,2.62537
401,1734.58,-0.544681,21.1747,1642.73,91.8536,16.367,-16.9117,19.708,1.46666,1642.73,91.8536,16.367,-16.9117,19.708,1.46666
410,1738.05,-21.8916,21.0336,1593.95,144.103,-0.387031,-21.5045,19.3838,1.64984,1593.95,144.103,-0.387031,-21.5045,19.3838,1.64984
419,1731.61,-35.0666,19.2941,1579.42,152.185,-15.9902,-19.0764,18.7728,0.52124,1579.42,152.185,-15.9902,-19.0764,18.7728,0.52124
428,1770.01,-48.4463,19.1288,1595.61,174.404,-29.9432,-18.5031,17.8964,1.23241,1595.61,174.404,-29.9432,-18.5031,17.8964,1.23241
