ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,1070.1,26.9123,2.06692,-0.554679,0.0291176,0.0352381,1070.1,26.9123,2.06692,-0.554679,0.0291176,0.0352381
37,1180.26,3.11711,0.0649424,1151.38,28.8859,2.06102,1.05608,0.0478966,0.0170457,1151.38,28.8859,2.06102,1.05608,0.0478966,0.0170457
42,1426.97,0.820244,0.0699042,1237.16,189.813,1.78944,-0.969194,0.0734475,-0.00354335,1237.16,189.813,1.78944,-0.969194,0.0734475,-0.00354335
47,1364.66,1.07013,0.141281,1326.45,38.2056,1.23097,-0.160837,0.106401,0.0348795,1326.45,38.2056,1.23097,-0.160837,0.106401,0.0348795
52,1329.06,1.08312,0.146964,1420.03,-90.9667,0.330419,0.752699,0.147254,-0.000290169,1420.03,-90.9667,0.330419,0.752699,0.147254,-0.000290169
57,1607.2,-3.82399,0.193005,1517.59,89.6023,-0.900213,-2.92378,0.196232,-0.00322725,1517.59,89.6023,-0.900213,-2.92378,0.196232,-0.00322725
62,1663.41,-4.29778,0.296409,1620.57,42.8386,-2.49575,-1.80203,0.253194,0.0432152,1620.57,42.8386,-2.49575,-1.80203,0.253194,0.0432152
67,1838.4,-2.04066,0.331388,1728.69,109.711,-4.4376,2.39694,0.317752,0.0136365,1728.69,109.711,-4.4376,2.39694,0.317752,0.0136365
72,1974.24,-8.54866,0.356963,1842.13,132.116,-6.71159,-1.83707,0.389112,-0.0321484,1842.13,132.116,-6.71159,-1.83707,0.389112,-0.0321484
77,1765.67,-7.23417,0.448396,1962.36,-196.69,-9.31465,2.08048,0.466309,-0.0179132,1962.36,-196.69,-9.31465,2.08048,0.466309,-0.0179132
82,2168.04,-9.89267,0.522364,2088.54,79.4978,-12.1975,2.30481,0.547993,-0.0256292,2088.54,79.4978,-12.1975,2.30481,0.547993,-0.0256292
87,2330.99,-12.7208,0.489592,2221.58,109.413,-15.323,2.60223,0.632638,-0.143046,2221.58,109.413,-15.323,2.60223,0.632638,-0.143046
92,2446.65,-19.2047,0.789127,2359.95,86.695,-18.632,-0.572714,0.718537,0.0705892,2359.95,86.695,-18.632,-0.572714,0.718537,0.0705892
97,2484.46,-19.0476,0.57472,2504.11,-19.6482,-22.0765,3.02895,0.803802,-0.229082,2504.11,-19.6482,-22.0765,3.02895,0.803802,-0.229082
104,2951.15,-28.1287,0.830793,2715.51,235.647,-27.0162,-1.11252,0.918382,-0.0875887,2715.51,235.647,-27.0162,-1.11252,0.918382,-0.0875887
113,3221.96,-31.7919,0.924375,3000.67,221.296,-33.2905,1.49855,1.04969,-0.125312,3000.67,221.296,-33.2905,1.49855,1.04969,-0.125312
122,3382.73,-35.701,1.11192,3296.03,86.6988,-39.0897,3.38877,1.15316,-0.041247,3296.03,86.6988,-39.0897,3.38877,1.15316,-0.041247
131,3592.1,-41.5613,1.10666,3596.53,-4.42996,-44.0101,2.44881,1.21987,-0.113209,3596.53,-4.42996,-44.0101,2.44881,1.21987,-0.113209
140,4229.84,-43.6625,1.09668,3896.07,333.766,-47.6689,4.00636,1.24374,-0.147055,3896.07,333.766,-47.6689,4.00636,1.24374,-0.147055
149,4251.39,-45.0365,1.00578,4187.2,64.1911,-49.7219,4.68532,1.22276,-0.216976,4187.2,64.1911,-49.7219,4.68532,1.22276,-0.216976
158,4778.71,-49.241,1.07943,4460.53,318.181,-49.873,0.632013,1.1593,-0.0798684,4460.53,318.181,-49.873,0.632013,1.1593,-0.0798684
167,4844.8,-45.9645,0.855441,4709.58,135.213,-47.9284,1.96395,1.0603,-0.204856,4709.58,135.213,-47.9284,1.96395,1.0603,-0.204856
176,5120.63,-43.3901,0.96559,4927.3,193.328,-43.7841,0.393989,0.937453,0.0281367,4927.3,193.328,-43.7841,0.393989,0.937453,0.0281367
185,5373.97,-30.3906,0.835251,5107.58,266.39,-37.4363,7.04567,0.806968,0.0282829,5107.58,266.39,-37.4363,7.04567,0.806968,0.0282829
194,5542.7,-18.1436,0.793541,5245.01,297.696,-28.986,10.8424,0.688594,0.104947,5245.01,297.696,-28.986,10.8424,0.688594,0.104947
203,5446.22,-7.21464,0.694054,5335.17,111.046,-18.6354,11.4208,0.604956,0.0890977,5335.17,111.046,-18.6354,11.4208,0.604956,0.0890977
212,5636.34,2.53847,0.877642,5374.13,262.211,-6.67197,9.21044,0.579529,0.298113,5374.13,262.211,-6.67197,9.21044,0.579529,0.298113
221,5816.48,17.9047,0.874199,5361.73,454.745,6.53746,11.3672,0.634656,0.239543,5361.73,454.745,6.53746,11.3672,0.634656,0.239543
230,5684.66,26.6053,1.23818,5298.18,386.474,20.5588,6.04646,0.791256,0.446926,5298.18,386.474,20.5588,6.04646,0.791256,0.446926
239,5776.16,46.2991,1.78071,5185.03,591.13,34.9064,11.3927,1.06723,0.713487,5185.03,591.13,34.9064,11.3927,1.06723,0.713487
248,5435.47,50.6637,2.10983,5025.2,410.267,49.0574,1.60636,1.47599,0.633845,5025.2,410.267,49.0574,1.60636,1.47599,0.633845
