Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_LambdaCDM,residual_LambdaCDM
2011fe,0.00122,28.9987,1.51645,28.516593,0.48210683,28.516593,0.48210683
2011fe,0.00122,29.0559,1.51747,28.516593,0.53930683,28.516593,0.53930683
2012cg,0.00256,30.7233,0.782372,30.128121,0.5951793,30.128121,0.5951793
2012cg,0.00256,30.7449,0.799068,30.128121,0.6167793,30.128121,0.6167793
2013dy,0.00293,31.5611,0.530838,30.421845,1.1392545,30.421845,1.1392545
2013dy,0.00293,31.499,0.514259,30.421845,1.0771545,30.421845,1.0771545
1994DRichmond,0.00299,30.7757,0.881212,30.465958,0.30974163,30.465958,0.30974163
1981B,0.0035,30.7946,0.614535,30.80875,-0.014150423,30.80875,-0.014150423
2001el,0.00357,31.5011,0.591006,30.851862,0.6492379,30.851862,0.6492379
2021pit,0.00366,30.9999,0.566505,30.906069,0.093831086,30.906069,0.093831086
2011by,0.00369,31.7933,0.55272,30.923843,0.8694572,30.923843,0.8694572
1998aq,0.00369,31.4967,0.545492,30.923843,0.5728572,30.923843,0.5728572
2005df_ANU,0.00435,31.3779,0.479276,31.282201,0.095698653,31.282201,0.095698653
2005df,0.00435,31.3933,0.476404,31.282201,0.11109865,31.282201,0.11109865
2011B,0.00458,31.6512,0.514401,31.394446,0.25675395,31.394446,0.25675395
1980N,0.0046,31.2476,0.558603,31.403939,-0.15633943,31.403939,-0.15633943
2012fr,0.0046,31.2234,0.410577,31.403939,-0.18053943,31.403939,-0.18053943
1992A,0.0046,31.34,0.562589,31.403939,-0.06393943,31.403939,-0.06393943
2007on,0.0046,31.7635,0.574442,31.403939,0.35956057,31.403939,0.35956057
2007on,0.0046,31.6525,0.564724,31.403939,0.24856057,31.403939,0.24856057
2012fr,0.0046,31.1331,0.446882,31.403939,-0.27083943,31.403939,-0.27083943
1990N,0.00462,31.6969,0.550993,31.413392,0.28350824,31.413392,0.28350824
2012ht,0.00465,32.033,0.420403,31.427494,0.60550594,31.427494,0.60550594
2012ht,0.00465,31.9309,0.442017,31.427494,0.50340594,31.427494,0.50340594
2017cbv,0.00478,30.4013,0.578445,31.487574,-1.0862742,31.487574,-1.0862742
2017cbv,0.00478,30.5107,0.578546,31.487574,-0.97687421,31.487574,-0.97687421
2013aa,0.00478,30.5528,0.580251,31.487574,-0.93477421,31.487574,-0.93477421
2013aa,0.00478,30.4604,0.594683,31.487574,-1.0271742,31.487574,-1.0271742
2016coj,0.00489,31.9117,0.469628,31.537153,0.37454718,31.537153,0.37454718
SN2016coj,0.00489,31.8985,0.483668,31.537153,0.36134718,31.537153,0.36134718
2007gi,0.00505,31.7403,0.491367,31.607318,0.13298185,31.607318,0.13298185
