ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,1198.93,-101.918,2.24702,-0.734781,0.0314468,0.0329089,1198.93,-101.918,2.24702,-0.734781,0.0314468,0.0329089
37,1180.26,3.11711,0.0649424,1291.59,-111.329,2.23585,0.88126,0.0518019,0.0131405,1291.59,-111.329,2.23585,0.88126,0.0518019,0.0131405
42,1426.97,0.820244,0.0699042,1389.64,37.3277,1.91666,-1.09642,0.0793385,-0.00943428,1389.64,37.3277,1.91666,-1.09642,0.0793385,-0.00943428
47,1364.66,1.07013,0.141281,1491.89,-127.235,1.29773,-0.227601,0.115002,0.0262782,1491.89,-127.235,1.29773,-0.227601,0.115002,0.0262782
52,1329.06,1.08312,0.146964,1599.08,-270.014,0.299799,0.783319,0.159119,-0.0121552,1599.08,-270.014,0.299799,0.783319,0.159119,-0.0121552
57,1607.2,-3.82399,0.193005,1710.99,-103.795,-1.0646,-2.7594,0.212059,-0.0190545,1710.99,-103.795,-1.0646,-2.7594,0.212059,-0.0190545
62,1663.41,-4.29778,0.296409,1828.99,-165.574,-2.8252,-1.47258,0.273612,0.0227962,1828.99,-165.574,-2.8252,-1.47258,0.273612,0.0227962
67,1838.4,-2.04066,0.331388,1952.78,-114.379,-4.97167,2.93101,0.343389,-0.0120013,1952.78,-114.379,-4.97167,2.93101,0.343389,-0.0120013
72,1974.24,-8.54866,0.356963,2082.61,-108.366,-7.47836,-1.07031,0.420538,-0.0635744,2082.61,-108.366,-7.47836,-1.07031,0.420538,-0.0635744
77,1765.67,-7.23417,0.448396,2219.93,-454.261,-10.3414,3.10722,0.504023,-0.0556272,2219.93,-454.261,-10.3414,3.10722,0.504023,-0.0556272
82,2168.04,-9.89267,0.522364,2364.1,-196.062,-13.5161,3.62345,0.592374,-0.0700102,2364.1,-196.062,-13.5161,3.62345,0.592374,-0.0700102
87,2330.99,-12.7208,0.489592,2515.72,-184.726,-16.9554,4.23455,0.68393,-0.194338,2515.72,-184.726,-16.9554,4.23455,0.68393,-0.194338
92,2446.65,-19.2047,0.789127,2673.31,-226.658,-20.5952,1.39052,0.776874,0.0122522,2673.31,-226.658,-20.5952,1.39052,0.776874,0.0122522
97,2484.46,-19.0476,0.57472,2837.29,-352.828,-24.3816,5.33407,0.869166,-0.294446,2837.29,-352.828,-24.3816,5.33407,0.869166,-0.294446
104,2951.15,-28.1287,0.830793,3077.47,-126.318,-29.8067,1.67805,0.993244,-0.162451,3077.47,-126.318,-29.8067,1.67805,0.993244,-0.162451
113,3221.96,-31.7919,0.924375,3401.4,-179.437,-36.6922,4.90028,1.13552,-0.211149,3401.4,-179.437,-36.6922,4.90028,1.13552,-0.211149
122,3382.73,-35.701,1.11192,3737.2,-354.473,-43.0506,7.34964,1.2478,-0.135883,3737.2,-354.473,-43.0506,7.34964,1.2478,-0.135883
131,3592.1,-41.5613,1.10666,4079.03,-486.933,-48.431,6.86978,1.32041,-0.213751,4079.03,-486.933,-48.431,6.86978,1.32041,-0.213751
140,4229.84,-43.6625,1.09668,4420.05,-190.213,-52.406,8.74349,1.34678,-0.250094,4420.05,-190.213,-52.406,8.74349,1.34678,-0.250094
149,4251.39,-45.0365,1.00578,4752.26,-500.87,-54.5942,9.55764,1.32491,-0.319133,4752.26,-500.87,-54.5942,9.55764,1.32491,-0.319133
158,4778.71,-49.241,1.07943,5065.72,-287.016,-54.6658,5.42481,1.25747,-0.178043,5065.72,-287.016,-54.6658,5.42481,1.25747,-0.178043
167,4844.8,-45.9645,0.855441,5353.17,-508.378,-52.4041,6.43959,1.15254,-0.297099,5353.17,-508.378,-52.4041,6.43959,1.15254,-0.297099
176,5120.63,-43.3901,0.96559,5606.65,-486.026,-47.6857,4.29565,1.02327,-0.0576845,5606.65,-486.026,-47.6857,4.29565,1.02327,-0.0576845
185,5373.97,-30.3906,0.835251,5819.21,-445.241,-40.4933,10.1027,0.887689,-0.0524379,5819.21,-445.241,-40.4933,10.1027,0.887689,-0.0524379
194,5542.7,-18.1436,0.793541,5984.66,-441.962,-30.9293,12.7857,0.768377,0.025164,5984.66,-441.962,-30.9293,12.7857,0.768377,0.025164
203,5446.22,-7.21464,0.694054,6097.86,-651.638,-19.2006,11.986,0.690993,0.00306141,6097.86,-651.638,-19.2006,11.986,0.690993,0.00306141
212,5636.34,2.53847,0.877642,6154.3,-517.955,-5.61786,8.15633,0.682257,0.195385,6154.3,-517.955,-5.61786,8.15633,0.682257,0.195385
221,5816.48,17.9047,0.874199,6153.61,-337.129,9.40024,8.50444,0.768107,0.106092,6153.61,-337.129,9.40024,8.50444,0.768107,0.106092
230,5684.66,26.6053,1.23818,6095.79,-411.131,25.3652,1.2401,0.973079,0.265103,6095.79,-411.131,25.3652,1.2401,0.973079,0.265103
239,5776.16,46.2991,1.78071,5982.18,-206.025,41.7369,4.5622,1.31869,0.462021,5982.18,-206.025,41.7369,4.5622,1.31869,0.462021
248,5435.47,50.6637,2.10983,5815.52,-380.052,57.9381,-7.2744,1.82199,0.287846,5815.52,-380.052,57.9381,-7.2744,1.82199,0.287846
257,5228,71.5358,3.13386,5599.94,-371.943,73.3808,-1.84508,2.4938,0.640064,5599.94,-371.943,73.3808,-1.84508,2.4938,0.640064
266,5090.29,86.4306,3.86066,5341.08,-250.786,87.5076,-1.07704,3.33621,0.524455,5341.08,-250.786,87.5076,-1.07704,3.33621,0.524455
275,5096.49,106.963,5.31265,5046.72,49.7627,99.8184,7.14429,4.34272,0.96993,5046.72,49.7627,99.8184,7.14429,4.34272,0.96993
284,4546.18,102.707,5.82483,4724.7,-178.514,109.854,-7.14733,5.49811,0.326721,4724.7,-178.514,109.854,-7.14733,5.49811,0.326721
293,4371.25,117.073,8.21385,4383.83,-12.58,117.23,-0.157324,6.77846,1.4354,4383.83,-12.58,117.23,-0.157324,6.77846,1.4354
302,3935.72,117.089,9.31107,4032.86,-97.1428,121.63,-4.5406,8.15064,1.16043,4032.86,-97.1428,121.63,-4.5406,8.15064,1.16043
311,3649.99,119.046,10.9594,3680.67,-30.68,122.877,-3.83046,9.57643,1.38299,3680.67,-30.68,122.877,-3.83046,9.57643,1.38299
320,3411.94,112.762,12.6384,3335.5,76.4431,120.939,-8.17656,11.0141,1.62437,3335.5,76.4431,120.939,-8.17656,11.0141,1.62437
329,3173.93,117.149,15.1816,3005.09,168.846,115.895,1.25356,12.4167,2.76484,3005.09,168.846,115.895,1.25356,12.4167,2.76484
338,2842.13,105.901,16.0657,2696.56,145.571,107.936,-2.03553,13.7343,2.3314,2696.56,145.571,107.936,-2.03553,13.7343,2.3314
347,2498.24,86.2064,16.2208,2416.28,81.9604,97.3684,-11.162,14.9163,1.30452,2416.28,81.9604,97.3684,-11.162,14.9163,1.30452
356,2358.31,79.8487,18.6902,2169.21,189.099,84.5604,-4.71173,15.912,2.77823,2169.21,189.099,84.5604,-4.71173,15.912,2.77823
365,2186.33,61.0311,18.5056,1959.31,227.016,70.006,-8.97486,16.6855,1.8201,1959.31,227.016,70.006,-8.97486,16.6855,1.8201
374,2038.68,46.4875,21.0827,1788.47,250.203,54.2189,-7.73143,17.2058,3.87691,1788.47,250.203,54.2189,-7.73143,17.2058,3.87691
383,1891.76,31.557,21.4257,1657.46,234.295,37.7812,-6.22417,17.4523,3.97339,1657.46,234.295,37.7812,-6.22417,17.4523,3.97339
392,1787.59,19.7448,22.3593,1565.93,221.662,21.2876,-1.54281,17.4131,4.94616,1565.93,221.662,21.2876,-1.54281,17.4131,4.94616
401,1734.58,-0.544681,21.1747,1512.17,222.407,5.35809,-5.90277,17.0921,4.08256,1512.17,222.407,5.35809,-5.90277,17.0921,4.08256
410,1738.05,-21.8916,21.0336,1493.72,244.332,-9.43592,-12.4557,16.5003,4.53335,1493.72,244.332,-9.43592,-12.4557,16.5003,4.53335
419,1731.61,-35.0666,19.2941,1506.68,224.926,-22.6241,-12.4425,15.6628,3.63128,1506.68,224.926,-22.6241,-12.4425,15.6628,3.63128
428,1770.01,-48.4463,19.1288,1546.7,223.316,-33.8089,-14.6374,14.6147,4.51405,1546.7,223.316,-33.8089,-14.6374,14.6147,4.51405
437,1770.68,-61.9365,19.3346,1608.44,162.24,-42.6793,-19.2571,13.4073,5.92727,1608.44,162.24,-42.6793,-19.2571,13.4073,5.92727
446,1856.79,-62.1436,17.3252,1686.44,170.346,-49.0041,-13.1394,12.1005,5.22473,1686.44,170.346,-49.0041,-13.1394,12.1005,5.22473
455,2045.9,-74.4981,15.4382,1774.61,271.29,-52.6521,-21.846,10.7629,4.67532,1774.61,271.29,-52.6521,-21.846,10.7629,4.67532
