ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
2063,216.247,11.8618,1.97695e+07,-1.97693e+07,-1.61215e+06,1.61216e+06,1.97695e+07,-1.97693e+07,-1.61215e+06,1.61216e+06
2096,204.908,12.2895,2.08656e+07,-2.08653e+07,-1.99929e+06,1.9993e+06,2.08656e+07,-2.08653e+07,-1.99929e+06,1.9993e+06
2129,200.092,12.7655,2.22167e+07,-2.22165e+07,-2.0158e+06,2.01581e+06,2.22167e+07,-2.22165e+07,-2.0158e+06,2.01581e+06
2162,168.762,13.2604,2.30619e+07,-2.30618e+07,-1.68171e+06,1.68173e+06,2.30619e+07,-2.30618e+07,-1.68171e+06,1.68173e+06
2195,140.144,13.7723,2.28837e+07,-2.28836e+07,-1.11994e+06,1.11995e+06,2.28837e+07,-2.28836e+07,-1.11994e+06,1.11995e+06
2228,129.223,14.3729,2.15443e+07,-2.15442e+07,-541308,541322,2.15443e+07,-2.15442e+07,-541308,541322
2261,118.304,15.031,1.93853e+07,-1.93851e+07,-134788,134803,1.93853e+07,-1.93851e+07,-134788,134803
2294,118.51,15.7241,1.69461e+07,-1.6946e+07,-16045,16060.7,1.69461e+07,-1.6946e+07,-16045,16060.7
2327,115.407,16.4751,1.4873e+07,-1.48729e+07,-190344,190360,1.4873e+07,-1.48729e+07,-190344,190360
2360,114.999,17.3181,1.35666e+07,-1.35665e+07,-549629,549646,1.35666e+07,-1.35665e+07,-549629,549646
2393,126.918,18.2032,1.31621e+07,-1.3162e+07,-945219,945238,1.31621e+07,-1.3162e+07,-945219,945238
2426,90.007,19.2191,1.34453e+07,-1.34452e+07,-1.21818e+06,1.2182e+06,1.34453e+07,-1.34452e+07,-1.21818e+06,1.2182e+06
2459,83.9457,20.2371,1.39958e+07,-1.39957e+07,-1.28591e+06,1.28593e+06,1.39958e+07,-1.39957e+07,-1.28591e+06,1.28593e+06
2492,78.7067,21.4071,1.43729e+07,-1.43728e+07,-1.13524e+06,1.13526e+06,1.43729e+07,-1.43728e+07,-1.13524e+06,1.13526e+06
32,1.51224,1.47808,25777.5,-25776,40.1266,-38.6485,25777.5,-25776,40.1266,-38.6485
37,3.11711,1.47169,37340.6,-37337.5,51.6456,-50.174,37340.6,-37337.5,51.6456,-50.174
42,0.820244,1.49655,52106.8,-52106,54.367,-52.8705,52106.8,-52106,54.367,-52.8705
47,1.07013,1.54333,70516.5,-70515.4,40.4152,-38.8719,70516.5,-70515.4,40.4152,-38.8719
52,1.08312,1.60835,93107.1,-93106,-2.69718,4.30553,93107.1,-93106,-2.69718,4.30553
57,-3.82399,1.6905,120389,-120392,-87.8168,89.5073,120389,-120392,-87.8168,89.5073
62,-4.29778,1.78766,153011,-153015,-231.679,233.467,153011,-153015,-231.679,233.467
67,-2.04066,1.8959,191589,-191592,-450.809,452.705,191589,-191592,-450.809,452.705
72,-8.54866,2.02037,236743,-236751,-763.827,765.848,236743,-236751,-763.827,765.848
77,-7.23417,2.15034,289386,-289393,-1190.56,1192.71,289386,-289393,-1190.56,1192.71
82,-9.89267,2.29265,350173,-350183,-1747.96,1750.25,350173,-350183,-1747.96,1750.25
87,-12.7208,2.43875,419886,-419899,-2452.54,2454.97,419886,-419899,-2452.54,2454.97
92,-19.2047,2.58386,499235,-499254,-3318.05,3320.63,499235,-499254,-3318.05,3320.63
97,-19.0476,2.73638,589038,-589057,-4355.26,4358,589038,-589057,-4355.26,4358
104,-28.1287,2.13425,734085,-734114,-6109.83,6111.96,734085,-734114,-6109.83,6111.96
113,-31.7919,2.31221,957001,-957033,-8882.89,8885.2,957001,-957033,-8882.89,8885.2
122,-35.701,2.46896,1.22471e+06,-1.22474e+06,-12179.8,12182.3,1.22471e+06,-1.22474e+06,-12179.8,12182.3
131,-41.5613,2.59822,1.54029e+06,-1.54034e+06,-15861.4,15864,1.54029e+06,-1.54034e+06,-15861.4,15864
140,-43.6625,2.69832,1.90577e+06,-1.90581e+06,-19705.7,19708.4,1.90577e+06,-1.90581e+06,-19705.7,19708.4
149,-45.0365,2.76381,2.32245e+06,-2.3225e+06,-23408.8,23411.6,2.32245e+06,-2.3225e+06,-23408.8,23411.6
158,-49.241,2.79427,2.78946e+06,-2.78951e+06,-26584.7,26587.5,2.78946e+06,-2.78951e+06,-26584.7,26587.5
167,-45.9645,2.79323,3.30444e+06,-3.30449e+06,-28774.4,28777.2,3.30444e+06,-3.30449e+06,-28774.4,28777.2
176,-43.3901,2.76455,3.86219e+06,-3.86223e+06,-29466.2,29469,3.86219e+06,-3.86223e+06,-29466.2,29469
185,-30.3906,2.74329,4.45576e+06,-4.45579e+06,-28126.7,28129.4,4.45576e+06,-4.45579e+06,-28126.7,28129.4
194,-18.1436,2.719,5.07635e+06,-5.07637e+06,-24218.6,24221.3,5.07635e+06,-5.07637e+06,-24218.6,24221.3
203,-7.21464,2.73536,5.71367e+06,-5.71368e+06,-17244.5,17247.3,5.71367e+06,-5.71368e+06,-17244.5,17247.3
212,2.53847,2.79017,6.35482e+06,-6.35482e+06,-6787.33,6790.12,6.35482e+06,-6.35482e+06,-6787.33,6790.12
221,17.9047,2.91219,6.98715e+06,-6.98713e+06,7442.86,-7439.95,6.98715e+06,-6.98713e+06,7442.86,-7439.95
230,26.6053,3.07603,7.5965e+06,-7.59648e+06,25593.8,-25590.8,7.5965e+06,-7.59648e+06,25593.8,-25590.8
239,46.2991,3.28945,8.16855e+06,-8.16851e+06,47651.4,-47648.1,8.16855e+06,-8.16851e+06,47651.4,-47648.1
248,50.6637,3.52118,8.68945e+06,-8.6894e+06,73420.9,-73417.4,8.68945e+06,-8.6894e+06,73420.9,-73417.4
257,71.5358,3.77085,9.14642e+06,-9.14634e+06,102513,-102509,9.14642e+06,-9.14634e+06,102513,-102509
266,86.4306,4.0151,9.52817e+06,-9.52808e+06,134227,-134223,9.52817e+06,-9.52808e+06,134227,-134223
275,106.963,4.24336,9.82694e+06,-9.82684e+06,167635,-167631,9.82694e+06,-9.82684e+06,167635,-167631
284,102.707,4.43112,1.00363e+07,-1.00362e+07,201624,-201619,1.00363e+07,-1.00362e+07,201624,-201619
293,117.073,4.57941,1.0153e+07,-1.01529e+07,234961,-234956,1.0153e+07,-1.01529e+07,234961,-234956
302,117.089,4.67135,1.01759e+07,-1.01758e+07,266309,-266305,1.01759e+07,-1.01758e+07,266309,-266305
311,119.046,4.71765,1.01081e+07,-1.0108e+07,294281,-294276,1.01081e+07,-1.0108e+07,294281,-294276
320,112.762,4.69441,9.95818e+06,-9.95807e+06,317356,-317351,9.95818e+06,-9.95807e+06,317356,-317351
329,117.149,4.64677,9.73792e+06,-9.7378e+06,334048,-334044,9.73792e+06,-9.7378e+06,334048,-334044
338,105.901,4.54536,9.46156e+06,-9.46146e+06,342990,-342985,9.46156e+06,-9.46146e+06,342990,-342985
347,86.2064,4.39886,9.14523e+06,-9.14514e+06,343020,-343016,9.14523e+06,-9.14514e+06,343020,-343016
356,79.8487,4.25404,8.8054e+06,-8.80532e+06,333125,-333121,8.8054e+06,-8.80532e+06,333125,-333121
365,61.0311,4.09659,8.46357e+06,-8.46351e+06,312849,-312845,8.46357e+06,-8.46351e+06,312849,-312845
374,46.4875,3.93046,8.14207e+06,-8.14202e+06,282048,-282044,8.14207e+06,-8.14202e+06,282048,-282044
383,31.557,3.79953,7.86313e+06,-7.8631e+06,240964,-240961,7.86313e+06,-7.8631e+06,240964,-240961
392,19.7448,3.6872,7.64829e+06,-7.64827e+06,190103,-190100,7.64829e+06,-7.64827e+06,190103,-190100
401,-0.544681,3.61102,7.51679e+06,-7.51679e+06,130303,-130300,7.51679e+06,-7.51679e+06,130303,-130300
410,-21.8916,3.55972,7.4863e+06,-7.48632e+06,62808.1,-62804.6,7.4863e+06,-7.48632e+06,62808.1,-62804.6
419,-35.0666,3.54377,7.56902e+06,-7.56906e+06,-10289,10292.6,7.56902e+06,-7.56906e+06,-10289,10292.6
428,-48.4463,3.53494,7.77511e+06,-7.77516e+06,-86582.8,86586.4,7.77511e+06,-7.77516e+06,-86582.8,86586.4
437,-61.9365,3.54322,8.11031e+06,-8.11038e+06,-163593,163597,8.11031e+06,-8.11038e+06,-163593,163597
446,-62.1436,3.54693,8.57873e+06,-8.57879e+06,-238784,238787,8.57873e+06,-8.57879e+06,-238784,238787
455,-74.4981,3.53836,9.17982e+06,-9.1799e+06,-309684,309687,9.17982e+06,-9.1799e+06,-309684,309687
464,-80.0589,3.51351,9.90562e+06,-9.9057e+06,-373615,373619,9.90562e+06,-9.9057e+06,-373615,373619
473,-75.3658,3.49436,1.07419e+07,-1.0742e+07,-427971,427974,1.07419e+07,-1.0742e+07,-427971,427974
482,-71.9894,3.44175,1.16697e+07,-1.16698e+07,-470283,470286,1.16697e+07,-1.16698e+07,-470283,470286
491,-71.1199,3.40583,1.26699e+07,-1.267e+07,-498463,498467,1.26699e+07,-1.267e+07,-498463,498467
500,-59.624,3.36372,1.37225e+07,-1.37225e+07,-510810,510813,1.37225e+07,-1.37225e+07,-510810,510813
509,-47.175,3.16784,1.48045e+07,-1.48045e+07,-506180,506183,1.48045e+07,-1.48045e+07,-506180,506183
518,-42.4169,3.14265,1.58902e+07,-1.58902e+07,-484591,484594,1.58902e+07,-1.58902e+07,-484591,484594
527,-23.0411,3.15175,1.69497e+07,-1.69497e+07,-446639,446642,1.69497e+07,-1.69497e+07,-446639,446642
536,-18.6287,3.17648,1.79559e+07,-1.7956e+07,-393320,393323,1.79559e+07,-1.7956e+07,-393320,393323
545,-1.43395,3.24264,1.88848e+07,-1.88848e+07,-326071,326074,1.88848e+07,-1.88848e+07,-326071,326074
554,3.55431,3.3236,1.97145e+07,-1.97145e+07,-246497,246500,1.97145e+07,-1.97145e+07,-246497,246500
563,11.5793,3.42033,2.04289e+07,-2.04288e+07,-157440,157443,2.04289e+07,-2.04288e+07,-157440,157443
572,18.6254,3.51972,2.10159e+07,-2.10159e+07,-63151.7,63155.2,2.10159e+07,-2.10159e+07,-63151.7,63155.2
581,26.5374,3.62338,2.14671e+07,-2.14671e+07,32103.1,-32099.5,2.14671e+07,-2.14671e+07,32103.1,-32099.5
590,26.8724,3.71839,2.17804e+07,-2.17804e+07,124132,-124128,2.17804e+07,-2.17804e+07,124132,-124128
599,28.2947,3.79892,2.19543e+07,-2.19542e+07,208882,-208878,2.19543e+07,-2.19542e+07,208882,-208878
608,32.2515,3.86524,2.19904e+07,-2.19904e+07,282570,-282567,2.19904e+07,-2.19904e+07,282570,-282567
617,23.9273,3.93138,2.19058e+07,-2.19058e+07,341000,-340997,2.19058e+07,-2.19058e+07,341000,-340997
626,10.8452,3.97246,2.17251e+07,-2.17251e+07,380243,-380239,2.17251e+07,-2.17251e+07,380243,-380239
635,7.54114,4.0147,2.14736e+07,-2.14736e+07,396827,-396823,2.14736e+07,-2.14736e+07,396827,-396823
644,-5.033,4.0487,2.11761e+07,-2.11761e+07,387832,-387828,2.11761e+07,-2.11761e+07,387832,-387828
653,-15.3753,4.0891,2.08561e+07,-2.08561e+07,350979,-350975,2.08561e+07,-2.08561e+07,350979,-350975
662,-29.9359,4.13789,2.0542e+07,-2.05421e+07,285349,-285344,2.0542e+07,-2.05421e+07,285349,-285344
671,-56.9826,4.18997,2.02702e+07,-2.02702e+07,191811,-191806,2.02702e+07,-2.02702e+07,191811,-191806
680,-66.7884,4.23899,2.00753e+07,-2.00753e+07,71880.9,-71876.7,2.00753e+07,-2.00753e+07,71880.9,-71876.7
689,-80.806,4.29086,1.99882e+07,-1.99883e+07,-72390.8,72395.1,1.99882e+07,-1.99883e+07,-72390.8,72395.1
698,-94.2074,4.35447,2.00374e+07,-2.00375e+07,-238881,238885,2.00374e+07,-2.00375e+07,-238881,238885
707,-99.954,4.42655,2.02455e+07,-2.02456e+07,-424912,424917,2.02455e+07,-2.02456e+07,-424912,424917
716,-113.946,4.48512,2.06276e+07,-2.06277e+07,-625055,625060,2.06276e+07,-2.06277e+07,-625055,625060
725,-122.488,4.5266,2.11925e+07,-2.11927e+07,-832366,832370,2.11925e+07,-2.11927e+07,-832366,832370
734,-127.683,4.55362,2.19492e+07,-2.19494e+07,-1.04051e+06,1.04051e+06,2.19492e+07,-2.19494e+07,-1.04051e+06,1.04051e+06
743,-130.614,4.57321,2.29002e+07,-2.29004e+07,-1.24311e+06,1.24311e+06,2.29002e+07,-2.29004e+07,-1.24311e+06,1.24311e+06
752,-131.217,4.56933,2.40433e+07,-2.40434e+07,-1.43444e+06,1.43445e+06,2.40433e+07,-2.40434e+07,-1.43444e+06,1.43445e+06
761,-126.704,4.5523,2.53689e+07,-2.5369e+07,-1.60897e+06,1.60898e+06,2.53689e+07,-2.5369e+07,-1.60897e+06,1.60898e+06
770,-117.03,4.52022,2.68511e+07,-2.68512e+07,-1.7601e+06,1.76011e+06,2.68511e+07,-2.68512e+07,-1.7601e+06,1.76011e+06
779,-109.053,4.47891,2.84517e+07,-2.84518e+07,-1.88157e+06,1.88157e+06,2.84517e+07,-2.84518e+07,-1.88157e+06,1.88157e+06
788,-104.286,4.43384,3.01443e+07,-3.01444e+07,-1.96864e+06,1.96865e+06,3.01443e+07,-3.01444e+07,-1.96864e+06,1.96865e+06
797,-89.1184,4.38994,3.18918e+07,-3.18919e+07,-2.01625e+06,2.01625e+06,3.18918e+07,-3.18919e+07,-2.01625e+06,2.01625e+06
806,-77.0153,4.33495,3.36699e+07,-3.36699e+07,-2.02162e+06,2.02163e+06,3.36699e+07,-3.36699e+07,-2.02162e+06,2.02163e+06
815,-64.7342,4.31189,3.54311e+07,-3.54311e+07,-1.98318e+06,1.98318e+06,3.54311e+07,-3.54311e+07,-1.98318e+06,1.98318e+06
824,-49.9835,4.28307,3.71329e+07,-3.71329e+07,-1.90227e+06,1.90227e+06,3.71329e+07,-3.71329e+07,-1.90227e+06,1.90227e+06
833,-27.9085,4.26556,3.87245e+07,-3.87245e+07,-1.77998e+06,1.77998e+06,3.87245e+07,-3.87245e+07,-1.77998e+06,1.77998e+06
842,-17.8662,4.27838,4.01677e+07,-4.01678e+07,-1.61845e+06,1.61845e+06,4.01677e+07,-4.01678e+07,-1.61845e+06,1.61845e+06
851,3.01617,4.28512,4.14282e+07,-4.14282e+07,-1.41975e+06,1.41976e+06,4.14282e+07,-4.14282e+07,-1.41975e+06,1.41976e+06
860,13.7369,4.29587,4.24703e+07,-4.24703e+07,-1.18707e+06,1.18707e+06,4.24703e+07,-4.24703e+07,-1.18707e+06,1.18707e+06
869,27.841,4.31919,4.32813e+07,-4.32813e+07,-928596,928600,4.32813e+07,-4.32813e+07,-928596,928600
878,41.3423,4.34844,4.38354e+07,-4.38354e+07,-652647,652652,4.38354e+07,-4.38354e+07,-652647,652652
887,49.2007,4.3589,4.41247e+07,-4.41246e+07,-367555,367559,4.41247e+07,-4.41246e+07,-367555,367559
896,55.0267,4.35951,4.41325e+07,-4.41325e+07,-81512.8,81517.2,4.41325e+07,-4.41325e+07,-81512.8,81517.2
905,57.821,4.35243,4.38513e+07,-4.38512e+07,199643,-199638,4.38513e+07,-4.38512e+07,199643,-199638
914,67.5475,4.32727,4.32977e+07,-4.32976e+07,467484,-467480,4.32977e+07,-4.32976e+07,467484,-467480
923,56.6996,4.30118,4.25006e+07,-4.25005e+07,712582,-712578,4.25006e+07,-4.25005e+07,712582,-712578
932,54.4174,4.25605,4.14894e+07,-4.14893e+07,926888,-926883,4.14894e+07,-4.14893e+07,926888,-926883
941,50.1516,4.20022,4.02953e+07,-4.02952e+07,1.10329e+06,-1.10328e+06,4.02953e+07,-4.02952e+07,1.10329e+06,-1.10328e+06
950,41.3038,4.1401,3.89444e+07,-3.89444e+07,1.23515e+06,-1.23515e+06,3.89444e+07,-3.89444e+07,1.23515e+06,-1.23515e+06
959,33.7705,4.08937,3.74661e+07,-3.74661e+07,1.31746e+06,-1.31746e+06,3.74661e+07,-3.74661e+07,1.31746e+06,-1.31746e+06
968,20.9026,4.02911,3.5913e+07,-3.59129e+07,1.34861e+06,-1.3486e+06,3.5913e+07,-3.59129e+07,1.34861e+06,-1.3486e+06
977,9.81707,3.99233,3.43392e+07,-3.43392e+07,1.32827e+06,-1.32826e+06,3.43392e+07,-3.43392e+07,1.32827e+06,-1.32826e+06
986,-0.29649,3.95411,3.27939e+07,-3.27939e+07,1.25645e+06,-1.25644e+06,3.27939e+07,-3.27939e+07,1.25645e+06,-1.25644e+06
995,-14.7591,3.93737,3.13226e+07,-3.13227e+07,1.13288e+06,-1.13287e+06,3.13226e+07,-3.13227e+07,1.13288e+06,-1.13287e+06
1004,-37.3546,4.28859,2.99668e+07,-2.99668e+07,957980,-957976,2.99668e+07,-2.99668e+07,957980,-957976
1013,-45.221,4.28134,2.87581e+07,-2.87581e+07,736990,-736986,2.87581e+07,-2.87581e+07,736990,-736986
1022,-48.6768,4.30732,2.77313e+07,-2.77314e+07,477421,-477417,2.77313e+07,-2.77314e+07,477421,-477417
1031,-54.6481,4.32956,2.6913e+07,-2.69131e+07,189270,-189266,2.6913e+07,-2.69131e+07,189270,-189266
1040,-59.1628,4.36232,2.63295e+07,-2.63296e+07,-120428,120432,2.63295e+07,-2.63296e+07,-120428,120432
1049,-73.5188,4.4017,2.59995e+07,-2.59996e+07,-443296,443300,2.59995e+07,-2.59996e+07,-443296,443300
1058,-82.3317,4.43323,2.59409e+07,-2.5941e+07,-773225,773229,2.59409e+07,-2.5941e+07,-773225,773229
1067,-80.9655,4.485,2.61418e+07,-2.61419e+07,-1.09998e+06,1.09999e+06,2.61418e+07,-2.61419e+07,-1.09998e+06,1.09999e+06
1076,-78.7501,4.50978,2.65827e+07,-2.65828e+07,-1.41273e+06,1.41274e+06,2.65827e+07,-2.65828e+07,-1.41273e+06,1.41274e+06
1085,-73.3497,4.55144,2.72429e+07,-2.7243e+07,-1.70186e+06,1.70187e+06,2.72429e+07,-2.7243e+07,-1.70186e+06,1.70187e+06
1094,-76.2582,4.58416,2.81029e+07,-2.8103e+07,-1.9585e+06,1.95851e+06,2.81029e+07,-2.8103e+07,-1.9585e+06,1.95851e+06
1103,-56.3317,4.6199,2.91477e+07,-2.91477e+07,-2.17525e+06,2.17526e+06,2.91477e+07,-2.91477e+07,-2.17525e+06,2.17526e+06
1112,-55.9813,4.6517,3.03492e+07,-3.03492e+07,-2.34651e+06,2.34652e+06,3.03492e+07,-3.03492e+07,-2.34651e+06,2.34652e+06
1121,-48.5737,4.66463,3.16573e+07,-3.16573e+07,-2.4692e+06,2.46921e+06,3.16573e+07,-3.16573e+07,-2.4692e+06,2.46921e+06
1130,-42.9851,4.69616,3.30217e+07,-3.30217e+07,-2.54088e+06,2.54089e+06,3.30217e+07,-3.30217e+07,-2.54088e+06,2.54089e+06
1139,-47.6841,4.71508,3.43989e+07,-3.43989e+07,-2.55983e+06,2.55984e+06,3.43989e+07,-3.43989e+07,-2.55983e+06,2.55984e+06
1148,-23.673,4.73516,3.57476e+07,-3.57476e+07,-2.52416e+06,2.52416e+06,3.57476e+07,-3.57476e+07,-2.52416e+06,2.52416e+06
1157,-15.6744,4.73391,3.70315e+07,-3.70315e+07,-2.43269e+06,2.43269e+06,3.70315e+07,-3.70315e+07,-2.43269e+06,2.43269e+06
1166,-21.3026,4.74399,3.82163e+07,-3.82163e+07,-2.29067e+06,2.29068e+06,3.82163e+07,-3.82163e+07,-2.29067e+06,2.29068e+06
1175,-13.603,4.74185,3.92669e+07,-3.92669e+07,-2.10617e+06,2.10618e+06,3.92669e+07,-3.92669e+07,-2.10617e+06,2.10618e+06
1184,-5.79308,4.74721,4.01525e+07,-4.01525e+07,-1.88678e+06,1.88678e+06,4.01525e+07,-4.01525e+07,-1.88678e+06,1.88678e+06
1193,-2.23866,4.74481,4.08425e+07,-4.08425e+07,-1.63935e+06,1.63935e+06,4.08425e+07,-4.08425e+07,-1.63935e+06,1.63935e+06
1202,0.797025,4.7253,4.13115e+07,-4.13115e+07,-1.3696e+06,1.3696e+06,4.13115e+07,-4.13115e+07,-1.3696e+06,1.3696e+06
1211,6.31648,4.72687,4.15445e+07,-4.15444e+07,-1.08458e+06,1.08459e+06,4.15445e+07,-4.15444e+07,-1.08458e+06,1.08459e+06
1220,11.2854,4.71292,4.15509e+07,-4.15509e+07,-795646,795651,4.15509e+07,-4.15509e+07,-795646,795651
1229,0.795071,4.6956,4.13426e+07,-4.13426e+07,-513937,513942,4.13426e+07,-4.13426e+07,-513937,513942
1238,-1.70669,4.68121,4.09314e+07,-4.09315e+07,-249250,249255,4.09314e+07,-4.09315e+07,-249250,249255
1247,6.50815,4.66204,4.0325e+07,-4.0325e+07,-10598.7,10603.4,4.0325e+07,-4.0325e+07,-10598.7,10603.4
1256,-5.07351,4.64301,3.95296e+07,-3.95296e+07,194108,-194104,3.95296e+07,-3.95296e+07,194108,-194104
1265,-10.6252,4.6433,3.85774e+07,-3.85774e+07,359140,-359135,3.85774e+07,-3.85774e+07,359140,-359135
1274,-6.18903,4.64621,3.75143e+07,-3.75143e+07,480024,-480019,3.75143e+07,-3.75143e+07,480024,-480019
1283,-25.4341,4.64925,3.63831e+07,-3.63831e+07,552885,-552880,3.63831e+07,-3.63831e+07,552885,-552880
1292,-27.8221,4.68062,3.5221e+07,-3.52211e+07,574044,-574040,3.5221e+07,-3.52211e+07,574044,-574040
1301,-31.3034,4.71052,3.40609e+07,-3.40609e+07,539910,-539905,3.40609e+07,-3.40609e+07,539910,-539905
1310,-45.6622,4.754,3.29334e+07,-3.29335e+07,449018,-449013,3.29334e+07,-3.29335e+07,449018,-449013
1319,-45.3274,4.80825,3.18765e+07,-3.18765e+07,307036,-307032,3.18765e+07,-3.18765e+07,307036,-307032
1328,-52.8192,4.88084,3.09262e+07,-3.09263e+07,120532,-120527,3.09262e+07,-3.09263e+07,120532,-120527
1337,-50.5695,4.94053,3.0115e+07,-3.0115e+07,-104564,104569,3.0115e+07,-3.0115e+07,-104564,104569
1346,-57.1386,5.02014,2.94724e+07,-2.94725e+07,-363268,363273,2.94724e+07,-2.94725e+07,-363268,363273
1355,-65.5484,5.09858,2.9025e+07,-2.9025e+07,-651365,651370,2.9025e+07,-2.9025e+07,-651365,651370
1364,-62.1891,5.18877,2.87841e+07,-2.87842e+07,-960908,960913,2.87841e+07,-2.87842e+07,-960908,960913
1373,-56.4015,5.26685,2.87458e+07,-2.87458e+07,-1.28004e+06,1.28005e+06,2.87458e+07,-2.87458e+07,-1.28004e+06,1.28005e+06
1382,-47.5995,5.35616,2.89054e+07,-2.89054e+07,-1.59794e+06,1.59795e+06,2.89054e+07,-2.89054e+07,-1.59794e+06,1.59795e+06
1391,-66.4348,5.43165,2.92589e+07,-2.9259e+07,-1.90463e+06,1.90463e+06,2.92589e+07,-2.9259e+07,-1.90463e+06,1.90463e+06
1400,-61.3485,5.50284,2.9807e+07,-2.9807e+07,-2.1917e+06,2.1917e+06,2.9807e+07,-2.9807e+07,-2.1917e+06,2.1917e+06
1409,-54.6345,5.58661,3.05442e+07,-3.05442e+07,-2.45142e+06,2.45143e+06,3.05442e+07,-3.05442e+07,-2.45142e+06,2.45143e+06
1418,-52.4991,5.64958,3.14354e+07,-3.14355e+07,-2.67691e+06,2.67691e+06,3.14354e+07,-3.14355e+07,-2.67691e+06,2.67691e+06
1427,-38.2634,5.711,3.24428e+07,-3.24429e+07,-2.86226e+06,2.86227e+06,3.24428e+07,-3.24429e+07,-2.86226e+06,2.86227e+06
1436,-40.2416,5.76996,3.35307e+07,-3.35307e+07,-3.00182e+06,3.00182e+06,3.35307e+07,-3.35307e+07,-3.00182e+06,3.00182e+06
1445,-37.8014,5.8157,3.46668e+07,-3.46669e+07,-3.09015e+06,3.09015e+06,3.46668e+07,-3.46669e+07,-3.09015e+06,3.09015e+06
1454,-26.0106,5.86951,3.58233e+07,-3.58233e+07,-3.12191e+06,3.12192e+06,3.58233e+07,-3.58233e+07,-3.12191e+06,3.12192e+06
1463,-21.7373,5.89555,3.69707e+07,-3.69707e+07,-3.0964e+06,3.09641e+06,3.69707e+07,-3.69707e+07,-3.0964e+06,3.09641e+06
1472,-9.44394,5.92635,3.80683e+07,-3.80683e+07,-3.01787e+06,3.01787e+06,3.80683e+07,-3.80683e+07,-3.01787e+06,3.01787e+06
1481,2.7698,5.94032,3.9079e+07,-3.9079e+07,-2.89054e+06,2.89054e+06,3.9079e+07,-3.9079e+07,-2.89054e+06,2.89054e+06
1490,-4.9052,5.96382,3.99701e+07,-3.99702e+07,-2.71792e+06,2.71793e+06,3.99701e+07,-3.99702e+07,-2.71792e+06,2.71793e+06
1499,-1.96257,5.96569,4.07089e+07,-4.07089e+07,-2.50256e+06,2.50257e+06,4.07089e+07,-4.07089e+07,-2.50256e+06,2.50257e+06
1512,7.47919,4.24961,4.14542e+07,-4.14542e+07,-2.12318e+06,2.12318e+06,4.14542e+07,-4.14542e+07,-2.12318e+06,2.12318e+06
1529,9.37829,4.25685,4.18204e+07,-4.18204e+07,-1.55023e+06,1.55023e+06,4.18204e+07,-4.18204e+07,-1.55023e+06,1.55023e+06
1546,10.0139,4.26606,4.14654e+07,-4.14654e+07,-951106,951110,4.14654e+07,-4.14654e+07,-951106,951110
1563,-0.414165,4.27373,4.03516e+07,-4.03516e+07,-380350,380355,4.03516e+07,-4.03516e+07,-380350,380355
1580,-1.86885,4.30843,3.86054e+07,-3.86054e+07,109950,-109946,3.86054e+07,-3.86054e+07,109950,-109946
1597,-9.9112,4.35741,3.6412e+07,-3.6412e+07,471242,-471237,3.6412e+07,-3.6412e+07,471242,-471237
1614,-9.49197,4.42721,3.39181e+07,-3.39181e+07,662612,-662607,3.39181e+07,-3.39181e+07,662612,-662607
1631,-25.3687,4.52612,3.13468e+07,-3.13468e+07,680214,-680210,3.13468e+07,-3.13468e+07,680214,-680210
1648,-22.7408,4.65805,2.89325e+07,-2.89325e+07,531242,-531238,2.89325e+07,-2.89325e+07,531242,-531238
1665,-25.4964,4.81384,2.68679e+07,-2.6868e+07,221543,-221538,2.68679e+07,-2.6868e+07,221543,-221538
1682,-29.9275,4.97777,2.52703e+07,-2.52703e+07,-203223,203228,2.52703e+07,-2.52703e+07,-203223,203228
1699,-26.1074,5.16257,2.42352e+07,-2.42353e+07,-691149,691154,2.42352e+07,-2.42353e+07,-691149,691154
1716,-22.1731,5.34441,2.38369e+07,-2.38369e+07,-1.19874e+06,1.19875e+06,2.38369e+07,-2.38369e+07,-1.19874e+06,1.19875e+06
1733,-28.2166,5.53669,2.39964e+07,-2.39964e+07,-1.67434e+06,1.67435e+06,2.39964e+07,-2.39964e+07,-1.67434e+06,1.67435e+06
1750,-22.2324,5.71943,2.46149e+07,-2.46149e+07,-2.06723e+06,2.06724e+06,2.46149e+07,-2.46149e+07,-2.06723e+06,2.06724e+06
1767,-13.1588,5.89723,2.56028e+07,-2.56029e+07,-2.3369e+06,2.33691e+06,2.56028e+07,-2.56029e+07,-2.3369e+06,2.33691e+06
1784,-11.8144,6.08293,2.67752e+07,-2.67752e+07,-2.47131e+06,2.47132e+06,2.67752e+07,-2.67752e+07,-2.47131e+06,2.47132e+06
1801,-8.0874,6.23669,2.79454e+07,-2.79454e+07,-2.46108e+06,2.46109e+06,2.79454e+07,-2.79454e+07,-2.46108e+06,2.46109e+06
1818,-0.976027,6.42867,2.8958e+07,-2.8958e+07,-2.30242e+06,2.30242e+06,2.8958e+07,-2.8958e+07,-2.30242e+06,2.30242e+06
1835,-4.91613,6.60655,2.96941e+07,-2.96942e+07,-2.03027e+06,2.03028e+06,2.96941e+07,-2.96942e+07,-2.03027e+06,2.03028e+06
