ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
635,1938.19,34.0308,2478.2,-540.018,43.2407,-9.20991,2478.2,-540.018,43.2407,-9.20991
644,1859.9,32.9691,2378.99,-519.093,40.8908,-7.92162,2378.99,-519.093,40.8908,-7.92162
653,1847.08,32.0668,2282.06,-434.978,35.704,-3.63719,2282.06,-434.978,35.704,-3.63719
662,1848.18,31.431,2190.26,-342.078,27.8275,3.60351,2190.26,-342.078,27.8275,3.60351
671,1814.96,30.9706,2106.92,-291.959,17.5813,13.3893,2106.92,-291.959,17.5813,13.3893
680,1760.56,30.8636,2034.84,-274.272,5.31895,25.5446,2034.84,-274.272,5.31895,25.5446
689,1822.41,30.9687,1976.14,-153.731,-8.58925,39.558,1976.14,-153.731,-8.58925,39.558
698,1884.92,31.295,1932.44,-47.5251,-23.8042,55.0992,1932.44,-47.5251,-23.8042,55.0992
707,1891,31.8141,1904.65,-13.6521,-39.9706,71.7847,1904.65,-13.6521,-39.9706,71.7847
716,1908.77,32.5686,1892.87,15.9011,-56.5202,89.0888,1892.87,15.9011,-56.5202,89.0888
725,1994.29,33.344,1896.62,97.6677,-72.8091,106.153,1896.62,97.6677,-72.8091,106.153
734,2050.06,34.2482,1915.48,134.574,-88.3118,122.56,1915.48,134.574,-88.3118,122.56
743,2184.75,35.1755,1948.52,236.229,-102.554,137.729,1948.52,236.229,-102.554,137.729
752,2260,36.1334,1994.5,265.505,-115.164,151.297,1994.5,265.505,-115.164,151.297
761,2344.61,36.9908,2051.7,292.902,-125.824,162.815,2051.7,292.902,-125.824,162.815
770,2348.38,37.744,2117.3,231.085,-134.168,171.912,2117.3,231.085,-134.168,171.912
779,2350.93,38.5003,2187.76,163.17,-139.891,178.391,2187.76,163.17,-139.891,178.391
788,2481.01,39.0175,2260.81,220.206,-142.835,181.852,2260.81,220.206,-142.835,181.852
797,2466.93,39.2277,2333.58,133.353,-142.832,182.06,2333.58,133.353,-142.832,182.06
806,2493.81,39.3556,2404.42,89.3865,-139.898,179.253,2404.42,89.3865,-139.898,179.253
815,2552.73,39.2238,2470.22,82.5127,-134.129,173.353,2470.22,82.5127,-134.129,173.353
824,2521.81,38.8882,2528.47,-6.66855,-125.817,164.705,2528.47,-6.66855,-125.817,164.705
833,2495.02,38.2942,2576.38,-81.3637,-115.21,153.504,2576.38,-81.3637,-115.21,153.504
842,2505.47,37.5072,2612.19,-106.718,-102.601,140.108,2612.19,-106.718,-102.601,140.108
851,2383.14,36.4416,2634.56,-251.415,-88.2533,124.695,2634.56,-251.415,-88.2533,124.695
860,2355.55,35.327,2642.21,-286.667,-72.4758,107.803,2642.21,-286.667,-72.4758,107.803
869,2237.42,33.9625,2635.39,-397.97,-55.8578,89.8203,2635.39,-397.97,-55.8578,89.8203
878,2168.28,32.4966,2613.51,-445.231,-38.945,71.4417,2613.51,-445.231,-38.945,71.4417
887,2073.72,30.9924,2577.14,-503.42,-22.2364,53.2289,2577.14,-503.42,-22.2364,53.2289
896,1948.82,29.3276,2526.26,-577.434,-6.17966,35.5073,2526.26,-577.434,-6.17966,35.5073
905,1843.37,27.7184,2461.35,-617.98,8.95083,18.7675,2461.35,-617.98,8.95083,18.7675
914,1745.6,26.1322,2384.21,-638.611,22.7603,3.37189,2384.21,-638.611,22.7603,3.37189
923,1619.45,24.5204,2297.16,-677.704,34.8322,-10.3118,2297.16,-677.704,34.8322,-10.3118
932,1562.39,23.0823,2202.33,-639.934,44.8576,-21.7753,2202.33,-639.934,44.8576,-21.7753
941,1437.55,21.6694,2101.79,-664.242,52.6014,-30.932,2101.79,-664.242,52.6014,-30.932
950,1342.39,20.4092,1997.17,-654.78,57.8714,-37.4622,1997.17,-654.78,57.8714,-37.4622
959,1285.75,19.2974,1890.13,-604.377,60.5718,-41.2744,1890.13,-604.377,60.5718,-41.2744
968,1232.84,18.3514,1783.34,-550.497,60.7811,-42.4297,1783.34,-550.497,60.7811,-42.4297
977,1129.03,17.5317,1679.33,-550.301,58.6349,-41.1033,1679.33,-550.301,58.6349,-41.1033
986,1103.57,16.8704,1580.22,-476.646,54.2708,-37.4003,1580.22,-476.646,54.2708,-37.4003
995,1087.32,16.4266,1487.76,-400.442,47.8011,-31.3745,1487.76,-400.442,47.8011,-31.3745
1004,1024.83,16.0945,1403.4,-378.573,39.3578,-23.2633,1403.4,-378.573,39.3578,-23.2633
1013,1079.48,15.9247,1328.04,-248.563,29.2786,-13.3539,1328.04,-248.563,29.2786,-13.3539
1022,1032.41,15.8985,1262.68,-230.27,17.9753,-2.07671,1262.68,-230.27,17.9753,-2.07671
1031,1040.79,15.9308,1207.86,-167.064,5.93576,9.99502,1207.86,-167.064,5.93576,9.99502
1040,1055.91,16.0833,1164.1,-108.191,-6.51685,22.6002,1164.1,-108.191,-6.51685,22.6002
1049,1081.98,16.3374,1131.57,-49.589,-19.0283,35.3657,1131.57,-49.589,-19.0283,35.3657
1058,1129.81,16.5736,1110.4,19.4125,-31.3659,47.9395,1110.4,19.4125,-31.3659,47.9395
1067,1122.39,16.8365,1099.52,22.8748,-43.146,59.9824,1099.52,22.8748,-43.146,59.9824
1076,1153.29,17.1267,1097.63,55.6566,-53.9881,71.1147,1097.63,55.6566,-53.9881,71.1147
1085,1217.71,17.4098,1103.51,114.203,-63.5859,80.9957,1103.51,114.203,-63.5859,80.9957
1094,1216.98,17.6288,1116.07,100.91,-71.6824,89.3112,1116.07,100.91,-71.6824,89.3112
1103,1211.44,17.8283,1134.48,76.96,-78.0935,95.9218,1134.48,76.96,-78.0935,95.9218
1112,1213.36,17.9199,1157.5,55.8614,-82.7124,100.632,1157.5,55.8614,-82.7124,100.632
1121,1246.29,17.9285,1183.16,63.129,-85.5309,103.459,1183.16,63.129,-85.5309,103.459
1130,1237.54,17.9316,1209.62,27.9209,-86.5614,104.493,1209.62,27.9209,-86.5614,104.493
1139,1215.83,17.817,1235.4,-19.5694,-85.8374,103.654,1235.4,-19.5694,-85.8374,103.654
1148,1212.52,17.653,1259.22,-46.6958,-83.3801,101.033,1259.22,-46.6958,-83.3801,101.033
1157,1220.58,17.4137,1280.03,-59.4531,-79.2305,96.6442,1280.03,-59.4531,-79.2305,96.6442
1166,1159.29,17.0738,1296.95,-137.656,-73.6418,90.7156,1296.95,-137.656,-73.6418,90.7156
1175,1143.31,16.7064,1309.08,-165.777,-66.9427,83.6491,1309.08,-165.777,-66.9427,83.6491
1184,1136.56,16.2877,1315.74,-179.185,-59.4217,75.7093,1315.74,-179.185,-59.4217,75.7093
1193,1086.25,15.798,1316.28,-230.034,-51.321,67.119,1316.28,-230.034,-51.321,67.119
1202,1005.41,15.6192,1310.22,-304.816,-42.8285,58.4477,1310.22,-304.816,-42.8285,58.4477
1211,975.189,15.0725,1297.44,-322.254,-34.1594,49.232,1297.44,-322.254,-34.1594,49.232
1220,970.73,14.5429,1278.58,-307.848,-25.6484,40.1913,1278.58,-307.848,-25.6484,40.1913
1229,906.514,14.0551,1254.28,-347.764,-17.6029,31.658,1254.28,-347.764,-17.6029,31.658
1238,895.506,13.5898,1225.13,-329.629,-10.2704,23.8602,1225.13,-329.629,-10.2704,23.8602
1247,860.053,13.1409,1191.56,-331.502,-3.86076,17.0017,1191.56,-331.502,-3.86076,17.0017
1256,805.618,12.7338,1153.86,-348.247,1.45989,11.2739,1153.86,-348.247,1.45989,11.2739
1265,777.489,12.3852,1113.1,-335.612,5.59667,6.78855,1113.1,-335.612,5.59667,6.78855
1274,770.016,12.0958,1070.63,-300.61,8.49363,3.60217,1070.63,-300.61,8.49363,3.60217
1283,736.545,11.9242,1027.62,-291.077,10.1116,1.81255,1027.62,-291.077,10.1116,1.81255
1292,758.18,11.7413,985.037,-226.857,10.4151,1.32616,985.037,-226.857,10.4151,1.32616
1301,733.856,11.6762,943.641,-209.785,9.36847,2.30776,943.641,-209.785,9.36847,2.30776
1310,712.532,11.6379,904.104,-191.572,6.99102,4.64687,904.104,-191.572,6.99102,4.64687
1319,718.903,11.6475,867.244,-148.342,3.48719,8.16028,867.244,-148.342,3.48719,8.16028
1328,723.408,11.7158,833.793,-110.385,-0.930872,12.6467,833.793,-110.385,-0.930872,12.6467
1337,757.937,11.8054,804.351,-46.4136,-6.08382,17.8892,804.351,-46.4136,-6.08382,17.8892
1346,737.666,11.93,779.425,-41.7589,-11.8309,23.7609,779.425,-41.7589,-11.8309,23.7609
1355,765.134,12.0808,759.432,5.70199,-18.0626,30.1435,759.432,5.70199,-18.0626,30.1435
1364,776.923,12.2341,744.404,32.5191,-24.5852,36.8192,744.404,32.5191,-24.5852,36.8192
1373,777.362,12.3763,734.006,43.3555,-31.1211,43.4975,734.006,43.3555,-31.1211,43.4975
1382,773.981,12.5649,727.931,46.05,-37.4345,49.9994,727.931,46.05,-37.4345,49.9994
1391,806.044,12.7012,725.915,80.1292,-43.3235,56.0247,725.915,80.1292,-43.3235,56.0247
1400,830.177,12.7868,727.839,102.338,-48.6343,61.4211,727.839,102.338,-48.6343,61.4211
1409,822.186,12.8797,733.468,88.7177,-53.2366,66.1163,733.468,88.7177,-53.2366,66.1163
1418,818.106,12.943,741.909,76.1972,-57.0242,69.9672,741.909,76.1972,-57.0242,69.9672
1427,796.252,12.9542,752.265,43.9872,-59.9175,72.8717,752.265,43.9872,-59.9175,72.8717
1436,803.463,12.9324,763.749,39.7148,-61.8426,74.775,763.749,39.7148,-61.8426,74.775
1445,798.655,12.8711,775.708,22.9468,-62.7313,75.6024,775.708,22.9468,-62.7313,75.6024
1454,773.833,12.7736,787.619,-13.7856,-62.5163,75.2899,787.619,-13.7856,-62.5163,75.2899
1463,762.183,12.6209,798.959,-36.7762,-61.2304,73.8513,798.959,-36.7762,-61.2304,73.8513
1472,749.532,12.5094,808.993,-59.462,-59.0064,71.5159,808.993,-59.462,-59.0064,71.5159
1481,738.185,12.3407,817.088,-78.9034,-55.9658,68.3065,817.088,-78.9034,-55.9658,68.3065
1490,727.424,12.0988,822.739,-95.3147,-52.204,64.3028,822.739,-95.3147,-52.204,64.3028
1499,701.642,11.881,825.448,-123.806,-47.7873,59.6683,825.448,-123.806,-47.7873,59.6683
1512,655.678,9.15414,823.478,-167.801,-40.4096,49.5637,823.478,-167.801,-40.4096,49.5637
1529,588.39,8.91434,810.551,-222.161,-29.872,38.7863,810.551,-222.161,-29.872,38.7863
1546,547.01,8.69233,786.217,-239.207,-19.4183,28.1106,786.217,-239.207,-19.4183,28.1106
1563,503.657,8.53597,750.522,-246.865,-9.90216,18.4381,750.522,-246.865,-9.90216,18.4381
1580,468.039,8.43458,706.352,-238.313,-2.05961,10.4942,706.352,-238.313,-2.05961,10.4942
1597,429.111,8.38753,657.247,-228.135,3.48043,4.9071,657.247,-228.135,3.48043,4.9071
1614,407.925,8.40105,605.608,-197.682,6.24274,2.15831,605.608,-197.682,6.24274,2.15831
1631,399.577,8.46498,554.875,-155.298,6.39407,2.07092,554.875,-155.298,6.39407,2.07092
1648,389.097,8.57693,508.377,-119.28,4.22403,4.35291,508.377,-119.28,4.22403,4.35291
1665,391.497,8.74009,468.52,-77.023,-0.0770023,8.81709,468.52,-77.023,-0.0770023,8.81709
1682,385.396,8.88135,436.377,-50.9814,-5.72541,14.6068,436.377,-50.9814,-5.72541,14.6068
1699,400.368,9.05388,412.728,-12.36,-11.9367,20.9905,412.728,-12.36,-11.9367,20.9905
1716,393.039,9.22308,398.117,-5.0783,-18.1444,27.3674,398.117,-5.0783,-18.1444,27.3674
1733,407.61,9.39501,390.873,16.7373,-23.7055,33.1005,390.873,16.7373,-23.7055,33.1005
1750,377.716,9.53506,389.321,-11.605,-28.0309,37.5659,389.321,-11.605,-28.0309,37.5659
1767,379.019,9.69283,392.193,-13.1733,-30.7049,40.3977,392.193,-13.1733,-30.7049,40.3977
1784,377.36,9.81874,397.006,-19.6467,-31.7249,41.5437,397.006,-19.6467,-31.7249,41.5437
1801,358.796,9.90416,401.505,-42.7089,-31.0817,40.9859,401.505,-42.7089,-31.0817,40.9859
1818,342.446,10.0136,404.034,-61.588,-28.7991,38.8126,404.034,-61.588,-28.7991,38.8126
1835,313.006,10.1366,403.498,-90.4921,-25.3928,35.5294,403.498,-90.4921,-25.3928,35.5294
1852,305.378,10.2489,398.847,-93.4688,-21.2949,31.5439,398.847,-93.4688,-21.2949,31.5439
1869,276.147,10.3638,389.413,-113.266,-16.8485,27.2123,389.413,-113.266,-16.8485,27.2123
1886,265.911,10.5367,376.071,-110.161,-12.5619,23.0986,376.071,-110.161,-12.5619,23.0986
1903,249.92,10.7092,359.391,-109.471,-8.88437,19.5935,359.391,-109.471,-8.88437,19.5935
1920,257.96,10.8758,339.963,-82.0031,-6.1209,16.9967,339.963,-82.0031,-6.1209,16.9967
1937,245.342,11.1141,319.441,-74.0993,-4.36601,15.4801,319.441,-74.0993,-4.36601,15.4801
1954,231.313,11.3362,299.168,-67.8551,-3.75288,15.0891,299.168,-67.8551,-3.75288,15.0891
1971,229.279,11.5868,280.137,-50.8588,-4.30049,15.8873,280.137,-50.8588,-4.30049,15.8873
1988,225.825,11.8344,263.265,-37.4401,-5.70173,17.5361,263.265,-37.4401,-5.70173,17.5361
2005,240.086,12.2834,249.464,-9.37782,-7.75641,20.0398,249.464,-9.37782,-7.75641,20.0398
2030,233.983,11.3909,235.379,-1.3964,-11.4522,22.8431,235.379,-1.3964,-11.4522,22.8431
2063,216.247,11.8618,226.799,-10.5525,-15.8711,27.7329,226.799,-10.5525,-15.8711,27.7329
2096,204.908,12.2895,226.108,-21.1999,-18.3036,30.5931,226.108,-21.1999,-18.3036,30.5931
2129,200.092,12.7655,227.13,-27.0372,-17.8107,30.5763,227.13,-27.0372,-17.8107,30.5763
2162,168.762,13.2604,224.335,-55.5726,-14.8797,28.1401,224.335,-55.5726,-14.8797,28.1401
2195,140.144,13.7723,214.635,-74.4903,-10.5511,24.3234,214.635,-74.4903,-10.5511,24.3234
2228,129.223,14.3729,197.758,-68.5345,-6.37653,20.7495,197.758,-68.5345,-6.37653,20.7495
2261,118.304,15.031,176.666,-58.3619,-3.5057,18.5367,176.666,-58.3619,-3.5057,18.5367
2294,118.51,15.7241,154.951,-36.4413,-2.5429,18.267,154.951,-36.4413,-2.5429,18.267
2327,115.407,16.4751,136.542,-21.1347,-3.33447,19.8096,136.542,-21.1347,-3.33447,19.8096
2360,114.999,17.3181,123.348,-8.34897,-5.12862,22.4468,123.348,-8.34897,-5.12862,22.4468
2393,126.918,18.2032,115.724,11.1935,-7.03069,25.2339,115.724,11.1935,-7.03069,25.2339
2426,90.007,19.2191,112.113,-22.1059,-8.22224,27.4413,112.113,-22.1059,-8.22224,27.4413
2459,83.9457,20.2371,110.093,-26.1474,-8.33715,28.5742,110.093,-26.1474,-8.33715,28.5742
2492,78.7067,21.4071,107.479,-28.772,-7.42027,28.8274,107.479,-28.772,-7.42027,28.8274
32,1.51224,1.47808,1139.75,-1138.24,1.77296,-0.294882,1139.75,-1138.24,1.77296,-0.294882
37,3.11711,1.47169,1240.11,-1236.99,1.71351,-0.241822,1240.11,-1236.99,1.71351,-0.241822
42,0.820244,1.49655,1347.3,-1346.48,1.40368,0.0928663,1347.3,-1346.48,1.40368,0.0928663
47,1.07013,1.54333,1459.69,-1458.62,0.834278,0.709052,1459.69,-1458.62,0.834278,0.709052
52,1.08312,1.60835,1577.73,-1576.65,-0.0480535,1.65641,1577.73,-1576.65,-0.0480535,1.65641
57,-3.82399,1.6905,1700.71,-1704.53,-1.24263,2.93313,1700.71,-1704.53,-1.24263,2.93313
62,-4.29778,1.78766,1829.58,-1833.88,-2.77158,4.55925,1829.58,-1833.88,-2.77158,4.55925
67,-2.04066,1.8959,1964.09,-1966.14,-4.62161,6.51751,1964.09,-1966.14,-4.62161,6.51751
72,-8.54866,2.02037,2103.81,-2112.36,-6.78598,8.80635,2103.81,-2112.36,-6.78598,8.80635
77,-7.23417,2.15034,2250.53,-2257.76,-9.25455,11.4049,2250.53,-2257.76,-9.25455,11.4049
82,-9.89267,2.29265,2403.19,-2413.08,-11.9884,14.281,2403.19,-2413.08,-11.9884,14.281
87,-12.7208,2.43875,2561.7,-2574.42,-14.951,17.3898,2561.7,-2574.42,-14.951,17.3898
92,-19.2047,2.58386,2725.41,-2744.61,-18.0971,20.6809,2725.41,-2744.61,-18.0971,20.6809
97,-19.0476,2.73638,2894.27,-2913.31,-21.3773,24.1137,2894.27,-2913.31,-21.3773,24.1137
104,-28.1287,2.13425,3139.82,-3167.95,-26.1011,28.2353,3139.82,-3167.95,-26.1011,28.2353
113,-31.7919,2.31221,3469.64,-3501.43,-32.1595,34.4717,3469.64,-3501.43,-32.1595,34.4717
122,-35.701,2.46896,3811.44,-3847.14,-37.8432,40.3121,3811.44,-3847.14,-37.8432,40.3121
131,-41.5613,2.59822,4159.49,-4201.06,-42.7536,45.3518,4159.49,-4201.06,-42.7536,45.3518
140,-43.6625,2.69832,4507.75,-4551.41,-46.5117,49.2101,4507.75,-4551.41,-46.5117,49.2101
149,-45.0365,2.76381,4851.24,-4896.28,-48.7801,51.5439,4851.24,-4896.28,-48.7801,51.5439
158,-49.241,2.79427,5183.12,-5232.36,-49.2619,52.0562,5183.12,-5232.36,-49.2619,52.0562
167,-45.9645,2.79323,5497.1,-5543.06,-47.716,50.5092,5497.1,-5543.06,-47.716,50.5092
176,-43.3901,2.76455,5785.49,-5828.88,-43.9747,46.7392,5785.49,-5828.88,-43.9747,46.7392
185,-30.3906,2.74329,6041.66,-6072.05,-37.9628,40.706,6041.66,-6072.05,-37.9628,40.706
194,-18.1436,2.719,6259.81,-6277.95,-29.6849,32.4039,6259.81,-6277.95,-29.6849,32.4039
203,-7.21464,2.73536,6435.17,-6442.39,-19.2431,21.9785,6435.17,-6442.39,-19.2431,21.9785
212,2.53847,2.79017,6562.73,-6560.19,-6.83821,9.62838,6562.73,-6560.19,-6.83821,9.62838
221,17.9047,2.91219,6640.17,-6622.26,7.2284,-4.31622,6640.17,-6622.26,7.2284,-4.31622
230,26.6053,3.07603,6665.42,-6638.81,22.5867,-19.5106,6665.42,-6638.81,22.5867,-19.5106
239,46.2991,3.28945,6637.77,-6591.47,38.8156,-35.5262,6637.77,-6591.47,38.8156,-35.5262
248,50.6637,3.52118,6557.91,-6507.25,55.4581,-51.9369,6557.91,-6507.25,55.4581,-51.9369
257,71.5358,3.77085,6427.89,-6356.35,72.0326,-68.2618,6427.89,-6356.35,72.0326,-68.2618
266,86.4306,4.0151,6250.92,-6164.49,87.9779,-83.9628,6250.92,-6164.49,87.9779,-83.9628
275,106.963,4.24336,6032.2,-5925.24,102.737,-98.494,6032.2,-5925.24,102.737,-98.494
284,102.707,4.43112,5776.94,-5674.24,115.796,-111.365,5776.94,-5674.24,115.796,-111.365
293,117.073,4.57941,5491.35,-5374.28,126.714,-122.134,5491.35,-5374.28,126.714,-122.134
302,117.089,4.67135,5181.54,-5064.46,135.12,-130.449,5181.54,-5064.46,135.12,-130.449
311,119.046,4.71765,4854.61,-4735.57,140.727,-136.009,4854.61,-4735.57,140.727,-136.009
320,112.762,4.69441,4518.84,-4406.08,143.275,-138.581,4518.84,-4406.08,143.275,-138.581
329,117.149,4.64677,4182.2,-4065.05,142.603,-137.957,4182.2,-4065.05,142.603,-137.957
338,105.901,4.54536,3852.05,-3746.15,138.658,-134.113,3852.05,-3746.15,138.658,-134.113
347,86.2064,4.39886,3534.96,-3448.76,131.505,-127.106,3534.96,-3448.76,131.505,-127.106
356,79.8487,4.25404,3236.26,-3156.41,121.274,-117.02,3236.26,-3156.41,121.274,-117.02
365,61.0311,4.09659,2961.86,-2900.83,108.289,-104.192,2961.86,-2900.83,108.289,-104.192
374,46.4875,3.93046,2716.67,-2670.19,92.9368,-89.0064,2716.67,-2670.19,92.9368,-89.0064
