ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
383,31.557,3.79953,2504.53,-2472.97,75.6722,-71.8726,2504.53,-2472.97,75.6722,-71.8726
392,19.7448,3.6872,2328.13,-2308.39,56.9605,-53.2733,2328.13,-2308.39,56.9605,-53.2733
401,-0.544681,3.61102,2188.87,-2189.41,37.2909,-33.6799,2188.87,-2189.41,37.2909,-33.6799
410,-21.8916,3.55972,2087.2,-2109.1,17.1865,-13.6268,2087.2,-2109.1,17.1865,-13.6268
419,-35.0666,3.54377,2021.88,-2056.95,-2.69048,6.23426,2021.88,-2056.95,-2.69048,6.23426
428,-48.4463,3.53494,1991.13,-2039.58,-21.7084,25.2433,1991.13,-2039.58,-21.7084,25.2433
437,-61.9365,3.54322,1992.21,-2054.14,-39.3238,42.867,1992.21,-2054.14,-39.3238,42.867
446,-62.1436,3.54693,2022.26,-2084.41,-55.0734,58.6203,2022.26,-2084.41,-55.0734,58.6203
455,-74.4981,3.53836,2077.75,-2152.25,-68.5894,72.1278,2077.75,-2152.25,-68.5894,72.1278
464,-80.0589,3.51351,2153.91,-2233.97,-79.5261,83.0396,2153.91,-2233.97,-79.5261,83.0396
473,-75.3658,3.49436,2245.36,-2320.72,-87.6153,91.1096,2245.36,-2320.72,-87.6153,91.1096
482,-71.9894,3.44175,2346.44,-2418.43,-92.6681,96.1099,2346.44,-2418.43,-92.6681,96.1099
491,-71.1199,3.40583,2452.27,-2523.39,-94.6084,98.0142,2452.27,-2523.39,-94.6084,98.0142
500,-59.624,3.36372,2558.44,-2618.06,-93.4539,96.8176,2558.44,-2618.06,-93.4539,96.8176
509,-47.175,3.16784,2660.68,-2707.86,-89.3313,92.4991,2660.68,-2707.86,-89.3313,92.4991
518,-42.4169,3.14265,2754.84,-2797.25,-82.5613,85.704,2754.84,-2797.25,-82.5613,85.704
527,-23.0411,3.15175,2836.62,-2859.66,-73.5261,76.6778,2836.62,-2859.66,-73.5261,76.6778
536,-18.6287,3.17648,2902.84,-2921.47,-62.6285,65.805,2902.84,-2921.47,-62.6285,65.805
545,-1.43395,3.24264,2951.24,-2952.68,-50.2923,53.535,2951.24,-2952.68,-50.2923,53.535
554,3.55431,3.3236,2980.22,-2976.66,-36.915,40.2386,2980.22,-2976.66,-36.915,40.2386
563,11.5793,3.42033,2989.28,-2977.7,-23.0267,26.4471,2989.28,-2977.7,-23.0267,26.4471
572,18.6254,3.51972,2978.62,-2959.99,-9.29182,12.8115,2978.62,-2959.99,-9.29182,12.8115
581,26.5374,3.62338,2948.94,-2922.4,3.70677,-0.0833908,2948.94,-2922.4,3.70677,-0.0833908
590,26.8724,3.71839,2901.76,-2874.89,15.4697,-11.7513,2901.76,-2874.89,15.4697,-11.7513
599,28.2947,3.79892,2838.54,-2810.25,25.5801,-21.7812,2838.54,-2810.25,25.5801,-21.7812
608,32.2515,3.86524,2761.01,-2728.76,33.709,-29.8438,2761.01,-2728.76,33.709,-29.8438
617,23.9273,3.93138,2672.55,-2648.62,39.5208,-35.5894,2672.55,-2648.62,39.5208,-35.5894
626,10.8452,3.97246,2577.09,-2566.25,42.7553,-38.7829,2577.09,-2566.25,42.7553,-38.7829
635,7.54114,4.0147,2478.2,-2470.66,43.2407,-39.226,2478.2,-2470.66,43.2407,-39.226
644,-5.033,4.0487,2378.99,-2384.03,40.8908,-36.8421,2378.99,-2384.03,40.8908,-36.8421
653,-15.3753,4.0891,2282.06,-2297.44,35.704,-31.6149,2282.06,-2297.44,35.704,-31.6149
662,-29.9359,4.13789,2190.26,-2220.2,27.8275,-23.6896,2190.26,-2220.2,27.8275,-23.6896
671,-56.9826,4.18997,2106.92,-2163.9,17.5813,-13.3913,2106.92,-2163.9,17.5813,-13.3913
680,-66.7884,4.23899,2034.84,-2101.62,5.31895,-1.07996,2034.84,-2101.62,5.31895,-1.07996
689,-80.806,4.29086,1976.14,-2056.94,-8.58925,12.8801,1976.14,-2056.94,-8.58925,12.8801
698,-94.2074,4.35447,1932.44,-2026.65,-23.8042,28.1587,1932.44,-2026.65,-23.8042,28.1587
707,-99.954,4.42655,1904.65,-2004.6,-39.9706,44.3971,1904.65,-2004.6,-39.9706,44.3971
716,-113.946,4.48512,1892.87,-2006.81,-56.5202,61.0054,1892.87,-2006.81,-56.5202,61.0054
725,-122.488,4.5266,1896.62,-2019.11,-72.8091,77.3358,1896.62,-2019.11,-72.8091,77.3358
734,-127.683,4.55362,1915.48,-2043.17,-88.3118,92.8654,1915.48,-2043.17,-88.3118,92.8654
743,-130.614,4.57321,1948.52,-2079.14,-102.554,107.127,1948.52,-2079.14,-102.554,107.127
752,-131.217,4.56933,1994.5,-2125.71,-115.164,119.733,1994.5,-2125.71,-115.164,119.733
761,-126.704,4.5523,2051.7,-2178.41,-125.824,130.376,2051.7,-2178.41,-125.824,130.376
770,-117.03,4.52022,2117.3,-2234.33,-134.168,138.689,2117.3,-2234.33,-134.168,138.689
779,-109.053,4.47891,2187.76,-2296.81,-139.891,144.37,2187.76,-2296.81,-139.891,144.37
788,-104.286,4.43384,2260.81,-2365.09,-142.835,147.269,2260.81,-2365.09,-142.835,147.269
797,-89.1184,4.38994,2333.58,-2422.7,-142.832,147.222,2333.58,-2422.7,-142.832,147.222
806,-77.0153,4.33495,2404.42,-2481.43,-139.898,144.233,2404.42,-2481.43,-139.898,144.233
815,-64.7342,4.31189,2470.22,-2534.95,-134.129,138.441,2470.22,-2534.95,-134.129,138.441
824,-49.9835,4.28307,2528.47,-2578.46,-125.817,130.1,2528.47,-2578.46,-125.817,130.1
833,-27.9085,4.26556,2576.38,-2604.29,-115.21,119.475,2576.38,-2604.29,-115.21,119.475
842,-17.8662,4.27838,2612.19,-2630.05,-102.601,106.879,2612.19,-2630.05,-102.601,106.879
851,3.01617,4.28512,2634.56,-2631.54,-88.2533,92.5384,2634.56,-2631.54,-88.2533,92.5384
860,13.7369,4.29587,2642.21,-2628.48,-72.4758,76.7716,2642.21,-2628.48,-72.4758,76.7716
869,27.841,4.31919,2635.39,-2607.54,-55.8578,60.177,2635.39,-2607.54,-55.8578,60.177
878,41.3423,4.34844,2613.51,-2572.17,-38.945,43.2935,2613.51,-2572.17,-38.945,43.2935
887,49.2007,4.3589,2577.14,-2527.94,-22.2364,26.5953,2577.14,-2527.94,-22.2364,26.5953
896,55.0267,4.35951,2526.26,-2471.23,-6.17966,10.5392,2526.26,-2471.23,-6.17966,10.5392
905,57.821,4.35243,2461.35,-2403.53,8.95083,-4.5984,2461.35,-2403.53,8.95083,-4.5984
914,67.5475,4.32727,2384.21,-2316.67,22.7603,-18.4331,2384.21,-2316.67,22.7603,-18.4331
923,56.6996,4.30118,2297.16,-2240.46,34.8322,-30.531,2297.16,-2240.46,34.8322,-30.531
932,54.4174,4.25605,2202.33,-2147.91,44.8576,-40.6016,2202.33,-2147.91,44.8576,-40.6016
941,50.1516,4.20022,2101.79,-2051.64,52.6014,-48.4012,2101.79,-2051.64,52.6014,-48.4012
950,41.3038,4.1401,1997.17,-1955.86,57.8714,-53.7313,1997.17,-1955.86,57.8714,-53.7313
959,33.7705,4.08937,1890.13,-1856.36,60.5718,-56.4824,1890.13,-1856.36,60.5718,-56.4824
968,20.9026,4.02911,1783.34,-1762.43,60.7811,-56.752,1783.34,-1762.43,60.7811,-56.752
977,9.81707,3.99233,1679.33,-1669.52,58.6349,-54.6426,1679.33,-1669.52,58.6349,-54.6426
986,-0.29649,3.95411,1580.22,-1580.52,54.2708,-50.3167,1580.22,-1580.52,54.2708,-50.3167
995,-14.7591,3.93737,1487.76,-1502.52,47.8011,-43.8638,1487.76,-1502.52,47.8011,-43.8638
1004,-37.3546,4.28859,1403.4,-1440.75,39.3578,-35.0692,1403.4,-1440.75,39.3578,-35.0692
1013,-45.221,4.28134,1328.04,-1373.27,29.2786,-24.9973,1328.04,-1373.27,29.2786,-24.9973
1022,-48.6768,4.30732,1262.68,-1311.35,17.9753,-13.6679,1262.68,-1311.35,17.9753,-13.6679
1031,-54.6481,4.32956,1207.86,-1262.5,5.93576,-1.60619,1207.86,-1262.5,5.93576,-1.60619
1040,-59.1628,4.36232,1164.1,-1223.26,-6.51685,10.8792,1164.1,-1223.26,-6.51685,10.8792
1049,-73.5188,4.4017,1131.57,-1205.09,-19.0283,23.43,1131.57,-1205.09,-19.0283,23.43
1058,-82.3317,4.43323,1110.4,-1192.73,-31.3659,35.7991,1110.4,-1192.73,-31.3659,35.7991
1067,-80.9655,4.485,1099.52,-1180.48,-43.146,47.631,1099.52,-1180.48,-43.146,47.631
1076,-78.7501,4.50978,1097.63,-1176.38,-53.9881,58.4979,1097.63,-1176.38,-53.9881,58.4979
1085,-73.3497,4.55144,1103.51,-1176.86,-63.5859,68.1373,1103.51,-1176.86,-63.5859,68.1373
1094,-76.2582,4.58416,1116.07,-1192.32,-71.6824,76.2666,1116.07,-1192.32,-71.6824,76.2666
1103,-56.3317,4.6199,1134.48,-1190.81,-78.0935,82.7134,1134.48,-1190.81,-78.0935,82.7134
1112,-55.9813,4.6517,1157.5,-1213.48,-82.7124,87.3641,1157.5,-1213.48,-82.7124,87.3641
1121,-48.5737,4.66463,1183.16,-1231.74,-85.5309,90.1955,1183.16,-1231.74,-85.5309,90.1955
1130,-42.9851,4.69616,1209.62,-1252.6,-86.5614,91.2576,1209.62,-1252.6,-86.5614,91.2576
1139,-47.6841,4.71508,1235.4,-1283.09,-85.8374,90.5524,1235.4,-1283.09,-85.8374,90.5524
1148,-23.673,4.73516,1259.22,-1282.89,-83.3801,88.1153,1259.22,-1282.89,-83.3801,88.1153
1157,-15.6744,4.73391,1280.03,-1295.71,-79.2305,83.9644,1280.03,-1295.71,-79.2305,83.9644
1166,-21.3026,4.74399,1296.95,-1318.25,-73.6418,78.3858,1296.95,-1318.25,-73.6418,78.3858
1175,-13.603,4.74185,1309.08,-1322.69,-66.9427,71.6846,1309.08,-1322.69,-66.9427,71.6846
1184,-5.79308,4.74721,1315.74,-1321.54,-59.4217,64.1689,1315.74,-1321.54,-59.4217,64.1689
1193,-2.23866,4.74481,1316.28,-1318.52,-51.321,56.0659,1316.28,-1318.52,-51.321,56.0659
1202,0.797025,4.7253,1310.22,-1309.43,-42.8285,47.5538,1310.22,-1309.43,-42.8285,47.5538
1211,6.31648,4.72687,1297.44,-1291.13,-34.1594,38.8863,1297.44,-1291.13,-34.1594,38.8863
1220,11.2854,4.71292,1278.58,-1267.29,-25.6484,30.3613,1278.58,-1267.29,-25.6484,30.3613
1229,0.795071,4.6956,1254.28,-1253.48,-17.6029,22.2985,1254.28,-1253.48,-17.6029,22.2985
1238,-1.70669,4.68121,1225.13,-1226.84,-10.2704,14.9516,1225.13,-1226.84,-10.2704,14.9516
1247,6.50815,4.66204,1191.56,-1185.05,-3.86076,8.5228,1191.56,-1185.05,-3.86076,8.5228
1256,-5.07351,4.64301,1153.86,-1158.94,1.45989,3.18311,1153.86,-1158.94,1.45989,3.18311
1265,-10.6252,4.6433,1113.1,-1123.73,5.59667,-0.953368,1113.1,-1123.73,5.59667,-0.953368
1274,-6.18903,4.64621,1070.63,-1076.82,8.49363,-3.84743,1070.63,-1076.82,8.49363,-3.84743
1283,-25.4341,4.64925,1027.62,-1053.06,10.1116,-5.46236,1027.62,-1053.06,10.1116,-5.46236
1292,-27.8221,4.68062,985.037,-1012.86,10.4151,-5.73449,985.037,-1012.86,10.4151,-5.73449
1301,-31.3034,4.71052,943.641,-974.945,9.36847,-4.65795,943.641,-974.945,9.36847,-4.65795
1310,-45.6622,4.754,904.104,-949.766,6.99102,-2.23702,904.104,-949.766,6.99102,-2.23702
1319,-45.3274,4.80825,867.244,-912.572,3.48719,1.32105,867.244,-912.572,3.48719,1.32105
1328,-52.8192,4.88084,833.793,-886.612,-0.930872,5.81171,833.793,-886.612,-0.930872,5.81171
1337,-50.5695,4.94053,804.351,-854.92,-6.08382,11.0244,804.351,-854.92,-6.08382,11.0244
1346,-57.1386,5.02014,779.425,-836.564,-11.8309,16.8511,779.425,-836.564,-11.8309,16.8511
1355,-65.5484,5.09858,759.432,-824.981,-18.0626,23.1612,759.432,-824.981,-18.0626,23.1612
1364,-62.1891,5.18877,744.404,-806.593,-24.5852,29.7739,744.404,-806.593,-24.5852,29.7739
1373,-56.4015,5.26685,734.006,-790.408,-31.1211,36.388,734.006,-790.408,-31.1211,36.388
1382,-47.5995,5.35616,727.931,-775.531,-37.4345,42.7907,727.931,-775.531,-37.4345,42.7907
1391,-66.4348,5.43165,725.915,-792.35,-43.3235,48.7551,725.915,-792.35,-43.3235,48.7551
1400,-61.3485,5.50284,727.839,-789.187,-48.6343,54.1372,727.839,-789.187,-48.6343,54.1372
1409,-54.6345,5.58661,733.468,-788.103,-53.2366,58.8232,733.468,-788.103,-53.2366,58.8232
1418,-52.4991,5.64958,741.909,-794.408,-57.0242,62.6738,741.909,-794.408,-57.0242,62.6738
1427,-38.2634,5.711,752.265,-790.528,-59.9175,65.6285,752.265,-790.528,-59.9175,65.6285
1436,-40.2416,5.76996,763.749,-803.99,-61.8426,67.6125,763.749,-803.99,-61.8426,67.6125
1445,-37.8014,5.8157,775.708,-813.509,-62.7313,68.547,775.708,-813.509,-62.7313,68.547
1454,-26.0106,5.86951,787.619,-813.63,-62.5163,68.3858,787.619,-813.63,-62.5163,68.3858
1463,-21.7373,5.89555,798.959,-820.697,-61.2304,67.1259,798.959,-820.697,-61.2304,67.1259
1472,-9.44394,5.92635,808.993,-818.437,-59.0064,64.9328,808.993,-818.437,-59.0064,64.9328
1481,2.7698,5.94032,817.088,-814.319,-55.9658,61.9062,817.088,-814.319,-55.9658,61.9062
1490,-4.9052,5.96382,822.739,-827.644,-52.204,58.1679,822.739,-827.644,-52.204,58.1679
1499,-1.96257,5.96569,825.448,-827.411,-47.7873,53.753,825.448,-827.411,-47.7873,53.753
1512,7.47919,4.24961,823.478,-815.999,-40.4096,44.6592,823.478,-815.999,-40.4096,44.6592
1529,9.37829,4.25685,810.551,-801.173,-29.872,34.1288,810.551,-801.173,-29.872,34.1288
1546,10.0139,4.26606,786.217,-776.203,-19.4183,23.6843,786.217,-776.203,-19.4183,23.6843
1563,-0.414165,4.27373,750.522,-750.936,-9.90216,14.1759,750.522,-750.936,-9.90216,14.1759
1580,-1.86885,4.30843,706.352,-708.221,-2.05961,6.36804,706.352,-708.221,-2.05961,6.36804
1597,-9.9112,4.35741,657.247,-667.158,3.48043,0.876974,657.247,-667.158,3.48043,0.876974
1614,-9.49197,4.42721,605.608,-615.1,6.24274,-1.81553,605.608,-615.1,6.24274,-1.81553
1631,-25.3687,4.52612,554.875,-580.244,6.39407,-1.86794,554.875,-580.244,6.39407,-1.86794
1648,-22.7408,4.65805,508.377,-531.118,4.22403,0.434023,508.377,-531.118,4.22403,0.434023
1665,-25.4964,4.81384,468.52,-494.016,-0.0770023,4.89084,468.52,-494.016,-0.0770023,4.89084
1682,-29.9275,4.97777,436.377,-466.305,-5.72541,10.7032,436.377,-466.305,-5.72541,10.7032
1699,-26.1074,5.16257,412.728,-438.835,-11.9367,17.0992,412.728,-438.835,-11.9367,17.0992
1716,-22.1731,5.34441,398.117,-420.29,-18.1444,23.4888,398.117,-420.29,-18.1444,23.4888
1733,-28.2166,5.53669,390.873,-419.089,-23.7055,29.2422,390.873,-419.089,-23.7055,29.2422
1750,-22.2324,5.71943,389.321,-411.553,-28.0309,33.7503,389.321,-411.553,-28.0309,33.7503
1767,-13.1588,5.89723,392.193,-405.351,-30.7049,36.6021,392.193,-405.351,-30.7049,36.6021
1784,-11.8144,6.08293,397.006,-408.821,-31.7249,37.8079,397.006,-408.821,-31.7249,37.8079
1801,-8.0874,6.23669,401.505,-409.592,-31.0817,37.3184,401.505,-409.592,-31.0817,37.3184
1818,-0.976027,6.42867,404.034,-405.01,-28.7991,35.2277,404.034,-405.01,-28.7991,35.2277
1835,-4.91613,6.60655,403.498,-408.414,-25.3928,31.9993,403.498,-408.414,-25.3928,31.9993
1852,1.81527,6.80151,398.847,-397.032,-21.2949,28.0964,398.847,-397.032,-21.2949,28.0964
1869,-4.78882,6.99482,389.413,-394.202,-16.8485,23.8433,389.413,-394.202,-16.8485,23.8433
1886,1.66045,7.22323,376.071,-374.411,-12.5619,19.7851,376.071,-374.411,-12.5619,19.7851
1903,-11.107,7.48368,359.391,-370.498,-8.88437,16.3681,359.391,-370.498,-8.88437,16.3681
1920,-8.76494,7.7701,339.963,-348.728,-6.1209,13.891,339.963,-348.728,-6.1209,13.891
1937,-13.224,8.06156,319.441,-332.665,-4.36601,12.4276,319.441,-332.665,-4.36601,12.4276
1954,-5.86213,8.37766,299.168,-305.03,-3.75288,12.1305,299.168,-305.03,-3.75288,12.1305
1971,-28.0519,8.73154,280.137,-308.189,-4.30049,13.032,280.137,-308.189,-4.30049,13.032
1988,-27.8392,9.11875,263.265,-291.104,-5.70173,14.8205,263.265,-291.104,-5.70173,14.8205
32,0.0643557,0.038095,1139.75,-1139.69,1.77296,-1.73487,1139.75,-1139.69,1.77296,-1.73487
37,0.0649424,0.0382651,1240.11,-1240.04,1.71351,-1.67524,1240.11,-1240.04,1.71351,-1.67524
42,0.0699042,0.0395151,1347.3,-1347.23,1.40368,-1.36417,1347.3,-1347.23,1.40368,-1.36417
47,0.141281,0.041839,1459.69,-1459.55,0.834278,-0.792439,1459.69,-1459.55,0.834278,-0.792439
52,0.146964,0.0449488,1577.73,-1577.59,-0.0480535,0.0930023,1577.73,-1577.59,-0.0480535,0.0930023
57,0.193005,0.0487204,1700.71,-1700.51,-1.24263,1.29135,1700.71,-1700.51,-1.24263,1.29135
62,0.296409,0.052946,1829.58,-1829.29,-2.77158,2.82453,1829.58,-1829.29,-2.77158,2.82453
67,0.331388,0.0577864,1964.09,-1963.76,-4.62161,4.6794,1964.09,-1963.76,-4.62161,4.6794
72,0.356963,0.0629367,2103.81,-2103.45,-6.78598,6.84891,2103.81,-2103.45,-6.78598,6.84891
77,0.448396,0.0685223,2250.53,-2250.08,-9.25455,9.32307,2250.53,-2250.08,-9.25455,9.32307
82,0.522364,0.0741419,2403.19,-2402.67,-11.9884,12.0625,2403.19,-2402.67,-11.9884,12.0625
87,0.489592,0.0797743,2561.7,-2561.21,-14.951,15.0308,2561.7,-2561.21,-14.951,15.0308
92,0.789127,0.0854591,2725.41,-2724.62,-18.0971,18.1825,2725.41,-2724.62,-18.0971,18.1825
97,0.57472,0.0909925,2894.27,-2893.69,-21.3773,21.4683,2894.27,-2893.69,-21.3773,21.4683
104,0.830793,0.0715857,3139.82,-3138.99,-26.1011,26.1727,3139.82,-3138.99,-26.1011,26.1727
113,0.924375,0.0778543,3469.64,-3468.72,-32.1595,32.2373,3469.64,-3468.72,-32.1595,32.2373
122,1.11192,0.0832173,3811.44,-3810.33,-37.8432,37.9264,3811.44,-3810.33,-37.8432,37.9264
131,1.10666,0.0873743,4159.49,-4158.39,-42.7536,42.8409,4159.49,-4158.39,-42.7536,42.8409
140,1.09668,0.0908116,4507.75,-4506.65,-46.5117,46.6026,4507.75,-4506.65,-46.5117,46.6026
149,1.00578,0.0931316,4851.24,-4850.24,-48.7801,48.8732,4851.24,-4850.24,-48.7801,48.8732
158,1.07943,0.0947803,5183.12,-5182.04,-49.2619,49.3567,5183.12,-5182.04,-49.2619,49.3567
167,0.855441,0.0960544,5497.1,-5496.24,-47.716,47.812,5497.1,-5496.24,-47.716,47.812
176,0.96559,0.097314,5785.49,-5784.52,-43.9747,44.072,5785.49,-5784.52,-43.9747,44.072
185,0.835251,0.099276,6041.66,-6040.83,-37.9628,38.062,6041.66,-6040.83,-37.9628,38.062
194,0.793541,0.10222,6259.81,-6259.01,-29.6849,29.7871,6259.81,-6259.01,-29.6849,29.7871
203,0.694054,0.10671,6435.17,-6434.48,-19.2431,19.3498,6435.17,-6434.48,-19.2431,19.3498
212,0.877642,0.113639,6562.73,-6561.85,-6.83821,6.95185,6562.73,-6561.85,-6.83821,6.95185
221,0.874199,0.122676,6640.17,-6639.29,7.2284,-7.10573,6640.17,-6639.29,7.2284,-7.10573
230,1.23818,0.134981,6665.42,-6664.18,22.5867,-22.4517,6665.42,-6664.18,22.5867,-22.4517
239,1.78071,0.150693,6637.77,-6635.99,38.8156,-38.665,6637.77,-6635.99,38.8156,-38.665
248,2.10983,0.170457,6557.91,-6555.8,55.4581,-55.2876,6557.91,-6555.8,55.4581,-55.2876
257,3.13386,0.194437,6427.89,-6424.76,72.0326,-71.8382,6427.89,-6424.76,72.0326,-71.8382
266,3.86066,0.222911,6250.92,-6247.06,87.9779,-87.755,6250.92,-6247.06,87.9779,-87.755
275,5.31265,0.254935,6032.2,-6026.89,102.737,-102.482,6032.2,-6026.89,102.737,-102.482
284,5.82483,0.291107,5776.94,-5771.12,115.796,-115.505,5776.94,-5771.12,115.796,-115.505
293,8.21385,0.330528,5491.35,-5483.14,126.714,-126.383,5491.35,-5483.14,126.714,-126.383
302,9.31107,0.371814,5181.54,-5172.23,135.12,-134.748,5181.54,-5172.23,135.12,-134.748
311,10.9594,0.414569,4854.61,-4843.65,140.727,-140.312,4854.61,-4843.65,140.727,-140.312
320,12.6384,0.456766,4518.84,-4506.2,143.275,-142.818,4518.84,-4506.2,143.275,-142.818
329,15.1816,0.499415,4182.2,-4167.01,142.603,-142.104,4182.2,-4167.01,142.603,-142.104
338,16.0657,0.539085,3852.05,-3835.98,138.658,-138.119,3852.05,-3835.98,138.658,-138.119
347,16.2208,0.576431,3534.96,-3518.74,131.505,-130.929,3534.96,-3518.74,131.505,-130.929
356,18.6902,0.610392,3236.26,-3217.57,121.274,-120.664,3236.26,-3217.57,121.274,-120.664
365,18.5056,0.636093,2961.86,-2943.35,108.289,-107.653,2961.86,-2943.35,108.289,-107.653
374,21.0827,0.658654,2716.67,-2695.59,92.9368,-92.2782,2716.67,-2695.59,92.9368,-92.2782
383,21.4257,0.67476,2504.53,-2483.1,75.6722,-74.9974,2504.53,-2483.1,75.6722,-74.9974
392,22.3593,0.684796,2328.13,-2305.77,56.9605,-56.2757,2328.13,-2305.77,56.9605,-56.2757
401,21.1747,0.685442,2188.87,-2167.69,37.2909,-36.6055,2188.87,-2167.69,37.2909,-36.6055
410,21.0336,0.682149,2087.2,-2066.17,17.1865,-16.5043,2087.2,-2066.17,17.1865,-16.5043
419,19.2941,0.673185,2021.88,-2002.59,-2.69048,3.36367,2021.88,-2002.59,-2.69048,3.36367
428,19.1288,0.658485,1991.13,-1972,-21.7084,22.3669,1991.13,-1972,-21.7084,22.3669
437,19.3346,0.641241,1992.21,-1972.87,-39.3238,39.965,1992.21,-1972.87,-39.3238,39.965
446,17.3252,0.6202,2022.26,-2004.94,-55.0734,55.6936,2022.26,-2004.94,-55.0734,55.6936
455,15.4382,0.59887,2077.75,-2062.31,-68.5894,69.1883,2077.75,-2062.31,-68.5894,69.1883
464,14.5813,0.578017,2153.91,-2139.33,-79.5261,80.1041,2153.91,-2139.33,-79.5261,80.1041
473,11.5893,0.559745,2245.36,-2233.77,-87.6153,88.175,2245.36,-2233.77,-87.6153,88.175
482,11.4556,0.542703,2346.44,-2334.98,-92.6681,93.2108,2346.44,-2334.98,-92.6681,93.2108
491,10.3049,0.531351,2452.27,-2441.96,-94.6084,95.1397,2452.27,-2441.96,-94.6084,95.1397
500,8.30294,0.523469,2558.44,-2550.13,-93.4539,93.9773,2558.44,-2550.13,-93.4539,93.9773
509,8.22746,0.446077,2660.68,-2652.46,-89.3313,89.7774,2660.68,-2652.46,-89.3313,89.7774
518,7.35097,0.446632,2754.84,-2747.49,-82.5613,83.008,2754.84,-2747.49,-82.5613,83.008
527,6.50428,0.45506,2836.62,-2830.11,-73.5261,73.9812,2836.62,-2830.11,-73.5261,73.9812
536,6.71246,0.470504,2902.84,-2896.13,-62.6285,63.0991,2902.84,-2896.13,-62.6285,63.0991
545,8.58876,0.493221,2951.24,-2942.65,-50.2923,50.7855,2951.24,-2942.65,-50.2923,50.7855
554,8.51755,0.5237,2980.22,-2971.7,-36.915,37.4387,2980.22,-2971.7,-36.915,37.4387
563,10.6431,0.560376,2989.28,-2978.63,-23.0267,23.5871,2989.28,-2978.63,-23.0267,23.5871
572,11.8913,0.602078,2978.62,-2966.72,-9.29182,9.8939,2978.62,-2966.72,-9.29182,9.8939
581,15.4975,0.651853,2948.94,-2933.44,3.70677,-3.05491,2948.94,-2933.44,3.70677,-3.05491
590,15.2827,0.704869,2901.76,-2886.48,15.4697,-14.7649,2901.76,-2886.48,15.4697,-14.7649
599,18.225,0.760114,2838.54,-2820.32,25.5801,-24.82,2838.54,-2820.32,25.5801,-24.82
608,22.1034,0.81962,2761.01,-2738.91,33.709,-32.8894,2761.01,-2738.91,33.709,-32.8894
617,25.8934,0.876712,2672.55,-2646.65,39.5208,-38.644,2672.55,-2646.65,39.5208,-38.644
626,25.9867,0.932242,2577.09,-2551.11,42.7553,-41.8231,2577.09,-2551.11,42.7553,-41.8231
635,30.1719,0.989552,2478.2,-2448.03,43.2407,-42.2512,2478.2,-2448.03,43.2407,-42.2512
644,32.9222,1.03921,2378.99,-2346.07,40.8908,-39.8516,2378.99,-2346.07,40.8908,-39.8516
653,32.8238,1.08084,2282.06,-2249.24,35.704,-34.6232,2282.06,-2249.24,35.704,-34.6232
662,34.7378,1.12164,2190.26,-2155.52,27.8275,-26.7058,2190.26,-2155.52,27.8275,-26.7058
671,36.3808,1.15221,2106.92,-2070.53,17.5813,-16.4291,2106.92,-2070.53,17.5813,-16.4291
680,36.6042,1.1771,2034.84,-1998.23,5.31895,-4.14186,2034.84,-1998.23,5.31895,-4.14186
689,38.1163,1.18917,1976.14,-1938.02,-8.58925,9.77842,1976.14,-1938.02,-8.58925,9.77842
698,38.9399,1.198,1932.44,-1893.5,-23.8042,25.0022,1932.44,-1893.5,-23.8042,25.0022
707,36.5131,1.20156,1904.65,-1868.14,-39.9706,41.1721,1904.65,-1868.14,-39.9706,41.1721
716,36.4293,1.19521,1892.87,-1856.44,-56.5202,57.7155,1892.87,-1856.44,-56.5202,57.7155
725,33.4393,1.1853,1896.62,-1863.18,-72.8091,73.9945,1896.62,-1863.18,-72.8091,73.9945
734,32.2593,1.17009,1915.48,-1883.22,-88.3118,89.4819,1915.48,-1883.22,-88.3118,89.4819
743,27.6853,1.15603,1948.52,-1920.84,-102.554,103.71,1948.52,-1920.84,-102.554,103.71
752,27.3087,1.13679,1994.5,-1967.19,-115.164,116.3,1994.5,-1967.19,-115.164,116.3
761,24.6929,1.12169,2051.7,-2027.01,-125.824,126.946,2051.7,-2027.01,-125.824,126.946
770,21.1035,1.10542,2117.3,-2096.19,-134.168,135.274,2117.3,-2096.19,-134.168,135.274
779,19.3843,1.0959,2187.76,-2168.38,-139.891,140.987,2187.76,-2168.38,-139.891,140.987
788,19.3659,1.08822,2260.81,-2241.44,-142.835,143.923,2260.81,-2241.44,-142.835,143.923
797,17.3212,1.0824,2333.58,-2316.26,-142.832,143.914,2333.58,-2316.26,-142.832,143.914
806,16.1542,1.08845,2404.42,-2388.27,-139.898,140.986,2404.42,-2388.27,-139.898,140.986
815,14.1638,1.09478,2470.22,-2456.05,-134.129,135.224,2470.22,-2456.05,-134.129,135.224
824,12.1229,1.1113,2528.47,-2516.35,-125.817,126.928,2528.47,-2516.35,-125.817,126.928
833,11.6282,1.13708,2576.38,-2564.75,-115.21,116.347,2576.38,-2564.75,-115.21,116.347
842,13.3085,1.17059,2612.19,-2598.88,-102.601,103.771,2612.19,-2598.88,-102.601,103.771
851,13.0309,1.20586,2634.56,-2621.53,-88.2533,89.4591,2634.56,-2621.53,-88.2533,89.4591
