Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_LambdaCDM,residual_LambdaCDM
sn1999ac,0.01006,33.326159,0.174566,47.407375,-14.081216,47.407375,-14.081216
sn2004s,0.010291,33.372062,0.173593,47.456907,-14.084845,47.456907,-14.084845
sn1997do,0.01055,33.493014,0.17309,47.511143,-14.018129,47.511143,-14.018129
sn2002dp,0.010888,33.645204,0.169021,47.579963,-13.93476,47.579963,-13.93476
sn2006bh,0.011184,33.669922,0.166533,47.638508,-13.968585,47.638508,-13.968585
sn2005al,0.012317,34.294158,0.16145,47.84919,-13.555033,47.84919,-13.555033
sn2001ep,0.013324,33.906604,0.158624,48.020853,-14.114249,48.020853,-14.114249
sn1999dq,0.013533,33.720058,0.158393,48.054861,-14.334803,48.054861,-14.334803
sn2002ha,0.013652,34.091038,0.157774,48.073992,-13.982954,48.073992,-13.982954
sn2001bt,0.014151,33.956815,0.157186,48.152448,-14.195633,48.152448,-14.195633
sn1997e,0.014256,34.107223,0.1564,48.168606,-14.061384,48.168606,-14.061384
sn1992al,0.014411,34.087975,0.156643,48.192244,-14.104269,48.192244,-14.104269
sn1999dk,0.01444,33.987297,0.157099,48.196639,-14.209341,48.196639,-14.209341
sn2005bo,0.014467,34.138903,0.154784,48.200722,-14.061819,48.200722,-14.061819
sn2001fe,0.014575,34.270406,0.155333,48.216981,-13.946575,48.216981,-13.946575
sn2006n,0.0147,34.33758,0.155008,48.23565,-13.89807,48.23565,-13.89807
sn2005kc,0.01496,34.231351,0.153548,48.273983,-14.042631,48.273983,-14.042631
sn2005el,0.015154,34.357711,0.153758,48.302156,-13.944445,48.302156,-13.944445
sn2004eo,0.015469,34.072352,0.153515,48.347147,-14.274795,48.347147,-14.274795
sn2001en,0.015482,34.246778,0.154168,48.348984,-14.102205,48.348984,-14.102205
sn2001cn,0.015487,34.107353,0.153742,48.34969,-14.242337,48.34969,-14.242337
sn2001bf,0.015504,34.190252,0.153374,48.352089,-14.161837,48.352089,-14.161837
