ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,1236.49,-139.478,2.38313,-0.870889,0.0330589,0.0312968,1236.49,-139.478,2.38313,-0.870889,0.0330589,0.0312968
37,1180.26,3.11711,0.0649424,1329.56,-149.297,2.38678,0.730329,0.0544252,0.0105172,1329.56,-149.297,2.38678,0.730329,0.0544252,0.0105172
42,1426.97,0.820244,0.0699042,1427.69,-0.720499,2.07311,-1.25286,0.0834631,-0.0135589,1427.69,-0.720499,2.07311,-1.25286,0.0834631,-0.0135589
47,1364.66,1.07013,0.141281,1529.78,-165.119,1.45051,-0.380384,0.120893,0.0203875,1529.78,-165.119,1.45051,-0.380384,0.120893,0.0203875
52,1329.06,1.08312,0.146964,1636.62,-307.562,0.432929,0.650189,0.167273,-0.0203088,1636.62,-307.562,0.432929,0.650189,0.167273,-0.0203088
57,1607.2,-3.82399,0.193005,1748.09,-140.892,-0.965104,-2.85889,0.222886,-0.0298814,1748.09,-140.892,-0.965104,-2.85889,0.222886,-0.0298814
62,1663.41,-4.29778,0.296409,1865.58,-202.165,-2.77191,-1.52587,0.287548,0.00886028,1865.58,-202.165,-2.77191,-1.52587,0.287548,0.00886028
67,1838.4,-2.04066,0.331388,1988.85,-150.447,-4.98,2.93933,0.360812,-0.0294239,1988.85,-150.447,-4.98,2.93933,0.360812,-0.0294239
72,1974.24,-8.54866,0.356963,2118.22,-143.976,-7.56047,-0.988198,0.441768,-0.0848043,2118.22,-143.976,-7.56047,-0.988198,0.441768,-0.0848043
77,1765.67,-7.23417,0.448396,2255.19,-489.517,-10.5128,3.27865,0.529321,-0.080925,2255.19,-489.517,-10.5128,3.27865,0.529321,-0.080925
82,2168.04,-9.89267,0.522364,2399.08,-231.043,-13.7884,3.89575,0.621927,-0.0995637,2399.08,-231.043,-13.7884,3.89575,0.621927,-0.0995637
87,2330.99,-12.7208,0.489592,2550.62,-219.629,-17.3364,4.61556,0.717831,-0.228239,2550.62,-219.629,-17.3364,4.61556,0.717831,-0.228239
92,2446.65,-19.2047,0.789127,2708.31,-261.661,-21.0908,1.88609,0.815096,-0.0259697,2708.31,-261.661,-21.0908,1.88609,0.815096,-0.0259697
97,2484.46,-19.0476,0.57472,2872.58,-388.12,-24.9972,5.94966,0.911577,-0.336857,2872.58,-388.12,-24.9972,5.94966,0.911577,-0.336857
104,2951.15,-28.1287,0.830793,3113.44,-162.288,-30.594,2.46526,1.04109,-0.210297,3113.44,-162.288,-30.594,2.46526,1.04109,-0.210297
113,3221.96,-31.7919,0.924375,3438.6,-216.641,-37.6938,5.90183,1.18917,-0.2648,3438.6,-216.641,-37.6938,5.90183,1.18917,-0.2648
