Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
04D1pc,0.768587,43.5354,0.097274,43.449438,0.085961793,43.521485,0.01391546
05D4bi,0.773081,43.930271,0.098805,43.464342,0.46592972,43.536639,0.39363263
04D1jd,0.776594,43.408996,0.098366,43.475933,-0.066937579,43.548429,-0.13943279
05D4cs,0.78806,43.810039,0.096033,43.513416,0.29662293,43.586571,0.22346847
03D4fd,0.789054,43.763946,0.099608,43.516641,0.24730563,43.589853,0.17409312
04D1ks,0.796552,43.234542,0.098413,43.540837,-0.30629436,43.614492,-0.37994925
03D1fq,0.798566,43.835978,0.101777,43.547298,0.28867997,43.621073,0.21490491
05D3dh,0.800697,43.146173,0.098997,43.554118,-0.40794488,43.628021,-0.48184771
05D3ha,0.805695,43.391627,0.106396,43.570044,-0.17841689,43.644248,-0.25262185
05D3cx,0.805696,43.79671,0.09721,43.570047,0.22666363,43.644252,0.15245861
05D4gw,0.806041,43.654389,0.105158,43.571142,0.083246415,43.645368,0.0090204154
05D4dy,0.808048,44.242281,0.101592,43.577508,0.66477337,43.651856,0.590425
04D4dm,0.809032,43.649176,0.101626,43.580623,0.068553037,43.655032,-0.0058555394
04D3ny,0.81072,43.569519,0.105587,43.585959,-0.016439366,43.660471,-0.090951516
04D3mk,0.813696,44.015091,0.099177,43.595339,0.41975174,43.670034,0.34505605
04D3nc,0.817732,43.996186,0.101608,43.608007,0.38817949,43.682953,0.31323301
06D2ce,0.822103,43.785247,0.104677,43.621658,0.16358885,43.696879,0.08836833
04D3lu,0.822697,43.981531,0.100111,43.623508,0.35802348,43.698766,0.28276552
05D1cl,0.828528,44.190985,0.100853,43.641596,0.5493889,43.717224,0.47376105
05D4fg,0.837004,44.018206,0.100539,43.66767,0.35053584,43.743843,0.27436256
04D2al,0.838126,43.734229,0.113632,43.671102,0.063127175,43.747348,-0.013118988
Elvis,0.839734,43.711872,0.112754,43.676013,0.035859004,43.752364,-0.04049188
05D4hn,0.840005,43.446447,0.103903,43.67684,-0.23039299,43.753208,-0.30676156
05D1az,0.840522,43.855269,0.101288,43.678416,0.17685318,43.754819,0.10045086
06D2ga,0.842123,43.94378,0.112024,43.683292,0.26048729,43.759799,0.18398024
06D4ce,0.847985,44.080784,0.110575,43.701069,0.37971458,43.777962,0.30282133
04D1hy,0.848509,43.924633,0.10052,43.702652,0.22198045,43.77958,0.14505247
05D3kp,0.850729,44.067234,0.098855,43.709349,0.35788497,43.786424,0.28080951
05D4dw,0.852994,43.804525,0.101921,43.716164,0.088360893,43.793391,0.011134345
05D1er,0.858507,43.747093,0.106173,43.732678,0.014414786,43.810275,-0.063182067
04D1ff,0.858513,43.501937,0.101579,43.732696,-0.23075883,43.810293,-0.30835609
05D1iz,0.858516,44.31285,0.11645,43.732705,0.58014527,43.810303,0.50254781
04D4ii,0.863978,43.906142,0.1039,43.748965,0.15717768,43.826932,0.079209803
05D1em,0.864497,44.048877,0.102986,43.750504,0.29837308,43.828508,0.22036982
03D1ew,0.866494,43.902509,0.106037,43.75642,0.1460887,43.83456,0.067949029
05D2nn,0.872152,44.231164,0.119167,43.77311,0.45805394,43.851639,0.37952527
04D4bk,0.877971,44.221949,0.103099,43.790165,0.43178404,43.869098,0.35285153
05D3cq,0.890729,44.06375,0.103551,43.827174,0.23657587,43.907005,0.15674479
05D2by,0.893183,44.147398,0.106138,43.834233,0.31316549,43.914239,0.23315954
03D4di,0.896944,44.097911,0.109618,43.845015,0.25289606,43.92529,0.17262086
05D3ht,0.901736,44.313219,0.111342,43.858688,0.4545307,43.939309,0.37391028
04D3gx,0.910752,44.343432,0.112202,43.884223,0.45920891,43.965499,0.37793249
04D1ow,0.913473,44.136085,0.104751,43.89188,0.24420469,43.973356,0.16272867
05D2bw,0.92221,44.065799,0.117626,43.916318,0.14948117,43.99844,0.067359186
05D2ay,0.922221,43.82013,0.117413,43.916349,-0.09621841,43.998471,-0.17834122
03D4cy,0.924917,44.305059,0.125384,43.923844,0.38121547,44.006167,0.29889181
05D2ob,0.92622,44.095907,0.111056,43.927458,0.16844886,44.009879,0.086027868
04D4jy,0.927909,44.425781,0.121275,43.932136,0.49364506,44.014684,0.41109766
04D4ih,0.931901,44.405891,0.111047,43.94316,0.46273125,44.026007,0.37988399
06D2cd,0.932229,44.039882,0.130385,43.944064,0.09581819,44.026936,0.012946217
04D4hf,0.9339,44.112115,0.126556,43.948663,0.16345282,44.031661,0.080454823
Vilas,0.935774,43.868539,0.119916,43.953811,-0.08527125,44.03695,-0.1684109
05D3la,0.936755,44.086896,0.108686,43.956502,0.13039417,44.039715,0.04718023
03D4cx,0.94689,43.571182,0.115036,43.984141,-0.41295911,44.068128,-0.49694578
04D1pd,0.948455,43.874948,0.112213,43.988383,-0.11343526,44.07249,-0.1975421
04D3ml,0.950763,44.48579,0.112327,43.994626,0.49116336,44.078911,0.4068789
04D4jw,0.958871,44.594812,0.125337,44.016442,0.57836992,44.101354,0.49345764
05D3km,0.96074,44.564697,0.112338,44.021445,0.54325184,44.106503,0.45819402
04D3nr,0.960751,43.831189,0.116274,44.021475,-0.19028556,44.106533,-0.27534424
Patuxent,0.970782,44.981973,0.118744,44.048164,0.93380946,44.134009,0.84796438
Ombo,0.97423,44.440738,0.118033,44.057275,0.38346329,44.143392,0.2973459
05D2my,0.98328,44.24164,0.114718,44.081039,0.16060101,44.167876,0.073764119
04D1rx,0.983407,44.45169,0.114131,44.081371,0.37031904,44.168218,0.283472
04D3lp,0.983777,44.059273,0.14188,44.082338,-0.023064703,44.169214,-0.10994131
04D1iv,0.99639,44.502238,0.112483,44.115085,0.38715262,44.202976,0.29926149
06D4cl,0.997826,44.262545,0.115855,44.118787,0.14375718,44.206795,0.055749736
04D3dd,1.002795,44.48442,0.13731,44.131558,0.35286188,44.21997,0.2644507
Eagle,1.020807,44.629845,0.118836,44.177334,0.45251153,44.267224,0.36262095
04D4dw,1.0288,44.481966,0.1248,44.197392,0.28457334,44.287947,0.19401851
06D3en,1.060801,44.364937,0.132013,44.276186,0.088750542,44.369445,-0.0045087864
Gabi,1.12085,44.767999,0.121686,44.417889,0.35010944,44.516399,0.25159906
Lancaster,1.230892,45.06621,0.128558,44.659022,0.40718707,44.767641,0.29856901
Torngasek,1.265901,45.01046,0.128614,44.731249,0.27921154,44.843187,0.16727282
Aphrodite,1.299106,45.053559,0.128055,44.797932,0.25562644,44.913058,0.14050022
