ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_USMFv2_tt,residual_USMFv2_tt,Dl_USMFv2_te,residual_USMFv2_te,Dl_USMFv2_ee,residual_USMFv2_ee
32,1097.01,1.51224,0.0643557,1241.63,-144.614,2.39826,-0.886021,0.0337838,0.0305719,1364.75,-267.742,3.83106,-2.31882,0.0435018,0.0208539
37,1180.26,3.11711,0.0649424,1335.95,-155.682,2.39151,0.725593,0.0555747,0.00936767,1429.73,-249.47,4.22489,-1.10778,0.0726562,-0.00771384
42,1426.97,0.820244,0.0699042,1435.48,-8.50597,2.07677,-1.25653,0.0852233,-0.0153191,1492.83,-65.8611,4.34272,-3.52247,0.112471,-0.0425673
47,1364.66,1.07013,0.141281,1539.07,-174.407,1.4282,-0.358068,0.123456,0.017825,1554.73,-190.071,4.10352,-3.03339,0.163997,-0.0227162
52,1329.06,1.08312,0.146964,1647.62,-318.562,0.384064,0.699054,0.170861,-0.0238971,1615.52,-286.455,3.46495,-2.38184,0.228245,-0.0812809
57,1607.2,-3.82399,0.193005,1760.87,-153.676,-1.04466,-2.77933,0.227689,-0.0346842,1675.76,-68.5655,2.4504,-6.2744,0.305822,-0.112817
62,1663.41,-4.29778,0.296409,1880.33,-216.913,-2.89543,-1.40235,0.293782,0.00262715,1737.19,-73.7801,0.991349,-5.28913,0.396389,-0.0999802
67,1838.4,-2.04066,0.331388,2005.77,-167.363,-5.1485,3.10783,0.368687,-0.0372988,1800.51,37.8901,-0.947739,-1.09292,0.499658,-0.16827
72,1974.24,-8.54866,0.356963,2137.42,-163.182,-7.7875,-0.761164,0.45149,-0.0945264,1866.02,108.224,-3.32526,-5.2234,0.615263,-0.2583
77,1765.67,-7.23417,0.448396,2276.85,-511.179,-10.807,3.57285,0.541059,-0.0926629,1935.63,-169.957,-6.12101,-1.11316,0.741197,-0.292801
82,2168.04,-9.89267,0.522364,2423.3,-255.26,-14.1524,4.25971,0.635837,-0.113474,2008.82,159.214,-9.32515,-0.567516,0.875846,-0.353482
87,2330.99,-12.7208,0.489592,2577.63,-246.636,-17.7786,5.05783,0.734051,-0.244459,2087.43,243.568,-12.909,0.188178,1.01709,-0.527499
92,2446.65,-19.2047,0.789127,2738.22,-291.572,-21.6184,2.41376,0.83372,-0.0445933,2170.47,276.179,-16.799,-2.40573,1.16235,-0.373221
97,2484.46,-19.0476,0.57472,2905.54,-421.078,-25.6161,6.56854,0.932655,-0.357935,2258.64,225.819,-20.9427,1.89514,1.30887,-0.734153
104,2951.15,-28.1287,0.830793,3150.79,-199.64,-31.3473,3.21865,1.06561,-0.234812,2390.94,560.216,-27.0492,-1.07948,1.5104,-0.679611
