ell,Dl_obs,Dl_lcdm,residual_lcdm,Dl_LambdaCDM,residual_LambdaCDM
1400,-0.000196525,3.06303e-05,-0.000227155,3.06303e-05,-0.000227155
1409,-0.000172789,3.13043e-05,-0.000204094,3.13043e-05,-0.000204094
1418,-0.000163935,3.21017e-05,-0.000196037,3.21017e-05,-0.000196037
1427,-0.000117981,3.29873e-05,-0.000150968,3.29873e-05,-0.000150968
1436,-0.00012253,3.39289e-05,-0.000156459,3.39289e-05,-0.000156459
1445,-0.000113671,3.48983e-05,-0.00014857,3.48983e-05,-0.00014857
1454,-7.72509e-05,3.58718e-05,-0.000113123,3.58718e-05,-0.000113123
1463,-6.37677e-05,3.68252e-05,-0.000100593,3.68252e-05,-0.000100593
1472,-2.73667e-05,3.77244e-05,-6.50911e-05,3.77244e-05,-6.50911e-05
1481,7.92912e-06,3.85381e-05,-3.0609e-05,3.85381e-05,-3.0609e-05
1490,-1.38731e-05,3.924e-05,-5.31131e-05,3.924e-05,-5.31131e-05
1499,-5.48419e-06,3.98027e-05,-4.52869e-05,3.98027e-05,-4.52869e-05
1512,2.0542e-05,4.03276e-05,-1.97855e-05,4.03276e-05,-1.97855e-05
1529,2.51886e-05,4.04877e-05,-1.5299e-05,4.04877e-05,-1.5299e-05
1546,2.63077e-05,4.00415e-05,-1.37338e-05,4.00415e-05,-1.37338e-05
1563,-1.06453e-06,3.8964e-05,-4.00285e-05,3.8964e-05,-4.00285e-05
1580,-4.70073e-06,3.73779e-05,-4.20787e-05,3.73779e-05,-4.20787e-05
1597,-2.44019e-05,3.54532e-05,-5.98551e-05,3.54532e-05,-5.98551e-05
1614,-2.28802e-05,3.33123e-05,-5.61925e-05,3.33123e-05,-5.61925e-05
1631,-5.9883e-05,3.11409e-05,-9.10239e-05,3.11409e-05,-9.10239e-05
1648,-5.25783e-05,2.91318e-05,-8.17102e-05,2.91318e-05,-8.17102e-05
1665,-5.77524e-05,2.74386e-05,-8.5191e-05,2.74386e-05,-8.5191e-05
1682,-6.64263e-05,2.61415e-05,-9.25677e-05,2.61415e-05,-9.25677e-05
1699,-5.67938e-05,2.53063e-05,-8.21001e-05,2.53063e-05,-8.21001e-05
1716,-4.72846e-05,2.49882e-05,-7.22728e-05,2.49882e-05,-7.22728e-05
1733,-5.89979e-05,2.51048e-05,-8.41027e-05,2.51048e-05,-8.41027e-05
1750,-4.55871e-05,2.55655e-05,-7.11526e-05,2.55655e-05,-7.11526e-05
1767,-2.64652e-05,2.62993e-05,-5.27645e-05,2.62993e-05,-5.27645e-05
1784,-2.3311e-05,2.71525e-05,-5.04635e-05,2.71525e-05,-5.04635e-05
1801,-1.56574e-05,2.79755e-05,-4.3633e-05,2.79755e-05,-4.3633e-05
1818,-1.85445e-06,2.86507e-05,-3.05052e-05,2.86507e-05,-3.05052e-05
1835,-9.16841e-06,2.90969e-05,-3.82654e-05,2.90969e-05,-3.82654e-05
1852,3.32357e-06,2.92318e-05,-2.59082e-05,2.92318e-05,-2.59082e-05
1869,-8.60909e-06,2.89958e-05,-3.76049e-05,2.89958e-05,-3.76049e-05
1886,2.93152e-06,2.84431e-05,-2.55116e-05,2.84431e-05,-2.55116e-05
1903,-1.92607e-05,2.76092e-05,-4.68699e-05,2.76092e-05,-4.68699e-05
1920,-1.49314e-05,2.65333e-05,-4.14647e-05,2.65333e-05,-4.14647e-05
1937,-2.21339e-05,2.53384e-05,-4.74723e-05,2.53384e-05,-4.74723e-05
1954,-9.64193e-06,2.41311e-05,-3.3773e-05,2.41311e-05,-3.3773e-05
1971,-4.53471e-05,2.29952e-05,-6.83423e-05,2.29952e-05,-6.83423e-05
1988,-4.4237e-05,2.20087e-05,-6.62457e-05,2.20087e-05,-6.62457e-05
32,0.000382916,2.58031e-08,0.00038289,2.58031e-08,0.00038289
37,0.000290217,3.73925e-08,0.00029018,3.73925e-08,0.00029018
42,0.000243201,5.21979e-08,0.000243149,5.21979e-08,0.000243149
47,0.00039348,7.06588e-08,0.00039341,7.06588e-08,0.00039341
52,0.000335052,9.33158e-08,0.000334958,9.33158e-08,0.000334958
57,0.000366813,1.20686e-07,0.000366692,1.20686e-07,0.000366692
62,0.000476803,1.53419e-07,0.000476649,1.53419e-07,0.000476649
67,0.000457018,1.92133e-07,0.000456826,1.92133e-07,0.000456826
72,0.000426725,2.37451e-07,0.000426488,2.37451e-07,0.000426488
77,0.00046909,2.90284e-07,0.000468799,2.90284e-07,0.000468799
82,0.000482237,3.51293e-07,0.000481886,3.51293e-07,0.000481886
87,0.000401802,4.21259e-07,0.000401381,4.21259e-07,0.000401381
92,0.000579503,5.00894e-07,0.000579002,5.00894e-07,0.000579002
97,0.000379873,5.91017e-07,0.000379282,5.91017e-07,0.000379282
104,0.000478025,7.36567e-07,0.000477288,7.36567e-07,0.000477288
113,0.000450863,9.6021e-07,0.000449903,9.6021e-07,0.000449903
122,0.000465573,1.22871e-06,0.000464344,1.22871e-06,0.000464344
131,0.000402113,1.54513e-06,0.000400568,1.54513e-06,0.000400568
140,0.000349071,1.91142e-06,0.00034716,1.91142e-06,0.00034716
149,0.000282752,2.32883e-06,0.000280423,2.32883e-06,0.000280423
158,0.000269973,2.79637e-06,0.000267176,2.79637e-06,0.000267176
167,0.000191577,3.31158e-06,0.000188266,3.31158e-06,0.000188266
176,0.000194754,3.86915e-06,0.000190885,3.86915e-06,0.000190885
185,0.000152515,4.46203e-06,0.000148053,4.46203e-06,0.000148053
194,0.000131799,5.08133e-06,0.000126718,5.08133e-06,0.000126718
203,0.000105305,5.71665e-06,9.95879e-05,5.71665e-06,9.95879e-05
212,0.000122119,6.35502e-06,0.000115764,6.35502e-06,0.000115764
221,0.000111955,6.98379e-06,0.000104972,6.98379e-06,0.000104972
230,0.000146428,7.58878e-06,0.000138839,7.58878e-06,0.000138839
239,0.000195058,8.15574e-06,0.000186903,8.15574e-06,0.000186903
248,0.000214673,8.67089e-06,0.000206002,8.67089e-06,0.000206002
257,0.000296966,9.12159e-06,0.000287845,9.12159e-06,0.000287845
266,0.000341546,9.49679e-06,0.000332049,9.49679e-06,0.000332049
275,0.000439794,9.78896e-06,0.000430005,9.78896e-06,0.000430005
284,0.000452168,9.99194e-06,0.000442176,9.99194e-06,0.000442176
293,0.000599117,1.01029e-05,0.000589014,1.01029e-05,0.000589014
302,0.000639337,1.01209e-05,0.000629216,1.01209e-05,0.000629216
311,0.000709664,1.00493e-05,0.000699614,1.00493e-05,0.000699614
320,0.00077307,9.8972e-06,0.000763172,9.8972e-06,0.000763172
329,0.00087859,9.67649e-06,0.000868913,9.67649e-06,0.000868913
338,0.000880973,9.40169e-06,0.000871571,9.40169e-06,0.000871571
347,0.000844001,9.08908e-06,0.000834912,9.08908e-06,0.000834912
356,0.000924008,8.75528e-06,0.000915253,8.75528e-06,0.000915253
365,0.000870381,8.42173e-06,0.000861959,8.42173e-06,0.000861959
374,0.000944503,8.11053e-06,0.000936392,8.11053e-06,0.000936392
383,0.000915344,7.84364e-06,0.0009075,7.84364e-06,0.0009075
392,0.000911925,7.64225e-06,0.000904282,7.64225e-06,0.000904282
401,0.000825328,7.52523e-06,0.000817803,7.52523e-06,0.000817803
410,0.000784274,7.50978e-06,0.000776765,7.50978e-06,0.000776765
419,0.000688875,7.6075e-06,0.000681268,7.6075e-06,0.000681268
428,0.000654586,7.82786e-06,0.000646758,7.82786e-06,0.000646758
437,0.000634686,8.1759e-06,0.00062651,8.1759e-06,0.00062651
446,0.000546028,8.65497e-06,0.000537373,8.65497e-06,0.000537373
455,0.00046752,9.26389e-06,0.000458256,9.26389e-06,0.000458256
464,0.000424625,9.99417e-06,0.000414631,9.99417e-06,0.000414631
473,0.000324785,1.08313e-05,0.000313954,1.08313e-05,0.000313954
482,0.000309174,1.17561e-05,0.000297418,1.17561e-05,0.000297418
491,0.000268026,1.27492e-05,0.000255277,1.27492e-05,0.000255277
500,0.000208259,1.37904e-05,0.000194469,1.37904e-05,0.000194469
509,0.00019914,1.48568e-05,0.000184283,1.48568e-05,0.000184283
518,0.000171802,1.59233e-05,0.000155878,1.59233e-05,0.000155878
527,0.000146871,1.69604e-05,0.00012991,1.69604e-05,0.00012991
536,0.000146529,1.79422e-05,0.000128587,1.79422e-05,0.000128587
545,0.000181351,1.88453e-05,0.000162506,1.88453e-05,0.000162506
554,0.000174057,1.96489e-05,0.000154408,1.96489e-05,0.000154408
563,0.000210601,2.03379e-05,0.000190263,2.03379e-05,0.000190263
572,0.00022796,2.09014e-05,0.000207058,2.09014e-05,0.000207058
581,0.000287966,2.1332e-05,0.000266634,2.1332e-05,0.000266634
590,0.000275384,2.16287e-05,0.000253756,2.16287e-05,0.000253756
599,0.000318618,2.17911e-05,0.000296826,2.17911e-05,0.000296826
608,0.000375075,2.1822e-05,0.000353253,2.1822e-05,0.000353253
617,0.000426673,2.17388e-05,0.000404934,2.17388e-05,0.000404934
626,0.000415995,2.15664e-05,0.000394429,2.15664e-05,0.000394429
635,0.000469409,2.13301e-05,0.000448079,2.13301e-05,0.000448079
644,0.000497992,2.10546e-05,0.000476938,2.10546e-05,0.000476938
653,0.000482922,2.07631e-05,0.000462159,2.07631e-05,0.000462159
662,0.000497291,2.04832e-05,0.000476808,2.04832e-05,0.000476808
671,0.000506945,2.02501e-05,0.000486695,2.02501e-05,0.000486695
680,0.000496654,2.0097e-05,0.000476557,2.0097e-05,0.000476557
689,0.000503759,2.00532e-05,0.000483706,2.00532e-05,0.000483706
698,0.000501467,2.01453e-05,0.000481322,2.01453e-05,0.000481322
707,0.000458327,2.03942e-05,0.000437933,2.03942e-05,0.000437933
716,0.00044586,2.0813e-05,0.000425047,2.0813e-05,0.000425047
725,0.000399174,2.14087e-05,0.000377765,2.14087e-05,0.000377765
734,0.000375709,2.21881e-05,0.000353521,2.21881e-05,0.000353521
743,0.000314679,2.31523e-05,0.000291527,2.31523e-05,0.000291527
752,0.000303018,2.42975e-05,0.00027872,2.42975e-05,0.00027872
761,0.000267555,2.5613e-05,0.000241942,2.5613e-05,0.000241942
770,0.000223351,2.70726e-05,0.000196279,2.70726e-05,0.000196279
779,0.000200446,2.86376e-05,0.000171808,2.86376e-05,0.000171808
788,0.00019571,3.0282e-05,0.000165428,3.0282e-05,0.000165428
797,0.000171118,3.19691e-05,0.000139149,3.19691e-05,0.000139149
806,0.000156047,3.36754e-05,0.000122372,3.36754e-05,0.000122372
815,0.000133817,3.53552e-05,9.84619e-05,3.53552e-05,9.84619e-05
824,0.000112048,3.69685e-05,7.50794e-05,3.69685e-05,7.50794e-05
833,0.000105168,3.8467e-05,6.67006e-05,3.8467e-05,6.67006e-05
842,0.000117806,3.98152e-05,7.7991e-05,3.98152e-05,7.7991e-05
851,0.000112924,4.09812e-05,7.19427e-05,4.09812e-05,7.19427e-05
860,0.000130754,4.19323e-05,8.88216e-05,4.19323e-05,8.88216e-05
869,0.000136006,4.26589e-05,9.33476e-05,4.26589e-05,9.33476e-05
878,0.000142701,4.31383e-05,9.95628e-05,4.31383e-05,9.95628e-05
887,0.000175987,4.33656e-05,0.000132622,4.33656e-05,0.000132622
896,0.000189897,4.33268e-05,0.000146571,4.33268e-05,0.000146571
905,0.000178417,4.30164e-05,0.000135401,4.30164e-05,0.000135401
914,0.000218682,4.24528e-05,0.000176229,4.24528e-05,0.000176229
923,0.000231908,4.16654e-05,0.000190242,4.16654e-05,0.000190242
932,0.000255875,4.06838e-05,0.000215191,4.06838e-05,0.000215191
941,0.000265763,3.95393e-05,0.000226224,3.95393e-05,0.000226224
950,0.000257726,3.82572e-05,0.000219468,3.82572e-05,0.000219468
959,0.000268543,3.68662e-05,0.000231677,3.68662e-05,0.000231677
968,0.000270216,3.5416e-05,0.0002348,3.5416e-05,0.0002348
977,0.000265951,3.39578e-05,0.000231994,3.39578e-05,0.000231994
986,0.000249395,3.25374e-05,0.000216857,3.25374e-05,0.000216857
995,0.000268055,3.11967e-05,0.000236858,3.11967e-05,0.000236858
1004,0.000250048,2.99734e-05,0.000220074,2.99734e-05,0.000220074
1013,0.000282193,2.88954e-05,0.000253298,2.88954e-05,0.000253298
1022,0.000258315,2.79932e-05,0.000230321,2.79932e-05,0.000230321
1031,0.000231701,2.72892e-05,0.000204411,2.72892e-05,0.000204411
1040,0.000212136,2.68061e-05,0.00018533,2.68061e-05,0.00018533
1049,0.000204752,2.65589e-05,0.000178193,2.65589e-05,0.000178193
1058,0.000207739,2.65625e-05,0.000181177,2.65625e-05,0.000181177
1067,0.000157901,2.6803e-05,0.000131098,2.6803e-05,0.000131098
1076,0.000136536,2.72594e-05,0.000109277,2.72594e-05,0.000109277
1085,0.000111688,2.79103e-05,8.37782e-05,2.79103e-05,8.37782e-05
1094,0.000136322,2.87362e-05,0.000107586,2.87362e-05,0.000107586
1103,8.49004e-05,2.97222e-05,5.51782e-05,2.97222e-05,5.51782e-05
1112,7.99367e-05,3.0842e-05,4.90947e-05,3.0842e-05,4.90947e-05
1121,7.67559e-05,3.20484e-05,4.47075e-05,3.20484e-05,4.47075e-05
1130,7.66519e-05,3.32942e-05,4.33577e-05,3.32942e-05,4.33577e-05
1139,6.60136e-05,3.45397e-05,3.14739e-05,3.45397e-05,3.14739e-05
1148,6.47802e-05,3.57476e-05,2.90326e-05,3.57476e-05,2.90326e-05
1157,6.80084e-05,3.68857e-05,3.11228e-05,3.68857e-05,3.11228e-05
1166,4.2394e-05,3.79245e-05,4.4695e-06,3.79245e-05,4.4695e-06
1175,4.80838e-05,3.88342e-05,9.24955e-06,3.88342e-05,9.24955e-06
1184,5.73345e-05,3.9589e-05,1.77455e-05,3.9589e-05,1.77455e-05
1193,5.62683e-05,4.01627e-05,1.61056e-05,4.01627e-05,1.61056e-05
1202,0.0001006,4.0534e-05,6.00658e-05,4.0534e-05,6.00658e-05
1211,9.11472e-05,4.0691e-05,5.04563e-05,4.0691e-05,5.04563e-05
1220,7.59264e-05,4.0646e-05,3.52804e-05,4.0646e-05,3.52804e-05
1229,0.00010025,4.04127e-05,5.98375e-05,4.04127e-05,5.98375e-05
1238,0.000110548,4.00044e-05,7.05437e-05,4.00044e-05,7.05437e-05
1247,0.00011681,3.94291e-05,7.73808e-05,3.94291e-05,7.73808e-05
1256,0.000112461,3.8693e-05,7.37678e-05,3.8693e-05,7.37678e-05
1265,0.000126029,3.78262e-05,8.82032e-05,3.78262e-05,8.82032e-05
1274,0.000108457,3.68717e-05,7.15852e-05,3.68717e-05,7.15852e-05
1283,9.59081e-05,3.58687e-05,6.00394e-05,3.58687e-05,6.00394e-05
1292,0.000123346,3.48505e-05,8.84952e-05,3.48505e-05,8.84952e-05
1301,0.000121776,3.38457e-05,8.79307e-05,3.38457e-05,8.79307e-05
1310,0.0001182,3.28807e-05,8.53188e-05,3.28807e-05,8.53188e-05
1319,0.000133652,3.19874e-05,0.000101664,3.19874e-05,0.000101664
1328,8.10201e-05,3.11963e-05,4.98238e-05,3.11963e-05,4.98238e-05
1337,0.000114952,3.0534e-05,8.44182e-05,3.0534e-05,8.44182e-05
1346,8.8976e-05,3.00252e-05,5.89508e-05,3.00252e-05,5.89508e-05
1355,7.56891e-05,2.96916e-05,4.59976e-05,2.96916e-05,4.59976e-05
1364,7.04125e-05,2.95407e-05,4.08718e-05,2.95407e-05,4.08718e-05
1373,4.65321e-05,2.95651e-05,1.69669e-05,2.95651e-05,1.69669e-05
1382,6.4793e-05,2.97579e-05,3.50351e-05,2.97579e-05,3.50351e-05
1391,6.13413e-05,3.0113e-05,3.12282e-05,3.0113e-05,3.12282e-05
1400,8.43434e-05,3.06303e-05,5.37131e-05,3.06303e-05,5.37131e-05
1409,1.64419e-05,3.13043e-05,-1.48624e-05,3.13043e-05,-1.48624e-05
1418,6.24961e-05,3.21017e-05,3.03945e-05,3.21017e-05,3.03945e-05
1427,6.17946e-05,3.29873e-05,2.88074e-05,3.29873e-05,2.88074e-05
1436,4.01686e-05,3.39289e-05,6.23977e-06,3.39289e-05,6.23977e-06
1445,3.13637e-05,3.48983e-05,-3.53455e-06,3.48983e-05,-3.53455e-06
1454,6.51997e-06,3.58718e-05,-2.93518e-05,3.58718e-05,-2.93518e-05
1463,5.38307e-05,3.68252e-05,1.70055e-05,3.68252e-05,1.70055e-05
1472,3.59774e-05,3.77244e-05,-1.74704e-06,3.77244e-05,-1.74704e-06
1481,4.7319e-05,3.85381e-05,8.78081e-06,3.85381e-05,8.78081e-06
1490,4.13369e-05,3.924e-05,2.09693e-06,3.924e-05,2.09693e-06
1499,-3.71599e-06,3.98027e-05,-4.35187e-05,3.98027e-05,-4.35187e-05
1512,6.03836e-05,4.03276e-05,2.0056e-05,4.03276e-05,2.0056e-05
1529,4.38769e-05,4.04877e-05,3.38926e-06,4.04877e-05,3.38926e-06
1546,4.53023e-05,4.00415e-05,5.26073e-06,4.00415e-05,5.26073e-06
1563,4.31969e-05,3.8964e-05,4.23288e-06,3.8964e-05,4.23288e-06
1580,1.50929e-05,3.73779e-05,-2.2285e-05,3.73779e-05,-2.2285e-05
1597,5.82659e-05,3.54532e-05,2.28127e-05,3.54532e-05,2.28127e-05
1614,6.90716e-05,3.33123e-05,3.57594e-05,3.33123e-05,3.57594e-05
1631,5.90364e-05,3.11409e-05,2.78955e-05,3.11409e-05,2.78955e-05
1648,3.63061e-05,2.91318e-05,7.17425e-06,2.91318e-05,7.17425e-06
1665,5.82854e-05,2.74386e-05,3.08469e-05,2.74386e-05,3.08469e-05
1682,7.91937e-05,2.61415e-05,5.30523e-05,2.61415e-05,5.30523e-05
1699,4.32555e-05,2.53063e-05,1.79492e-05,2.53063e-05,1.79492e-05
1716,-4.91406e-06,2.49882e-05,-2.99023e-05,2.49882e-05,-2.99023e-05
1733,2.24649e-05,2.51048e-05,-2.63992e-06,2.51048e-05,-2.63992e-06
1750,7.62344e-05,2.55655e-05,5.06689e-05,2.55655e-05,5.06689e-05
1767,4.36071e-05,2.62993e-05,1.73078e-05,2.62993e-05,1.73078e-05
1784,-3.71304e-05,2.71525e-05,-6.42829e-05,2.71525e-05,-6.42829e-05
1801,4.5351e-05,2.79755e-05,1.73755e-05,2.79755e-05,1.73755e-05
1818,3.56086e-05,2.86507e-05,6.95789e-06,2.86507e-05,6.95789e-06
1835,3.09625e-05,2.90969e-05,1.86554e-06,2.90969e-05,1.86554e-06
1852,-1.14081e-05,2.92318e-05,-4.06399e-05,2.92318e-05,-4.06399e-05
1869,6.52539e-05,2.89958e-05,3.62581e-05,2.89958e-05,3.62581e-05
1886,9.80429e-07,2.84431e-05,-2.74627e-05,2.84431e-05,-2.74627e-05
1903,-3.24216e-05,2.76092e-05,-6.00309e-05,2.76092e-05,-6.00309e-05
1920,4.43362e-05,2.65333e-05,1.78029e-05,2.65333e-05,1.78029e-05
1937,3.44507e-05,2.53384e-05,9.11233e-06,2.53384e-05,9.11233e-06
1954,-7.02872e-05,2.41311e-05,-9.44183e-05,2.41311e-05,-9.44183e-05
1971,8.39452e-05,2.29952e-05,6.095e-05,2.29952e-05,6.095e-05
1988,8.39771e-06,2.20087e-05,-1.3611e-05,2.20087e-05,-1.3611e-05
