Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
2011fe,0.00122,28.9987,1.51645,28.442499,0.55620137,28.592857,0.40584319
2011fe,0.00122,29.0559,1.51747,28.442499,0.61340137,28.592857,0.46304319
2012cg,0.00256,30.7233,0.782372,30.053984,0.66931554,30.203709,0.51959083
2012cg,0.00256,30.7449,0.799068,30.053984,0.69091554,30.203709,0.54119083
2013dy,0.00293,31.5611,0.530838,30.347698,1.2134023,30.497248,1.0638521
2013dy,0.00293,31.499,0.514259,30.347698,1.1513023,30.497248,1.0017521
1994DRichmond,0.00299,30.7757,0.881212,30.391809,0.38389125,30.541331,0.23436936
1981B,0.0035,30.7946,0.614535,30.734585,0.060015061,30.883867,-0.089266558
2001el,0.00357,31.5011,0.591006,30.777694,0.72340556,30.926943,0.57415689
2021pit,0.00366,30.9999,0.566505,30.831898,0.16800155,30.981105,0.018795241
2011by,0.00369,31.7933,0.55272,30.849671,0.94362859,30.998864,0.7944364
1998aq,0.00369,31.4967,0.545492,30.849671,0.64702859,30.998864,0.4978364
2005df_ANU,0.00435,31.3779,0.479276,31.208009,0.16989057,31.356891,0.021008711
2005df,0.00435,31.3933,0.476404,31.208009,0.18529057,31.356891,0.036408711
2011B,0.00458,31.6512,0.514401,31.320247,0.33095302,31.469021,0.18217918
1980N,0.0046,31.2476,0.558603,31.32974,-0.082139737,31.478504,-0.23090419
2012fr,0.0046,31.2234,0.410577,31.32974,-0.10633974,31.478504,-0.25510419
1992A,0.0046,31.34,0.562589,31.32974,0.010260263,31.478504,-0.13850419
2007on,0.0046,31.7635,0.574442,31.32974,0.43376026,31.478504,0.28499581
2007on,0.0046,31.6525,0.564724,31.32974,0.32276026,31.478504,0.17399581
2012fr,0.0046,31.1331,0.446882,31.32974,-0.19663974,31.478504,-0.34540419
1990N,0.00462,31.6969,0.550993,31.339191,0.35770856,31.487947,0.2089535
2012ht,0.00465,32.033,0.420403,31.353293,0.67970719,31.502034,0.53096621
2012ht,0.00465,31.9309,0.442017,31.353293,0.57760719,31.502034,0.42886621
2017cbv,0.00478,30.4013,0.578445,31.413369,-1.0120689,31.562049,-1.1607489
2017cbv,0.00478,30.5107,0.578546,31.413369,-0.90266892,31.562049,-1.0513489
2013aa,0.00478,30.5528,0.580251,31.413369,-0.86056892,31.562049,-1.0092489
2013aa,0.00478,30.4604,0.594683,31.413369,-0.95296892,31.562049,-1.1016489
2016coj,0.00489,31.9117,0.469628,31.462944,0.44875589,31.611572,0.30012755
SN2016coj,0.00489,31.8985,0.483668,31.462944,0.43555589,31.611572,0.28692755
2007gi,0.00505,31.7403,0.491367,31.533104,0.20719553,31.681658,0.058642236
2015F,0.00515,31.539,0.407028,31.575839,-0.036838544,31.724345,-0.18534495
2015F,0.00515,31.4473,0.448264,31.575839,-0.12853854,31.724345,-0.27704495
1994ae,0.0054,32.1822,0.339643,31.679158,0.50304186,31.827547,0.35465262
2014bv,0.00548,32.4001,0.482567,31.711216,0.68888407,31.859568,0.54053232
2019np,0.0055,32.4608,0.318474,31.719158,0.74164247,31.8675,0.59330009
2019np,0.0055,32.4338,0.32229,31.719158,0.71464247,31.8675,0.56630009
2006dd,0.00551,31.1857,0.452235,31.723118,-0.53741755,31.871455,-0.68575525
1981D,0.00551,30.9079,0.524992,31.723118,-0.81521755,31.871455,-0.96355525
2007le,0.00552,32.0203,0.538159,31.72707,0.29322959,31.875403,0.14489657
2007le,0.00552,32.0754,0.533991,31.72707,0.34832959,31.875403,0.19999657
2007le,0.00552,32.0843,0.537335,31.72707,0.35722959,31.875403,0.20889657
1998dm,0.00567,32.8333,0.562902,31.785522,1.0477776,31.933785,0.89951486
1995al,0.00592,32.3593,0.359446,31.879602,0.47969776,32.027748,0.33155201
