ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_USMFv2_tt,residual_USMFv2_tt,Dl_USMFv2_te,residual_USMFv2_te,Dl_USMFv2_ee,residual_USMFv2_ee
32,1097.01,1.51224,0.0643557,95753.6,-94656.6,149.071,-147.559,2.0156,-1.95124,71433.2,-70336.2,235.427,-233.915,2.59124,-2.52689
37,1180.26,3.11711,0.0649424,138694,-137514,191.816,-188.699,4.4253,-4.36036,97806.2,-96625.9,346.6,-343.483,5.62137,-5.55643
42,1426.97,0.820244,0.0699042,193537,-192110,201.594,-200.774,8.69275,-8.62284,128773,-127346,463.643,-462.823,11.1635,-11.0936
47,1364.66,1.07013,0.141281,261934,-260569,150.356,-149.286,15.7641,-15.6229,164448,-163084,573.214,-572.144,20.3683,-20.227
52,1329.06,1.08312,0.146964,345862,-344533,-10.7621,11.8453,26.6827,-26.5358,204894,-203565,639.451,-638.368,34.5923,-34.4454
57,1607.2,-3.82399,0.193005,447123,-445515,-325.683,321.859,42.7386,-42.5456,250103,-248496,628.454,-632.278,55.4608,-55.2678
62,1663.41,-4.29778,0.296409,568342,-566678,-860.965,856.667,65.2903,-64.9939,300797,-299133,487.187,-491.485,84.6313,-84.3349
67,1838.4,-2.04066,0.331388,711643,-709805,-1675.04,1672.99,95.8131,-95.4817,357060,-355222,177.857,-179.897,123.976,-123.645
72,1974.24,-8.54866,0.356963,879236,-877261,-2836.42,2827.87,135.727,-135.37,419182,-417208,-346.717,338.169,175.202,-174.845
77,1765.67,-7.23417,0.448396,1.07499e+06,-1.07322e+06,-4423.67,4416.44,186.464,-186.016,488822,-487057,-1154.66,1147.43,239.791,-239.342
82,2168.04,-9.89267,0.522364,1.30062e+06,-1.29845e+06,-6492.77,6482.88,249.152,-248.629,565474,-563306,-2296.83,2286.94,319.195,-318.673
87,2330.99,-12.7208,0.489592,1.55966e+06,-1.55733e+06,-9110.91,9098.19,324.746,-324.256,651329,-648999,-3827.31,3814.58,414.343,-413.853
92,2446.65,-19.2047,0.789127,1.85421e+06,-1.85176e+06,-12323.7,12304.5,413.859,-413.069,746229,-743782,-5768.78,5749.57,525.431,-524.642
97,2484.46,-19.0476,0.57472,2.18746e+06,-2.18498e+06,-16171.4,16152.4,516.602,-516.027,851647,-849162,-8160.31,8141.26,652.284,-651.709
104,2951.15,-28.1287,0.830793,2.72626e+06,-2.72331e+06,-22688.4,22660.3,682.526,-681.695,1.02022e+06,-1.01727e+06,-12319.6,12291.5,854.474,-853.643
113,3221.96,-31.7919,0.924375,3.55475e+06,-3.55152e+06,-32998.7,32967,929.277,-928.353,1.27629e+06,-1.27307e+06,-19047.6,19015.8,1148.77,-1147.84
122,3382.73,-35.701,1.11192,4.54916e+06,-4.54578e+06,-45246.9,45211.2,1202.39,-1201.28,1.57985e+06,-1.57647e+06,-27148.4,27112.7,1464.77,-1463.66
131,3592.1,-41.5613,1.10666,5.72113e+06,-5.71754e+06,-58914.9,58873.4,1483.93,-1482.82,1.93535e+06,-1.93176e+06,-36277.8,36236.3,1777.6,-1776.49
140,4229.84,-43.6625,1.09668,7.0781e+06,-7.07387e+06,-73187.4,73143.8,1753.1,-1752,2.34493e+06,-2.3407e+06,-45897.9,45854.3,2058.63,-2057.53
149,4251.39,-45.0365,1.00578,8.62631e+06,-8.62206e+06,-86943.1,86898.1,1985.41,-1984.4,2.80859e+06,-2.80434e+06,-55263.4,55218.3,2276.66,-2275.66
158,4778.71,-49.241,1.07943,1.0361e+07,-1.03562e+07,-98781.1,98731.8,2163.03,-2161.95,3.31663e+06,-3.31185e+06,-63478,63428.8,2407.28,-2406.2
167,4844.8,-45.9645,0.855441,1.22742e+07,-1.22693e+07,-106920,106874,2270.33,-2269.47,3.8621e+06,-3.85726e+06,-69459,69413,2427.55,-2426.69
176,5120.63,-43.3901,0.96559,1.43453e+07,-1.43401e+07,-109429,109385,2309.47,-2308.51,4.43052e+06,-4.4254e+06,-72172.9,72129.5,2331.9,-2330.94
185,5373.97,-30.3906,0.835251,1.65487e+07,-1.65433e+07,-104415,104385,2307.73,-2306.9,5.00711e+06,-5.00173e+06,-70820.9,70790.5,2138.83,-2137.99
194,5542.7,-18.1436,0.793541,1.8853e+07,-1.88474e+07,-89861.8,89843.7,2304.36,-2303.56,5.57591e+06,-5.57037e+06,-64670.6,64652.4,1875.67,-1874.87
203,5446.22,-7.21464,0.694054,2.12246e+07,-2.12192e+07,-64121.6,64114.4,2369.72,-2369.02,6.1242e+06,-6.11876e+06,-53577.1,53569.9,1598.62,-1597.92
212,5636.34,2.53847,0.877642,2.3614e+07,-2.36083e+07,-25754.9,25757.4,2622.13,-2621.25,6.6279e+06,-6.62226e+06,-37530.8,37533.3,1388.55,-1387.68
221,5816.48,17.9047,0.874199,2.59698e+07,-2.5964e+07,26664,-26646.1,3235.99,-3235.12,7.06547e+06,-7.05965e+06,-16158.6,16176.5,1336.99,-1336.11
230,5684.66,26.6053,1.23818,2.82336e+07,-2.82279e+07,93956.8,-93930.2,4421.65,-4420.42,7.41354e+06,-7.40786e+06,10378.5,-10351.8,1545.82,-1544.58
239,5776.16,46.2991,1.78071,3.03507e+07,-3.03449e+07,176189,-176143,6408.22,-6406.44,7.65871e+06,-7.65294e+06,41212,-41165.7,2110.34,-2108.56
248,5435.47,50.6637,2.10983,3.22748e+07,-3.22694e+07,272592,-272541,9422.48,-9420.37,7.80244e+06,-7.797e+06,74700.1,-74649.4,3096.01,-3093.9
257,5228,71.5358,3.13386,3.39701e+07,-3.39648e+07,381538,-381467,13679.9,-13676.8,7.86128e+06,-7.85605e+06,108555,-108483,4527.15,-4524.02
266,5090.29,86.4306,3.86066,3.53917e+07,-3.53866e+07,500033,-499947,19509.8,-19506,7.83255e+06,-7.82746e+06,140400,-140314,6508.96,-6505.1
275,5096.49,106.963,5.31265,3.65064e+07,-3.65013e+07,624293,-624186,27283.2,-27277.9,7.71857e+06,-7.71348e+06,168117,-168010,9153.46,-9148.15
284,4546.18,102.707,5.82483,3.72846e+07,-3.728e+07,750033,-749931,37308,-37302.2,7.52507e+06,-7.52053e+06,189753,-189651,12472.9,-12467.1
293,4371.25,117.073,8.21385,3.77141e+07,-3.77097e+07,873034,-872917,49796,-49787.8,7.27493e+06,-7.27056e+06,204135,-204018,16344.3,-16336.1
302,3935.72,117.089,9.31107,3.77897e+07,-3.77857e+07,989274,-989157,64818.7,-64809.4,6.99692e+06,-6.99299e+06,211059,-210941,20464.2,-20454.9
311,3649.99,119.046,10.9594,3.75261e+07,-3.75224e+07,1.09434e+06,-1.09423e+06,82381,-82370,6.72827e+06,-6.72462e+06,210467,-210348,24533.4,-24522.4
320,3411.94,112.762,12.6384,3.69619e+07,-3.69585e+07,1.18133e+06,-1.18122e+06,102496,-102483,6.5019e+06,-6.49848e+06,199956,-199843,28495.6,-28483
329,3173.93,117.149,15.1816,3.61451e+07,-3.6142e+07,1.24362e+06,-1.24351e+06,125061,-125046,6.34726e+06,-6.34408e+06,178057,-177940,32252.6,-32237.5
338,2842.13,105.901,16.0657,3.51284e+07,-3.51255e+07,1.27581e+06,-1.27571e+06,149856,-149840,6.28712e+06,-6.28428e+06,145232,-145126,35636.6,-35620.6
347,2498.24,86.2064,16.2208,3.39633e+07,-3.39608e+07,1.27435e+06,-1.27427e+06,176571,-176555,6.33128e+06,-6.32879e+06,104595,-104509,38446.6,-38430.4
356,2358.31,79.8487,18.6902,3.26911e+07,-3.26887e+07,1.23684e+06,-1.23676e+06,204772,-204753,6.4664e+06,-6.46405e+06,60881.4,-60801.5,40435.3,-40416.6
365,2186.33,61.0311,18.5056,3.14006e+07,-3.13985e+07,1.16199e+06,-1.16193e+06,233806,-233788,6.72141e+06,-6.71923e+06,16798.3,-16737.3,41460.5,-41442
374,2038.68,46.4875,21.0827,3.01938e+07,-3.01918e+07,1.04825e+06,-1.04821e+06,262705,-262684,7.13021e+06,-7.12817e+06,-27878.5,27925,41359.4,-41338.4
383,1891.76,31.557,21.4257,2.91633e+07,-2.91614e+07,896023,-895991,290567,-290545,7.70496e+06,-7.70307e+06,-71956.1,71987.7,40204.4,-40182.9
392,1787.59,19.7448,22.3593,2.83871e+07,-2.83853e+07,706739,-706719,316567,-316545,8.42971e+06,-8.42792e+06,-113751,113771,38317.5,-38295.1
401,1734.58,-0.544681,21.1747,2.79169e+07,-2.79152e+07,483330,-483331,340178,-340157,9.24802e+06,-9.24629e+06,-150690,150690,36501.5,-36480.4
410,1738.05,-21.8916,21.0336,2.7801e+07,-2.77993e+07,230473,-230495,360780,-360759,1.0106e+07,-1.01042e+07,-180350,180328,35498.4,-35477.4
419,1731.61,-35.0666,19.2941,2.80956e+07,-2.80939e+07,-42646.9,42611.8,377366,-377346,1.10082e+07,-1.10065e+07,-200487,200452,35350.2,-35330.9
428,1770.01,-48.4463,19.1288,2.88543e+07,-2.88525e+07,-325974,325925,388967,-388948,1.1967e+07,-1.19652e+07,-210310,210262,36144.2,-36125.1
437,1770.68,-61.9365,19.3346,3.01023e+07,-3.01005e+07,-610319,610257,395022,-395003,1.29666e+07,-1.29649e+07,-211728,211666,38460,-38440.7
446,1856.79,-62.1436,17.3252,3.18571e+07,-3.18553e+07,-887579,887517,395238,-395221,1.39845e+07,-1.39827e+07,-209662,209600,43235.5,-43218.2
455,2045.9,-74.4981,15.4382,3.41083e+07,-3.41063e+07,-1.15147e+06,1.1514e+06,389661,-389646,1.49732e+07,-1.49711e+07,-212667,212593,51784.7,-51769.3
464,2224.7,-80.0589,14.5813,3.68176e+07,-3.68154e+07,-1.39168e+06,1.3916e+06,378549,-378534,1.59032e+07,-1.59009e+07,-223298,223218,64711.8,-64697.2
473,2178.24,-75.3658,11.5893,3.99298e+07,-3.99276e+07,-1.59574e+06,1.59566e+06,362470,-362458,1.67765e+07,-1.67744e+07,-239874,239798,81961.1,-81949.5
482,2323.36,-71.9894,11.4556,4.33679e+07,-4.33655e+07,-1.75258e+06,1.75251e+06,342146,-342134,1.75903e+07,-1.75879e+07,-263065,262993,103383,-103372
491,2418.7,-71.1199,10.3049,4.70677e+07,-4.70653e+07,-1.8545e+06,1.85443e+06,318459,-318448,1.83702e+07,-1.83678e+07,-297943,297872,128760,-128750
500,2447.25,-59.624,8.30294,5.09721e+07,-5.09697e+07,-1.89712e+06,1.89706e+06,292272,-292263,1.91665e+07,-1.9164e+07,-354074,354015,157614,-157606
509,2577.77,-47.175,8.22746,5.50112e+07,-5.50086e+07,-1.8789e+06,1.87886e+06,264701,-264693,2.00267e+07,-2.00241e+07,-441831,441784,189359,-189350
518,2558.51,-42.4169,7.35097,5.90737e+07,-5.90712e+07,-1.79935e+06,1.79931e+06,238054,-238046,2.09456e+07,-2.0943e+07,-560406,560364,223882,-223874
527,2579.22,-23.0411,6.50428,6.30192e+07,-6.30166e+07,-1.6594e+06,1.65938e+06,214761,-214754,2.18947e+07,-2.18922e+07,-705991,705968,260724,-260717
536,2523.98,-18.6287,6.71246,6.67393e+07,-6.67368e+07,-1.46184e+06,1.46182e+06,196922,-196915,2.28921e+07,-2.28896e+07,-875042,875023,298710,-298703
545,2519.15,-1.43395,8.58876,7.0157e+07,-7.01545e+07,-1.2115e+06,1.2115e+06,186179,-186170,2.40008e+07,-2.39983e+07,-1.06441e+06,1.06441e+06,335806,-335797
554,2566.59,3.55431,8.51755,7.32213e+07,-7.32188e+07,-913160,913164,183591,-183583,2.53231e+07,-2.53205e+07,-1.26905e+06,1.26906e+06,369021,-369013
563,2545.99,11.5793,10.6431,7.58857e+07,-7.58831e+07,-578305,578316,190615,-190605,2.69077e+07,-2.69052e+07,-1.4856e+06,1.48562e+06,396698,-396688
572,2409.8,18.6254,11.8913,7.80811e+07,-7.80787e+07,-225922,225941,209431,-209419,2.87006e+07,-2.86982e+07,-1.71206e+06,1.71208e+06,419267,-419255
581,2410.13,26.5374,15.4975,7.97581e+07,-7.97557e+07,126748,-126721,241654,-241639,3.06576e+07,-3.06552e+07,-1.94155e+06,1.94157e+06,436617,-436601
590,2373.46,26.8724,15.2827,8.09117e+07,-8.09093e+07,464863,-464836,288268,-288253,3.27739e+07,-3.27715e+07,-2.16175e+06,2.16177e+06,447946,-447931
599,2206.46,28.2947,18.225,8.1539e+07,-8.15368e+07,776557,-776528,349618,-349600,3.50408e+07,-3.50386e+07,-2.35421e+06,2.35424e+06,451754,-451736
608,2119.7,32.2515,22.1034,8.16497e+07,-8.16476e+07,1.05252e+06,-1.05248e+06,425394,-425372,3.74443e+07,-3.74422e+07,-2.49718e+06,2.49721e+06,446328,-446306
617,2135.45,23.9273,25.8934,8.13159e+07,-8.13138e+07,1.27391e+06,-1.27388e+06,514509,-514483,3.99562e+07,-3.9954e+07,-2.5898e+06,2.58983e+06,432050,-432024
626,1951.2,10.8452,25.9867,8.06414e+07,-8.06395e+07,1.42188e+06,-1.42187e+06,615605,-615579,4.25388e+07,-4.25369e+07,-2.63498e+06,2.63499e+06,410398,-410372
635,1938.19,7.54114,30.1719,7.97223e+07,-7.97204e+07,1.48167e+06,-1.48166e+06,727001,-726971,4.51274e+07,-4.51255e+07,-2.63057e+06,2.63058e+06,383005,-382975
644,1859.9,-5.033,32.9222,7.86389e+07,-7.8637e+07,1.44326e+06,-1.44326e+06,846972,-846939,4.76208e+07,-4.7619e+07,-2.56872e+06,2.56872e+06,351947,-351914
