Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_LambdaCDM,residual_LambdaCDM
sn1999ac,0.01006,33.076313,0.174566,33.070066,0.006247152,33.070066,0.006247152
sn2004s,0.010291,33.121922,0.173593,33.119841,0.0020807968,33.119841,0.0020807968
sn1997do,0.01055,33.243687,0.17309,33.174351,0.069335775,33.174351,0.069335775
sn2002dp,0.010888,33.394833,0.169021,33.243528,0.15130531,33.243528,0.15130531
sn2006bh,0.011184,33.418357,0.166533,33.302384,0.11597248,33.302384,0.11597248
sn2005al,0.012317,34.043068,0.16145,33.514261,0.5288072,33.514261,0.5288072
sn2001ep,0.013324,33.655632,0.158624,33.686985,-0.031353763,33.686985,-0.031353763
sn1999dq,0.013533,33.4709,0.158393,33.721213,-0.25031297,33.721213,-0.25031297
sn2002ha,0.013652,33.839835,0.157774,33.740469,0.099366006,33.740469,0.099366006
sn2001bt,0.014151,33.705787,0.157186,33.819451,-0.11366396,33.819451,-0.11366396
sn1997e,0.014256,33.855479,0.1564,33.83572,0.019758919,33.83572,0.019758919
sn1992al,0.014411,33.837916,0.156643,33.859521,-0.021604557,33.859521,-0.021604557
sn1999dk,0.01444,33.737233,0.157099,33.863946,-0.12671274,33.863946,-0.12671274
sn2005bo,0.014467,33.887535,0.154784,33.868058,0.019476992,33.868058,0.019476992
sn2001fe,0.014575,34.021211,0.155333,33.884431,0.13678003,33.884431,0.13678003
sn2006n,0.0147,34.085762,0.155008,33.903232,0.18253061,33.903232,0.18253061
sn2005kc,0.01496,33.980505,0.153548,33.941838,0.038667446,33.941838,0.038667446
sn2005el,0.015154,34.106559,0.153758,33.970215,0.13634375,33.970215,0.13634375
sn2004eo,0.015469,33.821144,0.153515,34.015537,-0.1943938,34.015537,-0.1943938
sn2001en,0.015482,33.99586,0.154168,34.017388,-0.021527902,34.017388,-0.021527902
sn2001cn,0.015487,33.856674,0.153742,34.0181,-0.16142521,34.0181,-0.16142521
sn2001bf,0.015504,33.940834,0.153374,34.020517,-0.079682941,34.020517,-0.079682941
sn2001cz,0.015554,33.994274,0.153417,34.027611,-0.033337018,34.027611,-0.033337018
sn1999aa,0.015573,34.202002,0.153276,34.030301,0.17170093,34.030301,0.17170093
