ell,Dl_obs,Dl_lcdm,residual_lcdm,Dl_LambdaCDM,residual_LambdaCDM
293,4371.25,5491.35,-1120.11,5491.35,-1120.11
302,3935.72,5181.54,-1245.83,5181.54,-1245.83
311,3649.99,4854.61,-1204.63,4854.61,-1204.63
320,3411.94,4518.84,-1106.9,4518.84,-1106.9
329,3173.93,4182.2,-1008.26,4182.2,-1008.26
338,2842.13,3852.05,-1009.92,3852.05,-1009.92
347,2498.24,3534.96,-1036.73,3534.96,-1036.73
356,2358.31,3236.26,-877.952,3236.26,-877.952
365,2186.33,2961.86,-775.53,2961.86,-775.53
374,2038.68,2716.67,-677.997,2716.67,-677.997
383,1891.76,2504.53,-612.772,2504.53,-612.772
392,1787.59,2328.13,-540.545,2328.13,-540.545
401,1734.58,2188.87,-454.286,2188.87,-454.286
410,1738.05,2087.2,-349.15,2087.2,-349.15
419,1731.61,2021.88,-290.277,2021.88,-290.277
428,1770.01,1991.13,-221.118,1991.13,-221.118
437,1770.68,1992.21,-221.528,1992.21,-221.528
446,1856.79,2022.26,-165.476,2022.26,-165.476
455,2045.9,2077.75,-31.8458,2077.75,-31.8458
464,2224.7,2153.91,70.786,2153.91,70.786
473,2178.24,2245.36,-67.1133,2245.36,-67.1133
482,2323.36,2346.44,-23.0789,2346.44,-23.0789
491,2418.7,2452.27,-33.5672,2452.27,-33.5672
500,2447.25,2558.44,-111.184,2558.44,-111.184
509,2577.77,2660.68,-82.9112,2660.68,-82.9112
518,2558.51,2754.84,-196.324,2754.84,-196.324
527,2579.22,2836.62,-257.399,2836.62,-257.399
536,2523.98,2902.84,-378.864,2902.84,-378.864
545,2519.15,2951.24,-432.093,2951.24,-432.093
554,2566.59,2980.22,-413.633,2980.22,-413.633
563,2545.99,2989.28,-443.281,2989.28,-443.281
572,2409.8,2978.62,-568.812,2978.62,-568.812
581,2410.13,2948.94,-538.814,2948.94,-538.814
590,2373.46,2901.76,-528.301,2901.76,-528.301
599,2206.46,2838.54,-632.08,2838.54,-632.08
608,2119.7,2761.01,-641.31,2761.01,-641.31
617,2135.45,2672.55,-537.095,2672.55,-537.095
626,1951.2,2577.09,-625.895,2577.09,-625.895
635,1938.19,2478.2,-540.018,2478.2,-540.018
644,1859.9,2378.99,-519.093,2378.99,-519.093
653,1847.08,2282.06,-434.978,2282.06,-434.978
662,1848.18,2190.26,-342.078,2190.26,-342.078
671,1814.96,2106.92,-291.959,2106.92,-291.959
680,1760.56,2034.84,-274.272,2034.84,-274.272
689,1822.41,1976.14,-153.731,1976.14,-153.731
698,1884.92,1932.44,-47.5251,1932.44,-47.5251
707,1891,1904.65,-13.6521,1904.65,-13.6521
716,1908.77,1892.87,15.9011,1892.87,15.9011
725,1994.29,1896.62,97.6677,1896.62,97.6677
734,2050.06,1915.48,134.574,1915.48,134.574
743,2184.75,1948.52,236.229,1948.52,236.229
752,2260,1994.5,265.505,1994.5,265.505
761,2344.61,2051.7,292.902,2051.7,292.902
770,2348.38,2117.3,231.085,2117.3,231.085
779,2350.93,2187.76,163.17,2187.76,163.17
788,2481.01,2260.81,220.206,2260.81,220.206
797,2466.93,2333.58,133.353,2333.58,133.353
806,2493.81,2404.42,89.3865,2404.42,89.3865
815,2552.73,2470.22,82.5127,2470.22,82.5127
824,2521.81,2528.47,-6.66855,2528.47,-6.66855
833,2495.02,2576.38,-81.3637,2576.38,-81.3637
842,2505.47,2612.19,-106.718,2612.19,-106.718
851,2383.14,2634.56,-251.415,2634.56,-251.415
860,2355.55,2642.21,-286.667,2642.21,-286.667
869,2237.42,2635.39,-397.97,2635.39,-397.97
878,2168.28,2613.51,-445.231,2613.51,-445.231
887,2073.72,2577.14,-503.42,2577.14,-503.42
896,1948.82,2526.26,-577.434,2526.26,-577.434
905,1843.37,2461.35,-617.98,2461.35,-617.98
914,1745.6,2384.21,-638.611,2384.21,-638.611
923,1619.45,2297.16,-677.704,2297.16,-677.704
932,1562.39,2202.33,-639.934,2202.33,-639.934
941,1437.55,2101.79,-664.242,2101.79,-664.242
950,1342.39,1997.17,-654.78,1997.17,-654.78
959,1285.75,1890.13,-604.377,1890.13,-604.377
968,1232.84,1783.34,-550.497,1783.34,-550.497
977,1129.03,1679.33,-550.301,1679.33,-550.301
986,1103.57,1580.22,-476.646,1580.22,-476.646
995,1087.32,1487.76,-400.442,1487.76,-400.442
1004,1024.83,1403.4,-378.573,1403.4,-378.573
1013,1079.48,1328.04,-248.563,1328.04,-248.563
1022,1032.41,1262.68,-230.27,1262.68,-230.27
1031,1040.79,1207.86,-167.064,1207.86,-167.064
1040,1055.91,1164.1,-108.191,1164.1,-108.191
1049,1081.98,1131.57,-49.589,1131.57,-49.589
1058,1129.81,1110.4,19.4125,1110.4,19.4125
1067,1122.39,1099.52,22.8748,1099.52,22.8748
1076,1153.29,1097.63,55.6566,1097.63,55.6566
1085,1217.71,1103.51,114.203,1103.51,114.203
1094,1216.98,1116.07,100.91,1116.07,100.91
1103,1211.44,1134.48,76.96,1134.48,76.96
1112,1213.36,1157.5,55.8614,1157.5,55.8614
1121,1246.29,1183.16,63.129,1183.16,63.129
1130,1237.54,1209.62,27.9209,1209.62,27.9209
1139,1215.83,1235.4,-19.5694,1235.4,-19.5694
1148,1212.52,1259.22,-46.6958,1259.22,-46.6958
1157,1220.58,1280.03,-59.4531,1280.03,-59.4531
1166,1159.29,1296.95,-137.656,1296.95,-137.656
1175,1143.31,1309.08,-165.777,1309.08,-165.777
1184,1136.56,1315.74,-179.185,1315.74,-179.185
1193,1086.25,1316.28,-230.034,1316.28,-230.034
1202,1005.41,1310.22,-304.816,1310.22,-304.816
1211,975.189,1297.44,-322.254,1297.44,-322.254
1220,970.73,1278.58,-307.848,1278.58,-307.848
1229,906.514,1254.28,-347.764,1254.28,-347.764
1238,895.506,1225.13,-329.629,1225.13,-329.629
1247,860.053,1191.56,-331.502,1191.56,-331.502
1256,805.618,1153.86,-348.247,1153.86,-348.247
1265,777.489,1113.1,-335.612,1113.1,-335.612
1274,770.016,1070.63,-300.61,1070.63,-300.61
1283,736.545,1027.62,-291.077,1027.62,-291.077
1292,758.18,985.037,-226.857,985.037,-226.857
1301,733.856,943.641,-209.785,943.641,-209.785
1310,712.532,904.104,-191.572,904.104,-191.572
1319,718.903,867.244,-148.342,867.244,-148.342
1328,723.408,833.793,-110.385,833.793,-110.385
1337,757.937,804.351,-46.4136,804.351,-46.4136
1346,737.666,779.425,-41.7589,779.425,-41.7589
1355,765.134,759.432,5.70199,759.432,5.70199
1364,776.923,744.404,32.5191,744.404,32.5191
1373,777.362,734.006,43.3555,734.006,43.3555
1382,773.981,727.931,46.05,727.931,46.05
1391,806.044,725.915,80.1292,725.915,80.1292
1400,830.177,727.839,102.338,727.839,102.338
1409,822.186,733.468,88.7177,733.468,88.7177
1418,818.106,741.909,76.1972,741.909,76.1972
1427,796.252,752.265,43.9872,752.265,43.9872
1436,803.463,763.749,39.7148,763.749,39.7148
1445,798.655,775.708,22.9468,775.708,22.9468
1454,773.833,787.619,-13.7856,787.619,-13.7856
1463,762.183,798.959,-36.7762,798.959,-36.7762
1472,749.532,808.993,-59.462,808.993,-59.462
1481,738.185,817.088,-78.9034,817.088,-78.9034
1490,727.424,822.739,-95.3147,822.739,-95.3147
1499,701.642,825.448,-123.806,825.448,-123.806
1512,655.678,823.478,-167.801,823.478,-167.801
1529,588.39,810.551,-222.161,810.551,-222.161
1546,547.01,786.217,-239.207,786.217,-239.207
1563,503.657,750.522,-246.865,750.522,-246.865
1580,468.039,706.352,-238.313,706.352,-238.313
1597,429.111,657.247,-228.135,657.247,-228.135
1614,407.925,605.608,-197.682,605.608,-197.682
1631,399.577,554.875,-155.298,554.875,-155.298
1648,389.097,508.377,-119.28,508.377,-119.28
1665,391.497,468.52,-77.023,468.52,-77.023
1682,385.396,436.377,-50.9814,436.377,-50.9814
1699,400.368,412.728,-12.36,412.728,-12.36
1716,393.039,398.117,-5.0783,398.117,-5.0783
1733,407.61,390.873,16.7373,390.873,16.7373
1750,377.716,389.321,-11.605,389.321,-11.605
1767,379.019,392.193,-13.1733,392.193,-13.1733
1784,377.36,397.006,-19.6467,397.006,-19.6467
1801,358.796,401.505,-42.7089,401.505,-42.7089
1818,342.446,404.034,-61.588,404.034,-61.588
1835,313.006,403.498,-90.4921,403.498,-90.4921
1852,305.378,398.847,-93.4688,398.847,-93.4688
1869,276.147,389.413,-113.266,389.413,-113.266
1886,265.911,376.071,-110.161,376.071,-110.161
1903,249.92,359.391,-109.471,359.391,-109.471
1920,257.96,339.963,-82.0031,339.963,-82.0031
1937,245.342,319.441,-74.0993,319.441,-74.0993
1954,231.313,299.168,-67.8551,299.168,-67.8551
1971,229.279,280.137,-50.8588,280.137,-50.8588
1988,225.825,263.265,-37.4401,263.265,-37.4401
2005,240.086,249.464,-9.37782,249.464,-9.37782
2030,233.983,235.379,-1.3964,235.379,-1.3964
2063,216.247,226.799,-10.5525,226.799,-10.5525
2096,204.908,226.108,-21.1999,226.108,-21.1999
2129,200.092,227.13,-27.0372,227.13,-27.0372
2162,168.762,224.335,-55.5726,224.335,-55.5726
2195,140.144,214.635,-74.4903,214.635,-74.4903
2228,129.223,197.758,-68.5345,197.758,-68.5345
2261,118.304,176.666,-58.3619,176.666,-58.3619
2294,118.51,154.951,-36.4413,154.951,-36.4413
2327,115.407,136.542,-21.1347,136.542,-21.1347
2360,114.999,123.348,-8.34897,123.348,-8.34897
2393,126.918,115.724,11.1935,115.724,11.1935
2426,90.007,112.113,-22.1059,112.113,-22.1059
2459,83.9457,110.093,-26.1474,110.093,-26.1474
2492,78.7067,107.479,-28.772,107.479,-28.772
32,1.51224,1139.75,-1138.24,1139.75,-1138.24
37,3.11711,1240.11,-1236.99,1240.11,-1236.99
42,0.820244,1347.3,-1346.48,1347.3,-1346.48
47,1.07013,1459.69,-1458.62,1459.69,-1458.62
52,1.08312,1577.73,-1576.65,1577.73,-1576.65
57,-3.82399,1700.71,-1704.53,1700.71,-1704.53
62,-4.29778,1829.58,-1833.88,1829.58,-1833.88
67,-2.04066,1964.09,-1966.14,1964.09,-1966.14
72,-8.54866,2103.81,-2112.36,2103.81,-2112.36
77,-7.23417,2250.53,-2257.76,2250.53,-2257.76
82,-9.89267,2403.19,-2413.08,2403.19,-2413.08
87,-12.7208,2561.7,-2574.42,2561.7,-2574.42
92,-19.2047,2725.41,-2744.61,2725.41,-2744.61
97,-19.0476,2894.27,-2913.31,2894.27,-2913.31
104,-28.1287,3139.82,-3167.95,3139.82,-3167.95
113,-31.7919,3469.64,-3501.43,3469.64,-3501.43
122,-35.701,3811.44,-3847.14,3811.44,-3847.14
131,-41.5613,4159.49,-4201.06,4159.49,-4201.06
140,-43.6625,4507.75,-4551.41,4507.75,-4551.41
149,-45.0365,4851.24,-4896.28,4851.24,-4896.28
158,-49.241,5183.12,-5232.36,5183.12,-5232.36
167,-45.9645,5497.1,-5543.06,5497.1,-5543.06
176,-43.3901,5785.49,-5828.88,5785.49,-5828.88
185,-30.3906,6041.66,-6072.05,6041.66,-6072.05
194,-18.1436,6259.81,-6277.95,6259.81,-6277.95
203,-7.21464,6435.17,-6442.39,6435.17,-6442.39
212,2.53847,6562.73,-6560.19,6562.73,-6560.19
221,17.9047,6640.17,-6622.26,6640.17,-6622.26
230,26.6053,6665.42,-6638.81,6665.42,-6638.81
239,46.2991,6637.77,-6591.47,6637.77,-6591.47
248,50.6637,6557.91,-6507.25,6557.91,-6507.25
257,71.5358,6427.89,-6356.35,6427.89,-6356.35
266,86.4306,6250.92,-6164.49,6250.92,-6164.49
275,106.963,6032.2,-5925.24,6032.2,-5925.24
284,102.707,5776.94,-5674.24,5776.94,-5674.24
293,117.073,5491.35,-5374.28,5491.35,-5374.28
302,117.089,5181.54,-5064.46,5181.54,-5064.46
311,119.046,4854.61,-4735.57,4854.61,-4735.57
320,112.762,4518.84,-4406.08,4518.84,-4406.08
329,117.149,4182.2,-4065.05,4182.2,-4065.05
338,105.901,3852.05,-3746.15,3852.05,-3746.15
347,86.2064,3534.96,-3448.76,3534.96,-3448.76
356,79.8487,3236.26,-3156.41,3236.26,-3156.41
365,61.0311,2961.86,-2900.83,2961.86,-2900.83
374,46.4875,2716.67,-2670.19,2716.67,-2670.19
383,31.557,2504.53,-2472.97,2504.53,-2472.97
392,19.7448,2328.13,-2308.39,2328.13,-2308.39
401,-0.544681,2188.87,-2189.41,2188.87,-2189.41
410,-21.8916,2087.2,-2109.1,2087.2,-2109.1
419,-35.0666,2021.88,-2056.95,2021.88,-2056.95
428,-48.4463,1991.13,-2039.58,1991.13,-2039.58
437,-61.9365,1992.21,-2054.14,1992.21,-2054.14
446,-62.1436,2022.26,-2084.41,2022.26,-2084.41
455,-74.4981,2077.75,-2152.25,2077.75,-2152.25
464,-80.0589,2153.91,-2233.97,2153.91,-2233.97
473,-75.3658,2245.36,-2320.72,2245.36,-2320.72
482,-71.9894,2346.44,-2418.43,2346.44,-2418.43
491,-71.1199,2452.27,-2523.39,2452.27,-2523.39
500,-59.624,2558.44,-2618.06,2558.44,-2618.06
509,-47.175,2660.68,-2707.86,2660.68,-2707.86
518,-42.4169,2754.84,-2797.25,2754.84,-2797.25
527,-23.0411,2836.62,-2859.66,2836.62,-2859.66
536,-18.6287,2902.84,-2921.47,2902.84,-2921.47
545,-1.43395,2951.24,-2952.68,2951.24,-2952.68
554,3.55431,2980.22,-2976.66,2980.22,-2976.66
563,11.5793,2989.28,-2977.7,2989.28,-2977.7
572,18.6254,2978.62,-2959.99,2978.62,-2959.99
581,26.5374,2948.94,-2922.4,2948.94,-2922.4
590,26.8724,2901.76,-2874.89,2901.76,-2874.89
599,28.2947,2838.54,-2810.25,2838.54,-2810.25
608,32.2515,2761.01,-2728.76,2761.01,-2728.76
617,23.9273,2672.55,-2648.62,2672.55,-2648.62
626,10.8452,2577.09,-2566.25,2577.09,-2566.25
635,7.54114,2478.2,-2470.66,2478.2,-2470.66
644,-5.033,2378.99,-2384.03,2378.99,-2384.03
653,-15.3753,2282.06,-2297.44,2282.06,-2297.44
662,-29.9359,2190.26,-2220.2,2190.26,-2220.2
671,-56.9826,2106.92,-2163.9,2106.92,-2163.9
680,-66.7884,2034.84,-2101.62,2034.84,-2101.62
689,-80.806,1976.14,-2056.94,1976.14,-2056.94
698,-94.2074,1932.44,-2026.65,1932.44,-2026.65
707,-99.954,1904.65,-2004.6,1904.65,-2004.6
716,-113.946,1892.87,-2006.81,1892.87,-2006.81
725,-122.488,1896.62,-2019.11,1896.62,-2019.11
734,-127.683,1915.48,-2043.17,1915.48,-2043.17
743,-130.614,1948.52,-2079.14,1948.52,-2079.14
752,-131.217,1994.5,-2125.71,1994.5,-2125.71
761,-126.704,2051.7,-2178.41,2051.7,-2178.41
770,-117.03,2117.3,-2234.33,2117.3,-2234.33
779,-109.053,2187.76,-2296.81,2187.76,-2296.81
788,-104.286,2260.81,-2365.09,2260.81,-2365.09
797,-89.1184,2333.58,-2422.7,2333.58,-2422.7
806,-77.0153,2404.42,-2481.43,2404.42,-2481.43
815,-64.7342,2470.22,-2534.95,2470.22,-2534.95
824,-49.9835,2528.47,-2578.46,2528.47,-2578.46
833,-27.9085,2576.38,-2604.29,2576.38,-2604.29
842,-17.8662,2612.19,-2630.05,2612.19,-2630.05
851,3.01617,2634.56,-2631.54,2634.56,-2631.54
860,13.7369,2642.21,-2628.48,2642.21,-2628.48
869,27.841,2635.39,-2607.54,2635.39,-2607.54
878,41.3423,2613.51,-2572.17,2613.51,-2572.17
887,49.2007,2577.14,-2527.94,2577.14,-2527.94
896,55.0267,2526.26,-2471.23,2526.26,-2471.23
905,57.821,2461.35,-2403.53,2461.35,-2403.53
914,67.5475,2384.21,-2316.67,2384.21,-2316.67
923,56.6996,2297.16,-2240.46,2297.16,-2240.46
932,54.4174,2202.33,-2147.91,2202.33,-2147.91
941,50.1516,2101.79,-2051.64,2101.79,-2051.64
950,41.3038,1997.17,-1955.86,1997.17,-1955.86
959,33.7705,1890.13,-1856.36,1890.13,-1856.36
968,20.9026,1783.34,-1762.43,1783.34,-1762.43
977,9.81707,1679.33,-1669.52,1679.33,-1669.52
986,-0.29649,1580.22,-1580.52,1580.22,-1580.52
995,-14.7591,1487.76,-1502.52,1487.76,-1502.52
1004,-37.3546,1403.4,-1440.75,1403.4,-1440.75
1013,-45.221,1328.04,-1373.27,1328.04,-1373.27
1022,-48.6768,1262.68,-1311.35,1262.68,-1311.35
1031,-54.6481,1207.86,-1262.5,1207.86,-1262.5
1040,-59.1628,1164.1,-1223.26,1164.1,-1223.26
1049,-73.5188,1131.57,-1205.09,1131.57,-1205.09
1058,-82.3317,1110.4,-1192.73,1110.4,-1192.73
1067,-80.9655,1099.52,-1180.48,1099.52,-1180.48
1076,-78.7501,1097.63,-1176.38,1097.63,-1176.38
1085,-73.3497,1103.51,-1176.86,1103.51,-1176.86
1094,-76.2582,1116.07,-1192.32,1116.07,-1192.32
1103,-56.3317,1134.48,-1190.81,1134.48,-1190.81
1112,-55.9813,1157.5,-1213.48,1157.5,-1213.48
1121,-48.5737,1183.16,-1231.74,1183.16,-1231.74
1130,-42.9851,1209.62,-1252.6,1209.62,-1252.6
1139,-47.6841,1235.4,-1283.09,1235.4,-1283.09
1148,-23.673,1259.22,-1282.89,1259.22,-1282.89
1157,-15.6744,1280.03,-1295.71,1280.03,-1295.71
1166,-21.3026,1296.95,-1318.25,1296.95,-1318.25
1175,-13.603,1309.08,-1322.69,1309.08,-1322.69
1184,-5.79308,1315.74,-1321.54,1315.74,-1321.54
1193,-2.23866,1316.28,-1318.52,1316.28,-1318.52
1202,0.797025,1310.22,-1309.43,1310.22,-1309.43
1211,6.31648,1297.44,-1291.13,1297.44,-1291.13
1220,11.2854,1278.58,-1267.29,1278.58,-1267.29
1229,0.795071,1254.28,-1253.48,1254.28,-1253.48
1238,-1.70669,1225.13,-1226.84,1225.13,-1226.84
1247,6.50815,1191.56,-1185.05,1191.56,-1185.05
1256,-5.07351,1153.86,-1158.94,1153.86,-1158.94
1265,-10.6252,1113.1,-1123.73,1113.1,-1123.73
1274,-6.18903,1070.63,-1076.82,1070.63,-1076.82
1283,-25.4341,1027.62,-1053.06,1027.62,-1053.06
1292,-27.8221,985.037,-1012.86,985.037,-1012.86
1301,-31.3034,943.641,-974.945,943.641,-974.945
1310,-45.6622,904.104,-949.766,904.104,-949.766
1319,-45.3274,867.244,-912.572,867.244,-912.572
1328,-52.8192,833.793,-886.612,833.793,-886.612
1337,-50.5695,804.351,-854.92,804.351,-854.92
1346,-57.1386,779.425,-836.564,779.425,-836.564
1355,-65.5484,759.432,-824.981,759.432,-824.981
1364,-62.1891,744.404,-806.593,744.404,-806.593
1373,-56.4015,734.006,-790.408,734.006,-790.408
1382,-47.5995,727.931,-775.531,727.931,-775.531
1391,-66.4348,725.915,-792.35,725.915,-792.35
1400,-61.3485,727.839,-789.187,727.839,-789.187
1409,-54.6345,733.468,-788.103,733.468,-788.103
1418,-52.4991,741.909,-794.408,741.909,-794.408
1427,-38.2634,752.265,-790.528,752.265,-790.528
1436,-40.2416,763.749,-803.99,763.749,-803.99
1445,-37.8014,775.708,-813.509,775.708,-813.509
1454,-26.0106,787.619,-813.63,787.619,-813.63
1463,-21.7373,798.959,-820.697,798.959,-820.697
1472,-9.44394,808.993,-818.437,808.993,-818.437
1481,2.7698,817.088,-814.319,817.088,-814.319
1490,-4.9052,822.739,-827.644,822.739,-827.644
1499,-1.96257,825.448,-827.411,825.448,-827.411
1512,7.47919,823.478,-815.999,823.478,-815.999
1529,9.37829,810.551,-801.173,810.551,-801.173
1546,10.0139,786.217,-776.203,786.217,-776.203
1563,-0.414165,750.522,-750.936,750.522,-750.936
1580,-1.86885,706.352,-708.221,706.352,-708.221
1597,-9.9112,657.247,-667.158,657.247,-667.158
1614,-9.49197,605.608,-615.1,605.608,-615.1
1631,-25.3687,554.875,-580.244,554.875,-580.244
1648,-22.7408,508.377,-531.118,508.377,-531.118
1665,-25.4964,468.52,-494.016,468.52,-494.016
1682,-29.9275,436.377,-466.305,436.377,-466.305
1699,-26.1074,412.728,-438.835,412.728,-438.835
1716,-22.1731,398.117,-420.29,398.117,-420.29
1733,-28.2166,390.873,-419.089,390.873,-419.089
1750,-22.2324,389.321,-411.553,389.321,-411.553
1767,-13.1588,392.193,-405.351,392.193,-405.351
1784,-11.8144,397.006,-408.821,397.006,-408.821
1801,-8.0874,401.505,-409.592,401.505,-409.592
1818,-0.976027,404.034,-405.01,404.034,-405.01
1835,-4.91613,403.498,-408.414,403.498,-408.414
1852,1.81527,398.847,-397.032,398.847,-397.032
1869,-4.78882,389.413,-394.202,389.413,-394.202
1886,1.66045,376.071,-374.411,376.071,-374.411
1903,-11.107,359.391,-370.498,359.391,-370.498
1920,-8.76494,339.963,-348.728,339.963,-348.728
1937,-13.224,319.441,-332.665,319.441,-332.665
1954,-5.86213,299.168,-305.03,299.168,-305.03
1971,-28.0519,280.137,-308.189,280.137,-308.189
1988,-27.8392,263.265,-291.104,263.265,-291.104
32,0.0643557,1139.75,-1139.69,1139.75,-1139.69
37,0.0649424,1240.11,-1240.04,1240.11,-1240.04
42,0.0699042,1347.3,-1347.23,1347.3,-1347.23
47,0.141281,1459.69,-1459.55,1459.69,-1459.55
52,0.146964,1577.73,-1577.59,1577.73,-1577.59
57,0.193005,1700.71,-1700.51,1700.71,-1700.51
62,0.296409,1829.58,-1829.29,1829.58,-1829.29
67,0.331388,1964.09,-1963.76,1964.09,-1963.76
72,0.356963,2103.81,-2103.45,2103.81,-2103.45
77,0.448396,2250.53,-2250.08,2250.53,-2250.08
82,0.522364,2403.19,-2402.67,2403.19,-2402.67
87,0.489592,2561.7,-2561.21,2561.7,-2561.21
92,0.789127,2725.41,-2724.62,2725.41,-2724.62
97,0.57472,2894.27,-2893.69,2894.27,-2893.69
104,0.830793,3139.82,-3138.99,3139.82,-3138.99
113,0.924375,3469.64,-3468.72,3469.64,-3468.72
122,1.11192,3811.44,-3810.33,3811.44,-3810.33
131,1.10666,4159.49,-4158.39,4159.49,-4158.39
140,1.09668,4507.75,-4506.65,4507.75,-4506.65
149,1.00578,4851.24,-4850.24,4851.24,-4850.24
158,1.07943,5183.12,-5182.04,5183.12,-5182.04
167,0.855441,5497.1,-5496.24,5497.1,-5496.24
176,0.96559,5785.49,-5784.52,5785.49,-5784.52
185,0.835251,6041.66,-6040.83,6041.66,-6040.83
194,0.793541,6259.81,-6259.01,6259.81,-6259.01
203,0.694054,6435.17,-6434.48,6435.17,-6434.48
212,0.877642,6562.73,-6561.85,6562.73,-6561.85
221,0.874199,6640.17,-6639.29,6640.17,-6639.29
230,1.23818,6665.42,-6664.18,6665.42,-6664.18
239,1.78071,6637.77,-6635.99,6637.77,-6635.99
248,2.10983,6557.91,-6555.8,6557.91,-6555.8
257,3.13386,6427.89,-6424.76,6427.89,-6424.76
266,3.86066,6250.92,-6247.06,6250.92,-6247.06
275,5.31265,6032.2,-6026.89,6032.2,-6026.89
284,5.82483,5776.94,-5771.12,5776.94,-5771.12
293,8.21385,5491.35,-5483.14,5491.35,-5483.14
302,9.31107,5181.54,-5172.23,5181.54,-5172.23
311,10.9594,4854.61,-4843.65,4854.61,-4843.65
320,12.6384,4518.84,-4506.2,4518.84,-4506.2
329,15.1816,4182.2,-4167.01,4182.2,-4167.01
338,16.0657,3852.05,-3835.98,3852.05,-3835.98
347,16.2208,3534.96,-3518.74,3534.96,-3518.74
356,18.6902,3236.26,-3217.57,3236.26,-3217.57
365,18.5056,2961.86,-2943.35,2961.86,-2943.35
374,21.0827,2716.67,-2695.59,2716.67,-2695.59
383,21.4257,2504.53,-2483.1,2504.53,-2483.1
392,22.3593,2328.13,-2305.77,2328.13,-2305.77
401,21.1747,2188.87,-2167.69,2188.87,-2167.69
410,21.0336,2087.2,-2066.17,2087.2,-2066.17
419,19.2941,2021.88,-2002.59,2021.88,-2002.59
428,19.1288,1991.13,-1972,1991.13,-1972
437,19.3346,1992.21,-1972.87,1992.21,-1972.87
446,17.3252,2022.26,-2004.94,2022.26,-2004.94
455,15.4382,2077.75,-2062.31,2077.75,-2062.31
464,14.5813,2153.91,-2139.33,2153.91,-2139.33
473,11.5893,2245.36,-2233.77,2245.36,-2233.77
482,11.4556,2346.44,-2334.98,2346.44,-2334.98
491,10.3049,2452.27,-2441.96,2452.27,-2441.96
500,8.30294,2558.44,-2550.13,2558.44,-2550.13
509,8.22746,2660.68,-2652.46,2660.68,-2652.46
518,7.35097,2754.84,-2747.49,2754.84,-2747.49
527,6.50428,2836.62,-2830.11,2836.62,-2830.11
536,6.71246,2902.84,-2896.13,2902.84,-2896.13
545,8.58876,2951.24,-2942.65,2951.24,-2942.65
554,8.51755,2980.22,-2971.7,2980.22,-2971.7
563,10.6431,2989.28,-2978.63,2989.28,-2978.63
572,11.8913,2978.62,-2966.72,2978.62,-2966.72
581,15.4975,2948.94,-2933.44,2948.94,-2933.44
590,15.2827,2901.76,-2886.48,2901.76,-2886.48
599,18.225,2838.54,-2820.32,2838.54,-2820.32
608,22.1034,2761.01,-2738.91,2761.01,-2738.91
617,25.8934,2672.55,-2646.65,2672.55,-2646.65
626,25.9867,2577.09,-2551.11,2577.09,-2551.11
635,30.1719,2478.2,-2448.03,2478.2,-2448.03
644,32.9222,2378.99,-2346.07,2378.99,-2346.07
653,32.8238,2282.06,-2249.24,2282.06,-2249.24
662,34.7378,2190.26,-2155.52,2190.26,-2155.52
671,36.3808,2106.92,-2070.53,2106.92,-2070.53
680,36.6042,2034.84,-1998.23,2034.84,-1998.23
689,38.1163,1976.14,-1938.02,1976.14,-1938.02
698,38.9399,1932.44,-1893.5,1932.44,-1893.5
