ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_USMFv2_tt,residual_USMFv2_tt,Dl_USMFv2_te,residual_USMFv2_te,Dl_USMFv2_ee,residual_USMFv2_ee
32,1097.01,1.51224,0.0643557,1201.59,-104.58,2.23581,-0.72357,0.0294384,0.0349173,1310.27,-213.256,4.01106,-2.49882,0.0434256,0.0209301
37,1180.26,3.11711,0.0649424,1292.57,-112.303,2.24072,0.876389,0.0484945,0.0164479,1356.5,-176.241,4.41745,-1.30034,0.0718066,-0.00686425
42,1426.97,0.820244,0.0699042,1388.52,38.4476,1.98032,-1.16008,0.0743,-0.00439581,1399.93,27.044,4.61117,-3.79093,0.111295,-0.0413912
47,1364.66,1.07013,0.141281,1488.17,-123.508,1.40407,-0.333943,0.107611,0.0336694,1441.08,-76.4202,4.52939,-3.45926,0.162626,-0.0213459
52,1329.06,1.08312,0.146964,1592.29,-263.228,0.49709,0.586028,0.148955,-0.00199056,1480.28,-151.224,4.05241,-2.9693,0.226242,-0.0792776
57,1607.2,-3.82399,0.193005,1700.74,-93.548,-0.771767,-3.05223,0.198516,-0.00551194,1518.02,89.1761,3.18306,-7.00705,0.302574,-0.109569
62,1663.41,-4.29778,0.296409,1814.77,-151.358,-2.41136,-1.88642,0.256248,0.0401605,1556.04,107.374,1.91518,-6.21296,0.391779,-0.0953703
67,1838.4,-2.04066,0.331388,1934.15,-95.7445,-4.41128,2.37062,0.321629,0.00975885,1594.82,243.58,0.250591,-2.29125,0.493276,-0.161888
72,1974.24,-8.54866,0.356963,2058.89,-84.6504,-6.76081,-1.78786,0.394,-0.0370368,1634.86,339.383,-1.81588,-6.73279,0.605906,-0.248943
77,1765.67,-7.23417,0.448396,2190.78,-425.107,-9.44504,2.21087,0.472379,-0.0239833,1678.36,87.3104,-4.29902,-2.93515,0.727707,-0.279312
82,2168.04,-9.89267,0.522364,2329.16,-161.126,-12.4206,2.52793,0.555309,-0.0329449,1724.74,443.297,-7.1577,-2.73496,0.857731,-0.335367
87,2330.99,-12.7208,0.489592,2474.17,-143.174,-15.645,2.92414,0.641248,-0.151656,1775.81,555.189,-10.3389,-2.38196,0.993423,-0.503831
92,2446.65,-19.2047,0.789127,2624.83,-178.176,-19.0634,-0.1413,0.728546,0.0605802,1830.73,615.922,-13.7822,-5.42252,1.13176,-0.342636
97,2484.46,-19.0476,0.57472,2781.43,-296.975,-22.6196,3.57207,0.815273,-0.240553,1890.29,594.17,-17.4512,-1.59641,1.27,-0.695284
104,2951.15,-28.1287,0.830793,3010.95,-59.7953,-27.7166,-0.412147,0.93193,-0.101137,1981.98,969.171,-22.8465,-5.28223,1.45764,-0.626846
113,3221.96,-31.7919,0.924375,3321.48,-99.521,-34.1903,2.39836,1.0658,-0.141423,2112.39,1109.57,-29.924,-1.8679,1.67665,-0.752273
122,3382.73,-35.701,1.11192,3644.96,-262.229,-40.1669,4.46596,1.17157,-0.059655,2253.98,1128.75,-36.7472,1.04621,1.85534,-0.743422
131,3592.1,-41.5613,1.10666,3975.49,-383.392,-45.2023,3.64102,1.24024,-0.13358,2403.9,1188.2,-42.9003,1.33906,1.97928,-0.872626
140,4229.84,-43.6625,1.09668,4306.54,-76.704,-48.8779,5.21538,1.26582,-0.169139,2558.04,1671.8,-47.9865,4.32393,2.03758,-0.940894
149,4251.39,-45.0365,1.00578,4631.58,-380.191,-50.8316,5.7951,1.2468,-0.241016,2710.26,1541.13,-51.6357,6.59915,2.02507,-1.01929
158,4778.71,-49.241,1.07943,4942.15,-163.444,-50.7508,1.50989,1.18627,-0.106844,2852.37,1926.34,-53.5305,4.28955,1.94167,-0.862245
167,4844.8,-45.9645,0.855441,5231.33,-386.531,-48.4143,2.44981,1.09289,-0.237447,2979.31,1865.49,-53.4904,7.52586,1.79392,-0.938478
176,5120.63,-43.3901,0.96559,5491.1,-370.474,-43.6866,0.296479,0.980375,-0.014785,3085.46,2035.16,-51.4363,8.04617,1.5938,-0.628212
