ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
392,19.7448,3.6872,2317.17,-2297.42,57.5948,-53.9076,2317.17,-2297.42,57.5948,-53.9076
401,-0.544681,3.61102,2176.38,-2176.92,37.7274,-34.1164,2176.38,-2176.92,37.7274,-34.1164
410,-21.8916,3.55972,2073.55,-2095.44,17.3965,-13.8368,2073.55,-2095.44,17.3965,-13.8368
419,-35.0666,3.54377,2007.47,-2042.53,-2.72888,6.27265,2007.47,-2042.53,-2.72888,6.27265
428,-48.4463,3.53494,1976.41,-2024.86,-22.0091,25.5441,1976.41,-2024.86,-22.0091,25.5441
437,-61.9365,3.54322,1977.67,-2039.61,-39.8916,43.4348,1977.67,-2039.61,-39.8916,43.4348
446,-62.1436,3.54693,2008.41,-2070.55,-55.903,59.4499,2008.41,-2070.55,-55.903,59.4499
455,-74.4981,3.53836,2065.05,-2139.55,-69.665,73.2033,2065.05,-2139.55,-69.665,73.2033
464,-80.0589,3.51351,2142.81,-2222.87,-80.8213,84.3348,2142.81,-2222.87,-80.8213,84.3348
473,-75.3658,3.49436,2236.22,-2311.58,-89.0937,92.588,2236.22,-2311.58,-89.0937,92.588
482,-71.9894,3.44175,2339.58,-2411.57,-94.2838,97.7256,2339.58,-2411.57,-94.2838,97.7256
491,-71.1199,3.40583,2447.94,-2519.06,-96.3072,99.713,2447.94,-2519.06,-96.3072,99.713
500,-59.624,3.36372,2556.8,-2616.42,-95.1752,98.5389,2556.8,-2616.42,-95.1752,98.5389
509,-47.175,3.16784,2661.81,-2708.98,-91.0099,94.1778,2661.81,-2708.98,-91.0099,94.1778
518,-42.4169,3.14265,2758.7,-2801.12,-84.1299,87.2726,2758.7,-2801.12,-84.1299,87.2726
527,-23.0411,3.15175,2843.08,-2866.12,-74.9177,78.0694,2843.08,-2866.12,-74.9177,78.0694
536,-18.6287,3.17648,2911.66,-2930.29,-63.7793,66.9557,2911.66,-2930.29,-63.7793,66.9557
545,-1.43395,3.24264,2962.08,-2963.51,-51.1441,54.3867,2962.08,-2963.51,-51.1441,54.3867
554,3.55431,3.3236,2992.65,-2989.09,-37.418,40.7416,2992.65,-2989.09,-37.418,40.7416
563,11.5793,3.42033,3002.82,-2991.24,-23.142,26.5623,3002.82,-2991.24,-23.142,26.5623
572,18.6254,3.51972,2992.74,-2974.12,-8.99304,12.5128,2992.74,-2974.12,-8.99304,12.5128
581,26.5374,3.62338,2963.11,-2936.57,4.43119,-0.807813,2963.11,-2936.57,4.43119,-0.807813
590,26.8724,3.71839,2915.4,-2888.53,16.6156,-12.8972,2915.4,-2888.53,16.6156,-12.8972
599,28.2947,3.79892,2851.1,-2822.81,27.1266,-23.3277,2851.1,-2822.81,27.1266,-23.3277
608,32.2515,3.86524,2771.95,-2739.7,35.6187,-31.7535,2771.95,-2739.7,35.6187,-31.7535
617,23.9273,3.93138,2681.38,-2657.45,41.7401,-37.8087,2681.38,-2657.45,41.7401,-37.8087
626,10.8452,3.97246,2583.4,-2572.56,45.2159,-41.2434,2583.4,-2572.56,45.2159,-41.2434
635,7.54114,4.0147,2481.68,-2474.14,45.8609,-41.8462,2481.68,-2474.14,45.8609,-41.8462
644,-5.033,4.0487,2379.43,-2384.46,43.5783,-39.5296,2379.43,-2384.46,43.5783,-39.5296
653,-15.3753,4.0891,2279.37,-2294.74,38.3586,-34.2695,2279.37,-2294.74,38.3586,-34.2695
662,-29.9359,4.13789,2184.46,-2214.4,30.3443,-26.2064,2184.46,-2214.4,30.3443,-26.2064
671,-56.9826,4.18997,2098.16,-2155.14,19.8542,-15.6643,2098.16,-2155.14,19.8542,-15.6643
680,-66.7884,4.23899,2023.38,-2090.17,7.24486,-3.00586,2023.38,-2090.17,7.24486,-3.00586
689,-80.806,4.29086,1962.36,-2043.17,-7.10702,11.3979,1962.36,-2043.17,-7.10702,11.3979
698,-94.2074,4.35447,1916.82,-2011.03,-22.8518,27.2063,1916.82,-2011.03,-22.8518,27.2063
707,-99.954,4.42655,1887.76,-1987.72,-39.6204,44.0469,1887.76,-1987.72,-39.6204,44.0469
716,-113.946,4.48512,1875.37,-1989.32,-56.8275,61.3126,1875.37,-1989.32,-56.8275,61.3126
725,-122.488,4.5266,1879.23,-2001.72,-73.8094,78.336,1879.23,-2001.72,-73.8094,78.336
734,-127.683,4.55362,1898.93,-2026.61,-90.0191,94.5727,1898.93,-2026.61,-90.0191,94.5727
743,-130.614,4.57321,1933.53,-2064.14,-104.959,109.532,1933.53,-2064.14,-104.959,109.532
752,-131.217,4.56933,1981.77,-2112.99,-118.234,122.803,1981.77,-2112.99,-118.234,122.803
761,-126.704,4.5523,2041.9,-2168.6,-129.503,134.056,2041.9,-2168.6,-129.503,134.056
770,-117.03,4.52022,2111,-2228.03,-138.378,142.898,2111,-2228.03,-138.378,142.898
779,-109.053,4.47891,2185.49,-2294.54,-144.531,149.01,2185.49,-2294.54,-144.531,149.01
788,-104.286,4.43384,2262.94,-2367.23,-147.787,152.221,2262.94,-2367.23,-147.787,152.221
797,-89.1184,4.38994,2340.4,-2429.52,-147.964,152.354,2340.4,-2429.52,-147.964,152.354
806,-77.0153,4.33495,2416.04,-2493.06,-145.065,149.4,2416.04,-2493.06,-145.065,149.4
815,-64.7342,4.31189,2486.62,-2551.35,-139.183,143.495,2486.62,-2551.35,-139.183,143.495
824,-49.9835,4.28307,2549.47,-2599.45,-130.606,134.889,2549.47,-2599.45,-130.606,134.889
833,-27.9085,4.26556,2601.64,-2629.55,-119.585,123.85,2601.64,-2629.55,-119.585,123.85
842,-17.8662,4.27838,2641.25,-2659.12,-106.422,110.7,2641.25,-2659.12,-106.422,110.7
851,3.01617,4.28512,2666.85,-2663.84,-91.3935,95.6786,2666.85,-2663.84,-91.3935,95.6786
860,13.7369,4.29587,2677.05,-2663.31,-74.825,79.1209,2677.05,-2663.31,-74.825,79.1209
869,27.841,4.31919,2671.98,-2644.14,-57.3271,61.6463,2671.98,-2644.14,-57.3271,61.6463
878,41.3423,4.34844,2651.03,-2609.68,-39.47,43.8185,2651.03,-2609.68,-39.47,43.8185
887,49.2007,4.3589,2614.67,-2565.47,-21.78,26.1389,2614.67,-2565.47,-21.78,26.1389
896,55.0267,4.35951,2562.89,-2507.87,-4.73367,9.09317,2562.89,-2507.87,-4.73367,9.09317
905,57.821,4.35243,2496.19,-2438.37,11.3645,-7.01203,2496.19,-2438.37,11.3645,-7.01203
914,67.5475,4.32727,2416.41,-2348.86,26.0899,-21.7626,2416.41,-2348.86,26.0899,-21.7626
923,56.6996,4.30118,2325.91,-2269.21,38.9972,-34.696,2325.91,-2269.21,38.9972,-34.696
932,54.4174,4.25605,2226.96,-2172.54,49.751,-45.495,2226.96,-2172.54,49.751,-45.495
941,50.1516,4.20022,2121.71,-2071.56,58.0926,-53.8924,2121.71,-2071.56,58.0926,-53.8924
950,41.3038,4.1401,2011.93,-1970.63,63.8099,-59.6698,2011.93,-1970.63,63.8099,-59.6698
959,33.7705,4.08937,1899.42,-1865.65,66.7915,-62.7021,1899.42,-1865.65,66.7915,-62.7021
968,20.9026,4.02911,1787,-1766.1,67.1055,-63.0764,1787,-1766.1,67.1055,-63.0764
977,9.81707,3.99233,1677.37,-1667.55,64.8821,-60.8897,1677.37,-1667.55,64.8821,-60.8897
986,-0.29649,3.95411,1572.79,-1573.09,60.259,-56.3049,1572.79,-1573.09,60.259,-56.3049
995,-14.7591,3.93737,1475.19,-1489.95,53.3548,-49.4174,1475.19,-1489.95,53.3548,-49.4174
1004,-37.3546,4.28859,1386.16,-1423.51,44.3128,-40.0242,1386.16,-1423.51,44.3128,-40.0242
1013,-45.221,4.28134,1306.73,-1351.95,33.4878,-29.2064,1306.73,-1351.95,33.4878,-29.2064
1022,-48.6768,4.30732,1237.99,-1286.66,21.3131,-17.0058,1237.99,-1286.66,21.3131,-17.0058
1031,-54.6481,4.32956,1180.58,-1235.23,8.30263,-3.97307,1180.58,-1235.23,8.30263,-3.97307
1040,-59.1628,4.36232,1135.09,-1194.25,-5.19176,9.55409,1135.09,-1194.25,-5.19176,9.55409
1049,-73.5188,4.4017,1101.73,-1175.24,-18.7846,23.1863,1101.73,-1175.24,-18.7846,23.1863
1058,-82.3317,4.43323,1080.63,-1162.96,-32.2104,36.6436,1080.63,-1162.96,-32.2104,36.6436
1067,-80.9655,4.485,1070.71,-1151.68,-45.0528,49.5378,1070.71,-1151.68,-45.0528,49.5378
1076,-78.7501,4.50978,1070.64,-1149.39,-56.899,61.4088,1070.64,-1149.39,-56.899,61.4088
1085,-73.3497,4.55144,1079.11,-1152.46,-67.4121,71.9635,1079.11,-1152.46,-67.4121,71.9635
1094,-76.2582,4.58416,1094.95,-1171.2,-76.307,80.8912,1094.95,-1171.2,-76.307,80.8912
1103,-56.3317,4.6199,1117.2,-1173.53,-83.3753,87.9952,1117.2,-1173.53,-83.3753,87.9952
1112,-55.9813,4.6517,1144.51,-1200.49,-88.4901,93.1418,1144.51,-1200.49,-88.4901,93.1418
1121,-48.5737,4.66463,1174.76,-1223.33,-91.6284,96.293,1174.76,-1223.33,-91.6284,96.293
1130,-42.9851,4.69616,1205.95,-1248.94,-92.7932,97.4894,1205.95,-1248.94,-92.7932,97.4894
1139,-47.6841,4.71508,1236.48,-1284.17,-92.0143,96.7294,1236.48,-1284.17,-92.0143,96.7294
1148,-23.673,4.73516,1264.9,-1288.58,-89.3154,94.0506,1264.9,-1288.58,-89.3154,94.0506
1157,-15.6744,4.73391,1290.04,-1305.71,-84.7455,89.4794,1290.04,-1305.71,-84.7455,89.4794
1166,-21.3026,4.74399,1310.85,-1332.15,-78.5716,83.3156,1310.85,-1332.15,-78.5716,83.3156
1175,-13.603,4.74185,1326.34,-1339.94,-71.1411,75.883,1326.34,-1339.94,-71.1411,75.883
1184,-5.79308,4.74721,1335.72,-1341.51,-62.7659,67.5131,1335.72,-1341.51,-62.7659,67.5131
1193,-2.23866,4.74481,1338.26,-1340.5,-53.7154,58.4602,1338.26,-1340.5,-53.7154,58.4602
1202,0.797025,4.7253,1333.44,-1332.64,-44.2075,48.9328,1333.44,-1332.64,-44.2075,48.9328
1211,6.31648,4.72687,1321.11,-1314.79,-34.4897,39.2165,1321.11,-1314.79,-34.4897,39.2165
1220,11.2854,4.71292,1301.9,-1290.61,-24.9297,29.6426,1301.9,-1290.61,-24.9297,29.6426
1229,0.795071,4.6956,1276.48,-1275.68,-15.8681,20.5637,1276.48,-1275.68,-15.8681,20.5637
1238,-1.70669,4.68121,1245.48,-1247.19,-7.5843,12.2655,1245.48,-1247.19,-7.5843,12.2655
1247,6.50815,4.66204,1209.39,-1202.88,-0.317866,4.97991,1209.39,-1202.88,-0.317866,4.97991
1256,-5.07351,4.64301,1168.61,-1173.68,5.73841,-1.0954,1168.61,-1173.68,5.73841,-1.0954
1265,-10.6252,4.6433,1124.3,-1134.92,10.4667,-5.82344,1124.3,-1134.92,10.4667,-5.82344
1274,-6.18903,4.64621,1077.93,-1084.11,13.7929,-9.14668,1077.93,-1084.11,13.7929,-9.14668
1283,-25.4341,4.64925,1030.81,-1056.25,15.6645,-11.0152,1030.81,-1056.25,15.6645,-11.0152
1292,-27.8221,4.68062,984.042,-1011.86,16.0382,-11.3576,984.042,-1011.86,16.0382,-11.3576
1301,-31.3034,4.71052,938.512,-969.815,14.8767,-10.1661,938.512,-969.815,14.8767,-10.1661
1310,-45.6622,4.754,895.025,-940.687,12.2029,-7.44886,895.025,-940.687,12.2029,-7.44886
1319,-45.3274,4.80825,854.524,-899.851,8.23083,-3.42258,854.524,-899.851,8.23083,-3.42258
1328,-52.8192,4.88084,817.855,-870.674,3.1875,1.69334,817.855,-870.674,3.1875,1.69334
1337,-50.5695,4.94053,785.719,-836.289,-2.72814,7.66868,785.719,-836.289,-2.72814,7.66868
1346,-57.1386,5.02014,758.709,-815.848,-9.35161,14.3718,758.709,-815.848,-9.35161,14.3718
1355,-65.5484,5.09858,737.302,-802.85,-16.5462,21.6448,737.302,-802.85,-16.5462,21.6448
1364,-62.1891,5.18877,721.569,-783.759,-24.0883,29.2771,721.569,-783.759,-24.0883,29.2771
1373,-56.4015,5.26685,711.195,-767.596,-31.6694,36.9363,711.195,-767.596,-31.6694,36.9363
1382,-47.5995,5.35616,705.864,-753.463,-39.0215,44.3776,705.864,-753.463,-39.0215,44.3776
1391,-66.4348,5.43165,705.284,-771.719,-45.9109,51.3426,705.284,-771.719,-45.9109,51.3426
1400,-61.3485,5.50284,709.29,-770.639,-52.1539,57.6567,709.29,-770.639,-52.1539,57.6567
1409,-54.6345,5.58661,717.58,-772.215,-57.5918,63.1784,717.58,-772.215,-57.5918,63.1784
1418,-52.4991,5.64958,729.177,-781.676,-62.0936,67.7432,729.177,-781.676,-62.0936,67.7432
1427,-38.2634,5.711,743.086,-781.349,-65.5586,71.2696,743.086,-781.349,-65.5586,71.2696
1436,-40.2416,5.76996,758.408,-798.65,-67.8961,73.6661,758.408,-798.65,-67.8961,73.6661
1445,-37.8014,5.8157,774.373,-812.175,-69.0264,74.8421,774.373,-812.175,-69.0264,74.8421
1454,-26.0106,5.86951,790.334,-816.345,-68.8756,74.7451,790.334,-816.345,-68.8756,74.7451
1463,-21.7373,5.89555,805.646,-827.383,-67.4752,73.3708,805.646,-827.383,-67.4752,73.3708
1472,-9.44394,5.92635,819.456,-828.9,-64.9624,70.8887,819.456,-828.9,-64.9624,70.8887
1481,2.7698,5.94032,831.022,-828.252,-61.4678,67.4081,831.022,-828.252,-61.4678,67.4081
1490,-4.9052,5.96382,839.739,-844.644,-57.1012,63.065,839.739,-844.644,-57.1012,63.065
1499,-1.96257,5.96569,845.024,-846.987,-51.9475,57.9132,845.024,-846.987,-51.9475,57.9132
1512,7.47919,4.24961,845.766,-838.286,-43.3179,47.5675,845.766,-838.286,-43.3179,47.5675
1529,9.37829,4.25685,834.375,-824.997,-30.9293,35.1861,834.375,-824.997,-30.9293,35.1861
1546,10.0139,4.26606,809.204,-799.19,-18.561,22.8271,809.204,-799.19,-18.561,22.8271
1563,-0.414165,4.27373,770.438,-770.852,-7.26207,11.5358,770.438,-770.852,-7.26207,11.5358
1580,-1.86885,4.30843,721.326,-723.195,2.05437,2.25407,721.326,-723.195,2.05437,2.25407
1597,-9.9112,4.35741,665.94,-675.852,8.61855,-4.26114,665.94,-675.852,8.61855,-4.26114
1614,-9.49197,4.42721,607.335,-616.827,11.8647,-7.43744,607.335,-616.827,11.8647,-7.43744
1631,-25.3687,4.52612,549.656,-575.025,11.9273,-7.40122,549.656,-575.025,11.9273,-7.40122
1648,-22.7408,4.65805,496.913,-519.654,9.12404,-4.46599,496.913,-519.654,9.12404,-4.46599
1665,-25.4964,4.81384,452.082,-477.579,3.7277,1.08613,452.082,-477.579,3.7277,1.08613
1682,-29.9275,4.97777,416.651,-446.578,-3.35069,8.32846,416.651,-446.578,-3.35069,8.32846
1699,-26.1074,5.16257,391.631,-417.738,-11.1687,16.3312,391.631,-417.738,-11.1687,16.3312
1716,-22.1731,5.34441,377.602,-399.775,-18.9894,24.3338,377.602,-399.775,-18.9894,24.3338
1733,-28.2166,5.53669,372.71,-400.927,-26.0058,31.5424,372.71,-400.927,-26.0058,31.5424
1750,-22.2324,5.71943,374.926,-397.158,-31.4874,37.2069,374.926,-397.158,-31.4874,37.2069
1767,-13.1588,5.89723,382.509,-395.668,-34.9135,40.8108,382.509,-395.668,-34.9135,40.8108
1784,-11.8144,6.08293,392.438,-404.253,-36.2215,42.3045,392.438,-404.253,-36.2215,42.3045
1801,-8.0874,6.23669,401.896,-409.984,-35.394,41.6307,401.896,-409.984,-35.394,41.6307
1818,-0.976027,6.42867,408.71,-409.686,-32.496,38.9246,408.71,-409.686,-32.496,38.9246
1835,-4.91613,6.60655,411.372,-416.288,-28.1266,34.7332,411.372,-416.288,-28.1266,34.7332
1852,1.81527,6.80151,408.565,-406.75,-22.8332,29.6347,408.565,-406.75,-22.8332,29.6347
1869,-4.78882,6.99482,399.503,-404.292,-17.094,24.0888,399.503,-404.292,-17.094,24.0888
1886,1.66045,7.22323,385.099,-383.439,-11.5581,18.7813,385.099,-383.439,-11.5581,18.7813
1903,-11.107,7.48368,366.118,-377.225,-6.80342,14.2871,366.118,-377.225,-6.80342,14.2871
1920,-8.76494,7.7701,343.472,-352.237,-3.23878,11.0089,343.472,-352.237,-3.23878,11.0089
1937,-13.224,8.06156,319.212,-332.436,-1.03065,9.09221,319.212,-332.436,-1.03065,9.09221
1954,-5.86213,8.37766,295.106,-300.968,-0.346181,8.72384,295.106,-300.968,-0.346181,8.72384
1971,-28.0519,8.73154,272.571,-300.623,-1.1957,9.92724,272.571,-300.623,-1.1957,9.92724
1988,-27.8392,9.11875,252.89,-280.729,-3.22328,12.342,252.89,-280.729,-3.22328,12.342
32,0.0643557,0.038095,1139.33,-1139.26,1.77354,-1.73544,1139.33,-1139.26,1.77354,-1.73544
37,0.0649424,0.0382651,1239.56,-1239.5,1.71443,-1.67617,1239.56,-1239.5,1.71443,-1.67617
42,0.0699042,0.0395151,1346.63,-1346.56,1.40505,-1.36553,1346.63,-1346.56,1.40505,-1.36553
47,0.141281,0.041839,1458.89,-1458.75,0.836138,-0.794299,1458.89,-1458.75,0.836138,-0.794299
52,0.146964,0.0449488,1576.8,-1576.65,-0.0456775,0.0906263,1576.8,-1576.65,-0.0456775,0.0906263
57,0.193005,0.0487204,1699.63,-1699.44,-1.23979,1.28851,1699.63,-1699.44,-1.23979,1.28851
62,0.296409,0.052946,1828.37,-1828.07,-2.76839,2.82134,1828.37,-1828.07,-2.76839,2.82134
67,0.331388,0.0577864,1962.73,-1962.4,-4.61829,4.67608,1962.73,-1962.4,-4.61829,4.67608
72,0.356963,0.0629367,2102.29,-2101.94,-6.78285,6.84579,2102.29,-2101.94,-6.78285,6.84579
77,0.448396,0.0685223,2248.87,-2248.42,-9.25204,9.32057,2248.87,-2248.42,-9.25204,9.32057
82,0.522364,0.0741419,2401.39,-2400.87,-11.987,12.0612,2401.39,-2400.87,-11.987,12.0612
87,0.489592,0.0797743,2559.78,-2559.29,-14.9515,15.0313,2559.78,-2559.29,-14.9515,15.0313
92,0.789127,0.0854591,2723.37,-2722.58,-18.1002,18.1857,2723.37,-2722.58,-18.1002,18.1857
97,0.57472,0.0909925,2892.13,-2891.56,-21.384,21.475,2892.13,-2891.56,-21.384,21.475
104,0.830793,0.0715857,3137.59,-3136.76,-26.1143,26.1859,3137.59,-3136.76,-26.1143,26.1859
113,0.924375,0.0778543,3467.38,-3466.45,-32.1842,32.2621,3467.38,-3466.45,-32.1842,32.2621
122,1.11192,0.0832173,3809.25,-3808.14,-37.8832,37.9664,3809.25,-3808.14,-37.8832,37.9664
131,1.10666,0.0873743,4157.48,-4156.38,-42.8124,42.8998,4157.48,-4156.38,-42.8124,42.8998
140,1.09668,0.0908116,4506.05,-4504.95,-46.5925,46.6833,4506.05,-4504.95,-46.5925,46.6833
149,1.00578,0.0931316,4850,-4848.99,-48.8848,48.978,4850,-4848.99,-48.8848,48.978
158,1.07943,0.0947803,5182.49,-5181.41,-49.3912,49.486,5182.49,-5181.41,-49.3912,49.486
167,0.855441,0.0960544,5497.24,-5496.38,-47.8689,47.9649,5497.24,-5496.38,-47.8689,47.9649
176,0.96559,0.097314,5786.56,-5785.59,-44.148,44.2453,5786.56,-5785.59,-44.148,44.2453
185,0.835251,0.099276,6043.78,-6042.95,-38.151,38.2503,6043.78,-6042.95,-38.151,38.2503
194,0.793541,0.10222,6263.08,-6262.28,-29.8803,29.9825,6263.08,-6262.28,-29.8803,29.9825
203,0.694054,0.10671,6439.64,-6438.95,-19.4356,19.5423,6439.64,-6438.95,-19.4356,19.5423
212,0.877642,0.113639,6568.4,-6567.53,-7.01545,7.12909,6568.4,-6567.53,-7.01545,7.12909
221,0.874199,0.122676,6647.02,-6646.15,7.08055,-6.95787,6647.02,-6646.15,7.08055,-6.95787
230,1.23818,0.134981,6673.38,-6672.15,22.4837,-22.3487,6673.38,-6672.15,22.4837,-22.3487
239,1.78071,0.150693,6646.73,-6644.95,38.7738,-38.6231,6646.73,-6644.95,38.7738,-38.6231
248,2.10983,0.170457,6567.7,-6565.59,55.4933,-55.3229,6567.7,-6565.59,55.4933,-55.3229
257,3.13386,0.194437,6438.29,-6435.15,72.16,-71.9656,6438.29,-6435.15,72.16,-71.9656
266,3.86066,0.222911,6261.65,-6257.79,88.2104,-87.9875,6261.65,-6257.79,88.2104,-87.9875
275,5.31265,0.254935,6042.95,-6037.64,103.085,-102.83,6042.95,-6037.64,103.085,-102.83
284,5.82483,0.291107,5787.38,-5781.56,116.265,-115.974,5787.38,-5781.56,116.265,-115.974
293,8.21385,0.330528,5501.14,-5492.93,127.307,-126.977,5501.14,-5492.93,127.307,-126.977
302,9.31107,0.371814,5190.36,-5181.05,135.834,-135.462,5190.36,-5181.05,135.834,-135.462
311,10.9594,0.414569,4862.14,-4851.18,141.553,-141.139,4862.14,-4851.18,141.553,-141.139
320,12.6384,0.456766,4524.78,-4512.14,144.2,-143.743,4524.78,-4512.14,144.2,-143.743
329,15.1816,0.499415,4186.28,-4171.1,143.606,-143.106,4186.28,-4171.1,143.606,-143.106
338,16.0657,0.539085,3854.06,-3838,139.713,-139.174,3854.06,-3838,139.713,-139.174
347,16.2208,0.576431,3534.74,-3518.52,132.582,-132.005,3534.74,-3518.52,132.582,-132.005
356,18.6902,0.610392,3233.72,-3215.03,122.338,-121.728,3233.72,-3215.03,122.338,-121.728
365,18.5056,0.636093,2957,-2938.5,109.303,-108.667,2957,-2938.5,109.303,-108.667
374,21.0827,0.658654,2709.59,-2688.51,93.8625,-93.2039,2709.59,-2688.51,93.8625,-93.2039
383,21.4257,0.67476,2495.39,-2473.96,76.4707,-75.7959,2495.39,-2473.96,76.4707,-75.7959
392,22.3593,0.684796,2317.17,-2294.81,57.5948,-56.91,2317.17,-2294.81,57.5948,-56.91
401,21.1747,0.685442,2176.38,-2155.2,37.7274,-37.042,2176.38,-2155.2,37.7274,-37.042
410,21.0336,0.682149,2073.55,-2052.51,17.3965,-16.7144,2073.55,-2052.51,17.3965,-16.7144
419,19.2941,0.673185,2007.47,-1988.17,-2.72888,3.40206,2007.47,-1988.17,-2.72888,3.40206
428,19.1288,0.658485,1976.41,-1957.28,-22.0091,22.6676,1976.41,-1957.28,-22.0091,22.6676
437,19.3346,0.641241,1977.67,-1958.34,-39.8916,40.5329,1977.67,-1958.34,-39.8916,40.5329
446,17.3252,0.6202,2008.41,-1991.09,-55.903,56.5232,2008.41,-1991.09,-55.903,56.5232
455,15.4382,0.59887,2065.05,-2049.61,-69.665,70.2638,2065.05,-2049.61,-69.665,70.2638
464,14.5813,0.578017,2142.81,-2128.22,-80.8213,81.3993,2142.81,-2128.22,-80.8213,81.3993
473,11.5893,0.559745,2236.22,-2224.63,-89.0937,89.6534,2236.22,-2224.63,-89.0937,89.6534
482,11.4556,0.542703,2339.58,-2328.13,-94.2838,94.8265,2339.58,-2328.13,-94.2838,94.8265
491,10.3049,0.531351,2447.94,-2437.63,-96.3072,96.8386,2447.94,-2437.63,-96.3072,96.8386
500,8.30294,0.523469,2556.8,-2548.5,-95.1752,95.6987,2556.8,-2548.5,-95.1752,95.6987
509,8.22746,0.446077,2661.81,-2653.58,-91.0099,91.456,2661.81,-2653.58,-91.0099,91.456
518,7.35097,0.446632,2758.7,-2751.35,-84.1299,84.5766,2758.7,-2751.35,-84.1299,84.5766
527,6.50428,0.45506,2843.08,-2836.58,-74.9177,75.3727,2843.08,-2836.58,-74.9177,75.3727
536,6.71246,0.470504,2911.66,-2904.95,-63.7793,64.2498,2911.66,-2904.95,-63.7793,64.2498
545,8.58876,0.493221,2962.08,-2953.49,-51.1441,51.6373,2962.08,-2953.49,-51.1441,51.6373
554,8.51755,0.5237,2992.65,-2984.13,-37.418,37.9417,2992.65,-2984.13,-37.418,37.9417
563,10.6431,0.560376,3002.82,-2992.17,-23.142,23.7023,3002.82,-2992.17,-23.142,23.7023
572,11.8913,0.602078,2992.74,-2980.85,-8.99304,9.59512,2992.74,-2980.85,-8.99304,9.59512
581,15.4975,0.651853,2963.11,-2947.61,4.43119,-3.77934,2963.11,-2947.61,4.43119,-3.77934
590,15.2827,0.704869,2915.4,-2900.12,16.6156,-15.9107,2915.4,-2900.12,16.6156,-15.9107
599,18.225,0.760114,2851.1,-2832.88,27.1266,-26.3665,2851.1,-2832.88,27.1266,-26.3665
608,22.1034,0.81962,2771.95,-2749.84,35.6187,-34.7991,2771.95,-2749.84,35.6187,-34.7991
617,25.8934,0.876712,2681.38,-2655.49,41.7401,-40.8634,2681.38,-2655.49,41.7401,-40.8634
626,25.9867,0.932242,2583.4,-2557.42,45.2159,-44.2837,2583.4,-2557.42,45.2159,-44.2837
635,30.1719,0.989552,2481.68,-2451.51,45.8609,-44.8714,2481.68,-2451.51,45.8609,-44.8714
644,32.9222,1.03921,2379.43,-2346.5,43.5783,-42.5391,2379.43,-2346.5,43.5783,-42.5391
653,32.8238,1.08084,2279.37,-2246.54,38.3586,-37.2778,2279.37,-2246.54,38.3586,-37.2778
662,34.7378,1.12164,2184.46,-2149.72,30.3443,-29.2226,2184.46,-2149.72,30.3443,-29.2226
671,36.3808,1.15221,2098.16,-2061.78,19.8542,-18.702,2098.16,-2061.78,19.8542,-18.702
680,36.6042,1.1771,2023.38,-1986.78,7.24486,-6.06776,2023.38,-1986.78,7.24486,-6.06776
689,38.1163,1.18917,1962.36,-1924.24,-7.10702,8.29619,1962.36,-1924.24,-7.10702,8.29619
698,38.9399,1.198,1916.82,-1877.88,-22.8518,24.0499,1916.82,-1877.88,-22.8518,24.0499
707,36.5131,1.20156,1887.76,-1851.25,-39.6204,40.8219,1887.76,-1851.25,-39.6204,40.8219
716,36.4293,1.19521,1875.37,-1838.95,-56.8275,58.0227,1875.37,-1838.95,-56.8275,58.0227
725,33.4393,1.1853,1879.23,-1845.79,-73.8094,74.9947,1879.23,-1845.79,-73.8094,74.9947
734,32.2593,1.17009,1898.93,-1866.67,-90.0191,91.1891,1898.93,-1866.67,-90.0191,91.1891
743,27.6853,1.15603,1933.53,-1905.84,-104.959,106.115,1933.53,-1905.84,-104.959,106.115
752,27.3087,1.13679,1981.77,-1954.46,-118.234,119.371,1981.77,-1954.46,-118.234,119.371
761,24.6929,1.12169,2041.9,-2017.2,-129.503,130.625,2041.9,-2017.2,-129.503,130.625
770,21.1035,1.10542,2111,-2089.9,-138.378,139.483,2111,-2089.9,-138.378,139.483
779,19.3843,1.0959,2185.49,-2166.1,-144.531,145.626,2185.49,-2166.1,-144.531,145.626
788,19.3659,1.08822,2262.94,-2243.58,-147.787,148.875,2262.94,-2243.58,-147.787,148.875
797,17.3212,1.0824,2340.4,-2323.08,-147.964,149.046,2340.4,-2323.08,-147.964,149.046
806,16.1542,1.08845,2416.04,-2399.89,-145.065,146.154,2416.04,-2399.89,-145.065,146.154
815,14.1638,1.09478,2486.62,-2472.45,-139.183,140.278,2486.62,-2472.45,-139.183,140.278
824,12.1229,1.1113,2549.47,-2537.35,-130.606,131.717,2549.47,-2537.35,-130.606,131.717
833,11.6282,1.13708,2601.64,-2590.01,-119.585,120.722,2601.64,-2590.01,-119.585,120.722
842,13.3085,1.17059,2641.25,-2627.94,-106.422,107.592,2641.25,-2627.94,-106.422,107.592
851,13.0309,1.20586,2666.85,-2653.82,-91.3935,92.5994,2666.85,-2653.82,-91.3935,92.5994
860,15.4091,1.25198,2677.05,-2661.64,-74.825,76.077,2677.05,-2661.64,-74.825,76.077
