ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
419,1731.61,-35.0666,19.2941,-1.13252,1732.74,-0.281619,-34.785,0.0342973,19.2598,-1.13252,1732.74,-0.281619,-34.785,0.0342973,19.2598
428,1770.01,-48.4463,19.1288,-1.60458,1771.62,-0.266859,-48.1794,0.0388249,19.09,-1.60458,1771.62,-0.266859,-48.1794,0.0388249,19.09
437,1770.68,-61.9365,19.3346,-1.40016,1772.08,-0.146301,-61.7902,0.0275579,19.307,-1.40016,1772.08,-0.146301,-61.7902,0.0275579,19.307
446,1856.79,-62.1436,17.3252,-0.44798,1857.24,-0.0155834,-62.128,0.00768146,17.3175,-0.44798,1857.24,-0.0155834,-62.128,0.00768146,17.3175
455,2045.9,-74.4981,15.4382,0.650129,2045.25,-0.0520043,-74.4461,-0.00536842,15.4436,0.650129,2045.25,-0.0520043,-74.4461,-0.00536842,15.4436
464,2224.7,-80.0589,14.5813,1.37336,2223.33,-0.214709,-79.8442,-0.00790051,14.5892,1.37336,2223.33,-0.214709,-79.8442,-0.00790051,14.5892
473,2178.24,-75.3658,11.5893,1.62418,2176.62,-0.333167,-75.0327,-0.00382534,11.5931,1.62418,2176.62,-0.333167,-75.0327,-0.00382534,11.5931
482,2323.36,-71.9894,11.4556,1.10591,2322.25,-0.30997,-71.6795,0.002491,11.4531,1.10591,2322.25,-0.30997,-71.6795,0.002491,11.4531
491,2418.7,-71.1199,10.3049,0.257318,2418.44,-0.161509,-70.9584,0.00675668,10.2982,0.257318,2418.44,-0.161509,-70.9584,0.00675668,10.2982
500,2447.25,-59.624,8.30294,0,2447.25,0,-59.624,0,8.30294,0,2447.25,0,-59.624,0,8.30294
509,2577.77,-47.175,8.22746,0.98482,2576.79,0.0430684,-47.2181,-0.0237797,8.25124,0.98482,2576.79,0.0430684,-47.2181,-0.0237797,8.25124
518,2558.51,-42.4169,7.35097,2.36374,2556.15,0.00582471,-42.4228,-0.0449265,7.39589,2.36374,2556.15,0.00582471,-42.4228,-0.0449265,7.39589
527,2579.22,-23.0411,6.50428,2.77285,2576.44,-0.0460003,-22.9951,-0.0478259,6.55211,2.77285,2576.44,-0.0460003,-22.9951,-0.0478259,6.55211
536,2523.98,-18.6287,6.71246,1.95507,2522.02,-0.0702976,-18.5584,-0.0307694,6.74323,1.95507,2522.02,-0.0702976,-18.5584,-0.0307694,6.74323
545,2519.15,-1.43395,8.58876,0.559583,2518.59,-0.0482614,-1.38569,-0.0066226,8.59538,0.559583,2518.59,-0.0482614,-1.38569,-0.0066226,8.59538
554,2566.59,3.55431,8.51755,-0.121738,2566.71,0.0639622,3.49035,-0.00269397,8.52024,-0.121738,2566.71,0.0639622,3.49035,-0.00269397,8.52024
563,2545.99,11.5793,10.6431,0.372168,2545.62,0.221672,11.3576,-0.0230804,10.6662,0.372168,2545.62,0.221672,11.3576,-0.0230804,10.6662
572,2409.8,18.6254,11.8913,0.985072,2408.82,0.29773,18.3276,-0.0408709,11.9322,0.985072,2408.82,0.29773,18.3276,-0.0408709,11.9322
581,2410.13,26.5374,15.4975,1.0425,2409.08,0.247563,26.2899,-0.0420269,15.5395,1.0425,2409.08,0.247563,26.2899,-0.0420269,15.5395
590,2373.46,26.8724,15.2827,0.70194,2372.76,0.108978,26.7634,-0.0256579,15.3083,0.70194,2372.76,0.108978,26.7634,-0.0256579,15.3083
599,2206.46,28.2947,18.225,0.0837583,2206.38,0.00134295,28.2933,-0.00223863,18.2273,0.0837583,2206.38,0.00134295,28.2933,-0.00223863,18.2273
608,2119.7,32.2515,22.1034,-0.683293,2120.38,0.082997,32.1685,0.0120913,22.0913,-0.683293,2120.38,0.082997,32.1685,0.0120913,22.0913
617,2135.45,23.9273,25.8934,-1.27347,2136.73,0.230565,23.6967,0.0145746,25.8788,-1.27347,2136.73,0.230565,23.6967,0.0145746,25.8788
626,1951.2,10.8452,25.9867,-1.31581,1952.51,0.301952,10.5433,0.00994734,25.9767,-1.31581,1952.51,0.301952,10.5433,0.00994734,25.9767
635,1938.19,7.54114,30.1719,-0.788401,1938.97,0.244705,7.29643,0.00168948,30.1702,-0.788401,1938.97,0.244705,7.29643,0.00168948,30.1702
644,1859.9,-5.033,32.9222,-0.107637,1860.01,0.0946199,-5.12762,-0.00352468,32.9257,-0.107637,1860.01,0.0946199,-5.12762,-0.00352468,32.9257
653,1847.08,-15.3753,32.8238,-0.181842,1847.27,-0.0282575,-15.3471,0.00583474,32.8179,-0.181842,1847.27,-0.0282575,-15.3471,0.00583474,32.8179
662,1848.18,-29.9359,34.7378,-1.17306,1849.35,-0.0484321,-29.8875,0.0338662,34.7039,-1.17306,1849.35,-0.0484321,-29.8875,0.0338662,34.7039
671,1814.96,-56.9826,36.3808,-1.98034,1816.94,-0.01811,-56.9645,0.0548091,36.326,-1.98034,1816.94,-0.01811,-56.9645,0.0548091,36.326
680,1760.56,-66.7884,36.6042,-1.96188,1762.53,0.0216284,-66.81,0.0536684,36.5505,-1.96188,1762.53,0.0216284,-66.81,0.0536684,36.5505
689,1822.41,-80.806,38.1163,-1.16668,1823.57,0.0502789,-80.8562,0.0275574,38.0888,-1.16668,1823.57,0.0502789,-80.8562,0.0275574,38.0888
698,1884.92,-94.2074,38.9399,-0.148866,1885.06,0.0200012,-94.2274,0.00218834,38.9378,-0.148866,1885.06,0.0200012,-94.2274,0.00218834,38.9378
707,1891,-99.954,36.5131,0.0712222,1890.93,-0.108791,-99.8452,0.00690085,36.5062,0.0712222,1890.93,-0.108791,-99.8452,0.00690085,36.5062
716,1908.77,-113.946,36.4293,-0.336502,1909.1,-0.250642,-113.695,0.0300029,36.3993,-0.336502,1909.1,-0.250642,-113.695,0.0300029,36.3993
725,1994.29,-122.488,33.4393,-0.840043,1995.13,-0.284874,-122.204,0.0425143,33.3968,-0.840043,1995.13,-0.284874,-122.204,0.0425143,33.3968
734,2050.06,-127.683,32.2593,-0.894913,2050.95,-0.207653,-127.476,0.0383042,32.221,-0.894913,2050.95,-0.207653,-127.476,0.0383042,32.221
743,2184.75,-130.614,27.6853,-0.469178,2185.22,-0.0649152,-130.549,0.0178526,27.6675,-0.469178,2185.22,-0.0649152,-130.549,0.0178526,27.6675
752,2260,-131.217,27.3087,0.126674,2259.88,-0.00405939,-131.213,-0.00421915,27.3129,0.126674,2259.88,-0.00405939,-131.213,-0.00421915,27.3129
761,2344.61,-126.704,24.6929,0.703452,2343.9,-0.123996,-126.58,-0.0169602,24.7099,0.703452,2343.9,-0.123996,-126.58,-0.0169602,24.7099
770,2348.38,-117.03,21.1035,1.17699,2347.2,-0.257861,-116.772,-0.0192131,21.1227,1.17699,2347.2,-0.257861,-116.772,-0.0192131,21.1227
779,2350.93,-109.053,19.3843,0.927235,2350,-0.275528,-108.778,-0.0123687,19.3966,0.927235,2350,-0.275528,-108.778,-0.0123687,19.3966
788,2481.01,-104.286,19.3659,0.537557,2480.47,-0.196927,-104.089,-0.00116063,19.367,0.537557,2480.47,-0.196927,-104.089,-0.00116063,19.367
797,2466.93,-89.1184,17.3212,0.0118954,2466.92,-0.0352985,-89.0831,0.00232337,17.3189,0.0118954,2466.92,-0.0352985,-89.0831,0.00232337,17.3189
806,2493.81,-77.0153,16.1542,0.48606,2493.32,0.0342627,-77.0496,-0.0161025,16.1703,0.48606,2493.32,0.0342627,-77.0496,-0.0161025,16.1703
815,2552.73,-64.7342,14.1638,1.21232,2551.52,0.0406778,-64.7749,-0.0440478,14.2078,1.21232,2551.52,0.0406778,-64.7749,-0.0440478,14.2078
824,2521.81,-49.9835,12.1229,1.77932,2520.03,0.00037485,-49.9838,-0.0576333,12.1805,1.77932,2520.03,0.00037485,-49.9838,-0.0576333,12.1805
833,2495.02,-27.9085,11.6282,1.45385,2493.56,-0.0276614,-27.8809,-0.0461955,11.6744,1.45385,2493.56,-0.0276614,-27.8809,-0.0461955,11.6744
842,2505.47,-17.8662,13.3085,0.587229,2504.88,-0.0359988,-17.8302,-0.0168986,13.3254,0.587229,2504.88,-0.0359988,-17.8302,-0.0168986,13.3254
851,2383.14,3.01617,13.0309,-0.0463307,2383.19,0.00881095,3.00736,0.000607307,13.0303,-0.0463307,2383.19,0.00881095,3.00736,0.000607307,13.0303
860,2355.55,13.7369,15.4091,-0.184374,2355.73,0.13832,13.5986,-0.0116037,15.4207,-0.184374,2355.73,0.13832,13.5986,-0.0116037,15.4207
869,2237.42,27.841,16.3651,0.310793,2237.1,0.234701,27.6063,-0.0339207,16.399,0.310793,2237.1,0.234701,27.6063,-0.0339207,16.399
878,2168.28,41.3423,17.5279,0.507507,2167.77,0.245047,41.0973,-0.0405195,17.5685,0.507507,2167.77,0.245047,41.0973,-0.0405195,17.5685
887,2073.72,49.2007,22.0617,0.603214,2073.12,0.160429,49.0402,-0.033135,22.0948,0.603214,2073.12,0.160429,49.0402,-0.033135,22.0948
896,1948.82,55.0267,24.2907,0.267947,1948.56,0.0214634,55.0053,-0.0103081,24.301,0.267947,1948.56,0.0214634,55.0053,-0.0103081,24.301
905,1843.37,57.821,23.2827,-0.356533,1843.73,0.0341489,57.7869,0.00844149,23.2743,-0.356533,1843.73,0.0341489,57.7869,0.00844149,23.2743
914,1745.6,67.5475,29.1072,-0.786459,1746.39,0.162399,67.3851,0.013921,29.0933,-0.786459,1746.39,0.162399,67.3851,0.013921,29.0933
923,1619.45,56.6996,31.4781,-0.881103,1620.33,0.24379,56.4558,0.0121508,31.466,-0.881103,1620.33,0.24379,56.4558,0.0121508,31.466
932,1562.39,54.4174,35.4116,-0.653819,1563.05,0.222259,54.1952,0.00550403,35.4061,-0.653819,1563.05,0.222259,54.1952,0.00550403,35.4061
941,1437.55,50.1516,37.4935,-0.192244,1437.74,0.118555,50.0331,-0.00171441,37.4952,-0.192244,1437.74,0.118555,50.0331,-0.00171441,37.4952
950,1342.39,41.3038,37.058,0,1342.39,0,41.3038,0,37.058,0,1342.39,0,41.3038,0,37.058
959,1285.75,33.7705,39.3482,-0.52098,1286.27,-0.0393179,33.8098,0.0210724,39.3271,-0.52098,1286.27,-0.0393179,33.8098,0.0210724,39.3271
968,1232.84,20.9026,40.3395,-1.12817,1233.97,-0.0216945,20.9243,0.0423315,40.2972,-1.12817,1233.97,-0.0216945,20.9243,0.0423315,40.2972
977,1129.03,9.81707,40.4442,-1.29081,1130.32,0.0186379,9.79844,0.0461206,40.3981,-1.29081,1130.32,0.0186379,9.79844,0.0461206,40.3981
986,1103.57,-0.29649,38.6279,-0.923848,1104.5,0.0551722,-0.351662,0.0307542,38.5971,-0.923848,1104.5,0.0551722,-0.351662,0.0307542,38.5971
995,1087.32,-14.7591,42.2792,-0.283941,1087.6,0.0420877,-14.8011,0.00784345,42.2713,-0.283941,1087.6,0.0420877,-14.8011,0.00784345,42.2713
1004,1024.83,-37.3546,40.1553,0.0734528,1024.75,-0.0454022,-37.3092,-0.000243736,40.1556,0.0734528,1024.75,-0.0454022,-37.3092,-0.000243736,40.1556
1013,1079.48,-45.221,46.1332,-0.195602,1079.68,-0.134606,-45.0864,0.0122402,46.121,-0.195602,1079.68,-0.134606,-45.0864,0.0122402,46.121
1022,1032.41,-48.6768,42.9829,-0.489075,1032.9,-0.206043,-48.4708,0.0316645,42.9512,-0.489075,1032.9,-0.206043,-48.4708,0.0316645,42.9512
1031,1040.79,-54.6481,39.2361,-0.595876,1041.39,-0.167161,-54.4809,0.0318789,39.2042,-0.595876,1041.39,-0.167161,-54.4809,0.0318789,39.2042
1040,1055.91,-59.1628,36.5526,-0.371768,1056.28,-0.0871982,-59.0756,0.020978,36.5316,-0.371768,1056.28,-0.0871982,-59.0756,0.020978,36.5316
1049,1081.98,-73.5188,35.8932,-0.0439318,1082.02,-0.00189051,-73.5169,0.00289662,35.8903,-0.0439318,1082.02,-0.00189051,-73.5169,0.00289662,35.8903
1058,1129.81,-82.3317,37.0442,0.301376,1129.51,-0.0535563,-82.2782,-0.0153146,37.0596,0.301376,1129.51,-0.0535563,-82.2782,-0.0153146,37.0596
1067,1122.39,-80.9655,28.6378,0.48898,1121.9,-0.1573,-80.8082,-0.017789,28.6556,0.48898,1121.9,-0.1573,-80.8082,-0.017789,28.6556
1076,1153.29,-78.7501,25.1823,0.483612,1152.8,-0.205708,-78.5444,-0.013605,25.1959,0.483612,1152.8,-0.205708,-78.5444,-0.013605,25.1959
1085,1217.71,-73.3497,20.9454,0.287177,1217.42,-0.16704,-73.1826,-0.00412142,20.9495,0.287177,1217.42,-0.16704,-73.1826,-0.00412142,20.9495
1094,1216.98,-76.2582,25.9907,0.027859,1216.95,-0.0615542,-76.1967,0.00246871,25.9882,0.027859,1216.95,-0.0615542,-76.1967,0.00246871,25.9882
1103,1211.44,-56.3317,16.4541,0.0703251,1211.37,0.016203,-56.3479,-0.00508573,16.4592,0.0703251,1211.37,0.016203,-56.3479,-0.00508573,16.4592
1112,1213.36,-55.9813,15.7459,0.490222,1212.87,0.0177435,-55.9991,-0.0280128,15.7739,0.490222,1212.87,0.0177435,-55.9991,-0.0280128,15.7739
1121,1246.29,-48.5737,15.3649,0.840563,1245.45,-0.0110134,-48.5627,-0.0444093,15.4093,0.840563,1245.45,-0.0110134,-48.5627,-0.0444093,15.4093
1130,1237.54,-42.9851,15.5914,0.813116,1236.73,-0.0333049,-42.9518,-0.0424259,15.6338,0.813116,1236.73,-0.0333049,-42.9518,-0.0424259,15.6338
1139,1215.83,-47.6841,13.6421,0.471065,1215.36,-0.0390361,-47.6451,-0.0226184,13.6648,0.471065,1215.36,-0.0390361,-47.6451,-0.0226184,13.6648
1148,1212.52,-23.673,13.5995,0.0558762,1212.47,-0.0120949,-23.6609,-0.00181093,13.6014,0.0558762,1212.47,-0.0120949,-23.6609,-0.00181093,13.6014
1157,1220.58,-15.6744,14.5019,-0.0109394,1220.59,0.0588735,-15.7332,-0.00546928,14.5074,-0.0109394,1220.59,0.0588735,-15.7332,-0.00546928,14.5074
1166,1159.29,-21.3026,9.18108,0.207525,1159.08,0.128469,-21.431,-0.0231571,9.20423,0.207525,1159.08,0.128469,-21.431,-0.0231571,9.20423
1175,1143.31,-13.603,10.5746,0.388872,1142.92,0.148206,-13.7512,-0.0342296,10.6088,0.388872,1142.92,0.148206,-13.7512,-0.0342296,10.6088
1184,1136.56,-5.79308,12.8028,0.408713,1136.15,0.105641,-5.89872,-0.0301505,12.833,0.408713,1136.15,0.105641,-5.89872,-0.0301505,12.833
1193,1086.25,-2.23866,12.7564,0.209514,1086.04,0.0304216,-2.26908,-0.0137489,12.7702,0.209514,1086.04,0.0304216,-2.26908,-0.0137489,12.7702
1202,1005.41,0.797025,23.1519,-0.0585693,1005.47,0.00408547,0.79294,0.00291156,23.149,-0.0585693,1005.47,0.00408547,0.79294,0.00291156,23.149
1211,975.189,6.31648,21.2917,-0.280052,975.469,0.0714306,6.24505,0.00934074,21.2824,-0.280052,975.469,0.0714306,6.24505,0.00934074,21.2824
1220,970.73,11.2854,18.0007,-0.369023,971.099,0.142733,11.1426,0.0088017,17.9919,-0.369023,971.099,0.142733,11.1426,0.0088017,17.9919
1229,906.514,0.795071,24.1192,-0.312074,906.826,0.153484,0.641587,0.00354409,24.1156,-0.312074,906.826,0.153484,0.641587,0.00354409,24.1156
1238,895.506,-1.70669,26.9876,-0.125512,895.632,0.100461,-1.80715,-0.00173107,26.9893,-0.125512,895.632,0.100461,-1.80715,-0.00173107,26.9893
1247,860.053,6.50815,28.9322,0.0109341,860.043,0.020167,6.48799,-0.00224849,28.9344,0.0109341,860.043,0.020167,6.48799,-0.00224849,28.9344
1256,805.618,-5.07351,28.2583,-0.168713,805.786,-0.0161032,-5.05741,0.00940027,28.2489,-0.168713,805.786,-0.0161032,-5.05741,0.00940027,28.2489
1265,777.489,-10.6252,32.123,-0.497521,777.987,-0.00202797,-10.6231,0.0268401,32.0962,-0.497521,777.987,-0.00202797,-10.6231,0.0268401,32.0962
1274,770.016,-6.18903,28.0386,-0.668746,770.685,0.0219341,-6.21096,0.0348082,28.0038,-0.668746,770.685,0.0219341,-6.21096,0.0348082,28.0038
1283,736.545,-25.4341,25.1459,-0.547251,737.092,0.0356972,-25.4698,0.0284641,25.1174,-0.547251,737.092,0.0356972,-25.4698,0.0284641,25.1174
1292,758.18,-27.8221,32.7948,-0.229661,758.41,0.0283494,-27.8505,0.0105443,32.7843,-0.229661,758.41,0.0283494,-27.8505,0.0105443,32.7843
1301,733.856,-31.3034,32.8301,0.00935101,733.847,-0.00546195,-31.2979,-0.00018502,32.8303,0.00935101,733.847,-0.00546195,-31.2979,-0.00018502,32.8303
1310,712.532,-45.6622,32.308,-0.0857395,712.618,-0.0633042,-45.5988,0.00963503,32.2983,-0.0857395,712.618,-0.0633042,-45.5988,0.00963503,32.2983
1319,718.903,-45.3274,37.0351,-0.277525,719.18,-0.104382,-45.223,0.0221756,37.0129,-0.277525,719.18,-0.104382,-45.223,0.0221756,37.0129
1328,723.408,-52.8192,22.7581,-0.362545,723.77,-0.102112,-52.7171,0.0270878,22.731,-0.362545,723.77,-0.102112,-52.7171,0.0270878,22.731
1337,757.937,-50.5695,32.7284,-0.282195,758.219,-0.0579128,-50.5116,0.0201883,32.7082,-0.282195,758.219,-0.0579128,-50.5116,0.0201883,32.7082
1346,737.666,-57.1386,25.6747,-0.087063,737.754,-0.00767289,-57.1309,0.00628229,25.6684,-0.087063,737.754,-0.00767289,-57.1309,0.00628229,25.6684
1355,765.134,-65.5484,22.1336,0.0849607,765.049,-0.0160436,-65.5324,-0.00532698,22.139,0.0849607,765.049,-0.0160436,-65.5324,-0.00532698,22.139
1364,776.923,-62.1891,20.8649,0.184617,776.738,-0.078918,-62.1101,-0.00774817,20.8727,0.184617,776.738,-0.078918,-62.1101,-0.00774817,20.8727
1373,777.362,-56.4015,13.9711,0.199496,777.162,-0.122532,-56.279,-0.00561562,13.9767,0.199496,777.162,-0.122532,-56.279,-0.00561562,13.9767
1382,773.981,-47.5995,19.7096,0.134508,773.847,-0.114384,-47.4851,-0.000840949,19.7105,0.134508,773.847,-0.114384,-47.4851,-0.000840949,19.7105
1391,806.044,-66.4348,18.9034,0.0168502,806.027,-0.0563688,-66.3785,0.00228716,18.9011,0.0168502,806.027,-0.0563688,-66.3785,0.00228716,18.9011
1400,830.177,-61.3485,26.3292,0,830.177,0,-61.3485,0,26.3292,0,830.177,0,-61.3485,0,26.3292
1409,822.186,-54.6345,5.1988,0.191558,821.994,0.0044123,-54.6389,-0.0130018,5.2118,0.191558,821.994,0.0044123,-54.6389,-0.0130018,5.2118
1418,818.106,-52.4991,20.0139,0.381905,817.724,-0.0147861,-52.4843,-0.0259293,20.0398,0.381905,817.724,-0.0147861,-52.4843,-0.0259293,20.0398
