ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,1291.67,-194.657,2.35173,-0.83949,0.0339603,0.0303954,1291.67,-194.657,2.35173,-0.83949,0.0339603,0.0303954
37,1180.26,3.11711,0.0649424,1391.05,-210.79,2.31402,0.803084,0.0559192,0.00902318,1391.05,-210.79,2.31402,0.803084,0.0559192,0.00902318
42,1426.97,0.820244,0.0699042,1496.73,-69.7628,1.93355,-1.11331,0.0853694,-0.0154652,1496.73,-69.7628,1.93355,-1.11331,0.0853694,-0.0154652
47,1364.66,1.07013,0.141281,1606.9,-242.239,1.22902,-0.158888,0.123509,0.017772,1606.9,-242.239,1.22902,-0.158888,0.123509,0.017772
52,1329.06,1.08312,0.146964,1722.54,-393.479,0.124899,0.958219,0.170483,-0.023519,1722.54,-393.479,0.124899,0.958219,0.170483,-0.023519
57,1607.2,-3.82399,0.193005,1843.38,-236.179,-1.37749,-2.44651,0.22671,-0.0337059,1843.38,-236.179,-1.37749,-2.44651,0.22671,-0.0337059
62,1663.41,-4.29778,0.296409,1970.68,-307.262,-3.29085,-1.00693,0.291779,0.00462951,1970.68,-307.262,-3.29085,-1.00693,0.291779,0.00462951
67,1838.4,-2.04066,0.331388,2104.18,-265.775,-5.60773,3.56707,0.36524,-0.0338514,2104.18,-265.775,-5.60773,3.56707,0.36524,-0.0338514
72,1974.24,-8.54866,0.356963,2244.07,-269.824,-8.30242,-0.246247,0.446082,-0.0891182,2244.07,-269.824,-8.30242,-0.246247,0.446082,-0.0891182
77,1765.67,-7.23417,0.448396,2391.89,-626.225,-11.3534,4.11925,0.533025,-0.084629,2391.89,-626.225,-11.3534,4.11925,0.533025,-0.084629
82,2168.04,-9.89267,0.522364,2547.1,-379.058,-14.7149,4.82226,0.624391,-0.102027,2547.1,-379.058,-14.7149,4.82226,0.624391,-0.102027
87,2330.99,-12.7208,0.489592,2709.85,-378.852,-18.3353,5.61446,0.718369,-0.228778,2709.85,-378.852,-18.3353,5.61446,0.718369,-0.228778
92,2446.65,-19.2047,0.789127,2878.86,-432.215,-22.1415,2.93686,0.812923,-0.023796,2878.86,-432.215,-22.1415,2.93686,0.812923,-0.023796
97,2484.46,-19.0476,0.57472,3054.47,-570.01,-26.0673,7.01969,0.905802,-0.331082,3054.47,-570.01,-26.0673,7.01969,0.905802,-0.331082
104,2951.15,-28.1287,0.830793,3311.26,-360.106,-31.6276,3.4989,1.02872,-0.197929,3311.26,-360.106,-31.6276,3.4989,1.02872,-0.197929
113,3221.96,-31.7919,0.924375,3657.14,-435.183,-38.5559,6.76393,1.16558,-0.241201,3657.14,-435.183,-38.5559,6.76393,1.16558,-0.241201
122,3382.73,-35.701,1.11192,4015.25,-632.523,-44.7697,9.06875,1.26779,-0.155872,4015.25,-632.523,-44.7697,9.06875,1.26779,-0.155872
131,3592.1,-41.5613,1.10666,4378.8,-786.698,-49.773,8.21179,1.32624,-0.21958,4378.8,-786.698,-49.773,8.21179,1.32624,-0.21958
140,4229.84,-43.6625,1.09668,4740.15,-510.313,-53.102,9.43949,1.33545,-0.238772,4740.15,-510.313,-53.102,9.43949,1.33545,-0.238772
149,4251.39,-45.0365,1.00578,5091.07,-839.686,-54.3651,9.32861,1.29598,-0.290199,5091.07,-839.686,-54.3651,9.32861,1.29598,-0.290199
158,4778.71,-49.241,1.07943,5421.45,-642.74,-53.2308,3.98982,1.2135,-0.134068,5421.45,-642.74,-53.2308,3.98982,1.2135,-0.134068
167,4844.8,-45.9645,0.855441,5723.47,-878.672,-49.5002,3.53573,1.10048,-0.245038,5723.47,-878.672,-49.5002,3.53573,1.10048,-0.245038
176,5120.63,-43.3901,0.96559,5988.54,-867.911,-43.0751,-0.31501,0.974936,-0.0093462,5988.54,-867.911,-43.0751,-0.31501,0.974936,-0.0093462
185,5373.97,-30.3906,0.835251,6209.18,-835.204,-33.9728,3.58222,0.860253,-0.0250023,6209.18,-835.204,-33.9728,3.58222,0.860253,-0.0250023
194,5542.7,-18.1436,0.793541,6378.96,-836.263,-22.3595,4.21589,0.785866,0.00767499,6378.96,-836.263,-22.3595,4.21589,0.785866,0.00767499
