ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,844.221,252.79,0.54264,0.969597,0.00888672,0.055469,844.221,252.79,0.54264,0.969597,0.00888672,0.055469
37,1180.26,3.11711,0.0649424,951.16,229.104,0.443471,2.67363,0.0145964,0.050346,951.16,229.104,0.443471,2.67363,0.0145964,0.050346
42,1426.97,0.820244,0.0699042,1061.38,365.596,0.223705,0.596539,0.0224063,0.0474979,1061.38,365.596,0.223705,0.596539,0.0224063,0.0474979
47,1364.66,1.07013,0.141281,1173.06,191.604,-0.106117,1.17625,0.0326278,0.108653,1173.06,191.604,-0.106117,1.17625,0.0326278,0.108653
52,1329.06,1.08312,0.146964,1285.46,43.597,-0.584483,1.6676,0.0452711,0.101693,1285.46,43.597,-0.584483,1.6676,0.0452711,0.101693
57,1607.2,-3.82399,0.193005,1397.39,209.809,-1.1879,-2.63609,0.0608134,0.132191,1397.39,209.809,-1.1879,-2.63609,0.0608134,0.132191
62,1663.41,-4.29778,0.296409,1509.43,153.981,-1.94619,-2.35159,0.0791419,0.217267,1509.43,153.981,-1.94619,-2.35159,0.0791419,0.217267
67,1838.4,-2.04066,0.331388,1620.91,217.49,-2.84769,0.807031,0.100395,0.230994,1620.91,217.49,-2.84769,0.807031,0.100395,0.230994
72,1974.24,-8.54866,0.356963,1731.34,242.906,-3.8918,-4.65686,0.124428,0.232536,1731.34,242.906,-3.8918,-4.65686,0.124428,0.232536
77,1765.67,-7.23417,0.448396,1841.98,-76.314,-5.0832,-2.15097,0.151104,0.297292,1841.98,-76.314,-5.0832,-2.15097,0.151104,0.297292
82,2168.04,-9.89267,0.522364,1950.57,217.471,-6.39473,-3.49794,0.180148,0.342216,1950.57,217.471,-6.39473,-3.49794,0.180148,0.342216
87,2330.99,-12.7208,0.489592,2058.73,272.268,-7.82909,-4.89173,0.211315,0.278277,2058.73,272.268,-7.82909,-4.89173,0.211315,0.278277
92,2446.65,-19.2047,0.789127,2165.89,280.761,-9.36295,-9.84174,0.244186,0.54494,2165.89,280.761,-9.36295,-9.84174,0.244186,0.54494
97,2484.46,-19.0476,0.57472,2272.41,212.046,-10.9806,-8.06695,0.27829,0.29643,2272.41,212.046,-10.9806,-8.06695,0.27829,0.29643
104,2951.15,-28.1287,0.830793,2421.49,529.667,-13.36,-14.7687,0.327073,0.50372,2421.49,529.667,-13.36,-14.7687,0.327073,0.50372
113,3221.96,-31.7919,0.924375,2612.57,609.389,-16.5194,-15.2726,0.389451,0.534924,2612.57,609.389,-16.5194,-15.2726,0.389451,0.534924
122,3382.73,-35.701,1.11192,2802.16,580.573,-19.6403,-16.0606,0.44813,0.663788,2802.16,580.573,-19.6403,-16.0606,0.44813,0.663788
131,3592.1,-41.5613,1.10666,2990.19,601.905,-22.5671,-18.9941,0.499541,0.607116,2990.19,601.905,-22.5671,-18.9941,0.499541,0.607116
140,4229.84,-43.6625,1.09668,3176.32,1053.52,-25.1468,-18.5158,0.541229,0.555454,3176.32,1053.52,-25.1468,-18.5158,0.541229,0.555454
149,4251.39,-45.0365,1.00578,3360.62,890.766,-27.214,-17.8226,0.570075,0.435707,3360.62,890.766,-27.214,-17.8226,0.570075,0.435707
158,4778.71,-49.241,1.07943,3541.22,1237.49,-28.6197,-20.6212,0.58564,0.493789,3541.22,1237.49,-28.6197,-20.6212,0.58564,0.493789
167,4844.8,-45.9645,0.855441,3717.12,1127.67,-29.1899,-16.7746,0.587156,0.268285,3717.12,1127.67,-29.1899,-16.7746,0.587156,0.268285
176,5120.63,-43.3901,0.96559,3886.05,1234.58,-28.7954,-14.5947,0.57691,0.38868,3886.05,1234.58,-28.7954,-14.5947,0.57691,0.38868
185,5373.97,-30.3906,0.835251,4046.52,1327.46,-27.363,-3.02757,0.559751,0.2755,4046.52,1327.46,-27.363,-3.02757,0.559751,0.2755
194,5542.7,-18.1436,0.793541,4197.25,1345.45,-24.7957,6.65213,0.538503,0.255038,4197.25,1345.45,-24.7957,6.65213,0.538503,0.255038
203,5446.22,-7.21464,0.694054,4337.87,1108.35,-21.0735,13.8589,0.517947,0.176107,4337.87,1108.35,-21.0735,13.8589,0.517947,0.176107
212,5636.34,2.53847,0.877642,4465.65,1170.69,-16.1936,18.732,0.50851,0.369133,4465.65,1170.69,-16.1936,18.732,0.50851,0.369133
221,5816.48,17.9047,0.874199,4577.36,1239.12,-10.1264,28.0311,0.526929,0.34727,4577.36,1239.12,-10.1264,28.0311,0.526929,0.34727
230,5684.66,26.6053,1.23818,4669.73,1014.93,-2.90092,29.5062,0.589157,0.649025,4669.73,1014.93,-2.90092,29.5062,0.589157,0.649025
239,5776.16,46.2991,1.78071,4740.84,1035.31,5.40254,40.8966,0.708124,1.07259,4740.84,1035.31,5.40254,40.8966,0.708124,1.07259
248,5435.47,50.6637,2.10983,4790.17,645.294,14.6664,35.9974,0.892287,1.21755,4790.17,645.294,14.6664,35.9974,0.892287,1.21755
257,5228,71.5358,3.13386,4818.21,409.781,24.7431,46.7927,1.14721,1.98665,4818.21,409.781,24.7431,46.7927,1.14721,1.98665
266,5090.29,86.4306,3.86066,4823.98,266.312,35.3639,51.0667,1.49604,2.36462,4823.98,266.312,35.3639,51.0667,1.49604,2.36462
275,5096.49,106.963,5.31265,4807.2,289.284,46.245,60.7177,1.96594,3.34671,4807.2,289.284,46.245,60.7177,1.96594,3.34671
284,4546.18,102.707,5.82483,4767.64,-221.459,57.1429,45.5637,2.57538,3.24945,4767.64,-221.459,57.1429,45.5637,2.57538,3.24945
293,4371.25,117.073,8.21385,4706.07,-334.818,67.8892,49.1835,3.33417,4.87969,4706.07,-334.818,67.8892,49.1835,3.33417,4.87969
302,3935.72,117.089,9.31107,4623.16,-687.444,78.3819,38.7076,4.24291,5.06815,4623.16,-687.444,78.3819,38.7076,4.24291,5.06815
311,3649.99,119.046,10.9594,4520.66,-870.678,88.4739,30.5725,5.30207,5.65735,4520.66,-870.678,88.4739,30.5725,5.30207,5.65735
320,3411.94,112.762,12.6384,4401.62,-989.675,97.7764,14.9857,6.51888,6.11957,4401.62,-989.675,97.7764,14.9857,6.51888,6.11957
329,3173.93,117.149,15.1816,4268.78,-1094.85,105.964,11.1853,7.89676,7.28479,4268.78,-1094.85,105.964,11.1853,7.89676,7.28479
338,2842.13,105.901,16.0657,4124.32,-1282.18,112.819,-6.91838,9.43597,6.62971,4124.32,-1282.18,112.819,-6.91838,9.43597,6.62971
347,2498.24,86.2064,16.2208,3969.61,-1471.37,118.244,-32.0377,11.1363,5.08451,3969.61,-1471.37,118.244,-32.0377,11.1363,5.08451
356,2358.31,79.8487,18.6902,3805.02,-1446.71,122.187,-42.3384,12.9943,5.69588,3805.02,-1446.71,122.187,-42.3384,12.9943,5.69588
365,2186.33,61.0311,18.5056,3633.83,-1447.5,124.551,-63.5198,14.9872,3.51841,3633.83,-1447.5,124.551,-63.5198,14.9872,3.51841
374,2038.68,46.4875,21.0827,3459.83,-1421.15,125.149,-78.6619,17.0746,4.00811,3459.83,-1421.15,125.149,-78.6619,17.0746,4.00811
383,1891.76,31.557,21.4257,3285.73,-1393.97,123.862,-92.3052,19.2264,2.19929,3285.73,-1393.97,123.862,-92.3052,19.2264,2.19929
392,1787.59,19.7448,22.3593,3113.12,-1325.53,120.582,-100.837,21.4211,0.938158,3113.12,-1325.53,120.582,-100.837,21.4211,0.938158
401,1734.58,-0.544681,21.1747,2942.26,-1207.68,115.227,-115.772,23.653,-2.47835,2942.26,-1207.68,115.227,-115.772,23.653,-2.47835
410,1738.05,-21.8916,21.0336,2773.88,-1035.83,107.792,-129.683,25.9052,-4.87163,2773.88,-1035.83,107.792,-129.683,25.9052,-4.87163
419,1731.61,-35.0666,19.2941,2611.04,-879.429,98.5302,-133.597,28.1227,-8.82865,2611.04,-879.429,98.5302,-133.597,28.1227,-8.82865
428,1770.01,-48.4463,19.1288,2456.96,-686.948,87.6882,-136.134,30.2508,-11.122,2456.96,-686.948,87.6882,-136.134,30.2508,-11.122
437,1770.68,-61.9365,19.3346,2313.92,-543.241,75.4244,-137.361,32.2511,-12.9165,2313.92,-543.241,75.4244,-137.361,32.2511,-12.9165
446,1856.79,-62.1436,17.3252,2184.04,-327.251,61.8185,-123.962,34.0939,-16.7687,2184.04,-327.251,61.8185,-123.962,34.0939,-16.7687
455,2045.9,-74.4981,15.4382,2068.73,-22.8282,46.8717,-121.37,35.7581,-20.3199,2068.73,-22.8282,46.8717,-121.37,35.7581,-20.3199
464,2224.7,-80.0589,14.5813,1968.41,256.288,30.8663,-110.925,37.2183,-22.637,1968.41,256.288,30.8663,-110.925,37.2183,-22.637
473,2178.24,-75.3658,11.5893,1883.02,295.224,14.2688,-89.6347,38.4482,-26.8589,1883.02,295.224,14.2688,-89.6347,38.4482,-26.8589
482,2323.36,-71.9894,11.4556,1812.25,511.105,-2.52565,-69.4638,39.4209,-27.9653,1812.25,511.105,-2.52565,-69.4638,39.4209,-27.9653
491,2418.7,-71.1199,10.3049,1756.56,662.143,-19.2359,-51.884,40.1097,-29.8048,1756.56,662.143,-19.2359,-51.884,40.1097,-29.8048
500,2447.25,-59.624,8.30294,1716.85,730.405,-35.6763,-23.9477,40.4833,-32.1804,1716.85,730.405,-35.6763,-23.9477,40.4833,-32.1804
509,2577.77,-47.175,8.22746,1693.55,884.219,-51.693,4.518,40.5188,-32.2914,1693.55,884.219,-51.693,4.518,40.5188,-32.2914
518,2558.51,-42.4169,7.35097,1684.69,873.824,-67.0113,24.5944,40.2408,-32.8898,1684.69,873.824,-67.0113,24.5944,40.2408,-32.8898
527,2579.22,-23.0411,6.50428,1687.53,891.689,-81.3411,58.3,39.6752,-33.1709,1687.53,891.689,-81.3411,58.3,39.6752,-33.1709
536,2523.98,-18.6287,6.71246,1700.45,823.533,-94.416,75.7873,38.8342,-32.1218,1700.45,823.533,-94.416,75.7873,38.8342,-32.1218
545,2519.15,-1.43395,8.58876,1722.73,796.416,-105.993,104.559,37.7154,-29.1266,1722.73,796.416,-105.993,104.559,37.7154,-29.1266
554,2566.59,3.55431,8.51755,1754.31,812.278,-115.806,119.36,36.3022,-27.7847,1754.31,812.278,-115.806,119.36,36.3022,-27.7847
563,2545.99,11.5793,10.6431,1794.08,751.915,-123.762,135.341,34.6149,-23.9718,1794.08,751.915,-123.762,135.341,34.6149,-23.9718
572,2409.8,18.6254,11.8913,1839.22,570.58,-129.947,148.572,32.7198,-20.8285,1839.22,570.58,-129.947,148.572,32.7198,-20.8285
581,2410.13,26.5374,15.4975,1887.29,522.835,-134.369,160.907,30.6715,-15.174,1887.29,522.835,-134.369,160.907,30.6715,-15.174
590,2373.46,26.8724,15.2827,1936.66,436.803,-136.955,163.827,28.5113,-13.2286,1936.66,436.803,-136.955,163.827,28.5113,-13.2286
599,2206.46,28.2947,18.225,1985.66,220.8,-137.548,165.843,26.2691,-8.04411,1985.66,220.8,-137.548,165.843,26.2691,-8.04411
608,2119.7,32.2515,22.1034,2032.73,86.9694,-135.978,168.229,23.9701,-1.86671,2032.73,86.9694,-135.978,168.229,23.9701,-1.86671
617,2135.45,23.9273,25.8934,2076.84,58.6139,-132.483,156.41,21.6566,4.23681,2076.84,58.6139,-132.483,156.41,21.6566,4.23681
626,1951.2,10.8452,25.9867,2117.15,-165.953,-127.364,138.21,19.3797,6.60697,2117.15,-165.953,-127.364,138.21,19.3797,6.60697
635,1938.19,7.54114,30.1719,2152.47,-214.285,-120.836,128.377,17.1895,12.9824,2152.47,-214.285,-120.836,128.377,17.1895,12.9824
644,1859.9,-5.033,32.9222,2181.17,-321.275,-113.021,107.988,15.1391,17.783,2181.17,-321.275,-113.021,107.988,15.1391,17.783
653,1847.08,-15.3753,32.8238,2201.15,-354.061,-103.96,88.5843,13.2865,19.5373,2201.15,-354.061,-103.96,88.5843,13.2865,19.5373
662,1848.18,-29.9359,34.7378,2211.46,-363.278,-93.7739,63.8379,11.6735,23.0643,2211.46,-363.278,-93.7739,63.8379,11.6735,23.0643
671,1814.96,-56.9826,36.3808,2213.13,-398.176,-82.7681,25.7855,10.2989,26.0819,2213.13,-398.176,-82.7681,25.7855,10.2989,26.0819
680,1760.56,-66.7884,36.6042,2206.78,-446.217,-71.2408,4.45239,9.17115,27.433,2206.78,-446.217,-71.2408,4.45239,9.17115,27.433
689,1822.41,-80.806,38.1163,2192.33,-369.926,-59.4696,-21.3363,8.31082,29.8055,2192.33,-369.926,-59.4696,-21.3363,8.31082,29.8055
698,1884.92,-94.2074,38.9399,2169.21,-284.296,-47.76,-46.4474,7.76704,31.1729,2169.21,-284.296,-47.76,-46.4474,7.76704,31.1729
