ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
167,4844.8,-45.9645,0.855441,5419.27,-574.471,-49.8821,3.91757,1.06434,-0.208904,5419.27,-574.471,-49.8821,3.91757,1.06434,-0.208904
176,5120.63,-43.3901,0.96559,5688.38,-567.753,-45.5579,2.16779,0.956713,0.00887641,5688.38,-567.753,-45.5579,2.16779,0.956713,0.00887641
185,5373.97,-30.3906,0.835251,5919.74,-545.77,-38.8612,8.47061,0.843528,-0.00827743,5919.74,-545.77,-38.8612,8.47061,0.843528,-0.00827743
194,5542.7,-18.1436,0.793541,6107.31,-564.606,-29.8501,11.7065,0.744834,0.0487068,6107.31,-564.606,-29.8501,11.7065,0.744834,0.0487068
203,5446.22,-7.21464,0.694054,6246.07,-799.853,-18.6833,11.4687,0.683624,0.0104302,6246.07,-799.853,-18.6833,11.4687,0.683624,0.0104302
212,5636.34,2.53847,0.877642,6331.29,-694.948,-5.62119,8.15966,0.685301,0.192341,6331.29,-694.948,-5.62119,8.15966,0.685301,0.192341
221,5816.48,17.9047,0.874199,6361.73,-545.251,8.97148,8.9332,0.776566,0.0976329,6361.73,-545.251,8.97148,8.9332,0.776566,0.0976329
230,5684.66,26.6053,1.23818,6336.48,-651.828,24.6605,1.94477,0.982899,0.255283,6336.48,-651.828,24.6605,1.94477,0.982899,0.255283
239,5776.16,46.2991,1.78071,6255.99,-479.838,40.9601,5.33899,1.32676,0.45395,6255.99,-479.838,40.9601,5.33899,1.32676,0.45395
248,5435.47,50.6637,2.10983,6122.08,-686.616,57.3473,-6.68359,1.82614,0.283692,6122.08,-686.616,57.3473,-6.68359,1.82614,0.283692
257,5228,71.5358,3.13386,5937.97,-709.974,73.2819,-1.74617,2.49324,0.640622,5937.97,-709.974,73.2819,-1.74617,2.49324,0.640622
266,5090.29,86.4306,3.86066,5708.29,-618.001,88.2033,-1.77267,3.33492,0.525746,5708.29,-618.001,88.2033,-1.77267,3.33492,0.525746
275,5096.49,106.963,5.31265,5439.8,-343.314,101.584,5.37915,4.35107,0.961575,5439.8,-343.314,101.584,5.37915,4.35107,0.961575
284,4546.18,102.707,5.82483,5139.27,-593.09,112.936,-10.2291,5.53289,0.291934,5139.27,-593.09,112.936,-10.2291,5.53289,0.291934
293,4371.25,117.073,8.21385,4814.5,-443.252,121.848,-4.77513,6.86287,1.35098,4814.5,-443.252,121.848,-4.77513,6.86287,1.35098
302,3935.72,117.089,9.31107,4473.19,-537.47,127.975,-10.8858,8.31427,0.996791,4473.19,-537.47,127.975,-10.8858,8.31427,0.996791
311,3649.99,119.046,10.9594,4123.56,-473.577,131.089,-12.0425,9.85389,1.10553,4123.56,-473.577,131.089,-12.0425,9.85389,1.10553
320,3411.94,112.762,12.6384,3774.06,-362.113,131.055,-18.2931,11.442,1.19641,3774.06,-362.113,131.055,-18.2931,11.442,1.19641
329,3173.93,117.149,15.1816,3432.67,-258.741,127.846,-10.6969,13.0336,2.14798,3432.67,-258.741,127.846,-10.6969,13.0336,2.14798
338,2842.13,105.901,16.0657,3106.83,-264.697,121.542,-15.641,14.5801,1.48553,3106.83,-264.697,121.542,-15.641,14.5801,1.48553
347,2498.24,86.2064,16.2208,2803.16,-304.922,112.342,-26.1355,16.033,0.187817,2803.16,-304.922,112.342,-26.1355,16.033,0.187817
356,2358.31,79.8487,18.6902,2526.97,-168.665,100.51,-20.6614,17.3423,1.34791,2526.97,-168.665,100.51,-20.6614,17.3423,1.34791
365,2186.33,61.0311,18.5056,2283.23,-96.9013,86.4723,-25.4412,18.4645,0.0411349,2283.23,-96.9013,86.4723,-25.4412,18.4645,0.0411349
374,2038.68,46.4875,21.0827,2075.25,-36.5707,70.6994,-24.2119,19.355,1.72768,2075.25,-36.5707,70.6994,-24.2119,19.355,1.72768
383,1891.76,31.557,21.4257,1905.23,-13.4772,53.7306,-22.1736,19.9799,1.44575,1905.23,-13.4772,53.7306,-22.1736,19.9799,1.44575
392,1787.59,19.7448,22.3593,1774.28,13.3128,36.118,-16.3732,20.3138,2.04546,1774.28,13.3128,36.118,-16.3732,20.3138,2.04546
401,1734.58,-0.544681,21.1747,1682.12,52.4611,18.4389,-18.9835,20.347,0.827648,1682.12,52.4611,18.4389,-18.9835,20.347,0.827648
410,1738.05,-21.8916,21.0336,1627.61,110.44,1.2588,-23.1504,20.0764,0.957205,1627.61,110.44,1.2588,-23.1504,20.0764,0.957205
419,1731.61,-35.0666,19.2941,1607.89,123.713,-14.8515,-20.2151,19.5112,-0.21711,1607.89,123.713,-14.8515,-20.2151,19.5112,-0.21711
428,1770.01,-48.4463,19.1288,1619.58,150.437,-29.375,-19.0713,18.6701,0.458744,1619.58,150.437,-29.375,-19.0713,18.6701,0.458744
437,1770.68,-61.9365,19.3346,1658.3,112.379,-41.8817,-20.0548,17.5879,1.74672,1658.3,112.379,-41.8817,-20.0548,17.5879,1.74672
446,1856.79,-62.1436,17.3252,1719.57,137.217,-52.0207,-10.1229,16.3082,1.01696,1719.57,137.217,-52.0207,-10.1229,16.3082,1.01696
455,2045.9,-74.4981,15.4382,1798.22,247.686,-59.5399,-14.9582,14.8841,0.55411,1798.22,247.686,-59.5399,-14.9582,14.8841,0.55411
464,2224.7,-80.0589,14.5813,1888.79,335.907,-64.273,-15.7859,13.3756,1.20567,1888.79,335.907,-64.273,-15.7859,13.3756,1.20567
473,2178.24,-75.3658,11.5893,1986,192.244,-66.1871,-9.17868,11.852,-0.262731,1986,192.244,-66.1871,-9.17868,11.852,-0.262731
482,2323.36,-71.9894,11.4556,2084.32,239.041,-65.331,-6.65844,10.3823,1.07329,2084.32,239.041,-65.331,-6.65844,10.3823,1.07329
491,2418.7,-71.1199,10.3049,2178.97,239.725,-61.8673,-9.2526,9.03576,1.26915,2178.97,239.725,-61.8673,-9.2526,9.03576,1.26915
500,2447.25,-59.624,8.30294,2265.67,181.584,-56.0543,-3.5697,7.87697,0.425976,2265.67,181.584,-56.0543,-3.5697,7.87697,0.425976
509,2577.77,-47.175,8.22746,2340.53,237.243,-48.2386,1.06359,6.96612,1.26135,2340.53,237.243,-48.2386,1.06359,6.96612,1.26135
518,2558.51,-42.4169,7.35097,2400.94,157.577,-38.872,-3.54496,6.35984,0.991132,2400.94,157.577,-38.872,-3.54496,6.35984,0.991132
527,2579.22,-23.0411,6.50428,2444.44,134.773,-28.4473,5.40617,6.1034,0.400885,2444.44,134.773,-28.4473,5.40617,6.1034,0.400885
536,2523.98,-18.6287,6.71246,2469.72,54.2641,-17.4811,-1.14762,6.22817,0.484287,2469.72,54.2641,-17.4811,-1.14762,6.22817,0.484287
545,2519.15,-1.43395,8.58876,2476.32,42.8303,-6.51321,5.07926,6.75096,1.8378,2476.32,42.8303,-6.51321,5.07926,6.75096,1.8378
554,2566.59,3.55431,8.51755,2464.53,102.061,3.94449,-0.390182,7.67285,0.844694,2464.53,102.061,3.94449,-0.390182,7.67285,0.844694
563,2545.99,11.5793,10.6431,2435.6,110.396,13.3815,-1.8022,8.98071,1.6624,2435.6,110.396,13.3815,-1.8022,8.98071,1.6624
572,2409.8,18.6254,11.8913,2391.39,18.4182,21.3087,-2.68338,10.649,1.24225,2391.39,18.4182,21.3087,-2.68338,10.649,1.24225
581,2410.13,26.5374,15.4975,2334.24,75.8851,27.3255,-0.788055,12.637,2.8604,2334.24,75.8851,27.3255,-0.788055,12.637,2.8604
590,2373.46,26.8724,15.2827,2267.34,106.118,31.1134,-4.24095,14.8908,0.391835,2267.34,106.118,31.1134,-4.24095,14.8908,0.391835
599,2206.46,28.2947,18.225,2193.83,12.6292,32.4356,-4.14097,17.3451,0.879942,2193.83,12.6292,32.4356,-4.14097,17.3451,0.879942
608,2119.7,32.2515,22.1034,2116.9,2.79986,31.1619,1.08958,19.925,2.17836,2116.9,2.79986,31.1619,1.08958,19.925,2.17836
617,2135.45,23.9273,25.8934,2040.06,95.391,27.2579,-3.33058,22.548,3.34534,2040.06,95.391,27.2579,-3.33058,22.548,3.34534
626,1951.2,10.8452,25.9867,1966.95,-15.7492,20.8015,-9.95628,25.1315,0.855171,1966.95,-15.7492,20.8015,-9.95628,25.1315,0.855171
635,1938.19,7.54114,30.1719,1900.83,37.3611,11.9607,-4.41961,27.5916,2.58029,1900.83,37.3611,11.9607,-4.41961,27.5916,2.58029
644,1859.9,-5.033,32.9222,1844.53,15.3642,0.991734,-6.02473,29.8476,3.07451,1844.53,15.3642,0.991734,-6.02473,29.8476,3.07451
653,1847.08,-15.3753,32.8238,1800.4,46.6842,-11.763,-3.6123,31.8243,0.999492,1800.4,46.6842,-11.763,-3.6123,31.8243,0.999492
662,1848.18,-29.9359,34.7378,1770.32,77.8642,-25.8787,-4.05721,33.4606,1.27719,1770.32,77.8642,-25.8787,-4.05721,33.4606,1.27719
671,1814.96,-56.9826,36.3808,1755.62,59.3332,-40.8617,-16.1209,34.7,1.68079,1755.62,59.3332,-40.8617,-16.1209,34.7,1.68079
680,1760.56,-66.7884,36.6042,1757.04,3.5262,-56.1902,-10.5982,35.4997,1.10449,1757.04,3.5262,-56.1902,-10.5982,35.4997,1.10449
689,1822.41,-80.806,38.1163,1774.59,47.8138,-71.3218,-9.48415,35.8287,2.28763,1774.59,47.8138,-71.3218,-9.48415,35.8287,2.28763
698,1884.92,-94.2074,38.9399,1807.82,77.099,-85.7416,-8.46576,35.685,3.25494,1807.82,77.099,-85.7416,-8.46576,35.685,3.25494
707,1891,-99.954,36.5131,1855.53,35.4673,-98.945,-1.00904,35.0772,1.43587,1855.53,35.4673,-98.945,-1.00904,35.0772,1.43587
716,1908.77,-113.946,36.4293,1915.88,-7.11429,-110.449,-3.49688,34.0304,2.39895,1915.88,-7.11429,-110.449,-3.49688,34.0304,2.39895
725,1994.29,-122.488,33.4393,1986.5,7.79497,-119.806,-2.68241,32.5798,0.859497,1986.5,7.79497,-119.806,-2.68241,32.5798,0.859497
734,2050.06,-127.683,32.2593,2065,-14.9427,-126.685,-0.997913,30.7837,1.47563,2065,-14.9427,-126.685,-0.997913,30.7837,1.47563
743,2184.75,-130.614,27.6853,2148.51,36.2431,-130.806,0.192655,28.7069,-1.0216,2148.51,36.2431,-130.806,0.192655,28.7069,-1.0216
752,2260,-131.217,27.3087,2233.8,26.2059,-131.99,0.773382,26.4286,0.880109,2233.8,26.2059,-131.99,0.773382,26.4286,0.880109
761,2344.61,-126.704,24.6929,2317.77,26.8334,-130.176,3.47209,24.0326,0.660323,2317.77,26.8334,-130.176,3.47209,24.0326,0.660323
770,2348.38,-117.03,21.1035,2397.47,-49.0928,-125.382,8.35221,21.6113,-0.507829,2397.47,-49.0928,-125.382,8.35221,21.6113,-0.507829
779,2350.93,-109.053,19.3843,2469.41,-118.481,-117.708,8.65463,19.2567,0.127591,2469.41,-118.481,-117.708,8.65463,19.2567,0.127591
788,2481.01,-104.286,19.3659,2531.3,-50.2842,-107.402,3.11654,17.0574,2.30848,2531.3,-50.2842,-107.402,3.11654,17.0574,2.30848
797,2466.93,-89.1184,17.3212,2580.26,-113.326,-94.7076,5.5892,15.0947,2.22648,2580.26,-113.326,-94.7076,5.5892,15.0947,2.22648
806,2493.81,-77.0153,16.1542,2614.7,-120.892,-80.0446,3.02926,13.4447,2.70954,2614.7,-120.892,-80.0446,3.02926,13.4447,2.70954
815,2552.73,-64.7342,14.1638,2632.69,-79.9647,-63.8142,-0.92,12.1725,1.99133,2632.69,-79.9647,-63.8142,-0.92,12.1725,1.99133
824,2521.81,-49.9835,12.1229,2633.67,-111.86,-46.5495,-3.43397,11.3307,0.792119,2633.67,-111.86,-46.5495,-3.43397,11.3307,0.792119
833,2495.02,-27.9085,11.6282,2616.74,-121.72,-28.7428,0.83422,10.9585,0.669746,2616.74,-121.72,-28.7428,0.83422,10.9585,0.669746
842,2505.47,-17.8662,13.3085,2582.11,-76.6387,-10.938,-6.92819,11.0769,2.23159,2582.11,-76.6387,-10.938,-6.92819,11.0769,2.23159
851,2383.14,3.01617,13.0309,2530.41,-147.261,6.34694,-3.33077,11.6846,1.34634,2530.41,-147.261,6.34694,-3.33077,11.6846,1.34634
860,2355.55,13.7369,15.4091,2462.33,-106.784,22.6384,-8.9015,12.7707,2.63841,2462.33,-106.784,22.6384,-8.9015,12.7707,2.63841
869,2237.42,27.841,16.3651,2380.15,-142.732,37.4464,-9.6054,14.3004,2.06473,2380.15,-142.732,37.4464,-9.6054,14.3004,2.06473
878,2168.28,41.3423,17.5279,2285.35,-117.068,50.3693,-9.02701,16.2342,1.29376,2285.35,-117.068,50.3693,-9.02701,16.2342,1.29376
887,2073.72,49.2007,22.0617,2180.56,-106.839,61.0499,-11.8492,18.505,3.55662,2180.56,-106.839,61.0499,-11.8492,18.505,3.55662
896,1948.82,55.0267,24.2907,2067.87,-119.051,69.1801,-14.1534,21.0491,3.24162,2067.87,-119.051,69.1801,-14.1534,21.0491,3.24162
905,1843.37,57.821,23.2827,1949.87,-106.5,74.6318,-16.8108,23.7806,-0.497824,1949.87,-106.5,74.6318,-16.8108,23.7806,-0.497824
914,1745.6,67.5475,29.1072,1829.56,-83.9562,77.2903,-9.74276,26.6094,2.49784,1829.56,-83.9562,77.2903,-9.74276,26.6094,2.49784
923,1619.45,56.6996,31.4781,1709.71,-90.2597,77.1358,-20.4362,29.4476,2.03056,1709.71,-90.2597,77.1358,-20.4362,29.4476,2.03056
932,1562.39,54.4174,35.4116,1592.94,-30.5455,74.2622,-19.8448,32.2033,3.20834,1592.94,-30.5455,74.2622,-19.8448,32.2033,3.20834
941,1437.55,50.1516,37.4935,1481.78,-44.2324,68.8404,-18.6887,34.7865,2.70701,1481.78,-44.2324,68.8404,-18.6887,34.7865,2.70701
950,1342.39,41.3038,37.058,1378.35,-35.9646,61.0874,-19.7837,37.1124,-0.0544377,1378.35,-35.9646,61.0874,-19.7837,37.1124,-0.0544377
959,1285.75,33.7705,39.3482,1284.51,1.242,51.2993,-17.5288,39.1075,0.240626,1284.51,1.242,51.2993,-17.5288,39.1075,0.240626
968,1232.84,20.9026,40.3395,1201.83,31.013,39.8623,-18.9597,40.7101,-0.370531,1201.83,31.013,39.8623,-18.9597,40.7101,-0.370531
977,1129.03,9.81707,40.4442,1131.45,-2.41412,27.2025,-17.3855,41.8701,-1.42589,1131.45,-2.41412,27.2025,-17.3855,41.8701,-1.42589
986,1103.57,-0.29649,38.6279,1074.07,29.505,13.754,-14.0505,42.5536,-3.92565,1074.07,29.505,13.754,-14.0505,42.5536,-3.92565
995,1087.32,-14.7591,42.2792,1030.05,57.2647,-0.0687196,-14.6903,42.7399,-0.460685,1030.05,57.2647,-0.0687196,-14.6903,42.7399,-0.460685
1004,1024.83,-37.3546,40.1553,999.424,25.4009,-13.832,-23.5226,42.4204,-2.2651,999.424,25.4009,-13.832,-23.5226,42.4204,-2.2651
1013,1079.48,-45.221,46.1332,981.485,97.9957,-27.0641,-18.1569,41.6095,4.52371,981.485,97.9957,-27.0641,-18.1569,41.6095,4.52371
1022,1032.41,-48.6768,42.9829,975.4,57.0061,-39.4151,-9.26166,40.3477,2.63516,975.4,57.0061,-39.4151,-9.26166,40.3477,2.63516
1031,1040.79,-54.6481,39.2361,979.883,60.9081,-50.466,-4.18204,38.6658,0.570278,979.883,60.9081,-50.466,-4.18204,38.6658,0.570278
1040,1055.91,-59.1628,36.5526,993.579,62.3261,-59.9594,0.796603,36.6287,-0.0760965,993.579,62.3261,-59.9594,0.796603,36.6287,-0.0760965
1049,1081.98,-73.5188,35.8932,1014.76,67.2126,-67.6045,-5.91428,34.297,1.59619,1014.76,67.2126,-67.6045,-5.91428,34.297,1.59619
1058,1129.81,-82.3317,37.0442,1041.81,88.0034,-73.264,-9.06773,31.7385,5.30578,1041.81,88.0034,-73.264,-9.06773,31.7385,5.30578
1067,1122.39,-80.9655,28.6378,1072.71,49.6855,-76.8359,-4.12959,29.0498,-0.411975,1072.71,49.6855,-76.8359,-4.12959,29.0498,-0.411975
1076,1153.29,-78.7501,25.1823,1105.52,47.7724,-78.2869,-0.463278,26.31,-1.12763,1105.52,47.7724,-78.2869,-0.463278,26.31,-1.12763
1085,1217.71,-73.3497,20.9454,1138.32,79.3924,-77.6595,4.30982,23.6058,-2.66044,1138.32,79.3924,-77.6595,4.30982,23.6058,-2.66044
1094,1216.98,-76.2582,25.9907,1169.33,47.6475,-75.0483,-1.2099,21.0172,4.97348,1169.33,47.6475,-75.0483,-1.2099,21.0172,4.97348
1103,1211.44,-56.3317,16.4541,1197,14.4356,-70.6238,14.2921,18.6207,-2.1666,1197,14.4356,-70.6238,14.2921,18.6207,-2.1666
1112,1213.36,-55.9813,15.7459,1219.99,-6.62578,-64.6117,8.63038,16.4838,-0.73791,1219.99,-6.62578,-64.6117,8.63038,16.4838,-0.73791
1121,1246.29,-48.5737,15.3649,1237.16,9.1325,-57.3006,8.72697,14.6674,0.697545,1237.16,9.1325,-57.3006,8.72697,14.6674,0.697545
1130,1237.54,-42.9851,15.5914,1247.59,-10.0535,-49.0017,6.0166,13.2199,2.37145,1247.59,-10.0535,-49.0017,6.0166,13.2199,2.37145
1139,1215.83,-47.6841,13.6421,1250.74,-34.9081,-40.0529,-7.63129,12.1774,1.46474,1250.74,-34.9081,-40.0529,-7.63129,12.1774,1.46474
1148,1212.52,-23.673,13.5995,1246.23,-33.7026,-30.7859,7.11288,11.5595,2.04,1246.23,-33.7026,-30.7859,7.11288,11.5595,2.04
1157,1220.58,-15.6744,14.5019,1233.98,-13.3957,-21.5311,5.85674,11.3712,3.13069,1233.98,-13.3957,-21.5311,5.85674,11.3712,3.13069
1166,1159.29,-21.3026,9.18108,1214.4,-55.1064,-12.6261,-8.6765,11.6037,-2.42258,1214.4,-55.1064,-12.6261,-8.6765,11.6037,-2.42258
1175,1143.31,-13.603,10.5746,1188.09,-44.786,-4.38765,-9.2153,12.2348,-1.66017,1188.09,-44.786,-4.38765,-9.2153,12.2348,-1.66017
1184,1136.56,-5.79308,12.8028,1155.86,-19.3039,2.90341,-8.69648,13.2302,-0.427355,1155.86,-19.3039,2.90341,-8.69648,13.2302,-0.427355
1193,1086.25,-2.23866,12.7564,1118.58,-32.3359,9.00847,-11.2471,14.5442,-1.78774,1118.58,-32.3359,9.00847,-11.2471,14.5442,-1.78774
1202,1005.41,0.797025,23.1519,1077.33,-71.9213,13.7414,-12.9444,16.1217,7.03029,1077.33,-71.9213,13.7414,-12.9444,16.1217,7.03029
1211,975.189,6.31648,21.2917,1033.26,-58.0761,16.9709,-10.6544,17.8997,3.39205,1033.26,-58.0761,16.9709,-10.6544,17.8997,3.39205
1220,970.73,11.2854,18.0007,987.768,-17.0376,18.6237,-7.33834,19.8088,-1.80814,987.768,-17.0376,18.6237,-7.33834,19.8088,-1.80814
1229,906.514,0.795071,24.1192,942.175,-35.6615,18.6758,-17.8808,21.7762,2.34297,942.175,-35.6615,18.6758,-17.8808,21.7762,2.34297
1238,895.506,-1.70669,26.9876,897.794,-2.28749,17.1646,-18.8713,23.7315,3.2561,897.794,-2.28749,17.1646,-18.8713,23.7315,3.2561
1247,860.053,6.50815,28.9322,855.766,4.28712,14.1671,-7.65893,25.6042,3.32802,855.766,4.28712,14.1671,-7.65893,25.6042,3.32802
1256,805.618,-5.07351,28.2583,817.107,-11.4897,9.80643,-14.8799,27.3285,0.92979,817.107,-11.4897,9.80643,-14.8799,27.3285,0.92979
1265,777.489,-10.6252,32.123,782.759,-5.26995,4.27183,-14.897,28.8473,3.27571,782.759,-5.26995,4.27183,-14.897,28.8473,3.27571
1274,770.016,-6.18903,28.0386,753.479,16.5371,-2.20976,-3.97927,30.1088,-2.07016,753.479,16.5371,-2.20976,-3.97927,30.1088,-2.07016
1283,736.545,-25.4341,25.1459,729.847,6.69836,-9.38957,-16.0445,31.072,-5.92607,729.847,6.69836,-9.38957,-16.0445,31.072,-5.92607
1292,758.18,-27.8221,32.7948,712.211,45.9694,-17.0097,-10.8124,31.7033,1.09147,712.211,45.9694,-17.0097,-10.8124,31.7033,1.09147
1301,733.856,-31.3034,32.8301,700.741,33.1149,-24.8067,-6.49668,31.9855,0.844561,700.741,33.1149,-24.8067,-6.49668,31.9855,0.844561
1310,712.532,-45.6622,32.308,695.368,17.1647,-32.5193,-13.1428,31.9108,0.397133,695.368,17.1647,-32.5193,-13.1428,31.9108,0.397133
1319,718.903,-45.3274,37.0351,695.767,23.1361,-39.8771,-5.45033,31.4843,5.55075,695.767,23.1361,-39.8771,-5.45033,31.4843,5.55075
1328,723.408,-52.8192,22.7581,701.447,21.9604,-46.6288,-6.19046,30.7262,-7.96806,701.447,21.9604,-46.6288,-6.19046,30.7262,-7.96806
1337,757.937,-50.5695,32.7284,711.774,46.1626,-52.5513,1.98174,29.6628,3.06561,711.774,46.1626,-52.5513,1.98174,29.6628,3.06561
1346,737.666,-57.1386,25.6747,726.002,11.664,-57.4558,0.317216,28.3297,-2.65495,726.002,11.664,-57.4558,0.317216,28.3297,-2.65495
1355,765.134,-65.5484,22.1336,743.29,21.8444,-61.1894,-4.35903,26.7675,-4.63389,743.29,21.8444,-61.1894,-4.35903,26.7675,-4.63389
1364,776.923,-62.1891,20.8649,762.703,14.2195,-63.6519,1.46284,25.0309,-4.16594,762.703,14.2195,-63.6519,1.46284,25.0309,-4.16594
1373,777.362,-56.4015,13.9711,783.192,-5.83046,-64.7792,8.3777,23.1765,-9.20541,783.192,-5.83046,-64.7792,8.3777,23.1765,-9.20541
1382,773.981,-47.5995,19.7096,803.717,-29.7356,-64.5519,16.9525,21.2644,-1.55473,803.717,-29.7356,-64.5519,16.9525,21.2644,-1.55473
1391,806.044,-66.4348,18.9034,823.261,-17.2171,-62.985,-3.44982,19.3521,-0.448767,823.261,-17.2171,-62.985,-3.44982,19.3521,-0.448767
1400,830.177,-61.3485,26.3292,840.934,-10.7574,-60.143,-1.20549,17.4979,8.83126,840.934,-10.7574,-60.143,-1.20549,17.4979,8.83126
1409,822.186,-54.6345,5.1988,855.902,-33.7159,-56.1216,1.48705,15.7538,-10.555,855.902,-33.7159,-56.1216,1.48705,15.7538,-10.555
1418,818.106,-52.4991,20.0139,867.419,-49.313,-51.0669,-1.43221,14.1695,5.84439,867.419,-49.313,-51.0669,-1.43221,14.1695,5.84439
1427,796.252,-38.2634,20.0412,874.916,-78.6638,-45.161,6.89757,12.7902,7.25102,874.916,-78.6638,-45.161,6.89757,12.7902,7.25102
1436,803.463,-40.2416,13.1922,877.919,-74.4551,-38.5962,-1.64542,11.6515,1.54077,877.919,-74.4551,-38.5962,-1.64542,11.6515,1.54077
1445,798.655,-37.8014,10.43,876.08,-77.4256,-31.5754,-6.22596,10.7803,-0.350283,876.08,-77.4256,-31.5754,-6.22596,10.7803,-0.350283
1454,773.833,-26.0106,2.1953,869.189,-95.3555,-24.3046,-1.70599,10.1938,-7.99849,869.189,-95.3555,-24.3046,-1.70599,10.1938,-7.99849
1463,762.183,-21.7373,18.35,857.321,-95.1377,-17.0033,-4.73407,9.89941,8.45058,857.321,-95.1377,-17.0033,-4.73407,9.89941,8.45058
1472,749.532,-9.44394,12.4154,840.677,-91.145,-9.8896,0.445661,9.89442,2.52095,840.677,-91.145,-9.8896,0.445661,9.89442,2.52095
1481,738.185,2.7698,16.5295,819.585,-81.4003,-3.16985,5.93965,10.1674,6.36204,819.585,-81.4003,-3.16985,5.93965,10.1674,6.36204
1490,727.424,-4.9052,14.6158,794.515,-67.0905,2.97086,-7.87606,10.6987,3.91704,794.515,-67.0905,2.97086,-7.87606,10.6987,3.91704
1499,701.642,-1.96257,-1.3298,765.953,-64.311,8.3723,-10.3349,11.4611,-12.7909,765.953,-64.311,8.3723,-10.3349,11.4611,-12.7909
