ell,Dl_obs,Dl_te_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te
1920,2.5796e+14,1.08758e+13,339.963,2.5796e+14,-6.1209,1.08758e+13,339.963,2.5796e+14,-6.1209,1.08758e+13
1937,2.45342e+14,1.11141e+13,319.441,2.45342e+14,-4.36601,1.11141e+13,319.441,2.45342e+14,-4.36601,1.11141e+13
1954,2.31313e+14,1.13362e+13,299.168,2.31313e+14,-3.75288,1.13362e+13,299.168,2.31313e+14,-3.75288,1.13362e+13
1971,2.29279e+14,1.15868e+13,280.137,2.29279e+14,-4.30049,1.15868e+13,280.137,2.29279e+14,-4.30049,1.15868e+13
1988,2.25825e+14,1.18344e+13,263.265,2.25825e+14,-5.70173,1.18344e+13,263.265,2.25825e+14,-5.70173,1.18344e+13
2005,2.40086e+14,1.22834e+13,249.464,2.40086e+14,-7.75641,1.22834e+13,249.464,2.40086e+14,-7.75641,1.22834e+13
2030,2.33983e+14,1.13909e+13,235.379,2.33983e+14,-11.4522,1.13909e+13,235.379,2.33983e+14,-11.4522,1.13909e+13
2063,2.16247e+14,1.18618e+13,226.799,2.16247e+14,-15.8711,1.18618e+13,226.799,2.16247e+14,-15.8711,1.18618e+13
2096,2.04908e+14,1.22895e+13,226.108,2.04908e+14,-18.3036,1.22895e+13,226.108,2.04908e+14,-18.3036,1.22895e+13
2129,2.00092e+14,1.27655e+13,227.13,2.00092e+14,-17.8107,1.27655e+13,227.13,2.00092e+14,-17.8107,1.27655e+13
2162,1.68762e+14,1.32604e+13,224.335,1.68762e+14,-14.8797,1.32604e+13,224.335,1.68762e+14,-14.8797,1.32604e+13
2195,1.40144e+14,1.37723e+13,214.635,1.40144e+14,-10.5511,1.37723e+13,214.635,1.40144e+14,-10.5511,1.37723e+13
2228,1.29223e+14,1.43729e+13,197.758,1.29223e+14,-6.37653,1.43729e+13,197.758,1.29223e+14,-6.37653,1.43729e+13
2261,1.18304e+14,1.5031e+13,176.666,1.18304e+14,-3.5057,1.5031e+13,176.666,1.18304e+14,-3.5057,1.5031e+13
2294,1.1851e+14,1.57241e+13,154.951,1.1851e+14,-2.5429,1.57241e+13,154.951,1.1851e+14,-2.5429,1.57241e+13
2327,1.15407e+14,1.64751e+13,136.542,1.15407e+14,-3.33447,1.64751e+13,136.542,1.15407e+14,-3.33447,1.64751e+13
2360,1.14999e+14,1.73181e+13,123.348,1.14999e+14,-5.12862,1.73181e+13,123.348,1.14999e+14,-5.12862,1.73181e+13
2393,1.26918e+14,1.82032e+13,115.724,1.26918e+14,-7.03069,1.82032e+13,115.724,1.26918e+14,-7.03069,1.82032e+13
2426,9.0007e+13,1.92191e+13,112.113,9.0007e+13,-8.22224,1.92191e+13,112.113,9.0007e+13,-8.22224,1.92191e+13
2459,8.39457e+13,2.02371e+13,110.093,8.39457e+13,-8.33715,2.02371e+13,110.093,8.39457e+13,-8.33715,2.02371e+13
2492,7.87067e+13,2.14071e+13,107.479,7.87067e+13,-7.42027,2.14071e+13,107.479,7.87067e+13,-7.42027,2.14071e+13
32,1.51224e+12,1.47808e+12,1139.75,1.51224e+12,1.77296,1.47808e+12,1139.75,1.51224e+12,1.77296,1.47808e+12
37,3.11711e+12,1.47169e+12,1240.11,3.11711e+12,1.71351,1.47169e+12,1240.11,3.11711e+12,1.71351,1.47169e+12
42,8.20244e+11,1.49655e+12,1347.3,8.20244e+11,1.40368,1.49655e+12,1347.3,8.20244e+11,1.40368,1.49655e+12
47,1.07013e+12,1.54333e+12,1459.69,1.07013e+12,0.834278,1.54333e+12,1459.69,1.07013e+12,0.834278,1.54333e+12
52,1.08312e+12,1.60835e+12,1577.73,1.08312e+12,-0.0480535,1.60835e+12,1577.73,1.08312e+12,-0.0480535,1.60835e+12
57,-3.82399e+12,1.6905e+12,1700.71,-3.82399e+12,-1.24263,1.6905e+12,1700.71,-3.82399e+12,-1.24263,1.6905e+12
62,-4.29778e+12,1.78766e+12,1829.58,-4.29778e+12,-2.77158,1.78766e+12,1829.58,-4.29778e+12,-2.77158,1.78766e+12
67,-2.04066e+12,1.8959e+12,1964.09,-2.04066e+12,-4.62161,1.8959e+12,1964.09,-2.04066e+12,-4.62161,1.8959e+12
72,-8.54866e+12,2.02037e+12,2103.81,-8.54866e+12,-6.78598,2.02037e+12,2103.81,-8.54866e+12,-6.78598,2.02037e+12
77,-7.23417e+12,2.15034e+12,2250.53,-7.23417e+12,-9.25455,2.15034e+12,2250.53,-7.23417e+12,-9.25455,2.15034e+12
82,-9.89267e+12,2.29265e+12,2403.19,-9.89267e+12,-11.9884,2.29265e+12,2403.19,-9.89267e+12,-11.9884,2.29265e+12
87,-1.27208e+13,2.43875e+12,2561.7,-1.27208e+13,-14.951,2.43875e+12,2561.7,-1.27208e+13,-14.951,2.43875e+12
92,-1.92047e+13,2.58386e+12,2725.41,-1.92047e+13,-18.0971,2.58386e+12,2725.41,-1.92047e+13,-18.0971,2.58386e+12
97,-1.90476e+13,2.73638e+12,2894.27,-1.90476e+13,-21.3773,2.73638e+12,2894.27,-1.90476e+13,-21.3773,2.73638e+12
104,-2.81287e+13,2.13425e+12,3139.82,-2.81287e+13,-26.1011,2.13425e+12,3139.82,-2.81287e+13,-26.1011,2.13425e+12
113,-3.17919e+13,2.31221e+12,3469.64,-3.17919e+13,-32.1595,2.31221e+12,3469.64,-3.17919e+13,-32.1595,2.31221e+12
122,-3.5701e+13,2.46896e+12,3811.44,-3.5701e+13,-37.8432,2.46896e+12,3811.44,-3.5701e+13,-37.8432,2.46896e+12
131,-4.15613e+13,2.59822e+12,4159.49,-4.15613e+13,-42.7536,2.59822e+12,4159.49,-4.15613e+13,-42.7536,2.59822e+12
140,-4.36625e+13,2.69832e+12,4507.75,-4.36625e+13,-46.5117,2.69832e+12,4507.75,-4.36625e+13,-46.5117,2.69832e+12
149,-4.50365e+13,2.76381e+12,4851.24,-4.50365e+13,-48.7801,2.76381e+12,4851.24,-4.50365e+13,-48.7801,2.76381e+12
158,-4.9241e+13,2.79427e+12,5183.12,-4.9241e+13,-49.2619,2.79427e+12,5183.12,-4.9241e+13,-49.2619,2.79427e+12
167,-4.59645e+13,2.79323e+12,5497.1,-4.59645e+13,-47.716,2.79323e+12,5497.1,-4.59645e+13,-47.716,2.79323e+12
176,-4.33901e+13,2.76455e+12,5785.49,-4.33901e+13,-43.9747,2.76455e+12,5785.49,-4.33901e+13,-43.9747,2.76455e+12
185,-3.03906e+13,2.74329e+12,6041.66,-3.03906e+13,-37.9628,2.74329e+12,6041.66,-3.03906e+13,-37.9628,2.74329e+12
194,-1.81436e+13,2.719e+12,6259.81,-1.81436e+13,-29.6849,2.719e+12,6259.81,-1.81436e+13,-29.6849,2.719e+12
203,-7.21464e+12,2.73536e+12,6435.17,-7.21464e+12,-19.2431,2.73536e+12,6435.17,-7.21464e+12,-19.2431,2.73536e+12
212,2.53847e+12,2.79017e+12,6562.73,2.53847e+12,-6.83821,2.79017e+12,6562.73,2.53847e+12,-6.83821,2.79017e+12
221,1.79047e+13,2.91219e+12,6640.17,1.79047e+13,7.2284,2.91219e+12,6640.17,1.79047e+13,7.2284,2.91219e+12
230,2.66053e+13,3.07603e+12,6665.42,2.66053e+13,22.5867,3.07603e+12,6665.42,2.66053e+13,22.5867,3.07603e+12
239,4.62991e+13,3.28945e+12,6637.77,4.62991e+13,38.8156,3.28945e+12,6637.77,4.62991e+13,38.8156,3.28945e+12
248,5.06637e+13,3.52118e+12,6557.91,5.06637e+13,55.4581,3.52118e+12,6557.91,5.06637e+13,55.4581,3.52118e+12
257,7.15358e+13,3.77085e+12,6427.89,7.15358e+13,72.0326,3.77085e+12,6427.89,7.15358e+13,72.0326,3.77085e+12
266,8.64306e+13,4.0151e+12,6250.92,8.64306e+13,87.9779,4.0151e+12,6250.92,8.64306e+13,87.9779,4.0151e+12
275,1.06963e+14,4.24336e+12,6032.2,1.06963e+14,102.737,4.24336e+12,6032.2,1.06963e+14,102.737,4.24336e+12
284,1.02707e+14,4.43112e+12,5776.94,1.02707e+14,115.796,4.43112e+12,5776.94,1.02707e+14,115.796,4.43112e+12
293,1.17073e+14,4.57941e+12,5491.35,1.17073e+14,126.714,4.57941e+12,5491.35,1.17073e+14,126.714,4.57941e+12
302,1.17089e+14,4.67135e+12,5181.54,1.17089e+14,135.12,4.67135e+12,5181.54,1.17089e+14,135.12,4.67135e+12
311,1.19046e+14,4.71765e+12,4854.61,1.19046e+14,140.727,4.71765e+12,4854.61,1.19046e+14,140.727,4.71765e+12
320,1.12762e+14,4.69441e+12,4518.84,1.12762e+14,143.275,4.69441e+12,4518.84,1.12762e+14,143.275,4.69441e+12
329,1.17149e+14,4.64677e+12,4182.2,1.17149e+14,142.603,4.64677e+12,4182.2,1.17149e+14,142.603,4.64677e+12
338,1.05901e+14,4.54536e+12,3852.05,1.05901e+14,138.658,4.54536e+12,3852.05,1.05901e+14,138.658,4.54536e+12
347,8.62064e+13,4.39886e+12,3534.96,8.62064e+13,131.505,4.39886e+12,3534.96,8.62064e+13,131.505,4.39886e+12
356,7.98487e+13,4.25404e+12,3236.26,7.98487e+13,121.274,4.25404e+12,3236.26,7.98487e+13,121.274,4.25404e+12
365,6.10311e+13,4.09659e+12,2961.86,6.10311e+13,108.289,4.09659e+12,2961.86,6.10311e+13,108.289,4.09659e+12
374,4.64875e+13,3.93046e+12,2716.67,4.64875e+13,92.9368,3.93046e+12,2716.67,4.64875e+13,92.9368,3.93046e+12
383,3.1557e+13,3.79953e+12,2504.53,3.1557e+13,75.6722,3.79953e+12,2504.53,3.1557e+13,75.6722,3.79953e+12
392,1.97448e+13,3.6872e+12,2328.13,1.97448e+13,56.9605,3.6872e+12,2328.13,1.97448e+13,56.9605,3.6872e+12
401,-5.44681e+11,3.61102e+12,2188.87,-5.44681e+11,37.2909,3.61102e+12,2188.87,-5.44681e+11,37.2909,3.61102e+12
410,-2.18916e+13,3.55972e+12,2087.2,-2.18916e+13,17.1865,3.55972e+12,2087.2,-2.18916e+13,17.1865,3.55972e+12
419,-3.50666e+13,3.54377e+12,2021.88,-3.50666e+13,-2.69048,3.54377e+12,2021.88,-3.50666e+13,-2.69048,3.54377e+12
428,-4.84463e+13,3.53494e+12,1991.13,-4.84463e+13,-21.7084,3.53494e+12,1991.13,-4.84463e+13,-21.7084,3.53494e+12
437,-6.19365e+13,3.54322e+12,1992.21,-6.19365e+13,-39.3238,3.54322e+12,1992.21,-6.19365e+13,-39.3238,3.54322e+12
446,-6.21436e+13,3.54693e+12,2022.26,-6.21436e+13,-55.0734,3.54693e+12,2022.26,-6.21436e+13,-55.0734,3.54693e+12
455,-7.44981e+13,3.53836e+12,2077.75,-7.44981e+13,-68.5894,3.53836e+12,2077.75,-7.44981e+13,-68.5894,3.53836e+12
464,-8.00589e+13,3.51351e+12,2153.91,-8.00589e+13,-79.5261,3.51351e+12,2153.91,-8.00589e+13,-79.5261,3.51351e+12
473,-7.53658e+13,3.49436e+12,2245.36,-7.53658e+13,-87.6153,3.49436e+12,2245.36,-7.53658e+13,-87.6153,3.49436e+12
482,-7.19894e+13,3.44175e+12,2346.44,-7.19894e+13,-92.6681,3.44175e+12,2346.44,-7.19894e+13,-92.6681,3.44175e+12
491,-7.11199e+13,3.40583e+12,2452.27,-7.11199e+13,-94.6084,3.40583e+12,2452.27,-7.11199e+13,-94.6084,3.40583e+12
500,-5.9624e+13,3.36372e+12,2558.44,-5.9624e+13,-93.4539,3.36372e+12,2558.44,-5.9624e+13,-93.4539,3.36372e+12
509,-4.7175e+13,3.16784e+12,2660.68,-4.7175e+13,-89.3313,3.16784e+12,2660.68,-4.7175e+13,-89.3313,3.16784e+12
518,-4.24169e+13,3.14265e+12,2754.84,-4.24169e+13,-82.5613,3.14265e+12,2754.84,-4.24169e+13,-82.5613,3.14265e+12
527,-2.30411e+13,3.15175e+12,2836.62,-2.30411e+13,-73.5261,3.15175e+12,2836.62,-2.30411e+13,-73.5261,3.15175e+12
536,-1.86287e+13,3.17648e+12,2902.84,-1.86287e+13,-62.6285,3.17648e+12,2902.84,-1.86287e+13,-62.6285,3.17648e+12
545,-1.43395e+12,3.24264e+12,2951.24,-1.43395e+12,-50.2923,3.24264e+12,2951.24,-1.43395e+12,-50.2923,3.24264e+12
554,3.55431e+12,3.3236e+12,2980.22,3.55431e+12,-36.915,3.3236e+12,2980.22,3.55431e+12,-36.915,3.3236e+12
563,1.15793e+13,3.42033e+12,2989.28,1.15793e+13,-23.0267,3.42033e+12,2989.28,1.15793e+13,-23.0267,3.42033e+12
572,1.86254e+13,3.51972e+12,2978.62,1.86254e+13,-9.29182,3.51972e+12,2978.62,1.86254e+13,-9.29182,3.51972e+12
581,2.65374e+13,3.62338e+12,2948.94,2.65374e+13,3.70677,3.62338e+12,2948.94,2.65374e+13,3.70677,3.62338e+12
590,2.68724e+13,3.71839e+12,2901.76,2.68724e+13,15.4697,3.71839e+12,2901.76,2.68724e+13,15.4697,3.71839e+12
599,2.82947e+13,3.79892e+12,2838.54,2.82947e+13,25.5801,3.79892e+12,2838.54,2.82947e+13,25.5801,3.79892e+12
608,3.22515e+13,3.86524e+12,2761.01,3.22515e+13,33.709,3.86524e+12,2761.01,3.22515e+13,33.709,3.86524e+12
617,2.39273e+13,3.93138e+12,2672.55,2.39273e+13,39.5208,3.93138e+12,2672.55,2.39273e+13,39.5208,3.93138e+12
626,1.08452e+13,3.97246e+12,2577.09,1.08452e+13,42.7553,3.97246e+12,2577.09,1.08452e+13,42.7553,3.97246e+12
635,7.54114e+12,4.0147e+12,2478.2,7.54114e+12,43.2407,4.0147e+12,2478.2,7.54114e+12,43.2407,4.0147e+12
644,-5.033e+12,4.0487e+12,2378.99,-5.033e+12,40.8908,4.0487e+12,2378.99,-5.033e+12,40.8908,4.0487e+12
653,-1.53753e+13,4.0891e+12,2282.06,-1.53753e+13,35.704,4.0891e+12,2282.06,-1.53753e+13,35.704,4.0891e+12
662,-2.99359e+13,4.13789e+12,2190.26,-2.99359e+13,27.8275,4.13789e+12,2190.26,-2.99359e+13,27.8275,4.13789e+12
671,-5.69826e+13,4.18997e+12,2106.92,-5.69826e+13,17.5813,4.18997e+12,2106.92,-5.69826e+13,17.5813,4.18997e+12
680,-6.67884e+13,4.23899e+12,2034.84,-6.67884e+13,5.31895,4.23899e+12,2034.84,-6.67884e+13,5.31895,4.23899e+12
689,-8.0806e+13,4.29086e+12,1976.14,-8.0806e+13,-8.58925,4.29086e+12,1976.14,-8.0806e+13,-8.58925,4.29086e+12
698,-9.42074e+13,4.35447e+12,1932.44,-9.42074e+13,-23.8042,4.35447e+12,1932.44,-9.42074e+13,-23.8042,4.35447e+12
707,-9.9954e+13,4.42655e+12,1904.65,-9.9954e+13,-39.9706,4.42655e+12,1904.65,-9.9954e+13,-39.9706,4.42655e+12
716,-1.13946e+14,4.48512e+12,1892.87,-1.13946e+14,-56.5202,4.48512e+12,1892.87,-1.13946e+14,-56.5202,4.48512e+12
725,-1.22488e+14,4.5266e+12,1896.62,-1.22488e+14,-72.8091,4.5266e+12,1896.62,-1.22488e+14,-72.8091,4.5266e+12
734,-1.27683e+14,4.55362e+12,1915.48,-1.27683e+14,-88.3118,4.55362e+12,1915.48,-1.27683e+14,-88.3118,4.55362e+12
743,-1.30614e+14,4.57321e+12,1948.52,-1.30614e+14,-102.554,4.57321e+12,1948.52,-1.30614e+14,-102.554,4.57321e+12
752,-1.31217e+14,4.56933e+12,1994.5,-1.31217e+14,-115.164,4.56933e+12,1994.5,-1.31217e+14,-115.164,4.56933e+12
761,-1.26704e+14,4.5523e+12,2051.7,-1.26704e+14,-125.824,4.5523e+12,2051.7,-1.26704e+14,-125.824,4.5523e+12
770,-1.1703e+14,4.52022e+12,2117.3,-1.1703e+14,-134.168,4.52022e+12,2117.3,-1.1703e+14,-134.168,4.52022e+12
779,-1.09053e+14,4.47891e+12,2187.76,-1.09053e+14,-139.891,4.47891e+12,2187.76,-1.09053e+14,-139.891,4.47891e+12
788,-1.04286e+14,4.43384e+12,2260.81,-1.04286e+14,-142.835,4.43384e+12,2260.81,-1.04286e+14,-142.835,4.43384e+12
797,-8.91184e+13,4.38994e+12,2333.58,-8.91184e+13,-142.832,4.38994e+12,2333.58,-8.91184e+13,-142.832,4.38994e+12
806,-7.70153e+13,4.33495e+12,2404.42,-7.70153e+13,-139.898,4.33495e+12,2404.42,-7.70153e+13,-139.898,4.33495e+12
815,-6.47342e+13,4.31189e+12,2470.22,-6.47342e+13,-134.129,4.31189e+12,2470.22,-6.47342e+13,-134.129,4.31189e+12
824,-4.99835e+13,4.28307e+12,2528.47,-4.99835e+13,-125.817,4.28307e+12,2528.47,-4.99835e+13,-125.817,4.28307e+12
833,-2.79085e+13,4.26556e+12,2576.38,-2.79085e+13,-115.21,4.26556e+12,2576.38,-2.79085e+13,-115.21,4.26556e+12
842,-1.78662e+13,4.27838e+12,2612.19,-1.78662e+13,-102.601,4.27838e+12,2612.19,-1.78662e+13,-102.601,4.27838e+12
851,3.01617e+12,4.28512e+12,2634.56,3.01617e+12,-88.2533,4.28512e+12,2634.56,3.01617e+12,-88.2533,4.28512e+12
860,1.37369e+13,4.29587e+12,2642.21,1.37369e+13,-72.4758,4.29587e+12,2642.21,1.37369e+13,-72.4758,4.29587e+12
869,2.7841e+13,4.31919e+12,2635.39,2.7841e+13,-55.8578,4.31919e+12,2635.39,2.7841e+13,-55.8578,4.31919e+12
878,4.13423e+13,4.34844e+12,2613.51,4.13423e+13,-38.945,4.34844e+12,2613.51,4.13423e+13,-38.945,4.34844e+12
887,4.92007e+13,4.3589e+12,2577.14,4.92007e+13,-22.2364,4.3589e+12,2577.14,4.92007e+13,-22.2364,4.3589e+12
896,5.50267e+13,4.35951e+12,2526.26,5.50267e+13,-6.17966,4.35951e+12,2526.26,5.50267e+13,-6.17966,4.35951e+12
905,5.7821e+13,4.35243e+12,2461.35,5.7821e+13,8.95083,4.35243e+12,2461.35,5.7821e+13,8.95083,4.35243e+12
914,6.75475e+13,4.32727e+12,2384.21,6.75475e+13,22.7603,4.32727e+12,2384.21,6.75475e+13,22.7603,4.32727e+12
923,5.66996e+13,4.30118e+12,2297.16,5.66996e+13,34.8322,4.30118e+12,2297.16,5.66996e+13,34.8322,4.30118e+12
932,5.44174e+13,4.25605e+12,2202.33,5.44174e+13,44.8576,4.25605e+12,2202.33,5.44174e+13,44.8576,4.25605e+12
941,5.01516e+13,4.20022e+12,2101.79,5.01516e+13,52.6014,4.20022e+12,2101.79,5.01516e+13,52.6014,4.20022e+12
950,4.13038e+13,4.1401e+12,1997.17,4.13038e+13,57.8714,4.1401e+12,1997.17,4.13038e+13,57.8714,4.1401e+12
959,3.37705e+13,4.08937e+12,1890.13,3.37705e+13,60.5718,4.08937e+12,1890.13,3.37705e+13,60.5718,4.08937e+12
968,2.09026e+13,4.02911e+12,1783.34,2.09026e+13,60.7811,4.02911e+12,1783.34,2.09026e+13,60.7811,4.02911e+12
977,9.81707e+12,3.99233e+12,1679.33,9.81707e+12,58.6349,3.99233e+12,1679.33,9.81707e+12,58.6349,3.99233e+12
986,-2.9649e+11,3.95411e+12,1580.22,-2.9649e+11,54.2708,3.95411e+12,1580.22,-2.9649e+11,54.2708,3.95411e+12
995,-1.47591e+13,3.93737e+12,1487.76,-1.47591e+13,47.8011,3.93737e+12,1487.76,-1.47591e+13,47.8011,3.93737e+12
1004,-3.73546e+13,4.28859e+12,1403.4,-3.73546e+13,39.3578,4.28859e+12,1403.4,-3.73546e+13,39.3578,4.28859e+12
1013,-4.5221e+13,4.28134e+12,1328.04,-4.5221e+13,29.2786,4.28134e+12,1328.04,-4.5221e+13,29.2786,4.28134e+12
1022,-4.86768e+13,4.30732e+12,1262.68,-4.86768e+13,17.9753,4.30732e+12,1262.68,-4.86768e+13,17.9753,4.30732e+12
1031,-5.46481e+13,4.32956e+12,1207.86,-5.46481e+13,5.93576,4.32956e+12,1207.86,-5.46481e+13,5.93576,4.32956e+12
1040,-5.91628e+13,4.36232e+12,1164.1,-5.91628e+13,-6.51685,4.36232e+12,1164.1,-5.91628e+13,-6.51685,4.36232e+12
1049,-7.35188e+13,4.4017e+12,1131.57,-7.35188e+13,-19.0283,4.4017e+12,1131.57,-7.35188e+13,-19.0283,4.4017e+12
1058,-8.23317e+13,4.43323e+12,1110.4,-8.23317e+13,-31.3659,4.43323e+12,1110.4,-8.23317e+13,-31.3659,4.43323e+12
1067,-8.09655e+13,4.485e+12,1099.52,-8.09655e+13,-43.146,4.485e+12,1099.52,-8.09655e+13,-43.146,4.485e+12
1076,-7.87501e+13,4.50978e+12,1097.63,-7.87501e+13,-53.9881,4.50978e+12,1097.63,-7.87501e+13,-53.9881,4.50978e+12
1085,-7.33497e+13,4.55144e+12,1103.51,-7.33497e+13,-63.5859,4.55144e+12,1103.51,-7.33497e+13,-63.5859,4.55144e+12
1094,-7.62582e+13,4.58416e+12,1116.07,-7.62582e+13,-71.6824,4.58416e+12,1116.07,-7.62582e+13,-71.6824,4.58416e+12
1103,-5.63317e+13,4.6199e+12,1134.48,-5.63317e+13,-78.0935,4.6199e+12,1134.48,-5.63317e+13,-78.0935,4.6199e+12
1112,-5.59813e+13,4.6517e+12,1157.5,-5.59813e+13,-82.7124,4.6517e+12,1157.5,-5.59813e+13,-82.7124,4.6517e+12
1121,-4.85737e+13,4.66463e+12,1183.16,-4.85737e+13,-85.5309,4.66463e+12,1183.16,-4.85737e+13,-85.5309,4.66463e+12
1130,-4.29851e+13,4.69616e+12,1209.62,-4.29851e+13,-86.5614,4.69616e+12,1209.62,-4.29851e+13,-86.5614,4.69616e+12
1139,-4.76841e+13,4.71508e+12,1235.4,-4.76841e+13,-85.8374,4.71508e+12,1235.4,-4.76841e+13,-85.8374,4.71508e+12
1148,-2.3673e+13,4.73516e+12,1259.22,-2.3673e+13,-83.3801,4.73516e+12,1259.22,-2.3673e+13,-83.3801,4.73516e+12
1157,-1.56744e+13,4.73391e+12,1280.03,-1.56744e+13,-79.2305,4.73391e+12,1280.03,-1.56744e+13,-79.2305,4.73391e+12
1166,-2.13026e+13,4.74399e+12,1296.95,-2.13026e+13,-73.6418,4.74399e+12,1296.95,-2.13026e+13,-73.6418,4.74399e+12
1175,-1.3603e+13,4.74185e+12,1309.08,-1.3603e+13,-66.9427,4.74185e+12,1309.08,-1.3603e+13,-66.9427,4.74185e+12
1184,-5.79308e+12,4.74721e+12,1315.74,-5.79308e+12,-59.4217,4.74721e+12,1315.74,-5.79308e+12,-59.4217,4.74721e+12
1193,-2.23866e+12,4.74481e+12,1316.28,-2.23866e+12,-51.321,4.74481e+12,1316.28,-2.23866e+12,-51.321,4.74481e+12
1202,7.97025e+11,4.7253e+12,1310.22,7.97025e+11,-42.8285,4.7253e+12,1310.22,7.97025e+11,-42.8285,4.7253e+12
1211,6.31648e+12,4.72687e+12,1297.44,6.31648e+12,-34.1594,4.72687e+12,1297.44,6.31648e+12,-34.1594,4.72687e+12
1220,1.12854e+13,4.71292e+12,1278.58,1.12854e+13,-25.6484,4.71292e+12,1278.58,1.12854e+13,-25.6484,4.71292e+12
1229,7.95071e+11,4.6956e+12,1254.28,7.95071e+11,-17.6029,4.6956e+12,1254.28,7.95071e+11,-17.6029,4.6956e+12
1238,-1.70669e+12,4.68121e+12,1225.13,-1.70669e+12,-10.2704,4.68121e+12,1225.13,-1.70669e+12,-10.2704,4.68121e+12
1247,6.50815e+12,4.66204e+12,1191.56,6.50815e+12,-3.86076,4.66204e+12,1191.56,6.50815e+12,-3.86076,4.66204e+12
1256,-5.07351e+12,4.64301e+12,1153.86,-5.07351e+12,1.45989,4.64301e+12,1153.86,-5.07351e+12,1.45989,4.64301e+12
1265,-1.06252e+13,4.6433e+12,1113.1,-1.06252e+13,5.59667,4.6433e+12,1113.1,-1.06252e+13,5.59667,4.6433e+12
1274,-6.18903e+12,4.64621e+12,1070.63,-6.18903e+12,8.49363,4.64621e+12,1070.63,-6.18903e+12,8.49363,4.64621e+12
1283,-2.54341e+13,4.64925e+12,1027.62,-2.54341e+13,10.1116,4.64925e+12,1027.62,-2.54341e+13,10.1116,4.64925e+12
1292,-2.78221e+13,4.68062e+12,985.037,-2.78221e+13,10.4151,4.68062e+12,985.037,-2.78221e+13,10.4151,4.68062e+12
1301,-3.13034e+13,4.71052e+12,943.641,-3.13034e+13,9.36847,4.71052e+12,943.641,-3.13034e+13,9.36847,4.71052e+12
1310,-4.56622e+13,4.754e+12,904.104,-4.56622e+13,6.99102,4.754e+12,904.104,-4.56622e+13,6.99102,4.754e+12
1319,-4.53274e+13,4.80825e+12,867.244,-4.53274e+13,3.48719,4.80825e+12,867.244,-4.53274e+13,3.48719,4.80825e+12
1328,-5.28192e+13,4.88084e+12,833.793,-5.28192e+13,-0.930872,4.88084e+12,833.793,-5.28192e+13,-0.930872,4.88084e+12
1337,-5.05695e+13,4.94053e+12,804.351,-5.05695e+13,-6.08382,4.94053e+12,804.351,-5.05695e+13,-6.08382,4.94053e+12
1346,-5.71386e+13,5.02014e+12,779.425,-5.71386e+13,-11.8309,5.02014e+12,779.425,-5.71386e+13,-11.8309,5.02014e+12
1355,-6.55484e+13,5.09858e+12,759.432,-6.55484e+13,-18.0626,5.09858e+12,759.432,-6.55484e+13,-18.0626,5.09858e+12
1364,-6.21891e+13,5.18877e+12,744.404,-6.21891e+13,-24.5852,5.18877e+12,744.404,-6.21891e+13,-24.5852,5.18877e+12
1373,-5.64015e+13,5.26685e+12,734.006,-5.64015e+13,-31.1211,5.26685e+12,734.006,-5.64015e+13,-31.1211,5.26685e+12
1382,-4.75995e+13,5.35616e+12,727.931,-4.75995e+13,-37.4345,5.35616e+12,727.931,-4.75995e+13,-37.4345,5.35616e+12
1391,-6.64348e+13,5.43165e+12,725.915,-6.64348e+13,-43.3235,5.43165e+12,725.915,-6.64348e+13,-43.3235,5.43165e+12
1400,-6.13485e+13,5.50284e+12,727.839,-6.13485e+13,-48.6343,5.50284e+12,727.839,-6.13485e+13,-48.6343,5.50284e+12
1409,-5.46345e+13,5.58661e+12,733.468,-5.46345e+13,-53.2366,5.58661e+12,733.468,-5.46345e+13,-53.2366,5.58661e+12
1418,-5.24991e+13,5.64958e+12,741.909,-5.24991e+13,-57.0242,5.64958e+12,741.909,-5.24991e+13,-57.0242,5.64958e+12
1427,-3.82634e+13,5.711e+12,752.265,-3.82634e+13,-59.9175,5.711e+12,752.265,-3.82634e+13,-59.9175,5.711e+12
1436,-4.02416e+13,5.76996e+12,763.749,-4.02416e+13,-61.8426,5.76996e+12,763.749,-4.02416e+13,-61.8426,5.76996e+12
1445,-3.78014e+13,5.8157e+12,775.708,-3.78014e+13,-62.7313,5.8157e+12,775.708,-3.78014e+13,-62.7313,5.8157e+12
1454,-2.60106e+13,5.86951e+12,787.619,-2.60106e+13,-62.5163,5.86951e+12,787.619,-2.60106e+13,-62.5163,5.86951e+12
1463,-2.17373e+13,5.89555e+12,798.959,-2.17373e+13,-61.2304,5.89555e+12,798.959,-2.17373e+13,-61.2304,5.89555e+12
1472,-9.44394e+12,5.92635e+12,808.993,-9.44394e+12,-59.0064,5.92635e+12,808.993,-9.44394e+12,-59.0064,5.92635e+12
1481,2.7698e+12,5.94032e+12,817.088,2.7698e+12,-55.9658,5.94032e+12,817.088,2.7698e+12,-55.9658,5.94032e+12
1490,-4.9052e+12,5.96382e+12,822.739,-4.9052e+12,-52.204,5.96382e+12,822.739,-4.9052e+12,-52.204,5.96382e+12
1499,-1.96257e+12,5.96569e+12,825.448,-1.96257e+12,-47.7873,5.96569e+12,825.448,-1.96257e+12,-47.7873,5.96569e+12
