Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
sn1999ac,0.01006,33.326159,0.174566,33.037364,0.2887949,33.606889,-0.28073022
sn2004s,0.010291,33.372062,0.173593,33.087017,0.28504503,33.656435,-0.28437316
sn1997do,0.01055,33.493014,0.17309,33.141389,0.35162504,33.710687,-0.21767334
sn2002dp,0.010888,33.645204,0.169021,33.210386,0.43481766,33.779528,-0.13432448
sn2006bh,0.011184,33.669922,0.166533,33.269085,0.40083722,33.838091,-0.1681682
sn2005al,0.012317,34.294158,0.16145,33.48036,0.81379765,34.048843,0.24531458
sn2001ep,0.013324,33.906604,0.158624,33.652548,0.25405559,34.220569,-0.31396448
sn1999dq,0.013533,33.720058,0.158393,33.686665,0.033392779,34.254589,-0.53453134
sn2002ha,0.013652,34.091038,0.157774,33.705858,0.3851801,34.273727,-0.18268941
sn2001bt,0.014151,33.956815,0.157186,33.784574,0.17224124,34.352215,-0.39539947
sn1997e,0.014256,34.107223,0.1564,33.800787,0.30643541,34.36838,-0.26115719
sn1992al,0.014411,34.087975,0.156643,33.824506,0.26346927,34.392027,-0.30405235
sn1999dk,0.01444,33.987297,0.157099,33.828915,0.15838195,34.396424,-0.40912639
sn2005bo,0.014467,34.138903,0.154784,33.833013,0.30589006,34.400509,-0.26160592
sn2001fe,0.014575,34.270406,0.155333,33.849328,0.4210781,34.416775,-0.14636843
sn2006n,0.0147,34.33758,0.155008,33.868063,0.4695175,34.435452,-0.097871823
sn2005kc,0.01496,34.231351,0.153548,33.90653,0.32482107,34.473801,-0.24244932
sn2005el,0.015154,34.357711,0.153758,33.934805,0.42290649,34.501986,-0.14427522
sn2004eo,0.015469,34.072352,0.153515,33.979959,0.092392773,34.546997,-0.47464502
sn2001en,0.015482,34.246778,0.154168,33.981803,0.26497523,34.548835,-0.30205662
sn2001cn,0.015487,34.107353,0.153742,33.982512,0.12484082,34.549542,-0.44218875
sn2001bf,0.015504,34.190252,0.153374,33.98492,0.20533204,34.551942,-0.36168976
sn2001cz,0.015554,34.244148,0.153417,33.991988,0.2521601,34.558987,-0.31483888
sn1999aa,0.015573,34.45074,0.153276,33.994668,0.4560721,34.561658,-0.1109182
sn1994s,0.015664,34.311808,0.154751,34.007458,0.30434969,34.574407,-0.26259907
sn2004ey,0.015678,34.409554,0.151905,34.00942,0.40013474,34.576362,-0.16680763
sn2001v,0.015791,34.104592,0.152742,34.025187,0.079405054,34.592077,-0.48748575
sn2006td,0.015999,34.554597,0.153171,34.053919,0.50067775,34.620715,-0.066118165
sn1996bv,0.016966,34.25655,0.153258,34.182823,0.073727606,34.749178,-0.49262784
sn2006ax,0.017387,34.645289,0.148936,34.236688,0.4086008,34.802852,-0.15756321
sn1998v,0.01745,34.396806,0.150702,34.244638,0.15216771,34.810773,-0.41396768
sn2000dk,0.017483,34.451815,0.150122,34.248791,0.20302467,34.814911,-0.36309572
sn1998ef,0.017672,34.225012,0.150611,34.272426,-0.047414497,34.838461,-0.61344904
sn2007ci,0.018599,34.728819,0.149282,34.384852,0.34396739,34.950466,-0.22164669
sn1992bo,0.018902,34.934901,0.149087,34.420402,0.51449944,34.985879,-0.050977412
sn2002kf,0.019581,34.993089,0.147459,34.498065,0.49502333,35.063235,-0.070146415
sn2006ej,0.02039,34.999875,0.147727,34.587201,0.41267477,35.152005,-0.15212976
sn2005ki,0.020396,34.947831,0.145393,34.587849,0.35998267,35.15265,-0.20481915
sn1992bc,0.020792,34.860895,0.14683,34.630203,0.23069214,35.194827,-0.33393119
sn2003w,0.020997,34.869301,0.145587,34.651818,0.21748339,35.216349,-0.34704761
sn2002jy,0.021541,35.292985,0.145405,34.708182,0.58480314,35.272468,0.020516921
sn2007bc,0.021706,35.074451,0.146331,34.725001,0.34945047,35.289213,-0.21476158
sn2006bq,0.021956,35.14196,0.145024,34.750245,0.39171522,35.314344,-0.17238449
sn2008bf,0.022068,35.197767,0.144685,34.761462,0.43630486,35.325512,-0.12774455
sn1995ak,0.022399,34.937705,0.149213,34.794289,0.14341565,35.35819,-0.4204852
sn2006et,0.022466,35.024709,0.145994,34.800876,0.22383268,35.364747,-0.34003811
sn2006mp,0.022629,35.41183,0.145184,34.81682,0.59501009,35.380617,0.031212404
sn2006ar,0.02298,35.353004,0.145076,34.850771,0.50223251,35.414412,-0.061407862
sn2006cp,0.023321,35.074581,0.144025,34.88327,0.19131095,35.446758,-0.37217672
sn2000ca,0.02336,35.249377,0.144317,34.886957,0.36241933,35.450428,-0.20105089
sn2006ac,0.023471,35.263038,0.143695,34.897418,0.36562034,35.460839,-0.19780021
sn2000cn,0.023552,35.232154,0.144309,34.905021,0.32713315,35.468405,-0.23625116
sn2007f,0.02381,35.453902,0.144315,34.929067,0.52483551,35.492336,-0.038433423
sn2007qe,0.023867,35.312976,0.14435,34.934345,0.37863139,35.497588,-0.18461206
sn1993h,0.023909,35.350353,0.145547,34.938226,0.41212713,35.50145,-0.15109756
sn2006sr,0.024159,35.27495,0.14338,34.961189,0.31376063,35.524302,-0.24935236
sn2005bg,0.024586,35.322909,0.142334,34.999875,0.32303392,35.562798,-0.23988846
sn2002he,0.024725,35.445406,0.145176,35.012326,0.43308035,35.575186,-0.12978002
sn2002bf,0.024746,35.070075,0.147523,35.014201,0.055873664,35.577052,-0.50697734
sn1994m,0.024951,35.222116,0.145319,35.032423,0.18969214,35.595183,-0.37306747
sn1992ag,0.025198,35.242843,0.148276,35.054185,0.18865868,35.616834,-0.37399087
sn2007cq,0.025468,35.194232,0.143429,35.077733,0.11649835,35.640263,-0.44603097
sn2005ms,0.026567,35.627234,0.142099,35.171118,0.45611525,35.733159,-0.10592555
sn1999gp,0.026677,35.602201,0.142999,35.180255,0.42194572,35.742247,-0.14004626
sn2005na,0.026881,35.524407,0.141195,35.197103,0.32730407,35.759004,-0.2345974
