ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_USMFv2_tt,residual_USMFv2_tt,Dl_USMFv2_te,residual_USMFv2_te,Dl_USMFv2_ee,residual_USMFv2_ee
32,1097.01,1.51224,0.0643557,1241.63,-144.616,2.39825,-0.886015,0.0337838,0.0305719,1345.12,-248.113,3.84412,-2.33188,0.041016,0.0233397
37,1180.26,3.11711,0.0649424,1335.95,-155.685,2.39151,0.7256,0.0555747,0.00936773,1400.63,-220.368,4.24861,-1.1315,0.0685276,-0.0035852
42,1426.97,0.820244,0.0699042,1435.48,-8.50898,2.07676,-1.25652,0.0852232,-0.015319,1454.32,-27.3442,4.43801,-3.61776,0.106243,-0.036339
47,1364.66,1.07013,0.141281,1539.07,-174.41,1.42818,-0.358055,0.123455,0.0178251,1506.61,-141.956,4.31438,-3.24425,0.155345,-0.0140644
52,1329.06,1.08312,0.146964,1647.63,-318.566,0.384047,0.699071,0.170861,-0.0238969,1557.69,-228.631,3.79276,-2.70964,0.216271,-0.0693073
57,1607.2,-3.82399,0.193005,1760.88,-153.681,-1.04469,-2.77931,0.227689,-0.034684,1607.77,-0.572361,2.90808,-6.73207,0.290001,-0.096996
62,1663.41,-4.29778,0.296409,1880.33,-216.919,-2.89545,-1.40233,0.293781,0.00262744,1658.59,4.82035,1.628,-5.92578,0.376335,-0.0799266
67,1838.4,-2.04066,0.331388,2005.77,-167.37,-5.14853,3.10786,0.368687,-0.0372984,1710.69,127.71,-0.0895587,-1.95111,0.474869,-0.143481
72,1974.24,-8.54866,0.356963,2137.43,-163.19,-7.78753,-0.76113,0.451489,-0.094526,1764.41,209.833,-2.23821,-6.31046,0.585163,-0.228199
77,1765.67,-7.23417,0.448396,2276.86,-511.187,-10.8071,3.57289,0.541058,-0.0926625,1821.79,-56.1249,-4.78752,-2.44665,0.705418,-0.257022
82,2168.04,-9.89267,0.522364,2423.31,-255.27,-14.1524,4.25975,0.635837,-0.113473,1882.27,285.769,-7.71633,-2.17634,0.834265,-0.311901
87,2330.99,-12.7208,0.489592,2577.64,-246.646,-17.7787,5.05788,0.73405,-0.244459,1947.64,383.35,-11.007,-1.71379,0.969757,-0.480165
92,2446.65,-19.2047,0.789127,2738.23,-291.583,-21.6185,2.41381,0.833719,-0.0445927,2017.01,429.635,-14.5962,-4.60848,1.10934,-0.320209
97,2484.46,-19.0476,0.57472,2905.55,-421.09,-25.6162,6.5686,0.932654,-0.357934,2091.1,393.355,-18.4347,-0.612849,1.25037,-0.675654
104,2951.15,-28.1287,0.830793,3150.81,-199.653,-31.3474,3.21872,1.0656,-0.234811,2203.25,747.901,-24.1162,-4.01251,1.44484,-0.614047
113,3221.96,-31.7919,0.924375,3481.58,-259.615,-38.6256,6.83365,1.21793,-0.293558,2360.14,861.826,-31.6688,-0.12319,1.67827,-0.75389
122,3382.73,-35.701,1.11192,3824.27,-441.542,-45.354,9.65307,1.33798,-0.226063,2528.38,854.353,-39.1045,3.40353,1.87807,-0.766149
131,3592.1,-41.5613,1.10666,4172.96,-580.86,-51.0638,9.50254,1.4154,-0.308743,2705.15,886.954,-46.0052,4.444,2.02945,-0.92279
140,4229.84,-43.6625,1.09668,4520.56,-290.724,-55.3095,11.6469,1.44306,-0.346382,2886.32,1343.51,-51.9657,8.30314,2.12059,-1.0239
149,4251.39,-45.0365,1.00578,4858.29,-606.902,-57.691,12.6545,1.41875,-0.412971,3065.62,1185.77,-56.5963,11.5598,2.14401,-1.13823
158,4778.71,-49.241,1.07943,5175.42,-396.713,-57.8626,8.62164,1.34501,-0.265577,3234.68,1544.03,-59.5557,10.3147,2.09696,-1.01753
167,4844.8,-45.9645,0.855441,5464.36,-619.565,-55.6059,9.64139,1.23015,-0.374712,3388.18,1456.61,-60.6244,14.6599,1.98258,-1.12714
176,5120.63,-43.3901,0.96559,5717.01,-596.381,-50.801,7.4109,1.0877,-0.122112,3520.24,1600.39,-59.6795,16.2894,1.80929,-0.843703
185,5373.97,-30.3906,0.835251,5926.25,-552.282,-43.4373,13.0467,0.936125,-0.100874,3625.88,1748.09,-56.6986,26.308,1.59032,-0.755073
194,5542.7,-18.1436,0.793541,6085.73,-543.03,-33.6337,15.4902,0.79877,-0.00522902,3700.63,1842.07,-51.7627,33.6191,1.34337,-0.549827
203,5446.22,-7.21464,0.694054,6190.12,-743.899,-21.6152,14.4005,0.702089,-0.00803449,3741.01,1705.21,-45.0538,37.8392,1.08915,-0.395098
212,5636.34,2.53847,0.877642,6234.97,-598.626,-7.71284,10.2513,0.673107,0.204535,3743.85,1892.49,-36.8256,39.3641,0.849024,0.0286187
221,5816.48,17.9047,0.874199,6220.32,-403.841,7.63027,10.2744,0.737302,0.136897,3709.52,2106.96,-27.3898,45.2945,0.64285,0.231349
230,5684.66,26.6053,1.23818,6146.61,-461.954,23.901,2.70424,0.918686,0.319496,3638.75,2045.91,-17.1236,43.7288,0.48904,0.749142
239,5776.16,46.2991,1.78071,6015.63,-239.475,40.5347,5.76435,1.23825,0.542461,3533.59,2242.57,-6.45575,52.7549,0.402983,1.37773
248,5435.47,50.6637,2.10983,5830.55,-395.086,56.9295,-6.26581,1.71252,0.397317,3397.49,2037.98,4.14764,46.5161,0.395593,1.71424
257,5228,71.5358,3.13386,5595.97,-367.97,72.4753,-0.939502,2.35166,0.782204,3235.09,1992.91,14.2166,57.3191,0.47233,2.66153
266,5090.29,86.4306,3.86066,5318.04,-227.745,86.6127,-0.182119,3.15607,0.704587,3050.76,2039.54,23.3659,63.0647,0.635877,3.22478
275,5096.49,106.963,5.31265,5005.12,91.3629,98.8496,8.11312,4.1171,1.19555,2850.17,2246.31,31.293,75.6697,0.883212,4.42943
284,4546.18,102.707,5.82483,4665.61,-119.431,108.735,-6.02791,5.21732,0.607504,2639.06,1907.12,37.7368,64.9698,1.20259,4.62224
293,4371.25,117.073,8.21385,4308.91,62.3424,115.891,1.18151,6.43066,1.78319,2424.14,1947.11,42.5109,74.5618,1.57357,6.64028
302,3935.72,117.089,9.31107,3944.31,-8.59324,120.011,-2.92148,7.72181,1.58925,2212.03,1723.69,45.4965,71.593,1.96657,7.3445
311,3649.99,119.046,10.9594,3581.09,68.8958,120.934,-1.88761,9.05137,1.90805,2008.93,1641.06,46.6644,72.382,2.35498,8.60444
320,3411.94,112.762,12.6384,3227.52,184.427,118.666,-5.90404,10.3785,2.25993,1819.18,1592.76,46.0279,66.7343,2.72572,9.91273
329,3173.93,117.149,15.1816,2891.28,282.65,113.327,3.82171,11.6576,3.52399,1646.45,1527.48,43.6983,73.4507,3.0627,12.1188
338,2842.13,105.901,16.0657,2579.5,262.637,105.146,0.754244,12.8396,3.22604,1493.82,1348.32,39.8963,66.0042,3.34666,12.719
347,2498.24,86.2064,16.2208,2298.48,199.759,94.471,-8.26459,13.8754,2.34537,1363.58,1134.66,34.9615,51.2449,3.55787,12.6629
356,2358.31,79.8487,18.6902,2053.15,305.159,81.7077,-1.85896,14.7156,3.97456,1256.75,1101.56,29.2751,50.5736,3.67667,15.0135
365,2186.33,61.0311,18.5056,1847.1,339.227,67.3676,-6.33652,15.329,3.17656,1174.43,1011.9,23.1304,37.9007,3.70134,14.8043
374,2038.68,46.4875,21.0827,1681.67,357.012,51.9691,-5.48166,15.6912,5.39154,1116.39,922.289,16.7029,29.7846,3.6369,17.4458
383,1891.76,31.557,21.4257,1557.05,334.711,36.0982,-4.5412,15.7881,5.63756,1081.29,810.471,10.2337,21.3233,3.49899,17.9267
392,1787.59,19.7448,22.3593,1472.33,315.257,20.3537,-0.608937,15.6147,6.74455,1066.65,720.934,3.97699,15.7678,3.31191,19.0474
401,1734.58,-0.544681,21.1747,1425.27,309.314,5.35969,-5.90437,15.1815,5.99321,1068.69,665.89,-1.7881,1.24342,3.11563,18.0591
410,1738.05,-21.8916,21.0336,1412.87,325.187,-8.32276,-13.5688,14.5056,6.52801,1083.87,654.186,-6.84908,-15.0425,2.94563,18.088
419,1731.61,-35.0666,19.2941,1430.91,300.7,-20.275,-14.7916,13.6176,5.67647,1110.32,621.288,-11.1467,-23.9199,2.81831,16.4758
428,1770.01,-48.4463,19.1288,1474.73,295.286,-30.1584,-18.2879,12.5575,6.57126,1146.26,623.75,-14.7037,-33.7426,2.75381,16.375
437,1770.68,-61.9365,19.3346,1538.69,231.984,-37.7212,-24.2153,11.3816,7.95298,1188.94,581.739,-17.6296,-44.3068,2.78846,16.5461
446,1856.79,-62.1436,17.3252,1617.04,239.749,-42.7911,-19.3525,10.1548,7.17041,1235.46,621.329,-20.1135,-42.0301,2.96737,14.3578
455,2045.9,-74.4981,15.4382,1703.38,342.522,-45.2959,-29.2022,8.95046,6.48772,1282.35,763.549,-22.4305,-52.0676,3.34252,12.0957
464,2224.7,-80.0589,14.5813,1792.27,432.43,-45.2776,-34.7813,7.83278,6.74854,1327.75,896.953,-24.7166,-55.3423,3.92946,10.6519
473,2178.24,-75.3658,11.5893,1879.44,298.8,-42.936,-32.4298,6.8604,4.72886,1371.52,806.726,-27.0469,-48.3189,4.7148,6.87446
482,2323.36,-71.9894,11.4556,1960.45,362.905,-38.5536,-33.4358,6.09164,5.36394,1413.38,909.978,-29.5718,-42.4177,5.68399,5.77159
491,2418.7,-71.1199,10.3049,2031.59,387.104,-32.5265,-38.5933,5.58484,4.72007,1453.79,964.906,-32.5554,-38.5644,6.82254,3.48237
500,2447.25,-59.624,8.30294,2089.64,357.612,-25.3468,-34.2772,5.39372,2.90922,1493.69,953.565,-36.3578,-23.2662,8.1113,0.191641
509,2577.77,-47.175,8.22746,2131.98,445.792,-17.5517,-29.6234,5.56191,2.66555,1533.99,1043.79,-41.3008,-5.87428,9.52552,-1.29806
518,2558.51,-42.4169,7.35097,2158.04,400.478,-9.61225,-32.8047,6.10669,1.24428,1575.11,983.403,-47.3066,4.88968,11.0318,-3.68085
527,2579.22,-23.0411,6.50428,2167.6,411.62,-1.99799,-21.0431,7.02826,-0.523977,1617.22,961.997,-54.2126,31.1715,12.5842,-6.07993
536,2523.98,-18.6287,6.71246,2161.56,362.422,4.79805,-23.4267,8.31295,-1.60048,1661.58,862.4,-61.8797,43.251,14.1228,-7.41036
545,2519.15,-1.43395,8.58876,2141.72,377.425,10.2595,-11.6935,9.93248,-1.34372,1710.36,808.787,-70.1919,68.758,15.5732,-6.98443
554,2566.59,3.55431,8.51755,2110.58,456.008,13.9025,-10.3482,11.8431,-3.32555,1766.35,800.233,-79.0037,82.558,16.8468,-8.3293
563,2545.99,11.5793,10.6431,2070.94,475.051,15.3804,-3.8011,13.9927,-3.34954,1830.57,715.423,-88.1123,99.6916,17.8923,-7.24923
572,2409.8,18.6254,11.8913,2025.48,384.328,14.525,4.10038,16.3234,-4.43213,1901.44,508.362,-97.2293,115.855,18.7051,-6.81386
581,2410.13,26.5374,15.4975,1977.29,432.835,11.2652,15.2722,18.7628,-3.26531,1977.71,432.412,-105.974,132.511,19.2687,-3.7713
590,2373.46,26.8724,15.2827,1930.33,443.128,5.61245,21.26,21.2249,-5.94225,2058.96,314.498,-113.884,140.756,19.5535,-4.27081
599,2206.46,28.2947,18.225,1888.51,317.955,-2.34044,30.6351,23.6127,-5.38771,2144.73,61.7332,-120.414,148.709,19.5183,-1.29329
608,2119.7,32.2515,22.1034,1855.46,264.237,-12.3963,44.6478,25.8265,-3.72306,2234.3,-114.597,-125.009,157.26,19.1264,2.97696
617,2135.45,23.9273,25.8934,1833.48,301.973,-24.2744,48.2016,27.797,-1.9036,2325.61,-190.154,-127.546,151.474,18.4099,7.48346
626,1951.2,10.8452,25.9867,1824.36,126.839,-37.5856,48.4309,29.4686,-3.48191,2416.13,-464.929,-127.977,138.823,17.4275,8.55918
635,1938.19,7.54114,30.1719,1829.54,108.645,-51.8513,59.3925,30.7844,-0.612498,2502.97,-564.78,-126.163,133.704,16.2367,13.9351
644,1859.9,-5.033,32.9222,1850.04,9.86308,-66.5044,61.4714,31.6906,1.23156,2582.8,-722.902,-121.875,116.842,14.8983,18.0238
653,1847.08,-15.3753,32.8238,1886.33,-39.2495,-80.8939,65.5185,32.139,0.684749,2651.82,-804.736,-114.805,99.4301,13.4781,19.3457
662,1848.18,-29.9359,34.7378,1938.2,-90.015,-94.4291,64.4932,32.1115,2.6263,2707.36,-859.176,-104.901,74.9646,12.0426,22.6952
671,1814.96,-56.9826,36.3808,2004.36,-189.404,-106.672,49.6895,31.6182,4.7626,2748.62,-933.662,-92.5581,35.5755,10.6413,25.7396
680,1760.56,-66.7884,36.6042,2082.91,-322.342,-117.176,50.3875,30.6852,5.91897,2774.4,-1013.84,-78.1931,11.4048,9.33559,27.2686
689,1822.41,-80.806,38.1163,2171.22,-348.817,-125.472,44.6665,29.3505,8.76588,2782.82,-960.417,-62.1999,-18.6061,8.1991,29.9172
698,1884.92,-94.2074,38.9399,2266.2,-381.287,-131.122,36.9143,27.6808,11.2592,2771.49,-886.573,-45,-49.2074,7.33389,31.6061
707,1891,-99.954,36.5131,2364.17,-473.172,-133.722,33.7675,25.7511,10.762,2737.81,-846.812,-27.0215,-72.9326,6.83945,29.6736
716,1908.77,-113.946,36.4293,2461.95,-553.181,-133.113,19.1675,23.6333,12.796,2682.58,-773.812,-8.6824,-105.264,6.72459,29.7047
725,1994.29,-122.488,33.4393,2556.4,-562.105,-129.28,6.79129,21.4,12.0393,2608,-613.711,9.57918,-132.068,6.95717,26.4821
734,2050.06,-127.683,32.2593,2644.38,-594.319,-122.321,-5.36262,19.1465,13.1128,2516.3,-466.239,27.2082,-154.891,7.52774,24.7316
743,2184.75,-130.614,27.6853,2722.24,-537.488,-112.386,-18.2274,16.9752,10.7102,2409.17,-224.417,43.5996,-174.213,8.43346,19.2519
752,2260,-131.217,27.3087,2786,-525.999,-99.7286,-31.4884,15.002,12.3067,2287.99,-27.9845,58.0479,-189.265,9.6855,17.6232
761,2344.61,-126.704,24.6929,2832.63,-488.021,-84.6993,-42.0047,13.3245,11.3684,2154.78,189.826,70.0259,-196.73,11.267,13.4259
770,2348.38,-117.03,21.1035,2860.92,-512.539,-67.693,-49.337,11.9986,9.10485,2012.81,335.575,79.5439,-196.574,13.1003,8.00315
779,2350.93,-109.053,19.3843,2869.37,-518.442,-49.18,-59.8731,11.0739,8.31038,1864.93,485.996,86.6101,-195.663,15.0989,4.2854
788,2481.01,-104.286,19.3659,2857.68,-376.663,-29.7808,-74.5048,10.5964,8.76943,1715.23,765.778,91.0825,-195.368,17.1727,2.1932
797,2466.93,-89.1184,17.3212,2824.94,-358.009,-10.1091,-79.0093,10.605,6.71616,1567.2,899.737,92.8258,-181.944,19.2244,-1.9032
806,2493.81,-77.0153,16.1542,2771.59,-277.786,9.06547,-86.0808,11.131,5.02322,1425.36,1068.45,91.5688,-168.584,21.1558,-5.00162
815,2552.73,-64.7342,14.1638,2698.17,-145.444,27.2471,-91.9814,12.1696,1.99423,1291.41,1261.32,87.5468,-152.281,22.9091,-8.74533
824,2521.81,-49.9835,12.1229,2606.87,-85.0628,43.9727,-93.9561,13.6871,-1.56426,1166.74,1355.07,81.1777,-131.161,24.4469,-12.324
833,2495.02,-27.9085,11.6282,2499.57,-4.54954,58.8221,-86.7306,15.6361,-4.00787,1052.41,1442.61,72.9251,-100.834,25.7186,-14.0904
842,2505.47,-17.8662,13.3085,2379.23,126.236,71.3239,-89.1901,17.9511,-4.64267,950.568,1554.9,63.201,-81.0672,26.6559,-13.3474
851,2383.14,3.01617,13.0309,2249.26,133.884,81.0328,-78.0166,20.5444,-7.51345,863.788,1519.36,52.4436,-49.4275,27.168,-14.1371
860,2355.55,13.7369,15.4091,2112.7,242.843,87.6342,-73.8973,23.3286,-7.9195,793.456,1562.09,41.0915,-27.3546,27.199,-11.7899
869,2237.42,27.841,16.3651,1972.99,264.424,91.0457,-63.2047,26.2222,-9.85712,738.912,1498.5,29.4408,-1.59987,26.7967,-10.4316
878,2168.28,41.3423,17.5279,1832.57,335.707,91.3181,-49.9757,29.1443,-11.6164,698.087,1470.19,17.8537,23.4886,26.0271,-8.49912
887,2073.72,49.2007,22.0617,1695.03,378.692,88.5461,-39.3454,31.9862,-9.92456,670.037,1403.68,6.73632,42.4643,24.9285,-2.86684
896,1948.82,55.0267,24.2907,1563.41,385.419,82.874,-27.8473,34.6426,-10.3519,653.293,1295.53,-3.45553,58.4823,23.5426,0.748073
905,1843.37,57.821,23.2827,1441.16,402.208,74.6237,-16.8027,36.9889,-13.7062,646.831,1196.54,-12.1134,69.9344,21.8914,1.3913
914,1745.6,67.5475,29.1072,1330.89,414.717,64.0935,3.45399,38.9441,-9.83695,649.507,1096.1,-19.0973,86.6448,20.0331,9.07407
923,1619.45,56.6996,31.4781,1233.79,385.658,51.6445,5.05511,40.471,-8.99286,659.43,960.022,-24.5898,81.2894,18.0632,13.4149
932,1562.39,54.4174,35.4116,1150.9,411.491,37.7504,16.6671,41.5295,-6.1179,674.547,887.846,-28.6734,83.0909,16.0745,19.3371
941,1437.55,50.1516,37.4935,1083.16,354.39,22.9616,27.1901,42.0817,-4.58821,692.726,744.82,-31.3539,81.5055,14.1615,23.332
950,1342.39,41.3038,37.058,1031.09,311.302,7.87515,33.4286,42.0948,-5.0368,711.421,630.967,-32.5903,73.8941,12.4241,24.6339
959,1285.75,33.7705,39.3482,994.823,290.929,-6.90725,40.6778,41.5546,-2.20644,728.397,557.355,-32.3659,66.1364,10.9527,28.3955
968,1232.84,20.9026,40.3395,973.72,259.119,-20.9894,41.892,40.4885,-0.148913,743.493,489.347,-30.9834,51.886,9.76683,30.5727
977,1129.03,9.81707,40.4442,966.577,162.456,-34.0091,43.8262,38.9429,1.50131,756.701,372.331,-28.8083,38.6254,8.87741,31.5668
986,1103.57,-0.29649,38.6279,971.747,131.828,-45.5967,45.3002,36.9804,1.64755,767.57,336.005,-26.1985,25.902,8.31118,30.3167
995,1087.32,-14.7591,42.2792,987.239,100.078,-55.4015,40.6424,34.6767,7.60247,775.306,312.012,-23.5309,8.77188,8.10821,34.171
1004,1024.83,-37.3546,40.1553,1010.76,14.0653,-63.0591,25.7045,32.1191,8.03623,778.837,245.988,-21.1592,-16.1954,8.31798,31.8373
1013,1079.48,-45.221,46.1332,1039.97,39.5149,-68.3254,23.1044,29.3939,16.7393,777.983,301.498,-19.2622,-25.9588,8.93265,37.2006
1022,1032.41,-48.6768,42.9829,1073.17,-40.7592,-71.2608,22.584,26.5868,16.3961,774.295,258.112,-17.983,-30.6938,9.87792,33.105
1031,1040.79,-54.6481,39.2361,1108.26,-67.468,-71.8667,17.2186,23.7718,15.4643,768.974,271.817,-17.3867,-37.2613,11.0644,28.1717
1040,1055.91,-59.1628,36.5526,1143.08,-87.1741,-70.3063,11.1435,21.0574,15.4952,763.157,292.748,-17.7,-41.4628,12.4368,24.1158
1049,1081.98,-73.5188,35.8932,1175.09,-93.1122,-66.7093,-6.80947,18.5477,17.3456,757.608,324.369,-19.1163,-54.4025,13.9358,21.9575
1058,1129.81,-82.3317,37.0442,1202.09,-72.2778,-61.3496,-20.9822,16.3422,20.702,753.198,376.611,-21.8923,-60.4394,15.5042,21.54
1067,1122.39,-80.9655,28.6378,1222.87,-100.482,-54.4833,-26.4822,14.5058,14.132,750.516,371.875,-25.8165,-55.149,17.0883,11.5495
1076,1153.29,-78.7501,25.1823,1236.77,-83.4868,-46.4171,-32.333,13.0631,12.1192,750.224,403.063,-30.571,-48.1792,18.6075,6.57483
1085,1217.71,-73.3497,20.9454,1243.15,-25.4371,-37.5335,-35.8162,12.0467,8.89871,753.022,464.689,-35.9135,-37.4362,19.989,0.956373
1094,1216.98,-76.2582,25.9907,1241.48,-24.5056,-28.2668,-47.9914,11.482,14.5087,759.734,457.242,-41.6536,-34.6046,21.1531,4.83758
1103,1211.44,-56.3317,16.4541,1231.51,-20.0725,-19.1249,-37.2068,11.3911,5.063,771.414,440.023,-47.6749,-8.6568,22.0176,-5.5635
1112,1213.36,-55.9813,15.7459,1213.37,-0.0126833,-10.5187,-45.4626,11.7712,3.97465,788.302,425.059,-53.7862,-2.19514,22.5394,-6.79353
1121,1246.29,-48.5737,15.3649,1187.77,58.5188,-2.68571,-45.888,12.5888,2.77616,809.301,436.99,-59.6574,11.0837,22.7435,-7.37863
1130,1237.54,-42.9851,15.5914,1155.64,81.9052,4.13427,-47.1194,13.7956,1.79581,833.386,404.154,-64.9638,21.9787,22.6491,-7.05769
1139,1215.83,-47.6841,13.6421,1118.26,97.5692,9.67466,-57.3588,15.331,-1.68887,859.901,355.932,-69.4074,21.7232,22.2625,-8.62034
1148,1212.52,-23.673,13.5995,1077.14,135.387,13.6749,-37.3479,17.1182,-3.51866,888.368,324.155,-72.6841,49.0111,21.5741,-7.97455
1157,1220.58,-15.6744,14.5019,1033.93,186.648,15.9006,-31.575,19.0697,-4.5678,918.447,302.134,-74.5174,58.843,20.5705,-6.06858
