Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
sn1999ac,0.01006,33.326159,0.174566,33.402438,-0.076278949,33.527138,-0.20097888
sn2004s,0.010291,33.372062,0.173593,33.452085,-0.08002277,33.576684,-0.20462182
sn1997do,0.01055,33.493014,0.17309,33.50645,-0.013435969,33.630936,-0.13792199
sn2002dp,0.010888,33.645204,0.169021,33.575438,0.069765503,33.699777,-0.054573139
sn2006bh,0.011184,33.669922,0.166533,33.63413,0.035792823,33.758339,-0.088416859
sn2005al,0.012317,34.294158,0.16145,33.845375,0.44878292,33.969092,0.32506592
sn2001ep,0.013324,33.906604,0.158624,34.017537,-0.11093277,34.140817,-0.23421314
sn1999dq,0.013533,33.720058,0.158393,34.051648,-0.33159011,34.174838,-0.45478
sn2002ha,0.013652,34.091038,0.157774,34.070838,0.020200326,34.193976,-0.10293807
sn2001bt,0.014151,33.956815,0.157186,34.149541,-0.19272548,34.272463,-0.31564813
sn1997e,0.014256,34.107223,0.1564,34.165751,-0.058528556,34.288628,-0.18140585
sn1992al,0.014411,34.087975,0.156643,34.189466,-0.10149065,34.312276,-0.22430101
sn1999dk,0.01444,33.987297,0.157099,34.193875,-0.20657721,34.316672,-0.32937505
sn2005bo,0.014467,34.138903,0.154784,34.197971,-0.059068393,34.320758,-0.18185458
sn2001fe,0.014575,34.270406,0.155333,34.214284,0.056122478,34.337023,-0.066617091
sn2006n,0.0147,34.33758,0.155008,34.233015,0.10456515,34.355701,-0.018120483
sn2005kc,0.01496,34.231351,0.153548,34.271476,-0.040124479,34.394049,-0.16269798
sn2005el,0.015154,34.357711,0.153758,34.299745,0.057966007,34.422235,-0.064523879
sn2004eo,0.015469,34.072352,0.153515,34.344891,-0.27253947,34.467246,-0.39489368
sn2001en,0.015482,34.246778,0.154168,34.346735,-0.099956666,34.469084,-0.22230528
sn2001cn,0.015487,34.107353,0.153742,34.347444,-0.24009095,34.46979,-0.36243741
sn2001bf,0.015504,34.190252,0.153374,34.349851,-0.15959928,34.472191,-0.28193842
sn2001cz,0.015554,34.244148,0.153417,34.356918,-0.11276992,34.479236,-0.23508754
sn1999aa,0.015573,34.45074,0.153276,34.359597,0.091142578,34.481907,-0.031166864
sn1994s,0.015664,34.311808,0.154751,34.372386,-0.06057745,34.494656,-0.18284773
sn2004ey,0.015678,34.409554,0.151905,34.374346,0.03520797,34.496611,-0.087056285
sn2001v,0.015791,34.104592,0.152742,34.39011,-0.28551877,34.512326,-0.40773441
sn2006td,0.015999,34.554597,0.153171,34.418838,0.13575937,34.540964,0.013633175
sn1996bv,0.016966,34.25655,0.153258,34.547716,-0.2911655,34.669427,-0.41287649
sn2006ax,0.017387,34.645289,0.148936,34.60157,0.043718699,34.723101,-0.077811873
sn1998v,0.01745,34.396806,0.150702,34.609518,-0.21271275,34.731022,-0.33421634
sn2000dk,0.017483,34.451815,0.150122,34.61367,-0.16185492,34.73516,-0.28334438
sn1998ef,0.017672,34.225012,0.150611,34.637301,-0.41228915,34.758709,-0.5336977
sn2007ci,0.018599,34.728819,0.149282,34.749702,-0.020883056,34.870714,-0.14189535
sn1992bo,0.018902,34.934901,0.149087,34.785244,0.14965691,34.906127,0.028773929
sn2002kf,0.019581,34.993089,0.147459,34.86289,0.13019852,34.983484,0.0096049259
sn2006ej,0.02039,34.999875,0.147727,34.952004,0.047871083,35.072254,-0.072378416
sn2005ki,0.020396,34.947831,0.145393,34.952652,-0.0048208567,35.072899,-0.12506781
sn1992bc,0.020792,34.860895,0.14683,34.994996,-0.13410106,35.115075,-0.25417985
sn2003w,0.020997,34.869301,0.145587,35.016606,-0.14730446,35.136597,-0.26729626
sn2002jy,0.021541,35.292985,0.145405,35.072956,0.22002948,35.192717,0.10026826
sn2007bc,0.021706,35.074451,0.146331,35.08977,-0.015318888,35.209461,-0.13501024
