Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_Fixed-Size_Filament_Contraction_Model_(USMF)_Version_5,residual_Fixed-Size_Filament_Contraction_Model_(USMF)_Version_5
SDSS12898,0.07997,38.092961,0.112109,38.017575,0.075386,38.0199,0.073061337
sn2005ag,0.080103,37.91689,0.136253,38.021389,-0.10449911,38.023702,-0.10681266
SDSS12950,0.08133,38.185733,0.111814,38.056288,0.129445,38.0585,0.12723318
SDSS12781,0.08304,38.317541,0.115125,38.104098,0.21344238,38.106171,0.21136995
SDSS722,0.08522,38.220612,0.128423,38.16371,0.056902156,38.165609,0.055003424
SDSS3592,0.08528,38.178483,0.111932,38.16533,0.01315266,38.167224,0.011258646
SDSS21502,0.08784,38.239802,0.112907,38.233466,0.0063362029,38.235162,0.004640378
SDSS1241,0.08889,38.186699,0.11251,38.260868,-0.074169339,38.262485,-0.075785621
SDSS19899,0.09007,38.270945,0.111899,38.2913,-0.020355011,38.292828,-0.021883101
SDSS17258,0.0901,38.078707,0.124187,38.292068,-0.21336171,38.293594,-0.21488757
SDSS774,0.09243,38.409607,0.122156,38.351045,0.058562603,38.3524,0.057207117
SDSS18241,0.09391,38.584293,0.11374,38.387779,0.19651381,38.389029,0.19526403
SDSS2102,0.09401,38.461071,0.112725,38.390241,0.070829676,38.391484,0.06958696
SDSS16185,0.09582,38.533308,0.112716,38.434385,0.098923226,38.435501,0.097806977
SDSS13038,0.10264,38.777015,0.113322,38.593923,0.18309279,38.594588,0.1824275
SDSS10434,0.10289,38.727198,0.114221,38.599579,0.12761971,38.600228,0.1269702
SDSS13135,0.10337,38.651728,0.111598,38.610402,0.041325979,38.611021,0.04070661
SDSS20064,0.10391,38.506897,0.112416,38.622521,-0.11562471,38.623107,-0.1162104
SDSS14816,0.10589,38.51032,0.112285,38.666458,-0.15613747,38.666922,-0.15660175
SDSS18697,0.10602,38.638175,0.111682,38.669316,-0.031140613,38.669772,-0.031597032
SDSS20625,0.10667,38.779541,0.112607,38.683554,0.095987197,38.683971,0.095569858
SDSS18375,0.10725,38.455458,0.111743,38.69619,-0.24073269,38.696573,-0.24111545
SDSS21034,0.10751,38.794085,0.112402,38.701834,0.092251332,38.702201,0.091883982
SDSS7147,0.10924,38.800044,0.112096,38.739062,0.060981639,38.739328,0.060715426
SDSS18650,0.11271,38.964234,0.112009,38.81209,0.15214363,38.812161,0.152073
SDSS11067,0.11304,38.881139,0.112246,38.818925,0.062214074,38.818977,0.062161537
SDSS18612,0.11368,38.685221,0.111953,38.832126,-0.14690529,38.832144,-0.14692297
SDSS16641,0.11389,39.043562,0.113093,38.836443,0.20711925,38.836449,0.20711293
SDSS16619,0.11402,38.712592,0.11346,38.839111,-0.12651985,38.839111,-0.12651914
SDSS5395,0.11635,38.978748,0.111949,38.886459,0.092288343,38.886335,0.09241261
SDSS8719,0.11651,38.922422,0.113022,38.889678,0.032744408,38.889545,0.032877005
SDSS2561,0.11741,38.950183,0.112518,38.907705,0.042477949,38.907526,0.042657032
SDSS19953,0.11767,38.990858,0.111671,38.912889,0.077968782,38.912697,0.078161179
SDSS16259,0.11771,38.891708,0.113079,38.913686,-0.021978239,38.913491,-0.021783799
SDSS1371,0.11771,38.777081,0.11196,38.913686,-0.1366053,38.913491,-0.13641086
SDSS14871,0.11845,39.061558,0.111824,38.928377,0.13318124,38.928145,0.13341326
SDSS18298,0.11863,38.669532,0.127194,38.931937,-0.26240455,38.931696,-0.26216344
SDSS13894,0.11966,39.209273,0.113363,38.952213,0.25705917,38.951921,0.25735175
SDSS13044,0.11967,39.087358,0.112171,38.95241,0.13494803,38.952116,0.13524111
SDSS5549,0.11967,38.967698,0.111976,38.95241,0.015288615,38.952116,0.01558169
SDSS12860,0.12044,39.030567,0.113463,38.96746,0.063106799,38.967129,0.063437823
SDSS19543,0.12164,39.196958,0.112462,38.990736,0.20622231,38.990347,0.20661158
SDSS18835,0.12262,38.956586,0.11183,39.009586,-0.053000293,39.00915,-0.052564248
SDSS16021,0.12276,38.987525,0.112478,39.012267,-0.024741932,39.011824,-0.024299264
SDSS21669,0.12281,38.913864,0.129766,39.013224,-0.099360224,39.012779,-0.098915195
SDSS2916,0.12303,38.972486,0.119632,39.01743,-0.044944588,39.016975,-0.044489189
SDSS6406,0.12376,38.936366,0.111795,39.031336,-0.094970404,39.030847,-0.094480853
SDSS20470,0.1244,39.208689,0.113068,39.043465,0.16522438,39.042946,0.16574355
06D2fb,0.125298,39.06277,0.085713,39.060385,0.0023844438,39.059825,0.0029446592
SDSS13005,0.12593,39.181814,0.157613,39.072225,0.10958835,39.071637,0.1101771
SDSS2992,0.12608,38.877179,0.113495,39.075027,-0.19784781,39.074432,-0.19725233
SDSS744,0.12649,39.083386,0.118731,39.08267,0.00071604061,39.082056,0.0013298314
SDSS18855,0.12715,39.121925,0.111895,39.094925,0.027000264,39.094282,0.027643274
SDSS16069,0.12739,39.041874,0.113191,39.099366,-0.057492358,39.098713,-0.0568388
SDSS18809,0.12837,39.121917,0.112485,39.117421,0.0044957124,39.116725,0.0051919067
SDSS22075,0.12893,39.091935,0.113756,39.127681,-0.035746126,39.126961,-0.035025878
SDSS1032,0.12903,39.12637,0.115931,39.129509,-0.0031385469,39.128784,-0.0024140268
SDSS5751,0.12953,39.057113,0.112137,39.138627,-0.081514191,39.137881,-0.080768419
SDSS20084,0.12961,39.391752,0.113865,39.140083,0.25166953,39.139334,0.25241868
SDSS18415,0.12961,39.207549,0.113841,39.140083,0.067466146,39.139334,0.068215302
SDSS17280,0.13045,39.449672,0.147057,39.155319,0.29435248,39.154535,0.29513689
SDSS14108,0.13243,39.484723,0.112393,39.190874,0.29384868,39.190009,0.29471422
SDSS18602,0.13362,39.326815,0.113865,39.212005,0.11481022,39.211092,0.1157232
SDSS15508,0.13392,39.215092,0.111798,39.217304,-0.0022125813,39.21638,-0.0012877975
SDSS15234,0.13508,39.491549,0.113196,39.237691,0.25385792,39.236721,0.25482777
SDSS17629,0.13588,39.123799,0.113673,39.251656,-0.12785727,39.250656,-0.12685689
SDSS19775,0.13668,39.246318,0.113428,39.265545,-0.019227211,39.264514,-0.018196731
SDSS17366,0.13811,39.230733,0.112284,39.290183,-0.059449877,39.289099,-0.058366673
SDSS15171,0.13818,39.297665,0.11186,39.291382,0.006282194,39.290297,0.007367944
SDSS17208,0.13864,39.611275,0.119461,39.299254,0.3120209,39.298151,0.3131233
SDSS12928,0.13868,39.317355,0.116765,39.299937,0.017417841,39.298833,0.018521678
SDSS1794,0.14139,39.449513,0.113002,39.345808,0.10370485,39.344609,0.10490382
SDSS14437,0.14265,39.385841,0.112226,39.366857,0.018984129,39.365615,0.020225679
SDSS2635,0.1431,39.388173,0.112072,39.374333,0.013840156,39.373076,0.015096663
SDSS13796,0.1436,39.307355,0.111766,39.382613,-0.075258382,39.38134,-0.07398541
SDSS17497,0.14382,39.356151,0.111949,39.386248,-0.030096845,39.384968,-0.02881668
SDSS8921,0.14401,39.387021,0.114616,39.389383,-0.0023622904,39.388097,-0.0010759385
SDSS16073,0.14468,39.679811,0.112388,39.400408,0.27940343,39.3991,0.28071141
SDSS14024,0.14478,39.380007,0.114439,39.402049,-0.022042716,39.400738,-0.020731528
SDSS17605,0.14533,39.41477,0.119235,39.411058,0.0037118068,39.409729,0.0050405017
SDSS11300,0.14547,39.125438,0.113737,39.413346,-0.28790854,39.412013,-0.28657542
SDSS21062,0.14564,39.731821,0.114307,39.416122,0.31569942,39.414783,0.3170379
SDSS19940,0.14582,39.261311,0.112189,39.419058,-0.15774645,39.417713,-0.15640232
SDSS12930,0.14607,39.559066,0.117074,39.423129,0.13593708,39.421777,0.13728903
SDSS2308,0.148,39.554178,0.111944,39.454346,0.099831883,39.452935,0.10124283
SDSS21510,0.14839,39.404046,0.11378,39.460608,-0.05656273,39.459186,-0.055140141
SDSS16116,0.1486,39.644156,0.112448,39.463974,0.18018245,39.462545,0.18161127
SDSS13736,0.14901,39.511831,0.112283,39.470532,0.041299166,39.469091,0.042740061
SDSS16206,0.15065,39.371489,0.113842,39.496598,-0.12510894,39.49511,-0.12362077
SDSS2031,0.15186,39.453621,0.112035,39.515661,-0.062039722,39.514139,-0.060517735
SDSS15132,0.15295,39.624165,0.111718,39.532713,0.09145249,39.531161,0.093004177
SDSS19353,0.15322,39.521424,0.113617,39.536919,-0.015495538,39.53536,-0.013936606
SDSS18323,0.15363,39.69794,0.115274,39.543294,0.15464585,39.541724,0.1562157
SDSS17253,0.15463,39.621754,0.1715,39.558775,0.062979294,39.557179,0.06457535
SDSS5550,0.15473,39.583086,0.111655,39.560318,0.022768163,39.558719,0.024366808
SDSS18030,0.15506,39.762277,0.118308,39.565403,0.19687357,39.563796,0.19848071
SDSS18740,0.15575,39.392103,0.111931,39.576004,-0.18390055,39.574379,-0.18227585
SDSS16165,0.15596,39.593466,0.112725,39.579222,0.014244258,39.577592,0.015874244
SDSS13354,0.15653,39.470949,0.113012,39.587935,-0.11698629,39.586291,-0.11534208
SDSS17171,0.15895,39.623116,0.145393,39.624604,-0.0014871546,39.622901,0.00021530613
SDSS15425,0.15935,39.362701,0.111983,39.630615,-0.26791308,39.628903,-0.26620132
SDSS17825,0.15999,39.670906,0.113136,39.640203,0.030702921,39.638477,0.032429373
SDSS3317,0.15999,39.513772,0.113095,39.640203,-0.1264315,39.638477,-0.12470505
SDSS2689,0.16035,39.498811,0.114045,39.645581,-0.14676971,39.643846,-0.1450351
SDSS5103,0.1605,39.577501,0.113217,39.647819,-0.070317827,39.646081,-0.068579838
SDSS13411,0.1618,39.817103,0.120879,39.667129,0.14997313,39.665363,0.15173986
SDSS20430,0.16284,39.809749,0.114429,39.682475,0.12727414,39.680686,0.12906317
SDSS19174,0.16357,39.537404,0.114386,39.693192,-0.15578827,39.691388,-0.15398395
SDSS20764,0.16387,39.705099,0.113522,39.697583,0.007516022,39.695773,0.0093265427
SDSS3087,0.1644,39.614567,0.11306,39.705323,-0.090755906,39.703502,-0.088934558
SDSS19616,0.16455,39.637488,0.113442,39.70751,-0.070021448,39.705685,-0.068197064
SDSS12843,0.16565,39.453303,0.118455,39.723487,-0.27018369,39.721641,-0.26833742
SDSS12853,0.16817,39.584249,0.116716,39.759722,-0.17547305,39.757828,-0.17357914
SDSS15897,0.16869,39.796918,0.116161,39.767137,0.029781349,39.765233,0.031684663
05D3ne,0.169455,39.832052,0.088415,39.778006,0.054045993,39.776089,0.055962877
SDSS12856,0.17028,39.833327,0.112043,39.789677,0.043650053,39.787746,0.045581223
SDSS12855,0.17063,39.687683,0.114853,39.794613,-0.10692988,39.792676,-0.10499276
SDSS17220,0.17066,39.646053,0.115012,39.795036,-0.14898234,39.793098,-0.14704471
SDSS17389,0.1707,40.057622,0.115438,39.795599,0.2620229,39.793661,0.2639612
SDSS15453,0.17373,40.085507,0.114314,39.837924,0.24758256,39.835937,0.24956959
SDSS3080,0.17374,39.713598,0.112831,39.838063,-0.12446462,39.836075,-0.12247743
SDSS15648,0.17383,39.776759,0.122163,39.839309,-0.06254982,39.837321,-0.060561258
SDSS14421,0.17386,39.951083,0.112491,39.839725,0.11135844,39.837736,0.11334746
SDSS12927,0.17415,39.609482,0.118918,39.843737,-0.23425534,39.841744,-0.23226193
SDSS19969,0.1742,39.764467,0.113041,39.844428,-0.079960909,39.842434,-0.077966741
SDSS19282,0.17558,39.88391,0.113152,39.863432,0.020478298,39.861417,0.022492757
SDSS18807,0.17625,39.995197,0.113139,39.872608,0.1225885,39.870584,0.12461246
SDSS14979,0.17653,39.875133,0.11256,39.876434,-0.0013004019,39.874406,0.0007274648
SDSS18604,0.17656,40.065594,0.113509,39.876843,0.18875092,39.874815,0.1907792
SDSS15365,0.17656,40.035173,0.113446,39.876843,0.15832916,39.874815,0.16035744
SDSS17274,0.17658,40.394839,0.1635,39.877116,0.51772247,39.875088,0.51975103
SDSS15583,0.17706,39.916428,0.113873,39.88366,0.032768595,39.881624,0.034803744
SDSS17218,0.17757,39.884758,0.114576,39.890594,-0.0058360316,39.888552,-0.0037940073
SDSS14451,0.17789,39.824578,0.112906,39.894935,-0.070357495,39.892889,-0.068311223
SDSS5635,0.1781,40.302405,0.117139,39.89778,0.40462423,39.895731,0.40667326
SDSS15461,0.17865,39.947284,0.113319,39.905217,0.042067034,39.903161,0.044123191
SDSS2372,0.17962,39.812569,0.113572,39.918282,-0.10571291,39.916214,-0.10364456
SDSS6936,0.17969,39.936916,0.113497,39.919222,0.017693613,39.917153,0.019762834
SDSS13254,0.17981,40.23075,0.120493,39.920834,0.30991663,39.918763,0.31198732
SDSS14284,0.18037,39.698001,0.112763,39.928339,-0.23033798,39.926262,-0.2282605
SDSS13045,0.18055,39.793481,0.118342,39.930747,-0.13726567,39.928667,-0.13518605
SDSS20048,0.18056,40.04413,0.117002,39.930881,0.11324926,39.928801,0.115329
SDSS17215,0.18079,39.871011,0.117616,39.933954,-0.062943662,39.931872,-0.060861199
SDSS15443,0.18122,39.838453,0.112167,39.939691,-0.10123801,39.937603,-0.09915053
SDSS17332,0.18204,39.834302,0.115898,39.950595,-0.11629274,39.948498,-0.11419594
SDSS6422,0.18255,40.01337,0.112208,39.957354,0.056016162,39.955251,0.058118596
SDSS16281,0.18255,39.87841,0.114391,39.957354,-0.078944018,39.955251,-0.076841584
SDSS17168,0.18257,40.092058,0.115147,39.957618,0.13443948,39.955516,0.13654213
SDSS14984,0.1828,40.083279,0.115225,39.960661,0.1226188,39.958556,0.12472395
SDSS1580,0.18322,39.815183,0.114206,39.966207,-0.15102407,39.964097,-0.14891442
SDSS8213,0.18327,39.819882,0.117564,39.966866,-0.14698416,39.964756,-0.14487399
SDSS15421,0.18435,40.1016,0.112927,39.981071,0.12052887,39.978949,0.1226502
05D2ah,0.185371,40.044651,0.085522,39.994429,0.050222431,39.992297,0.052353799
SDSS19101,0.18563,39.908877,0.11449,39.997806,-0.088929268,39.995672,-0.08679543
SDSS5994,0.18581,40.075031,0.114889,40.000151,0.07488025,39.998016,0.077015786
SDSS21861,0.18655,39.874252,0.121972,40.009769,-0.13551785,40.007627,-0.1333755
SDSS18749,0.18667,39.972053,0.114334,40.011326,-0.039272601,40.009182,-0.037129161
SDSS20687,0.18772,39.871486,0.118492,40.024905,-0.15341899,40.022752,-0.15126636
SDSS6304,0.18965,39.962528,0.113593,40.049683,-0.087155147,40.047515,-0.084986933
SDSS762,0.1901,40.210589,0.114249,40.055427,0.15516259,40.053255,0.1573342
SDSS18804,0.19084,39.999776,0.112617,40.064845,-0.065069091,40.062668,-0.062892102
SDSS16276,0.19176,40.120262,0.114367,40.076507,0.043754455,40.074324,0.045937797
SDSS18787,0.19191,40.411807,0.114568,40.078404,0.33340347,40.076219,0.33558782
SDSS16618,0.19198,39.956519,0.114573,40.079288,-0.12276914,40.077104,-0.12058434
SDSS2440,0.19215,40.268783,0.114217,40.081435,0.18734733,40.07925,0.18953326
SDSS16100,0.19392,40.150249,0.117691,40.103687,0.046562517,40.10149,0.048759319
SDSS2246,0.19422,40.109546,0.11684,40.10744,0.0021068349,40.105241,0.0043053467
SDSS20575,0.19465,39.838415,0.114454,40.112809,-0.27439481,40.110608,-0.27219392
SDSS19149,0.19494,39.799909,0.11376,40.116425,-0.31651568,40.114222,-0.31431322
SDSS16099,0.1958,40.216343,0.113084,40.127117,0.089226482,40.12491,0.091433362
SDSS15674,0.19654,40.256476,0.117701,40.136282,0.12019357,40.134072,0.122404
SDSS18768,0.19671,40.330112,0.118689,40.138384,0.19172839,40.136172,0.19393961
SDSS15129,0.19699,40.094767,0.114008,40.141841,-0.047073957,40.139628,-0.044861473
SDSS13070,0.19709,40.229783,0.116183,40.143074,0.086709159,40.140861,0.088922087
SDSS15901,0.19794,40.204956,0.114551,40.153536,0.051419978,40.15132,0.05363651
SDSS15222,0.19801,40.027113,0.115064,40.154396,-0.1272833,40.152179,-0.12506648
SDSS19658,0.19863,40.272157,0.116081,40.161999,0.11015821,40.159779,0.11237745
SDSS17811,0.19867,40.236809,0.114249,40.162488,0.074320314,40.160269,0.076539702
SDSS16737,0.1988,39.99253,0.124264,40.164079,-0.17154916,40.16186,-0.16932928
SDSS13305,0.19959,40.251098,0.115206,40.173727,0.077370476,40.171505,0.079593151
SDSS6780,0.20061,40.102223,0.120729,40.186133,-0.083909552,40.183907,-0.081683636
SDSS15872,0.20203,40.164615,0.117009,40.203306,-0.038691147,40.201076,-0.036461418
SDSS7243,0.20231,40.247129,0.117808,40.206679,0.040449678,40.204449,0.042680063
SDSS16032,0.20318,40.280795,0.114994,40.217133,0.06366167,40.214901,0.065893897
SDSS14212,0.20399,40.265661,0.114245,40.226829,0.038832051,40.224595,0.041065724
SDSS18965,0.20466,40.276416,0.115117,40.234822,0.041594334,40.232587,0.04382901
SDSS17801,0.20515,40.440593,0.131465,40.240652,0.19994075,40.238417,0.20217605
SDSS20581,0.20554,40.22826,0.114345,40.245284,-0.01702373,40.243048,-0.014788002
SDSS19913,0.20557,40.31485,0.114899,40.24564,0.069210437,40.243404,0.071446196
SDSS13152,0.2056,39.974825,0.113718,40.245996,-0.27117043,40.24376,-0.26893464
SDSS15201,0.20704,40.634193,0.117479,40.263022,0.37117056,40.260785,0.37340739
SDSS13641,0.20852,40.302019,0.114386,40.280409,0.021610862,40.278171,0.023847957
SDSS15467,0.2091,40.214833,0.115699,40.287191,-0.072358297,40.284954,-0.070121325
SDSS13425,0.20953,40.223527,0.131221,40.292209,-0.068681406,40.289972,-0.066444605
SDSS16473,0.2096,40.348956,0.115465,40.293024,0.055931673,40.290788,0.058168439
04D1dc,0.210032,40.191993,0.085765,40.298054,-0.10606148,40.295818,-0.10382497
SDSS19425,0.21025,40.313695,0.128931,40.300589,0.013106074,40.298352,0.015342435
SDSS15259,0.21054,40.196013,0.11424,40.303956,-0.10794316,40.30172,-0.10570703
SDSS17875,0.21075,40.574565,0.116152,40.306392,0.26817289,40.304157,0.27040884
SDSS14157,0.21082,40.119522,0.11447,40.307204,-0.18768222,40.304968,-0.18544635
SDSS7847,0.21134,40.143408,0.115658,40.313225,-0.16981635,40.310989,-0.16758101
SDSS6933,0.21163,40.203016,0.114069,40.316577,-0.11356054,40.314342,-0.11132556
SDSS2330,0.21179,40.671436,0.124547,40.318424,0.35301134,40.316189,0.35524613
SDSS18466,0.21226,40.271235,0.115112,40.323844,-0.052609152,40.32161,-0.050375019
SDSS14331,0.2126,40.521942,0.116607,40.327757,0.194185,40.325524,0.19641861
SDSS8495,0.21295,40.297362,0.121443,40.33178,-0.034417808,40.329547,-0.032184776
SDSS18927,0.21323,40.107522,0.117876,40.334994,-0.22747241,40.332762,-0.22523987
SDSS20364,0.21382,40.382593,0.11761,40.341753,0.040839834,40.339522,0.043071238
SDSS7473,0.21457,40.463576,0.114262,40.350321,0.11325459,40.348091,0.11548437
SDSS15203,0.21468,40.262821,0.114437,40.351575,-0.088754398,40.349346,-0.086524868
SDSS14019,0.21513,40.756464,0.120494,40.356701,0.39976306,40.354472,0.40199151
SDSS17435,0.21674,40.473257,0.115124,40.374956,0.098300725,40.372732,0.10052472
SDSS9467,0.21698,40.613772,0.124622,40.377667,0.23610537,40.375444,0.23832863
SDSS19008,0.21757,40.271699,0.11934,40.384319,-0.11261971,40.382098,-0.11039835
SDSS5533,0.21829,40.380716,0.114544,40.392415,-0.011698823,40.390196,-0.0094799466
SDSS7512,0.21835,40.477375,0.116348,40.393088,0.084287309,40.390869,0.08650597
SDSS18940,0.21861,40.285682,0.114762,40.396005,-0.11032287,40.393787,-0.10810515
SDSS20144,0.21865,40.401512,0.11463,40.396453,0.0050593731,40.394235,0.007276944
05D3kx,0.219462,40.373686,0.085341,40.40554,-0.031854178,40.403325,-0.02963971
SDSS19230,0.21955,40.107276,0.119543,40.406523,-0.29924707,40.404309,-0.29703295
SDSS13727,0.21971,40.455796,0.115514,40.408309,0.047486973,40.406095,0.049700449
SDSS15433,0.21976,40.441446,0.114935,40.408867,0.032578736,40.406654,0.03479201
SDSS16793,0.22058,40.296436,0.138465,40.418,-0.12156432,40.415791,-0.11935449
SDSS15354,0.22068,40.239742,0.119891,40.419112,-0.17937004,40.416903,-0.17716063
SDSS15229,0.22256,40.52117,0.11527,40.439927,0.081243796,40.437726,0.083444434
SDSS14846,0.22328,40.469733,0.115872,40.447855,0.021877527,40.445658,0.024074507
SDSS13025,0.22351,40.551014,0.1168,40.450383,0.1006306,40.448188,0.10282638
SDSS19992,0.22452,40.735088,0.122907,40.461456,0.27363184,40.459265,0.27582214
SDSS19341,0.22667,40.418519,0.118938,40.484874,-0.066355732,40.482697,-0.06417816
SDSS13578,0.22668,40.458669,0.115846,40.484983,-0.026313818,40.482805,-0.024136309
SDSS21033,0.22786,40.461515,0.11565,40.497749,-0.036233687,40.495579,-0.034063766
SDSS3452,0.22893,40.514747,0.115979,40.509272,0.005474596,40.50711,0.0076372744
SDSS13072,0.22916,40.489831,0.122097,40.511743,-0.021911595,40.509582,-0.019750518
SDSS12881,0.2316,40.399083,0.118789,40.537813,-0.13872973,40.53567,-0.13658659
SDSS12971,0.2338,40.542595,0.115605,40.561104,-0.018509402,40.558979,-0.016383908
SDSS17223,0.23381,40.522903,0.118911,40.56121,-0.03830627,40.559084,-0.036180859
SDSS16350,0.23472,40.520922,0.116813,40.570784,-0.049861974,40.568667,-0.04774426
SDSS13511,0.23646,40.839103,0.117789,40.588998,0.25010497,40.586896,0.25220734
SDSS17884,0.23782,40.637121,0.116252,40.603148,0.033972459,40.601059,0.036062259
SDSS15868,0.24102,40.788612,0.116005,40.636153,0.15245829,40.634095,0.15451661
SDSS13506,0.24179,40.643588,0.122422,40.644035,-0.0004466542,40.641985,0.0016037009
SDSS19023,0.24185,40.693089,0.114848,40.644648,0.048441006,40.642599,0.050490734
SDSS20111,0.24348,40.68023,0.118064,40.661254,0.018976248,40.659221,0.021008601
SDSS20088,0.24352,40.70372,0.113403,40.66166,0.042060014,40.659628,0.044091933
SDSS3377,0.24448,40.491543,0.115275,40.671391,-0.17984775,40.669369,-0.17782638
SDSS19990,0.24495,40.763035,0.119541,40.676142,0.086893106,40.674126,0.088909231
SDSS18486,0.2454,40.546602,0.114389,40.680683,-0.13408121,40.678672,-0.13207016
SDSS17464,0.24555,40.240038,0.116206,40.682195,-0.44215754,40.680186,-0.44014819
SDSS20039,0.24558,40.592469,0.118174,40.682498,-0.09002883,40.680489,-0.088019817
SDSS12977,0.24562,40.611615,0.115338,40.682901,-0.071286098,40.680892,-0.069277541
SDSS15466,0.24568,40.391281,0.120181,40.683505,-0.29222381,40.681497,-0.29021593
SDSS13835,0.24625,40.705764,0.114566,40.689241,0.016523916,40.687239,0.01852526
SDSS16352,0.24647,40.623678,0.115433,40.691451,-0.067772916,40.689452,-0.065774113
05D3mq,0.246492,40.711377,0.086206,40.691672,0.019705325,40.689673,0.021703872
SDSS15301,0.2466,40.347858,0.114128,40.692756,-0.34489863,40.690759,-0.34290133
SDSS15219,0.24695,40.814013,0.114812,40.696267,0.11774586,40.694274,0.11973908
SDSS15161,0.2485,40.630674,0.117491,40.711762,-0.081088127,40.709787,-0.079113302
SDSS3451,0.24851,40.514398,0.116195,40.711862,-0.19746358,40.709887,-0.19548888
SDSS16213,0.24857,40.767362,0.115731,40.71246,0.054901948,40.710486,0.05687593
SDSS17552,0.24862,40.775706,0.11712,40.712958,0.062748427,40.710984,0.064721805
SDSS15504,0.24947,40.842596,0.131353,40.721414,0.121182,40.719451,0.12314503
SDSS3199,0.24961,41.058299,0.118164,40.722804,0.3354954,40.720842,0.33745671
SDSS16106,0.24973,40.698314,0.120462,40.723995,-0.025681236,40.722035,-0.023721397
SDSS13689,0.25012,40.88833,0.116581,40.727862,0.16046785,40.725907,0.16242286
SDSS5717,0.25037,40.92885,0.115791,40.730338,0.19851221,40.728386,0.20046412
06D3gn,0.250498,40.733628,0.086012,40.731605,0.0020228302,40.729655,0.0039731413
SDSS13655,0.25104,40.793163,0.119872,40.736963,0.05620006,40.735019,0.058143569
SDSS5736,0.25174,40.702304,0.115824,40.743867,-0.04156244,40.741932,-0.039627812
SDSS15440,0.25205,40.595558,0.11822,40.746919,-0.1513611,40.744988,-0.14943044
SDSS9032,0.25249,40.721733,0.126796,40.751244,-0.029510915,40.749319,-0.027585921
SDSS14481,0.25351,41.072086,0.123692,40.761246,0.31084042,40.759334,0.31275212
SDSS18325,0.25356,40.804462,0.120869,40.761735,0.042726696,40.759824,0.04463774
SDSS9457,0.25539,40.747194,0.130119,40.779584,-0.032389682,40.777697,-0.030503052
SDSS1112,0.25611,40.833795,0.12482,40.786574,0.047220494,40.784697,0.04909733
SDSS17340,0.25617,40.628367,0.119755,40.787156,-0.15878902,40.78528,-0.156913
SDSS12972,0.25655,40.873953,0.12587,40.790837,0.083116317,40.788966,0.084987116
SDSS19207,0.25721,40.801779,0.121726,40.797219,0.0045597003,40.795357,0.0064213715
SDSS6108,0.258,40.778624,0.117106,40.804838,-0.026214578,40.802988,-0.024363946
SDSS8046,0.25833,40.827869,0.119891,40.808015,0.019854313,40.806169,0.021700298
SDSS2017,0.26014,41.124314,0.122802,40.825371,0.29894325,40.823551,0.30076337
SDSS1253,0.26059,40.752157,0.120435,40.829669,-0.077512136,40.827856,-0.075698541
SDSS14298,0.2607,40.993775,0.117389,40.830719,0.16305638,40.828907,0.16486838
05D1hk,0.261984,40.715093,0.08739,40.84294,-0.12784744,40.841147,-0.1260543
04D3ez,0.263487,40.730792,0.08555,40.857177,-0.1263851,40.855406,-0.12461441
SDSS2422,0.26349,41.119147,0.115945,40.857205,0.2619417,40.855435,0.26371234
SDSS20345,0.26357,40.674107,0.11624,40.857961,-0.18385368,40.856192,-0.18208424
SDSS2943,0.26405,40.834936,0.117962,40.862491,-0.027554387,40.860728,-0.025792214
SDSS13099,0.26451,40.951835,0.119638,40.866824,0.085010827,40.865069,0.086766001
SDSS6315,0.26576,40.814381,0.114629,40.878566,-0.064185874,40.87683,-0.0624499
SDSS18463,0.26665,40.889717,0.120817,40.886896,0.0028209576,40.885174,0.0045430985
SDSS19002,0.2671,40.85367,0.116111,40.891098,-0.037428079,40.889383,-0.035712983
SDSS19702,0.26821,40.966273,0.121714,40.901435,0.064838035,40.899737,0.066535611
06D3fp,0.268489,40.852083,0.08555,40.904027,-0.051943621,40.902334,-0.05025048
SDSS18945,0.26856,41.066451,0.118128,40.904686,0.16176473,40.902994,0.16345674
03D4cj,0.268624,40.767919,0.086242,40.90528,-0.13736126,40.903589,-0.13567027
SDSS6192,0.27044,40.897172,0.118685,40.922084,-0.024912115,40.920422,-0.023250337
SDSS15287,0.27258,40.88661,0.11421,40.941754,-0.055144321,40.940127,-0.053517622
SDSS15356,0.27447,40.791311,0.118156,40.959009,-0.16769794,40.957414,-0.16610279
SDSS4046,0.27544,40.925407,0.119548,40.967822,-0.042415633,40.966243,-0.040836871
SDSS16072,0.27549,40.922313,0.127184,40.968276,-0.045963205,40.966698,-0.04438529
SDSS12869,0.27653,40.822597,0.126014,40.977692,-0.15509546,40.976132,-0.15353527
SDSS4000,0.27745,41.090428,0.128283,40.985995,0.10443289,40.984451,0.10597727
SDSS17791,0.27749,41.653409,0.136665,40.986356,0.66705304,40.984812,0.66859674
SDSS18485,0.27822,41.035649,0.117336,40.992925,0.042723744,40.991394,0.044254816
SDSS5957,0.27852,41.099812,0.118155,40.99562,0.10419217,40.994094,0.10571804
SDSS6196,0.27916,40.691538,0.11948,41.001361,-0.30982322,40.999846,-0.3083085
SDSS14261,0.27952,40.840327,0.121901,41.004585,-0.16425834,41.003077,-0.16274993
SDSS17809,0.28051,40.89843,0.122739,41.013431,-0.11500157,41.01194,-0.11351055
