ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_USMFv2_tt,residual_USMFv2_tt,Dl_USMFv2_te,residual_USMFv2_te,Dl_USMFv2_ee,residual_USMFv2_ee
32,1097.01,1.51224,0.0643557,1139.33,-42.3162,1.77354,-0.261303,0.0239732,0.0403825,1953.53,-856.521,0.742228,0.770009,0.00966201,0.0546937
37,1180.26,3.11711,0.0649424,1239.56,-59.2974,1.71443,1.40267,0.0395467,0.0253957,2225.69,-1045.43,0.570948,2.54616,0.0158069,0.0491355
42,1426.97,0.820244,0.0699042,1346.63,80.3399,1.40505,-0.584801,0.0604882,0.00941597,2504.64,-1077.67,0.245767,0.574477,0.0243487,0.0455555
47,1364.66,1.07013,0.141281,1458.89,-94.2356,0.836138,0.233991,0.0877852,0.0534954,2787.09,-1422.43,-0.245973,1.3161,0.0356014,0.105679
52,1329.06,1.08312,0.146964,1576.8,-247.736,-0.0456775,1.1288,0.121658,0.0253064,3071.05,-1741.99,-0.937317,2.02043,0.0498253,0.0971387
57,1607.2,-3.82399,0.193005,1699.63,-92.4344,-1.23979,-2.58421,0.162435,0.0305696,3354.73,-1747.54,-1.82987,-1.99413,0.0674321,0.125572
62,1663.41,-4.29778,0.296409,1828.37,-164.952,-2.76839,-1.52939,0.210029,0.0863799,3638.42,-1975.01,-2.95596,-1.34182,0.088606,0.207803
67,1838.4,-2.04066,0.331388,1962.73,-124.324,-4.61829,2.57763,0.264234,0.0671537,3921.31,-2082.91,-4.31007,2.26941,0.11352,0.217868
72,1974.24,-8.54866,0.356963,2102.29,-128.052,-6.78285,-1.76581,0.324483,0.0324807,4202.74,-2228.49,-5.89497,-2.6537,0.142268,0.214695
77,1765.67,-7.23417,0.448396,2248.87,-483.2,-9.25204,2.01788,0.390095,0.0583006,4483.53,-2717.86,-7.72351,0.489342,0.174943,0.273452
82,2168.04,-9.89267,0.522364,2401.39,-233.356,-11.987,2.09437,0.459981,0.0623825,4760.37,-2592.33,-9.77283,-0.119842,0.21144,0.310924
87,2330.99,-12.7208,0.489592,2559.78,-228.783,-14.9515,2.23071,0.532983,-0.0433914,5036.46,-2705.46,-12.0555,-0.665351,0.251698,0.237894
92,2446.65,-19.2047,0.789127,2723.37,-276.72,-18.1002,-1.10446,0.607793,0.181334,5310.81,-2864.16,-14.5517,-4.65302,0.295534,0.493593
97,2484.46,-19.0476,0.57472,2892.13,-407.674,-21.384,2.33642,0.682886,-0.108166,5584.45,-3099.99,-17.2536,-1.79396,0.342678,0.232042
104,2951.15,-28.1287,0.830793,3137.59,-186.436,-26.1143,-2.01439,0.785419,0.0453743,5967.09,-3015.93,-21.3575,-6.77116,0.413471,0.417322
113,3221.96,-31.7919,0.924375,3467.38,-245.417,-32.1842,0.392304,0.906363,0.0180113,6457.03,-3235.07,-27.0904,-4.7015,0.511123,0.413252
122,3382.73,-35.701,1.11192,3809.25,-426.52,-37.8832,2.18227,1.00668,0.105239,6943.86,-3561.13,-33.1851,-2.51588,0.613272,0.498645
131,3592.1,-41.5613,1.10666,4157.48,-565.385,-42.8124,1.25118,1.07835,0.0283044,7429.07,-3836.97,-39.4806,-2.08063,0.716165,0.390492
140,4229.84,-43.6625,1.09668,4506.05,-276.211,-46.5925,2.92995,1.11581,-0.0191263,7913.29,-3683.45,-45.8068,2.14425,0.816704,0.279979
149,4251.39,-45.0365,1.00578,4850,-598.611,-48.8848,3.84829,1.11634,-0.110557,8395.69,-4144.3,-51.9467,6.91012,0.909963,0.0958188
158,4778.71,-49.241,1.07943,5182.49,-403.782,-49.3912,0.150294,1.08134,-0.00191392,8873.32,-4094.61,-57.6901,8.44916,0.993204,0.0862251
167,4844.8,-45.9645,0.855441,5497.24,-652.442,-47.8689,1.90436,1.01639,-0.160945,9345.15,-4500.36,-62.7819,16.8174,1.06179,-0.206345
176,5120.63,-43.3901,0.96559,5786.56,-665.93,-44.148,0.75787,0.931648,0.0339414,9809.22,-4688.6,-67.0049,23.6148,1.11358,-0.147986
185,5373.97,-30.3906,0.835251,6043.78,-669.811,-38.151,7.76037,0.841695,-0.00644371,10264.1,-4890.08,-70.1884,39.7978,1.14842,-0.313173
194,5542.7,-18.1436,0.793541,6263.08,-720.376,-29.8803,11.7367,0.764288,0.0292529,10707.4,-5164.66,-72.1096,53.9661,1.16249,-0.368949
203,5446.22,-7.21464,0.694054,6439.64,-993.42,-19.4356,12.221,0.720058,-0.0260043,11137.6,-5691.4,-72.618,65.4034,1.15359,-0.459534
212,5636.34,2.53847,0.877642,6568.4,-932.064,-7.01545,9.55392,0.733757,0.143886,11550.9,-5914.55,-71.5644,74.1029,1.12497,-0.247324
221,5816.48,17.9047,0.874199,6647.02,-830.544,7.08055,10.8241,0.834082,0.0401165,11942.7,-6126.26,-68.7496,86.6543,1.08585,-0.211654
230,5684.66,26.6053,1.23818,6673.38,-988.727,22.4837,4.12155,1.04874,0.189438,12308.6,-6623.98,-64.0304,90.6356,1.04466,0.193525
239,5776.16,46.2991,1.78071,6646.73,-870.579,38.7738,7.5253,1.40243,0.378283,12645.5,-6869.31,-57.3152,103.614,1.00677,0.773941
248,5435.47,50.6637,2.10983,6567.7,-1132.24,55.4933,-4.82961,1.91535,0.19448,12951.4,-7515.97,-48.5497,99.2135,0.97311,1.13672
257,5228,71.5358,3.13386,6438.29,-1210.29,72.16,-0.624259,2.60246,0.531402,13225.7,-7997.73,-37.7141,109.25,0.942393,2.19147
266,5090.29,86.4306,3.86066,6261.65,-1171.36,88.2104,-1.77985,3.47742,0.383239,13465.1,-8374.81,-24.9463,111.377,0.936429,2.92423
275,5096.49,106.963,5.31265,6042.95,-946.463,103.085,3.87751,4.54891,0.763739,13666.6,-8570.14,-10.417,117.38,0.983655,4.32899
