ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_USMFv2_tt,residual_USMFv2_tt,Dl_USMFv2_te,residual_USMFv2_te,Dl_USMFv2_ee,residual_USMFv2_ee
32,1097.01,1.51224,0.0643557,1198.93,-101.918,2.24702,-0.734781,0.0314468,0.0329089,643.233,453.778,1.56531,-0.0530702,0.0177022,0.0466535
37,1180.26,3.11711,0.0649424,1291.59,-111.329,2.23585,0.88126,0.0518019,0.0131405,686.07,494.194,1.70288,1.41422,0.0294877,0.0354547
42,1426.97,0.820244,0.0699042,1389.64,37.3277,1.91666,-1.09642,0.0793385,-0.00943428,729.627,697.345,1.69907,-0.878828,0.0456542,0.02425
47,1364.66,1.07013,0.141281,1491.89,-127.235,1.29773,-0.227601,0.115002,0.0262782,773.968,590.691,1.56546,-0.495329,0.0669361,0.0743445
52,1329.06,1.08312,0.146964,1599.08,-270.014,0.299799,0.783319,0.159119,-0.0121552,819.032,510.029,1.24246,-0.159347,0.0935684,0.0533956
57,1607.2,-3.82399,0.193005,1710.99,-103.795,-1.0646,-2.7594,0.212059,-0.0190545,864.873,742.324,0.730649,-4.55464,0.125921,0.0670832
62,1663.41,-4.29778,0.296409,1828.99,-165.574,-2.8252,-1.47258,0.273612,0.0227962,912.521,750.892,0.00398904,-4.30177,0.164361,0.132048
67,1838.4,-2.04066,0.331388,1952.78,-114.379,-4.97167,2.93101,0.343389,-0.0120013,961.815,876.589,-0.933062,-1.1076,0.208734,0.122654
72,1974.24,-8.54866,0.356963,2082.61,-108.366,-7.47836,-1.07031,0.420538,-0.0635744,1012.75,961.491,-2.08915,-6.45951,0.258816,0.0981472
77,1765.67,-7.23417,0.448396,2219.93,-454.261,-10.3414,3.10722,0.504023,-0.0556272,1066.67,698.998,-3.46484,-3.76933,0.314349,0.134046
82,2168.04,-9.89267,0.522364,2364.1,-196.062,-13.5161,3.62345,0.592374,-0.0700102,1122.43,1045.61,-5.0415,-4.85116,0.374692,0.147672
87,2330.99,-12.7208,0.489592,2515.72,-184.726,-16.9554,4.23455,0.68393,-0.194338,1181.49,1149.5,-6.81957,-5.90125,0.439166,0.0504258
