ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
32,1097.01,1.51224,0.0643557,1138.39,-41.3836,2.00669,-0.49445,0.0283358,0.03602,1138.39,-41.3836,2.00669,-0.49445,0.0283358,0.03602
37,1180.26,3.11711,0.0649424,1230.32,-50.0576,1.96177,1.15533,0.0466925,0.0182499,1230.32,-50.0576,1.96177,1.15533,0.0466925,0.0182499
42,1426.97,0.820244,0.0699042,1328.18,98.787,1.64574,-0.825496,0.0713864,-0.00148226,1328.18,98.787,1.64574,-0.825496,0.0713864,-0.00148226
47,1364.66,1.07013,0.141281,1430.48,-65.8172,1.03666,0.033467,0.103428,0.0378527,1430.48,-65.8172,1.03666,0.033467,0.103428,0.0378527
52,1329.06,1.08312,0.146964,1537.96,-208.899,0.0802833,1.00283,0.143094,0.00387004,1537.96,-208.899,0.0802833,1.00283,0.143094,0.00387004
57,1607.2,-3.82399,0.193005,1650.27,-43.069,-1.21039,-2.6136,0.190684,0.00232054,1650.27,-43.069,-1.21039,-2.6136,0.190684,0.00232054
62,1663.41,-4.29778,0.296409,1768.58,-105.168,-2.87063,-1.42715,0.246004,0.0504047,1768.58,-105.168,-2.87063,-1.42715,0.246004,0.0504047
67,1838.4,-2.04066,0.331388,1892.61,-54.2075,-4.88144,2.84078,0.308698,0.02269,1892.61,-54.2075,-4.88144,2.84078,0.308698,0.02269
72,1974.24,-8.54866,0.356963,2022.37,-48.1294,-7.22917,-1.3195,0.378056,-0.0210925,2022.37,-48.1294,-7.22917,-1.3195,0.378056,-0.0210925
77,1765.67,-7.23417,0.448396,2159.32,-393.65,-9.90275,2.66858,0.453104,-0.00470853,2159.32,-393.65,-9.90275,2.66858,0.453104,-0.00470853
82,2168.04,-9.89267,0.522364,2302.84,-134.797,-12.8573,2.96467,0.532501,-0.0101378,2302.84,-134.797,-12.8573,2.96467,0.532501,-0.0101378
87,2330.99,-12.7208,0.489592,2453.17,-122.179,-16.0518,3.33101,0.614811,-0.125219,2453.17,-122.179,-16.0518,3.33101,0.614811,-0.125219
92,2446.65,-19.2047,0.789127,2609.09,-162.438,-19.4288,0.224155,0.69838,0.0907468,2609.09,-162.438,-19.4288,0.224155,0.69838,0.0907468
97,2484.46,-19.0476,0.57472,2770.88,-286.427,-22.9357,3.88814,0.781368,-0.206648,2770.88,-286.427,-22.9357,3.88814,0.781368,-0.206648
104,2951.15,-28.1287,0.830793,3007.34,-56.1886,-27.9522,-0.176453,0.892956,-0.0621625,3007.34,-56.1886,-27.9522,-0.176453,0.892956,-0.0621625
113,3221.96,-31.7919,0.924375,3325.74,-103.783,-34.3073,2.51533,1.02097,-0.0965954,3325.74,-103.783,-34.3073,2.51533,1.02097,-0.0965954
122,3382.73,-35.701,1.11192,3655.56,-272.832,-40.1576,4.45666,1.12207,-0.0101497,3655.56,-272.832,-40.1576,4.45666,1.12207,-0.0101497
131,3592.1,-41.5613,1.10666,3991.01,-398.913,-45.0765,3.51525,1.18758,-0.0809231,3991.01,-398.913,-45.0765,3.51525,1.18758,-0.0809231
140,4229.84,-43.6625,1.09668,4325.56,-95.7272,-48.6606,4.99804,1.21176,-0.11508,4325.56,-95.7272,-48.6606,4.99804,1.21176,-0.11508
149,4251.39,-45.0365,1.00578,4652.28,-400.888,-50.5547,5.5182,1.19298,-0.187202,4652.28,-400.888,-50.5547,5.5182,1.19298,-0.187202
158,4778.71,-49.241,1.07943,4962.3,-183.589,-50.4524,1.21145,1.13409,-0.0546595,4962.3,-183.589,-50.4524,1.21145,1.13409,-0.0546595
167,4844.8,-45.9645,0.855441,5248.79,-403.999,-48.1407,2.17618,1.04289,-0.187445,5248.79,-403.999,-48.1407,2.17618,1.04289,-0.187445
176,5120.63,-43.3901,0.96559,5504.04,-383.415,-43.4932,0.103099,0.932081,0.033509,5504.04,-383.415,-43.4932,0.103099,0.932081,0.033509
185,5373.97,-30.3906,0.835251,5721.33,-347.356,-36.4852,6.09459,0.819072,0.0161787,5721.33,-347.356,-36.4852,6.09459,0.819072,0.0161787
194,5542.7,-18.1436,0.793541,5894.75,-352.05,-27.1993,9.05572,0.725348,0.0681928,5894.75,-352.05,-27.1993,9.05572,0.725348,0.0681928
203,5446.22,-7.21464,0.694054,6019.46,-573.24,-15.8201,8.60549,0.675383,0.0186714,6019.46,-573.24,-15.8201,8.60549,0.675383,0.0186714
212,5636.34,2.53847,0.877642,6090.94,-454.595,-2.63147,5.16994,0.695384,0.182258,6090.94,-454.595,-2.63147,5.16994,0.695384,0.182258
221,5816.48,17.9047,0.874199,6108.32,-291.838,11.9819,5.92277,0.81181,0.0623891,6108.32,-291.838,11.9819,5.92277,0.81181,0.0623891
230,5684.66,26.6053,1.23818,6071.06,-386.403,27.5661,-0.960825,1.04981,0.188374,6071.06,-386.403,27.5661,-0.960825,1.04981,0.188374
239,5776.16,46.2991,1.78071,5979.98,-203.82,43.6156,2.6835,1.43151,0.349206,5979.98,-203.82,43.6156,2.6835,1.43151,0.349206
248,5435.47,50.6637,2.10983,5837.26,-401.796,59.5877,-8.92402,1.97456,0.135273,5837.26,-401.796,59.5877,-8.92402,1.97456,0.135273
257,5228,71.5358,3.13386,5646.5,-418.505,74.9257,-3.3899,2.69061,0.443259,5646.5,-418.505,74.9257,-3.3899,2.69061,0.443259
266,5090.29,86.4306,3.86066,5412.61,-322.318,89.0763,-2.64569,3.58406,0.276601,5412.61,-322.318,89.0763,-2.64569,3.58406,0.276601
275,5096.49,106.963,5.31265,5142.58,-46.0944,101.531,5.43171,4.65151,0.661134,5142.58,-46.0944,101.531,5.43171,4.65151,0.661134
284,4546.18,102.707,5.82483,4843.44,-297.257,111.822,-9.11535,5.88082,-0.0559905,4843.44,-297.257,111.822,-9.11535,5.88082,-0.0559905
293,4371.25,117.073,8.21385,4523.22,-151.973,119.556,-2.4837,7.25114,0.962716,4523.22,-151.973,119.556,-2.4837,7.25114,0.962716
302,3935.72,117.089,9.31107,4189.87,-254.155,124.409,-7.31957,8.73242,0.578647,4189.87,-254.155,124.409,-7.31957,8.73242,0.578647
311,3649.99,119.046,10.9594,3851.71,-201.72,126.18,-7.13345,10.2885,0.670946,3851.71,-201.72,126.18,-7.13345,10.2885,0.670946
320,3411.94,112.762,12.6384,3516.9,-104.956,124.785,-12.0227,11.8774,0.761012,3516.9,-104.956,124.785,-12.0227,11.8774,0.761012
329,3173.93,117.149,15.1816,3193.16,-19.2295,120.248,-3.09864,13.452,1.72952,3193.16,-19.2295,120.248,-3.09864,13.452,1.72952
338,2842.13,105.901,16.0657,2887.62,-45.4841,112.701,-6.80069,14.9618,1.10387,2887.62,-45.4841,112.701,-6.80069,14.9618,1.10387
347,2498.24,86.2064,16.2208,2606.6,-108.365,102.397,-16.1909,16.3559,-0.135089,2606.6,-108.365,102.397,-16.1909,16.3559,-0.135089
356,2358.31,79.8487,18.6902,2355.12,3.19063,89.6497,-9.80097,17.5827,1.10754,2355.12,3.19063,89.6497,-9.80097,17.5827,1.10754
365,2186.33,61.0311,18.5056,2137.59,48.7371,74.9198,-13.8888,18.6003,-0.0947199,2137.59,48.7371,74.9198,-13.8888,18.6003,-0.0947199
374,2038.68,46.4875,21.0827,1956.68,82.0008,58.7037,-12.2162,19.3685,1.71425,1956.68,82.0008,58.7037,-12.2162,19.3685,1.71425
383,1891.76,31.557,21.4257,1813.91,77.8477,41.5653,-10.0083,19.8571,1.56852,1813.91,77.8477,41.5653,-10.0083,19.8571,1.56852
392,1787.59,19.7448,22.3593,1709.71,77.8806,24.0816,-4.33683,20.0452,2.31408,1709.71,77.8806,24.0816,-4.33683,20.0452,2.31408
401,1734.58,-0.544681,21.1747,1643.15,91.431,6.85476,-7.39944,19.927,1.24764,1643.15,91.431,6.85476,-7.39944,19.927,1.24764
410,1738.05,-21.8916,21.0336,1612.47,125.58,-9.54037,-12.3512,19.5044,1.5292,1612.47,125.58,-9.54037,-12.3512,19.5044,1.5292
419,1731.61,-35.0666,19.2941,1614.38,117.229,-24.5689,-10.4978,18.7937,0.500382,1614.38,117.229,-24.5689,-10.4978,18.7937,0.500382
428,1770.01,-48.4463,19.1288,1645.07,124.94,-37.7574,-10.6889,17.8211,1.30771,1645.07,124.94,-37.7574,-10.6889,17.8211,1.30771
437,1770.68,-61.9365,19.3346,1699.79,70.8873,-48.7196,-13.2169,16.629,2.70563,1699.79,70.8873,-48.7196,-13.2169,16.629,2.70563
446,1856.79,-62.1436,17.3252,1773.64,83.1537,-57.1485,-4.99507,15.2684,2.05674,1773.64,83.1537,-57.1485,-4.99507,15.2684,2.05674
455,2045.9,-74.4981,15.4382,1861.04,184.861,-62.8367,-11.6614,13.7998,1.63835,1861.04,184.861,-62.8367,-11.6614,13.7998,1.63835
464,2224.7,-80.0589,14.5813,1956.53,268.17,-65.6791,-14.3798,12.2876,2.29375,1956.53,268.17,-65.6791,-14.3798,12.2876,2.29375
473,2178.24,-75.3658,11.5893,2055.06,123.186,-65.7184,-9.64747,10.8022,0.787047,2055.06,123.186,-65.7184,-9.64747,10.8022,0.787047
482,2323.36,-71.9894,11.4556,2151.38,171.981,-63.0794,-8.91002,9.41437,2.04121,2151.38,171.981,-63.0794,-8.91002,9.41437,2.04121
491,2418.7,-71.1199,10.3049,2240.98,177.714,-58.001,-13.1188,8.19468,2.11024,2240.98,177.714,-58.001,-13.1188,8.19468,2.11024
500,2447.25,-59.624,8.30294,2319.85,127.401,-50.8177,-8.80634,7.20912,1.09383,2319.85,127.401,-50.8177,-8.80634,7.20912,1.09383
