Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_LambdaCDM,residual_LambdaCDM
sn1999ac,0.01006,33.076313,0.174566,33.153717,-0.077404133,33.153717,-0.077404133
sn2004s,0.010291,33.121922,0.173593,33.203397,-0.08147424,33.203397,-0.08147424
sn1997do,0.01055,33.243687,0.17309,33.257798,-0.014111335,33.257798,-0.014111335
sn2002dp,0.010888,33.394833,0.169021,33.326834,0.067999067,33.326834,0.067999067
sn2006bh,0.011184,33.418357,0.166533,33.385567,0.03278963,33.385567,0.03278963
sn2005al,0.012317,34.043068,0.16145,33.596972,0.44609681,33.596972,0.44609681
sn2001ep,0.013324,33.655632,0.158624,33.769276,-0.11364402,33.769276,-0.11364402
sn1999dq,0.013533,33.4709,0.158393,33.803416,-0.332516,33.803416,-0.332516
sn2002ha,0.013652,33.839835,0.157774,33.822623,0.01721265,33.822623,0.01721265
sn2001bt,0.014151,33.705787,0.157186,33.901396,-0.195609,33.901396,-0.195609
sn1997e,0.014256,33.855479,0.1564,33.917621,-0.062142286,33.917621,-0.062142286
sn1992al,0.014411,33.837916,0.156643,33.941357,-0.10344104,33.941357,-0.10344104
sn1999dk,0.01444,33.737233,0.157099,33.94577,-0.20853711,33.94577,-0.20853711
sn2005bo,0.014467,33.887535,0.154784,33.949871,-0.06233611,33.949871,-0.06233611
sn2001fe,0.014575,34.021211,0.155333,33.966199,0.055012026,33.966199,0.055012026
sn2006n,0.0147,34.085762,0.155008,33.984947,0.10081481,33.984947,0.10081481
sn2005kc,0.01496,33.980505,0.153548,34.023445,-0.042939764,34.023445,-0.042939764
sn2005el,0.015154,34.106559,0.153758,34.051741,0.054817572,34.051741,0.054817572
sn2004eo,0.015469,33.821144,0.153515,34.096932,-0.27578838,34.096932,-0.27578838
sn2001en,0.015482,33.99586,0.154168,34.098777,-0.10291705,34.098777,-0.10291705
sn2001cn,0.015487,33.856674,0.153742,34.099487,-0.24281227,34.099487,-0.24281227
sn2001bf,0.015504,33.940834,0.153374,34.101897,-0.1610629,34.101897,-0.1610629
sn2001cz,0.015554,33.994274,0.153417,34.10897,-0.11469609,34.10897,-0.11469609
sn1999aa,0.015573,34.202002,0.153276,34.111653,0.090349803,34.111653,0.090349803
sn1994s,0.015664,34.062095,0.154751,34.124453,-0.062358415,34.124453,-0.062358415
sn2004ey,0.015678,34.159785,0.151905,34.126416,0.033368567,34.126416,0.033368567
sn2001v,0.015791,33.855547,0.152742,34.142196,-0.28664948,34.142196,-0.28664948
sn2006td,0.015999,34.303185,0.153171,34.170953,0.13223285,34.170953,0.13223285
sn1996bv,0.016966,34.007209,0.153258,34.299967,-0.29275782,34.299967,-0.29275782
sn2006ax,0.017387,34.395547,0.148936,34.353881,0.0416665,34.353881,0.0416665
sn1998v,0.01745,34.146628,0.150702,34.361837,-0.21520899,34.361837,-0.21520899
sn2000dk,0.017483,34.199729,0.150122,34.365994,-0.16626452,34.365994,-0.16626452
sn1998ef,0.017672,33.973923,0.150611,34.389651,-0.41572862,34.389651,-0.41572862
sn2007ci,0.018599,34.476068,0.149282,34.502183,-0.026114704,34.502183,-0.026114704
sn1992bo,0.018902,34.68293,0.149087,34.537767,0.14516302,34.537767,0.14516302
sn2002kf,0.019581,34.742169,0.147459,34.615509,0.12666082,34.615509,0.12666082
sn2006ej,0.02039,34.748902,0.147727,34.704737,0.044165167,34.704737,0.044165167
sn2005ki,0.020396,34.69654,0.145393,34.705385,-0.0088449363,34.705385,-0.0088449363
sn1992bc,0.020792,34.611741,0.14683,34.747785,-0.13604391,34.747785,-0.13604391
sn2003w,0.020997,34.619272,0.145587,34.769423,-0.15015106,34.769423,-0.15015106
sn2002jy,0.021541,35.043998,0.145405,34.825849,0.21814824,34.825849,0.21814824
sn2007bc,0.021706,34.823241,0.146331,34.842687,-0.019445528,34.842687,-0.019445528
sn2006bq,0.021956,34.890393,0.145024,34.86796,0.022433463,34.86796,0.022433463
sn2008bf,0.022068,34.948236,0.144685,34.87919,0.069046207,34.87919,0.069046207
sn1995ak,0.022399,34.68654,0.149213,34.912055,-0.22551512,34.912055,-0.22551512
sn2006et,0.022466,34.775523,0.145994,34.918649,-0.14312578,34.918649,-0.14312578
sn2006mp,0.022629,35.162767,0.145184,34.934611,0.22815609,34.934611,0.22815609
sn2006ar,0.02298,35.101878,0.145076,34.968603,0.13327496,34.968603,0.13327496
sn2006cp,0.023321,34.824838,0.144025,35.001141,-0.17630334,35.001141,-0.17630334
sn2000ca,0.02336,34.999952,0.144317,35.004833,-0.0048806928,35.004833,-0.0048806928
sn2006ac,0.023471,35.012156,0.143695,35.015306,-0.0031499601,35.015306,-0.0031499601
sn2000cn,0.023552,34.97956,0.144309,35.022918,-0.043358405,35.022918,-0.043358405
sn2007f,0.02381,35.204577,0.144315,35.046994,0.15758295,35.046994,0.15758295
sn2007qe,0.023867,35.063685,0.14435,35.052278,0.011406558,35.052278,0.011406558
sn1993h,0.023909,35.098082,0.145547,35.056164,0.041917809,35.056164,0.041917809
sn2006sr,0.024159,35.023661,0.14338,35.079156,-0.05549459,35.079156,-0.05549459
sn2005bg,0.024586,35.073339,0.142334,35.117891,-0.044551897,35.117891,-0.044551897
sn2002he,0.024725,35.193717,0.145176,35.130357,0.063359744,35.130357,0.063359744
sn2002bf,0.024746,34.819134,0.147523,35.132235,-0.31310044,35.132235,-0.31310044
sn1994m,0.024951,34.970533,0.145319,35.150481,-0.17994743,35.150481,-0.17994743
sn1992ag,0.025198,34.99283,0.148276,35.17227,-0.17943959,35.17227,-0.17943959
sn2007cq,0.025468,34.943635,0.143429,35.19585,-0.25221493,35.19585,-0.25221493
sn2005ms,0.026567,35.377692,0.142099,35.28936,0.088331948,35.28936,0.088331948
sn1999gp,0.026677,35.353986,0.142999,35.29851,0.055476611,35.29851,0.055476611
