ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_LambdaCDM_tt,residual_LambdaCDM_tt,Dl_LambdaCDM_te,residual_LambdaCDM_te,Dl_LambdaCDM_ee,residual_LambdaCDM_ee
97,2484.46,-19.0476,0.57472,2860.3,-375.843,-23.6135,4.56595,0.801516,-0.226796,2860.3,-375.843,-23.6135,4.56595,0.801516,-0.226796
104,2951.15,-28.1287,0.830793,3104.81,-153.653,-28.7795,0.650803,0.916304,-0.0855102,3104.81,-153.653,-28.7795,0.650803,0.916304,-0.0855102
113,3221.96,-31.7919,0.924375,3433.98,-212.019,-35.3287,3.53673,1.0482,-0.123822,3433.98,-212.019,-35.3287,3.53673,1.0482,-0.123822
122,3382.73,-35.701,1.11192,3774.94,-392.209,-41.3656,5.66463,1.15266,-0.0407445,3774.94,-392.209,-41.3656,5.66463,1.15266,-0.0407445
131,3592.1,-41.5613,1.10666,4121.73,-529.627,-46.4517,4.89048,1.22078,-0.114122,4121.73,-529.627,-46.4517,4.89048,1.22078,-0.114122
140,4229.84,-43.6625,1.09668,4467.63,-237.789,-50.1722,6.50971,1.24658,-0.149897,4467.63,-237.789,-50.1722,6.50971,1.24658,-0.149897
149,4251.39,-45.0365,1.00578,4805.49,-554.105,-52.1613,7.12477,1.22831,-0.222524,4805.49,-554.105,-52.1613,7.12477,1.22831,-0.222524
158,4778.71,-49.241,1.07943,5126.27,-347.56,-52.1023,2.86139,1.16873,-0.0892979,5126.27,-347.56,-52.1023,2.86139,1.16873,-0.0892979
167,4844.8,-45.9645,0.855441,5422.91,-578.112,-49.7755,3.81102,1.07576,-0.220319,5422.91,-578.112,-49.7755,3.81102,1.07576,-0.220319
176,5120.63,-43.3901,0.96559,5687.47,-566.843,-45.0486,1.65852,0.962282,0.0033072,5687.47,-566.843,-45.0486,1.65852,0.962282,0.0033072
185,5373.97,-30.3906,0.835251,5913.03,-539.062,-37.8922,7.50157,0.845938,-0.0106871,5913.03,-539.062,-37.8922,7.50157,0.845938,-0.0106871
194,5542.7,-18.1436,0.793541,6093.49,-550.793,-28.3876,10.244,0.748664,0.0448763,6093.49,-550.793,-28.3876,10.244,0.748664,0.0448763
203,5446.22,-7.21464,0.694054,6223.8,-777.58,-16.7188,9.50421,0.695425,-0.00137052,6223.8,-777.58,-16.7188,9.50421,0.695425,-0.00137052
212,5636.34,2.53847,0.877642,6299.29,-662.952,-3.1737,5.71217,0.713001,0.164642,6299.29,-662.952,-3.1737,5.71217,0.713001,0.164642
221,5816.48,17.9047,0.874199,6319.07,-502.589,11.8523,6.05243,0.828558,0.0456408,6319.07,-502.589,11.8523,6.05243,0.828558,0.0456408
230,5684.66,26.6053,1.23818,6282.54,-597.888,27.8937,-1.2884,1.06796,0.170219,6282.54,-597.888,27.8937,-1.2884,1.06796,0.170219
239,5776.16,46.2991,1.78071,6190.5,-414.345,44.4336,1.86545,1.45406,0.326648,6190.5,-414.345,44.4336,1.86545,1.45406,0.326648
248,5435.47,50.6637,2.10983,6045.09,-609.628,60.918,-10.2543,2.00523,0.1046,6045.09,-609.628,60.918,-10.2543,2.00523,0.1046
257,5228,71.5358,3.13386,5849.89,-621.895,76.7782,-5.24245,2.73378,0.400089,5849.89,-621.895,76.7782,-5.24245,2.73378,0.400089
266,5090.29,86.4306,3.86066,5609.93,-519.636,91.4463,-5.0157,3.64437,0.216292,5609.93,-519.636,91.4463,-5.0157,3.64437,0.216292
275,5096.49,106.963,5.31265,5332.39,-235.901,104.397,2.56523,4.73367,0.578975,5332.39,-235.901,104.397,2.56523,4.73367,0.578975
284,4546.18,102.707,5.82483,5024.48,-478.299,115.148,-12.4411,5.9896,-0.164775,5024.48,-478.299,115.148,-12.4411,5.9896,-0.164775
293,4371.25,117.073,8.21385,4694.44,-323.187,123.288,-6.21538,7.39139,0.822464,4694.44,-323.187,123.288,-6.21538,7.39139,0.822464
302,3935.72,117.089,9.31107,4350.38,-414.666,128.477,-11.3876,8.90904,0.402022,4350.38,-414.666,128.477,-11.3876,8.90904,0.402022
311,3649.99,119.046,10.9594,4000.85,-350.859,130.502,-11.4557,10.5061,0.453348,4000.85,-350.859,130.502,-11.4557,10.5061,0.453348
320,3411.94,112.762,12.6384,3654.25,-242.306,129.274,-16.5122,12.1395,0.498926,3654.25,-242.306,129.274,-16.5122,12.1395,0.498926
329,3173.93,117.149,15.1816,3318.56,-144.629,124.814,-7.66462,13.7609,1.42061,3318.56,-144.629,124.814,-7.66462,13.7609,1.42061
338,2842.13,105.901,16.0657,3001.16,-159.024,117.249,-11.3483,15.3187,0.746981,3001.16,-159.024,117.249,-11.3483,15.3187,0.746981
347,2498.24,86.2064,16.2208,2708.63,-210.392,106.828,-20.6214,16.7607,-0.539922,2708.63,-210.392,106.828,-20.6214,16.7607,-0.539922
356,2358.31,79.8487,18.6902,2446.23,-87.9189,93.8614,-14.0127,18.0342,0.655977,2446.23,-87.9189,93.8614,-14.0127,18.0342,0.655977
365,2186.33,61.0311,18.5056,2218.55,-32.2248,78.818,-17.7869,19.0961,-0.590468,2218.55,-32.2248,78.818,-17.7869,19.0961,-0.590468
374,2038.68,46.4875,21.0827,2028.39,10.2899,62.2068,-15.7194,19.9045,1.17825,2028.39,10.2899,62.2068,-15.7194,19.9045,1.17825
383,1891.76,31.557,21.4257,1877.39,14.365,44.6057,-13.0487,20.428,0.997622,1877.39,14.365,44.6057,-13.0487,20.428,0.997622
392,1787.59,19.7448,22.3593,1766.11,21.4772,26.605,-6.86023,20.6443,1.71503,1766.11,21.4772,26.605,-6.86023,20.6443,1.71503
401,1734.58,-0.544681,21.1747,1693.75,40.832,8.82043,-9.36511,20.5461,0.628577,1693.75,40.832,8.82043,-9.36511,20.5461,0.628577
410,1738.05,-21.8916,21.0336,1658.62,79.4322,-8.1585,-13.7331,20.1343,0.899336,1658.62,79.4322,-8.1585,-13.7331,20.1343,0.899336
419,1731.61,-35.0666,19.2941,1657.37,74.2343,-23.779,-11.2876,19.425,-0.130964,1657.37,74.2343,-23.779,-11.2876,19.425,-0.130964
428,1770.01,-48.4463,19.1288,1686.13,83.8836,-37.5493,-10.897,18.4447,0.684126,1686.13,83.8836,-37.5493,-10.897,18.4447,0.684126
437,1770.68,-61.9365,19.3346,1740.04,30.6335,-49.0646,-12.8719,17.2356,2.09896,1740.04,30.6335,-49.0646,-12.8719,17.2356,2.09896
446,1856.79,-62.1436,17.3252,1814.14,42.6489,-57.9995,-4.14409,15.8491,1.4761,1814.14,42.6489,-57.9995,-4.14409,15.8491,1.4761
455,2045.9,-74.4981,15.4382,1902.77,143.135,-64.1285,-10.3696,14.3455,1.0927,1902.77,143.135,-64.1285,-10.3696,14.3455,1.0927
464,2224.7,-80.0589,14.5813,2000.31,224.391,-67.3352,-12.7237,12.7903,1.79097,2000.31,224.391,-67.3352,-12.7237,12.7903,1.79097
473,2178.24,-75.3658,11.5893,2101.54,76.7052,-67.6566,-7.70921,11.2561,0.333117,2101.54,76.7052,-67.6566,-7.70921,11.2561,0.333117
482,2323.36,-71.9894,11.4556,2201.02,122.336,-65.2123,-6.77717,9.81541,1.64017,2201.02,122.336,-65.2123,-6.77717,9.81541,1.64017
491,2418.7,-71.1199,10.3049,2294.07,124.627,-60.2355,-10.8844,8.54072,1.76419,2294.07,124.627,-60.2355,-10.8844,8.54072,1.76419
500,2447.25,-59.624,8.30294,2376.47,70.7815,-53.0554,-6.56861,7.5,0.802945,2376.47,70.7815,-53.0554,-6.56861,7.5,0.802945
509,2577.77,-47.175,8.22746,2444.51,133.261,-44.0834,-3.09162,6.75503,1.47243,2444.51,133.261,-44.0834,-3.09162,6.75503,1.47243
518,2558.51,-42.4169,7.35097,2496.05,62.4603,-33.8133,-8.6036,6.3569,0.994068,2496.05,62.4603,-33.8133,-8.6036,6.3569,0.994068
527,2579.22,-23.0411,6.50428,2529.21,50.0038,-22.7744,-0.266708,6.34356,0.160722,2529.21,50.0038,-22.7744,-0.266708,6.34356,0.160722
536,2523.98,-18.6287,6.71246,2543.21,-19.2331,-11.5194,-7.10924,6.73907,-0.026604,2543.21,-19.2331,-11.5194,-7.10924,6.73907,-0.026604
545,2519.15,-1.43395,8.58876,2538.18,-19.032,-0.624619,-0.809329,7.55288,1.03588,2538.18,-19.032,-0.624619,-0.809329,7.55288,1.03588
554,2566.59,3.55431,8.51755,2514.95,51.6382,9.36318,-5.80886,8.77874,-0.261192,2514.95,51.6382,9.36318,-5.80886,8.77874,-0.261192
563,2545.99,11.5793,10.6431,2475.27,70.7203,17.9355,-6.35625,10.3942,0.248963,2475.27,70.7203,17.9355,-6.35625,10.3942,0.248963
572,2409.8,18.6254,11.8913,2421.44,-11.6346,24.6486,-6.02324,12.3621,-0.470766,2421.44,-11.6346,24.6486,-6.02324,12.3621,-0.470766
581,2410.13,26.5374,15.4975,2356.22,53.9064,29.1491,-2.61172,14.63,0.867483,2356.22,53.9064,29.1491,-2.61172,14.63,0.867483
590,2373.46,26.8724,15.2827,2283.22,90.2387,31.1664,-4.294,17.1323,-1.84961,2283.22,90.2387,31.1664,-4.294,17.1323,-1.84961
599,2206.46,28.2947,18.225,2206.02,0.448778,30.5112,-2.21653,19.792,-1.56694,2206.02,0.448778,30.5112,-2.21653,19.792,-1.56694
608,2119.7,32.2515,22.1034,2128.14,-8.4392,27.1055,5.14607,22.5237,-0.420265,2128.14,-8.4392,27.1055,5.14607,22.5237,-0.420265
617,2135.45,23.9273,25.8934,2053.09,82.3631,20.9937,2.93358,25.2401,0.653268,2053.09,82.3631,20.9937,2.93358,25.2401,0.653268
626,1951.2,10.8452,25.9867,1984.33,-33.1347,12.3422,-1.49697,27.8562,-1.86952,1984.33,-33.1347,12.3422,-1.49697,27.8562,-1.86952
635,1938.19,7.54114,30.1719,1924.98,13.2104,1.407,6.13413,30.2856,-0.113689,1924.98,13.2104,1.407,6.13413,30.2856,-0.113689
644,1859.9,-5.033,32.9222,1877.7,-17.7979,-11.4676,6.43456,32.4451,0.477088,1877.7,-17.7979,-11.4676,6.43456,32.4451,0.477088
653,1847.08,-15.3753,32.8238,1844.66,2.42829,-25.8511,10.4758,34.2569,-1.43311,1844.66,2.42829,-25.8511,10.4758,34.2569,-1.43311
662,1848.18,-29.9359,34.7378,1827.43,20.75,-41.2513,11.3153,35.6629,-0.925163,1827.43,20.75,-41.2513,11.3153,35.6629,-0.925163
671,1814.96,-56.9826,36.3808,1826.8,-11.8475,-57.1378,0.155133,36.6177,-0.236857,1826.8,-11.8475,-57.1378,0.155133,36.6177,-0.236857
680,1760.56,-66.7884,36.6042,1842.92,-82.3524,-72.9551,6.16676,37.0898,-0.485674,1842.92,-82.3524,-72.9551,6.16676,37.0898,-0.485674
689,1822.41,-80.806,38.1163,1875.22,-52.8171,-88.1273,7.32131,37.0603,1.05604,1875.22,-52.8171,-88.1273,7.32131,37.0603,1.05604
698,1884.92,-94.2074,38.9399,1922.68,-37.7618,-102.105,7.89803,36.5386,2.40135,1922.68,-37.7618,-102.105,7.89803,36.5386,2.40135
707,1891,-99.954,36.5131,1983.54,-92.539,-114.359,14.4047,35.5453,0.967789,1983.54,-92.539,-114.359,14.4047,35.5453,0.967789
716,1908.77,-113.946,36.4293,2055.51,-146.738,-124.438,10.4924,34.1192,2.31012,2055.51,-146.738,-124.438,10.4924,34.1192,2.31012
725,1994.29,-122.488,33.4393,2135.82,-141.532,-131.959,9.47056,32.3103,1.12901,2135.82,-141.532,-131.959,9.47056,32.3103,1.12901
734,2050.06,-127.683,32.2593,2221.73,-171.671,-136.653,8.96975,30.1914,2.06792,2221.73,-171.671,-136.653,8.96975,30.1914,2.06792
743,2184.75,-130.614,27.6853,2309.95,-125.198,-138.302,7.68878,27.8421,-0.156734,2309.95,-125.198,-138.302,7.68878,27.8421,-0.156734
752,2260,-131.217,27.3087,2396.88,-136.875,-136.792,5.57459,25.356,1.95271,2396.88,-136.875,-136.792,5.57459,25.356,1.95271
761,2344.61,-126.704,24.6929,2479.21,-134.601,-132.133,5.42889,22.8278,1.86513,2479.21,-134.601,-132.133,5.42889,22.8278,1.86513
770,2348.38,-117.03,21.1035,2554.13,-205.747,-124.442,7.41208,20.3522,0.751267,2554.13,-205.747,-124.442,7.41208,20.3522,0.751267
779,2350.93,-109.053,19.3843,2618.35,-267.419,-113.918,4.86495,18.0226,1.36172,2618.35,-267.419,-113.918,4.86495,18.0226,1.36172
788,2481.01,-104.286,19.3659,2669.78,-188.766,-100.91,-3.37545,15.9288,3.43701,2669.78,-188.766,-100.91,-3.37545,15.9288,3.43701
797,2466.93,-89.1184,17.3212,2705.74,-238.811,-85.7605,-3.35794,14.1537,3.16746,2705.74,-238.811,-85.7605,-3.35794,14.1537,3.16746
806,2493.81,-77.0153,16.1542,2724.86,-231.056,-68.9862,-8.02916,12.7737,3.38047,2724.86,-231.056,-68.9862,-8.02916,12.7737,3.38047
815,2552.73,-64.7342,14.1638,2725.65,-172.919,-51.0485,-13.6858,11.8452,2.31856,2725.65,-172.919,-51.0485,-13.6858,11.8452,2.31856
824,2521.81,-49.9835,12.1229,2708.1,-186.295,-32.5168,-17.4667,11.4059,0.716923,2708.1,-186.295,-32.5168,-17.4667,11.4059,0.716923
833,2495.02,-27.9085,11.6282,2671.92,-176.908,-13.9194,-13.9891,11.4798,0.148422,2671.92,-176.908,-13.9194,-13.9891,11.4798,0.148422
842,2505.47,-17.8662,13.3085,2617.9,-112.433,4.16358,-22.0298,12.073,1.23546,2617.9,-112.433,4.16358,-22.0298,12.073,1.23546
851,2383.14,3.01617,13.0309,2547.24,-164.096,21.1783,-18.1622,13.1692,-0.138254,2547.24,-164.096,21.1783,-18.1622,13.1692,-0.138254
860,2355.55,13.7369,15.4091,2461.18,-105.634,36.6382,-22.9013,14.742,0.667088,2461.18,-105.634,36.6382,-22.9013,14.742,0.667088
869,2237.42,27.841,16.3651,2362.41,-124.991,50.1063,-22.2653,16.7402,-0.375123,2362.41,-124.991,50.1063,-22.2653,16.7402,-0.375123
878,2168.28,41.3423,17.5279,2252.81,-84.5318,61.2459,-19.9036,19.1077,-1.57979,2252.81,-84.5318,61.2459,-19.9036,19.1077,-1.57979
887,2073.72,49.2007,22.0617,2135.42,-61.7031,69.7646,-20.5639,21.7608,0.300853,2135.42,-61.7031,69.7646,-20.5639,21.7608,0.300853
896,1948.82,55.0267,24.2907,2012.73,-63.9085,75.4192,-20.3925,24.6189,-0.328226,2012.73,-63.9085,75.4192,-20.3925,24.6189,-0.328226
905,1843.37,57.821,23.2827,1887.7,-44.331,78.1475,-20.3265,27.5802,-4.29743,1887.7,-44.331,78.1475,-20.3265,27.5802,-4.29743
914,1745.6,67.5475,29.1072,1763.45,-17.847,77.9194,-10.3719,30.5464,-1.4392,1763.45,-17.847,77.9194,-10.3719,30.5464,-1.4392
923,1619.45,56.6996,31.4781,1642.62,-23.1657,74.8156,-18.116,33.4288,-1.95064,1642.62,-23.1657,74.8156,-18.116,33.4288,-1.95064
932,1562.39,54.4174,35.4116,1527.68,34.717,69.0314,-14.6139,36.1347,-0.723051,1527.68,34.717,69.0314,-14.6139,36.1347,-0.723051
941,1437.55,50.1516,37.4935,1421.02,16.5219,60.8384,-10.6868,38.5734,-1.07988,1421.02,16.5219,60.8384,-10.6868,38.5734,-1.07988
950,1342.39,41.3038,37.058,1324.64,17.7438,50.5552,-9.2514,40.6594,-3.60145,1324.64,17.7438,50.5552,-9.2514,40.6594,-3.60145
959,1285.75,33.7705,39.3482,1240.19,45.5662,38.5681,-4.79755,42.3215,-2.97333,1240.19,45.5662,38.5681,-4.79755,42.3215,-2.97333
968,1232.84,20.9026,40.3395,1168.79,64.0542,25.3119,-4.40929,43.5116,-3.17207,1168.79,64.0542,25.3119,-4.40929,43.5116,-3.17207
977,1129.03,9.81707,40.4442,1111.09,17.9447,11.2507,-1.43367,44.1966,-3.75238,1111.09,17.9447,11.2507,-1.43367,44.1966,-3.75238
986,1103.57,-0.29649,38.6279,1067.29,36.2814,-3.1436,2.84711,44.3591,-5.73119,1067.29,36.2814,-3.1436,2.84711,44.3591,-5.73119
995,1087.32,-14.7591,42.2792,1037.26,50.0583,-17.4187,2.6596,43.9953,-1.71609,1037.26,50.0583,-17.4187,2.6596,43.9953,-1.71609
1004,1024.83,-37.3546,40.1553,1020.52,4.30873,-31.1043,-6.25033,43.1133,-2.95795,1020.52,4.30873,-31.1043,-6.25033,43.1133,-2.95795
1013,1079.48,-45.221,46.1332,1015.93,63.5526,-43.7351,-1.48598,41.7445,4.3887,1015.93,63.5526,-43.7351,-1.48598,41.7445,4.3887
1022,1032.41,-48.6768,42.9829,1022.29,10.1161,-55.0168,6.34005,39.9473,3.03562,1022.29,10.1161,-55.0168,6.34005,39.9473,3.03562
1031,1040.79,-54.6481,39.2361,1037.95,2.84013,-64.5891,9.94103,37.7699,1.4662,1037.95,2.84013,-64.5891,9.94103,37.7699,1.4662
1040,1055.91,-59.1628,36.5526,1061.19,-5.2856,-72.253,13.0902,35.295,1.25763,1061.19,-5.2856,-72.253,13.0902,35.295,1.25763
1049,1081.98,-73.5188,35.8932,1089.92,-7.94363,-77.7762,4.25742,32.6008,3.29239,1089.92,-7.94363,-77.7762,4.25742,32.6008,3.29239
1058,1129.81,-82.3317,37.0442,1122.19,7.61439,-81.0841,-1.24767,29.7708,7.27342,1122.19,7.61439,-81.0841,-1.24767,29.7708,7.27342
1067,1122.39,-80.9655,28.6378,1156,-33.6064,-82.1597,1.19429,26.9064,1.73137,1156,-33.6064,-82.1597,1.19429,26.9064,1.73137
1076,1153.29,-78.7501,25.1823,1189.46,-36.1772,-81.0631,2.31302,24.0876,1.09474,1189.46,-36.1772,-81.0631,2.31302,24.0876,1.09474
1085,1217.71,-73.3497,20.9454,1220.76,-3.05407,-77.9299,4.58024,21.402,-0.456634,1220.76,-3.05407,-77.9299,4.58024,21.402,-0.456634
1094,1216.98,-76.2582,25.9907,1248.2,-31.2196,-72.9477,-3.31049,18.9305,7.06021,1248.2,-31.2196,-72.9477,-3.31049,18.9305,7.06021
1103,1211.44,-56.3317,16.4541,1270.3,-58.8623,-66.3798,10.0481,16.7504,-0.296243,1270.3,-58.8623,-66.3798,10.0481,16.7504,-0.296243
1112,1213.36,-55.9813,15.7459,1285.93,-72.5665,-58.5237,2.54231,14.9234,0.822419,1285.93,-72.5665,-58.5237,2.54231,14.9234,0.822419
1121,1246.29,-48.5737,15.3649,1294.34,-48.0439,-49.7066,1.13295,13.495,1.8699,1294.34,-48.0439,-49.7066,1.13295,13.495,1.8699
1130,1237.54,-42.9851,15.5914,1294.99,-57.4542,-40.276,-2.70916,12.4969,3.09443,1294.99,-57.4542,-40.276,-2.70916,12.4969,3.09443
1139,1215.83,-47.6841,13.6421,1287.75,-71.9181,-30.6056,-17.0785,11.9486,1.69352,1287.75,-71.9181,-30.6056,-17.0785,11.9486,1.69352
1148,1212.52,-23.673,13.5995,1272.63,-60.1028,-21.0634,-2.60954,11.8532,1.7463,1272.63,-60.1028,-21.0634,-2.60954,11.8532,1.7463
1157,1220.58,-15.6744,14.5019,1249.94,-29.3554,-12.009,-3.66532,12.199,2.30288,1249.94,-29.3554,-12.009,-3.66532,12.199,2.30288
1166,1159.29,-21.3026,9.18108,1220.41,-61.1222,-3.75474,-17.5478,12.9601,-3.77898,1220.41,-61.1222,-3.75474,-17.5478,12.9601,-3.77898
1175,1143.31,-13.603,10.5746,1184.96,-41.6526,3.43363,-17.0366,14.0968,-3.52219,1184.96,-41.6526,3.43363,-17.0366,14.0968,-3.52219
1184,1136.56,-5.79308,12.8028,1144.67,-8.11396,9.32658,-15.1197,15.5574,-2.75459,1144.67,-8.11396,9.32658,-15.1197,15.5574,-2.75459
1193,1086.25,-2.23866,12.7564,1100.73,-14.4802,13.7367,-15.9754,17.2788,-4.52236,1100.73,-14.4802,13.7367,-15.9754,17.2788,-4.52236
1202,1005.41,0.797025,23.1519,1054.5,-49.0876,16.5291,-15.7321,19.1884,3.96352,1054.5,-49.0876,16.5291,-15.7321,19.1884,3.96352
1211,975.189,6.31648,21.2917,1007.33,-32.1415,17.6334,-11.3169,21.2107,0.0810295,1007.33,-32.1415,17.6334,-11.3169,21.2107,0.0810295
1220,970.73,11.2854,18.0007,960.572,10.1586,17.0568,-5.77143,23.2735,-5.27286,960.572,10.1586,17.0568,-5.77143,23.2735,-5.27286
1229,906.514,0.795071,24.1192,915.491,-8.97685,14.8585,-14.0634,25.3026,-1.18345,915.491,-8.97685,14.8585,-14.0634,25.3026,-1.18345
1238,895.506,-1.70669,26.9876,873.327,22.1789,11.1588,-12.8655,27.2262,-0.238634,873.327,22.1789,11.1588,-12.8655,27.2262,-0.238634
1247,860.053,6.50815,28.9322,835.159,24.8948,6.11812,0.390031,28.9724,-0.0402115,835.159,24.8948,6.11812,0.390031,28.9724,-0.0402115
1256,805.618,-5.07351,28.2583,801.92,3.69787,-0.0598649,-5.01365,30.4748,-2.21653,801.92,3.69787,-0.0598649,-5.01365,30.4748,-2.21653
1265,777.489,-10.6252,32.123,774.325,3.16425,-7.13349,-3.49167,31.6852,0.437764,774.325,3.16425,-7.13349,-3.49167,31.6852,0.437764
1274,770.016,-6.18903,28.0386,752.807,17.209,-14.8416,8.65256,32.567,-4.52835,752.807,17.209,-14.8416,8.65256,32.567,-4.52835
1283,736.545,-25.4341,25.1459,737.62,-1.07494,-22.9015,-2.53258,33.0942,-7.94833,737.62,-1.07494,-22.9015,-2.53258,33.0942,-7.94833
1292,758.18,-27.8221,32.7948,728.787,29.3938,-31.0214,3.19925,33.2487,-0.45387,728.787,29.3938,-31.0214,3.19925,33.2487,-0.45387
1301,733.856,-31.3034,32.8301,726.15,7.70581,-38.9039,7.60055,33.0282,-0.198087,726.15,7.70581,-38.9039,7.60055,33.0282,-0.198087
1310,712.532,-45.6622,32.308,729.332,-16.7996,-46.2715,0.609394,32.4405,-0.132508,729.332,-16.7996,-46.2715,0.609394,32.4405,-0.132508
1319,718.903,-45.3274,37.0351,737.746,-18.843,-52.8879,7.56045,31.5069,5.52816,737.746,-18.843,-52.8879,7.56045,31.5069,5.52816
1328,723.408,-52.8192,22.7581,750.647,-27.2395,-58.5448,5.72558,30.264,-7.50595,750.647,-27.2395,-58.5448,5.72558,30.264,-7.50595
1337,757.937,-50.5695,32.7284,767.147,-9.21058,-63.0624,12.4928,28.7548,3.97365,767.147,-9.21058,-63.0624,12.4928,28.7548,3.97365
1346,737.666,-57.1386,25.6747,786.248,-48.5813,-66.295,9.15637,27.0308,-1.35614,786.248,-48.5813,-66.295,9.15637,27.0308,-1.35614
1355,765.134,-65.5484,22.1336,806.861,-41.7267,-68.1336,2.58515,25.1491,-3.01548,806.861,-41.7267,-68.1336,2.58515,25.1491,-3.01548
1364,776.923,-62.1891,20.8649,827.961,-51.0384,-68.5376,6.34859,23.1726,-2.30771,827.961,-51.0384,-68.5376,6.34859,23.1726,-2.30771
1373,777.362,-56.4015,13.9711,848.537,-71.1754,-67.5162,11.1146,21.1604,-7.18937,848.537,-71.1754,-67.5162,11.1146,21.1604,-7.18937
1382,773.981,-47.5995,19.7096,867.593,-93.6115,-65.1232,17.5237,19.1746,0.535074,867.593,-93.6115,-65.1232,17.5237,19.1746,0.535074
1391,806.044,-66.4348,18.9034,884.156,-78.1113,-61.4472,-4.98758,17.2747,1.62872,884.156,-78.1113,-61.4472,-4.98758,17.2747,1.62872
1400,830.177,-61.3485,26.3292,897.378,-67.2009,-56.6264,-4.72213,15.5209,10.8083,897.378,-67.2009,-56.6264,-4.72213,15.5209,10.8083
1409,822.186,-54.6345,5.1988,906.507,-84.3207,-50.8231,-3.81142,13.9647,-8.76594,906.507,-84.3207,-50.8231,-3.81142,13.9647,-8.76594
1418,818.106,-52.4991,20.0139,911.027,-92.9209,-44.224,-8.27504,12.6454,7.36855,911.027,-92.9209,-44.224,-8.27504,12.6454,7.36855
1427,796.252,-38.2634,20.0412,910.636,-114.384,-37.0451,-1.21838,11.5946,8.44658,910.636,-114.384,-37.0451,-1.21838,11.5946,8.44658
1436,803.463,-40.2416,13.1922,905.128,-101.665,-29.5122,-10.7294,10.835,2.35726,905.128,-101.665,-29.5122,-10.7294,10.835,2.35726
1445,798.655,-37.8014,10.43,894.424,-95.769,-21.8623,-15.9391,10.3801,0.0499036,894.424,-95.769,-21.8623,-15.9391,10.3801,0.0499036
1454,773.833,-26.0106,2.1953,878.577,-104.743,-14.334,-11.6766,10.2339,-8.03861,878.577,-104.743,-14.334,-11.6766,10.2339,-8.03861
1463,762.183,-21.7373,18.35,857.913,-95.7297,-7.15034,-14.587,10.3898,7.9602,857.913,-95.7297,-7.15034,-14.587,10.3898,7.9602
1472,749.532,-9.44394,12.4154,832.859,-83.3279,-0.499134,-8.9448,10.8301,1.58532,832.859,-83.3279,-0.499134,-8.9448,10.8301,1.58532
1481,738.185,2.7698,16.5295,803.972,-65.787,5.44576,-2.67596,11.5283,5.00116,803.972,-65.787,5.44576,-2.67596,11.5283,5.00116
1490,727.424,-4.9052,14.6158,771.944,-44.52,10.5315,-15.4367,12.4498,2.16594,771.944,-44.52,10.5315,-15.4367,12.4498,2.16594
