Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSF,residual_QRSF
05D1kl,0.558743,42.87907,0.092898,42.575386,0.30368381,42.742736,0.13633416
04D1hx,0.558746,42.443857,0.089573,42.5754,-0.13154281,42.74275,-0.29889279
05D1cc,0.562751,42.563852,0.090329,42.594175,-0.030323113,42.761964,-0.19811187
05D1dn,0.564741,42.574373,0.089709,42.603457,-0.029083834,42.771464,-0.19709072
05D2dt,0.575823,42.622597,0.091807,42.654593,-0.031996392,42.823816,-0.20121921
06D3et,0.576612,42.548631,0.090075,42.658199,-0.10956775,42.827508,-0.27887721
03D4gf,0.578292,42.558,0.090072,42.66586,-0.10786066,42.835354,-0.27735463
05D1dx,0.578745,42.561135,0.089343,42.667923,-0.10678709,42.837466,-0.27633082
05D3jq,0.5796,42.549007,0.08931,42.671811,-0.12280362,42.841448,-0.29244128
05D3gp,0.580604,42.693325,0.09835,42.67637,0.016955378,42.846118,-0.15279259
03D1aw,0.580724,42.83908,0.090132,42.676914,0.16216629,42.846675,-0.0075948646
04D1jg,0.582932,42.685053,0.09012,42.686912,-0.0018589375,42.856916,-0.17186274
05D4ej,0.58329,42.873994,0.090793,42.68853,0.18546365,42.858573,0.015420506
04D1kj,0.583743,42.611188,0.089495,42.690576,-0.079388132,42.860669,-0.24948107
04D1sa,0.583743,42.757778,0.091595,42.690576,0.067202161,42.860669,-0.10289078
05D1hm,0.585743,42.833794,0.092677,42.69959,0.13420395,42.869902,-0.036108852
05D4bf,0.587285,42.693483,0.091452,42.70652,-0.013036809,42.877002,-0.18351916
04D1oh,0.588721,42.650725,0.091211,42.712958,-0.062232913,42.883598,-0.23287318
03D4gg,0.59028,42.586162,0.092935,42.719931,-0.13376868,42.890742,-0.30458043
04D2mh,0.591835,42.589256,0.090444,42.726869,-0.1376123,42.897851,-0.30859511
05D3lr,0.600603,42.592308,0.094433,42.76567,-0.17336117,42.937617,-0.34530903
05D4ef,0.603272,42.864607,0.092267,42.777375,0.08723203,42.949617,-0.085009752
03D4dy,0.608261,42.760878,0.090819,42.799124,-0.038246058,42.971916,-0.21103742
05D2he,0.60986,42.798854,0.091831,42.80606,-0.0072060284,42.979027,-0.18017358
04D3do,0.610643,42.861051,0.090588,42.809449,0.051601321,42.982503,-0.12145251
03D1dt,0.610712,42.465879,0.092877,42.809748,-0.34386913,42.982809,-0.51693057
04D4an,0.611252,42.951574,0.095195,42.812083,0.13949105,42.985204,-0.033629896
05D1ck,0.615698,42.769514,0.092238,42.831236,-0.06172123,43.004847,-0.23533221
04D3co,0.620632,42.825478,0.093091,42.852338,-0.026859924,43.026493,-0.20101488
04D2an,0.621874,42.72454,0.092366,42.857625,-0.13308551,43.031917,-0.30737742
03D4dh,0.625233,42.729026,0.091453,42.871874,-0.14284785,43.046536,-0.31751019
04D4fx,0.627239,42.802545,0.092195,42.880349,-0.077803542,43.055233,-0.25268713
05D1cb,0.630699,42.711701,0.091576,42.894907,-0.18320575,43.070172,-0.358471
05D2ci,0.631882,42.281286,0.097524,42.899867,-0.61858088,43.075263,-0.79397664
03D4at,0.632234,42.975281,0.093125,42.901341,0.073939962,43.076776,-0.10149462
04D1pu,0.637701,42.503968,0.100758,42.924138,-0.42016947,43.100175,-0.59620723
05D4ag,0.638234,42.708074,0.097915,42.92635,-0.21827606,43.102447,-0.39437262
05D2ec,0.641893,43.018975,0.093291,42.941493,0.07748233,43.117993,-0.099017964
05D3ax,0.643642,42.943933,0.098759,42.948702,-0.0047694722,43.125395,-0.18146276
04D3cy,0.643646,42.892942,0.094148,42.948719,-0.05577647,43.125412,-0.2324702
05D3lb,0.647639,42.890834,0.09193,42.965108,-0.074273717,43.142242,-0.25140808
05D3kt,0.64864,42.786103,0.092708,42.969202,-0.18309836,43.146446,-0.36034319
04D1sk,0.662058,42.92459,0.093186,43.023504,-0.098914444,43.20223,-0.27763997
05D3hs,0.664638,43.18447,0.094448,43.033825,0.15064434,43.212836,-0.028365875
05D3mh,0.670654,43.026774,0.095777,43.057745,-0.03097107,43.237419,-0.21064505
03D1co,0.677662,43.337486,0.098356,43.085354,0.25213208,43.265801,0.071685033
05D2bt,0.681942,43.093016,0.094158,43.102082,-0.0090657711,43.283001,-0.18998485
06D3cc,0.683659,43.203449,0.115261,43.108765,0.094684167,43.289873,-0.086424245
04D4ic,0.685179,43.080358,0.0983,43.114667,-0.034309385,43.295943,-0.2155854
05D1ke,0.688656,43.020028,0.092298,43.128123,-0.10809452,43.309782,-0.28975388
06D3em,0.690652,42.857798,0.095502,43.135818,-0.27801962,43.317697,-0.459899
03D4cz,0.693165,43.071513,0.100242,43.145476,-0.07396247,43.327632,-0.25611883
04D4ib,0.697164,43.20406,0.093324,43.160776,0.043283393,43.343373,-0.13931364
06D4ba,0.698167,43.179661,0.101565,43.164601,0.015060515,43.347308,-0.16764703
05D4bj,0.699166,42.995502,0.094894,43.168405,-0.17290299,43.351222,-0.3557206
05D4cq,0.699169,43.258556,0.094016,43.168416,0.090139639,43.351234,-0.092678302
05D2ck,0.69996,43.115842,0.097048,43.171424,-0.05558278,43.35433,-0.23848786
04D1si,0.700631,42.962963,0.094362,43.173974,-0.21101128,43.356953,-0.39399028
04D4hu,0.701158,43.307463,0.094504,43.175974,0.13148895,43.359012,-0.051548095
04D2iu,0.701965,42.881871,0.100028,43.179035,-0.29716403,43.362161,-0.48028996
05D2le,0.701969,43.120664,0.095463,43.17905,-0.058386417,43.362177,-0.24151279
05D3gv,0.715652,43.128067,0.096706,43.230442,-0.10237501,43.415074,-0.28700766
05D3jh,0.71868,43.114277,0.094949,43.241688,-0.12741108,43.426653,-0.31237681
04D1aj,0.719626,43.107985,0.095665,43.245192,-0.13720697,43.430261,-0.32227674
05D4ev,0.72014,43.215209,0.098164,43.247094,-0.031884741,43.43222,-0.21701105
06D3gh,0.72068,43.216773,0.098773,43.249091,-0.032317427,43.434276,-0.21750312
06D3do,0.726679,43.257374,0.094974,43.271179,-0.013804831,43.457024,-0.19964999
06D3bz,0.727675,43.215658,0.099419,43.274829,-0.059170822,43.460784,-0.24512544
06D4bw,0.730128,43.012407,0.096543,43.283799,-0.27139173,43.470023,-0.45761585
04D1pp,0.733609,43.208172,0.094433,43.296478,-0.088306446,43.483085,-0.27491289
04D2gp,0.733996,43.50824,0.1029,43.297885,0.21035504,43.484533,0.0237061
05D2fq,0.734996,43.403144,0.095665,43.301515,0.10162941,43.488273,-0.085129332
05D1eo,0.735608,43.304036,0.096764,43.303734,0.00030201847,43.49056,-0.18652392
05D2ct,0.736007,43.172548,0.104933,43.30518,-0.13263133,43.492049,-0.31950107
05D3jk,0.73669,43.259919,0.093659,43.307653,-0.047733898,43.494598,-0.23467861
04D2ja,0.742008,43.820507,0.103483,43.326836,0.49367062,43.514364,0.30614234
04D3fq,0.742697,43.211895,0.097111,43.329312,-0.11741658,43.516916,-0.30502044
05D3jb,0.745665,43.297634,0.094967,43.339951,-0.042317055,43.52788,-0.23024641
04D2kr,0.746118,43.093092,0.095641,43.341571,-0.24847985,43.52955,-0.43645887
04D4im,0.7491,42.910163,0.096075,43.352214,-0.44205097,43.54052,-0.63035687
04D3ks,0.750681,43.04048,0.099406,43.35784,-0.3173603,43.546319,-0.50583945
04D3oe,0.756687,43.727246,0.095935,43.379109,0.34813738,43.568246,0.15900041
05D2nt,0.75903,43.411082,0.09556,43.387363,0.023719846,43.576756,-0.16567358
06D3gx,0.760691,43.435126,0.101218,43.393199,0.041927449,43.582774,-0.14764773
05D3mn,0.760698,43.193176,0.094664,43.393223,-0.20004727,43.582799,-0.38962322
05D4cn,0.761089,43.332429,0.09585,43.394595,-0.062165917,43.584214,-0.25178465
05D1if,0.76158,43.291607,0.096723,43.396317,-0.10471011,43.58599,-0.29438256
04D1qd,0.765588,43.282321,0.09633,43.410334,-0.12801318,43.600445,-0.31812396
04D1de,0.76659,43.678049,0.096641,43.413827,0.2642223,43.604047,0.07400198
05D3hh,0.766684,43.427868,0.103932,43.414155,0.013713153,43.604385,-0.17651744
04D4id,0.767075,43.882533,0.101187,43.415516,0.46701643,43.60579,0.27674309
04D1pc,0.768587,43.284981,0.097274,43.420776,-0.13579511,43.611215,-0.32623369
05D4bi,0.773081,43.681452,0.098805,43.43635,0.245102,43.62728,0.054172489
04D1jd,0.776594,43.159032,0.098366,43.448464,-0.28943204,43.639777,-0.48074506
05D4cs,0.78806,43.561544,0.096033,43.487638,0.073906261,43.680201,-0.11865687
03D4fd,0.789054,43.514773,0.099608,43.491008,0.023764963,43.683679,-0.16890642
04D1ks,0.796552,42.985147,0.098413,43.516298,-0.53115167,43.709786,-0.724639
03D1fq,0.798566,43.584978,0.101777,43.523053,0.061925051,43.716759,-0.13178124
05D3dh,0.800697,42.89614,0.098997,43.530181,-0.63404116,43.724119,-0.82797905
05D3ha,0.805695,43.141352,0.106396,43.546828,-0.40547662,43.741309,-0.59995731
05D3cx,0.805696,43.54754,0.09721,43.546832,0.00070867464,43.741312,-0.19377212
05D4gw,0.806041,43.404381,0.105158,43.547977,-0.1435965,43.742495,-0.33811474
05D4dy,0.808048,43.991993,0.101592,43.554631,0.43736178,43.749367,0.24262574
04D4dm,0.809032,43.398908,0.101626,43.557888,-0.15898025,43.752731,-0.35382305
04D3ny,0.81072,43.319459,0.105587,43.563465,-0.24400597,43.758491,-0.43903185
04D3mk,0.813696,43.764969,0.099177,43.573271,0.19169732,43.76862,-0.0036511655
04D3nc,0.817732,43.747459,0.101608,43.586515,0.16094404,43.782301,-0.034841652
06D2ce,0.822103,43.537252,0.104677,43.600787,-0.063534271,43.797045,-0.25979302
04D3lu,0.822697,43.731099,0.100111,43.602721,0.12837862,43.799044,-0.067944383
05D1cl,0.828528,43.943345,0.100853,43.621632,0.3217127,43.818585,0.1247594
05D4fg,0.837004,43.768646,0.100539,43.648893,0.11975269,43.846762,-0.078115332
04D2al,0.838126,43.483006,0.113632,43.652482,-0.16947633,43.850471,-0.36746529
Elvis,0.839734,43.46181,0.112754,43.657617,-0.19580712,43.855779,-0.39396937
05D4hn,0.840005,43.197607,0.103903,43.658481,-0.46087469,43.856673,-0.65906614
05D1az,0.840522,43.607144,0.101288,43.66013,-0.052985446,43.858377,-0.2512326
06D2ga,0.842123,43.6951,0.112024,43.665228,0.029871889,43.863648,-0.1685477
06D4ce,0.847985,43.832645,0.110575,43.683816,0.14882879,43.882867,-0.0502216
04D1hy,0.848509,43.675838,0.10052,43.685472,-0.0096337404,43.884578,-0.20874047
05D3kp,0.850729,43.818657,0.098855,43.692474,0.12618224,43.89182,-0.073163119
05D4dw,0.852994,43.554866,0.101921,43.699601,-0.14473455,43.899189,-0.34432324
05D1er,0.858507,43.497432,0.106173,43.71687,-0.2194375,43.91705,-0.41961788
04D1ff,0.858513,43.252618,0.101579,43.716888,-0.4642702,43.917069,-0.66445122
05D1iz,0.858516,44.064145,0.11645,43.716898,0.34724767,43.917079,0.14706633
04D4ii,0.863978,43.657487,0.1039,43.733901,-0.076414065,43.934668,-0.2771808
05D1em,0.864497,43.79925,0.102986,43.735511,0.063739062,43.936333,-0.13708325
03D1ew,0.866494,43.652949,0.106037,43.741698,-0.08874909,43.942734,-0.28978521
05D2nn,0.872152,43.980618,0.119167,43.759152,0.22146614,43.960793,0.019824888
04D4bk,0.877971,43.973804,0.103099,43.776988,0.19681627,43.979251,-0.0054463912
05D3cq,0.890729,43.813231,0.103551,43.815693,-0.0024619352,44.019315,-0.20608356
05D2by,0.893183,43.89875,0.106138,43.823076,0.075674272,44.026958,-0.12820819
03D4di,0.896944,43.849449,0.109618,43.834353,0.015096412,44.038635,-0.18918547
05D3ht,0.901736,44.064275,0.111342,43.848654,0.21562139,44.053444,0.010831231
04D3gx,0.910752,44.093128,0.112202,43.875361,0.21776699,44.081106,0.012022446
04D1ow,0.913473,43.886202,0.104751,43.883371,0.0028308507,44.089403,-0.20320122
05D2bw,0.92221,43.815627,0.117626,43.908932,-0.093304924,44.115886,-0.30025864
05D2ay,0.922221,43.56967,0.117413,43.908964,-0.33929435,44.115919,-0.54624923
03D4cy,0.924917,44.05598,0.125384,43.916803,0.13917648,44.124042,-0.068062296
05D2ob,0.92622,43.84699,0.111056,43.920584,-0.073594599,44.12796,-0.2809705
04D4jy,0.927909,44.175982,0.121275,43.925478,0.25050425,44.133031,0.042950688
04D4ih,0.931901,44.156423,0.111047,43.937008,0.21941503,44.144981,0.011441931
06D2cd,0.932229,43.790117,0.130385,43.937953,-0.14783658,44.145961,-0.35584414
04D4hf,0.9339,43.862922,0.126556,43.942764,-0.079841895,44.150947,-0.28802488
Vilas,0.935774,43.618621,0.119916,43.948149,-0.32952814,44.156529,-0.53790778
05D3la,0.936755,43.836807,0.108686,43.950964,-0.11415672,44.159446,-0.32263925
03D4cx,0.94689,43.32103,0.115036,43.979875,-0.65884552,44.189419,-0.86838915
04D1pd,0.948455,43.625089,0.112213,43.984312,-0.35922324,44.194019,-0.56893041
04D3ml,0.950763,44.237097,0.112327,43.990843,0.24625385,44.200791,0.03630565
04D4jw,0.958871,44.34431,0.125337,44.013663,0.33064712,44.224457,0.11985364
05D3km,0.96074,44.315234,0.112338,44.018897,0.29633697,44.229885,0.085348969
04D3nr,0.960751,43.581363,0.116274,44.018927,-0.43756448,44.229917,-0.64855363
Patuxent,0.970782,44.732088,0.118744,44.046845,0.68524306,44.258876,0.47321199
Ombo,0.97423,44.192459,0.118033,44.056376,0.13608292,44.268765,-0.076305466
05D2my,0.98328,43.992852,0.114718,44.081235,-0.088382592,44.294559,-0.3017068
04D1rx,0.983407,44.202384,0.114131,44.081582,0.120802,44.29492,-0.092535319
04D3lp,0.983777,43.807878,0.14188,44.082594,-0.27471589,44.295969,-0.48809141
04D1iv,0.99639,44.253642,0.112483,44.116849,0.13679304,44.331524,-0.077881527
06D4cl,0.997826,44.013808,0.115855,44.120722,-0.10691391,44.335544,-0.321736
04D3dd,1.002795,44.235108,0.13731,44.134081,0.10102732,44.349413,-0.11430467
Eagle,1.020807,44.380255,0.118836,44.181964,0.19829042,44.399137,-0.018882086
04D4dw,1.0288,44.23321,0.1248,44.202946,0.030264347,44.420931,-0.18772095
06D3en,1.060801,44.114142,0.132013,44.285364,-0.17122178,44.506578,-0.39243621
Gabi,1.12085,44.518694,0.121686,44.433567,0.08512757,44.660729,-0.14203474
Lancaster,1.230892,44.816045,0.128558,44.685671,0.13037435,44.923336,-0.10729134
Torngasek,1.265901,44.760726,0.128614,44.761152,-0.00042593784,45.002048,-0.24132215
Aphrodite,1.299106,44.804213,0.128055,44.830825,-0.026611839,45.074735,-0.27052176
