ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
32,1097.01,1.51224,0.0643557,1090.42,6.59191,1.93982,-0.42758,0.0273571,0.0369986,1094.4,2.61124,1.92718,-0.414941,0.0269441,0.0374117
37,1180.26,3.11711,0.0649424,1176.09,4.174,1.90059,1.21651,0.0449644,0.019978,1181.5,-1.23207,1.88896,1.22815,0.0442814,0.020661
42,1426.97,0.820244,0.0699042,1267.07,159.902,1.60664,-0.786397,0.0688267,0.00107752,1274.1,152.87,1.59585,-0.775609,0.0678428,0.00206136
47,1364.66,1.07013,0.141281,1361.94,2.7218,1.02627,0.0438588,0.0994805,0.0418001,1370.73,-6.06896,1.02351,0.0466184,0.0981137,0.0431668
52,1329.06,1.08312,0.146964,1461.43,-132.365,0.12481,0.958308,0.137507,0.00945743,1472.14,-143.074,0.123304,0.959814,0.135715,0.0112488
57,1607.2,-3.82399,0.193005,1565.21,41.9895,-1.10267,-2.72132,0.182954,0.0100503,1577.95,29.2452,-1.09702,-2.72697,0.180711,0.0122936
62,1663.41,-4.29778,0.296409,1674.44,-11.0217,-2.66941,-1.62837,0.235734,0.0606746,1689.31,-25.9003,-2.65835,-1.63943,0.233032,0.0633765
67,1838.4,-2.04066,0.331388,1788.8,49.6071,-4.56916,2.52849,0.295325,0.0360636,1805.91,32.4899,-4.55473,2.51407,0.292205,0.0391826
72,1974.24,-8.54866,0.356963,1908.3,65.9452,-6.78134,-1.76732,0.361036,-0.00407228,1927.75,46.4918,-6.76399,-1.78468,0.357564,-0.000601047
77,1765.67,-7.23417,0.448396,2034.55,-268.878,-9.29375,2.05959,0.431938,0.016458,2056.39,-290.719,-9.27899,2.04482,0.428229,0.0201671
82,2168.04,-9.89267,0.522364,2166.78,1.26256,-12.0622,2.16952,0.506624,0.0157391,2191.04,-23.0047,-12.0572,2.16448,0.502841,0.0195228
87,2330.99,-12.7208,0.489592,2305.16,25.838,-15.0453,2.32443,0.583617,-0.0940252,2331.94,-0.940875,-15.0542,2.3334,0.57998,-0.0903878
92,2446.65,-19.2047,0.789127,2448.66,-2.00638,-18.1889,-1.01574,0.661355,0.127771,2478.04,-31.3907,-18.216,-0.988677,0.658127,0.130999
97,2484.46,-19.0476,0.57472,2597.53,-113.075,-21.4387,2.39109,0.738036,-0.163316,2629.57,-145.109,-21.4924,2.44487,0.735501,-0.160781
104,2951.15,-28.1287,0.830793,2815.19,135.963,-26.0586,-2.07008,0.840133,-0.00933937,2851.02,100.129,-26.1667,-1.962,0.839087,-0.00829376
113,3221.96,-31.7919,0.924375,3108.55,113.415,-31.8495,0.0575582,0.955116,-0.0307411,3149.46,72.505,-32.0605,0.268582,0.956964,-0.0325899
122,3382.73,-35.701,1.11192,3412.65,-29.9173,-37.0871,1.38614,1.04287,0.069048,3458.89,-76.1636,-37.4423,1.74138,1.04869,0.0632281
131,3592.1,-41.5613,1.10666,3721.85,-129.751,-41.3598,-0.201466,1.0957,0.0109553,3773.72,-181.622,-41.9024,0.341191,1.10633,0.000328024
140,4229.84,-43.6625,1.09668,4029.9,199.935,-44.2827,0.620137,1.10898,-0.0122967,4087.72,142.121,-45.0561,1.39351,1.12488,-0.028197
149,4251.39,-45.0365,1.00578,4330.59,-79.2023,-45.5281,0.491538,1.0825,-0.0767205,4394.71,-143.318,-46.5709,1.53435,1.10345,-0.0976693
158,4778.71,-49.241,1.07943,4615.82,162.885,-44.8179,-4.42303,1.02062,0.0588048,4686.63,92.0799,-46.1626,-3.07836,1.04561,0.0338174
167,4844.8,-45.9645,0.855441,4879.21,-34.4188,-41.9647,-3.99978,0.932789,-0.0773475,4957.07,-112.276,-43.6325,-2.33199,0.959802,-0.104361
176,5120.63,-43.3901,0.96559,5113.37,7.25267,-36.8664,-6.52368,0.833376,0.132213,5198.6,-77.9732,-38.8658,-4.52432,0.859326,0.106264
185,5373.97,-30.3906,0.835251,5311.97,62.0022,-29.5231,-0.867478,0.741506,0.0937452,5404.82,-30.8472,-31.8478,1.45719,0.762146,0.0731049
194,5542.7,-18.1436,0.793541,5469.58,73.1191,-20.0439,1.9003,0.680507,0.113033,5570.2,-27.4996,-22.6677,4.52409,0.690213,0.103328
203,5446.22,-7.21464,0.694054,5581.86,-135.64,-8.63983,1.42519,0.67671,0.0173445,5690.28,-244.056,-11.5157,4.30106,0.668445,0.0256093
212,5636.34,2.53847,0.877642,5644.66,-8.324,4.38692,-1.84845,0.757494,0.120149,5760.74,-124.4,1.32507,1.2134,0.723363,0.15428
221,5816.48,17.9047,0.874199,5657.32,159.158,18.6461,-0.741458,0.949434,-0.0752351,5780.68,35.7962,15.4806,2.42405,0.881536,-0.00733657
230,5684.66,26.6053,1.23818,5619.46,65.1988,33.6795,-7.07424,1.27771,-0.0395241,5749.49,-64.8333,30.5087,-3.90339,1.16821,0.0699761
239,5776.16,46.2991,1.78071,5532.06,244.096,48.9772,-2.6781,1.76447,0.0162472,5667.9,108.253,45.9153,0.383815,1.6056,0.175116
248,5435.47,50.6637,2.10983,5397.49,37.9717,63.9921,-13.3284,2.42739,-0.317559,5538.05,-102.581,61.1694,-10.5057,2.21146,-0.101622
257,5228,71.5358,3.13386,5219.48,8.51915,78.1657,-6.6299,3.27789,-0.144024,5363.4,-135.406,75.7262,-4.19048,2.99746,0.136403
266,5090.29,86.4306,3.86066,5002.75,87.5454,90.964,-4.53343,4.31805,-0.457393,5148.54,-58.2427,89.0479,-2.61735,3.96765,-0.106994
275,5096.49,106.963,5.31265,4753.97,342.516,101.908,5.05487,5.54117,-0.228521,4899.97,196.52,100.643,6.31994,5.11805,0.194601
284,4546.18,102.707,5.82483,4479.85,66.3356,110.559,-7.85197,6.93177,-1.10694,4624.25,-78.0699,110.06,-7.35313,6.43591,-0.611083
293,4371.25,117.073,8.21385,4188.08,183.165,116.553,0.519912,8.4657,-0.251846,4328.96,42.2927,116.923,0.149775,7.89983,0.314023
302,3935.72,117.089,9.31107,3886.3,49.417,119.595,-2.50507,10.1096,-0.798524,4021.55,-85.8354,120.924,-3.83443,9.47917,-0.168107
311,3649.99,119.046,10.9594,3582.4,67.5853,119.517,-0.470685,11.8237,-0.864254,3709.9,-59.918,121.876,-2.82971,11.1368,-0.177393
320,3411.94,112.762,12.6384,3283.99,127.956,116.278,-3.51583,13.5619,-0.923501,3401.78,10.1649,119.702,-6.93982,12.8292,-0.190751
329,3173.93,117.149,15.1816,2998.17,175.762,109.944,7.20546,15.2729,-0.0913942,3104.48,69.4516,114.431,2.71824,14.5073,0.674267
338,2842.13,105.901,16.0657,2731.48,110.657,100.689,5.21124,16.902,-0.836328,2824.73,17.4039,106.201,-0.300403,16.1188,-0.0531574
347,2498.24,86.2064,16.2208,2489.64,8.59523,88.8096,-2.60317,18.394,-2.17325,2568.46,-70.2189,95.2698,-9.06337,17.6112,-1.39039
356,2358.31,79.8487,18.6902,2277.08,81.2303,74.6597,5.18901,19.6935,-1.00326,2340.28,18.0341,81.9563,-2.10763,18.931,-0.24075
365,2186.33,61.0311,18.5056,2097.67,88.6551,58.7294,2.30165,20.7566,-2.25103,2144.4,41.9251,66.7234,-5.69233,20.0341,-1.52852
374,2038.68,46.4875,21.0827,1953.58,85.0963,41.5345,4.95293,21.5428,-0.460114,1983.41,55.2697,50.0658,-3.57829,20.8779,0.20479
383,1891.76,31.557,21.4257,1845.84,45.9201,23.6587,7.89827,22.0217,-0.596079,1858.74,33.0214,32.5462,-0.98919,21.43,-0.00432695
392,1787.59,19.7448,22.3593,1774.36,13.2295,5.69864,14.0461,22.1719,0.187381,1770.72,16.8705,14.7405,5.0043,21.6668,0.692507
401,1734.58,-0.544681,21.1747,1737.72,-3.14409,-11.7239,11.1792,21.9874,-0.81269,1718.34,16.2361,-2.75048,2.2058,21.5803,-0.405597
410,1738.05,-21.8916,21.0336,1733.77,4.28577,-28.0236,6.13202,21.4708,-0.437188,1699.82,38.231,-19.352,-2.53961,21.1703,-0.1367
419,1731.61,-35.0666,19.2941,1759.06,-27.4508,-42.6819,7.61525,20.643,-1.34888,1711.98,19.6249,-34.5261,-0.540478,20.4526,-1.15853
428,1770.01,-48.4463,19.1288,1809.72,-39.7082,-55.2464,6.80014,19.5351,-0.406287,1751.19,18.8229,-47.7963,-0.650042,19.453,-0.324176
437,1770.68,-61.9365,19.3346,1880.91,-110.233,-65.352,3.41557,18.1946,1.14,1812.84,-42.1614,-58.7726,-3.16391,18.2134,1.12121
446,1856.79,-62.1436,17.3252,1967.65,-110.859,-72.7127,10.5691,16.6776,0.64757,1892.19,-35.4036,-67.1446,5.00098,16.7846,0.540628
455,2045.9,-74.4981,15.4382,2064.3,-18.3948,-77.1427,2.64459,15.0495,0.388657,1983.84,62.0597,-72.7014,-1.79669,15.2265,0.211676
464,2224.7,-80.0589,14.5813,2165.5,59.2007,-78.5698,-1.48912,13.3803,1.20103,2082.45,142.248,-75.3332,-4.72567,13.6054,0.975884
473,2178.24,-75.3658,11.5893,2266.5,-88.2548,-77.0792,1.71337,11.7464,-0.157118,2183.1,-4.86208,-75.077,-0.288802,11.9954,-0.406162
482,2323.36,-71.9894,11.4556,2362.34,-38.9788,-72.8387,0.849245,10.2243,1.23124,2280.68,42.675,-72.0519,0.0624475,10.4707,0.984922
491,2418.7,-71.1199,10.3049,2448.8,-30.1043,-66.1298,-4.99003,8.89075,1.41416,2370.81,47.8904,-66.4908,-4.62907,9.10536,1.19955
500,2447.25,-59.624,8.30294,2522.16,-74.9059,-57.33,-2.29404,7.81753,0.485412,2449.58,-2.32615,-58.7224,-0.901574,7.96909,0.333848
509,2577.77,-47.175,8.22746,2579.17,-1.39825,-46.8931,-0.281915,7.06956,1.1579,2513.56,64.2126,-49.1572,1.98212,7.1256,1.10186
