Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_USMFv2,residual_USMFv2
sn1999ac,0.01006,33.076313,0.174566,33.234781,-0.15846799,32.418754,0.65755923
sn2004s,0.010291,33.121922,0.173593,33.284461,-0.16253852,32.468545,0.65337775
sn1997do,0.01055,33.243687,0.17309,33.338867,-0.095179814,32.523071,0.72061565
sn2002dp,0.010888,33.394833,0.169021,33.407904,-0.013071137,32.59227,0.80256301
sn2006bh,0.011184,33.418357,0.166533,33.466639,-0.048282356,32.651146,0.76721075
sn2005al,0.012317,34.043068,0.16145,33.678055,0.36501353,32.863098,1.1799708
sn2001ep,0.013324,33.655632,0.158624,33.850366,-0.19473459,33.035888,0.61974356
sn1999dq,0.013533,33.4709,0.158393,33.884509,-0.41360894,33.07013,0.40077054
sn2002ha,0.013652,33.839835,0.157774,33.903717,-0.06388171,33.089394,0.75044166
sn2001bt,0.014151,33.705787,0.157186,33.982494,-0.27670698,33.168408,0.53737878
sn1997e,0.014256,33.855479,0.1564,33.998719,-0.14324069,33.184684,0.67079474
sn1992al,0.014411,33.837916,0.156643,34.022458,-0.18454146,33.208495,0.62942101
sn1999dk,0.01444,33.737233,0.157099,34.026871,-0.28963809,33.212922,0.5243109
sn2005bo,0.014467,33.887535,0.154784,34.030973,-0.14343766,33.217036,0.67049884
sn2001fe,0.014575,34.021211,0.155333,34.0473,-0.026089701,33.233416,0.78779476
sn2006n,0.0147,34.085762,0.155008,34.06605,0.019712604,33.252225,0.83353711
sn2005kc,0.01496,33.980505,0.153548,34.10455,-0.12404534,33.290848,0.68965673
sn2005el,0.015154,34.106559,0.153758,34.132847,-0.026288516,33.319239,0.78732025
sn2004eo,0.015469,33.821144,0.153515,34.178041,-0.3568976,33.364582,0.45656186
sn2001en,0.015482,33.99586,0.154168,34.179887,-0.18402629,33.366433,0.6294269
sn2001cn,0.015487,33.856674,0.153742,34.180596,-0.32392152,33.367145,0.48952926
sn2001bf,0.015504,33.940834,0.153374,34.183006,-0.24217219,33.369564,0.57127041
sn2001cz,0.015554,33.994274,0.153417,34.19008,-0.19580563,33.376661,0.61761303
sn1999aa,0.015573,34.202002,0.153276,34.192762,0.0092401285,33.379353,0.82264973
sn1994s,0.015664,34.062095,0.154751,34.205564,-0.14346905,33.392198,0.66989747
sn2004ey,0.015678,34.159785,0.151905,34.207527,-0.047742267,33.394167,0.76561767
sn2001v,0.015791,33.855547,0.152742,34.223309,-0.36776233,33.410002,0.44554489
sn2006td,0.015999,34.303185,0.153171,34.252066,0.051119521,33.438859,0.86432659
sn1996bv,0.016966,34.007209,0.153258,34.381089,-0.3738795,33.568341,0.43886769
sn2006ax,0.017387,34.395547,0.148936,34.435006,-0.039458713,33.622459,0.77308807
sn1998v,0.01745,34.146628,0.150702,34.442963,-0.29633502,33.630446,0.51618205
sn2000dk,0.017483,34.199729,0.150122,34.44712,-0.24739106,33.634619,0.56511052
sn1998ef,0.017672,33.973923,0.150611,34.470779,-0.49685654,33.658368,0.31555486
sn2007ci,0.018599,34.476068,0.149282,34.583318,-0.10725028,33.771349,0.70471948
sn1992bo,0.018902,34.68293,0.149087,34.618906,0.064023948,33.80708,0.87585026
sn2002kf,0.019581,34.742169,0.147459,34.696653,0.045516932,33.885151,0.85701879
sn2006ej,0.02039,34.748902,0.147727,34.785887,-0.036985574,33.974771,0.7741306
sn2005ki,0.020396,34.69654,0.145393,34.786536,-0.089995722,33.975423,0.72111758
sn1992bc,0.020792,34.611741,0.14683,34.828939,-0.21719815,34.018015,0.59372639
sn2003w,0.020997,34.619272,0.145587,34.850579,-0.23130743,34.039752,0.57951971
sn2002jy,0.021541,35.043998,0.145405,34.907011,0.13698689,34.096443,0.94755485
sn2007bc,0.021706,34.823241,0.146331,34.923849,-0.10060746,34.11336,0.70988098
sn2006bq,0.021956,34.890393,0.145024,34.949125,-0.058731621,34.138754,0.7516385
sn2008bf,0.022068,34.948236,0.144685,34.960355,-0.012119021,34.150039,0.79819687
sn1995ak,0.022399,34.68654,0.149213,34.993224,-0.30668391,34.183065,0.5034747
sn2006et,0.022466,34.775523,0.145994,34.999818,-0.2242946,34.189692,0.58583152
sn2006mp,0.022629,35.162767,0.145184,35.015781,0.14698633,34.205733,0.95703419
sn2006ar,0.02298,35.101878,0.145076,35.049776,0.052102121,34.239896,0.86198247
sn2006cp,0.023321,34.824838,0.144025,35.082317,-0.25747956,34.272599,0.55223841
sn2000ca,0.02336,34.999952,0.144317,35.086009,-0.086057002,34.27631,0.7236421
sn2006ac,0.023471,35.012156,0.143695,35.096483,-0.084326867,34.286837,0.72531888
sn2000cn,0.023552,34.97956,0.144309,35.104096,-0.12453608,34.294489,0.68507105
sn2007f,0.02381,35.204577,0.144315,35.128174,0.07640288,34.31869,0.88588695
sn2007qe,0.023867,35.063685,0.14435,35.133458,-0.069773779,34.324002,0.73968285
sn1993h,0.023909,35.098082,0.145547,35.137344,-0.039262816,34.327908,0.77017368
sn2006sr,0.024159,35.023661,0.14338,35.160339,-0.13667822,34.351022,0.67263967
sn2005bg,0.024586,35.073339,0.142334,35.199078,-0.12573923,34.389964,0.68337466
