Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSFv2,residual_QRSFv2
SDSS15508,0.13392,38.966034,0.111798,39.247304,-0.28126972,40.572499,-1.6064649
SDSS15234,0.13508,39.242322,0.113196,39.267443,-0.025121644,40.591944,-1.3496224
SDSS17629,0.13588,38.873391,0.113673,39.281238,-0.4078469,40.605261,-1.7318697
SDSS19775,0.13668,38.995995,0.113428,39.294956,-0.29896101,40.618502,-1.6225066
SDSS17366,0.13811,38.981395,0.112284,39.31929,-0.3378943,40.641984,-1.6605887
SDSS15171,0.13818,39.048423,0.11186,39.320475,-0.27205153,40.643128,-1.5947044
SDSS17208,0.13864,39.36218,0.119461,39.328248,0.033931362,40.650628,-1.2884482
SDSS12928,0.13868,39.066861,0.116765,39.328923,-0.26206225,40.651279,-1.5844181
SDSS1794,0.14139,39.200636,0.113002,39.374218,-0.17358258,40.694969,-1.4943335
SDSS14437,0.14265,39.13653,0.112226,39.395,-0.25846965,40.715007,-1.5784771
SDSS2635,0.1431,39.139085,0.112072,39.40238,-0.26329486,40.722122,-1.5830372
SDSS13796,0.1436,39.058163,0.111766,39.410554,-0.35239114,40.730002,-1.6718392
SDSS17497,0.14382,39.107025,0.111949,39.414142,-0.30711756,40.733461,-1.6264362
SDSS8921,0.14401,39.137892,0.114616,39.417237,-0.27934575,40.736444,-1.5985528
SDSS16073,0.14468,39.430541,0.112388,39.42812,0.0024214629,40.746933,-1.3163919
SDSS14024,0.14478,39.128046,0.114439,39.42974,-0.30169442,40.748495,-1.6204491
SDSS17605,0.14533,39.165471,0.119235,39.438633,-0.27316192,40.757065,-1.591594
SDSS11300,0.14547,38.873755,0.113737,39.440891,-0.56713564,40.759241,-1.8854856
SDSS21062,0.14564,39.482628,0.114307,39.443631,0.038997036,40.761881,-1.2792533
SDSS19940,0.14582,39.01236,0.112189,39.446528,-0.43416784,40.764673,-1.7523127
SDSS12930,0.14607,39.310932,0.117074,39.450547,-0.13961474,40.768545,-1.4576132
SDSS2308,0.148,39.305036,0.111944,39.481355,-0.1763197,40.798226,-1.4931903
SDSS21510,0.14839,39.153355,0.11378,39.487535,-0.33417939,40.804178,-1.6508226
SDSS16116,0.1486,39.394763,0.112448,39.490856,-0.096092812,40.807376,-1.4126135
SDSS13736,0.14901,39.262975,0.112283,39.497327,-0.23435211,40.813609,-1.550634
SDSS16206,0.15065,39.118932,0.113842,39.523046,-0.40411405,40.838375,-1.7194427
SDSS2031,0.15186,39.204258,0.112035,39.541854,-0.33759592,40.856481,-1.6522231
SDSS15132,0.15295,39.375366,0.111718,39.558675,-0.1833087,40.872672,-1.4973052
SDSS19353,0.15322,39.272281,0.113617,39.562825,-0.2905433,40.876665,-1.604384
SDSS18323,0.15363,39.448143,0.115274,39.569113,-0.12096985,40.882716,-1.4345738
SDSS17253,0.15463,39.371679,0.1715,39.584383,-0.21270321,40.89741,-1.5257305
SDSS5550,0.15473,39.335028,0.111655,39.585905,-0.25087656,40.898874,-1.5638462
SDSS18030,0.15506,39.511723,0.118308,39.59092,-0.079197266,40.9037,-1.391977
SDSS18740,0.15575,39.142044,0.111931,39.601375,-0.4593319,40.913758,-1.7717147
SDSS16165,0.15596,39.343842,0.112725,39.604549,-0.2607068,40.916811,-1.5729689
SDSS13354,0.15653,39.221901,0.113012,39.613142,-0.39124123,40.925077,-1.703176
SDSS17171,0.15895,39.372873,0.145393,39.649301,-0.27642772,40.95985,-1.5869768
SDSS15425,0.15935,39.113679,0.111983,39.655228,-0.54154906,40.965548,-1.8518697
SDSS17825,0.15999,39.420751,0.113136,39.664682,-0.24393076,40.974637,-1.5538861
SDSS3317,0.15999,39.263229,0.113095,39.664682,-0.40145295,40.974637,-1.7114083
SDSS2689,0.16035,39.250122,0.114045,39.669984,-0.41986127,40.979734,-1.7296115
SDSS5103,0.1605,39.327255,0.113217,39.67219,-0.34493444,40.981854,-1.6545992
SDSS13411,0.1618,39.568869,0.120879,39.691227,-0.12235819,41.000152,-1.4312833
SDSS20430,0.16284,39.558532,0.114429,39.706354,-0.14782161,41.014689,-1.4561564
SDSS19174,0.16357,39.286594,0.114386,39.716918,-0.43032397,41.024839,-1.738245
SDSS20764,0.16387,39.453797,0.113522,39.721246,-0.26744897,41.028997,-1.5752001
SDSS3087,0.1644,39.365084,0.11306,39.728875,-0.36379066,41.036326,-1.671242
SDSS19616,0.16455,39.387664,0.113442,39.73103,-0.3433663,41.038396,-1.6507328
SDSS12843,0.16565,39.202247,0.118455,39.746776,-0.54452914,41.053522,-1.8512745
SDSS12853,0.16817,39.333731,0.116716,39.782483,-0.44875251,41.087811,-1.7540798
SDSS15897,0.16869,39.544445,0.116161,39.789789,-0.24534398,41.094824,-1.5503794
05D3ne,0.169455,39.580732,0.088415,39.800498,-0.21976659,41.105105,-1.5243733
SDSS12856,0.17028,39.584277,0.112043,39.811997,-0.22771926,41.116142,-1.5318643
SDSS12855,0.17063,39.435724,0.114853,39.816859,-0.38113454,41.120808,-1.6850838
SDSS17220,0.17066,39.397723,0.115012,39.817275,-0.41955194,41.121208,-1.7234845
SDSS17389,0.1707,39.808694,0.115438,39.81783,-0.0091362972,41.121741,-1.3130465
SDSS15453,0.17373,39.836681,0.114314,39.859522,-0.022840933,41.161744,-1.325063
SDSS3080,0.17374,39.463768,0.112831,39.859658,-0.39589054,41.161875,-1.6981071
SDSS15648,0.17383,39.525192,0.122163,39.860886,-0.33569417,41.163053,-1.6378608
SDSS14421,0.17386,39.700435,0.112491,39.861296,-0.16086017,41.163445,-1.4630101
SDSS12927,0.17415,39.359493,0.118918,39.865247,-0.50575404,41.167236,-1.8077429
SDSS19969,0.1742,39.514497,0.113041,39.865928,-0.35143056,41.167889,-1.6533917
SDSS19282,0.17558,39.635173,0.113152,39.884643,-0.24947009,41.18584,-1.5506663
SDSS18807,0.17625,39.745679,0.113139,39.89368,-0.14800077,41.194505,-1.4488262
SDSS14979,0.17653,39.625476,0.11256,39.897447,-0.2719713,41.198118,-1.572642
SDSS15365,0.17656,39.786039,0.113446,39.89785,-0.11181133,41.198505,-1.4124655
SDSS18604,0.17656,39.813561,0.113509,39.89785,-0.084289043,41.198505,-1.3849432
SDSS17274,0.17658,40.146933,0.1635,39.898119,0.24881397,41.198762,-1.0518291
SDSS15583,0.17706,39.666107,0.113873,39.904562,-0.23845583,41.20494,-1.5388338
SDSS17218,0.17757,39.634082,0.114576,39.91139,-0.27730802,41.211487,-1.5774045
SDSS14451,0.17789,39.574974,0.112906,39.915665,-0.34069114,41.215585,-1.6406113
SDSS5635,0.1781,40.052473,0.117139,39.918466,0.13400702,41.218271,-1.1657973
SDSS15461,0.17865,39.697223,0.113319,39.925789,-0.22856626,41.22529,-1.5280678
SDSS2372,0.17962,39.562818,0.113572,39.938652,-0.37583312,41.23762,-1.6748013
SDSS6936,0.17969,39.686965,0.113497,39.939577,-0.25261223,41.238507,-1.5515419
SDSS13254,0.17981,39.981137,0.120493,39.941163,0.039973856,41.240027,-1.2588899
SDSS14284,0.18037,39.447761,0.112763,39.948552,-0.50079144,41.247109,-1.7993478
SDSS13045,0.18055,39.543292,0.118342,39.950923,-0.40763092,41.24938,-1.7060886
SDSS20048,0.18056,39.793426,0.117002,39.951054,-0.15762813,41.249507,-1.4560803
SDSS17215,0.18079,39.621278,0.117616,39.95408,-0.33280197,41.252406,-1.631128
SDSS15443,0.18122,39.590054,0.112167,39.959727,-0.36967247,41.257817,-1.6677629
SDSS17332,0.18204,39.584028,0.115898,39.97046,-0.38643206,41.268102,-1.6840737
SDSS6422,0.18255,39.764285,0.112208,39.977113,-0.21282879,41.274476,-1.5101917
SDSS16281,0.18255,39.62761,0.114391,39.977113,-0.34950378,41.274476,-1.6468667
SDSS17168,0.18257,39.842601,0.115147,39.977374,-0.134773,41.274726,-1.432125
SDSS14984,0.1828,39.834222,0.115225,39.980368,-0.14614608,41.277595,-1.4433724
SDSS1580,0.18322,39.566101,0.114206,39.985827,-0.41972636,41.282824,-1.7167234
SDSS8213,0.18327,39.569065,0.117564,39.986476,-0.41741109,41.283446,-1.7143808
SDSS15421,0.18435,39.851818,0.112927,40.000456,-0.14863832,41.296837,-1.4450195
05D2ah,0.185371,39.794575,0.085522,40.013602,-0.21902749,41.309428,-1.5148532
SDSS19101,0.18563,39.658661,0.11449,40.016926,-0.35826467,41.312611,-1.6539497
SDSS5994,0.18581,39.82584,0.114889,40.019234,-0.19339405,41.314821,-1.4889813
SDSS21861,0.18655,39.624409,0.121972,40.028698,-0.40428905,41.323884,-1.6994748
SDSS18749,0.18667,39.720546,0.114334,40.03023,-0.30968348,41.32535,-1.6048041
SDSS20687,0.18772,39.620767,0.118492,40.043591,-0.42282388,41.338143,-1.7173758
SDSS6304,0.18965,39.711922,0.113593,40.067969,-0.35604758,41.361479,-1.6495573
SDSS762,0.1901,39.961754,0.114249,40.07362,-0.11186595,41.366887,-1.4051332
SDSS18804,0.19084,39.750769,0.112617,40.082885,-0.33211555,41.375754,-1.6249844
SDSS16276,0.19176,39.870269,0.114367,40.094357,-0.2240874,41.386731,-1.5164619
SDSS18787,0.19191,40.161918,0.114568,40.096222,0.065695163,41.388516,-1.2265988
SDSS16618,0.19198,39.705824,0.114573,40.097092,-0.39126888,41.389349,-1.6835252
SDSS2440,0.19215,40.019265,0.114217,40.099204,-0.079938992,41.391369,-1.3721041
SDSS16100,0.19392,39.899804,0.117691,40.12109,-0.22128548,41.412307,-1.5125025
SDSS2246,0.19422,39.859825,0.11684,40.124781,-0.2649554,41.415837,-1.556012
SDSS20575,0.19465,39.588541,0.114454,40.130062,-0.5415203,41.420888,-1.8323472
SDSS19149,0.19494,39.551078,0.11376,40.133617,-0.58253912,41.424289,-1.8732113
SDSS16099,0.1958,39.968351,0.113084,40.144132,-0.17578125,41.434345,-1.4659948
SDSS15674,0.19654,40.006128,0.117701,40.153145,-0.14701639,41.442964,-1.4368358
SDSS18768,0.19671,40.079696,0.118689,40.155211,-0.075514954,41.44494,-1.365244
SDSS15129,0.19699,39.844063,0.114008,40.15861,-0.3145468,41.44819,-1.6041268
SDSS13070,0.19709,39.980877,0.116183,40.159823,-0.17894586,41.44935,-1.4684728
SDSS15901,0.19794,39.955027,0.114551,40.17011,-0.21508268,41.459185,-1.5041581
SDSS15222,0.19801,39.775762,0.115064,40.170955,-0.395193,41.459994,-1.6842313
SDSS19658,0.19863,40.022234,0.116081,40.17843,-0.15619591,41.467139,-1.4449053
SDSS17811,0.19867,39.987938,0.114249,40.178911,-0.19097356,41.4676,-1.4796618
SDSS16737,0.1988,39.742162,0.124264,40.180476,-0.43831327,41.469095,-1.7269326
SDSS13305,0.19959,40.002195,0.115206,40.189961,-0.18776564,41.478162,-1.4759667
SDSS6780,0.20061,39.850487,0.120729,40.202156,-0.35166954,41.489818,-1.6393315
SDSS15872,0.20203,39.91546,0.117009,40.219037,-0.30357692,41.50595,-1.59049
SDSS7243,0.20231,39.997872,0.117808,40.222353,-0.22448116,41.509119,-1.5112468
SDSS16032,0.20318,40.030084,0.114994,40.232628,-0.20254413,41.518936,-1.4888522
SDSS14212,0.20399,40.015354,0.114245,40.242157,-0.22680342,41.52804,-1.5126861
SDSS18965,0.20466,40.025888,0.115117,40.250013,-0.22412435,41.535544,-1.5096558
SDSS17801,0.20515,40.189933,0.131465,40.255743,-0.065809892,41.541017,-1.3510846
SDSS20581,0.20554,39.977925,0.114345,40.260294,-0.28236933,41.545365,-1.56744
SDSS19913,0.20557,40.064992,0.114899,40.260644,-0.19565182,41.545699,-1.4807067
SDSS13152,0.2056,39.725076,0.113718,40.260993,-0.53591729,41.546033,-1.8209565
SDSS15201,0.20704,40.382853,0.117479,40.277725,0.10512813,41.562011,-1.1791588
SDSS13641,0.20852,40.053077,0.114386,40.294808,-0.24173076,41.578324,-1.5252467
SDSS15467,0.2091,39.965702,0.115699,40.301471,-0.33576934,41.584686,-1.6189836
SDSS13425,0.20953,39.97229,0.131221,40.306401,-0.33411081,41.589392,-1.6171017
SDSS16473,0.2096,40.098031,0.115465,40.307202,-0.20917106,41.590157,-1.4921256
04D1dc,0.210032,39.940759,0.085765,40.312143,-0.37138444,41.594874,-1.6541147
SDSS19425,0.21025,40.06196,0.128931,40.314633,-0.2526737,41.597251,-1.535291
SDSS15259,0.21054,39.946447,0.11424,40.317942,-0.37149438,41.600409,-1.6539613
SDSS17875,0.21075,40.325716,0.116152,40.320335,0.0053813216,41.602693,-1.2769768
SDSS14157,0.21082,39.870705,0.11447,40.321132,-0.45042669,41.603454,-1.7327485
SDSS7847,0.21134,39.893376,0.115658,40.327047,-0.43367028,41.609099,-1.7157228
SDSS6933,0.21163,39.953113,0.114069,40.330339,-0.37722654,41.612242,-1.6591291
SDSS2330,0.21179,40.41951,0.124547,40.332154,0.087356177,41.613974,-1.1944636
SDSS18466,0.21226,40.021027,0.115112,40.337477,-0.31645031,41.619054,-1.5980271
SDSS14331,0.2126,40.27207,0.116607,40.341322,-0.069251947,41.622723,-1.3506532
SDSS8495,0.21295,40.048138,0.121443,40.345273,-0.29713519,41.626494,-1.5783559
SDSS18927,0.21323,39.856819,0.117876,40.348429,-0.49161092,41.629506,-1.7726871
SDSS20364,0.21382,40.133128,0.11761,40.355068,-0.22194064,41.635841,-1.5027128
SDSS7473,0.21457,40.213491,0.114262,40.363483,-0.14999205,41.643869,-1.4303781
SDSS15203,0.21468,40.01396,0.114437,40.364715,-0.35075473,41.645044,-1.6310842
SDSS14019,0.21513,40.506169,0.120494,40.369748,0.136421,41.649846,-1.1436772
SDSS17435,0.21674,40.224268,0.115124,40.387675,-0.16340758,41.666947,-1.4426796
SDSS9467,0.21698,40.362519,0.124622,40.390337,-0.027818466,41.669486,-1.3069676
SDSS19008,0.21757,40.022694,0.11934,40.396869,-0.37417524,41.675716,-1.6530224
SDSS5533,0.21829,40.130614,0.114544,40.404818,-0.27420406,41.683297,-1.5526832
SDSS7512,0.21835,40.22788,0.116348,40.405479,-0.17759932,41.683927,-1.4560478
SDSS18940,0.21861,40.034787,0.114762,40.408343,-0.37355599,41.686658,-1.6518717
SDSS20144,0.21865,40.151814,0.11463,40.408783,-0.25696907,41.687078,-1.5352644
05D3kx,0.219462,40.124424,0.085341,40.417704,-0.29327972,41.695585,-1.5711608
SDSS19230,0.21955,39.855575,0.119543,40.418669,-0.56309418,41.696505,-1.8409305
SDSS13727,0.21971,40.207089,0.115514,40.420423,-0.21333347,41.698177,-1.4910882
SDSS15433,0.21976,40.191425,0.114935,40.42097,-0.22954545,41.6987,-1.5072747
SDSS16793,0.22058,40.047012,0.138465,40.429937,-0.38292503,41.707249,-1.6602369
SDSS15354,0.22068,39.987392,0.119891,40.431029,-0.44363631,41.708289,-1.7208973
SDSS15229,0.22256,40.271888,0.11527,40.451461,-0.17957296,41.727768,-1.4558796
SDSS14846,0.22328,40.220412,0.115872,40.459243,-0.2388317,41.735185,-1.5147737
SDSS13025,0.22351,40.301727,0.1168,40.461725,-0.15999756,41.73755,-1.4358232
SDSS19992,0.22452,40.485442,0.122907,40.472592,0.012850057,41.747907,-1.2624651
SDSS19341,0.22667,40.166936,0.118938,40.495574,-0.32863874,41.769806,-1.6028706
SDSS13578,0.22668,40.208463,0.115846,40.495681,-0.28721752,41.769908,-1.5614443
SDSS21033,0.22786,40.210809,0.11565,40.508208,-0.29739876,41.781842,-1.5710329
SDSS3452,0.22893,40.265744,0.115979,40.519515,-0.25377082,41.792612,-1.5268686
SDSS13072,0.22916,40.240237,0.122097,40.521939,-0.28170197,41.794921,-1.5546846
SDSS12881,0.2316,40.149821,0.118789,40.547516,-0.3976948,41.81928,-1.6694589
SDSS12971,0.2338,40.293871,0.115605,40.570362,-0.27649137,41.841032,-1.5471615
SDSS17223,0.23381,40.273987,0.118911,40.570466,-0.29647859,41.841131,-1.5671438
SDSS16350,0.23472,40.269667,0.116813,40.579857,-0.31018993,41.850071,-1.580404
SDSS13511,0.23646,40.587645,0.117789,40.59772,-0.010075202,41.867073,-1.2794287
SDSS17884,0.23782,40.387909,0.116252,40.611596,-0.22368713,41.880279,-1.49237
SDSS15868,0.24102,40.539081,0.116005,40.643958,-0.10487658,41.911069,-1.3719881
SDSS13506,0.24179,40.39325,0.122422,40.651685,-0.25843499,41.91842,-1.5251698
SDSS19023,0.24185,40.444511,0.114848,40.652286,-0.20777541,41.918991,-1.4744809
SDSS20111,0.24348,40.430191,0.118064,40.668564,-0.23837285,41.934474,-1.5042827
SDSS20088,0.24352,40.453641,0.113403,40.668962,-0.21532121,41.934853,-1.4812116
SDSS3377,0.24448,40.242662,0.115275,40.678501,-0.43583912,41.943924,-1.7012622
SDSS19990,0.24495,40.511808,0.119541,40.683158,-0.17135008,41.948352,-1.4365446
SDSS18486,0.2454,40.297824,0.114389,40.687609,-0.38978522,41.952585,-1.6547611
SDSS17464,0.24555,39.990067,0.116206,40.689091,-0.69902433,41.953994,-1.9639274
SDSS20039,0.24558,40.343133,0.118174,40.689387,-0.34625382,41.954276,-1.6111423
SDSS12977,0.24562,40.361734,0.115338,40.689782,-0.32804876,41.954651,-1.5929178
SDSS15466,0.24568,40.140192,0.120181,40.690375,-0.55018319,41.955215,-1.8150231
SDSS13835,0.24625,40.456468,0.114566,40.695996,-0.23952824,41.960559,-1.5040917
SDSS16352,0.24647,40.374093,0.115433,40.698162,-0.32406897,41.962619,-1.5885258
05D3mq,0.246492,40.460694,0.086206,40.698379,-0.23768485,41.962825,-1.502131
SDSS15301,0.2466,40.097657,0.114128,40.699442,-0.60178402,41.963835,-1.8661778
SDSS15219,0.24695,40.564021,0.114812,40.702883,-0.1388615,41.967107,-1.4030858
SDSS15161,0.2485,40.380443,0.117491,40.718067,-0.33762432,41.981542,-1.6010992
SDSS3451,0.24851,40.265104,0.116195,40.718165,-0.45306103,41.981635,-1.7165311
SDSS16213,0.24857,40.517738,0.115731,40.718751,-0.20101243,41.982192,-1.4644535
SDSS17552,0.24862,40.526949,0.11712,40.719239,-0.19229011,41.982656,-1.455707
SDSS15504,0.24947,40.594727,0.131353,40.727525,-0.13279765,41.990532,-1.3958046
SDSS3199,0.24961,40.809913,0.118164,40.728887,0.08102607,41.991827,-1.1819134
SDSS16106,0.24973,40.447835,0.120462,40.730054,-0.28221938,41.992936,-1.5451011
SDSS13689,0.25012,40.639639,0.116581,40.733843,-0.094204476,41.996537,-1.3568984
SDSS5717,0.25037,40.680298,0.115791,40.736269,-0.055971663,41.998843,-1.3185453
06D3gn,0.250498,40.482986,0.086012,40.737511,-0.25452503,42.000023,-1.517037
SDSS13655,0.25104,40.541741,0.119872,40.74276,-0.2010195,42.005012,-1.463271
SDSS5736,0.25174,40.452095,0.115824,40.749525,-0.29742922,42.01144,-1.5593445
SDSS15440,0.25205,40.344868,0.11822,40.752515,-0.40764671,42.014281,-1.6694133
SDSS9032,0.25249,40.47259,0.126796,40.756753,-0.28416291,42.018308,-1.5457186
SDSS14481,0.25351,40.821218,0.123692,40.766551,0.054667692,42.027618,-1.2063996
SDSS18325,0.25356,40.55491,0.120869,40.76703,-0.21212005,42.028073,-1.4731634
SDSS9457,0.25539,40.496854,0.130119,40.784514,-0.28766016,42.044684,-1.5478297
SDSS1112,0.25611,40.583198,0.12482,40.791361,-0.20816308,42.051188,-1.4679897
SDSS17340,0.25617,40.378298,0.119755,40.791931,-0.41363306,42.051729,-1.6734311
SDSS12972,0.25655,40.62415,0.12587,40.795537,-0.17138635,42.055154,-1.4310036
SDSS19207,0.25721,40.552203,0.121726,40.801787,-0.24958422,42.061091,-1.5088878
SDSS6108,0.258,40.529043,0.117106,40.80925,-0.28020672,42.068178,-1.5391352
SDSS8046,0.25833,40.578072,0.119891,40.812361,-0.2342885,42.071133,-1.4930605
SDSS2017,0.26014,40.875812,0.122802,40.829357,0.046455005,42.087273,-1.2114604
SDSS1253,0.26059,40.501317,0.120435,40.833566,-0.33224954,42.091269,-1.5899524
SDSS14298,0.2607,40.745154,0.117389,40.834594,-0.089439507,42.092245,-1.3470905
05D1hk,0.261984,40.466483,0.08739,40.846561,-0.38007737,42.103607,-1.637123
04D3ez,0.263487,40.479682,0.08555,40.8605,-0.38081788,42.116839,-1.6371568
SDSS2422,0.26349,40.870308,0.115945,40.860527,0.0097804174,42.116865,-1.2465571
SDSS20345,0.26357,40.422532,0.11624,40.861267,-0.4387348,42.117567,-1.6950347
SDSS2943,0.26405,40.585497,0.117962,40.865702,-0.28020524,42.121777,-1.5362799
SDSS13099,0.26451,40.702204,0.119638,40.869945,-0.16774028,42.125804,-1.4235993
SDSS6315,0.26576,40.564483,0.114629,40.881439,-0.31695616,42.136713,-1.57223
SDSS18463,0.26665,40.640702,0.120817,40.889593,-0.24889104,42.144451,-1.5037491
SDSS19002,0.2671,40.604091,0.116111,40.893706,-0.28961533,42.148354,-1.5442634
SDSS19702,0.26821,40.71525,0.121714,40.903824,-0.18857385,42.157955,-1.4427048
06D3fp,0.268489,40.601963,0.08555,40.906361,-0.30439733,42.160362,-1.5583984
SDSS18945,0.26856,40.816638,0.118128,40.907006,-0.090367749,42.160974,-1.3443358
03D4cj,0.268624,40.51915,0.086242,40.907587,-0.38843778,42.161526,-1.6423761
SDSS6192,0.27044,40.645286,0.118685,40.924033,-0.27874766,42.177128,-1.5318428
SDSS15287,0.27258,40.638106,0.11421,40.943281,-0.3051755,42.195386,-1.5572806
SDSS15356,0.27447,40.540653,0.118156,40.960164,-0.41951154,42.211398,-1.6707455
SDSS4046,0.27544,40.676202,0.119548,40.968787,-0.29258492,42.219575,-1.543373
SDSS16072,0.27549,40.672605,0.127184,40.969231,-0.29662638,42.219996,-1.5473915
SDSS12869,0.27653,40.572846,0.126014,40.978443,-0.40559745,42.228731,-1.6558854
SDSS4000,0.27745,40.839397,0.128283,40.986566,-0.14716806,42.236432,-1.3970347
SDSS17791,0.27749,41.403843,0.136665,40.986918,0.41692513,42.236766,-0.83292322
SDSS18485,0.27822,40.787053,0.117336,40.993344,-0.20629171,42.242859,-1.4558062
SDSS5957,0.27852,40.849748,0.118155,40.995981,-0.1462328,42.245358,-1.3956103
SDSS6196,0.27916,40.440035,0.11948,41.001596,-0.56156085,42.250681,-1.8106463
SDSS14261,0.27952,40.591051,0.121901,41.004749,-0.41369836,42.253671,-1.6626196
SDSS17809,0.28051,40.649922,0.122739,41.013402,-0.36347937,42.261872,-1.6119498
SDSS15584,0.28111,40.673262,0.11753,41.018632,-0.34536973,42.266829,-1.5935673
SDSS20227,0.28243,40.843344,0.11747,41.030101,-0.1867573,42.2777,-1.4343556
06D3dt,0.28251,40.937694,0.085709,41.030795,-0.093101352,42.278357,-1.3406634
SDSS20040,0.28351,40.737908,0.118366,41.039449,-0.30154108,42.286558,-1.5486503
03D4ag,0.28361,40.703312,0.086683,41.040312,-0.33700032,42.287376,-1.5840643
SDSS19128,0.28543,41.0361,0.119195,41.055984,-0.019883703,42.302226,-1.2661257
SDSS2165,0.28662,41.098935,0.11978,41.066181,0.032754098,42.311887,-1.2129519
SDSS13757,0.28742,40.98442,0.118845,41.073014,-0.088593205,42.31836,-1.3339395
SDSS16402,0.28845,40.365663,0.116661,41.081785,-0.71612209,42.326669,-1.9610062
SDSS2789,0.28872,40.849092,0.124095,41.084079,-0.23498699,42.328842,-1.47975
SDSS21006,0.29021,40.763225,0.116557,41.096705,-0.33347995,42.340801,-1.5775762
SDSS19596,0.29135,40.819653,0.12122,41.106324,-0.2866712,42.349912,-1.5302584
03D3ba,0.291718,40.758243,0.093479,41.109422,-0.35117906,42.352845,-1.5946022
SDSS19818,0.29192,40.740149,0.124168,41.111121,-0.37097212,42.354454,-1.6143053
SDSS6249,0.29287,40.817174,0.119196,41.119096,-0.30192246,42.362006,-1.5448328
SDSS19027,0.2935,40.492773,0.120303,41.124371,-0.63159831,42.367001,-1.8742286
SDSS19604,0.29448,41.079777,0.140875,41.132556,-0.052779467,42.374752,-1.2949748
SDSS19794,0.29542,40.808155,0.134209,41.140384,-0.33222866,42.382163,-1.5740075
SDSS13610,0.29678,40.739246,0.117785,41.151667,-0.41242164,42.392845,-1.6535992
SDSS15057,0.29762,40.728258,0.131068,41.158613,-0.43035451,42.39942,-1.6711615
SDSS6137,0.29888,41.091218,0.124118,41.168996,-0.077778201,42.409248,-1.3180303
SDSS14735,0.30001,40.642617,0.119386,41.178274,-0.53565686,42.41803,-1.7754124
SDSS5391,0.30021,40.885371,0.128841,41.179913,-0.29454171,42.41958,-1.5342095
SDSS20245,0.30041,40.492716,0.125866,41.18155,-0.68883386,42.42113,-1.9284139
06D4dh,0.30159,41.067761,0.086081,41.191192,-0.12343073,42.430255,-1.3624938
SDSS7143,0.3024,41.002212,0.118973,41.19779,-0.19557812,42.436499,-1.4342869
SDSS12883,0.30569,40.541317,0.1459,41.224422,-0.68310478,42.461697,-1.9203801
SDSS15213,0.30632,41.040319,0.127264,41.229491,-0.18917205,42.466493,-1.4261739
SDSS19632,0.30702,41.04173,0.126631,41.235112,-0.19338188,42.47181,-1.4300802
SDSS6699,0.30915,41.183872,0.122358,41.252143,-0.068271137,42.48792,-1.3040482
SDSS5844,0.30929,41.122357,0.120483,41.253258,-0.13090097,42.488975,-1.3666176
SDSS16211,0.30933,40.890216,0.137464,41.253577,-0.36336103,42.489276,-1.5990604
SDSS21042,0.31065,40.901058,0.124489,41.264071,-0.36301242,42.499201,-1.5981429
SDSS15383,0.31088,41.04566,0.12279,41.265895,-0.22023474,42.500927,-1.4552663
SDSS6649,0.31288,41.020099,0.118305,41.281705,-0.26160588,42.515878,-1.4957784
SDSS20142,0.31468,40.743123,0.118861,41.295854,-0.55273089,42.529256,-1.786133
SDSS15776,0.31646,41.028737,0.121555,41.309771,-0.28103429,42.542414,-1.5136771
SDSS18617,0.32038,41.090022,0.12816,41.340166,-0.25014339,42.571145,-1.4811226
SDSS7475,0.32045,41.20966,0.117246,41.340705,-0.13104532,42.571655,-1.361995
05D2ab,0.324532,41.145546,0.086121,41.371983,-0.22643734,42.601213,-1.4556675
SDSS6924,0.3264,41.049397,0.11903,41.386175,-0.33677789,42.614622,-1.5652254
SDSS14456,0.32837,40.95845,0.124052,41.401059,-0.44260898,42.628684,-1.6702341
SDSS13830,0.32837,40.91823,0.134054,41.401059,-0.48282858,42.628684,-1.7104537
SDSS13934,0.32838,41.451418,0.136536,41.401134,0.05028323,42.628755,-1.1773377
SDSS4241,0.33051,41.221878,0.12568,41.417134,-0.19525565,42.643869,-1.4219907
03D1fc,0.330932,41.057624,0.086437,41.420292,-0.36266841,42.646852,-1.5892283
SDSS4679,0.33103,40.994302,0.136212,41.421025,-0.42672296,42.647545,-1.6532422
SDSS20106,0.33136,41.312067,0.135299,41.423492,-0.11142459,42.649874,-1.337807
SDSS16093,0.33436,41.254482,0.132618,41.445811,-0.19132909,42.670953,-1.4164715
04D3kr,0.337534,41.247685,0.086047,41.469222,-0.22153702,42.693059,-1.4453748
SDSS2533,0.3388,41.30944,0.129777,41.478502,-0.16906197,42.701822,-1.3923815
04D3nh,0.34052,41.285303,0.0859,41.491059,-0.2057559,42.713677,-1.4283732
03D1bp,0.345928,41.411108,0.087263,41.530159,-0.11905103,42.750583,-1.3394748
05D2ie,0.349557,41.497971,0.086821,41.556078,-0.058107024,42.775042,-1.2770708
04D2mc,0.34956,41.044308,0.089792,41.5561,-0.51179144,42.775062,-1.730754
05D2hc,0.35156,41.523688,0.086351,41.570277,-0.046588545,42.788439,-1.2647506
SDSS19067,0.35346,41.102633,0.125157,41.583676,-0.48104311,42.80108,-1.6984473
05D2mp,0.355261,41.574652,0.088265,41.596315,-0.021662767,42.813003,-1.2383511
03D3bl,0.35582,41.349554,0.087008,41.600225,-0.25067103,42.816692,-1.4671376
