ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSFv2_tt,residual_QRSFv2_tt,Dl_QRSFv2_te,residual_QRSFv2_te,Dl_QRSFv2_ee,residual_QRSFv2_ee
1454,773.833,-26.0106,2.1953,797.646,-23.8122,-23.3861,-2.6245,9.68263,-7.48733,1362.85,-589.013,-75.6335,49.6228,20.4384,-18.2431
1463,762.183,-21.7373,18.35,779.487,-17.3041,-16.8046,-4.93277,9.57215,8.77784,1383.72,-621.535,-68.8898,47.1525,18.565,-0.215014
1472,749.532,-9.44394,12.4154,757.611,-8.07958,-10.6246,1.18064,9.73723,2.67814,1400.26,-650.728,-61.2543,51.8103,16.9334,-4.51799
1481,738.185,2.7698,16.5295,732.462,5.72283,-5.00967,7.77947,10.1596,6.3699,1411.95,-673.763,-52.9218,55.6916,15.5704,0.959011
1490,727.424,-4.9052,14.6158,704.624,22.8006,-0.10224,-4.80296,10.8125,3.80326,1418.4,-690.976,-44.066,39.1608,14.495,0.120823
1499,701.642,-1.96257,-1.3298,674.7,26.9426,3.98017,-5.94274,11.6619,-12.9917,1419.26,-717.614,-34.8357,32.8731,13.718,-15.0478
1512,655.678,7.47919,21.9852,629.142,26.5356,8.24802,-0.768836,13.154,8.83114,1410.22,-754.538,-21.1439,28.6231,13.1286,8.85661
1529,588.39,9.37829,16.3364,568.468,19.9213,10.7499,-1.3716,15.3837,0.952622,1380.93,-792.536,-3.57679,12.9551,13.2737,3.06261
1546,547.01,10.0139,17.2441,510.599,36.4106,9.83118,0.182717,17.6467,-0.402672,1333.31,-786.303,12.4451,-2.43124,14.3846,2.85947
1563,503.657,-0.414165,16.8062,459.375,44.2821,5.91461,-6.32878,19.6411,-2.83497,1268.86,-765.207,25.9977,-26.4118,16.3643,0.441895
1580,468.039,-1.86885,6.00044,417.62,50.4189,-0.300286,-1.56856,21.1198,-15.1194,1191.69,-723.651,36.3474,-38.2162,18.9832,-12.9827
1597,429.111,-9.9112,23.6655,386.967,42.1448,-7.90091,-2.01029,21.9111,1.75443,1106.51,-677.396,42.9315,-52.8427,21.9945,1.67108
1614,407.925,-9.49197,28.6547,367.691,40.2346,-15.8814,6.38941,21.9198,6.73496,1017.01,-609.089,45.3749,-54.8669,25.2017,3.45303
1631,399.577,-25.3687,25.01,358.966,40.6105,-23.2978,-2.07092,21.1502,3.85984,928.021,-528.444,43.8898,-69.2584,28.3345,-3.32444
1648,389.097,-22.7408,15.7028,358.905,30.1916,-29.3431,6.60235,19.6931,-3.9903,844.202,-455.105,38.8238,-61.5645,31.1359,-15.433
1665,391.497,-25.4964,25.7318,364.81,26.6861,-33.417,7.92058,17.7112,8.02057,769.259,-377.763,30.4742,-55.9706,33.4203,-7.68857
1682,385.396,-29.9275,35.6797,373.785,11.6105,-35.2001,5.27268,15.4095,20.2702,705.729,-320.333,19.744,-49.6715,35.0431,0.636639
1699,400.368,-26.1074,19.884,382.914,17.4534,-34.6674,8.56,13.0226,6.86135,655.786,-255.419,7.55604,-33.6634,35.8883,-16.0043
1716,393.039,-22.1731,-2.30435,389.51,3.52879,-32.0574,9.88428,10.7781,-13.0825,621.151,-228.112,-5.34441,-16.8287,35.8704,-38.1747
1733,407.61,-28.2166,10.7442,391.615,15.9957,-27.8154,-0.401185,8.87043,1.87373,601.009,-193.399,-18.0086,-10.208,35.0495,-24.3054
1750,377.716,-22.2324,37.1788,388.033,-10.3174,-22.5454,0.312967,7.44428,29.7345,594.338,-216.622,-29.5245,7.29214,33.4893,3.68953
1767,379.019,-13.1588,21.6818,378.382,0.636908,-16.9361,3.77735,6.58343,15.0984,600.194,-221.175,-39.1528,25.994,31.2453,-9.56343
1784,377.36,-11.8144,-18.8184,363.08,14.2794,-11.635,-0.179468,6.30374,-25.1221,615.51,-238.15,-46.464,34.6495,28.5174,-47.3358
1801,358.796,-8.0874,23.4248,343.268,15.5276,-7.20938,-0.878023,6.5546,16.8702,637.207,-278.411,-51.0366,42.9492,25.4919,-2.06713
1818,342.446,-0.976027,18.7414,320.585,21.861,-4.09203,3.116,7.22935,11.5121,662.538,-320.092,-52.5446,51.5686,22.3232,-3.58178
1835,313.006,-4.91613,16.6022,296.839,16.1673,-2.52084,-2.39528,8.1883,8.41386,688.367,-375.361,-51.2384,46.3223,19.2128,-2.61061
1852,305.378,1.81527,-6.23088,273.921,31.4572,-2.52897,4.34424,9.26813,-15.499,711.521,-406.143,-47.3256,49.1409,16.3555,-22.5863
1869,276.147,-4.78882,36.2976,253.503,22.6434,-3.96878,-0.820037,10.3011,25.9965,729.232,-453.085,-41.0375,36.2487,13.9079,22.3896
1886,265.911,1.66045,0.555329,236.839,29.0723,-6.54703,8.20748,11.1455,-10.5901,740.069,-474.158,-33.0364,34.6968,11.9577,-11.4024
1903,249.92,-11.107,-18.6965,224.655,25.2648,-9.84441,-1.26261,11.6894,-30.386,742.388,-492.468,-23.9596,12.8526,10.6054,-29.302
1920,257.96,-8.76494,26.026,217.142,40.8187,-13.3847,4.61979,11.8609,14.1651,735.001,-477.041,-14.395,5.6301,9.91819,16.1078
1937,245.342,-13.224,20.5827,213.974,31.3679,-16.7169,3.49297,11.6389,8.94372,718.586,-473.244,-4.97318,-8.25079,9.83993,10.7427
1954,231.313,-5.86213,-42.7334,214.31,17.0023,-19.4314,13.5693,11.0508,-53.7842,693.653,-462.34,3.63303,-9.49516,10.3368,-53.0702
1971,229.279,-28.0519,51.929,216.975,12.304,-21.211,-6.84099,10.1603,41.7687,661.003,-431.724,10.8694,-38.9213,11.3541,40.5749
1988,225.825,-27.8392,5.28485,220.702,5.12298,-21.8759,-5.96325,9.06048,-3.77564,622.615,-396.79,16.471,-44.3102,12.7496,-7.4648
2005,240.086,,,224.145,15.9416,-21.3865,,7.86555,,580.536,-340.45,20.0883,,14.3887,
2030,233.983,,,226.194,7.78891,-18.7728,,6.17394,,516.087,-282.104,21.4913,,16.9662,
2063,216.247,,,219.84,-3.59399,-13.0296,,4.51926,,436.513,-220.266,16.9243,,19.9828,
2096,204.908,,,201.996,2.91284,-6.81517,,3.87647,,374.481,-169.572,6.74438,,21.8124,
2129,200.092,,,176.085,24.0076,-2.28396,,4.20106,,337.385,-137.292,-5.87331,,21.9566,
2162,168.762,,,148.279,20.4831,-0.637353,,5.08867,,325.433,-156.671,-17.6743,,20.4298,
2195,140.144,,,124.839,15.305,-1.81756,,5.9749,,333.758,-193.614,-25.8425,,17.5808,
2228,129.223,,,109.59,19.6338,-4.7,,6.3873,,352.881,-223.658,-28.7244,,14.0993,
2261,118.304,,,102.911,15.3937,-7.73362,,6.11063,,372.555,-254.251,-26.1985,,10.7191,
2294,118.51,,,102.136,16.374,-9.57215,,5.23194,,383.482,-264.972,-19.3172,,8.11074,
2327,115.407,,,103.126,12.2809,-9.59438,,4.06416,,379.901,-264.494,-10.1769,,6.69234,
2360,114.999,,,102.157,12.8417,-7.99494,,2.98416,,360.494,-245.496,-1.07653,,6.54972,
2393,126.918,,,97.2163,29.7012,-5.58848,,2.28482,,327.848,-200.931,5.85887,,7.48571,
2426,90.007,,,88.5509,1.45603,-3.36951,,2.06904,,287.805,-197.798,9.28665,,9.05053,
2459,83.9457,,,78.031,5.91468,-2.09324,,2.24737,,247.251,-163.306,8.84281,,10.7165,
2492,78.7067,,,68.1829,10.5238,-2.01935,,2.59807,,212.692,-133.986,5.08758,,11.972,
