Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSF,residual_QRSF
sn1994s,0.015664,34.062095,0.154751,34.236161,-0.17406624,34.089841,-0.027745578
sn2004ey,0.015678,34.159785,0.151905,34.238124,-0.078339172,34.091818,0.067967045
sn2001v,0.015791,33.855547,0.152742,34.253904,-0.39835699,34.107713,-0.25216643
sn2006td,0.015999,34.303185,0.153171,34.282656,0.020529139,34.136685,0.16650017
sn1996bv,0.016966,34.007209,0.153258,34.411659,-0.40445026,34.266695,-0.25948586
sn2006ax,0.017387,34.395547,0.148936,34.465568,-0.070020936,34.321041,0.074505639
sn1998v,0.01745,34.146628,0.150702,34.473524,-0.32689597,34.329063,-0.1824343
sn2000dk,0.017483,34.199729,0.150122,34.477681,-0.27795136,34.333253,-0.1335235
sn1998ef,0.017672,33.973923,0.150611,34.501336,-0.52741299,34.357104,-0.38318194
sn2007ci,0.018599,34.476068,0.149282,34.613856,-0.13778792,34.470587,0.0054807786
sn1992bo,0.018902,34.68293,0.149087,34.649438,0.033492421,34.506481,0.176449
sn2002kf,0.019581,34.742169,0.147459,34.72717,0.014999217,34.584919,0.15725092
sn2006ej,0.02039,34.748902,0.147727,34.816389,-0.067486877,34.674973,0.07392857
sn2005ki,0.020396,34.69654,0.145393,34.817037,-0.1204969,34.675628,0.020912334
sn1992bc,0.020792,34.611741,0.14683,34.859432,-0.2476913,34.718432,-0.10669068
sn2003w,0.020997,34.619272,0.145587,34.881068,-0.26179644,34.740278,-0.12100651
sn2002jy,0.021541,35.043998,0.145405,34.937489,0.1065089,34.797259,0.24673878
sn2007bc,0.021706,34.823241,0.146331,34.954323,-0.13108207,34.814265,0.0089761792
sn2006bq,0.021956,34.890393,0.145024,34.979594,-0.089201204,34.839791,0.05060173
sn2008bf,0.022068,34.948236,0.144685,34.990822,-0.0425863,34.851136,0.097099724
sn1995ak,0.022399,34.68654,0.149213,35.023684,-0.33714451,34.884337,-0.19779748
sn2006et,0.022466,34.775523,0.145994,35.030277,-0.25475382,34.891,-0.11547676
sn2006mp,0.022629,35.162767,0.145184,35.046237,0.11653044,34.907128,0.255639
sn2006ar,0.02298,35.101878,0.145076,35.080225,0.021653343,34.941477,0.16040144
sn2006cp,0.023321,34.824838,0.144025,35.112759,-0.28792145,34.97436,-0.14952248
sn2000ca,0.02336,34.999952,0.144317,35.11645,-0.11649808,34.978092,0.021860354
sn2006ac,0.023471,35.012156,0.143695,35.126922,-0.11476568,34.988678,0.023478152
sn2000cn,0.023552,34.97956,0.144309,35.134533,-0.15497326,34.996372,-0.016812368
sn2007f,0.02381,35.204577,0.144315,35.158606,0.045970925,35.020709,0.18386761
sn2007qe,0.023867,35.063685,0.14435,35.163889,-0.10020457,35.026051,0.037633247
sn1993h,0.023909,35.098082,0.145547,35.167774,-0.069692752,35.02998,0.068101868
sn2006sr,0.024159,35.023661,0.14338,35.190764,-0.16710312,35.053224,-0.029562951
sn2005bg,0.024586,35.073339,0.142334,35.229494,-0.15615548,35.092391,-0.019052449
sn2002he,0.024725,35.193717,0.145176,35.241958,-0.048241323,35.104999,0.088717746
sn2002bf,0.024746,34.819134,0.147523,35.243835,-0.4247012,35.106898,-0.28776374
sn1994m,0.024951,34.970533,0.145319,35.262079,-0.29154614,35.125351,-0.15481772
sn1992ag,0.025198,34.99283,0.148276,35.283865,-0.29103499,35.14739,-0.15455992
sn2007cq,0.025468,34.943635,0.143429,35.307443,-0.36380804,35.171242,-0.2276072
sn2005ms,0.026567,35.377692,0.142099,35.400939,-0.023247257,35.265862,0.11183012
sn1999gp,0.026677,35.353986,0.142999,35.410088,-0.056101556,35.275122,0.078864186
sn2005na,0.026881,35.274075,0.141195,35.426956,-0.15288066,35.292198,-0.01812276
sn2007co,0.027064,35.208077,0.141685,35.441981,-0.23390384,35.30741,-0.099332718
sn2004gs,0.027499,35.554208,0.140928,35.477301,0.076907069,35.343172,0.21103539
sn1992p,0.027637,35.512376,0.144083,35.488392,0.02398459,35.354402,0.15797378
sn1998ab,0.027688,34.989967,0.143171,35.492476,-0.5025096,35.358539,-0.36857237
sn2002de,0.027748,35.482228,0.141846,35.497272,-0.015044198,35.363397,0.11883133
sn2003u,0.028561,35.339311,0.14269,35.561279,-0.22196754,35.428228,-0.088917346
sn2005eq,0.029086,35.610269,0.141059,35.601668,0.0086007643,35.469151,0.14111738
sn2006qo,0.029526,35.436744,0.142005,35.634972,-0.19822814,35.502901,-0.06615751
sn1990o,0.030325,35.497775,0.143169,35.694225,-0.19645006,35.562962,-0.065187481
sn2001ba,0.030381,35.669209,0.142175,35.69832,-0.029110577,35.567114,0.10209479
sn2003ch,0.030416,35.690108,0.140939,35.700875,-0.010767153,35.569706,0.12040256
sn1997dg,0.030482,35.947597,0.1417,35.705687,0.24191039,35.574584,0.37301309
sn1996c,0.030721,35.590467,0.142617,35.723027,-0.13256047,35.592165,-0.0016980016
sn2006bt,0.031484,35.80412,0.140272,35.777511,0.026608615,35.64742,0.15669953
sn2006az,0.031485,35.68697,0.140346,35.777582,-0.090612275,35.647492,0.039477634
sn2007bd,0.031638,35.584368,0.14121,35.788352,-0.20398347,35.658415,-0.074047037
sn1999cc,0.031764,35.633256,0.140686,35.797182,-0.16392612,35.667374,-0.03411776
sn2004as,0.032538,35.8802,0.14043,35.850689,0.02951159,35.721659,0.15854085
sn2004l,0.033173,35.745515,0.143111,35.893664,-0.14814832,35.765274,-0.01975873
sn2006s,0.033255,35.96312,0.139885,35.899155,0.063964992,35.770847,0.19227246
sn2006gr,0.033614,35.91306,0.139809,35.923039,-0.0099788514,35.795093,0.11796758
sn2005iq,0.034074,36.012203,0.138969,35.953282,0.058921392,35.825797,0.18640605
sn2005eu,0.034781,35.901769,0.141596,35.998994,-0.097225247,35.872218,0.029550849
sn1996bl,0.034854,35.742786,0.141007,36.003662,-0.26087626,35.87696,-0.13417365
sn2003iv,0.034971,36.008294,0.140126,36.011124,-0.0028301977,35.884539,0.12375527
sn1992bg,0.035218,35.883836,0.14465,36.026798,-0.14296184,35.900459,-0.016623396
sn2002hd,0.035755,35.691602,0.142258,36.060505,-0.36890304,35.934705,-0.24310225
SDSS17784,0.03652,36.08076,0.115396,36.107682,-0.026922025,35.982645,0.098114947
sn2000cf,0.036934,36.125246,0.140956,36.132812,-0.0075658033,36.008188,0.11705825
sn2006nz,0.03695,36.067055,0.114021,36.133778,-0.066722724,36.00917,0.057885236
sn2006mo,0.036969,36.135765,0.141722,36.134924,0.00084113942,36.010335,0.12543001
sn2001eh,0.037075,36.029637,0.139296,36.141308,-0.11167085,36.016825,0.012811899
sn2002hu,0.038086,36.047263,0.138952,36.20132,-0.15405676,36.077844,-0.030580749
sn1999aw,0.039083,36.261874,0.139901,36.258999,0.0028751153,36.136514,0.12536093
sn2003fa,0.039219,36.157637,0.138984,36.266755,-0.10911869,36.144406,0.013231157
sn2001az,0.040259,36.35703,0.142119,36.325219,0.031810643,36.2039,0.15312934
sn2005lz,0.040689,36.276362,0.139014,36.348963,-0.07260064,36.22807,0.048292315
sn1992bh,0.041657,36.527303,0.141016,36.401533,0.12576937,36.281597,0.24570591
sn1992bl,0.0424,36.296029,0.142756,36.441084,-0.14505499,36.321881,-0.025852229
SDSS10805,0.04413,36.27164,0.11486,36.530623,-0.25898367,36.413123,-0.14148358
SDSS14279,0.04428,36.292702,0.113705,36.538226,-0.24552398,36.420873,-0.1281707
sn2005hc,0.04492,36.564561,0.111373,36.570383,-0.0058225089,36.453658,0.11090228
sn2004gu,0.046856,36.447889,0.137271,36.66502,-0.21713076,36.55019,-0.10230078
sn1995ac,0.048984,36.350468,0.139079,36.764763,-0.41429454,36.652007,-0.3015386
sn1993ag,0.049325,36.589362,0.140167,36.780355,-0.19099248,36.66793,-0.078567938
sn1990af,0.049519,36.643828,0.139446,36.789179,-0.145351,36.676942,-0.033114695
sn1993o,0.053126,36.846507,0.139575,36.947417,-0.10091007,36.838671,0.0078366882
sn1998dx,0.05386,36.749621,0.140685,36.978342,-0.22872073,36.870302,-0.12068163
sn1999ao,0.054931,37.041519,0.143919,37.022742,0.018777279,36.915732,0.12578719
SDSS19968,0.05499,36.903421,0.112893,37.025163,-0.12174239,36.91821,-0.0147894
SDSS6558,0.05634,37.006419,0.112867,37.079897,-0.073478819,36.974239,0.032179784
SDSS14318,0.05654,36.864026,0.122398,37.087898,-0.22387208,36.982431,-0.11840476
SDSS17745,0.05874,37.218674,0.114585,37.17415,0.044523431,37.070784,0.14789035
sn2006ob,0.059289,37.049891,0.111086,37.195189,-0.14529826,37.092344,-0.04245361
sn2006oa,0.060959,37.14167,0.11093,37.25805,-0.11637963,37.156791,-0.015121286
SDSS3901,0.062818,37.129647,0.112357,37.326104,-0.19645719,37.226604,-0.096957665
sn2007ae,0.062961,37.139126,0.140212,37.331258,-0.19213211,37.231894,-0.092768047
sn1992bs,0.063345,37.416847,0.141293,37.345044,0.071803708,37.246042,0.17080551
SDSS10028,0.064229,37.197295,0.112975,37.376477,-0.17918124,37.278308,-0.081012517
sn2006an,0.065193,37.374426,0.139912,37.410283,-0.035857501,37.313021,0.061404427
SDSS6057,0.06651,37.294806,0.112612,37.455702,-0.16089599,37.359675,-0.064869768
sn2006al,0.069122,37.617081,0.145157,37.543281,0.07380064,37.449695,0.16738628
sn2006on,0.069751,37.294725,0.111409,37.563896,-0.26917145,37.470896,-0.17617119
sn1993b,0.070153,37.383197,0.146379,37.576979,-0.19378182,37.484352,-0.10115562
SDSS17240,0.07153,37.392019,0.157968,37.621253,-0.22923349,37.529905,-0.13788548
SDSS17880,0.07195,37.342194,0.112772,37.634594,-0.29239978,37.543635,-0.20144104
sn1992ae,0.074579,37.484462,0.141947,37.71645,-0.23198784,37.627919,-0.14345739
sn2005ir,0.07487,37.600639,0.110074,37.72534,-0.12470088,37.637077,-0.036438674
SDSS19155,0.07592,37.770136,0.112389,37.757145,0.012990531,37.669848,0.10028767
sn1999bp,0.078317,37.726108,0.138307,37.828205,-0.1020967,37.743104,-0.016995868
SDSS17186,0.07849,38.035737,0.113854,37.833253,0.20248404,37.74831,0.28742694
sn1992bp,0.07884,37.541851,0.138584,37.843433,-0.30158153,37.75881,-0.21695837
SDSS12779,0.07891,37.822083,0.117766,37.845464,-0.023380533,37.760904,0.061178839
SDSS12898,0.07997,37.842822,0.112109,37.876008,-0.033186314,37.792415,0.050406873
sn2005ag,0.080103,37.667141,0.136253,37.879813,-0.21267237,37.796341,-0.12920052
SDSS12950,0.08133,37.935407,0.111814,37.914636,0.020770466,37.83228,0.10312691
SDSS12781,0.08304,38.065672,0.115125,37.962341,0.10333185,37.881534,0.18413859
SDSS722,0.08522,37.970228,0.128423,38.021817,-0.051589158,37.942978,0.027249973
SDSS3592,0.08528,37.928381,0.111932,38.023433,-0.095052513,37.944648,-0.016267572
SDSS21502,0.08784,37.989534,0.112907,38.09141,-0.10187635,38.014924,-0.025389953
SDSS1241,0.08889,37.936103,0.11251,38.118748,-0.18264484,38.043201,-0.10709799
SDSS19899,0.09007,38.021375,0.111899,38.149106,-0.12773025,38.074612,-0.053236229
SDSS17258,0.0901,37.828996,0.124187,38.149873,-0.32087608,38.075405,-0.24640887
SDSS774,0.09243,38.160297,0.122156,38.208704,-0.048407462,38.136309,0.023988205
SDSS18241,0.09391,38.333255,0.11374,38.245347,0.087907982,38.174262,0.15899348
SDSS2102,0.09401,38.212454,0.112725,38.247803,-0.035349335,38.176806,0.035647731
SDSS16185,0.09582,38.280928,0.112716,38.291834,-0.010905779,38.222434,0.058494471
SDSS13038,0.10264,38.528458,0.113322,38.45095,0.077507902,38.387511,0.1409468
SDSS10434,0.10289,38.47728,0.114221,38.45659,0.020689994,38.393368,0.083911916
SDSS13135,0.10337,38.400372,0.111598,38.467384,-0.067012168,38.404578,-0.0042063736
SDSS20064,0.10391,38.25769,0.112416,38.47947,-0.22177968,38.417132,-0.15944145
SDSS14816,0.10589,38.259627,0.112285,38.523284,-0.26365767,38.462656,-0.20302932
SDSS18697,0.10602,38.388928,0.111682,38.526134,-0.1372061,38.465617,-0.076689902
SDSS20625,0.10667,38.529439,0.112607,38.540332,-0.010893476,38.480375,0.049063388
SDSS18375,0.10725,38.205555,0.111743,38.552932,-0.34737739,38.493474,-0.28791947
SDSS21034,0.10751,38.544067,0.112402,38.55856,-0.014492753,38.499325,0.04474194
SDSS7147,0.10924,38.548224,0.112096,38.595681,-0.04745703,38.53793,0.010294545
SDSS18650,0.11271,38.715163,0.112009,38.668495,0.046667697,38.613702,0.10146091
SDSS11067,0.11304,38.632945,0.112246,38.675309,-0.0423642,38.620796,0.012148753
SDSS18612,0.11368,38.434426,0.111953,38.688471,-0.25404514,38.634501,-0.20007481
SDSS16641,0.11389,38.794576,0.113093,38.692775,0.10180101,38.638983,0.15559315
SDSS16619,0.11402,38.462485,0.11346,38.695435,-0.23294978,38.641753,-0.17926773
SDSS5395,0.11635,38.729957,0.111949,38.742639,-0.01268262,38.690926,0.039030986
SDSS8719,0.11651,38.672468,0.113022,38.745848,-0.073380154,38.694269,-0.021801648
SDSS2561,0.11741,38.700061,0.112518,38.76382,-0.063759011,38.712999,-0.012938085
SDSS19953,0.11767,38.741727,0.111671,38.768988,-0.027260597,38.718385,0.023342015
SDSS16259,0.11771,38.640093,0.113079,38.769782,-0.12968953,38.719213,-0.079120634
SDSS1371,0.11771,38.527971,0.11196,38.769782,-0.24181061,38.719213,-0.19124171
SDSS14871,0.11845,38.812895,0.111824,38.784427,0.02846815,38.73448,0.078415567
SDSS18298,0.11863,38.416553,0.127194,38.787976,-0.37142339,38.73818,-0.32162698
SDSS13894,0.11966,38.95985,0.113363,38.808189,0.15166021,38.759256,0.20059355
SDSS5549,0.11967,38.717946,0.111976,38.808385,-0.090438578,38.75946,-0.041513604
SDSS13044,0.11967,38.837411,0.112171,38.808385,0.029026285,38.75946,0.077951259
SDSS12860,0.12044,38.780122,0.113463,38.823388,-0.043265394,38.775107,0.0050157212
SDSS19543,0.12164,38.946145,0.112462,38.84659,0.099555097,38.79931,0.14683504
SDSS18835,0.12262,38.707357,0.11183,38.865379,-0.15802279,38.818915,-0.1115589
SDSS16021,0.12276,38.737216,0.112478,38.868052,-0.13083556,38.821705,-0.084488119
SDSS21669,0.12281,38.662602,0.129766,38.869006,-0.20640366,38.8227,-0.16009774
SDSS2916,0.12303,38.721556,0.119632,38.873198,-0.15164234,38.827075,-0.10551925
SDSS6406,0.12376,38.686488,0.111795,38.88706,-0.20057158,38.841543,-0.15505451
SDSS20470,0.1244,38.959303,0.113068,38.899149,0.060153712,38.854163,0.10514003
06D2fb,0.125298,38.812432,0.085713,38.916014,-0.10358119,38.871771,-0.059338185
SDSS13005,0.12593,38.931494,0.157613,38.927815,0.0036786554,38.884094,0.047399496
SDSS2992,0.12608,38.626104,0.113495,38.930608,-0.30450391,38.887011,-0.26090693
SDSS744,0.12649,38.834716,0.118731,38.938225,-0.10350933,38.894967,-0.060250629
SDSS18855,0.12715,38.872201,0.111895,38.950439,-0.07823846,38.907725,-0.035523922
SDSS16069,0.12739,38.792596,0.113191,38.954866,-0.16227032,38.912349,-0.1197533
SDSS18809,0.12837,38.870821,0.112485,38.972861,-0.10203968,38.93115,-0.060328729
SDSS22075,0.12893,38.840284,0.113756,38.983086,-0.14280201,38.941835,-0.10155083
SDSS1032,0.12903,38.873791,0.115931,38.984908,-0.11111666,38.943738,-0.069947399
SDSS5751,0.12953,38.807645,0.112137,38.993995,-0.18635057,38.953236,-0.14559121
SDSS18415,0.12961,38.956012,0.113841,38.995446,-0.039434047,38.954753,0.0012596078
SDSS20084,0.12961,39.141727,0.113865,38.995446,0.14628033,38.954753,0.18697398
SDSS17280,0.13045,39.199031,0.147057,39.010631,0.1883995,38.970625,0.22840555
SDSS14108,0.13243,39.234972,0.112393,39.046064,0.18890779,39.007674,0.22729766
SDSS18602,0.13362,39.077669,0.113865,39.067122,0.010547264,39.0297,0.047969147
SDSS15508,0.13392,38.966034,0.111798,39.072403,-0.1063688,39.035224,-0.069190364
SDSS15234,0.13508,39.242322,0.113196,39.092718,0.14960337,39.056481,0.18584098
SDSS17629,0.13588,38.873391,0.113673,39.106634,-0.23324312,39.071044,-0.19765289
SDSS19775,0.13668,38.995995,0.113428,39.120474,-0.12447839,39.08553,-0.089534388
SDSS17366,0.13811,38.981395,0.112284,39.145024,-0.16362814,39.111232,-0.12983661
SDSS15171,0.13818,39.048423,0.11186,39.146219,-0.097795955,39.112484,-0.0640607
SDSS17208,0.13864,39.36218,0.119461,39.154062,0.20811736,39.120697,0.24148272
SDSS12928,0.13868,39.066861,0.116765,39.154743,-0.087882299,39.12141,-0.054549028
SDSS1794,0.14139,39.200636,0.113002,39.200448,0.00018778829,39.169286,0.031349357
SDSS14437,0.14265,39.13653,0.112226,39.22142,-0.084889516,39.191264,-0.054733464
SDSS2635,0.1431,39.139085,0.112072,39.228868,-0.089782629,39.19907,-0.059985007
SDSS13796,0.1436,39.058163,0.111766,39.237117,-0.17895434,39.207718,-0.14955461
SDSS17497,0.14382,39.107025,0.111949,39.240739,-0.13371398,39.211514,-0.10448934
SDSS8921,0.14401,39.137892,0.114616,39.243862,-0.10597078,39.214789,-0.076896936
SDSS16073,0.14468,39.430541,0.112388,39.254846,0.17569537,39.226304,0.20423698
SDSS14024,0.14478,39.128046,0.114439,39.256481,-0.12843557,39.228019,-0.099973241
SDSS17605,0.14533,39.165471,0.119235,39.265457,-0.099985938,39.23743,-0.071959541
SDSS11300,0.14547,38.873755,0.113737,39.267736,-0.3939808,39.239821,-0.3660655
SDSS21062,0.14564,39.482628,0.114307,39.270501,0.21212627,39.242721,0.23990695
SDSS19940,0.14582,39.01236,0.112189,39.273426,-0.26106571,39.245788,-0.23342747
SDSS12930,0.14607,39.310932,0.117074,39.277482,0.033449719,39.250042,0.060890039
SDSS2308,0.148,39.305036,0.111944,39.308581,-0.0035457695,39.282665,0.022370863
SDSS21510,0.14839,39.153355,0.11378,39.31482,-0.16146412,39.28921,-0.13585458
SDSS16116,0.1486,39.394763,0.112448,39.318172,0.076590826,39.292728,0.10203488
SDSS13736,0.14901,39.262975,0.112283,39.324705,-0.061730131,39.299584,-0.036608553
SDSS16206,0.15065,39.118932,0.113842,39.350671,-0.23173854,39.326836,-0.207904
SDSS2031,0.15186,39.204258,0.112035,39.36966,-0.16540213,39.346772,-0.14251435
SDSS15132,0.15295,39.375366,0.111718,39.386645,-0.011278513,39.364608,0.010758361
SDSS19353,0.15322,39.272281,0.113617,39.390835,-0.11855358,39.369008,-0.096726966
SDSS18323,0.15363,39.448143,0.115274,39.397184,0.050958364,39.375677,0.0724656
SDSS17253,0.15463,39.371679,0.1715,39.412604,-0.040924944,39.391875,-0.020195467
SDSS5550,0.15473,39.335028,0.111655,39.414141,-0.079113288,39.39349,-0.058461554
SDSS18030,0.15506,39.511723,0.118308,39.419207,0.092516565,39.398811,0.11291216
SDSS18740,0.15575,39.142044,0.111931,39.429765,-0.28772144,39.409905,-0.26786103
SDSS16165,0.15596,39.343842,0.112725,39.43297,-0.089127795,39.413272,-0.069430087
SDSS13354,0.15653,39.221901,0.113012,39.441648,-0.21974759,39.422392,-0.20049122
SDSS17171,0.15895,39.372873,0.145393,39.478169,-0.1052961,39.46078,-0.087907157
SDSS15425,0.15935,39.113679,0.111983,39.484156,-0.37047723,39.467075,-0.35339605
SDSS17825,0.15999,39.420751,0.113136,39.493705,-0.072954607,39.477116,-0.056365458
SDSS3317,0.15999,39.263229,0.113095,39.493705,-0.2304768,39.477116,-0.21388765
SDSS2689,0.16035,39.250122,0.114045,39.499061,-0.24893889,39.482749,-0.23262608
SDSS5103,0.1605,39.327255,0.113217,39.50129,-0.17403448,39.485092,-0.15783682
SDSS13411,0.1618,39.568869,0.120879,39.520521,0.048347677,39.50532,0.063549352
SDSS20430,0.16284,39.558532,0.114429,39.535803,0.022729112,39.521396,0.037136103
SDSS19174,0.16357,39.286594,0.114386,39.546476,-0.25988213,39.532626,-0.2460321
SDSS20764,0.16387,39.453797,0.113522,39.550849,-0.097051853,39.537228,-0.083430364
SDSS3087,0.1644,39.365084,0.11306,39.558557,-0.19347254,39.545339,-0.18025458
SDSS19616,0.16455,39.387664,0.113442,39.560734,-0.17307052,39.54763,-0.1599666
SDSS12843,0.16565,39.202247,0.118455,39.576644,-0.37439721,39.564376,-0.36212902
SDSS12853,0.16817,39.333731,0.116716,39.612726,-0.27899551,39.602365,-0.26863435
SDSS15897,0.16869,39.544445,0.116161,39.620109,-0.075664299,39.61014,-0.065695489
05D3ne,0.169455,39.580732,0.088415,39.630932,-0.050200566,39.62154,-0.040807946
SDSS12856,0.17028,39.584277,0.112043,39.642553,-0.058275783,39.633781,-0.049503671
SDSS12855,0.17063,39.435724,0.114853,39.647467,-0.21174304,39.638958,-0.20323389
SDSS17220,0.17066,39.397723,0.115012,39.647888,-0.25016489,39.639402,-0.24167824
SDSS17389,0.1707,39.808694,0.115438,39.648449,0.16024482,39.639993,0.16870147
SDSS15453,0.17373,39.836681,0.114314,39.69059,0.1460908,39.684401,0.15228007
SDSS3080,0.17374,39.463768,0.112831,39.690728,-0.2269603,39.684546,-0.22077848
SDSS15648,0.17383,39.525192,0.122163,39.691969,-0.16677724,39.685855,-0.16066245
SDSS14421,0.17386,39.700435,0.112491,39.692383,0.0080523247,39.686291,0.014144779
SDSS12927,0.17415,39.359493,0.118918,39.696378,-0.33688454,39.690501,-0.33100841
SDSS19969,0.1742,39.514497,0.113041,39.697066,-0.18256846,39.691227,-0.17672955
SDSS19282,0.17558,39.635173,0.113152,39.715986,-0.080812305,39.711173,-0.076000121
SDSS18807,0.17625,39.745679,0.113139,39.725121,0.020557844,39.720807,0.02487249
SDSS14979,0.17653,39.625476,0.11256,39.72893,-0.10345408,39.724823,-0.099346995
SDSS15365,0.17656,39.786039,0.113446,39.729338,0.05670145,39.725253,0.06078626
SDSS18604,0.17656,39.813561,0.113509,39.729338,0.084223732,39.725253,0.088308542
SDSS17274,0.17658,40.146933,0.1635,39.729609,0.41732379,39.72554,0.42139375
SDSS15583,0.17706,39.666107,0.113873,39.736124,-0.070017015,39.732409,-0.066302761
SDSS17218,0.17757,39.634082,0.114576,39.743027,-0.10894461,39.73969,-0.10560789
SDSS14451,0.17789,39.574974,0.112906,39.747349,-0.17237501,39.744249,-0.16927489
SDSS5635,0.1781,40.052473,0.117139,39.750181,0.30229211,39.747236,0.30523696
SDSS15461,0.17865,39.697223,0.113319,39.757585,-0.060362413,39.755046,-0.057823667
SDSS2372,0.17962,39.562818,0.113572,39.770591,-0.20777253,39.768767,-0.20594903
SDSS6936,0.17969,39.686965,0.113497,39.771527,-0.084561984,39.769755,-0.082790106
SDSS13254,0.17981,39.981137,0.120493,39.773131,0.20800638,39.771447,0.20968986
SDSS14284,0.18037,39.447761,0.112763,39.780602,-0.33284156,39.779331,-0.33157008
SDSS13045,0.18055,39.543292,0.118342,39.782999,-0.2397076,39.78186,-0.2385685
SDSS20048,0.18056,39.793426,0.117002,39.783133,0.010293716,39.782001,0.011425454
SDSS17215,0.18079,39.621278,0.117616,39.786192,-0.16491405,39.785229,-0.16395133
SDSS15443,0.18122,39.590054,0.112167,39.791902,-0.20184798,39.791255,-0.20120107
SDSS17332,0.18204,39.584028,0.115898,39.802757,-0.21872849,39.802711,-0.21868304
SDSS6422,0.18255,39.764285,0.112208,39.809485,-0.045200375,39.809813,-0.045528408
SDSS16281,0.18255,39.62761,0.114391,39.809485,-0.18187537,39.809813,-0.1822034
SDSS17168,0.18257,39.842601,0.115147,39.809749,0.032852468,39.810091,0.032509814
SDSS14984,0.1828,39.834222,0.115225,39.812777,0.021445489,39.813288,0.020934459
SDSS1580,0.18322,39.566101,0.114206,39.818298,-0.25219666,39.819116,-0.25301483
SDSS8213,0.18327,39.569065,0.117564,39.818954,-0.24988877,39.819809,-0.25074349
SDSS15421,0.18435,39.851818,0.112927,39.833093,0.018725001,39.834736,0.017081911
05D2ah,0.185371,39.794575,0.085522,39.846389,-0.051814422,39.848776,-0.054201276
SDSS19101,0.18563,39.658661,0.11449,39.849751,-0.19108969,39.852326,-0.19366494
SDSS5994,0.18581,39.82584,0.114889,39.852085,-0.02624555,39.854791,-0.028951684
SDSS21861,0.18655,39.624409,0.121972,39.861659,-0.23724933,39.864902,-0.24049293
SDSS18749,0.18667,39.720546,0.114334,39.863208,-0.1426614,39.866538,-0.14599213
SDSS20687,0.18772,39.620767,0.118492,39.876723,-0.2559561,39.880815,-0.26004793
SDSS6304,0.18965,39.711922,0.113593,39.901385,-0.18946308,39.906871,-0.19494924
SDSS762,0.1901,39.961754,0.114249,39.907102,0.054652543,39.912912,0.04884209
SDSS18804,0.19084,39.750769,0.112617,39.916475,-0.16570558,39.922818,-0.17204879
SDSS16276,0.19176,39.870269,0.114367,39.928082,-0.057812251,39.935086,-0.064816459
SDSS18787,0.19191,40.161918,0.114568,39.929969,0.23194835,39.937081,0.22483653
SDSS16618,0.19198,39.705824,0.114573,39.93085,-0.22502596,39.938012,-0.23218806
SDSS2440,0.19215,40.019265,0.114217,39.932986,0.086279024,39.94027,0.078994963
SDSS16100,0.19392,39.899804,0.117691,39.955131,-0.055326559,39.963682,-0.063877681
SDSS2246,0.19422,39.859825,0.11684,39.958866,-0.099040366,39.967631,-0.10780579
SDSS20575,0.19465,39.588541,0.114454,39.964209,-0.37566816,39.973282,-0.38474048
