ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
1499,701.642,-1.96257,-1.3298,714.678,-13.0359,4.22084,-6.18342,11.479,-12.8088,715.309,-13.6663,9.63556,-11.5981,12.155,-13.4848
1512,655.678,7.47919,21.9852,669.156,-13.478,9.46267,-1.98348,12.9138,9.07134,667.72,-12.0426,14.3575,-6.87831,13.749,8.23614
1529,588.39,9.37829,16.3364,606.684,-18.2945,13.2113,-3.83296,15.1488,1.18755,602.984,-14.5942,17.2634,-7.88509,16.1136,0.222752
1546,547.01,10.0139,17.2441,545.278,1.73181,13.3705,-3.35658,17.503,-0.258884,540.008,7.00183,16.4831,-6.46923,18.5017,-1.25763
1563,503.657,-0.414165,16.8062,489.18,14.4771,10.2226,-10.6368,19.667,-2.86086,483.23,20.4271,12.393,-12.8072,20.5993,-3.79311
1580,468.039,-1.86885,6.00044,441.8,26.2388,4.40547,-6.27432,21.3715,-15.371,436.063,31.9763,5.71434,-7.58319,22.1506,-16.1502
1597,429.111,-9.9112,23.6655,405.447,23.6647,-3.19089,-6.72031,22.4147,1.25083,400.722,28.3889,-2.58456,-7.32664,22.9774,0.688188
1614,407.925,-9.49197,28.6547,381.041,26.8845,-11.5708,2.07887,22.672,5.98268,378.021,29.9046,-11.4373,1.94537,22.9786,5.67613
1631,399.577,-25.3687,25.01,368.186,31.3908,-19.7176,-5.65109,22.1219,2.8881,367.333,32.2436,-19.8079,-5.56076,22.1616,2.84846
1648,389.097,-22.7408,15.7028,365.332,23.7642,-26.7165,3.97573,20.8307,-5.12787,366.833,22.2638,-26.7839,4.04319,20.6233,-4.92054
1665,391.497,-25.4964,25.7318,370.057,21.4394,-31.8575,6.3611,18.9396,6.79213,373.828,17.6682,-31.6656,6.16915,18.5339,7.19789
1682,385.396,-29.9275,35.6797,379.363,6.03275,-34.7016,4.77412,16.6504,19.0293,385.107,0.288413,-34.0684,4.14093,16.1109,19.5688
1699,400.368,-26.1074,19.884,390.102,10.2651,-35.1001,8.99275,14.2004,5.68359,397.326,3.04153,-33.9144,7.80699,13.6036,6.28036
1716,393.039,-22.1731,-2.30435,399.32,-6.28122,-33.1818,11.0087,11.8231,-14.1274,407.365,-14.3266,-31.4026,9.22949,11.2536,-13.5579
1733,407.61,-28.2166,10.7442,404.616,2.9946,-29.3459,1.12936,9.73308,1.01108,412.82,-5.20932,-27.0025,-1.21402,9.2658,1.47837
1750,377.716,-22.2324,37.1788,404.301,-26.5856,-24.1696,1.93718,8.09958,29.0792,412.042,-34.3258,-21.3614,-0.870971,7.79478,29.384
1767,379.019,-13.1588,21.6818,397.537,-18.5178,-18.3324,5.17364,7.0303,14.6515,404.26,-25.2407,-15.2191,2.0603,6.93166,14.7502
1784,377.36,-11.8144,-18.8184,384.432,-7.07198,-12.5435,0.729038,6.56306,-25.3814,389.763,-12.4033,-9.30515,-2.5093,6.69044,-25.5088
1801,358.796,-8.0874,23.4248,365.854,-7.05806,-7.44968,-0.637727,6.66871,16.7561,369.627,-10.8307,-4.27725,-3.81015,7.01631,16.4085
1818,342.446,-0.976027,18.7414,343.254,-0.807682,-3.56706,2.59103,7.25773,11.4837,345.5,-3.05394,-0.650262,-0.325765,7.79646,10.9449
1835,313.006,-4.91613,16.6022,318.53,-5.52404,-1.2301,-3.68603,8.1931,8.40906,319.456,-6.44999,1.28241,-6.19854,8.87839,7.72377
1852,305.378,1.81527,-6.23088,293.724,11.654,-0.57122,2.38649,9.31112,-15.542,293.705,11.6738,1.43778,0.377491,10.0845,-16.3154
1869,276.147,-4.78882,36.2976,270.708,5.439,-1.52564,-3.26318,10.4394,25.8582,270.244,5.90312,-0.0676566,-4.72116,11.2337,25.0639
1886,265.911,1.66045,0.555329,251.075,14.8356,-3.83652,5.49697,11.4193,-10.864,250.678,15.2332,-2.91887,4.57932,12.1725,-11.6172
1903,249.92,-11.107,-18.6965,235.922,13.998,-7.1128,-3.99422,12.1202,-30.8167,236.091,13.8296,-6.66547,-4.44155,12.7782,-31.4747
1920,257.96,-8.76494,26.026,225.764,32.1965,-10.8837,2.11881,12.4512,13.5748,226.948,31.0125,-10.7886,2.02366,12.9709,13.0551
1937,245.342,-13.224,20.5827,220.512,24.8299,-14.6496,1.42558,12.3733,8.20939,223.019,22.323,-14.7669,1.5429,12.7304,7.85225
1954,231.313,-5.86213,-42.7334,219.546,11.767,-17.9439,12.0818,11.8956,-54.629,223.527,7.7857,-18.1164,12.2543,12.0859,-54.8192
1971,229.279,-28.0519,51.929,221.812,7.46624,-20.386,-7.66591,11.0692,40.8598,227.266,2.01217,-20.4544,-7.59756,11.1064,40.8226
1988,225.825,-27.8392,5.28485,225.975,-0.15044,-21.7193,-6.1199,9.9844,-4.69956,232.752,-6.92717,-21.5536,-6.28562,9.89683,-4.61199
2005,240.086,,,230.59,9.49588,-21.8252,,8.75441,,238.392,1.69382,-21.3287,,8.58415,
2030,233.983,,,235.337,-1.35438,-19.8338,,6.93141,,243.915,-9.93283,-18.7598,,6.73059,
2063,216.247,,,233.004,-16.757,-14.3075,,5.02455,,241.189,-24.9425,-12.5412,,4.93842,
2096,204.908,,,218.106,-13.1975,-7.63363,,4.1376,,224.566,-19.6579,-5.50442,,4.28825,
2129,200.092,,,192.855,7.23768,-2.2457,,4.3245,,197.038,3.05449,-0.219782,,4.73175,
2162,168.762,,,163.35,5.4122,0.251226,,5.21915,,165.588,3.17438,1.77691,,5.80607,
2195,140.144,,,136.619,3.52507,-0.432289,,6.23785,,137.895,2.24911,0.392189,,6.86765,
2228,129.223,,,117.85,11.3733,-3.34504,,6.83583,,119.352,9.87095,-3.15765,,7.36845,
2261,118.304,,,108.623,9.68136,-6.85786,,6.71348,,111.234,7.07069,-7.04417,,7.06056,
2294,118.51,,,106.951,11.5589,-9.39434,,5.8943,,110.981,7.5286,-9.60454,,6.04247,
2327,115.407,,,108.611,6.79638,-10.0263,,4.67165,,113.721,1.68656,-9.96961,,4.68251,
2360,114.999,,,109.167,5.83203,-8.7318,,3.45326,,114.621,0.37748,-8.27897,,3.4273,
2393,126.918,,,105.694,21.2236,-6.24585,,2.58917,,110.677,16.2403,-5.45242,,2.62735,
2426,90.007,,,97.659,-7.65205,-3.65638,,2.24654,,101.63,-11.6235,-2.72262,,2.40987,
2459,83.9457,,,86.6658,-2.72014,-1.91426,,2.37374,,89.5327,-5.58703,-1.07955,,2.66686,
2492,78.7067,,,75.4306,3.27613,-1.48592,,2.75538,,77.5321,1.17466,-0.939084,,3.13155,
