Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSF,residual_QRSF
sn2006ar,0.02298,35.101878,0.145076,35.195937,-0.094059,34.935491,0.16638726
sn2006cp,0.023321,34.824838,0.144025,35.22845,-0.4036127,34.96818,-0.1433424
sn2000ca,0.02336,34.999952,0.144317,35.232139,-0.23218689,34.971889,0.028062973
sn2006ac,0.023471,35.012156,0.143695,35.242604,-0.23044756,34.982412,0.029744491
sn2000cn,0.023552,34.97956,0.144309,35.25021,-0.27065012,34.99006,-0.01049991
sn2007f,0.02381,35.204577,0.144315,35.274266,-0.069689959,35.01425,0.19032691
sn2007qe,0.023867,35.063685,0.14435,35.279546,-0.21586189,35.019559,0.04412525
sn1993h,0.023909,35.098082,0.145547,35.283429,-0.18534746,35.023464,0.074617867
sn2006sr,0.024159,35.023661,0.14338,35.306404,-0.28274243,35.046567,-0.022905612
sn2005bg,0.024586,35.073339,0.142334,35.345107,-0.27176833,35.085491,-0.012152502
sn2002he,0.024725,35.193717,0.145176,35.357562,-0.16384544,35.098019,0.095697523
sn2002bf,0.024746,34.819134,0.147523,35.359438,-0.54030401,35.099906,-0.28077198
sn1994m,0.024951,34.970533,0.145319,35.377669,-0.40713628,35.118243,-0.14771005
sn1992ag,0.025198,34.99283,0.148276,35.39944,-0.40660977,35.140142,-0.14731185
sn2007cq,0.025468,34.943635,0.143429,35.423001,-0.47936619,35.163842,-0.22020722
sn2005ms,0.026567,35.377692,0.142099,35.516429,-0.13873716,35.25784,0.11985147
sn1999gp,0.026677,35.353986,0.142999,35.525571,-0.17158467,35.267039,0.086947217
sn2005na,0.026881,35.274075,0.141195,35.542426,-0.26835114,35.284,-0.0099249531
sn2007co,0.027064,35.208077,0.141685,35.55744,-0.34936295,35.299109,-0.091031812
sn2004gs,0.027499,35.554208,0.140928,35.592733,-0.038525078,35.334627,0.21958057
sn1992p,0.027637,35.512376,0.144083,35.603815,-0.091439083,35.345781,0.16659569
sn1998ab,0.027688,34.989967,0.143171,35.607897,-0.61793011,35.349889,-0.35992182
sn2002de,0.027748,35.482228,0.141846,35.612689,-0.13046094,35.354712,0.12751587
sn2003u,0.028561,35.339311,0.14269,35.676645,-0.33733396,35.419089,-0.079778314
sn2005eq,0.029086,35.610269,0.141059,35.717002,-0.10673306,35.459719,0.15054981
sn2006qo,0.029526,35.436744,0.142005,35.750278,-0.31353471,35.493224,-0.056480086
sn1990o,0.030325,35.497775,0.143169,35.809482,-0.31170718,35.552841,-0.055066736
sn2001ba,0.030381,35.669209,0.142175,35.813573,-0.1443642,35.556962,0.11224688
sn2003ch,0.030416,35.690108,0.140939,35.816127,-0.12601859,35.559534,0.13057419
sn1997dg,0.030482,35.947597,0.1417,35.820934,0.12666306,35.564376,0.38322144
sn1996c,0.030721,35.590467,0.142617,35.83826,-0.24779308,35.581825,0.0086419813
sn2006bt,0.031484,35.80412,0.140272,35.892697,-0.088576681,35.636658,0.16746173
sn2006az,0.031485,35.68697,0.140346,35.892767,-0.20579751,35.636729,0.050240384
sn2007bd,0.031638,35.584368,0.14121,35.903528,-0.31915928,35.647569,-0.063200361
sn1999cc,0.031764,35.633256,0.140686,35.91235,-0.27909407,35.656457,-0.023201101
sn2004as,0.032538,35.8802,0.14043,35.965809,-0.085608487,35.710317,0.16988294
sn2004l,0.033173,35.745515,0.143111,36.008744,-0.26322903,35.753583,-0.0080678863
sn2006s,0.033255,35.96312,0.139885,36.01423,-0.05111067,35.759112,0.20400805
sn2006gr,0.033614,35.91306,0.139809,36.038093,-0.12503227,35.783161,0.12989976
sn2005iq,0.034074,36.012203,0.138969,36.068307,-0.056103564,35.813614,0.19858948
sn2005eu,0.034781,35.901769,0.141596,36.113975,-0.21220648,35.85965,0.042119311
sn1996bl,0.034854,35.742786,0.141007,36.118639,-0.37585295,35.864351,-0.12156529
sn2003iv,0.034971,36.008294,0.140126,36.126094,-0.11779965,35.871867,0.13642722
sn1992bg,0.035218,35.883836,0.14465,36.141752,-0.25791604,35.887653,-0.0038174097
sn2002hd,0.035755,35.691602,0.142258,36.175426,-0.48382398,35.921607,-0.23000477
SDSS17784,0.03652,36.08076,0.115396,36.222556,-0.14179568,35.969134,0.11162596
sn2000cf,0.036934,36.125246,0.140956,36.24766,-0.12241387,35.994454,0.13079254
sn2006nz,0.03695,36.067055,0.114021,36.248625,-0.18156979,35.995427,0.071628223
sn2006mo,0.036969,36.135765,0.141722,36.24977,-0.11400474,35.996582,0.13918331
sn2001eh,0.037075,36.029637,0.139296,36.256147,-0.22651015,36.003014,0.026622538
sn2002hu,0.038086,36.047263,0.138952,36.316097,-0.26883356,36.06349,-0.016226756
sn1999aw,0.039083,36.261874,0.139901,36.373715,-0.11184011,36.121626,0.14024819
sn2003fa,0.039219,36.157637,0.138984,36.381462,-0.22382545,36.129445,0.02819153
sn2001az,0.040259,36.35703,0.142119,36.439862,-0.082831841,36.188386,0.16864362
sn2005lz,0.040689,36.276362,0.139014,36.463579,-0.18721655,36.212327,0.06403493
sn1992bh,0.041657,36.527303,0.141016,36.516089,0.011213226,36.265342,0.26196068
sn1992bl,0.0424,36.296029,0.142756,36.555594,-0.2595652,36.305234,-0.0092052852
SDSS10805,0.04413,36.27164,0.11486,36.645027,-0.37338705,36.395569,-0.1239291
SDSS14279,0.04428,36.292702,0.113705,36.65262,-0.35991813,36.40324,-0.11053811
sn2005hc,0.04492,36.564561,0.111373,36.684738,-0.12017713,36.435692,0.12886885
sn2004gu,0.046856,36.447889,0.137271,36.779255,-0.33136592,36.531219,-0.083330165
sn1995ac,0.048984,36.350468,0.139079,36.878867,-0.52839844,36.631942,-0.281474
sn1993ag,0.049325,36.589362,0.140167,36.894437,-0.30507537,36.647691,-0.058329032
sn1990af,0.049519,36.643828,0.139446,36.90325,-0.25942193,36.656604,-0.012776829
sn1993o,0.053126,36.846507,0.139575,37.061266,-0.21475877,36.816506,0.030000931
sn1998dx,0.05386,36.749621,0.140685,37.092145,-0.34252419,36.84777,-0.098148894
sn1999ao,0.054931,37.041519,0.143919,37.136479,-0.094960259,36.892664,0.14885477
SDSS19968,0.05499,36.903421,0.112893,37.138897,-0.23547628,36.895113,0.0083077157
SDSS6558,0.05634,37.006419,0.112867,37.193548,-0.18712961,36.950471,0.055947548
SDSS14318,0.05654,36.864026,0.122398,37.201537,-0.33751058,36.958564,-0.094538065
SDSS17745,0.05874,37.218674,0.114585,37.287654,-0.068979732,37.045834,0.17284027
sn2006ob,0.059289,37.049891,0.111086,37.308658,-0.25876769,37.067126,-0.017235216
sn2006oa,0.060959,37.14167,0.11093,37.371416,-0.22974639,37.13076,0.010910366
SDSS3901,0.062818,37.129647,0.112357,37.439356,-0.30970974,37.199675,-0.070028106
sn2007ae,0.062961,37.139126,0.140212,37.444502,-0.30537584,37.204895,-0.065769515
sn1992bs,0.063345,37.416847,0.141293,37.458264,-0.041416445,37.218859,0.19798842
SDSS10028,0.064229,37.197295,0.112975,37.489642,-0.29234711,37.250702,-0.053406257
sn2006an,0.065193,37.374426,0.139912,37.52339,-0.14896418,37.284955,0.089470454
SDSS6057,0.06651,37.294806,0.112612,37.568727,-0.27392185,37.330985,-0.036178947
sn2006al,0.069122,37.617081,0.145157,37.656146,-0.039065016,37.419776,0.19730515
sn2006on,0.069751,37.294725,0.111409,37.676723,-0.38199856,37.440684,-0.14595893
sn1993b,0.070153,37.383197,0.146379,37.689781,-0.30658429,37.453953,-0.070756155
SDSS17240,0.07153,37.392019,0.157968,37.733971,-0.3419516,37.498867,-0.10684767
SDSS17880,0.07195,37.342194,0.112772,37.747287,-0.40509215,37.512404,-0.17020927
sn1992ae,0.074579,37.484462,0.141947,37.828981,-0.34451923,37.595482,-0.11102032
sn2005ir,0.07487,37.600639,0.110074,37.837853,-0.23721444,37.604508,-0.0038689631
SDSS19155,0.07592,37.770136,0.112389,37.869595,-0.099458807,37.636802,0.13333383
sn1999bp,0.078317,37.726108,0.138307,37.940507,-0.21439942,37.708978,0.017129746
SDSS17186,0.07849,38.035737,0.113854,37.945545,0.090191891,37.714107,0.32162993
sn1992bp,0.07884,37.541851,0.138584,37.955703,-0.41385228,37.72445,-0.18259887
SDSS12779,0.07891,37.822083,0.117766,37.95773,-0.13564701,37.726514,0.095569552
SDSS12898,0.07997,37.842822,0.112109,37.98821,-0.14538802,37.757552,0.085269617
sn2005ag,0.080103,37.667141,0.136253,37.992007,-0.32486594,37.761419,-0.094278602
SDSS12950,0.08133,37.935407,0.111814,38.026755,-0.091348155,37.796815,0.13859194
SDSS12781,0.08304,38.065672,0.115125,38.074355,-0.0086823733,37.845317,0.2203553
SDSS722,0.08522,37.970228,0.128423,38.133698,-0.16347037,37.905812,0.06441615
SDSS3592,0.08528,37.928381,0.111932,38.135311,-0.20693005,37.907456,0.020924668
SDSS21502,0.08784,37.989534,0.112907,38.203132,-0.21359782,37.97663,0.012904264
SDSS1241,0.08889,37.936103,0.11251,38.230405,-0.29430231,38.004458,-0.068355549
SDSS19899,0.09007,38.021375,0.111899,38.260691,-0.23931587,38.035368,-0.013993009
SDSS17258,0.0901,37.828996,0.124187,38.261456,-0.43245987,38.036149,-0.20715293
SDSS774,0.09243,38.160297,0.122156,38.320146,-0.15984941,38.096072,0.064224643
SDSS18241,0.09391,38.333255,0.11374,38.356699,-0.023443958,38.133408,0.1998468
SDSS2102,0.09401,38.212454,0.112725,38.359149,-0.14669519,38.135911,0.0765426
SDSS16185,0.09582,38.280928,0.112716,38.40307,-0.12214159,38.180791,0.10013752
SDSS13038,0.10264,38.528458,0.113322,38.561772,-0.033313952,38.343108,0.1853492
SDSS10434,0.10289,38.47728,0.114221,38.567397,-0.090116698,38.348866,0.12841372
SDSS13135,0.10337,38.400372,0.111598,38.578161,-0.17778976,38.359886,0.040485891
SDSS20064,0.10391,38.25769,0.112416,38.590215,-0.33252455,38.372226,-0.1145355
SDSS14816,0.10589,38.259627,0.112285,38.633909,-0.37428262,38.416971,-0.1573448
SDSS18697,0.10602,38.388928,0.111682,38.636751,-0.24782317,38.419882,-0.030954483
SDSS20625,0.10667,38.529439,0.112607,38.65091,-0.12147122,38.434386,0.095052431
SDSS18375,0.10725,38.205555,0.111743,38.663475,-0.45792001,38.44726,-0.24170463
SDSS21034,0.10751,38.544067,0.112402,38.669087,-0.12501965,38.45301,0.091057686
SDSS7147,0.10924,38.548224,0.112096,38.706103,-0.15787927,38.490945,0.05727869
SDSS18650,0.11271,38.715163,0.112009,38.778707,-0.06354483,38.565395,0.14976794
SDSS11067,0.11304,38.632945,0.112246,38.785502,-0.15255679,38.572364,0.060580383
SDSS18612,0.11368,38.434426,0.111953,38.798625,-0.36419911,38.585828,-0.15140227
SDSS16641,0.11389,38.794576,0.113093,38.802916,-0.0083402699,38.590231,0.20434467
SDSS16619,0.11402,38.462485,0.11346,38.805569,-0.34308322,38.592953,-0.13046742
SDSS5395,0.11635,38.729957,0.111949,38.852632,-0.12267549,38.641256,0.088700305
SDSS8719,0.11651,38.672468,0.113022,38.855831,-0.18336335,38.644541,0.02792706
SDSS2561,0.11741,38.700061,0.112518,38.873749,-0.17368795,38.662938,0.037123228
SDSS19953,0.11767,38.741727,0.111671,38.878901,-0.13717388,38.668228,0.073499026
SDSS16259,0.11771,38.640093,0.113079,38.879693,-0.2396004,38.669041,-0.028948865
SDSS1371,0.11771,38.527971,0.11196,38.879693,-0.35172148,38.669041,-0.14106994
SDSS14871,0.11845,38.812895,0.111824,38.894293,-0.081398113,38.684036,0.12885923
SDSS18298,0.11863,38.416553,0.127194,38.897832,-0.48127881,38.68767,-0.27111734
SDSS13894,0.11966,38.95985,0.113363,38.917983,0.04186685,38.70837,0.25147952
SDSS5549,0.11967,38.717946,0.111976,38.918178,-0.20023134,38.70857,0.0093760035
SDSS13044,0.11967,38.837411,0.112171,38.918178,-0.080766474,38.70857,0.12884087
SDSS12860,0.12044,38.780122,0.113463,38.933134,-0.15301179,38.723937,0.056185278
SDSS19543,0.12164,38.946145,0.112462,38.956264,-0.010119077,38.747707,0.19843856
SDSS18835,0.12262,38.707357,0.11183,38.974995,-0.26763799,38.766959,-0.059602908
SDSS16021,0.12276,38.737216,0.112478,38.977659,-0.24044233,38.769698,-0.032481922
SDSS21669,0.12281,38.662602,0.129766,38.97861,-0.31600743,38.770676,-0.10807364
SDSS2916,0.12303,38.721556,0.119632,38.982789,-0.26123288,38.774972,-0.053416377
SDSS6406,0.12376,38.686488,0.111795,38.996606,-0.31011822,38.789179,-0.10269092
SDSS20470,0.1244,38.959303,0.113068,39.008657,-0.049354441,38.801571,0.15773142
06D2fb,0.125298,38.812432,0.085713,39.025468,-0.21303537,38.818861,-0.006428517
SDSS13005,0.12593,38.931494,0.157613,39.037231,-0.10573756,38.830961,0.1005322
SDSS2992,0.12608,38.626104,0.113495,39.040015,-0.41391112,38.833825,-0.20772139
SDSS744,0.12649,38.834716,0.118731,39.047608,-0.21289191,38.841637,-0.0069209157
SDSS18855,0.12715,38.872201,0.111895,39.059782,-0.1875814,38.854164,0.018037287
SDSS16069,0.12739,38.792596,0.113191,39.064195,-0.27159885,38.858704,-0.066108171
SDSS18809,0.12837,38.870821,0.112485,39.082131,-0.21130938,38.877163,-0.0063418658
SDSS22075,0.12893,38.840284,0.113756,39.092322,-0.25203811,38.887653,-0.047369534
SDSS1032,0.12903,38.873791,0.115931,39.094138,-0.22034677,38.889522,-0.015731483
SDSS5751,0.12953,38.807645,0.112137,39.103195,-0.29555068,38.898847,-0.091202301
SDSS18415,0.12961,38.956012,0.113841,39.104642,-0.14862935,38.900336,0.055676203
SDSS20084,0.12961,39.141727,0.113865,39.104642,0.037085021,38.900336,0.24139058
SDSS17280,0.13045,39.199031,0.147057,39.119776,0.079254566,38.915919,0.28311161
SDSS14108,0.13243,39.234972,0.112393,39.15509,0.079881541,38.952291,0.28268086
SDSS18602,0.13362,39.077669,0.113865,39.176077,-0.098407703,38.973913,0.10375577
SDSS15508,0.13392,38.966034,0.111798,39.18134,-0.21530582,38.979336,-0.013302511
SDSS15234,0.13508,39.242322,0.113196,39.201586,0.040735804,39.000203,0.24211896
SDSS17629,0.13588,38.873391,0.113673,39.215454,-0.34206281,39.014498,-0.14110736
SDSS19775,0.13668,38.995995,0.113428,39.229245,-0.23325024,39.028718,-0.032722494
SDSS17366,0.13811,38.981395,0.112284,39.25371,-0.27231449,39.053947,-0.072551524
SDSS15171,0.13818,39.048423,0.11186,39.254901,-0.20647812,39.055176,-0.0067525644
SDSS17208,0.13864,39.36218,0.119461,39.262717,0.099462674,39.063237,0.2989422
SDSS12928,0.13868,39.066861,0.116765,39.263395,-0.19653459,39.063937,0.002923576
SDSS1794,0.14139,39.200636,0.113002,39.308938,-0.10830268,39.11093,0.089705499
SDSS14437,0.14265,39.13653,0.112226,39.329835,-0.1933048,39.132501,0.0040289072
SDSS2635,0.1431,39.139085,0.112072,39.337256,-0.19817107,39.140163,-0.0010782648
SDSS13796,0.1436,39.058163,0.111766,39.345476,-0.28731297,39.148651,-0.090487881
SDSS17497,0.14382,39.107025,0.111949,39.349084,-0.24205948,39.152377,-0.04535231
SDSS8921,0.14401,39.137892,0.114616,39.352197,-0.21430497,39.155591,-0.01769937
SDSS16073,0.14468,39.430541,0.112388,39.36314,0.067401131,39.166894,0.26364777
SDSS14024,0.14478,39.128046,0.114439,39.36477,-0.23672386,39.168576,-0.040530721
SDSS17605,0.14533,39.165471,0.119235,39.373712,-0.20824146,39.177813,-0.012342782
SDSS11300,0.14547,38.873755,0.113737,39.375983,-0.50222796,39.18016,-0.30640441
SDSS21062,0.14564,39.482628,0.114307,39.378738,0.10388923,39.183006,0.29962174
SDSS19940,0.14582,39.01236,0.112189,39.381652,-0.36929203,39.186016,-0.17365588
SDSS12930,0.14607,39.310932,0.117074,39.385694,-0.074761708,39.190192,0.12074046
SDSS2308,0.148,39.305036,0.111944,39.416678,-0.1116423,39.22221,0.082825901
SDSS21510,0.14839,39.153355,0.11378,39.422893,-0.26953746,39.228634,-0.075278192
SDSS16116,0.1486,39.394763,0.112448,39.426233,-0.031469998,39.232086,0.16267656
SDSS13736,0.14901,39.262975,0.112283,39.432742,-0.16976657,39.238815,0.02416026
SDSS16206,0.15065,39.118932,0.113842,39.45861,-0.33967748,39.265562,-0.14662968
SDSS2031,0.15186,39.204258,0.112035,39.477527,-0.27326917,39.285128,-0.080870133
SDSS15132,0.15295,39.375366,0.111718,39.494447,-0.1190808,39.302633,0.07273358
SDSS19353,0.15322,39.272281,0.113617,39.498621,-0.22633986,39.306952,-0.034670137
SDSS18323,0.15363,39.448143,0.115274,39.504946,-0.056803569,39.313496,0.13464619
SDSS17253,0.15463,39.371679,0.1715,39.520307,-0.14862753,39.329394,0.042285721
SDSS5550,0.15473,39.335028,0.111655,39.521838,-0.18680993,39.330978,0.0040496109
SDSS18030,0.15506,39.511723,0.118308,39.526884,-0.015160512,39.336201,0.17552204
SDSS18740,0.15575,39.142044,0.111931,39.537401,-0.3953576,39.347089,-0.20504529
SDSS16165,0.15596,39.343842,0.112725,39.540594,-0.1967515,39.350394,-0.006551877
SDSS13354,0.15653,39.221901,0.113012,39.549238,-0.32733749,39.359345,-0.13744381
SDSS17171,0.15895,39.372873,0.145393,39.585616,-0.21274265,39.397021,-0.024147834
SDSS15425,0.15935,39.113679,0.111983,39.591579,-0.4779001,39.403199,-0.28952004
SDSS17825,0.15999,39.420751,0.113136,39.60109,-0.18033958,39.413054,0.0076967
SDSS3317,0.15999,39.263229,0.113095,39.60109,-0.33786177,39.413054,-0.14982549
SDSS2689,0.16035,39.250122,0.114045,39.606425,-0.35630257,39.418582,-0.16845956
SDSS5103,0.1605,39.327255,0.113217,39.608644,-0.28138927,39.420882,-0.093626862
SDSS13411,0.1618,39.568869,0.120879,39.627799,-0.058930223,39.440735,0.12813398
SDSS20430,0.16284,39.558532,0.114429,39.64302,-0.084487317,39.456514,0.10201832
SDSS19174,0.16357,39.286594,0.114386,39.653649,-0.36705541,39.467536,-0.18094208
SDSS20764,0.16387,39.453797,0.113522,39.658005,-0.20420742,39.472052,-0.01825523
SDSS3087,0.1644,39.365084,0.11306,39.665681,-0.3005968,39.480014,-0.11492944
SDSS19616,0.16455,39.387664,0.113442,39.66785,-0.28018592,39.482263,-0.094599109
SDSS12843,0.16565,39.202247,0.118455,39.683695,-0.48144767,39.498699,-0.29645205
SDSS12853,0.16817,39.333731,0.116716,39.719628,-0.38589733,39.535987,-0.20225628
SDSS15897,0.16869,39.544445,0.116161,39.72698,-0.18253546,39.543619,0.00082590916
05D3ne,0.169455,39.580732,0.088415,39.737758,-0.15702666,39.554808,0.025923425
SDSS12856,0.17028,39.584277,0.112043,39.749331,-0.16505327,39.566824,0.017453056
SDSS12855,0.17063,39.435724,0.114853,39.754224,-0.31849992,39.571906,-0.1361819
SDSS17220,0.17066,39.397723,0.115012,39.754643,-0.35692,39.572341,-0.1746181
SDSS17389,0.1707,39.808694,0.115438,39.755202,0.053492062,39.572922,0.23577247
SDSS15453,0.17373,39.836681,0.114314,39.797165,0.039516312,39.616514,0.22016657
SDSS3080,0.17374,39.463768,0.112831,39.797302,-0.33353419,39.616657,-0.15288931
SDSS15648,0.17383,39.525192,0.122163,39.798538,-0.27334585,39.617941,-0.092749321
SDSS14421,0.17386,39.700435,0.112491,39.79895,-0.098514528,39.618369,0.08206589
SDSS12927,0.17415,39.359493,0.118918,39.802927,-0.44343433,39.622503,-0.2630101
SDSS19969,0.1742,39.514497,0.113041,39.803613,-0.28911531,39.623215,-0.10871796
SDSS19282,0.17558,39.635173,0.113152,39.822451,-0.18727808,39.642797,-0.0076233913
SDSS18807,0.17625,39.745679,0.113139,39.831548,-0.085868574,39.652254,0.093425365
SDSS14979,0.17653,39.625476,0.11256,39.83534,-0.20986407,39.656197,-0.03072076
SDSS15365,0.17656,39.786039,0.113446,39.835746,-0.049706774,39.656619,0.12942035
SDSS18604,0.17656,39.813561,0.113509,39.835746,-0.022184492,39.656619,0.15694264
SDSS17274,0.17658,40.146933,0.1635,39.836017,0.31091674,39.6569,0.49003308
SDSS15583,0.17706,39.666107,0.113873,39.842502,-0.17639588,39.663644,0.0024620253
SDSS17218,0.17757,39.634082,0.114576,39.849376,-0.21529354,39.670792,-0.036710235
SDSS14451,0.17789,39.574974,0.112906,39.853679,-0.27870518,39.675268,-0.1002941
SDSS5635,0.1781,40.052473,0.117139,39.856499,0.19597427,39.678201,0.37427222
SDSS15461,0.17865,39.697223,0.113319,39.863871,-0.166648,39.685869,0.011353882
SDSS2372,0.17962,39.562818,0.113572,39.87682,-0.31400124,39.69934,-0.13652174
SDSS6936,0.17969,39.686965,0.113497,39.877752,-0.19078659,39.70031,-0.01334484
SDSS13254,0.17981,39.981137,0.120493,39.879348,0.10178881,39.701971,0.27916591
SDSS14284,0.18037,39.447761,0.112763,39.886787,-0.43902631,39.709712,-0.26195077
SDSS13045,0.18055,39.543292,0.118342,39.889174,-0.3458818,39.712195,-0.16890324
SDSS20048,0.18056,39.793426,0.117002,39.889306,-0.0958799,39.712333,0.081093274
SDSS17215,0.18079,39.621278,0.117616,39.892352,-0.27107419,39.715503,-0.094224891
SDSS15443,0.18122,39.590054,0.112167,39.898037,-0.30798293,39.72142,-0.13136526
SDSS17332,0.18204,39.584028,0.115898,39.908844,-0.32481542,39.732668,-0.14863951
SDSS6422,0.18255,39.764285,0.112208,39.915542,-0.15125745,39.739641,0.024643731
SDSS16281,0.18255,39.62761,0.114391,39.915542,-0.28793244,39.739641,-0.11203126
SDSS17168,0.18257,39.842601,0.115147,39.915804,-0.07320344,39.739914,0.10268698
SDSS14984,0.1828,39.834222,0.115225,39.918819,-0.084596952,39.743053,0.091169498
SDSS1580,0.18322,39.566101,0.114206,39.924315,-0.35821452,39.748775,-0.18267436
SDSS8213,0.18327,39.569065,0.117564,39.924969,-0.3559037,39.749456,-0.1803905
SDSS15421,0.18435,39.851818,0.112927,39.939045,-0.087226768,39.764113,0.087704556
05D2ah,0.185371,39.794575,0.085522,39.952281,-0.15770649,39.7779,0.016674538
SDSS19101,0.18563,39.658661,0.11449,39.955628,-0.29696662,39.781387,-0.12272518
SDSS5994,0.18581,39.82584,0.114889,39.957952,-0.13211196,39.783807,0.042032454
SDSS21861,0.18655,39.624409,0.121972,39.967482,-0.34307252,39.793736,-0.16932693
SDSS18749,0.18667,39.720546,0.114334,39.969024,-0.24847758,39.795343,-0.074796707
SDSS20687,0.18772,39.620767,0.118492,39.982478,-0.36171096,39.809363,-0.18859618
SDSS6304,0.18965,39.711922,0.113593,40.007027,-0.29510533,39.834953,-0.12303108
SDSS762,0.1901,39.961754,0.114249,40.012718,-0.050963462,39.840886,0.12086813
SDSS18804,0.19084,39.750769,0.112617,40.022048,-0.27127843,39.850615,-0.099846041
SDSS16276,0.19176,39.870269,0.114367,40.033601,-0.1633315,39.862665,0.0076047081
SDSS18787,0.19191,40.161918,0.114568,40.03548,0.12643784,39.864624,0.29729317
SDSS16618,0.19198,39.705824,0.114573,40.036356,-0.33053239,39.865538,-0.15971486
SDSS2440,0.19215,40.019265,0.114217,40.038483,-0.019217501,39.867757,0.15150831
SDSS16100,0.19392,39.899804,0.117691,40.060524,-0.16072004,39.890753,0.0090509177
SDSS2246,0.19422,39.859825,0.11684,40.064242,-0.20441639,39.894633,-0.034807305
SDSS20575,0.19465,39.588541,0.114454,40.06956,-0.48101916,39.900183,-0.31164209
