ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
1499,701.642,-1.96257,-1.3298,699.468,2.1748,-0.105536,-1.85704,11.0221,-12.3519,740.71,-39.0677,4.47016,-6.43273,11.2485,-12.5783
1512,655.678,7.47919,21.9852,655.763,-0.0849233,5.23499,2.2442,12.3321,9.65309,695.926,-40.2482,10.4428,-2.96365,12.6169,9.36829
1529,588.39,9.37829,16.3364,595.839,-7.4496,9.25735,0.120938,14.4408,1.89551,632.903,-44.513,15.1822,-5.80387,14.8213,1.51505
1546,547.01,10.0139,17.2441,536.92,10.0902,9.82671,0.187185,16.7186,0.525475,569.419,-22.4093,16.2568,-6.24287,17.2101,0.0339817
1563,503.657,-0.414165,16.8062,482.98,20.6768,7.19341,-7.60757,18.8633,-2.0572,509.953,-6.29582,13.8304,-14.2445,19.4738,-2.66761
1580,468.039,-1.86885,6.00044,437.261,30.7778,1.94771,-3.81656,20.6028,-14.6023,458.352,9.68755,8.47501,-10.3439,21.3292,-15.3288
1597,429.111,-9.9112,23.6655,401.948,27.1632,-5.07579,-4.8354,21.7275,1.93809,417.461,11.6509,1.04069,-10.9519,22.5547,1.11082
1614,407.925,-9.49197,28.6547,377.862,30.0629,-12.9348,3.44284,22.104,6.55073,388.722,19.2033,-7.50644,-1.98553,23.0052,5.64955
1631,399.577,-25.3687,25.01,364.659,34.9179,-20.6513,-4.71737,21.6965,3.31357,372.14,27.437,-16.1089,-9.25979,22.6383,2.3717
1648,389.097,-22.7408,15.7028,360.903,28.194,-27.3433,4.60257,20.5543,-4.8515,366.514,22.5831,-23.7819,1.04116,21.4995,-5.79667
1665,391.497,-25.4964,25.7318,364.297,27.1993,-32.3279,6.83148,18.8027,6.9291,369.717,21.7792,-29.7416,4.24515,19.7112,6.02059
1682,385.396,-29.9275,35.6797,372.039,13.3566,-35.1612,5.23376,16.6301,19.0496,378.753,6.64292,-33.4536,3.5261,17.4684,18.2113
1699,400.368,-26.1074,19.884,381.198,19.1695,-35.6787,9.57138,14.2626,5.62142,390.365,10.0021,-34.6667,8.55929,15.0066,4.87736
1716,393.039,-22.1731,-2.30435,389.021,4.01785,-33.9889,11.8158,11.9234,-14.2278,401.453,-8.41444,-33.4157,11.2426,12.5595,-14.8638
1733,407.61,-28.2166,10.7442,393.241,14.3689,-30.4506,2.23405,9.82689,0.91727,409.283,-1.67268,-30.0484,1.83181,10.3546,0.389557
1750,377.716,-22.2324,37.1788,392.284,-14.5682,-25.5945,3.36215,8.14435,29.0344,411.777,-34.0617,-25.1028,2.8704,8.57777,28.601
1767,379.019,-13.1588,21.6818,385.39,-6.37084,-20.056,6.89726,6.98754,14.6943,407.726,-28.7067,-19.2344,6.07567,7.35356,14.3283
1784,377.36,-11.8144,-18.8184,372.625,4.7345,-14.5081,2.69368,6.40552,-25.2239,396.939,-19.5795,-13.1875,1.37304,6.7377,-25.5561
1801,358.796,-8.0874,23.4248,354.783,4.01272,-9.5638,1.4764,6.38215,17.0426,380.006,-21.2104,-7.65876,-0.428644,6.71914,16.7057
1818,342.446,-0.976027,18.7414,333.221,9.22541,-5.71328,4.73726,6.84077,11.9006,358.164,-15.7179,-3.22053,2.24451,7.22355,11.5179
1835,313.006,-4.91613,16.6022,309.682,3.32416,-3.29226,-1.62386,7.65675,8.94542,333.322,-20.3159,-0.284472,-4.63165,8.11909,8.48307
1852,305.378,1.81527,-6.23088,286.041,19.3377,-2.44006,4.25533,8.6786,-14.9095,307.579,-2.20081,0.935412,0.879858,9.24517,-15.4761
1869,276.147,-4.78882,36.2976,264.017,12.1297,-3.10594,-1.68288,9.74373,26.5538,282.917,-6.77001,0.43287,-5.22169,10.4288,25.8688
1886,265.911,1.66045,0.555329,245.102,20.8088,-5.0673,6.72775,10.6964,-10.1411,261.188,4.72283,-1.57654,3.23699,11.5005,-10.9452
1903,249.92,-11.107,-18.6965,230.295,19.625,-7.97081,-3.1362,11.4076,-30.1041,243.772,6.14791,-4.7377,-6.36932,12.3167,-31.0132
1920,257.96,-8.76494,26.026,220.056,37.9038,-11.3822,2.61725,11.7851,14.2408,231.452,26.5083,-8.59696,-0.167979,12.7732,13.2528
1937,245.342,-13.224,20.5827,214.339,31.0026,-14.8349,1.61091,11.7819,8.80075,224.366,20.9762,-12.6264,-0.597541,12.8161,7.76651
1954,231.313,-5.86213,-42.7334,212.578,18.7349,-17.8953,12.0332,11.3978,-54.1312,222.112,9.20032,-16.3251,10.4629,12.4396,-55.173
1971,229.279,-28.0519,51.929,213.801,15.4772,-20.2055,-7.84648,10.6741,41.2549,223.784,5.49491,-19.2684,-8.78354,11.6832,40.2458
1988,225.825,-27.8392,5.28485,216.807,9.0176,-21.511,-6.32815,9.68987,-4.40503,228.033,-2.20811,-21.1377,-6.70145,10.6327,-5.34788
2005,240.086,,,220.292,19.7946,-21.6934,,8.547,,233.387,6.6994,-21.7505,,9.39782,
2030,233.983,,,223.676,10.3067,-19.977,,6.81042,,240.179,-6.19653,-20.3447,,7.50062,
2063,216.247,,,220.544,-4.29714,-14.9699,,4.9214,,241.285,-25.0384,-15.1396,,5.41827,
2096,204.908,,,206.237,-1.32847,-8.78916,,3.94543,,229.319,-24.4105,-8.22098,,4.34019,
2129,200.092,,,182.722,17.3701,-3.66153,,3.97867,,205.283,-5.19083,-2.19284,,4.40255,
2162,168.762,,,155.436,13.3265,-1.10431,,4.71864,,174.961,-6.19869,1.02557,,5.28111,
2195,140.144,,,130.664,9.48053,-1.43781,,5.63976,,145.812,-5.66754,0.84057,,6.38915,
2228,129.223,,,113.009,16.2142,-3.85566,,6.2317,,124.079,5.14448,-1.98876,,7.13312,
2261,118.304,,,103.902,14.402,-6.91035,,6.18973,,112.431,5.87322,-5.82033,,7.14685,
2294,118.51,,,101.566,16.9439,-9.17392,,5.50444,,109.626,8.88365,-8.92206,,6.3977,
2327,115.407,,,102.285,13.1223,-9.78281,,4.41749,,111.578,3.82942,-10.1159,,5.15364,
2360,114.999,,,102.138,12.8609,-8.67053,,3.29201,,113.381,1.6175,-9.17336,,3.83863,
2393,126.918,,,98.5504,28.3671,-6.46251,,2.45265,,111.371,15.5466,-6.72361,,2.84405,
2426,90.007,,,91.0412,-1.03425,-4.10667,,2.06997,,104.264,-14.2566,-3.89268,,2.39013,
2459,83.9457,,,80.9813,2.96443,-2.45657,,2.11976,,93.289,-9.34327,-1.77594,,2.46172,
2492,78.7067,,,70.7234,7.98328,-1.94363,,2.42363,,81.1811,-2.47441,-1.01542,,2.85598,
