Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSFv3,residual_QRSFv3
SDSS15129,0.19699,39.844063,0.114008,39.987611,-0.14354783,39.522778,0.3212853
SDSS13070,0.19709,39.980877,0.116183,39.98884,-0.0079630655,39.524028,0.45684942
SDSS15901,0.19794,39.955027,0.114551,39.999265,-0.044237429,39.534628,0.42039949
SDSS15222,0.19801,39.775762,0.115064,40.000121,-0.22435905,39.535499,0.24026344
SDSS19658,0.19863,40.022234,0.116081,40.007696,0.014537733,39.543202,0.47903231
SDSS17811,0.19867,39.987938,0.114249,40.008184,-0.020246383,39.543698,0.44423995
SDSS16737,0.1988,39.742162,0.124264,40.00977,-0.2676071,39.54531,0.19685245
SDSS13305,0.19959,40.002195,0.115206,40.019382,-0.017187183,39.555086,0.44710966
SDSS6780,0.20061,39.850487,0.120729,40.031742,-0.18125583,39.567655,0.2828313
SDSS15872,0.20203,39.91546,0.117009,40.048853,-0.13339244,39.585057,0.3304033
SDSS7243,0.20231,39.997872,0.117808,40.052214,-0.054341855,39.588475,0.40939651
SDSS16032,0.20318,40.030084,0.114994,40.062629,-0.032545143,39.599068,0.43101513
SDSS14212,0.20399,40.015354,0.114245,40.072289,-0.056935008,39.608894,0.40645969
SDSS18965,0.20466,40.025888,0.115117,40.080252,-0.05436387,39.616994,0.40889406
SDSS17801,0.20515,40.189933,0.131465,40.086061,0.10387167,39.622903,0.56702966
SDSS20581,0.20554,39.977925,0.114345,40.090675,-0.11275056,39.627597,0.35032796
SDSS19913,0.20557,40.064992,0.114899,40.09103,-0.026037879,39.627957,0.43703453
SDSS13152,0.2056,39.725076,0.113718,40.091384,-0.36630819,39.628318,0.096758099
SDSS15201,0.20704,40.382853,0.117479,40.108347,0.27450552,39.645574,0.73727883
SDSS13641,0.20852,40.053077,0.114386,40.125668,-0.072591268,39.663195,0.38988173
SDSS15467,0.2091,39.965702,0.115699,40.132425,-0.16672304,39.67007,0.29563243
SDSS13425,0.20953,39.97229,0.131221,40.137423,-0.16513357,39.675155,0.29713487
SDSS16473,0.2096,40.098031,0.115465,40.138236,-0.040205065,39.675982,0.42204921
04D1dc,0.210032,39.940759,0.085765,40.143247,-0.20248781,39.68108,0.2596791
SDSS19425,0.21025,40.06196,0.128931,40.145772,-0.083812037,39.683649,0.37831083
SDSS15259,0.21054,39.946447,0.11424,40.149127,-0.20267928,39.687062,0.25938498
SDSS17875,0.21075,40.325716,0.116152,40.151554,0.17416275,39.689532,0.63618463
SDSS14157,0.21082,39.870705,0.11447,40.152362,-0.28165651,39.690354,0.18035122
SDSS7847,0.21134,39.893376,0.115658,40.15836,-0.26498352,39.696457,0.19691926
SDSS6933,0.21163,39.953113,0.114069,40.161699,-0.20858627,39.699855,0.25325806
SDSS2330,0.21179,40.41951,0.124547,40.163539,0.25597077,39.701727,0.71778282
SDSS18466,0.21226,40.021027,0.115112,40.168938,-0.14791107,39.707221,0.3138063
SDSS14331,0.2126,40.27207,0.116607,40.172837,0.099232808,39.711188,0.56088173
SDSS8495,0.21295,40.048138,0.121443,40.176844,-0.1287065,39.715266,0.33287201
SDSS18927,0.21323,39.856819,0.117876,40.180046,-0.32322711,39.718523,0.13829508
SDSS20364,0.21382,40.133128,0.11761,40.186779,-0.053651303,39.725375,0.40775235
SDSS7473,0.21457,40.213491,0.114262,40.195314,0.018177196,39.734061,0.47943029
SDSS15203,0.21468,40.01396,0.114437,40.196563,-0.18260307,39.735332,0.27862799
SDSS14019,0.21513,40.506169,0.120494,40.201668,0.30450065,39.740527,0.7656415
SDSS17435,0.21674,40.224268,0.115124,40.219853,0.0044145951,39.759034,0.46523323
SDSS9467,0.21698,40.362519,0.124622,40.222553,0.13996536,39.761783,0.60073605
SDSS19008,0.21757,40.022694,0.11934,40.229179,-0.20648569,39.768526,0.2541672
SDSS5533,0.21829,40.130614,0.114544,40.237243,-0.10662949,39.776734,0.35387983
SDSS7512,0.21835,40.22788,0.116348,40.237914,-0.010034332,39.777417,0.45046302
SDSS18940,0.21861,40.034787,0.114762,40.240819,-0.2060325,39.780373,0.25441307
SDSS20144,0.21865,40.151814,0.11463,40.241266,-0.089451956,39.780828,0.37098565
05D3kx,0.219462,40.124424,0.085341,40.250317,-0.1258922,39.790041,0.33438378
SDSS19230,0.21955,39.855575,0.119543,40.251296,-0.39572069,39.791037,0.06453779
SDSS13727,0.21971,40.207089,0.115514,40.253075,-0.04598553,39.792848,0.41424111
SDSS15433,0.21976,40.191425,0.114935,40.25363,-0.062205485,39.793414,0.39801122
SDSS16793,0.22058,40.047012,0.138465,40.262728,-0.21571582,39.802674,0.24433798
SDSS15354,0.22068,39.987392,0.119891,40.263835,-0.27644304,39.803801,0.18359092
SDSS15229,0.22256,40.271888,0.11527,40.284567,-0.012679186,39.824906,0.44698226
SDSS14846,0.22328,40.220412,0.115872,40.292464,-0.072052562,39.832945,0.38746651
SDSS13025,0.22351,40.301727,0.1168,40.294982,0.0067450046,39.835508,0.46621866
SDSS19992,0.22452,40.485442,0.122907,40.30601,0.17943195,39.846736,0.63870627
SDSS19341,0.22667,40.166936,0.118938,40.329334,-0.16239847,39.870483,0.29645274
SDSS13578,0.22668,40.208463,0.115846,40.329442,-0.12097884,39.870593,0.33787041
SDSS21033,0.22786,40.210809,0.11565,40.342156,-0.13134735,39.883539,0.32727038
SDSS3452,0.22893,40.265744,0.115979,40.353633,-0.087889135,39.895225,0.37051901
SDSS13072,0.22916,40.240237,0.122097,40.356094,-0.11585673,39.89773,0.34250646
SDSS12881,0.2316,40.149821,0.118789,40.382057,-0.23223604,39.92417,0.2256509
SDSS12971,0.2338,40.293871,0.115605,40.405251,-0.11138052,39.947792,0.34607879
SDSS17223,0.23381,40.273987,0.118911,40.405356,-0.13136932,39.947899,0.32608805
SDSS16350,0.23472,40.269667,0.116813,40.414891,-0.14522442,39.95761,0.31205655
SDSS13511,0.23646,40.587645,0.117789,40.433029,0.15461569,39.976084,0.61156013
SDSS17884,0.23782,40.387909,0.116252,40.44712,-0.059210657,39.990438,0.39747147
SDSS15868,0.24102,40.539081,0.116005,40.479985,0.059096175,40.023918,0.51516355
SDSS13506,0.24179,40.39325,0.122422,40.487833,-0.094583308,40.031913,0.36133664
SDSS19023,0.24185,40.444511,0.114848,40.488444,-0.043933149,40.032535,0.41197533
SDSS20111,0.24348,40.430191,0.118064,40.504978,-0.074786624,40.049381,0.38081046
SDSS20088,0.24352,40.453641,0.113403,40.505383,-0.05174126,40.049793,0.4038482
SDSS3377,0.24448,40.242662,0.115275,40.515072,-0.27240981,40.059665,0.1829967
SDSS19990,0.24495,40.511808,0.119541,40.519802,-0.0079944789,40.064485,0.44732258
SDSS18486,0.2454,40.297824,0.114389,40.524324,-0.22650017,40.069093,0.22873131
SDSS17464,0.24555,39.990067,0.116206,40.525829,-0.53576282,40.070627,-0.080559871
SDSS20039,0.24558,40.343133,0.118174,40.52613,-0.18299702,40.070933,0.27220022
SDSS12977,0.24562,40.361734,0.115338,40.526532,-0.16479822,40.071342,0.29039142
SDSS15466,0.24568,40.140192,0.120181,40.527134,-0.38694206,40.071955,0.068236175
SDSS13835,0.24625,40.456468,0.114566,40.532844,-0.076376423,40.077774,0.37869357
SDSS16352,0.24647,40.374093,0.115433,40.535045,-0.16095163,40.080017,0.2940766
05D3mq,0.246492,40.460694,0.086206,40.535265,-0.074570962,40.080241,0.38045309
SDSS15301,0.2466,40.097657,0.114128,40.536345,-0.43868705,40.081341,0.016316515
SDSS15219,0.24695,40.564021,0.114812,40.53984,0.024180652,40.084903,0.47911783
SDSS15161,0.2485,40.380443,0.117491,40.555268,-0.17482475,40.100624,0.27981898
SDSS3451,0.24851,40.265104,0.116195,40.555367,-0.29026303,40.100725,0.16437881
SDSS16213,0.24857,40.517738,0.115731,40.555962,-0.038223827,40.101332,0.41640666
SDSS17552,0.24862,40.526949,0.11712,40.556458,-0.029509327,40.101837,0.4251117
SDSS15504,0.24947,40.594727,0.131353,40.564877,0.029850207,40.110417,0.48431067
SDSS3199,0.24961,40.809913,0.118164,40.566261,0.24365204,40.111827,0.69808607
SDSS16106,0.24973,40.447835,0.120462,40.567447,-0.11961216,40.113035,0.33479924
SDSS13689,0.25012,40.639639,0.116581,40.571297,0.068341789,40.116959,0.52267963
SDSS5717,0.25037,40.680298,0.115791,40.573762,0.10653554,40.119472,0.56082625
06D3gn,0.250498,40.482986,0.086012,40.575024,-0.092037823,40.120757,0.36222876
SDSS13655,0.25104,40.541741,0.119872,40.580358,-0.038616944,40.126193,0.41554758
SDSS5736,0.25174,40.452095,0.115824,40.587231,-0.13513596,40.133199,0.31889687
SDSS15440,0.25205,40.344868,0.11822,40.59027,-0.24540182,40.136295,0.20857276
SDSS9032,0.25249,40.47259,0.126796,40.594577,-0.12198667,40.140685,0.33190527
SDSS14481,0.25351,40.821218,0.123692,40.604534,0.21668486,40.150833,0.67038543
SDSS18325,0.25356,40.55491,0.120869,40.605021,-0.050110678,40.15133,0.40358053
SDSS9457,0.25539,40.496854,0.130119,40.62279,-0.12593587,40.169441,0.32741294
SDSS1112,0.25611,40.583198,0.12482,40.629749,-0.046550861,40.176535,0.40666354
SDSS17340,0.25617,40.378298,0.119755,40.630328,-0.25203018,40.177125,0.20117303
SDSS12972,0.25655,40.62415,0.12587,40.633993,-0.0098425779,40.180861,0.44328976
SDSS19207,0.25721,40.552203,0.121726,40.640346,-0.088143084,40.187337,0.3648663
SDSS6108,0.258,40.529043,0.117106,40.647931,-0.11888839,40.195069,0.33397399
SDSS8046,0.25833,40.578072,0.119891,40.651093,-0.073021452,40.198292,0.37977958
SDSS2017,0.26014,40.875812,0.122802,40.668371,0.20744103,40.215906,0.65990624
SDSS1253,0.26059,40.501317,0.120435,40.67265,-0.17133333,40.220268,0.28104856
SDSS14298,0.2607,40.745154,0.117389,40.673695,0.07145965,40.221333,0.52382119
05D1hk,0.261984,40.466483,0.08739,40.685861,-0.21937728,40.233737,0.23274691
04D3ez,0.263487,40.479682,0.08555,40.700032,-0.22035056,40.248185,0.2314965
SDSS2422,0.26349,40.870308,0.115945,40.700061,0.17024727,40.248214,0.62209378
SDSS20345,0.26357,40.422532,0.11624,40.700813,-0.27828033,40.248981,0.17355143
SDSS2943,0.26405,40.585497,0.117962,40.705322,-0.11982506,40.253578,0.33191836
SDSS13099,0.26451,40.702204,0.119638,40.709636,-0.0074312693,40.257977,0.44422757
SDSS6315,0.26576,40.564483,0.114629,40.721324,-0.15684041,40.269894,0.29458892
SDSS18463,0.26665,40.640702,0.120817,40.729615,-0.088912787,40.278349,0.36235344
SDSS19002,0.2671,40.604091,0.116111,40.733797,-0.12970657,40.282613,0.32147729
SDSS19702,0.26821,40.71525,0.121714,40.744086,-0.028836385,40.293105,0.42214459
06D3fp,0.268489,40.601963,0.08555,40.746666,-0.14470292,40.295736,0.3062271
SDSS18945,0.26856,40.816638,0.118128,40.747322,0.069315719,40.296405,0.52023279
03D4cj,0.268624,40.51915,0.086242,40.747914,-0.22876417,40.297008,0.22214122
SDSS6192,0.27044,40.645286,0.118685,40.764639,-0.11935393,40.314065,0.33122063
SDSS15287,0.27258,40.638106,0.11421,40.784217,-0.14611114,40.334031,0.30407491
SDSS15356,0.27447,40.540653,0.118156,40.801391,-0.26073764,40.351546,0.18910653
SDSS4046,0.27544,40.676202,0.119548,40.810162,-0.13395994,40.360493,0.3157092
SDSS16072,0.27549,40.672605,0.127184,40.810614,-0.13800907,40.360953,0.31165105
SDSS12869,0.27653,40.572846,0.126014,40.819985,-0.24713967,40.370512,0.20233317
SDSS4000,0.27745,40.839397,0.128283,40.828249,0.011148687,40.378941,0.46045614
SDSS17791,0.27749,41.403843,0.136665,40.828607,0.57523575,40.379307,1.024536
SDSS18485,0.27822,40.787053,0.117336,40.835145,-0.048092934,40.385976,0.40107628
SDSS5957,0.27852,40.849748,0.118155,40.837828,0.011920032,40.388712,0.46103545
SDSS6196,0.27916,40.440035,0.11948,40.843541,-0.40350599,40.39454,0.045494754
SDSS14261,0.27952,40.591051,0.121901,40.84675,-0.2556986,40.397813,0.19323769
SDSS17809,0.28051,40.649922,0.122739,40.855554,-0.20563102,40.406794,0.24312826
SDSS15584,0.28111,40.673262,0.11753,40.860875,-0.18761311,40.412223,0.26103902
SDSS20227,0.28243,40.843344,0.11747,40.872546,-0.029202315,40.42413,0.41921453
06D3dt,0.28251,40.937694,0.085709,40.873252,0.06444141,40.42485,0.51284401
SDSS20040,0.28351,40.737908,0.118366,40.882058,-0.14415093,40.433834,0.30407382
03D4ag,0.28361,40.703312,0.086683,40.882938,-0.17962542,40.434731,0.26858158
SDSS19128,0.28543,41.0361,0.119195,40.898887,0.13721374,40.451003,0.5850979
SDSS2165,0.28662,41.098935,0.11978,40.909265,0.18967032,40.461591,0.63734398
SDSS13757,0.28742,40.98442,0.118845,40.916219,0.068201278,40.468687,0.51573366
SDSS16402,0.28845,40.365663,0.116661,40.925147,-0.55948422,40.477796,-0.1121334
SDSS2789,0.28872,40.849092,0.124095,40.927482,-0.078390173,40.480179,0.36891308
SDSS21006,0.29021,40.763225,0.116557,40.940335,-0.17710943,40.493293,0.26993188
SDSS19596,0.29135,40.819653,0.12122,40.950127,-0.1304737,40.503286,0.31636765
03D3ba,0.291718,40.758243,0.093479,40.95328,-0.19503736,40.506504,0.25173953
SDSS19818,0.29192,40.740149,0.124168,40.95501,-0.21486104,40.508268,0.2318805
SDSS6249,0.29287,40.817174,0.119196,40.963129,-0.14595536,40.516553,0.30062004
SDSS19027,0.2935,40.492773,0.120303,40.9685,-0.47572665,40.522034,-0.029261288
SDSS19604,0.29448,41.079777,0.140875,40.976833,0.10294384,40.530539,0.54923831
SDSS19794,0.29542,40.808155,0.134209,40.984803,-0.17664755,40.538672,0.26948329
SDSS13610,0.29678,40.739246,0.117785,40.996292,-0.25704606,40.550397,0.18884851
SDSS15057,0.29762,40.728258,0.131068,41.003364,-0.2751058,40.557615,0.17064313
SDSS6137,0.29888,41.091218,0.124118,41.013938,0.077280371,40.568407,0.52281125
SDSS14735,0.30001,40.642617,0.119386,41.023386,-0.38076865,40.57805,0.064567092
SDSS5391,0.30021,40.885371,0.128841,41.025055,-0.13968364,40.579753,0.30561761
SDSS20245,0.30041,40.492716,0.125866,41.026722,-0.53400592,40.581456,-0.088739152
06D4dh,0.30159,41.067761,0.086081,41.036542,0.031219524,40.591478,0.47628311
SDSS7143,0.3024,41.002212,0.118973,41.043262,-0.041049757,40.598337,0.40387459
SDSS12883,0.30569,40.541317,0.1459,41.070387,-0.5290707,40.626027,-0.084709782
SDSS15213,0.30632,41.040319,0.127264,41.075551,-0.03523248,40.631298,0.40902093
SDSS19632,0.30702,41.04173,0.126631,41.081277,-0.039547273,40.637143,0.40458683
SDSS6699,0.30915,41.183872,0.122358,41.098627,0.085244448,40.654855,0.52901644
SDSS5844,0.30929,41.122357,0.120483,41.099764,0.02259366,40.656015,0.46634189
SDSS16211,0.30933,40.890216,0.137464,41.100088,-0.20987239,40.656347,0.23386906
SDSS21042,0.31065,40.901058,0.124489,41.110779,-0.2097212,40.667262,0.23379662
SDSS15383,0.31088,41.04566,0.12279,41.112638,-0.066977886,40.669159,0.37650103
SDSS6649,0.31288,41.020099,0.118305,41.128747,-0.10864773,40.685606,0.33449349
SDSS20142,0.31468,40.743123,0.118861,41.143164,-0.40004116,40.700326,0.042797195
SDSS15776,0.31646,41.028737,0.121555,41.157347,-0.12860964,40.714807,0.31393018
SDSS18617,0.32038,41.090022,0.12816,41.188324,-0.098301234,40.746438,0.34358455
SDSS7475,0.32045,41.20966,0.117246,41.188874,0.020786459,40.746999,0.46266061
05D2ab,0.324532,41.145546,0.086121,41.220756,-0.075210214,40.779558,0.36598789
SDSS6924,0.3264,41.049397,0.11903,41.235224,-0.18582683,40.794333,0.25506356
SDSS14456,0.32837,40.95845,0.124052,41.250399,-0.29194861,40.809832,0.14861844
SDSS13830,0.32837,40.91823,0.134054,41.250399,-0.33216821,40.809832,0.10839883
SDSS13934,0.32838,41.451418,0.136536,41.250476,0.20094213,40.80991,0.64150753
SDSS4241,0.33051,41.221878,0.12568,41.266789,-0.044910567,40.826572,0.39530652
03D1fc,0.330932,41.057624,0.086437,41.270009,-0.21238543,40.829861,0.22776281
SDSS4679,0.33103,40.994302,0.136212,41.270757,-0.27645439,40.830624,0.16367788
SDSS20106,0.33136,41.312067,0.135299,41.273272,0.038795416,40.833193,0.47887388
SDSS16093,0.33436,41.254482,0.132618,41.296031,-0.041549877,40.85644,0.39804106
04D3kr,0.337534,41.247685,0.086047,41.319908,-0.072223023,40.88083,0.36685502
SDSS2533,0.3388,41.30944,0.129777,41.329374,-0.019933217,40.890499,0.41894107
04D3nh,0.34052,41.285303,0.0859,41.342182,-0.056878514,40.903584,0.38171972
03D1bp,0.345928,41.411108,0.087263,41.38207,0.029038265,40.944334,0.4667742
05D2ie,0.349557,41.497971,0.086821,41.408516,0.089455318,40.971354,0.52661739
04D2mc,0.34956,41.044308,0.089792,41.408538,-0.36422953,40.971376,0.07293207
05D2hc,0.35156,41.523688,0.086351,41.423005,0.10068361,40.986158,0.53753058
SDSS19067,0.35346,41.102633,0.125157,41.436679,-0.33404578,41.000129,0.10250338
05D2mp,0.355261,41.574652,0.088265,41.449577,0.12507443,41.01331,0.56134224
03D3bl,0.35582,41.349554,0.087008,41.453569,-0.1040145,41.017388,0.33216618
04D3fk,0.358336,41.265612,0.086303,41.471462,-0.20584998,41.035673,0.22993964
04D2fs,0.35857,41.300602,0.086485,41.473121,-0.17251835,41.037367,0.26323499
SDSS4577,0.36193,41.385403,0.13291,41.496823,-0.11141968,41.061589,0.32381446
SDSS15704,0.36397,41.634053,0.127982,41.511115,0.12293804,41.076195,0.55785854
SDSS13136,0.36441,41.757434,0.131873,41.514188,0.24324548,41.079335,0.67809847
SDSS16232,0.36554,41.511378,0.137024,41.522064,-0.010686684,41.087384,0.42399321
04D1hd,0.367904,41.603385,0.086082,41.538469,0.064915473,41.10415,0.49923444
SDSS14397,0.36941,41.776703,0.131466,41.54887,0.22783286,41.11478,0.6619227
SDSS18091,0.37013,41.457867,0.138604,41.553828,-0.095961691,41.119848,0.33801885
05D4bm,0.370511,41.502519,0.086476,41.556449,-0.05392992,41.122526,0.37999284
05D3jr,0.370531,41.401449,0.086626,41.556586,-0.1551371,41.122666,0.27878263
04D2cf,0.370586,41.434925,0.095747,41.556964,-0.12203909,41.123053,0.3118723
03D3ay,0.371443,41.572252,0.091326,41.562848,0.009404536,41.129066,0.44318611
05D4fo,0.371508,41.548853,0.086225,41.563294,-0.014440711,41.129522,0.41933102
05D4cw,0.373513,41.478103,0.086768,41.577008,-0.098905003,41.143539,0.33456388
SDSS15756,0.37835,42.112175,0.135103,41.609817,0.50235812,41.177074,0.935101
SDSS7779,0.37986,41.476242,0.118539,41.61998,-0.14373778,41.187462,0.2887798
SDSS11206,0.38026,41.674685,0.138121,41.622666,0.052019439,41.190208,0.48447744
SDSS15456,0.38047,41.140725,0.12548,41.624075,-0.48334977,41.191648,-0.050923034
SDSS18721,0.39135,41.584881,0.148848,41.696115,-0.11123402,41.265291,0.31958978
05D4ff,0.400485,41.549539,0.087548,41.755188,-0.20564954,41.325685,0.22385336
SDSS19757,0.40128,41.390726,0.134806,41.76027,-0.36954382,41.330881,0.0598452
06D3ed,0.404549,41.81249,0.086483,41.78107,0.031420488,41.352147,0.46034297
05D4dt,0.405478,41.859724,0.086962,41.786953,0.072771466,41.358162,0.50156189
06D4cq,0.40947,41.784188,0.086547,41.81209,-0.0279019,41.383865,0.40032368
04D2fp,0.416632,41.805162,0.087194,41.856627,-0.051464705,41.429404,0.37575807
05D2dw,0.418633,41.721512,0.087692,41.868944,-0.14743142,41.441999,0.27951358
05D3cf,0.419569,41.926438,0.087595,41.874687,0.051751247,41.447871,0.47856668
04D4gg,0.422452,41.692885,0.08807,41.892301,-0.19941564,41.465883,0.22700213
05D2cb,0.428646,42.081888,0.089103,41.929771,0.15211728,41.5042,0.57768798
04D1rh,0.434861,41.900171,0.087188,41.966868,-0.066697056,41.542137,0.35803362
06D4co,0.435446,41.663732,0.086944,41.970335,-0.3066023,41.545682,0.11804982
06D3df,0.442548,41.957619,0.08709,42.012078,-0.054459467,41.588373,0.36924583
06D2gb,0.443668,41.858169,0.091594,42.018605,-0.16043557,41.595048,0.26312156
03D3aw,0.449562,42.09792,0.091912,42.0527,0.045220015,41.629917,0.46800266
04D3gt,0.451556,41.668287,0.087828,42.064141,-0.39585396,41.641619,0.026668616
04D2gb,0.451681,41.642176,0.088233,42.064857,-0.42268095,41.64235,-0.00017463531
03D3cd,0.461274,42.021038,0.095948,42.119238,-0.098199906,41.697969,0.32306927
05D3lc,0.461564,42.062843,0.087413,42.120866,-0.058023468,41.699634,0.36320866
03D4au,0.466414,42.51309,0.09035,42.147946,0.36514432,41.727331,0.78575989
04D4jr,0.468406,42.095314,0.087451,42.158993,-0.063679114,41.738629,0.35668487
04D4ju,0.470398,42.396229,0.088446,42.169996,0.22623319,41.749883,0.64634654
05D3mx,0.470573,42.080709,0.088704,42.170961,-0.090251794,41.750869,0.32983959
04D3df,0.470586,41.962434,0.087988,42.171032,-0.20859849,41.750942,0.21149126
05D2bv,0.475707,42.086819,0.087947,42.199111,-0.11229157,41.779661,0.30715845
05D3dd,0.480568,42.060041,0.088055,42.225506,-0.16546505,41.806657,0.2533835
05D2ac,0.480704,42.047102,0.087736,42.226241,-0.17913808,41.807409,0.23969372
05D1ix,0.4888,42.207458,0.08839,42.269643,-0.062184723,41.8518,0.35565794
03D1ax,0.494795,42.21649,0.08811,42.301353,-0.084863055,41.884233,0.332257
05D4af,0.497379,42.25339,0.088758,42.314911,-0.061520917,41.898099,0.35529023
06D2bk,0.500728,42.376417,0.089131,42.332385,0.0440321,41.915972,0.46044517
03D1au,0.503084,42.269525,0.088031,42.344612,-0.075087775,41.928478,0.34104678
05D4av,0.507371,42.213205,0.089015,42.366726,-0.15352114,41.951095,0.26210985
05D2dy,0.511746,42.495409,0.088554,42.389114,0.10629538,41.973993,0.52141675
04D1pg,0.513793,42.442246,0.090087,42.399528,0.042718474,41.984643,0.45760286
04D4in,0.514353,42.363951,0.088897,42.40237,-0.038419526,41.98755,0.3764002
04D2mj,0.514746,42.560964,0.090306,42.404363,0.15660152,41.989589,0.5713759
05D3ci,0.515587,42.452603,0.106833,42.408623,0.043980241,41.993945,0.45865771
06D3el,0.519611,42.471136,0.088502,42.428916,0.042219764,42.0147,0.4564357
04D2gc,0.522762,42.482671,0.089115,42.444705,0.037965784,42.030848,0.45182282
06D2ca,0.532765,42.392305,0.08987,42.494243,-0.10193836,42.081511,0.31079367
06D2cc,0.533766,42.173706,0.09473,42.499153,-0.32544704,42.086532,0.087173613
05D4ek,0.534335,42.165507,0.090128,42.501939,-0.33643243,42.089382,0.076125008
05D4be,0.535327,42.500563,0.08873,42.506791,-0.0062283657,42.094344,0.40621902
05D2eb,0.535771,42.338122,0.091256,42.50896,-0.17083838,42.096562,0.24155981
04D4bq,0.548325,42.164539,0.09145,42.569599,-0.40505966,42.158574,0.0059651204
06D4bo,0.550315,42.509848,0.089299,42.579091,-0.069242835,42.168281,0.34156729
04D3hn,0.552605,42.229237,0.089654,42.589975,-0.36073769,42.179411,0.049826437
06D2ck,0.553797,42.561602,0.091857,42.595623,-0.034021494,42.185187,0.37641502
05D1ee,0.557743,42.486901,0.090291,42.614241,-0.12734054,42.204225,0.28267563
05D1kl,0.558743,42.87907,0.092898,42.61894,0.26013026,42.209029,0.67004041
04D1hx,0.558746,42.443857,0.089573,42.618954,-0.17509633,42.209044,0.2348135
05D1cc,0.562751,42.563852,0.090329,42.637692,-0.073840708,42.228205,0.3356466
05D1dn,0.564741,42.574373,0.089709,42.646957,-0.07258362,42.237678,0.33669496
05D2dt,0.575823,42.622597,0.091807,42.697994,-0.075397502,42.289864,0.33273336
06D3et,0.576612,42.548631,0.090075,42.701593,-0.15296187,42.293543,0.25508822
03D4gf,0.578292,42.558,0.090072,42.709239,-0.1512399,42.301361,0.25663861
05D1dx,0.578745,42.561135,0.089343,42.711298,-0.15016232,42.303465,0.25767002
05D3jq,0.5796,42.549007,0.08931,42.715178,-0.1661713,42.307433,0.24157402
05D3gp,0.580604,42.693325,0.09835,42.719729,-0.026403425,42.312085,0.38123988
03D1aw,0.580724,42.83908,0.090132,42.720272,0.11880855,42.312641,0.52643967
04D1jg,0.582932,42.685053,0.09012,42.730251,-0.045197197,42.322843,0.36221034
05D4ej,0.58329,42.873994,0.090793,42.731865,0.14212855,42.324494,0.54949992
04D1kj,0.583743,42.611188,0.089495,42.733907,-0.12271924,42.326581,0.28460641
04D1sa,0.583743,42.757778,0.091595,42.733907,0.023871049,42.326581,0.4311967
05D1hm,0.585743,42.833794,0.092677,42.742903,0.090890443,42.335779,0.49801471
05D4bf,0.587285,42.693483,0.091452,42.749819,-0.056336758,42.34285,0.35063278
04D1oh,0.588721,42.650725,0.091211,42.756245,-0.10552025,42.349419,0.30130562
03D4gg,0.59028,42.586162,0.092935,42.763204,-0.17704235,42.356534,0.22962799
04D2mh,0.591835,42.589256,0.090444,42.770129,-0.18087234,42.363613,0.22564334
05D3lr,0.600603,42.592308,0.094433,42.808853,-0.21654472,42.403201,0.18910763
05D4ef,0.603272,42.864607,0.092267,42.820535,0.044071656,42.415143,0.44946412
03D4dy,0.608261,42.760878,0.090819,42.842242,-0.081363238,42.437331,0.32354706
05D2he,0.60986,42.798854,0.091831,42.849163,-0.050309401,42.444406,0.35444735
04D3do,0.610643,42.861051,0.090588,42.852546,0.0085047026,42.447864,0.41318644
03D1dt,0.610712,42.465879,0.092877,42.852844,-0.38696516,42.448169,0.017709979
04D4an,0.611252,42.951574,0.095195,42.855174,0.096399681,42.450551,0.50102316
05D1ck,0.615698,42.769514,0.092238,42.874289,-0.10477434,42.470089,0.29942586
04D3co,0.620632,42.825478,0.093091,42.895349,-0.069870741,42.491614,0.33386402
04D2an,0.621874,42.72454,0.092366,42.900625,-0.17608571,42.497007,0.22753259
03D4dh,0.625233,42.729026,0.091453,42.914845,-0.18581938,42.511541,0.21748537
04D4fx,0.627239,42.802545,0.092195,42.923303,-0.12075799,42.520185,0.28236049
05D1cb,0.630699,42.711701,0.091576,42.937832,-0.22613079,42.535033,0.17666811
05D2ci,0.631882,42.281286,0.097524,42.942782,-0.66149589,42.540092,-0.25880576
03D4at,0.632234,42.975281,0.093125,42.944253,0.031027933,42.541595,0.43368575
04D1pu,0.637701,42.503968,0.100758,42.967004,-0.46303527,42.564845,-0.060876514
05D4ag,0.638234,42.708074,0.097915,42.969212,-0.26113736,42.567101,0.14097303
05D2ec,0.641893,43.018975,0.093291,42.984323,0.03465184,42.582544,0.43643153
05D3ax,0.643642,42.943933,0.098759,42.991518,-0.047585267,42.589895,0.35403718
04D3cy,0.643646,42.892942,0.094148,42.991534,-0.098592231,42.589912,0.30302986
05D3lb,0.647639,42.890834,0.09193,43.00789,-0.11705601,42.606625,0.28420911
05D3kt,0.64864,42.786103,0.092708,43.011976,-0.22587227,42.610799,0.17530379
04D1sk,0.662058,42.92459,0.093186,43.066166,-0.14157677,42.666167,0.25842229
05D3hs,0.664638,43.18447,0.094448,43.076466,0.10800332,42.67669,0.5077796
05D3mh,0.670654,43.026774,0.095777,43.100337,-0.073562559,42.701076,0.32569857
03D1co,0.677662,43.337486,0.098356,43.127888,0.20959797,42.729219,0.60826661
05D2bt,0.681942,43.093016,0.094158,43.144581,-0.051565001,42.74627,0.34674578
06D3cc,0.683659,43.203449,0.115261,43.15125,0.052198895,42.753082,0.45036695
04D4ic,0.685179,43.080358,0.0983,43.15714,-0.076782318,42.759098,0.32125979
