Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QuantumAttractorUnifiedCosmology,residual_QuantumAttractorUnifiedCosmology
SDSS18749,0.18667,39.720546,0.114334,39.761788,-0.041241457,39.752776,-0.032229202
SDSS20687,0.18772,39.620767,0.118492,39.775361,-0.1545938,39.766025,-0.14525776
SDSS6304,0.18965,39.711922,0.113593,39.800128,-0.088206653,39.790205,-0.078283075
SDSS762,0.1901,39.961754,0.114249,39.80587,0.1558843,39.795811,0.16594343
SDSS18804,0.19084,39.750769,0.112617,39.815284,-0.064514412,39.805003,-0.054233541
SDSS16276,0.19176,39.870269,0.114367,39.826941,0.043328492,39.816386,0.053882939
SDSS18787,0.19191,40.161918,0.114568,39.828837,0.33308088,39.818238,0.34367971
SDSS16618,0.19198,39.705824,0.114573,39.829721,-0.12389727,39.819101,-0.11327775
SDSS2440,0.19215,40.019265,0.114217,39.831867,0.18739839,39.821197,0.19806811
SDSS16100,0.19392,39.899804,0.117691,39.854108,0.045695854,39.842921,0.056883412
SDSS2246,0.19422,39.859825,0.11684,39.85786,0.0019656182,39.846585,0.013240076
SDSS20575,0.19465,39.588541,0.114454,39.863227,-0.27468572,39.851828,-0.26328714
SDSS19149,0.19494,39.551078,0.11376,39.866841,-0.31576277,39.855359,-0.30428079
SDSS16099,0.1958,39.968351,0.113084,39.877528,0.090822328,39.8658,0.10255026
SDSS15674,0.19654,40.006128,0.117701,39.88669,0.11943856,39.874752,0.13137642
SDSS18768,0.19671,40.079696,0.118689,39.88879,0.19090589,39.876804,0.20289177
SDSS15129,0.19699,39.844063,0.114008,39.892245,-0.048182181,39.880181,-0.036117424
SDSS13070,0.19709,39.980877,0.116183,39.893478,0.087398708,39.881386,0.099491587
SDSS15901,0.19794,39.955027,0.114551,39.903936,0.05109133,39.891605,0.063422056
SDSS15222,0.19801,39.775762,0.115064,39.904795,-0.12903301,39.892445,-0.11668278
SDSS19658,0.19863,40.022234,0.116081,39.912394,0.1098397,39.899872,0.12236195
SDSS17811,0.19867,39.987938,0.114249,39.912884,0.075054029,39.90035,0.087587344
SDSS16737,0.1988,39.742162,0.124264,39.914474,-0.17231173,39.901905,-0.1597425
SDSS13305,0.19959,40.002195,0.115206,39.924118,0.078077518,39.911331,0.090863938
SDSS6780,0.20061,39.850487,0.120729,39.936517,-0.086030702,39.923453,-0.072966568
SDSS15872,0.20203,39.91546,0.117009,39.953683,-0.038222395,39.940237,-0.024776779
SDSS7243,0.20231,39.997872,0.117808,39.957054,0.040817337,39.943534,0.054337467
SDSS16032,0.20318,40.030084,0.114994,39.967503,0.062580322,39.953753,0.076330482
SDSS14212,0.20399,40.015354,0.114245,39.977195,0.038159063,39.963232,0.052121344
SDSS18965,0.20466,40.025888,0.115117,39.985184,0.040704245,39.971048,0.054840501
SDSS17801,0.20515,40.189933,0.131465,39.991012,0.1989208,39.976749,0.21318342
SDSS20581,0.20554,39.977925,0.114345,39.995641,-0.01771653,39.981279,-0.0033538388
SDSS19913,0.20557,40.064992,0.114899,39.995997,0.068994988,39.981627,0.083365354
SDSS13152,0.2056,39.725076,0.113718,39.996353,-0.27127649,39.981975,-0.25689845
SDSS15201,0.20704,40.382853,0.117479,40.013371,0.36948147,39.998628,0.3842247
SDSS13641,0.20852,40.053077,0.114386,40.03075,0.022327418,40.015638,0.037439421
SDSS15467,0.2091,39.965702,0.115699,40.037529,-0.071826794,40.022274,-0.056572122
SDSS13425,0.20953,39.97229,0.131221,40.042544,-0.070253956,40.027184,-0.054894169
SDSS16473,0.2096,40.098031,0.115465,40.043359,0.054671843,40.027983,0.070048683
04D1dc,0.210032,39.940759,0.085765,40.048387,-0.1076276,40.032905,-0.092145825
SDSS19425,0.21025,40.06196,0.128931,40.05092,0.011039742,40.035385,0.026574269
SDSS15259,0.21054,39.946447,0.11424,40.054286,-0.10783871,40.038682,-0.092234274
SDSS17875,0.21075,40.325716,0.116152,40.056721,0.26899521,40.041066,0.28465014
SDSS14157,0.21082,39.870705,0.11447,40.057532,-0.18682676,40.04186,-0.17115504
SDSS7847,0.21134,39.893376,0.115658,40.06355,-0.17017388,40.047754,-0.15437788
SDSS6933,0.21163,39.953113,0.114069,40.0669,-0.11378783,40.051036,-0.097922856
SDSS2330,0.21179,40.41951,0.124547,40.068747,0.35076302,40.052844,0.3666659
SDSS18466,0.21226,40.021027,0.115112,40.074164,-0.053136972,40.05815,-0.037123126
SDSS14331,0.2126,40.27207,0.116607,40.078076,0.19399377,40.061982,0.21008747
SDSS8495,0.21295,40.048138,0.121443,40.082097,-0.033959056,40.065921,-0.017783522
SDSS18927,0.21323,39.856819,0.117876,40.085309,-0.22849048,40.069068,-0.21224978
SDSS20364,0.21382,40.133128,0.11761,40.092065,0.041062549,40.075688,0.057439825
SDSS7473,0.21457,40.213491,0.114262,40.100629,0.11286209,40.084079,0.12941137
SDSS15203,0.21468,40.01396,0.114437,40.101882,-0.087922419,40.085308,-0.071348031
SDSS14019,0.21513,40.506169,0.120494,40.107005,0.39916394,40.090328,0.41584055
SDSS17435,0.21674,40.224268,0.115124,40.125252,0.099015761,40.108215,0.11605293
SDSS9467,0.21698,40.362519,0.124622,40.127961,0.23455727,40.110871,0.2516475
SDSS19008,0.21757,40.022694,0.11934,40.13461,-0.11191653,40.11739,-0.094696625
SDSS5533,0.21829,40.130614,0.114544,40.142702,-0.012088079,40.125325,0.0052886199
SDSS7512,0.21835,40.22788,0.116348,40.143375,0.084504759,40.125985,0.10189444
SDSS18940,0.21861,40.034787,0.114762,40.14629,-0.11150342,40.128844,-0.094057548
SDSS20144,0.21865,40.151814,0.11463,40.146738,0.0050755792,40.129284,0.022530082
05D3kx,0.219462,40.124424,0.085341,40.15582,-0.031395958,40.138192,-0.013767497
SDSS19230,0.21955,39.855575,0.119543,40.156803,-0.30122784,40.139156,-0.28358064
SDSS13727,0.21971,40.207089,0.115514,40.158588,0.048501154,40.140907,0.066182322
SDSS15433,0.21976,40.191425,0.114935,40.159146,0.032279273,40.141454,0.049971047
SDSS16793,0.22058,40.047012,0.138465,40.168275,-0.12126265,40.15041,-0.10339804
SDSS15354,0.22068,39.987392,0.119891,40.169386,-0.18199372,40.1515,-0.16410817
SDSS15229,0.22256,40.271888,0.11527,40.19019,0.08169777,40.171917,0.099971116
SDSS14846,0.22328,40.220412,0.115872,40.198115,0.022296685,40.179696,0.040715605
SDSS13025,0.22351,40.301727,0.1168,40.200642,0.10108541,40.182177,0.11955052
SDSS19992,0.22452,40.485442,0.122907,40.211709,0.2737335,40.193043,0.2923994
SDSS19341,0.22667,40.166936,0.118938,40.235115,-0.068179554,40.216032,-0.04909673
SDSS13578,0.22668,40.208463,0.115846,40.235224,-0.026760303,40.216139,-0.0076755749
SDSS21033,0.22786,40.210809,0.11565,40.247983,-0.037174132,40.228676,-0.017866665
SDSS3452,0.22893,40.265744,0.115979,40.259501,0.0062429906,40.239995,0.025748654
SDSS13072,0.22916,40.240237,0.122097,40.26197,-0.021733422,40.242422,-0.0021855768
SDSS12881,0.2316,40.149821,0.118789,40.288027,-0.13820636,40.268042,-0.11822138
SDSS12971,0.2338,40.293871,0.115605,40.311306,-0.01743515,40.290942,0.0029283819
SDSS17223,0.23381,40.273987,0.118911,40.311411,-0.037424337,40.291046,-0.017059118
SDSS16350,0.23472,40.269667,0.116813,40.320981,-0.051314287,40.300464,-0.030796806
SDSS13511,0.23646,40.587645,0.117789,40.339185,0.24845921,40.318384,0.26926085
SDSS17884,0.23782,40.387909,0.116252,40.353328,0.034580826,40.332311,0.055598249
SDSS15868,0.24102,40.539081,0.116005,40.386316,0.15276535,40.364812,0.17426877
SDSS13506,0.24179,40.39325,0.122422,40.394193,-0.00094354661,40.372578,0.020672256
SDSS19023,0.24185,40.444511,0.114848,40.394806,0.049704324,40.373182,0.071328828
SDSS20111,0.24348,40.430191,0.118064,40.411403,0.018788625,40.389546,0.040645067
SDSS20088,0.24352,40.453641,0.113403,40.411809,0.041832463,40.389947,0.063694505
SDSS3377,0.24448,40.242662,0.115275,40.421534,-0.17887271,40.399539,-0.15687777
SDSS19990,0.24495,40.511808,0.119541,40.426283,0.085524699,40.404224,0.10758374
SDSS18486,0.2454,40.297824,0.114389,40.430822,-0.13299815,40.408702,-0.11087835
SDSS17464,0.24555,39.990067,0.116206,40.432333,-0.44226652,40.410193,-0.42012662
SDSS20039,0.24558,40.343133,0.118174,40.432635,-0.089501868,40.410491,-0.067357953
SDSS12977,0.24562,40.361734,0.115338,40.433038,-0.071304598,40.410889,-0.049155334
SDSS15466,0.24568,40.140192,0.120181,40.433642,-0.29345072,40.411485,-0.27129344
SDSS13835,0.24625,40.456468,0.114566,40.439375,0.017093192,40.417142,0.039326175
SDSS16352,0.24647,40.374093,0.115433,40.441584,-0.067490403,40.419322,-0.045228487
05D3mq,0.246492,40.460694,0.086206,40.441804,0.018889426,40.41954,0.041154228
SDSS15301,0.2466,40.097657,0.114128,40.442888,-0.34523078,40.420609,-0.32295181
SDSS15219,0.24695,40.564021,0.114812,40.446397,0.11762359,40.424073,0.1399482
SDSS15161,0.2485,40.380443,0.117491,40.461884,-0.081440854,40.439361,-0.058918198
SDSS3451,0.24851,40.265104,0.116195,40.461983,-0.19687951,40.439459,-0.1743556
SDSS16213,0.24857,40.517738,0.115731,40.462581,0.055157404,40.44005,0.077688818
SDSS17552,0.24862,40.526949,0.11712,40.463079,0.063869999,40.440541,0.086407665
SDSS15504,0.24947,40.594727,0.131353,40.47153,0.12319718,40.448887,0.14584026
SDSS3199,0.24961,40.809913,0.118164,40.472919,0.33699368,40.450259,0.35965391
SDSS16106,0.24973,40.447835,0.120462,40.47411,-0.02627509,40.451435,-0.0036001659
SDSS13689,0.25012,40.639639,0.116581,40.477975,0.16166402,40.455253,0.18438634
SDSS5717,0.25037,40.680298,0.115791,40.48045,0.19984826,40.457697,0.22260074
06D3gn,0.250498,40.482986,0.086012,40.481716,0.0012700235,40.458948,0.024037871
SDSS13655,0.25104,40.541741,0.119872,40.487071,0.054670286,40.464238,0.07750275
SDSS5736,0.25174,40.452095,0.115824,40.493971,-0.041875351,40.471056,-0.018960675
SDSS15440,0.25205,40.344868,0.11822,40.497021,-0.15215299,40.47407,-0.12920231
SDSS9032,0.25249,40.47259,0.126796,40.501344,-0.02875457,40.478343,-0.0057532676
SDSS14481,0.25351,40.821218,0.123692,40.51134,0.30987819,40.488224,0.33299476
SDSS18325,0.25356,40.55491,0.120869,40.511829,0.04308075,40.488707,0.066202899
SDSS9457,0.25539,40.496854,0.130119,40.529668,-0.032813948,40.506346,-0.0094922831
SDSS1112,0.25611,40.583198,0.12482,40.536654,0.046543733,40.513257,0.069941414
SDSS17340,0.25617,40.378298,0.119755,40.537236,-0.15893786,40.513832,-0.13553391
SDSS12972,0.25655,40.62415,0.12587,40.540915,0.083235318,40.517472,0.10667877
SDSS19207,0.25721,40.552203,0.121726,40.547293,0.0049097738,40.523782,0.02842094
SDSS6108,0.258,40.529043,0.117106,40.554908,-0.025865502,40.531318,-0.002274846
SDSS8046,0.25833,40.578072,0.119891,40.558083,0.019988926,40.53446,0.043612304
SDSS2017,0.26014,40.875812,0.122802,40.57543,0.3003828,40.551632,0.3241806
SDSS1253,0.26059,40.501317,0.120435,40.579725,-0.078408601,40.555885,-0.054568758
SDSS14298,0.2607,40.745154,0.117389,40.580774,0.16438022,40.556924,0.18823027
05D1hk,0.261984,40.466483,0.08739,40.592989,-0.12650533,40.569022,-0.10253855
04D3ez,0.263487,40.479682,0.08555,40.607217,-0.12753549,40.583119,-0.10343737
SDSS2422,0.26349,40.870308,0.115945,40.607246,0.26306223,40.583147,0.2871606
SDSS20345,0.26357,40.422532,0.11624,40.608001,-0.18546841,40.583896,-0.16136322
SDSS2943,0.26405,40.585497,0.117962,40.612528,-0.027031291,40.588382,-0.0028854694
SDSS13099,0.26451,40.702204,0.119638,40.616859,0.085345106,40.592675,0.10952933
SDSS6315,0.26576,40.564483,0.114629,40.628595,-0.064111289,40.604309,-0.039825352
SDSS18463,0.26665,40.640702,0.120817,40.636919,0.0037827086,40.612563,0.028138712
SDSS19002,0.2671,40.604091,0.116111,40.641119,-0.037028069,40.616728,-0.012637376
SDSS19702,0.26821,40.71525,0.121714,40.65145,0.063800204,40.626976,0.088274398
06D3fp,0.268489,40.601963,0.08555,40.65404,-0.052076864,40.629546,-0.027582186
SDSS18945,0.26856,40.816638,0.118128,40.654699,0.16193909,40.630199,0.18643897
03D4cj,0.268624,40.51915,0.086242,40.655293,-0.13614321,40.630788,-0.11163865
SDSS6192,0.27044,40.645286,0.118685,40.672087,-0.02680148,40.647454,-0.0021684918
SDSS15287,0.27258,40.638106,0.11421,40.691745,-0.053639355,40.666971,-0.028864999
SDSS15356,0.27447,40.540653,0.118156,40.70899,-0.16833702,40.684099,-0.14344656
SDSS4046,0.27544,40.676202,0.119548,40.717798,-0.04159583,40.692851,-0.016648919
SDSS16072,0.27549,40.672605,0.127184,40.718251,-0.045646845,40.693302,-0.020697083
SDSS12869,0.27653,40.572846,0.126014,40.727662,-0.15481656,40.702654,-0.12980868
SDSS4000,0.27745,40.839397,0.128283,40.73596,0.10343721,40.710903,0.12849451
SDSS17791,0.27749,41.403843,0.136665,40.73632,0.66752277,40.711261,0.69258218
SDSS18485,0.27822,40.787053,0.117336,40.742886,0.044166647,40.717789,0.069263858
SDSS5957,0.27852,40.849748,0.118155,40.745579,0.10416834,40.720467,0.12928076
SDSS6196,0.27916,40.440035,0.11948,40.751317,-0.31128172,40.726173,-0.28613747
SDSS14261,0.27952,40.591051,0.121901,40.754539,-0.16348785,40.729377,-0.13832611
SDSS17809,0.28051,40.649922,0.122739,40.76338,-0.11345744,40.738171,-0.088248938
SDSS15584,0.28111,40.673262,0.11753,40.768724,-0.09546205,40.743488,-0.070226252
SDSS20227,0.28243,40.843344,0.11747,40.780445,0.062899228,40.755152,0.088192501
06D3dt,0.28251,40.937694,0.085709,40.781154,0.15653995,40.755857,0.18183659
SDSS20040,0.28351,40.737908,0.118366,40.789997,-0.052089877,40.76466,-0.026752233
03D4ag,0.28361,40.703312,0.086683,40.79088,-0.087568108,40.765539,-0.062226446
SDSS19128,0.28543,41.0361,0.119195,40.806898,0.22920286,40.781487,0.25461359
SDSS2165,0.28662,41.098935,0.11978,40.81732,0.28161489,40.791868,0.30706725
SDSS13757,0.28742,40.98442,0.118845,40.824304,0.16011591,40.798826,0.1855947
SDSS16402,0.28845,40.365663,0.116661,40.833271,-0.46760811,40.80776,-0.44209705
SDSS2789,0.28872,40.849092,0.124095,40.835616,0.013475838,40.810097,0.038994973
SDSS21006,0.29021,40.763225,0.116557,40.848524,-0.085299105,40.822963,-0.059737607
SDSS19596,0.29135,40.819653,0.12122,40.858359,-0.038705956,40.832768,-0.013114882
03D3ba,0.291718,40.758243,0.093479,40.861526,-0.10328336,40.835926,-0.077683238
SDSS19818,0.29192,40.740149,0.124168,40.863264,-0.12311457,40.837658,-0.097509559
SDSS6249,0.29287,40.817174,0.119196,40.871418,-0.054244353,40.845791,-0.028617444
SDSS19027,0.2935,40.492773,0.120303,40.876812,-0.38403915,40.851172,-0.35839864
SDSS19604,0.29448,41.079777,0.140875,40.885182,0.19459479,40.859522,0.22025513
SDSS19794,0.29542,40.808155,0.134209,40.893187,-0.085031631,40.867509,-0.059353841
SDSS13610,0.29678,40.739246,0.117785,40.904727,-0.16548082,40.879026,-0.13978046
SDSS15057,0.29762,40.728258,0.131068,40.91183,-0.18357182,40.886117,-0.15785911
SDSS6137,0.29888,41.091218,0.124118,40.922451,0.16876745,40.896722,0.19449653
SDSS14735,0.30001,40.642617,0.119386,40.931941,-0.2893236,40.906199,-0.26358204
SDSS5391,0.30021,40.885371,0.128841,40.933617,-0.048246025,40.907873,-0.022502459
SDSS20245,0.30041,40.492716,0.125866,40.935292,-0.44257574,40.909547,-0.41683025
06D4dh,0.30159,41.067761,0.086081,40.945155,0.12260585,40.9194,0.14836148
SDSS7143,0.3024,41.002212,0.118973,40.951905,0.050306477,40.926144,0.076067782
SDSS12883,0.30569,40.541317,0.1459,40.979153,-0.43783656,40.953379,-0.41206237
SDSS15213,0.30632,41.040319,0.127264,40.98434,0.055978311,40.958566,0.081753135
SDSS19632,0.30702,41.04173,0.126631,40.990092,0.051637577,40.964317,0.077412445
SDSS6699,0.30915,41.183872,0.122358,41.007521,0.17635042,40.98175,0.20212119
SDSS5844,0.30929,41.122357,0.120483,41.008663,0.11369445,40.982893,0.13946471
SDSS16211,0.30933,40.890216,0.137464,41.008989,-0.11877308,40.983219,-0.093002967
SDSS21042,0.31065,40.901058,0.124489,41.019729,-0.11867073,40.993965,-0.092906614
SDSS15383,0.31088,41.04566,0.12279,41.021596,0.024064082,40.995833,0.049826932
SDSS6649,0.31288,41.020099,0.118305,41.037779,-0.017679687,41.01203,0.0080690441
SDSS20142,0.31468,40.743123,0.118861,41.052262,-0.30913958,41.026531,-0.28340792
SDSS15776,0.31646,41.028737,0.121555,41.066511,-0.037773731,41.0408,-0.012062886
SDSS18617,0.32038,41.090022,0.12816,41.097632,-0.0076097254,41.07198,0.018042095
SDSS7475,0.32045,41.20966,0.117246,41.098185,0.11147539,41.072534,0.13712601
05D2ab,0.324532,41.145546,0.086121,41.130217,0.015328669,41.104646,0.040899494
SDSS6924,0.3264,41.049397,0.11903,41.144753,-0.09535651,41.119225,-0.069827925
SDSS13830,0.32837,40.91823,0.134054,41.160001,-0.24177012,41.13452,-0.21628972
SDSS14456,0.32837,40.95845,0.124052,41.160001,-0.20155051,41.13452,-0.17607011
SDSS13934,0.32838,41.451418,0.136536,41.160078,0.29133986,41.134598,0.31682
SDSS4241,0.33051,41.221878,0.12568,41.176469,0.045409154,41.151045,0.07083309
03D1fc,0.330932,41.057624,0.086437,41.179705,-0.12208116,41.154293,-0.09666884
SDSS4679,0.33103,40.994302,0.136212,41.180456,-0.1861537,41.155046,-0.16074409
SDSS20106,0.33136,41.312067,0.135299,41.182983,0.12908403,41.157583,0.1544844
SDSS16093,0.33436,41.254482,0.132618,41.205852,0.048629066,41.18054,0.073941353
04D3kr,0.337534,41.247685,0.086047,41.229845,0.017840082,41.204633,0.043051282
SDSS2533,0.3388,41.30944,0.129777,41.239357,0.070083738,41.214188,0.095252477
04D3nh,0.34052,41.285303,0.0859,41.252228,0.033075794,41.227118,0.058185001
03D1bp,0.345928,41.411108,0.087263,41.292312,0.11879598,41.267403,0.14370515
05D2ie,0.349557,41.497971,0.086821,41.31889,0.17908144,41.294125,0.20384643
04D2mc,0.34956,41.044308,0.089792,41.318912,-0.27460351,41.294147,-0.24983865
05D2hc,0.35156,41.523688,0.086351,41.333451,0.19023721,41.308769,0.21491955
SDSS19067,0.35346,41.102633,0.125157,41.347194,-0.24456089,41.322592,-0.2199588
05D2mp,0.355261,41.574652,0.088265,41.360158,0.21449425,41.335633,0.23901868
03D3bl,0.35582,41.349554,0.087008,41.364169,-0.014614856,41.339669,0.0098851558
04D3fk,0.358336,41.265612,0.086303,41.382153,-0.1165411,41.357765,-0.09215257
04D2fs,0.35857,41.300602,0.086485,41.38382,-0.083217899,41.359442,-0.058839879
SDSS4577,0.36193,41.385403,0.13291,41.407644,-0.022240218,41.383419,0.0019846753
SDSS15704,0.36397,41.634053,0.127982,41.422009,0.21204417,41.397879,0.23617412
SDSS13136,0.36441,41.757434,0.131873,41.425098,0.33233579,41.400988,0.35644509
SDSS16232,0.36554,41.511378,0.137024,41.433014,0.078363052,41.408959,0.10241899
04D1hd,0.367904,41.603385,0.086082,41.449504,0.1538804,41.425561,0.1778235
SDSS14397,0.36941,41.776703,0.131466,41.459959,0.31674382,41.436088,0.34061419
SDSS18091,0.37013,41.457867,0.138604,41.464943,-0.0070765116,41.441108,0.01675889
05D4bm,0.370511,41.502519,0.086476,41.467577,0.034941619,41.44376,0.058758457
05D3jr,0.370531,41.401449,0.086626,41.467715,-0.066266276,41.443899,-0.042450412
04D2cf,0.370586,41.434925,0.095747,41.468095,-0.033170232,41.444282,-0.009357053
03D3ay,0.371443,41.572252,0.091326,41.47401,0.098242723,41.450238,0.122014
05D4fo,0.371508,41.548853,0.086225,41.474458,0.074395149,41.45069,0.098163239
05D4cw,0.373513,41.478103,0.086768,41.488244,-0.010140831,41.464575,0.013528524
SDSS15756,0.37835,42.112175,0.135103,41.521225,0.59094969,41.497797,0.61437742
SDSS7779,0.37986,41.476242,0.118539,41.531442,-0.055199985,41.508091,-0.031848562
SDSS11206,0.38026,41.674685,0.138121,41.534142,0.14054299,41.510811,0.16387414
SDSS15456,0.38047,41.140725,0.12548,41.535559,-0.39483369,41.512238,-0.3715132
SDSS18721,0.39135,41.584881,0.148848,41.607985,-0.023103893,41.585223,-0.00034263695
05D4ff,0.400485,41.549539,0.087548,41.66738,-0.11784151,41.645095,-0.095556454
SDSS19757,0.40128,41.390726,0.134806,41.67249,-0.28176374,41.650247,-0.25952024
06D3ed,0.404549,41.81249,0.086483,41.693405,0.11908579,41.671332,0.14115834
05D4dt,0.405478,41.859724,0.086962,41.69932,0.16040419,41.677296,0.18242816
06D4cq,0.40947,41.784188,0.086547,41.724597,0.059591056,41.702782,0.081406373
04D2fp,0.416632,41.805162,0.087194,41.769384,0.035778365,41.747942,0.057220327
05D2dw,0.418633,41.721512,0.087692,41.78177,-0.06025797,41.760432,-0.038919982
05D3cf,0.419569,41.926438,0.087595,41.787546,0.13889216,41.766256,0.16018158
04D4gg,0.422452,41.692885,0.08807,41.80526,-0.11237481,41.78412,-0.091234723
05D2cb,0.428646,42.081888,0.089103,41.842945,0.23894368,41.822124,0.25976448
04D1rh,0.434861,41.900171,0.087188,41.880256,0.019915053,41.859753,0.040417824
06D4co,0.435446,41.663732,0.086944,41.883743,-0.22001031,41.86327,-0.19953735
06D3df,0.442548,41.957619,0.08709,41.92573,0.031888777,41.905617,0.052001655
06D2gb,0.443668,41.858169,0.091594,41.932295,-0.074125663,41.912238,-0.054069276
03D3aw,0.449562,42.09792,0.091912,41.966591,0.13132864,41.946831,0.15108908
04D3gt,0.451556,41.668287,0.087828,41.9781,-0.30981326,41.95844,-0.29015246
04D2gb,0.451681,41.642176,0.088233,41.97882,-0.33664449,41.959166,-0.31698994
03D3cd,0.461274,42.021038,0.095948,42.033527,-0.012488936,42.014349,0.0066894691
05D3lc,0.461564,42.062843,0.087413,42.035165,0.027677695,42.016001,0.04684178
03D4au,0.466414,42.51309,0.09035,42.062409,0.45068175,42.043483,0.46960692
04D4jr,0.468406,42.095314,0.087451,42.073523,0.021791222,42.054695,0.040618559
04D4ju,0.470398,42.396229,0.088446,42.084593,0.31163652,42.065863,0.33036617
05D3mx,0.470573,42.080709,0.088704,42.085563,-0.0048543455,42.066842,0.013866728
04D3df,0.470586,41.962434,0.087988,42.085635,-0.12320148,42.066915,-0.10448104
05D2bv,0.475707,42.086819,0.087947,42.113886,-0.027066382,42.095416,-0.0085964417
05D3dd,0.480568,42.060041,0.088055,42.140443,-0.080402401,42.12221,-0.062169595
05D2ac,0.480704,42.047102,0.087736,42.141182,-0.094079974,42.122956,-0.075853793
05D1ix,0.4888,42.207458,0.08839,42.184854,0.022603889,42.167022,0.040435991
03D1ax,0.494795,42.21649,0.08811,42.216763,-0.00027303181,42.199222,0.017267489
05D4af,0.497379,42.25339,0.088758,42.230406,0.022983761,42.212991,0.040398553
06D2bk,0.500728,42.376417,0.089131,42.24799,0.1284264,42.230739,0.14567813
03D1au,0.503084,42.269525,0.088031,42.260296,0.0092290237,42.243159,0.026365947
05D4av,0.507371,42.213205,0.089015,42.28255,-0.069345029,42.265622,-0.052417317
05D2dy,0.511746,42.495409,0.088554,42.305081,0.19032835,42.288367,0.20704206
04D1pg,0.513793,42.442246,0.090087,42.315562,0.12668462,42.298948,0.143298
04D4in,0.514353,42.363951,0.088897,42.318422,0.04552836,42.301836,0.062114258
04D2mj,0.514746,42.560964,0.090306,42.320428,0.24053659,42.303861,0.2571032
05D3ci,0.515587,42.452603,0.106833,42.324715,0.12788791,42.30819,0.14441322
06D3el,0.519611,42.471136,0.088502,42.345139,0.12599652,42.328812,0.14232386
04D2gc,0.522762,42.482671,0.089115,42.36103,0.1216403,42.344858,0.13781213
06D2ca,0.532765,42.392305,0.08987,42.410892,-0.018586905,42.395217,-0.0029120359
06D2cc,0.533766,42.173706,0.09473,42.415833,-0.24212778,42.400209,-0.22650294
05D4ek,0.534335,42.165507,0.090128,42.418638,-0.25313146,42.403042,-0.23753509
05D4be,0.535327,42.500563,0.08873,42.423522,0.077040723,42.407975,0.092587418
05D2eb,0.535771,42.338122,0.091256,42.425705,-0.08758355,42.410181,-0.072059108
04D4bq,0.548325,42.164539,0.09145,42.486745,-0.32220611,42.471855,-0.30731606
06D4bo,0.550315,42.509848,0.089299,42.496301,0.013547447,42.481512,0.028335951
04D3hn,0.552605,42.229237,0.089654,42.507257,-0.27802011,42.492586,-0.26334879
06D2ck,0.553797,42.561602,0.091857,42.512943,0.048658302,42.498333,0.06326847
05D1ee,0.557743,42.486901,0.090291,42.531686,-0.04478561,42.517279,-0.030378597
05D1kl,0.558743,42.87907,0.092898,42.536416,0.3426536,42.522061,0.35700895
04D1hx,0.558746,42.443857,0.089573,42.53643,-0.092573088,42.522075,-0.078217895
05D1cc,0.562751,42.563852,0.090329,42.555295,0.0085562683,42.541148,0.022703805
05D1dn,0.564741,42.574373,0.089709,42.564622,0.0097507551,42.550579,0.023794666
05D2dt,0.575823,42.622597,0.091807,42.616007,0.0065899464,42.602546,0.02005135
06D3et,0.576612,42.548631,0.090075,42.61963,-0.070999012,42.60621,-0.057579432
03D4gf,0.578292,42.558,0.090072,42.627329,-0.069329353,42.613999,-0.055998983
05D1dx,0.578745,42.561135,0.089343,42.629401,-0.06826587,42.616095,-0.054959591
05D3jq,0.5796,42.549007,0.08931,42.633309,-0.084301433,42.620048,-0.071040665
05D3gp,0.580604,42.693325,0.09835,42.63789,0.055435238,42.624683,0.068642492
03D1aw,0.580724,42.83908,0.090132,42.638437,0.20064348,42.625236,0.21384434
04D1jg,0.582932,42.685053,0.09012,42.648484,0.036569212,42.635401,0.049652099
05D4ej,0.58329,42.873994,0.090793,42.65011,0.22388386,42.637046,0.23694758
04D1sa,0.583743,42.757778,0.091595,42.652166,0.10561232,42.639126,0.11865178
04D1kj,0.583743,42.611188,0.089495,42.652166,-0.040977976,42.639126,-0.02793851
05D1hm,0.585743,42.833794,0.092677,42.661224,0.17256978,42.648292,0.18550196
05D4bf,0.587285,42.693483,0.091452,42.668188,0.025294887,42.655339,0.038144157
04D1oh,0.588721,42.650725,0.091211,42.674658,-0.023932966,42.661886,-0.011161061
03D4gg,0.59028,42.586162,0.092935,42.681665,-0.095503167,42.668977,-0.082815431
04D2mh,0.591835,42.589256,0.090444,42.688637,-0.099381088,42.676034,-0.086777469
05D3lr,0.600603,42.592308,0.094433,42.727631,-0.13532263,42.715505,-0.1231965
05D4ef,0.603272,42.864607,0.092267,42.739395,0.12521216,42.727415,0.13719192
03D4dy,0.608261,42.760878,0.090819,42.761253,-0.00037477968,42.749548,0.011330111
05D2he,0.60986,42.798854,0.091831,42.768223,0.03063045,42.756607,0.042246917
04D3do,0.610643,42.861051,0.090588,42.77163,0.089420773,42.760057,0.10099388
03D1dt,0.610712,42.465879,0.092877,42.77193,-0.30605118,42.760361,-0.29448189
04D4an,0.611252,42.951574,0.095195,42.774277,0.17729726,42.762738,0.18883662
05D1ck,0.615698,42.769514,0.092238,42.793526,-0.024011456,42.782234,-0.012719158
04D3co,0.620632,42.825478,0.093091,42.814735,0.010743204,42.803718,0.021759992
04D2an,0.621874,42.72454,0.092366,42.820049,-0.095509167,42.809101,-0.084561943
