zcmb,mu_obs,e_mu_obs,mb,x1,c,mu_model_lcdm,residual_lcdm,mu_model_lambdacdm,residual_lambdacdm
0.688656,43.2697,0.092298,23.6044,0.22777,-0.107541,41.7123,1.55743,41.7123,1.55743
0.690652,43.1081,0.095502,24.3784,-0.153659,0.177029,41.7266,1.38151,41.7266,1.38151
0.693165,43.3232,0.100242,24.0321,-1.76386,-0.076797,41.7446,1.57856,41.7446,1.57856
0.697164,43.4529,0.093324,23.5895,0.976498,-0.137669,41.7732,1.67977,41.7732,1.67977
0.698167,43.4289,0.101565,23.7301,0.678618,-0.097992,41.7803,1.64858,41.7803,1.64858
0.699166,43.2454,0.094894,24.1073,0.169319,0.059883,41.7874,1.45799,41.7874,1.45799
0.699169,43.5077,0.094016,23.7332,0.688169,-0.12201,41.7874,1.72032,41.7874,1.72032
0.69996,43.3685,0.097048,24.4562,-2.64181,0.005752,41.793,1.57545,41.793,1.57545
0.700631,43.2128,0.094362,23.8578,0.136556,-0.011566,41.7978,1.41503,41.7978,1.41503
0.701158,43.5573,0.094504,23.9214,0.014891,-0.107691,41.8015,1.75582,41.8015,1.75582
0.701965,43.1338,0.100028,24.2268,-1.90828,0.04058,41.8072,1.32659,41.8072,1.32659
0.701969,43.3701,0.095463,23.9575,0.509414,-0.013323,41.8073,1.56289,41.8073,1.56289
0.715652,43.3788,0.096706,23.9922,-0.806348,-0.064355,41.9031,1.47575,41.9031,1.47575
0.71868,43.3648,0.094949,23.7237,-0.614033,-0.137754,41.924,1.44074,41.924,1.44074
0.719626,43.3576,0.095665,23.8987,0.391447,-0.033571,41.9305,1.42702,41.9305,1.42702
0.72014,43.4663,0.098164,24.2354,-1.10173,-0.027446,41.9341,1.53219,41.9341,1.53219
0.72068,43.4665,0.098773,23.9141,0.235317,-0.070767,41.9378,1.52866,41.9378,1.52866
0.726679,43.5067,0.094974,23.8968,0.614699,-0.072211,41.979,1.52773,41.979,1.52773
0.727675,43.4663,0.099419,23.9466,-0.794668,-0.106786,41.9858,1.48058,41.9858,1.48058
0.730128,43.2617,0.096543,23.9051,0.681549,0.012517,42.0025,1.25927,42.0025,1.25927
0.733609,43.4594,0.094433,23.9854,-1.34455,-0.116857,42.0261,1.43331,42.0261,1.43331
0.733996,43.7595,0.1029,24.2118,-1.35203,-0.14094,42.0287,1.73075,42.0287,1.73075
0.734996,43.6522,0.095665,24.001,0.836161,-0.075547,42.0355,1.61677,42.0355,1.61677
0.735608,43.5554,0.096764,24.3002,-1.46441,-0.051696,42.0396,1.51585,42.0396,1.51585
0.736007,43.4223,0.104933,24.3839,0.319916,0.09884,42.0423,1.38004,42.0423,1.38004
0.73669,43.509,0.093659,23.6916,0.773664,-0.131975,42.0469,1.46212,42.0469,1.46212
0.742008,44.0699,0.103483,24.0942,0.357631,-0.201828,42.0826,1.98733,42.0826,1.98733
0.742697,43.4623,0.097111,24.0962,-0.429804,-0.040737,42.0872,1.37506,42.0872,1.37506
0.745665,43.5466,0.094967,23.9196,0.939225,-0.063082,42.107,1.4396,42.107,1.4396
0.746118,43.3423,0.095641,23.8559,0.789091,-0.024482,42.11,1.23223,42.11,1.23223
0.7491,43.1593,0.096075,23.8302,0.936907,0.03293,42.1299,1.02941,42.1299,1.02941
0.750681,43.2898,0.099406,23.8089,0.623562,-0.030192,42.1403,1.1495,42.1403,1.1495
0.756687,43.978,0.095935,24.0549,-1.00325,-0.2463,42.1799,1.7981,42.1799,1.7981
0.75903,43.6596,0.09556,24.107,1.51251,-0.013177,42.1953,1.4643,42.1953,1.4643
0.760691,43.6844,0.101218,23.9067,0.551439,-0.12921,42.2061,1.47833,42.2061,1.47833
0.760698,43.4433,0.094664,24.0319,-0.119797,-0.04134,42.2062,1.23709,42.2062,1.23709
0.761089,43.5814,0.09585,24.082,1.043,-0.017217,42.2087,1.37266,42.2087,1.37266
0.76158,43.5414,0.096723,24.04,0.177122,-0.05695,42.2119,1.32946,42.2119,1.32946
0.765588,43.5322,0.09633,24.2442,0.180928,0.01206,42.238,1.29416,42.238,1.29416
0.76659,43.927,0.096641,24.132,0.905821,-0.118769,42.2445,1.68254,42.2445,1.68254
0.766684,43.6774,0.103932,24.2986,0.502459,-0.002723,42.2451,1.43227,42.2451,1.43227
0.767075,44.1317,0.101187,24.1983,0.680717,-0.173571,42.2476,1.88405,42.2476,1.88405
0.768587,43.5354,0.097274,24.5462,-0.334164,0.085159,42.2574,1.27799,42.2574,1.27799
0.773081,43.9303,0.098805,24.0494,1.04014,-0.140416,42.2864,1.6439,42.2864,1.6439
0.776594,43.409,0.098366,24.3978,0.13522,0.099259,42.3089,1.1001,42.3089,1.1001
0.78806,43.81,0.096033,23.9758,1.3958,-0.109284,42.3817,1.42833,42.3817,1.42833
0.789054,43.7639,0.099608,24.2223,0.784211,-0.042547,42.388,1.37598,42.388,1.37598
0.796552,43.2345,0.098413,24.1289,0.698641,0.094253,42.435,0.799589,42.435,0.799589
0.798566,43.836,0.101777,24.5104,-1.05667,-0.055975,42.4475,1.38848,42.4475,1.38848
0.800697,43.1462,0.098997,24.2077,0.087341,0.120557,42.4607,0.685435,42.4607,0.685435
0.805695,43.3916,0.106396,24.3937,-0.185837,0.089062,42.4917,0.899974,42.4917,0.899974
0.805696,43.7967,0.09721,23.9032,0.668773,-0.161241,42.4917,1.30505,42.4917,1.30505
0.806041,43.6544,0.105158,24.4655,0.028914,0.037161,42.4938,1.1606,42.4938,1.1606
0.808048,44.2423,0.101592,24.6084,-0.414682,-0.126427,42.5061,1.73614,42.5061,1.73614
0.809032,43.6492,0.101626,24.395,-0.265832,0.002784,42.5122,1.13699,42.5122,1.13699
0.81072,43.5695,0.105587,24.2335,-0.074816,-0.014984,42.5225,1.04698,42.5225,1.04698
0.813696,44.0151,0.099177,24.2968,-0.268869,-0.147072,42.5407,1.47435,42.5407,1.47435
0.817732,43.9962,0.101608,24.2724,1.18965,-0.082973,42.5653,1.43086,42.5653,1.43086
0.822103,43.7852,0.104677,24.1892,2.00036,-0.005164,42.5918,1.19344,42.5918,1.19344
0.822697,43.9815,0.100111,24.3735,-0.556579,-0.124503,42.5954,1.38613,42.5954,1.38613
0.828528,44.191,0.100853,24.3616,2.29241,-0.067245,42.6305,1.5605,42.6305,1.5605
0.837004,44.0182,0.100539,24.1892,0.282605,-0.15787,42.681,1.33716,42.681,1.33716
0.838126,43.7342,0.113632,24.3379,-1.31379,-0.090405,42.6877,1.04653,42.6877,1.04653
0.839734,43.7119,0.112754,24.3627,-0.08164,-0.019546,42.6972,1.01466,42.6972,1.01466
0.840005,43.4464,0.103903,24.1909,1.2299,0.069868,42.6988,0.747628,42.6988,0.747628
0.840522,43.8553,0.101288,24.2543,1.86199,-0.013003,42.7019,1.1534,42.7019,1.1534
0.842123,43.9438,0.112024,24.283,1.26124,-0.059406,42.7113,1.23245,42.7113,1.23245
0.847985,44.0808,0.110575,24.1965,1.75216,-0.109364,42.7458,1.335,42.7458,1.335
0.848509,43.9246,0.10052,24.2953,1.15118,-0.054238,42.7488,1.17578,42.7488,1.17578
0.850729,44.0672,0.098855,24.1402,1.27816,-0.144534,42.7618,1.30541,42.7618,1.30541
0.852994,43.8045,0.101921,24.4328,0.333205,-0.008102,42.775,1.02949,42.775,1.02949
0.858507,43.7471,0.106173,24.6224,0.414445,0.075253,42.807,0.940067,42.807,0.940067
0.858513,43.5019,0.101579,24.2461,0.72806,0.047131,42.8071,0.694877,42.8071,0.694877
0.858516,44.3129,0.11645,24.4271,1.15848,-0.136633,42.8071,1.50577,42.8071,1.50577
0.863978,43.9061,0.1039,24.3985,1.33803,-0.00656,42.8386,1.06757,42.8386,1.06757
0.864497,44.0489,0.102986,24.2773,0.231091,-0.141676,42.8416,1.20732,42.8416,1.20732
0.866494,43.9025,0.106037,24.3537,0.376409,-0.063269,42.853,1.0495,42.853,1.0495
0.872152,44.2312,0.119167,24.4266,-0.742621,-0.196303,42.8853,1.34584,42.8853,1.34584
0.877971,44.2219,0.103099,24.3292,1.7424,-0.11251,42.9183,1.30361,42.9183,1.30361
0.890729,44.0637,0.103551,24.2239,-0.725251,-0.206887,42.99,1.07379,42.99,1.07379
0.893183,44.1474,0.106138,24.576,1.32434,-0.027739,43.0036,1.14379,43.0036,1.14379
0.896944,44.0979,0.109618,24.3333,1.45429,-0.084188,43.0245,1.07345,43.0245,1.07345
0.901736,44.3132,0.111342,24.4084,0.902173,-0.154347,43.0509,1.26231,43.0509,1.26231
0.910752,44.3434,0.112202,24.6544,-0.449029,-0.145757,43.1003,1.24317,43.1003,1.24317
0.913473,44.1361,0.104751,24.344,-0.04407,-0.160738,43.1151,1.02102,43.1151,1.02102
0.92221,44.0658,0.117626,24.3802,-0.310684,-0.13841,43.1623,0.903518,43.1623,0.903518
0.922221,43.8201,0.117413,24.6641,-0.433873,0.026835,43.1623,0.657789,43.1623,0.657789
0.924917,44.3051,0.125384,24.7059,0.863344,-0.057529,43.1768,1.12824,43.1768,1.12824
0.92622,44.0959,0.111056,24.8113,1.13903,0.056398,43.1838,0.912108,43.1838,0.912108
0.927909,44.4258,0.121275,24.7597,0.086232,-0.114189,43.1928,1.23295,43.1928,1.23295
0.931901,44.4059,0.111047,24.3988,0.318349,-0.213713,43.2141,1.19177,43.2141,1.19177
0.932229,44.0399,0.130385,24.7752,0.258122,0.023043,43.2159,0.824017,43.2159,0.824017
0.9339,44.1121,0.126556,24.8159,0.846145,0.039429,43.2247,0.887372,43.2247,0.887372
0.935774,43.8685,0.119916,24.4819,0.055963,-0.025416,43.2347,0.633857,43.2347,0.633857
0.936755,44.0869,0.108686,24.4944,-0.191832,-0.103022,43.2399,0.847019,43.2399,0.847019
0.94689,43.5712,0.115036,24.4604,-0.095636,0.056711,43.2932,0.277965,43.2932,0.277965
0.948455,43.8749,0.112213,24.6773,0.182611,0.041278,43.3014,0.573547,43.3014,0.573547
0.950763,44.4858,0.112327,24.5959,1.16976,-0.137444,43.3134,1.17235,43.3134,1.17235
0.958871,44.5948,0.125337,24.7731,-0.701676,-0.199987,43.3555,1.23929,43.3555,1.23929
0.96074,44.5647,0.112338,24.7188,0.377544,-0.159049,43.3652,1.19953,43.3652,1.19953
0.960751,43.8312,0.116274,24.5867,0.200862,0.026976,43.3652,0.465968,43.3652,0.465968
0.970782,44.982,0.118744,25.0201,-0.10271,-0.218154,43.4167,1.56531,43.4167,1.56531
0.97423,44.4407,0.118033,24.8861,1.71648,-0.004609,43.4342,1.00652,43.4342,1.00652
0.98328,44.2416,0.114718,24.6667,1.17679,-0.035549,43.48,0.761648,43.48,0.761648
0.983407,44.4517,0.114131,24.7605,0.594869,-0.099334,43.4806,0.971059,43.4806,0.971059
0.983777,44.0593,0.14188,24.9827,-1.38594,0.009485,43.4825,0.57678,43.4825,0.57678
0.99639,44.5022,0.112483,24.6177,1.27336,-0.131063,43.5455,0.956708,43.5455,0.956708
0.997826,44.2625,0.115855,24.5291,1.17675,-0.086682,43.5527,0.709891,43.5527,0.709891
1.0028,44.4844,0.13731,25.0394,0.671653,-0.016458,43.5772,0.907197,43.5772,0.907197
1.02081,44.6298,0.118836,24.9653,0.305488,-0.1038,43.6652,0.964614,43.6652,0.964614
1.0288,44.482,0.1248,24.5888,1.10318,-0.141513,43.7038,0.778199,43.7038,0.778199
1.0608,44.3649,0.132013,24.7079,-0.952679,-0.158207,43.855,0.509975,43.855,0.509975
1.12085,44.768,0.121686,25.1471,0.620453,-0.075491,44.1261,0.641915,44.1261,0.641915
1.23089,45.0662,0.128558,26.0468,-0.077374,0.087011,44.5848,0.481459,44.5848,0.481459
1.2659,45.0105,0.128614,25.7356,0.286816,0.021062,44.7214,0.289083,44.7214,0.289083
1.29911,45.0536,0.128055,25.6912,0.664323,0.009896,44.8472,0.206383,44.8472,0.206383
