zcmb,mu_obs,e_mu_obs,mb,x1,c,mu_model_lcdm,residual_lcdm,mu_model_lambdacdm,residual_lambdacdm
0.21698,40.6138,0.124622,21.0692,-1.39576,-0.141924,36.132,4.48176,36.132,4.48176
0.21757,40.2717,0.11934,21.085,1.07945,0.085294,36.1447,4.12698,36.1447,4.12698
0.21829,40.3807,0.114544,21.161,-0.079904,0.022297,36.1602,4.22053,36.1602,4.22053
0.21835,40.4774,0.116348,21.0989,0.501492,-0.002655,36.1615,4.31591,36.1615,4.31591
0.21861,40.2857,0.114762,20.9667,-0.943963,-0.048746,36.167,4.11864,36.167,4.11864
0.21865,40.4015,0.11463,20.7726,0.204476,-0.096868,36.1679,4.23362,36.1679,4.23362
0.219462,40.3737,0.085341,20.8521,0.698942,-0.039907,36.1853,4.18843,36.1853,4.18843
0.21955,40.1073,0.119543,21.2808,-1.62107,0.079536,36.1871,3.92015,36.1871,3.92015
0.21971,40.4558,0.115514,20.8555,1.25311,-0.040277,36.1905,4.26525,36.1905,4.26525
0.21976,40.4414,0.114935,20.9438,-0.088272,-0.067736,36.1916,4.24984,36.1916,4.24984
0.22058,40.2964,0.138465,20.7641,0.524838,-0.051257,36.2091,4.08739,36.2091,4.08739
0.22068,40.2397,0.119891,21.5209,-2.26461,0.085193,36.2112,4.02857,36.2112,4.02857
0.22256,40.5212,0.11527,21.0243,0.685016,-0.032572,36.2509,4.27025,36.2509,4.27025
0.22328,40.4697,0.115872,20.9418,0.633837,-0.044898,36.2661,4.20368,36.2661,4.20368
0.22351,40.551,0.1168,21.2365,0.742038,0.028844,36.2709,4.28013,36.2709,4.28013
0.22452,40.7351,0.122907,21.1459,0.273495,-0.080933,36.292,4.44307,36.292,4.44307
0.22667,40.4185,0.118938,21.4387,-1.54953,0.033312,36.3367,4.08181,36.3367,4.08181
0.22668,40.4587,0.115846,21.0681,-0.245891,-0.040327,36.3369,4.12175,36.3369,4.12175
0.22786,40.4615,0.11565,21.0009,-0.793564,-0.08766,36.3613,4.10024,36.3613,4.10024
0.22893,40.5147,0.115979,20.8066,0.906222,-0.090738,36.3833,4.13148,36.3833,4.13148
0.22916,40.4898,0.122097,21.0934,0.392184,-0.013385,36.388,4.10186,36.388,4.10186
0.2316,40.3991,0.118789,21.099,0.772132,0.03483,36.4377,3.96138,36.4377,3.96138
0.2338,40.5426,0.115605,20.7931,1.18462,-0.091515,36.4821,4.06048,36.4821,4.06048
0.23381,40.5229,0.118911,20.8632,1.01349,-0.070271,36.4823,4.04059,36.4823,4.04059
0.23472,40.5209,0.116813,21.1301,-1.34553,-0.090072,36.5006,4.02035,36.5006,4.02035
0.23646,40.8391,0.117789,21.4615,-1.55362,-0.095193,36.5353,4.30381,36.5353,4.30381
0.23782,40.6371,0.116252,20.8594,0.664166,-0.124117,36.5623,4.07486,36.5623,4.07486
0.24102,40.7886,0.116005,21.006,0.328735,-0.140847,36.6251,4.16346,36.6251,4.16346
0.24179,40.6436,0.122422,21.8011,-0.200116,0.138533,36.6402,4.00342,36.6402,4.00342
0.24185,40.6931,0.114848,20.8419,1.30229,-0.11898,36.6413,4.05176,36.6413,4.05176
0.24348,40.6802,0.118064,21.4124,-0.029582,0.009035,36.673,4.00727,36.673,4.00727
0.24352,40.7037,0.113403,20.9347,-0.24094,-0.162186,36.6737,4.02999,36.6737,4.02999
0.24448,40.4915,0.115275,20.7976,1.03845,-0.080192,36.6923,3.79928,36.6923,3.79928
0.24495,40.763,0.119541,21.3792,-1.31371,-0.086373,36.7013,4.06172,36.7013,4.06172
0.2454,40.5466,0.114389,20.7536,1.1129,-0.108783,36.71,3.83664,36.71,3.83664
0.24555,40.24,0.116206,21.092,0.08144,0.052687,36.7128,3.5272,36.7128,3.5272
0.24558,40.5925,0.118174,21.3791,0.725208,0.060682,36.7134,3.87905,36.7134,3.87905
0.24562,40.6116,0.115338,21.1519,0.070492,-0.048348,36.7142,3.89743,36.7142,3.89743
0.24568,40.3913,0.120181,21.3266,-1.06197,0.027935,36.7153,3.67595,36.7153,3.67595
0.24625,40.7058,0.114566,21.0753,0.624852,-0.078392,36.7263,3.97951,36.7263,3.97951
0.24647,40.6237,0.115433,20.8458,0.273411,-0.141815,36.7305,3.89322,36.7305,3.89322
0.246492,40.7114,0.086206,21.5057,-0.683772,-0.000463,36.7309,3.98049,36.7309,3.98049
0.2466,40.3479,0.114128,20.6657,-0.338697,-0.138562,36.7329,3.61491,36.7329,3.61491
0.24695,40.814,0.114812,21.057,-0.146222,-0.154043,36.7396,4.07438,36.7396,4.07438
0.2485,40.6307,0.117491,21.2032,-0.284969,-0.053995,36.7691,3.86155,36.7691,3.86155
0.24851,40.5144,0.116195,20.953,0.650834,-0.054933,36.7693,3.74508,36.7693,3.74508
0.24857,40.7674,0.115731,21.1279,0.279927,-0.096848,36.7705,3.99691,36.7705,3.99691
0.24862,40.7757,0.11712,21.3026,1.24287,0.000278,36.7714,4.0043,36.7714,4.0043
0.24947,40.8426,0.131353,21.8527,2.33717,0.205582,36.7875,4.0551,36.7875,4.0551
0.24961,41.0583,0.118164,21.5473,1.61894,0.005047,36.7901,4.26816,36.7901,4.26816
0.24973,40.6983,0.120462,21.0209,-0.628986,-0.150136,36.7924,3.9059,36.7924,3.9059
0.25012,40.8883,0.116581,20.9672,1.16112,-0.147913,36.7998,4.08856,36.7998,4.08856
0.25037,40.9289,0.115791,21.3379,1.41771,-0.029844,36.8045,4.12437,36.8045,4.12437
0.250498,40.7336,0.086012,21.8642,-0.526912,0.115106,36.8069,3.92673,36.8069,3.92673
0.25104,40.7932,0.119872,21.9362,-1.33946,0.082437,36.8171,3.97607,36.8171,3.97607
0.25174,40.7023,0.115824,21.4056,-0.217638,-0.008766,36.8302,3.87208,36.8302,3.87208
0.25205,40.5956,0.11822,21.5867,-0.623735,0.065746,36.836,3.75952,36.836,3.75952
0.25249,40.7217,0.126796,21.3491,0.872317,0.015949,36.8443,3.87747,36.8443,3.87747
0.25351,41.0721,0.123692,21.3846,-1.03977,-0.171954,36.8633,4.20879,36.8633,4.20879
0.25356,40.8045,0.120869,21.278,0.392895,-0.055306,36.8642,3.94024,36.8642,3.94024
0.25539,40.7472,0.130119,21.4322,-0.361202,-0.021164,36.8982,3.84902,36.8982,3.84902
0.25611,40.8338,0.12482,21.5379,-0.623265,-0.026817,36.9115,3.92232,36.9115,3.92232
0.25617,40.6284,0.119755,21.3184,-0.075475,-0.006613,36.9126,3.71579,36.9126,3.71579
0.25655,40.874,0.12587,21.3067,0.115968,-0.080959,36.9196,3.95438,36.9196,3.95438
0.25721,40.8018,0.121726,21.4656,0.432319,0.007859,36.9317,3.87006,36.9317,3.87006
0.258,40.7786,0.117106,21.5251,0.45467,0.03553,36.9462,3.83242,36.9462,3.83242
0.25833,40.8279,0.119891,21.62,0.243598,0.040716,36.9522,3.87563,36.9522,3.87563
0.26014,41.1243,0.122802,21.3013,1.39216,-0.105855,36.9852,4.13907,36.9852,4.13907
0.26059,40.7522,0.120435,21.2182,-0.959241,-0.118798,36.9934,3.75874,36.9934,3.75874
0.2607,40.9938,0.117389,21.2611,1.29835,-0.080943,36.9954,3.99837,36.9954,3.99837
0.261984,40.7151,0.08739,21.1898,1.38026,-0.010342,37.0186,3.69645,37.0186,3.69645
0.263487,40.7308,0.08555,21.6665,-1.08288,0.027124,37.0457,3.6851,37.0457,3.6851
0.26349,41.1191,0.115945,21.1499,0.989702,-0.171197,37.0457,4.0734,37.0457,4.0734
0.26357,40.6741,0.11624,21.2674,-1.68535,-0.11052,37.0472,3.62692,37.0472,3.62692
0.26405,40.8349,0.117962,21.3719,0.531823,-0.02857,37.0558,3.77914,37.0558,3.77914
0.26451,40.9518,0.119638,21.5354,0.347212,-0.021876,37.064,3.88781,37.064,3.88781
0.26576,40.8144,0.114629,20.9257,-0.091383,-0.194032,37.0863,3.72804,37.0863,3.72804
0.26665,40.8897,0.120817,21.3225,0.941316,-0.043687,37.1022,3.78755,37.1022,3.78755
0.2671,40.8537,0.116111,21.2065,0.323447,-0.097382,37.1101,3.74352,37.1101,3.74352
0.26821,40.9663,0.121714,21.5937,-1.09586,-0.07291,37.1298,3.83649,37.1298,3.83649
0.268489,40.8521,0.08555,21.7119,-0.071623,0.048305,37.1347,3.71738,37.1347,3.71738
0.26856,41.0665,0.118128,21.5972,0.138984,-0.048331,37.136,3.93049,37.136,3.93049
0.268624,40.7679,0.086242,21.0585,1.15056,-0.08012,37.1371,3.63083,37.1371,3.63083
0.27044,40.8972,0.118685,21.6785,-1.94823,-0.061742,37.169,3.72817,37.169,3.72817
0.27258,40.8866,0.11421,21.1611,1.42327,-0.072993,37.2064,3.68026,37.2064,3.68026
0.27447,40.7913,0.118156,21.437,-0.707454,-0.049484,37.2391,3.5522,37.2391,3.5522
0.27544,40.9254,0.119548,21.5211,0.79804,0.00238,37.2558,3.66957,37.2558,3.66957
0.27549,40.9223,0.127184,21.5333,0.275684,-0.016258,37.2567,3.66561,37.2567,3.66561
0.27653,40.8226,0.126014,21.3655,0.207633,-0.041301,37.2746,3.54802,37.2746,3.54802
0.27745,41.0904,0.128283,21.8989,-1.04266,-0.012101,37.2903,3.8001,37.2903,3.8001
0.27749,41.6534,0.136665,21.739,0.247627,-0.186998,37.291,4.36239,37.291,4.36239
0.27822,41.0356,0.117336,21.2782,1.31567,-0.088149,37.3035,3.73217,37.3035,3.73217
0.27852,41.0998,0.118155,21.4479,-0.186487,-0.121945,37.3086,3.79122,37.3086,3.79122
0.27916,40.6915,0.11948,21.5515,-1.51965,-0.017038,37.3195,3.37205,37.3195,3.37205
0.27952,40.8403,0.121901,21.3496,0.694248,-0.030169,37.3256,3.51472,37.3256,3.51472
0.28051,40.8984,0.122739,21.4782,1.5228,0.030003,37.3424,3.55604,37.3424,3.55604
0.28111,40.9229,0.11753,21.4393,0.314981,-0.044998,37.3525,3.57037,37.3525,3.57037
0.28243,41.0945,0.11747,21.5109,-1.29134,-0.149793,37.3748,3.71971,37.3748,3.71971
0.28251,41.1877,0.085709,22.1516,0.087556,0.089097,37.3761,3.81157,37.3761,3.81157
0.28351,40.9871,0.118366,21.2465,0.704019,-0.110345,37.3929,3.59418,37.3929,3.59418
0.28361,40.9523,0.086683,21.2569,0.937399,-0.085197,37.3946,3.55771,37.3946,3.55771
0.28543,41.2847,0.119195,21.5943,1.35245,-0.064859,37.425,3.8597,37.425,3.8597
0.28662,41.3483,0.11978,21.6049,0.477722,-0.121457,37.4448,3.90358,37.4448,3.90358
0.28742,41.2332,0.118845,21.2628,1.09894,-0.166608,37.458,3.77515,37.458,3.77515
0.28845,40.6163,0.116661,20.8598,-0.872064,-0.186671,37.475,3.14134,37.475,3.14134
0.28872,41.0997,0.124095,21.5631,-0.761709,-0.110724,37.4795,3.62028,37.4795,3.62028
0.29021,41.0132,0.116557,21.3409,-0.094057,-0.124339,37.5039,3.50925,37.5039,3.50925
0.29135,41.069,0.12122,21.5419,0.639978,-0.04433,37.5226,3.54637,37.5226,3.54637
0.291718,41.0076,0.093479,21.9611,0.760688,0.116118,37.5286,3.479,37.5286,3.479
0.29192,40.989,0.124168,21.5077,1.18129,-0.005108,37.5319,3.45707,37.5319,3.45707
0.29287,41.0666,0.119196,21.7835,0.575567,0.03144,37.5474,3.51927,37.5474,3.51927
0.2935,40.7423,0.120303,21.3553,0.469262,-0.006881,37.5576,3.18471,37.5576,3.18471
0.29448,41.3288,0.140875,22.4007,1.17309,0.172962,37.5735,3.75532,37.5735,3.75532
0.29542,41.0606,0.134209,22.2416,-2.42729,0.045528,37.5886,3.472,37.5886,3.472
0.29678,40.9891,0.117785,21.3819,0.079305,-0.095522,37.6105,3.37857,37.6105,3.37857
0.29762,40.9807,0.131068,21.8458,-2.48499,-0.058957,37.624,3.35672,37.624,3.35672
0.29888,41.3407,0.124118,21.5223,0.359245,-0.150995,37.6441,3.69661,37.6441,3.69661
0.30001,40.8927,0.119386,21.7067,-0.087397,0.032811,37.6621,3.23066,37.6621,3.23066
0.30021,41.1351,0.128841,21.7021,0.260674,-0.031138,37.6653,3.46982,37.6653,3.46982
0.30041,40.7434,0.125866,21.6688,-0.602476,0.045499,37.6684,3.07493,37.6684,3.07493
0.30159,41.3171,0.086081,21.4425,0.519102,-0.16192,37.6871,3.62996,37.6871,3.62996
0.3024,41.2527,0.118973,22.0549,-0.477103,0.011421,37.6999,3.55279,37.6999,3.55279
0.30569,40.7932,0.1459,21.5881,-1.9555,-0.057713,37.7515,3.04169,37.7515,3.04169
0.30632,41.2903,0.127264,21.7338,-0.084184,-0.086541,37.7613,3.52897,37.7613,3.52897
0.30702,41.2915,0.126631,21.8319,0.153977,-0.044536,37.7722,3.51929,37.7722,3.51929
0.30915,41.4344,0.122358,21.797,-0.673205,-0.139232,37.8052,3.62916,37.8052,3.62916
0.30929,41.3718,0.120483,21.5758,0.392813,-0.142283,37.8074,3.56442,37.8074,3.56442
0.30933,41.1422,0.137464,22.1309,-1.96402,0.004445,37.808,3.33416,37.808,3.33416
0.31065,41.1497,0.124489,21.3793,1.24504,-0.095517,37.8284,3.32136,37.8284,3.32136
0.31088,41.2954,0.12279,21.8605,0.212271,-0.033941,37.8319,3.46352,37.8319,3.46352
0.31288,41.2693,0.118305,21.5948,0.720911,-0.088234,37.8625,3.40677,37.8625,3.40677
0.31468,40.9922,0.118861,21.2891,0.849074,-0.091687,37.8899,3.10225,37.8899,3.10225
0.31646,41.2809,0.121555,21.8467,-2.28176,-0.146321,37.9169,3.36397,37.9169,3.36397
0.32038,41.3403,0.12816,22.0083,-0.256202,-0.021879,37.9758,3.36448,37.9758,3.36448
0.32045,41.4588,0.117246,21.5376,0.6771,-0.169811,37.9768,3.48199,37.9768,3.48199
0.324532,41.3957,0.086121,21.9934,-0.146918,-0.039628,38.0374,3.35825,38.0374,3.35825
0.3264,41.2984,0.11903,21.6448,0.908728,-0.07304,38.0649,3.23352,38.0649,3.23352
0.32837,41.167,0.134054,21.6447,1.18045,-0.018399,38.0937,3.07331,38.0937,3.07331
0.32837,41.2085,0.124052,21.8231,-0.040964,-0.029396,38.0937,3.11474,38.0937,3.11474
0.32838,41.702,0.136536,22.1905,-0.707675,-0.100206,38.0939,3.60816,38.0939,3.60816
0.33051,41.4716,0.12568,21.9625,0.244648,-0.056394,38.1248,3.34673,38.1248,3.34673
0.330932,41.307,0.086437,21.8614,0.650394,-0.017577,38.131,3.17599,38.131,3.17599
0.33103,41.2434,0.136212,22.092,0.953409,0.090984,38.1324,3.11106,38.1324,3.11106
0.33136,41.5629,0.135299,22.0479,-0.983242,-0.113775,38.1372,3.42578,38.1372,3.42578
0.33436,41.5034,0.132618,21.862,1.02921,-0.063637,38.1804,3.32301,38.1804,3.32301
0.337534,41.4964,0.086047,21.9662,1.23153,-0.018647,38.2257,3.27073,38.2257,3.27073
0.3388,41.5576,0.129777,21.7734,1.76105,-0.07667,38.2437,3.31393,38.2437,3.31393
0.34052,41.5347,0.0859,22.1373,0.612333,-0.003747,38.268,3.2667,38.268,3.2667
0.345928,41.6622,0.087263,22.3981,-1.15511,-0.040581,38.3437,3.31855,38.3437,3.31855
0.349557,41.748,0.086821,22.2283,-0.089736,-0.074922,38.3938,3.35414,38.3938,3.35414
0.34956,41.2962,0.089792,22.5102,-1.79694,0.084647,38.3939,2.9023,38.3939,2.9023
0.35156,41.7744,0.086351,22.6849,-0.674399,0.037449,38.4213,3.35308,38.4213,3.35308
0.35346,41.352,0.125157,21.7709,0.55207,-0.065751,38.4473,2.90476,38.4473,2.90476
0.355261,41.8234,0.088265,22.3872,1.27724,0.013757,38.4717,3.35167,38.4717,3.35167
0.35582,41.5997,0.087008,22.9266,0.055758,0.204749,38.4793,3.12042,38.4793,3.12042
0.358336,41.5161,0.086303,22.5156,-0.386641,0.079161,38.5132,3.00287,38.5132,3.00287
0.35857,41.5506,0.086485,22.425,0.093895,0.060514,38.5164,3.03422,38.5164,3.03422
0.36193,41.635,0.13291,22.0961,0.320107,-0.062616,38.5613,3.07374,38.5613,3.07374
0.36397,41.8839,0.127982,22.0595,-0.04859,-0.17136,38.5884,3.29556,38.5884,3.29556
0.36441,42.0067,0.131873,22.2996,0.65981,-0.101528,38.5942,3.41248,38.5942,3.41248
0.36554,41.7614,0.137024,22.1365,-0.145799,-0.111398,38.6091,3.1523,38.6091,3.1523
0.367904,41.8525,0.086082,22.1566,0.788975,-0.092073,38.6402,3.2123,38.6402,3.2123
0.36941,42.0277,0.131466,22.21,-1.1928,-0.220851,38.6599,3.36777,38.6599,3.36777
0.37013,41.7083,0.138604,21.8932,-0.647918,-0.195436,38.6693,3.03902,38.6693,3.03902
0.370511,41.7522,0.086476,22.2122,0.253822,-0.065948,38.6743,3.07794,38.6743,3.07794
0.370531,41.6524,0.086626,22.6294,-0.892539,0.04904,38.6745,2.97787,38.6745,2.97787
0.370586,41.6858,0.095747,22.4629,-0.861569,-0.014022,38.6752,3.01053,38.6752,3.01053
0.371443,41.8216,0.091326,22.2731,0.569579,-0.054463,38.6864,3.13524,38.6864,3.13524
0.371508,41.7995,0.086225,22.4382,-0.700921,-0.051433,38.6872,3.11227,38.6872,3.11227
0.373513,41.7288,0.086768,22.1446,-0.833093,-0.129299,38.7132,3.0156,38.7132,3.0156
0.37835,42.3629,0.135103,22.4219,-0.960604,-0.250149,38.7753,3.58754,38.7753,3.58754
0.37986,41.7248,0.118539,21.9226,1.31685,-0.10254,38.7946,2.93024,38.7946,2.93024
0.38026,41.926,0.138121,22.2003,-1.51029,-0.205532,38.7997,3.12632,38.7997,3.12632
0.38047,41.3918,0.12548,21.9809,-1.21278,-0.090551,38.8023,2.58951,38.8023,2.58951
0.39135,41.8346,0.148848,22.0965,0.144953,-0.134777,38.9387,2.89591,38.9387,2.89591
0.400485,41.8003,0.087548,22.5873,-0.725286,-0.004662,39.0504,2.74982,39.0504,2.74982
0.40128,41.6404,0.134806,21.9918,0.174516,-0.10457,39.0601,2.58039,39.0601,2.58039
0.404549,42.0628,0.086483,22.6027,-0.385357,-0.069037,39.0994,2.96342,39.0994,2.96342
0.405478,42.1107,0.086962,22.8018,-0.988887,-0.047526,39.1105,3.00016,39.1105,3.00016
0.40947,42.0337,0.086547,22.5574,0.430851,-0.037409,39.158,2.87569,39.158,2.87569
0.416632,42.0547,0.087194,22.5466,0.385152,-0.049753,39.2422,2.81252,39.2422,2.81252
0.418633,41.9704,0.087692,22.4689,1.14323,-0.01334,39.2655,2.70487,39.2655,2.70487
0.419569,42.1767,0.087595,22.9381,-0.257956,0.008142,39.2763,2.90037,39.2763,2.90037
0.422452,41.9417,0.08807,22.7263,1.23672,0.083147,39.3096,2.63212,39.3096,2.63212
0.428646,42.3311,0.089103,23.3968,0.900599,0.158626,39.3804,2.95076,39.3804,2.95076
0.434861,42.1493,0.087188,22.5565,0.828369,-0.057039,39.4504,2.69884,39.4504,2.69884
0.435446,41.9141,0.086944,22.5245,-0.395993,-0.046795,39.457,2.45709,39.457,2.45709
0.442548,42.2064,0.08709,22.6638,1.15302,-0.026193,39.5358,2.67065,39.5358,2.67065
0.443668,42.1098,0.091594,22.9947,-1.63247,-0.01406,39.5481,2.56169,39.5481,2.56169
0.449562,42.347,0.091912,22.6671,0.810113,-0.085962,39.6124,2.73458,39.6124,2.73458
0.451556,41.9187,0.087828,23.2419,-0.213624,0.191395,39.634,2.28467,39.634,2.28467
0.451681,41.8938,0.088233,22.9033,-1.5877,0.028125,39.6354,2.25842,39.6354,2.25842
0.461274,42.2691,0.095948,22.5751,1.86168,-0.043023,39.7379,2.53118,39.7379,2.53118
0.461564,42.3135,0.087413,22.975,-0.747912,-0.046199,39.741,2.57253,39.741,2.57253
0.466414,42.7628,0.09035,23.7895,0.376996,0.122416,39.7921,2.97076,39.7921,2.97076
0.468406,42.3437,0.087451,22.635,1.52812,-0.062844,39.8129,2.53082,39.8129,2.53082
0.470398,42.6459,0.088446,23.759,0.448213,0.153474,39.8336,2.81229,39.8336,2.81229
0.470573,42.3323,0.088704,23.0234,-1.6684,-0.078211,39.8355,2.49683,39.8355,2.49683
0.470586,42.2146,0.087988,23.5324,-2.06925,0.105832,39.8356,2.37901,39.8356,2.37901
0.475707,42.3367,0.087947,22.7153,-0.007188,-0.104,39.8885,2.4482,39.8885,2.4482
0.480568,42.3102,0.088055,22.9488,-0.207015,-0.029175,39.9383,2.37196,39.9383,2.37196
0.480704,42.2959,0.087736,22.6711,1.12351,-0.054059,39.9396,2.35628,39.9396,2.35628
0.4888,42.4568,0.08839,22.8685,0.545038,-0.068405,40.0214,2.43543,40.0214,2.43543
0.494795,42.4671,0.08811,22.9601,-0.728837,-0.099683,40.0811,2.38599,40.0811,2.38599
0.497379,42.5032,0.088758,23.1025,0.144823,-0.025937,40.1067,2.39656,40.1067,2.39656
0.500728,42.626,0.089131,23.2766,0.470647,0.005322,40.1396,2.48639,40.1396,2.48639
0.503084,42.5182,0.088031,23.0017,1.27319,-0.012353,40.1626,2.35566,40.1626,2.35566
0.507371,42.4625,0.089015,23.5591,0.884552,0.167894,40.2042,2.25828,40.2042,2.25828
0.511746,42.7441,0.088554,22.9072,1.2376,-0.117279,40.2463,2.49772,40.2463,2.49772
0.513793,42.6914,0.090087,23.5726,0.985964,0.102976,40.2659,2.42543,40.2659,2.42543
0.514353,42.6123,0.088897,22.8808,1.53135,-0.070064,40.2713,2.34107,40.2713,2.34107
0.514746,42.8096,0.090306,23.7767,1.54143,0.155788,40.275,2.53455,40.275,2.53455
0.515587,42.7006,0.106833,23.6211,2.12043,0.166871,40.283,2.4176,40.283,2.4176
0.519611,42.7202,0.088502,22.8738,0.770182,-0.141498,40.3212,2.399,40.3212,2.399
0.522762,42.7315,0.089115,23.3291,1.14021,0.018441,40.3509,2.38062,40.3509,2.38062
0.532765,42.6411,0.08987,23.3131,1.27767,0.048672,40.4441,2.19698,40.4441,2.19698
0.533766,42.4243,0.09473,23.4547,-0.552437,0.081612,40.4533,1.97102,40.4533,1.97102
0.534335,42.4153,0.090128,23.2947,0.262525,0.069733,40.4586,1.95675,40.4586,1.95675
0.535327,42.7495,0.08873,22.8718,0.907857,-0.145357,40.4677,2.28182,40.4677,2.28182
0.535771,42.5872,0.091256,22.9917,0.880642,-0.055537,40.4718,2.11542,40.4718,2.11542
0.548325,42.414,0.09145,23.3369,0.648772,0.101208,40.5857,1.82825,40.5857,1.82825
0.550315,42.759,0.089299,23.2195,0.768518,-0.042555,40.6036,2.15546,40.6036,2.15546
0.552605,42.4799,0.089654,23.4881,-0.573944,0.073514,40.624,1.85586,40.624,1.85586
0.553797,42.8116,0.091857,23.4112,0.012383,-0.031799,40.6346,2.17692,40.6346,2.17692
0.557743,42.7375,0.090291,23.522,-0.594306,0.000429,40.6696,2.06788,40.6696,2.06788
0.558743,43.1285,0.092898,24.1487,0.658004,0.133007,40.6784,2.4501,40.6784,2.4501
0.558746,42.6937,0.089573,23.7,0.28513,0.111683,40.6785,2.01522,40.6785,2.01522
0.562751,42.814,0.090329,23.5066,-0.148276,-0.009066,40.7137,2.10033,40.7137,2.10033
0.564741,42.8231,0.089709,23.2851,1.22958,-0.021239,40.7311,2.09206,40.7311,2.09206
0.575823,42.8725,0.091807,23.6526,0.172239,0.033631,40.8269,2.04556,40.8269,2.04556
0.576612,42.7999,0.090075,23.4567,-1.36643,-0.075657,40.8337,1.96627,40.8337,1.96627
0.578292,42.8075,0.090072,23.3243,0.509293,-0.036082,40.848,1.95945,40.848,1.95945
0.578745,42.8104,0.089343,23.2786,0.650723,-0.045401,40.8519,1.95857,40.8519,1.95857
0.5796,42.7975,0.08931,23.2951,1.48851,0.001938,40.8592,1.93837,40.8592,1.93837
0.580604,42.9437,0.09835,23.5166,-0.457982,-0.061699,40.8677,2.07603,40.8677,2.07603
0.580724,43.0881,0.090132,23.5739,0.974346,-0.025076,40.8687,2.21937,40.8687,2.21937
0.582932,42.9347,0.09012,23.2732,0.265156,-0.104618,40.8874,2.04724,40.8874,2.04724
0.58329,43.1237,0.090793,23.7126,0.226659,-0.025602,40.8905,2.23327,40.8905,2.23327
0.583743,43.0082,0.091595,23.5643,-0.442871,-0.066413,40.8943,2.11385,40.8943,2.11385
0.583743,42.8609,0.089495,23.3358,0.218145,-0.062764,40.8943,1.9666,40.8943,1.9666
0.585743,43.0828,0.092677,24.0878,1.09706,0.147914,40.9112,2.17166,40.9112,2.17166
0.587285,42.9434,0.091452,23.6136,0.086435,-0.005707,40.9242,2.01923,40.9242,2.01923
0.588721,42.9007,0.091211,23.3964,-0.066782,-0.068922,40.9362,1.9645,40.9362,1.9645
0.59028,42.8352,0.092935,23.4311,1.00111,0.011626,40.9493,1.88589,40.9493,1.88589
0.591835,42.8377,0.090444,23.3862,1.58102,0.022525,40.9623,1.87543,40.9623,1.87543
0.600603,42.8422,0.094433,23.8453,0.178065,0.105799,41.0349,1.80732,41.0349,1.80732
0.603272,43.1161,0.092267,23.8294,-1.55837,-0.066074,41.0568,2.05928,41.0568,2.05928
0.608261,43.0096,0.090819,23.2453,1.13802,-0.098377,41.0975,1.91212,41.0975,1.91212
0.60986,43.0488,0.091831,23.9276,0.148906,0.064417,41.1105,1.93827,41.1105,1.93827
0.610643,43.1118,0.090588,23.56,-0.830682,-0.118742,41.1168,1.99492,41.1168,1.99492
0.610712,42.7169,0.092877,23.2852,-1.16156,-0.094943,41.1174,1.59954,41.1174,1.59954
0.611252,43.202,0.095195,24.0155,-0.360563,0.020341,41.1218,2.08018,41.1218,2.08018
0.615698,43.0197,0.092238,24.0707,-0.094687,0.108958,41.1576,1.86211,41.1576,1.86211
0.620632,43.0761,0.093091,23.7843,-0.677025,-0.027937,41.1971,1.87905,41.1971,1.87905
0.621874,42.9748,0.092366,23.5813,-0.297309,-0.043585,41.207,1.76782,41.207,1.76782
0.625233,42.9779,0.091453,23.3869,1.12789,-0.042907,41.2336,1.74424,41.2336,1.74424
0.627239,43.0516,0.092195,23.5128,0.953562,-0.033942,41.2495,1.80209,41.2495,1.80209
0.630699,42.9619,0.091576,23.701,-0.246796,0.001443,41.2767,1.68526,41.2767,1.68526
0.631882,42.5323,0.097524,23.6059,-0.930861,0.078491,41.286,1.24633,41.286,1.24633
0.632234,43.225,0.093125,23.7392,0.208542,-0.050531,41.2887,1.9363,41.2887,1.9363
0.637701,42.7557,0.100758,24.0121,-1.61107,0.106744,41.3313,1.42435,41.3313,1.42435
0.638234,42.9577,0.097915,23.8881,0.488591,0.096406,41.3355,1.62221,41.3355,1.62221
0.641893,43.2691,0.093291,23.6779,-0.210581,-0.103447,41.3638,1.90531,41.3638,1.90531
0.643642,43.1933,0.098759,23.6153,0.590653,-0.062996,41.3772,1.81603,41.3772,1.81603
0.643646,43.1431,0.094148,23.7865,-0.204658,-0.027514,41.3773,1.76584,41.3773,1.76584
0.647639,43.1406,0.09193,23.8985,0.310288,0.032706,41.4079,1.73265,41.4079,1.73265
0.64864,43.0366,0.092708,23.975,-0.449789,0.056579,41.4156,1.62106,41.4156,1.62106
0.662058,43.1742,0.093186,24.0727,0.44517,0.084112,41.517,1.65724,41.517,1.65724
0.664638,43.4337,0.094448,23.5126,0.557724,-0.175195,41.5363,1.89747,41.5363,1.89747
0.670654,43.2763,0.095777,24.0643,0.57067,0.054159,41.5809,1.69533,41.5809,1.69533
0.677662,43.5868,0.098356,24.0781,0.61882,-0.03938,41.6325,1.95437,41.6325,1.95437
0.681942,43.3423,0.094158,23.4994,0.54088,-0.150704,41.6637,1.67865,41.6637,1.67865
0.683659,43.4528,0.115261,24.0547,0.691964,-0.000385,41.6761,1.77661,41.6761,1.77661
0.685179,43.3312,0.0983,24.1177,-0.865996,-0.011201,41.6872,1.64405,41.6872,1.64405
