Name,zcmb,mu_obs,e_mu_obs,mu_model_lcdm,residual_lcdm,mu_model_QRSF,residual_QRSF
sn2001bf,0.015504,33.940834,0.153374,34.174965,-0.23413135,34.113941,-0.17310737
sn2001cz,0.015554,33.994274,0.153417,34.182039,-0.18776512,34.121014,-0.12673935
sn1999aa,0.015573,34.202002,0.153276,34.184722,0.017280508,34.123695,0.078306954
sn1994s,0.015664,34.062095,0.154751,34.197524,-0.13542928,34.136495,-0.074399612
sn2004ey,0.015678,34.159785,0.151905,34.199487,-0.039702581,34.138457,0.021327576
sn2001v,0.015791,33.855547,0.152742,34.21527,-0.35972339,34.154236,-0.29868929
sn2006td,0.015999,34.303185,0.153171,34.244028,0.05915707,34.182987,0.12019864
sn1996bv,0.016966,34.007209,0.153258,34.373057,-0.36584837,34.311982,-0.30477253
sn2006ax,0.017387,34.395547,0.148936,34.426977,-0.031430386,34.365887,0.029660354
sn1998v,0.01745,34.146628,0.150702,34.434935,-0.2883071,34.373843,-0.22721416
sn2000dk,0.017483,34.199729,0.150122,34.439093,-0.23936337,34.377999,-0.17826927
sn1998ef,0.017672,33.973923,0.150611,34.462753,-0.4888301,34.401652,-0.42772931
sn2007ci,0.018599,34.476068,0.149282,34.575298,-0.099230009,34.514165,-0.038096489
sn1992bo,0.018902,34.68293,0.149087,34.610888,0.072042222,34.549744,0.13318635
sn2002kf,0.019581,34.742169,0.147459,34.688639,0.053530681,34.627471,0.11469876
sn2006ej,0.02039,34.748902,0.147727,34.777879,-0.0289772,34.716682,0.032219287
sn2005ki,0.020396,34.69654,0.145393,34.778528,-0.081987388,34.717331,-0.02079069
sn1992bc,0.020792,34.611741,0.14683,34.820934,-0.20919244,34.759723,-0.14798187
sn2003w,0.020997,34.619272,0.145587,34.842575,-0.22330308,34.781357,-0.16208536
sn2002jy,0.021541,35.043998,0.145405,34.89901,0.14498763,34.837773,0.20622435
sn2007bc,0.021706,34.823241,0.146331,34.915849,-0.092607825,34.854607,-0.031365275
sn2006bq,0.021956,34.890393,0.145024,34.941127,-0.050733637,34.879875,0.010517574
sn2008bf,0.022068,34.948236,0.144685,34.952358,-0.0041217917,34.891103,0.057133384
sn1995ak,0.022399,34.68654,0.149213,34.985229,-0.29868887,34.923962,-0.2374222
sn2006et,0.022466,34.775523,0.145994,34.991823,-0.21630002,34.930554,-0.15503097
sn2006mp,0.022629,35.162767,0.145184,35.007788,0.15497983,34.946513,0.21625458
sn2006ar,0.02298,35.101878,0.145076,35.041785,0.06009329,34.980498,0.12138026
sn2006cp,0.023321,34.824838,0.144025,35.074328,-0.24949065,35.01303,-0.18819185
sn2000ca,0.02336,34.999952,0.144317,35.07802,-0.078068355,35.01672,-0.016768175
sn2006ac,0.023471,35.012156,0.143695,35.088495,-0.076338962,35.027191,-0.015034899
sn2000cn,0.023552,34.97956,0.144309,35.096108,-0.11654871,35.034802,-0.055241837
sn2007f,0.02381,35.204577,0.144315,35.120188,0.084388536,35.058872,0.14570436
sn2007qe,0.023867,35.063685,0.14435,35.125473,-0.061788504,35.064155,-0.0004706867
sn1993h,0.023909,35.098082,0.145547,35.129359,-0.03127782,35.06804,0.03004146
sn2006sr,0.024159,35.023661,0.14338,35.152356,-0.12869487,35.091028,-0.06736697
sn2005bg,0.024586,35.073339,0.142334,35.191097,-0.11775872,35.129755,-0.056416024
sn2002he,0.024725,35.193717,0.145176,35.203565,-0.009848351,35.142218,0.051499221
sn2002bf,0.024746,34.819134,0.147523,35.205443,-0.3863088,35.144095,-0.3249605
sn1994m,0.024951,34.970533,0.145319,35.223692,-0.25315923,35.162337,-0.19180385
sn1992ag,0.025198,34.99283,0.148276,35.245485,-0.25265475,35.184121,-0.1912908
sn2007cq,0.025468,34.943635,0.143429,35.26907,-0.32543503,35.207696,-0.2640618
sn2005ms,0.026567,35.377692,0.142099,35.362596,0.015096127,35.301185,0.076507346
sn1999gp,0.026677,35.353986,0.142999,35.371747,-0.017761119,35.310332,0.043653874
sn2005na,0.026881,35.274075,0.141195,35.388621,-0.11454572,35.327199,-0.0531237
sn2007co,0.027064,35.208077,0.141685,35.403651,-0.19557383,35.342223,-0.1341455
sn2004gs,0.027499,35.554208,0.140928,35.438982,0.11522537,35.377539,0.17666866
sn1992p,0.027637,35.512376,0.144083,35.450077,0.062299214,35.388629,0.1237472
sn1998ab,0.027688,34.989967,0.143171,35.454163,-0.46419635,35.392713,-0.40274661
sn2002de,0.027748,35.482228,0.141846,35.458961,0.023267418,35.397509,0.084719242
sn2003u,0.028561,35.339311,0.14269,35.522989,-0.18367779,35.461509,-0.1221981
sn2005eq,0.029086,35.610269,0.141059,35.563392,0.046876369,35.501895,0.10837406
sn2006qo,0.029526,35.436744,0.142005,35.596708,-0.15996437,35.535195,-0.098451644
sn1990o,0.030325,35.497775,0.143169,35.655982,-0.15820777,35.594442,-0.096667807
sn2001ba,0.030381,35.669209,0.142175,35.660079,0.0091301878,35.598537,0.070672081
sn2003ch,0.030416,35.690108,0.140939,35.662636,0.027472663,35.601092,0.089015757
sn1997dg,0.030482,35.947597,0.1417,35.667449,0.28014842,35.605904,0.34169377
sn1996c,0.030721,35.590467,0.142617,35.684795,-0.094328827,35.623242,-0.032775381
sn2006bt,0.031484,35.80412,0.140272,35.7393,0.064819696,35.677721,0.12639912
sn2006az,0.031485,35.68697,0.140346,35.739371,-0.052401221,35.677791,0.0091782392
sn2007bd,0.031638,35.584368,0.14121,35.750145,-0.1657765,35.68856,-0.10419188
sn1999cc,0.031764,35.633256,0.140686,35.758979,-0.12572257,35.69739,-0.064133636
sn2004as,0.032538,35.8802,0.14043,35.812506,0.067694334,35.750891,0.12930948
sn2004l,0.033173,35.745515,0.143111,35.855498,-0.10998267,35.793861,-0.048346021
sn2006s,0.033255,35.96312,0.139885,35.860991,0.10212843,35.799352,0.16376785
sn2006gr,0.033614,35.91306,0.139809,35.884885,0.028174927,35.823234,0.089826474
sn2005iq,0.034074,36.012203,0.138969,35.91514,0.0970628,35.853473,0.15872986
sn2005eu,0.034781,35.901769,0.141596,35.960872,-0.059102844,35.899181,0.002588004
sn1996bl,0.034854,35.742786,0.141007,35.965542,-0.22275583,35.903848,-0.16106251
sn2003iv,0.034971,36.008294,0.140126,35.973007,0.035287088,35.91131,0.096984333
sn1992bg,0.035218,35.883836,0.14465,35.988687,-0.10485119,35.926981,-0.04314566
sn2002hd,0.035755,35.691602,0.142258,36.022409,-0.33080684,35.960686,-0.26908327
SDSS17784,0.03652,36.08076,0.115396,36.069606,0.011153618,36.007857,0.072902788
sn2000cf,0.036934,36.125246,0.140956,36.094748,0.030498713,36.032985,0.092261717
sn2006nz,0.03695,36.067055,0.114021,36.095714,-0.028658642,36.03395,0.033104901
sn2006mo,0.036969,36.135765,0.141722,36.09686,0.038904707,36.035096,0.10066889
sn2001eh,0.037075,36.029637,0.139296,36.103247,-0.07361014,36.041479,-0.011842404
sn2002hu,0.038086,36.047263,0.138952,36.163286,-0.11602322,36.101485,-0.05422179
sn1999aw,0.039083,36.261874,0.139901,36.220993,0.040881869,36.159158,0.10271642
sn2003fa,0.039219,36.157637,0.138984,36.228752,-0.071115622,36.166913,-0.009276531
sn2001az,0.040259,36.35703,0.142119,36.287244,0.069785763,36.22537,0.1316593
sn2005lz,0.040689,36.276362,0.139014,36.310999,-0.034637078,36.249112,0.027250666
sn1992bh,0.041657,36.527303,0.141016,36.363596,0.16370693,36.301676,0.22562657
sn1992bl,0.0424,36.296029,0.142756,36.403166,-0.10713741,36.341222,-0.045193318
SDSS10805,0.04413,36.27164,0.11486,36.492752,-0.22111257,36.430752,-0.15911182
SDSS14279,0.04428,36.292702,0.113705,36.500359,-0.20765689,36.438353,-0.14565125
sn2005hc,0.04492,36.564561,0.111373,36.532533,0.032027373,36.470507,0.094053897
sn2004gu,0.046856,36.447889,0.137271,36.627222,-0.17933287,36.565132,-0.11724347
sn1995ac,0.048984,36.350468,0.139079,36.727022,-0.37655379,36.664864,-0.31439573
sn1993ag,0.049325,36.589362,0.140167,36.742623,-0.15326089,36.680454,-0.09109187
sn1990af,0.049519,36.643828,0.139446,36.751452,-0.10762461,36.689277,-0.045449362
sn1993o,0.053126,36.846507,0.139575,36.909788,-0.063280466,36.847498,-0.00099015405
sn1998dx,0.05386,36.749621,0.140685,36.940732,-0.19111085,36.878418,-0.12879726
sn1999ao,0.054931,37.041519,0.143919,36.985161,0.056358447,36.922813,0.11870584
SDSS19968,0.05499,36.903421,0.112893,36.987584,-0.084162812,36.925234,-0.021813552
SDSS6558,0.05634,37.006419,0.112867,37.042354,-0.035935453,36.979962,0.026456257
SDSS14318,0.05654,36.864026,0.122398,37.05036,-0.18633408,36.987962,-0.1239361
SDSS17745,0.05874,37.218674,0.114585,37.136671,0.082002451,37.074205,0.14446913
sn2006ob,0.059289,37.049891,0.111086,37.157724,-0.10783395,37.095241,-0.04535021
sn2006oa,0.060959,37.14167,0.11093,37.22063,-0.078960086,37.158095,-0.016424635
SDSS3901,0.062818,37.129647,0.112357,37.288734,-0.15908745,37.226142,-0.096494802
sn2007ae,0.062961,37.139126,0.140212,37.293892,-0.15476621,37.231295,-0.092169163
sn1992bs,0.063345,37.416847,0.141293,37.307688,0.10915932,37.245079,0.17176813
SDSS10028,0.064229,37.197295,0.112975,37.339145,-0.1418493,37.276509,-0.079213471
sn2006an,0.065193,37.374426,0.139912,37.372977,0.0014486124,37.310312,0.064113815
SDSS6057,0.06651,37.294806,0.112612,37.418431,-0.12362514,37.355726,-0.060919981
sn2006al,0.069122,37.617081,0.145157,37.50608,0.11100157,37.443296,0.17378542
sn2006on,0.069751,37.294725,0.111409,37.526712,-0.23198733,37.46391,-0.16918466
sn1993b,0.070153,37.383197,0.146379,37.539805,-0.15660847,37.476991,-0.093793776
SDSS17240,0.07153,37.392019,0.157968,37.584116,-0.19209697,37.52126,-0.12924126
SDSS17880,0.07195,37.342194,0.112772,37.597469,-0.2552745,37.534601,-0.19240631
sn1992ae,0.074579,37.484462,0.141947,37.679395,-0.19493286,37.616449,-0.13198704
sn2005ir,0.07487,37.600639,0.110074,37.688292,-0.087653685,37.625338,-0.024699315
SDSS19155,0.07592,37.770136,0.112389,37.720126,0.050009672,37.657141,0.11299479
sn1999bp,0.078317,37.726108,0.138307,37.79125,-0.065141616,37.728195,-0.0020867394
SDSS17186,0.07849,38.035737,0.113854,37.796302,0.23943451,37.733242,0.30249439
sn1992bp,0.07884,37.541851,0.138584,37.806492,-0.26464042,37.743422,-0.20157041
SDSS12779,0.07891,37.822083,0.117766,37.808524,0.013558709,37.745452,0.076630741
SDSS12898,0.07997,37.842822,0.112109,37.839097,0.0037246222,37.775995,0.066827221
sn2005ag,0.080103,37.667141,0.136253,37.842906,-0.17576499,37.779799,-0.11265856
SDSS12950,0.08133,37.935407,0.111814,37.877762,0.057645084,37.81462,0.12078673
SDSS12781,0.08304,38.065672,0.115125,37.925512,0.14016083,37.862321,0.20335126
SDSS722,0.08522,37.970228,0.128423,37.985046,-0.014818348,37.921794,0.048433815
SDSS3592,0.08528,37.928381,0.111932,37.986664,-0.058283308,37.92341,0.0049705507
SDSS21502,0.08784,37.989534,0.112907,38.054709,-0.065175409,37.991384,-0.0018497651
SDSS1241,0.08889,37.936103,0.11251,38.082075,-0.1459719,38.01872,-0.082617012
SDSS19899,0.09007,38.021375,0.111899,38.112464,-0.091088753,38.049077,-0.02770117
SDSS17258,0.0901,37.828996,0.124187,38.113232,-0.28423539,38.049843,-0.22084697
SDSS774,0.09243,38.160297,0.122156,38.172126,-0.011828846,38.108673,0.051623676
SDSS18241,0.09391,38.333255,0.11374,38.208808,0.1244472,38.145315,0.18794011
SDSS2102,0.09401,38.212454,0.112725,38.211267,0.0011872146,38.147771,0.064682851
SDSS16185,0.09582,38.280928,0.112716,38.255346,0.025582586,38.191801,0.089127274
SDSS13038,0.10264,38.528458,0.113322,38.414643,0.11381491,38.350917,0.17754106
SDSS10434,0.10289,38.47728,0.114221,38.42029,0.056990359,38.356557,0.12072306
SDSS13135,0.10337,38.400372,0.111598,38.431096,-0.030724556,38.367351,0.033020702
SDSS20064,0.10391,38.25769,0.112416,38.443197,-0.18550641,38.379437,-0.12174706
SDSS14816,0.10589,38.259627,0.112285,38.487063,-0.22743698,38.423253,-0.16362623
SDSS18697,0.10602,38.388928,0.111682,38.489916,-0.10098886,38.426102,-0.037174753
SDSS20625,0.10667,38.529439,0.112607,38.504132,0.025306517,38.440301,0.089137385
SDSS18375,0.10725,38.205555,0.111743,38.516748,-0.3111928,38.452902,-0.24734701
SDSS21034,0.10751,38.544067,0.112402,38.522382,0.021684943,38.45853,0.085537407
SDSS7147,0.10924,38.548224,0.112096,38.559549,-0.011325235,38.495653,0.052571447
SDSS18650,0.11271,38.715163,0.112009,38.632455,0.082707487,38.568471,0.14669182
SDSS11067,0.11304,38.632945,0.112246,38.639278,-0.0063331569,38.575285,0.057659442
SDSS18612,0.11368,38.434426,0.111953,38.652457,-0.21803104,38.588449,-0.15402246
SDSS16641,0.11389,38.794576,0.113093,38.656766,0.13780953,38.592752,0.20182335
SDSS16619,0.11402,38.462485,0.11346,38.65943,-0.1969447,38.595413,-0.13292764
SDSS5395,0.11635,38.729957,0.111949,38.706696,0.023260759,38.642621,0.087335537
SDSS8719,0.11651,38.672468,0.113022,38.709909,-0.037441019,38.64583,0.026637706
SDSS2561,0.11741,38.700061,0.112518,38.727905,-0.027843701,38.663804,0.036257135
SDSS19953,0.11767,38.741727,0.111671,38.73308,0.0086478403,38.668972,0.07275504
SDSS16259,0.11771,38.640093,0.113079,38.733875,-0.093782159,38.669767,-0.029673978
SDSS1371,0.11771,38.527971,0.11196,38.733875,-0.20590324,38.669767,-0.14179505
SDSS14871,0.11845,38.812895,0.111824,38.748539,0.06435594,38.684413,0.12848221
SDSS18298,0.11863,38.416553,0.127194,38.752093,-0.33554036,38.687963,-0.27140971
SDSS13894,0.11966,38.95985,0.113363,38.772334,0.18751599,38.708178,0.25167169
SDSS5549,0.11967,38.717946,0.111976,38.772529,-0.054583066,38.708373,0.0095728776
SDSS13044,0.11967,38.837411,0.112171,38.772529,0.064881797,38.708373,0.12903774
SDSS12860,0.12044,38.780122,0.113463,38.787553,-0.0074302476,38.723378,0.056744336
SDSS19543,0.12164,38.946145,0.112462,38.810787,0.13535852,38.746583,0.19956201
SDSS18835,0.12262,38.707357,0.11183,38.829602,-0.12224528,38.765375,-0.058018295
SDSS16021,0.12276,38.737216,0.112478,38.832278,-0.095061751,38.768048,-0.03083142
SDSS21669,0.12281,38.662602,0.129766,38.833233,-0.17063117,38.769002,-0.10639964
SDSS2916,0.12303,38.721556,0.119632,38.837432,-0.11587567,38.773195,-0.051638888
SDSS6406,0.12376,38.686488,0.111795,38.851312,-0.16482418,38.787058,-0.10057002
SDSS20470,0.1244,38.959303,0.113068,38.863418,0.095884192,38.799149,0.16015355
06D2fb,0.125298,38.812432,0.085713,38.880307,-0.067874427,38.816016,-0.0035838273
SDSS13005,0.12593,38.931494,0.157613,38.892125,0.039368731,38.827819,0.10367422
SDSS2992,0.12608,38.626104,0.113495,38.894922,-0.2688178,38.830613,-0.20450878
SDSS744,0.12649,38.834716,0.118731,38.90255,-0.067834038,38.838231,-0.0035153944
SDSS18855,0.12715,38.872201,0.111895,38.914781,-0.042580596,38.850447,0.021753509
SDSS16069,0.12739,38.792596,0.113191,38.919215,-0.12661878,38.854875,-0.062279072
SDSS18809,0.12837,38.870821,0.112485,38.937235,-0.066414014,38.872873,-0.0020514683
SDSS22075,0.12893,38.840284,0.113756,38.947475,-0.10719112,38.8831,-0.042815577
SDSS1032,0.12903,38.873791,0.115931,38.949299,-0.075508404,38.884921,-0.011130548
SDSS5751,0.12953,38.807645,0.112137,38.9584,-0.15075549,38.894011,-0.08636607
SDSS18415,0.12961,38.956012,0.113841,38.959853,-0.0038410886,38.895462,0.060550184
SDSS20084,0.12961,39.141727,0.113865,38.959853,0.18187328,38.895462,0.24626456
SDSS17280,0.13045,39.199031,0.147057,38.97506,0.22397031,38.91065,0.28838094
SDSS14108,0.13243,39.234972,0.112393,39.010546,0.22442639,38.94609,0.28888233
SDSS18602,0.13362,39.077669,0.113865,39.031634,0.046034517,38.967151,0.11051747
SDSS15508,0.13392,38.966034,0.111798,39.036923,-0.070889439,38.972434,-0.0063997111
SDSS15234,0.13508,39.242322,0.113196,39.05727,0.18505217,38.992754,0.24956803
SDSS17629,0.13588,38.873391,0.113673,39.071206,-0.19781538,39.006673,-0.1332816
SDSS19775,0.13668,38.995995,0.113428,39.085067,-0.089071712,39.020515,-0.024520071
SDSS17366,0.13811,38.981395,0.112284,39.109654,-0.12825909,39.045071,-0.063675725
SDSS15171,0.13818,39.048423,0.11186,39.110852,-0.062428747,39.046267,0.0021561657
SDSS17208,0.13864,39.36218,0.119461,39.118707,0.24347246,39.054112,0.30806753
SDSS12928,0.13868,39.066861,0.116765,39.119389,-0.05252824,39.054793,0.012067703
SDSS1794,0.14139,39.200636,0.113002,39.165165,0.035470598,39.10051,0.10012582
SDSS14437,0.14265,39.13653,0.112226,39.18617,-0.049639814,39.121487,0.015042683
SDSS2635,0.1431,39.139085,0.112072,39.19363,-0.054544747,39.128938,0.010147444
SDSS13796,0.1436,39.058163,0.111766,39.201893,-0.14372959,39.13719,-0.079026659
SDSS17497,0.14382,39.107025,0.111949,39.20552,-0.098495018,39.140812,-0.033787362
SDSS8921,0.14401,39.137892,0.114616,39.208648,-0.070756794,39.143937,-0.0060450715
SDSS16073,0.14468,39.430541,0.112388,39.21965,0.21089175,39.154924,0.2756178
SDSS14024,0.14478,39.128046,0.114439,39.221288,-0.093241812,39.156559,-0.028513636
SDSS17605,0.14533,39.165471,0.119235,39.230277,-0.064806607,39.165537,-6.6726629e-05
SDSS11300,0.14547,38.873755,0.113737,39.23256,-0.35880515,39.167817,-0.29406229
SDSS21062,0.14564,39.482628,0.114307,39.23533,0.24729746,39.170584,0.31204393
SDSS19940,0.14582,39.01236,0.112189,39.238259,-0.22589924,39.173509,-0.16114896
SDSS12930,0.14607,39.310932,0.117074,39.242322,0.068609623,39.177567,0.1333652
SDSS2308,0.148,39.305036,0.111944,39.273472,0.031563508,39.208676,0.096359722
SDSS21510,0.14839,39.153355,0.11378,39.279721,-0.12636507,39.214916,-0.0615607
SDSS16116,0.1486,39.394763,0.112448,39.283079,0.11168437,39.21827,0.17649313
SDSS13736,0.14901,39.262975,0.112283,39.289622,-0.02664734,39.224805,0.038169966
SDSS16206,0.15065,39.118932,0.113842,39.315631,-0.19669873,39.25078,-0.13184744
SDSS2031,0.15186,39.204258,0.112035,39.334652,-0.13039402,39.269775,-0.065517845
SDSS15132,0.15295,39.375366,0.111718,39.351665,0.023701056,39.286767,0.088599489
SDSS19353,0.15322,39.272281,0.113617,39.355863,-0.083581074,39.290959,-0.018677151
SDSS18323,0.15363,39.448143,0.115274,39.362223,0.085920137,39.29731,0.15083238
SDSS17253,0.15463,39.371679,0.1715,39.377669,-0.0059893441,39.312736,0.058943125
SDSS5550,0.15473,39.335028,0.111655,39.379208,-0.044180307,39.314274,0.020754178
SDSS18030,0.15506,39.511723,0.118308,39.384282,0.12744091,39.319341,0.19238204
SDSS18740,0.15575,39.142044,0.111931,39.394859,-0.25281515,39.329904,-0.18786017
SDSS16165,0.15596,39.343842,0.112725,39.398069,-0.054226989,39.33311,0.010732191
SDSS13354,0.15653,39.221901,0.113012,39.406762,-0.18486169,39.341792,-0.11989113
SDSS17171,0.15895,39.372873,0.145393,39.443347,-0.070473453,39.378328,-0.0054549878
SDSS15425,0.15935,39.113679,0.111983,39.449344,-0.33566503,39.384317,-0.27063872
SDSS17825,0.15999,39.420751,0.113136,39.45891,-0.038159131,39.393871,0.026879712
SDSS3317,0.15999,39.263229,0.113095,39.45891,-0.19568132,39.393871,-0.13064248
SDSS2689,0.16035,39.250122,0.114045,39.464275,-0.21415282,39.399229,-0.14910695
SDSS5103,0.1605,39.327255,0.113217,39.466508,-0.13925232,39.401459,-0.074203532
SDSS13411,0.1618,39.568869,0.120879,39.485773,0.083095894,39.420699,0.14816989
SDSS20430,0.16284,39.558532,0.114429,39.501082,0.057450193,39.435988,0.12254422
SDSS19174,0.16357,39.286594,0.114386,39.511774,-0.2251801,39.446666,-0.16007209
SDSS20764,0.16387,39.453797,0.113522,39.516155,-0.062357643,39.451041,0.0027560897
SDSS3087,0.1644,39.365084,0.11306,39.523876,-0.15879216,39.458753,-0.093668332
SDSS19616,0.16455,39.387664,0.113442,39.526058,-0.13839404,39.460931,-0.073267365
SDSS12843,0.16565,39.202247,0.118455,39.541997,-0.33974941,39.476849,-0.27460191
SDSS12853,0.16817,39.333731,0.116716,39.578144,-0.24441337,39.51295,-0.17921871
SDSS15897,0.16869,39.544445,0.116161,39.585541,-0.041095695,39.520336,0.024108602
05D3ne,0.169455,39.580732,0.088415,39.596383,-0.015651874,39.531165,0.049566544
SDSS12856,0.17028,39.584277,0.112043,39.608026,-0.023748565,39.542792,0.041485007
SDSS12855,0.17063,39.435724,0.114853,39.612949,-0.17722493,39.547709,-0.11198496
SDSS17220,0.17066,39.397723,0.115012,39.613371,-0.21564756,39.54813,-0.15040703
SDSS17389,0.1707,39.808694,0.115438,39.613933,0.19476111,39.548692,0.26000236
SDSS15453,0.17373,39.836681,0.114314,39.656153,0.18052829,39.590857,0.24582436
SDSS3080,0.17374,39.463768,0.112831,39.656291,-0.19252306,39.590995,-0.12722681
SDSS15648,0.17383,39.525192,0.122163,39.657534,-0.13234233,39.592237,-0.067044475
SDSS14421,0.17386,39.700435,0.112491,39.657949,0.042486451,39.592651,0.10778485
SDSS12927,0.17415,39.359493,0.118918,39.661951,-0.30245796,39.596647,-0.23715437
SDSS19969,0.1742,39.514497,0.113041,39.66264,-0.14814317,39.597336,-0.082838696
SDSS19282,0.17558,39.635173,0.113152,39.681596,-0.046422864,39.616267,0.018906139
SDSS18807,0.17625,39.745679,0.113139,39.690749,0.054929883,39.625409,0.12027072
SDSS14979,0.17653,39.625476,0.11256,39.694565,-0.069089307,39.629219,-0.003743548
SDSS15365,0.17656,39.786039,0.113446,39.694974,0.091065444,39.629627,0.15641173
SDSS18604,0.17656,39.813561,0.113509,39.694974,0.11858773,39.629627,0.18393401
SDSS17274,0.17658,40.146933,0.1635,39.695246,0.45168726,39.629899,0.5170339
SDSS15583,0.17706,39.666107,0.113873,39.701773,-0.035666003,39.636417,0.029689058
SDSS17218,0.17757,39.634082,0.114576,39.708689,-0.074606832,39.643325,-0.0092428509
SDSS14451,0.17789,39.574974,0.112906,39.713019,-0.13804554,39.64765,-0.072675975
SDSS5635,0.1781,40.052473,0.117139,39.715857,0.33661613,39.650484,0.40198935
SDSS15461,0.17865,39.697223,0.113319,39.723275,-0.026052655,39.657893,0.039330113
SDSS2372,0.17962,39.562818,0.113572,39.736306,-0.17348792,39.670907,-0.1080884
SDSS6936,0.17969,39.686965,0.113497,39.737244,-0.050279201,39.671843,0.015121529
SDSS13254,0.17981,39.981137,0.120493,39.738851,0.24228605,39.673448,0.30768884
SDSS14284,0.18037,39.447761,0.112763,39.746337,-0.2985764,39.680925,-0.233164
SDSS13045,0.18055,39.543292,0.118342,39.748739,-0.20544711,39.683324,-0.14003162
SDSS20048,0.18056,39.793426,0.117002,39.748872,0.044553944,39.683457,0.1099696
SDSS17215,0.18079,39.621278,0.117616,39.751938,-0.13065978,39.686518,-0.065240195
SDSS15443,0.18122,39.590054,0.112167,39.757659,-0.16760486,39.692232,-0.10217794
SDSS17332,0.18204,39.584028,0.115898,39.768535,-0.18450662,39.703094,-0.11906577
SDSS6422,0.18255,39.764285,0.112208,39.775276,-0.010991709,39.709827,0.05445776
SDSS16281,0.18255,39.62761,0.114391,39.775276,-0.1476667,39.709827,-0.082217231
SDSS17168,0.18257,39.842601,0.115147,39.77554,0.067060617,39.710091,0.13251042
SDSS14984,0.1828,39.834222,0.115225,39.778575,0.055647678,39.713121,0.12110136
SDSS1580,0.18322,39.566101,0.114206,39.784106,-0.21800535,39.718645,-0.1525446
SDSS8213,0.18327,39.569065,0.117564,39.784764,-0.21569875,39.719302,-0.15023716
SDSS15421,0.18435,39.851818,0.112927,39.798931,0.052887063,39.733451,0.11836671
05D2ah,0.185371,39.794575,0.085522,39.812253,-0.017678783,39.746757,0.047817818
SDSS19101,0.18563,39.658661,0.11449,39.815622,-0.15696075,39.750121,-0.091459871
SDSS5994,0.18581,39.82584,0.114889,39.817961,0.0078787316,39.752457,0.073382583
SDSS21861,0.18655,39.624409,0.121972,39.827553,-0.20314419,39.762037,-0.13762817
SDSS18749,0.18667,39.720546,0.114334,39.829106,-0.10855937,39.763588,-0.043041377
SDSS20687,0.18772,39.620767,0.118492,39.842648,-0.22188121,39.777113,-0.15634608
SDSS6304,0.18965,39.711922,0.113593,39.86736,-0.15543806,39.801794,-0.089871751
SDSS762,0.1901,39.961754,0.114249,39.873088,0.088665949,39.807515,0.15423946
SDSS18804,0.19084,39.750769,0.112617,39.882481,-0.13171129,39.816895,-0.066125979
SDSS16276,0.19176,39.870269,0.114367,39.894111,-0.023841704,39.828511,0.041758181
SDSS18787,0.19191,40.161918,0.114568,39.896003,0.26591503,39.8304,0.33151728
SDSS16618,0.19198,39.705824,0.114573,39.896885,-0.19106109,39.831281,-0.12545773
SDSS2440,0.19215,40.019265,0.114217,39.899026,0.12023951,39.83342,0.18584554
SDSS16100,0.19392,39.899804,0.117691,39.921216,-0.021411731,39.855582,0.044221988
SDSS2246,0.19422,39.859825,0.11684,39.924958,-0.065133274,39.85932,0.00050510141
SDSS20575,0.19465,39.588541,0.114454,39.930313,-0.34177215,39.864668,-0.27612712
SDSS19149,0.19494,39.551078,0.11376,39.933919,-0.38284081,39.868269,-0.31719131
