ell,Dl_obs,Dl_te_obs,Dl_ee_obs,Dl_lcdm_tt,residual_lcdm_tt,Dl_lcdm_te,residual_lcdm_te,Dl_lcdm_ee,residual_lcdm_ee,Dl_QRSF_tt,residual_QRSF_tt,Dl_QRSF_te,residual_QRSF_te,Dl_QRSF_ee,residual_QRSF_ee
230,5684.66,26.6053,1.23818,5788.54,-103.885,31.2821,-4.6768,1.1947,0.0434843,5921.4,-236.744,30.2745,-3.66921,1.1342,0.103978
239,5776.16,46.2991,1.78071,5707.23,68.9278,46.7875,-0.488382,1.64325,0.137458,5835.13,-58.9797,46.0174,0.281657,1.55679,0.223925
248,5435.47,50.6637,2.10983,5577.45,-141.982,62.1335,-11.4697,2.26266,-0.152832,5699.02,-263.555,61.6322,-10.9684,2.14581,-0.0359729
257,5228,71.5358,3.13386,5402.68,-174.683,76.7723,-5.23649,3.06481,0.0690588,5516.6,-288.601,76.568,-5.03225,2.9129,0.220962
266,5090.29,86.4306,3.86066,5187.49,-97.2016,90.163,-3.73241,4.0537,-0.193041,5292.59,-202.294,90.2799,-3.84931,3.86225,-0.00158805
275,5096.49,106.963,5.31265,4938.43,158.057,101.811,5.1518,5.22525,0.087397,5033.72,62.7697,102.268,4.69456,4.99007,0.322572
284,4546.18,102.707,5.82483,4662.06,-115.873,111.262,-8.55532,6.56661,-0.741781,4746.75,-200.565,112.074,-9.36723,6.28387,-0.459042
293,4371.25,117.073,8.21385,4365.95,5.29935,118.137,-1.06439,8.05624,0.157609,4439.45,-68.1987,119.313,-2.24043,7.72244,0.491418
302,3935.72,117.089,9.31107,4057.6,-121.884,122.125,-5.03544,9.66341,-0.352342,4119.5,-183.781,123.67,-6.58019,9.27535,0.0357135
311,3649.99,119.046,10.9594,3744.89,-94.908,123.037,-3.9903,11.3507,-0.391276,3794.96,-144.976,124.95,-5.90386,10.9058,0.053602
320,3411.94,112.762,12.6384,3435.63,-23.686,120.795,-8.03254,13.0739,-0.435498,3473.8,-61.8576,123.073,-10.3113,12.5708,0.0676352
329,3173.93,117.149,15.1816,3137.15,36.7844,115.428,1.72079,14.7835,0.398097,3163.51,10.42,118.065,-0.916095,14.2218,0.959701
338,2842.13,105.901,16.0657,2856.2,-14.0708,107.076,-1.17522,16.4263,-0.360656,2871.01,-28.8737,110.06,-4.15948,15.8073,0.258421
347,2498.24,86.2064,16.2208,2598.76,-100.528,95.9947,-9.78825,17.9493,-1.72847,2602.41,-104.172,99.312,-13.1056,17.2749,-1.05414
356,2358.31,79.8487,18.6902,2369.48,-11.1712,82.5043,-2.65555,19.2982,-0.607992,2362.52,-4.20958,86.1369,-6.28818,18.572,0.118165
365,2186.33,61.0311,18.5056,2172.6,13.7303,67.0704,-6.03928,20.4284,-1.92279,2155.67,30.6571,70.9974,-9.96632,19.6551,-1.14954
374,2038.68,46.4875,21.0827,2010.71,27.9641,50.1925,-3.70499,21.2963,-0.213581,1984.51,54.1706,54.3903,-7.90284,20.482,0.600709
383,1891.76,31.557,21.4257,1885.3,6.45546,32.4381,-0.881155,21.8688,-0.443108,1850.54,41.2121,36.8805,-5.32348,21.0208,0.404827
392,1787.59,19.7448,22.3593,1796.72,-9.13334,14.388,5.35678,22.1215,0.237789,1754.19,33.3993,19.0457,0.69905,21.2486,1.11064
401,1734.58,-0.544681,21.1747,1743.99,-9.41149,-3.35233,2.80765,22.0457,-0.871002,1694.5,40.0788,1.48901,-2.03369,21.158,0.0166971
410,1738.05,-21.8916,21.0336,1725.34,12.7144,-20.2029,-1.6887,21.6405,-0.606933,1669.73,68.3202,-15.2125,-6.67909,20.749,0.284573
419,1731.61,-35.0666,19.2941,1737.59,-5.98088,-35.6192,0.552529,20.9217,-1.6276,1676.67,54.9339,-30.5172,-4.54946,20.0374,-0.7433
428,1770.01,-48.4463,19.1288,1777.1,-7.08252,-49.1176,0.671267,19.9148,-0.786048,1711.63,58.381,-43.9443,-4.502,19.0485,0.0802615
437,1770.68,-61.9365,19.3346,1839.25,-68.5675,-60.3015,-1.63496,18.662,0.672612,1769.95,0.73062,-55.1002,-6.83627,17.8242,1.51035
446,1856.79,-62.1436,17.3252,1919.29,-62.5015,-68.8536,6.71005,17.2137,0.111441,1846.83,9.96327,-63.6704,1.5268,16.4149,0.910254
455,2045.9,-74.4981,15.4382,2011.81,34.0892,-74.5563,0.0582355,15.6301,-0.191965,1936.8,109.099,-69.44,-5.05804,14.8803,0.557839
464,2224.7,-80.0589,14.5813,2111.44,113.255,-77.2951,-2.7638,13.9779,0.603365,2034.46,190.236,-72.2958,-7.76308,13.2859,1.2954
473,2178.24,-75.3658,11.5893,2213.22,-34.9813,-77.1041,1.73826,12.3323,-0.743043,2134.8,43.4439,-72.2715,-3.09435,11.7046,-0.115304
482,2323.36,-71.9894,11.4556,2311.98,11.3745,-74.0996,2.11017,10.7685,0.687115,2232.59,90.7662,-69.483,-2.50648,10.2093,1.24629
491,2418.7,-71.1199,10.3049,2403.3,15.4013,-68.5119,-2.60799,9.36173,0.943181,2323.37,95.3295,-64.1601,-6.9598,8.87313,1.43178
500,2447.25,-59.624,8.30294,2483.22,-35.9635,-60.6668,1.04279,8.18275,0.120193,2403.13,44.1193,-56.6283,-2.99569,7.76448,0.538466
509,2577.77,-47.175,8.22746,2548.26,29.5147,-50.9733,3.79826,7.2964,0.931063,2468.36,109.412,-47.2951,0.120015,6.94588,1.28158
518,2558.51,-42.4169,7.35097,2596.36,-37.8492,-39.925,-2.4919,6.75833,0.592636,2516.98,41.5338,-36.6476,-5.76933,6.47042,0.880545
527,2579.22,-23.0411,6.50428,2625.69,-46.4708,-28.0517,5.01062,6.61143,-0.10715,2547.14,32.0759,-25.2082,2.16708,6.37837,0.125918
536,2523.98,-18.6287,6.71246,2635.5,-111.516,-15.9067,-2.72197,6.88469,-0.172229,2558.1,-34.1227,-13.5226,-5.10608,6.69606,0.0164013
545,2519.15,-1.43395,8.58876,2625.96,-106.809,-4.06665,2.6327,7.59251,0.99625,2550.03,-30.8793,-2.16,0.726054,7.43528,1.15348
554,2566.59,3.55431,8.51755,2597.94,-31.3566,6.92082,-3.36651,8.73351,-0.21596,2523.78,42.8033,8.33955,-4.78524,8.59206,-0.0745145
563,2545.99,11.5793,10.6431,2553.19,-7.19379,16.5379,-4.95862,10.2889,0.354182,2481.1,64.8932,17.4681,-5.88876,10.1462,0.496962
572,2409.8,18.6254,11.8913,2493.88,-84.0749,24.3214,-5.69609,12.2241,-0.332802,2424.17,-14.3654,24.7746,-6.14925,12.0627,-0.171368
581,2410.13,26.5374,15.4975,2422.69,-12.5684,29.8984,-3.36097,14.4888,1.00865,2355.67,54.4575,29.8986,-3.3612,14.2913,1.20619
590,2373.46,26.8724,15.2827,2343.14,30.3196,32.9781,-6.10568,17.0197,-1.73707,2279.11,94.3542,32.5619,-5.68947,16.7685,-1.48584
599,2206.46,28.2947,18.225,2258.69,-52.2259,33.3515,-5.05685,19.7422,-1.51718,2197.96,8.50827,32.5678,-4.27311,19.4195,-1.19453
608,2119.7,32.2515,22.1034,2172.8,-53.0954,30.9199,1.33164,22.5724,-0.46897,2115.67,4.03259,29.8293,2.42219,22.1608,-0.0574362
617,2135.45,23.9273,25.8934,2088.94,46.5102,25.702,-1.77472,25.4204,0.472997,2035.69,99.7587,24.3737,-0.446409,24.905,0.988409
626,1951.2,10.8452,25.9867,2010.61,-59.4143,17.8367,-6.99153,28.1971,-2.21042,1961.47,-10.2767,16.3468,-5.5016,27.566,-1.57936
635,1938.19,7.54114,30.1719,1940.93,-2.74106,7.55278,-0.0116413,30.8121,-0.640251,1896.09,42.0965,5.98449,1.55664,30.0569,0.114978
644,1859.9,-5.033,32.9222,1882.58,-22.6812,-4.83301,-0.199991,33.1783,-0.256123,1842.19,17.7094,-6.38929,1.35629,32.2936,0.628578
653,1847.08,-15.3753,32.8238,1837.75,9.33692,-18.9175,3.5422,35.2137,-2.3899,1801.91,45.176,-20.3644,4.98909,34.1974,-1.37367
662,1848.18,-29.9359,34.7378,1808.09,40.0868,-34.2271,4.29115,36.8547,-2.11687,1776.86,71.3234,-35.4654,5.52941,35.7083,-0.970559
671,1814.96,-56.9826,36.3808,1794.6,20.3556,-50.2373,-6.74534,38.0477,-1.66685,1767.95,47.01,-51.1738,-5.80885,36.7767,-0.395893
680,1760.56,-66.7884,36.6042,1797.62,-37.0525,-66.3972,-0.391209,38.7533,-2.14917,1775.45,-14.8874,-66.9455,0.157179,37.3671,-0.762981
689,1822.41,-80.806,38.1163,1816.81,5.60228,-82.1352,1.32925,38.9443,-0.827997,1798.96,23.4439,-82.216,1.41,37.4564,0.659993
698,1884.92,-94.2074,38.9399,1851.32,33.5922,-96.9073,2.69985,38.622,0.317902,1837.57,47.3487,-96.4476,2.24024,37.0497,1.89027
707,1891,-99.954,36.5131,1899.64,-8.64523,-110.184,10.2302,37.7991,-1.28606,1889.66,1.33538,-109.119,9.1651,36.1635,0.349512
716,1908.77,-113.946,36.4293,1959.7,-50.9281,-121.497,7.55062,36.5087,-0.0793751,1953.13,-44.3586,-119.775,5.82942,34.8329,1.59641
725,1994.29,-122.488,33.4393,2028.96,-34.666,-130.428,7.93942,34.7959,-1.35665,2025.39,-31.0943,-128.017,5.52896,33.1038,0.335464
734,2050.06,-127.683,32.2593,2104.9,-54.8472,-136.679,8.99573,32.729,-0.469713,2103.87,-53.8119,-133.564,5.88052,31.0454,1.21396
743,2184.75,-130.614,27.6853,2184.5,0.247582,-140.001,9.38704,30.3828,-2.69746,2185.5,-0.743547,-136.183,5.56918,28.7332,-1.04788
752,2260,-131.217,27.3087,2264.38,-4.37919,-140.246,9.0289,27.8462,-0.537512,2266.84,-6.83873,-135.745,4.5281,26.2572,1.05144
761,2344.61,-126.704,24.6929,2341.41,3.19764,-137.391,10.6875,25.212,-0.519028,2344.75,-0.146058,-132.244,5.53994,23.7097,0.983225
770,2348.38,-117.03,21.1035,2412.82,-64.4359,-131.509,14.4789,22.5785,-1.47499,2416.48,-68.0993,-125.765,8.73495,21.1858,-0.0822884
779,2350.93,-109.053,19.3843,2475.34,-124.413,-122.752,13.6984,20.0435,-0.659264,2478.79,-127.858,-116.476,7.42238,18.7796,0.604628
788,2481.01,-104.286,19.3659,2526.92,-45.9107,-111.423,7.13785,17.7016,1.66425,2529.64,-48.6232,-104.693,0.407744,16.5822,2.78365
797,2466.93,-89.1184,17.3212,2564.91,-97.9778,-97.8212,8.70284,15.6398,1.68142,2566.4,-99.4709,-90.7291,1.61067,14.677,2.64422
806,2493.81,-77.0153,16.1542,2587.94,-94.1322,-82.418,5.40269,13.9393,2.21487,2587.75,-93.9472,-75.0689,-1.94649,13.1416,3.01264
815,2552.73,-64.7342,14.1638,2594.39,-41.6617,-65.6462,0.911933,12.665,1.49878,2592.13,-39.4022,-58.1489,-6.58536,12.0362,2.12764
824,2521.81,-49.9835,12.1229,2584.05,-62.2392,-48.0561,-1.92739,11.8652,0.257626,2579.4,-57.5929,-40.5175,-9.46597,11.404,0.718849
833,2495.02,-27.9085,11.6282,2556.38,-61.3644,-30.1573,2.24881,11.5747,0.0535488,2549.12,-54.1036,-22.6821,-5.22646,11.2747,0.353569
842,2505.47,-17.8662,13.3085,2511.96,-6.48707,-12.5111,-5.35503,11.8102,1.49822,2501.94,3.53152,-5.2016,-12.6646,11.6598,1.64862
851,2383.14,3.01617,13.0309,2451.75,-68.6096,4.34743,-1.33127,12.5663,0.464596,2438.92,-55.7746,11.391,-8.37486,12.5488,0.482138
860,2355.55,13.7369,15.4091,2376.78,-21.2303,19.9403,-6.20336,13.8265,1.58255,2361.15,-5.6007,26.6232,-12.8863,13.9207,1.4884
869,2237.42,27.841,16.3651,2289.43,-52.018,33.8092,-5.96828,15.5473,0.817787,2271.1,-33.6849,40.0518,-12.2108,15.7297,0.6354
878,2168.28,41.3423,17.5279,2191.33,-23.0506,45.5913,-4.24902,17.6798,-0.15189,2170.45,-2.17241,51.3305,-9.98814,17.9251,-0.397128
887,2073.72,49.2007,22.0617,2085.21,-11.4921,54.9676,-5.76694,20.1476,1.91401,2062.01,11.7057,60.1569,-10.9563,20.4284,1.63322
896,1948.82,55.0267,24.2907,1973.29,-24.4614,61.6686,-6.64186,22.8775,1.41316,1948.06,0.76332,66.2785,-11.2518,23.1646,1.12604
905,1843.37,57.821,23.2827,1858.23,-14.8624,65.6049,-7.78386,25.7746,-2.49181,1831.34,12.0311,69.6224,-11.8014,26.037,-2.75428
914,1745.6,67.5475,29.1072,1742.99,2.61315,66.7086,0.838924,28.742,0.365164,1714.82,30.787,70.1372,-2.58973,28.9497,0.157468
923,1619.45,56.6996,31.4781,1630.09,-10.6406,65.0133,-8.31365,31.6878,-0.20973,1601.03,18.4249,67.873,-11.1734,31.8138,-0.335711
932,1562.39,54.4174,35.4116,1521.91,40.4812,60.6665,-6.24904,34.516,0.895635,1492.34,70.0503,62.9935,-8.57609,34.5365,0.875074
941,1437.55,50.1516,37.4935,1420.75,16.7999,53.8925,-3.74083,37.1323,0.361241,1391.06,46.4852,55.7395,-5.58788,37.0269,0.466566
950,1342.39,41.3038,37.058,1328.48,13.911,44.9622,-3.65841,39.4478,-2.3898,1299.06,43.326,46.3982,-5.09449,39.1993,-2.14136
959,1285.75,33.7705,39.3482,1246.69,39.0593,34.2183,-0.447821,41.3864,-2.03826,1217.92,67.8279,35.3264,-1.55589,40.9813,-1.63311
968,1232.84,20.9026,40.3395,1176.63,56.2141,22.0676,-1.16504,42.89,-2.5505,1148.83,84.01,22.9348,-2.0322,42.3198,-1.98025
977,1129.03,9.81707,40.4442,1119.06,9.9774,8.95,0.867072,43.9139,-3.4697,1092.5,36.5342,9.66506,0.152014,43.1757,-2.7315
986,1103.57,-0.29649,38.6279,1074.32,29.258,-4.68702,4.39053,44.4291,-5.80122,1049.21,54.3688,-4.03355,3.73705,43.5257,-4.89783
995,1087.32,-14.7591,42.2792,1042.4,44.9148,-18.4151,3.65608,44.4203,-2.14113,1018.89,68.4326,-17.731,2.97197,43.3601,-1.08086
1004,1024.83,-37.3546,40.1553,1022.98,1.84508,-31.7878,-5.56686,43.8841,-3.72877,1001.14,23.6823,-30.9793,-6.3753,42.6808,-2.52549
1013,1079.48,-45.221,46.1332,1015.08,64.401,-44.3431,-0.877952,42.8414,3.29177,994.953,84.5281,-43.3222,-1.89886,41.5133,4.61987
1022,1032.41,-48.6768,42.9829,1017.7,14.7041,-55.7677,7.09089,41.3414,1.6415,999.259,33.1476,-54.4598,5.78305,39.9096,3.07326
1031,1040.79,-54.6481,39.2361,1029.4,11.3889,-65.6804,11.0323,39.4231,-0.187034,1012.56,28.2312,-64.0253,9.3772,37.9117,1.32436
1040,1055.91,-59.1628,36.5526,1048.67,7.23837,-73.8617,14.6989,37.1601,-0.607491,1033.29,22.6177,-71.8131,12.6503,35.596,0.956627
1049,1081.98,-73.5188,35.8932,1073.61,8.3634,-80.0587,6.5399,34.6214,1.27179,1059.5,22.474,-77.5846,4.06584,33.0344,2.85885
1058,1129.81,-82.3317,37.0442,1102.49,27.3211,-84.1735,1.84177,31.8826,5.16163,1089.4,40.4065,-81.2562,-1.07551,30.3046,6.7396
1067,1122.39,-80.9655,28.6378,1133.38,-10.9891,-86.1516,5.18615,29.0444,-0.406663,1121.06,1.3281,-82.7891,1.82364,27.5064,1.13141
1076,1153.29,-78.7501,25.1823,1164.5,-11.2143,-86.0102,7.26008,26.1887,-1.00642,1152.7,0.592464,-82.2165,3.46639,24.7189,0.463394
1085,1217.71,-73.3497,20.9454,1194.1,23.6135,-83.8422,10.4926,23.405,-2.45963,1182.54,35.1683,-79.6476,6.29787,22.0294,-1.08399
1094,1216.98,-76.2582,25.9907,1220.54,-3.56417,-79.7926,3.5344,20.7759,5.21483,1208.98,7.99811,-75.2432,-1.01498,19.5179,6.47282
1103,1211.44,-56.3317,16.4541,1242.45,-31.0105,-74.082,17.7503,18.3806,-1.92645,1230.62,-19.181,-69.2403,12.9085,17.2612,-0.807125
1112,1213.36,-55.9813,15.7459,1258.68,-45.3172,-66.9727,10.9913,16.2862,-0.540384,1246.34,-32.9789,-61.9122,5.93085,15.323,0.422854
1121,1246.29,-48.5737,15.3649,1268.39,-22.0981,-58.7682,10.1946,14.5488,0.816098,1255.35,-9.05662,-53.5667,4.993,13.7538,1.61112
1130,1237.54,-42.9851,15.5914,1270.95,-33.4065,-49.7931,6.80796,13.2112,2.38014,1257.06,-19.5174,-44.5315,1.54641,12.5911,3.00028
1139,1215.83,-47.6841,13.6421,1266.09,-50.2562,-40.3984,-7.28578,12.304,1.33815,1251.26,-35.4248,-35.1613,-12.5228,11.86,1.78217
1148,1212.52,-23.673,13.5995,1253.73,-41.2081,-30.9292,7.25621,11.8414,1.75816,1237.91,-25.3894,-25.8045,2.1315,11.5692,2.03032
1157,1220.58,-15.6744,14.5019,1234.08,-13.4982,-21.7256,6.05121,11.8226,2.67927,1217.28,3.30314,-16.8033,1.12891,11.7128,2.78909
1166,1159.29,-21.3026,9.18108,1207.72,-48.4299,-13.1062,-8.19632,12.2321,-3.05107,1189.99,-30.6992,-8.469,-12.8336,12.271,-3.08996
1175,1143.31,-13.603,10.5746,1175.4,-32.0935,-5.3558,-8.24715,13.0404,-2.46578,1156.84,-13.5348,-1.07425,-12.5287,13.2108,-2.63625
1184,1136.56,-5.79308,12.8028,1138.06,-1.49756,1.27744,-7.07052,14.2055,-1.4027,1118.82,17.7396,5.14469,-10.9378,14.4869,-1.68411
1193,1086.25,-2.23866,12.7564,1096.7,-10.4571,6.58724,-8.82589,15.6744,-2.91799,1076.99,9.2611,9.99361,-12.2323,16.0426,-3.28621
1202,1005.41,0.797025,23.1519,1052.56,-47.1498,10.4198,-9.62281,17.3846,5.76739,1032.6,-27.1961,13.3308,-12.5338,17.812,5.33999
1211,975.189,6.31648,21.2917,1006.84,-31.6561,12.6792,-6.36272,19.2672,2.02448,986.935,-11.7459,15.0734,-8.75694,19.7242,1.56755
1220,970.73,11.2854,18.0007,960.852,9.87802,13.3328,-2.04745,21.2509,-3.25024,941.268,29.4623,15.2047,-3.91934,21.7088,-3.70816
1229,906.514,0.795071,24.1192,915.806,-9.29197,12.3984,-11.6033,23.261,0.85818,896.83,9.68433,13.7584,-12.9633,23.6928,0.426359
1238,895.506,-1.70669,26.9876,872.901,22.6053,9.95487,-11.6616,25.2254,1.76216,854.814,40.6921,10.8294,-12.5361,25.6055,1.38202
1247,860.053,6.50815,28.9322,833.17,26.8834,6.12092,0.387232,27.072,1.86019,816.254,43.7997,6.55244,-0.0442874,27.3763,1.55584
1256,805.618,-5.07351,28.2583,797.511,8.10657,1.0597,-6.13321,28.7336,-0.475337,782.044,23.5741,1.10621,-6.17972,28.9397,-0.681439
1265,777.489,-10.6252,32.123,766.691,10.7979,-5.01818,-5.60699,30.1557,1.96731,752.921,24.5682,-5.28918,-5.33598,30.2447,1.87828
1274,770.016,-6.18903,28.0386,741.255,28.7615,-11.8763,5.6873,31.2916,-3.25296,729.382,40.6339,-12.3917,6.20268,31.2496,-3.21098
1283,736.545,-25.4341,25.1459,721.567,14.9784,-19.2568,-6.1773,32.1055,-6.9596,711.745,24.7997,-19.9378,-5.49625,31.9235,-6.77761
1292,758.18,-27.8221,32.7948,707.762,50.418,-26.8924,-0.929763,32.5691,0.225718,700.097,58.083,-27.6548,-0.167326,32.243,0.551794
1301,733.856,-31.3034,32.8301,699.797,34.059,-34.5104,3.20708,32.6702,0.159875,694.346,39.5101,-35.2644,3.96104,32.2009,0.629199
1310,712.532,-45.6622,32.308,697.414,15.118,-41.8492,-3.81291,32.4066,-0.0985841,694.186,18.3462,-42.5027,-3.15947,31.7995,0.508467
1319,718.903,-45.3274,37.0351,700.182,18.7209,-48.6625,3.33511,31.7892,5.24589,699.135,19.7674,-49.131,3.80354,31.0539,5.98117
1328,723.408,-52.8192,22.7581,707.514,15.8935,-54.7278,1.9086,30.8444,-8.08629,708.558,14.8502,-54.9361,2.11686,29.9942,-7.23613
1337,757.937,-50.5695,32.7284,718.682,39.2553,-59.8508,9.28125,29.6047,3.12367,721.672,36.2649,-59.733,9.16347,28.6569,4.0715
1346,737.666,-57.1386,25.6747,732.844,4.8223,-63.8714,6.73277,28.1118,-2.43707,737.589,0.0778636,-63.371,6.23239,27.0873,-1.41262
1355,765.134,-65.5484,22.1336,749.071,16.0631,-66.6655,1.11707,26.4123,-4.27862,755.327,9.8074,-65.7354,0.18699,25.336,-3.20234
1364,776.923,-62.1891,20.8649,766.443,10.4802,-68.165,5.97591,24.5638,-3.69891,773.939,2.9843,-66.7706,4.58157,23.462,-2.59706
1373,777.362,-56.4015,13.9711,784.01,-6.64788,-68.3402,11.9387,22.6242,-8.6531,792.464,-15.1026,-66.4623,10.0607,21.5226,-7.5515
1382,773.981,-47.5995,19.7096,800.837,-26.8557,-67.2065,19.607,20.654,-0.944365,809.96,-35.9783,-64.8408,17.2413,19.5779,0.131703
1391,806.044,-66.4348,18.9034,816.013,-9.9689,-64.8134,-1.62145,18.7117,0.19167,825.503,-19.4587,-61.971,-4.46386,17.6859,1.21743
1400,830.177,-61.3485,26.3292,828.752,1.42549,-61.2601,-0.0884292,16.8562,9.47304,838.298,-8.12143,-57.9673,-3.38114,15.905,10.4242
1409,822.186,-54.6345,5.1988,838.336,-16.15,-56.672,2.03753,15.1392,-9.94044,847.628,-25.4418,-52.9694,-1.66507,14.2857,-9.08691
1418,818.106,-52.4991,20.0139,844.193,-26.0872,-51.2062,-1.29289,13.6068,6.40706,852.946,-34.8401,-47.1432,-5.35591,12.8706,7.14333
1427,796.252,-38.2634,20.0412,845.939,-49.6867,-45.0505,6.78706,12.2993,7.7419,853.905,-57.6531,-40.6844,2.42094,11.6957,8.34547
1436,803.463,-40.2416,13.1922,843.284,-39.8202,-38.4031,-1.83852,11.2475,1.94477,850.252,-46.7884,-33.799,-6.44256,10.7879,2.40434
1445,798.655,-37.8014,10.43,836.067,-37.4119,-31.4728,-6.32852,10.4734,-0.0434506,841.861,-43.2064,-26.7039,-11.0975,10.165,0.264983
1454,773.833,-26.0106,2.1953,824.259,-50.4254,-24.4712,-1.53943,9.98961,-7.79432,828.74,-54.9067,-19.618,-6.39263,9.83532,-7.64003
1463,762.183,-21.7373,18.35,808.076,-45.8931,-17.6086,-4.1287,9.79855,8.55144,811.146,-48.963,-12.7536,-8.98371,9.79735,8.55264
1472,749.532,-9.44394,12.4154,787.807,-38.2759,-11.0781,1.63412,9.89267,2.52271,789.414,-39.8828,-6.29863,-3.14531,10.0395,2.37583
1481,738.185,2.7698,16.5295,763.867,-25.6817,-5.05933,7.82913,10.2557,6.27377,764.006,-25.8211,-0.427448,3.19725,10.5417,5.98777
1490,727.424,-4.9052,14.6158,736.807,-9.38264,0.288778,-5.19398,10.8631,3.75269,735.521,-8.09691,4.70657,-9.61177,11.2753,3.3405
